date,UVXY_unscaled,UVXY_monthly,isPartial,scale,UVXY
2019-08-11,0,30.0,,0.3,0.0
2019-08-12,49,30.0,,0.3,14.7
2019-08-13,57,30.0,,0.3,17.099999999999998
2019-08-14,92,30.0,,0.3,27.599999999999998
2019-08-15,77,30.0,,0.3,23.099999999999998
2019-08-16,44,30.0,,0.3,13.2
2019-08-17,7,30.0,,0.3,2.1
2019-08-18,5,30.0,,0.3,1.5
2019-08-19,25,30.0,,0.3,7.5
2019-08-20,37,30.0,,0.3,11.1
2019-08-21,59,30.0,,0.3,17.7
2019-08-22,39,30.0,,0.3,11.7
2019-08-23,64,30.0,,0.3,19.2
2019-08-24,12,30.0,,0.3,3.5999999999999996
2019-08-25,2,30.0,,0.3,0.6
2019-08-26,32,30.0,,0.3,9.6
2019-08-27,30,30.0,,0.3,9.0
2019-08-28,56,30.0,,0.3,16.8
2019-08-29,24,30.0,,0.3,7.199999999999999
2019-08-30,47,30.0,,0.3,14.1
2019-08-31,7,30.0,,0.3,2.1
2019-09-01,4,21.0,False,0.21,0.84
2019-09-02,8,21.0,,0.21,1.68
2019-09-03,81,21.0,,0.21,17.009999999999998
2019-09-04,78,21.0,,0.21,16.38
2019-09-05,50,21.0,,0.21,10.5
2019-09-06,46,21.0,,0.21,9.66
2019-09-07,9,21.0,,0.21,1.89
2019-09-08,17,21.0,,0.21,3.57
2019-09-09,64,21.0,,0.21,13.44
2019-09-10,64,21.0,,0.21,13.44
2019-09-11,61,21.0,,0.21,12.809999999999999
2019-09-12,57,21.0,,0.21,11.969999999999999
2019-09-13,50,21.0,,0.21,10.5
2019-09-14,0,21.0,,0.21,0.0
2019-09-15,12,21.0,,0.21,2.52
2019-09-16,73,21.0,,0.21,15.33
2019-09-17,60,21.0,,0.21,12.6
2019-09-18,88,21.0,,0.21,18.48
2019-09-19,75,21.0,,0.21,15.75
2019-09-20,83,21.0,,0.21,17.43
2019-09-21,13,21.0,,0.21,2.73
2019-09-22,8,21.0,,0.21,1.68
2019-09-23,84,21.0,,0.21,17.64
2019-09-24,100,21.0,,0.21,21.0
2019-09-25,79,21.0,,0.21,16.59
2019-09-26,48,21.0,,0.21,10.08
2019-09-27,63,21.0,,0.21,13.229999999999999
2019-09-28,4,21.0,,0.21,0.84
2019-09-29,4,21.0,,0.21,0.84
2019-09-30,58,21.0,,0.21,12.18
2019-10-01,62,21.0,False,0.21,13.02
2019-10-02,71,21.0,,0.21,14.91
2019-10-03,79,21.0,,0.21,16.59
2019-10-04,43,21.0,,0.21,9.03
2019-10-05,8,21.0,,0.21,1.68
2019-10-06,8,21.0,,0.21,1.68
2019-10-07,66,21.0,,0.21,13.86
2019-10-08,49,21.0,,0.21,10.29
2019-10-09,71,21.0,,0.21,14.91
2019-10-10,88,21.0,,0.21,18.48
2019-10-11,68,21.0,,0.21,14.28
2019-10-12,22,21.0,,0.21,4.62
2019-10-13,4,21.0,,0.21,0.84
2019-10-14,56,21.0,,0.21,11.76
2019-10-15,100,21.0,,0.21,21.0
2019-10-16,62,21.0,,0.21,13.02
2019-10-17,39,21.0,,0.21,8.19
2019-10-18,81,21.0,,0.21,17.009999999999998
2019-10-19,17,21.0,,0.21,3.57
2019-10-20,12,21.0,,0.21,2.52
2019-10-21,61,21.0,,0.21,12.809999999999999
2019-10-22,73,21.0,,0.21,15.33
2019-10-23,41,21.0,,0.21,8.61
2019-10-24,41,21.0,,0.21,8.61
2019-10-25,46,21.0,,0.21,9.66
2019-10-26,12,21.0,,0.21,2.52
2019-10-27,4,21.0,,0.21,0.84
2019-10-28,30,21.0,,0.21,6.3
2019-10-29,47,21.0,,0.21,9.87
2019-10-30,48,21.0,,0.21,10.08
2019-10-31,45,21.0,,0.21,9.45
2019-11-01,53,18.0,False,0.18,9.54
2019-11-02,5,18.0,,0.18,0.8999999999999999
2019-11-03,10,18.0,,0.18,1.7999999999999998
2019-11-04,62,18.0,,0.18,11.16
2019-11-05,67,18.0,,0.18,12.059999999999999
2019-11-06,62,18.0,,0.18,11.16
2019-11-07,67,18.0,,0.18,12.059999999999999
2019-11-08,93,18.0,,0.18,16.74
2019-11-09,19,18.0,,0.18,3.42
2019-11-10,10,18.0,,0.18,1.7999999999999998
2019-11-11,37,18.0,,0.18,6.66
2019-11-12,88,18.0,,0.18,15.84
2019-11-13,77,18.0,,0.18,13.86
2019-11-14,41,18.0,,0.18,7.38
2019-11-15,57,18.0,,0.18,10.26
2019-11-16,14,18.0,,0.18,2.52
2019-11-17,10,18.0,,0.18,1.7999999999999998
2019-11-18,65,18.0,,0.18,11.7
2019-11-19,82,18.0,,0.18,14.76
2019-11-20,100,18.0,,0.18,18.0
2019-11-21,63,18.0,,0.18,11.34
2019-11-22,68,18.0,,0.18,12.24
2019-11-23,24,18.0,,0.18,4.32
2019-11-24,5,18.0,,0.18,0.8999999999999999
2019-11-25,58,18.0,,0.18,10.44
2019-11-26,87,18.0,,0.18,15.66
2019-11-27,54,18.0,,0.18,9.719999999999999
2019-11-28,5,18.0,,0.18,0.8999999999999999
2019-11-29,50,18.0,,0.18,9.0
2019-11-30,23,18.0,,0.18,4.14
2019-12-01,5,19.0,False,0.19,0.95
2019-12-02,42,19.0,,0.19,7.98
2019-12-03,100,19.0,,0.19,19.0
2019-12-04,60,19.0,,0.19,11.4
2019-12-05,33,19.0,,0.19,6.2700000000000005
2019-12-06,38,19.0,,0.19,7.22
2019-12-07,6,19.0,,0.19,1.1400000000000001
2019-12-08,3,19.0,,0.19,0.5700000000000001
2019-12-09,35,19.0,,0.19,6.65
2019-12-10,24,19.0,,0.19,4.5600000000000005
2019-12-11,30,19.0,,0.19,5.7
2019-12-12,35,19.0,,0.19,6.65
2019-12-13,54,19.0,,0.19,10.26
2019-12-14,0,19.0,,0.19,0.0
2019-12-15,3,19.0,,0.19,0.5700000000000001
2019-12-16,44,19.0,,0.19,8.36
2019-12-17,62,19.0,,0.19,11.78
2019-12-18,28,19.0,,0.19,5.32
2019-12-19,58,19.0,,0.19,11.02
2019-12-20,38,19.0,,0.19,7.22
2019-12-21,12,19.0,,0.19,2.2800000000000002
2019-12-22,0,19.0,,0.19,0.0
2019-12-23,26,19.0,,0.19,4.94
2019-12-24,11,19.0,,0.19,2.09
2019-12-25,6,19.0,,0.19,1.1400000000000001
2019-12-26,33,19.0,,0.19,6.2700000000000005
2019-12-27,44,19.0,,0.19,8.36
2019-12-28,6,19.0,,0.19,1.1400000000000001
2019-12-29,8,19.0,,0.19,1.52
2019-12-30,38,19.0,,0.19,7.22
2019-12-31,50,19.0,,0.19,9.5
2020-01-01,6,25.0,False,0.25,1.5
2020-01-02,69,25.0,,0.25,17.25
2020-01-03,58,25.0,,0.25,14.5
2020-01-04,17,25.0,,0.25,4.25
2020-01-05,6,25.0,,0.25,1.5
2020-01-06,49,25.0,,0.25,12.25
2020-01-07,40,25.0,,0.25,10.0
2020-01-08,100,25.0,,0.25,25.0
2020-01-09,66,25.0,,0.25,16.5
2020-01-10,41,25.0,,0.25,10.25
2020-01-11,22,25.0,,0.25,5.5
2020-01-12,8,25.0,,0.25,2.0
2020-01-13,38,25.0,,0.25,9.5
2020-01-14,65,25.0,,0.25,16.25
2020-01-15,37,25.0,,0.25,9.25
2020-01-16,36,25.0,,0.25,9.0
2020-01-17,46,25.0,,0.25,11.5
2020-01-18,6,25.0,,0.25,1.5
2020-01-19,0,25.0,,0.25,0.0
2020-01-20,23,25.0,,0.25,5.75
2020-01-21,34,25.0,,0.25,8.5
2020-01-22,17,25.0,,0.25,4.25
2020-01-23,51,25.0,,0.25,12.75
2020-01-24,60,25.0,,0.25,15.0
2020-01-25,14,25.0,,0.25,3.5
2020-01-26,10,25.0,,0.25,2.5
2020-01-27,80,25.0,,0.25,20.0
2020-01-28,71,25.0,,0.25,17.75
2020-01-29,43,25.0,,0.25,10.75
2020-01-30,72,25.0,,0.25,18.0
2020-01-31,71,25.0,,0.25,17.75
2020-02-01,8,34.0,False,0.34,2.72
2020-02-02,1,34.0,,0.34,0.34
2020-02-03,33,34.0,,0.34,11.22
2020-02-04,25,34.0,,0.34,8.5
2020-02-05,30,34.0,,0.34,10.200000000000001
2020-02-06,24,34.0,,0.34,8.16
2020-02-07,19,34.0,,0.34,6.460000000000001
2020-02-08,5,34.0,,0.34,1.7000000000000002
2020-02-09,5,34.0,,0.34,1.7000000000000002
2020-02-10,15,34.0,,0.34,5.1000000000000005
2020-02-11,19,34.0,,0.34,6.460000000000001
2020-02-12,15,34.0,,0.34,5.1000000000000005
2020-02-13,25,34.0,,0.34,8.5
2020-02-14,16,34.0,,0.34,5.44
2020-02-15,1,34.0,,0.34,0.34
2020-02-16,3,34.0,,0.34,1.02
2020-02-17,3,34.0,,0.34,1.02
2020-02-18,17,34.0,,0.34,5.78
2020-02-19,21,34.0,,0.34,7.140000000000001
2020-02-20,22,34.0,,0.34,7.48
2020-02-21,21,34.0,,0.34,7.140000000000001
2020-02-22,8,34.0,,0.34,2.72
2020-02-23,2,34.0,,0.34,0.68
2020-02-24,63,34.0,,0.34,21.42
2020-02-25,60,34.0,,0.34,20.400000000000002
2020-02-26,42,34.0,,0.34,14.280000000000001
2020-02-27,95,34.0,,0.34,32.300000000000004
2020-02-28,100,34.0,,0.34,34.0
2020-02-29,22,34.0,,0.34,7.48
2020-03-01,6,100.0,False,1.0,6.0
2020-03-02,38,100.0,,1.0,38.0
2020-03-03,37,100.0,,1.0,37.0
2020-03-04,22,100.0,,1.0,22.0
2020-03-05,33,100.0,,1.0,33.0
2020-03-06,47,100.0,,1.0,47.0
2020-03-07,15,100.0,,1.0,15.0
2020-03-08,10,100.0,,1.0,10.0
2020-03-09,66,100.0,,1.0,66.0
2020-03-10,47,100.0,,1.0,47.0
2020-03-11,43,100.0,,1.0,43.0
2020-03-12,65,100.0,,1.0,65.0
2020-03-13,72,100.0,,1.0,72.0
2020-03-14,12,100.0,,1.0,12.0
2020-03-15,13,100.0,,1.0,13.0
2020-03-16,100,100.0,,1.0,100.0
2020-03-17,67,100.0,,1.0,67.0
2020-03-18,96,100.0,,1.0,96.0
2020-03-19,73,100.0,,1.0,73.0
2020-03-20,68,100.0,,1.0,68.0
2020-03-21,18,100.0,,1.0,18.0
2020-03-22,23,100.0,,1.0,23.0
2020-03-23,87,100.0,,1.0,87.0
2020-03-24,60,100.0,,1.0,60.0
2020-03-25,58,100.0,,1.0,58.0
2020-03-26,37,100.0,,1.0,37.0
2020-03-27,45,100.0,,1.0,45.0
2020-03-28,10,100.0,,1.0,10.0
2020-03-29,3,100.0,,1.0,3.0
2020-03-30,35,100.0,,1.0,35.0
2020-03-31,28,100.0,,1.0,28.0
2020-04-01,100,33.0,False,0.33,33.0
2020-04-02,63,33.0,,0.33,20.790000000000003
2020-04-03,80,33.0,,0.33,26.400000000000002
2020-04-04,19,33.0,,0.33,6.2700000000000005
2020-04-05,17,33.0,,0.33,5.61
2020-04-06,64,33.0,,0.33,21.12
2020-04-07,55,33.0,,0.33,18.150000000000002
2020-04-08,49,33.0,,0.33,16.17
2020-04-09,38,33.0,,0.33,12.540000000000001
2020-04-10,20,33.0,,0.33,6.6000000000000005
2020-04-11,21,33.0,,0.33,6.930000000000001
2020-04-12,9,33.0,,0.33,2.97
2020-04-13,61,33.0,,0.33,20.130000000000003
2020-04-14,59,33.0,,0.33,19.470000000000002
2020-04-15,60,33.0,,0.33,19.8
2020-04-16,65,33.0,,0.33,21.45
2020-04-17,52,33.0,,0.33,17.16
2020-04-18,11,33.0,,0.33,3.6300000000000003
2020-04-19,2,33.0,,0.33,0.66
2020-04-20,53,33.0,,0.33,17.490000000000002
2020-04-21,69,33.0,,0.33,22.77
2020-04-22,32,33.0,,0.33,10.56
2020-04-23,49,33.0,,0.33,16.17
2020-04-24,47,33.0,,0.33,15.510000000000002
2020-04-25,7,33.0,,0.33,2.31
2020-04-26,9,33.0,,0.33,2.97
2020-04-27,39,33.0,,0.33,12.870000000000001
2020-04-28,48,33.0,,0.33,15.84
2020-04-29,40,33.0,,0.33,13.200000000000001
2020-04-30,53,33.0,,0.33,17.490000000000002
2020-05-01,85,28.0,False,0.28,23.8
2020-05-02,14,28.0,,0.28,3.9200000000000004
2020-05-03,19,28.0,,0.28,5.32
2020-05-04,76,28.0,,0.28,21.28
2020-05-05,60,28.0,,0.28,16.8
2020-05-06,60,28.0,,0.28,16.8
2020-05-07,80,28.0,,0.28,22.400000000000002
2020-05-08,64,28.0,,0.28,17.92
2020-05-09,27,28.0,,0.28,7.5600000000000005
2020-05-10,8,28.0,,0.28,2.24
2020-05-11,76,28.0,,0.28,21.28
2020-05-12,93,28.0,,0.28,26.040000000000003
2020-05-13,100,28.0,,0.28,28.000000000000004
2020-05-14,92,28.0,,0.28,25.76
2020-05-15,74,28.0,,0.28,20.720000000000002
2020-05-16,8,28.0,,0.28,2.24
2020-05-17,8,28.0,,0.28,2.24
2020-05-18,43,28.0,,0.28,12.040000000000001
2020-05-19,76,28.0,,0.28,21.28
2020-05-20,57,28.0,,0.28,15.96
2020-05-21,92,28.0,,0.28,25.76
2020-05-22,56,28.0,,0.28,15.680000000000001
2020-05-23,14,28.0,,0.28,3.9200000000000004
2020-05-24,14,28.0,,0.28,3.9200000000000004
2020-05-25,3,28.0,,0.28,0.8400000000000001
2020-05-26,56,28.0,,0.28,15.680000000000001
2020-05-27,55,28.0,,0.28,15.400000000000002
2020-05-28,54,28.0,,0.28,15.120000000000001
2020-05-29,76,28.0,,0.28,21.28
2020-05-30,8,28.0,,0.28,2.24
2020-05-31,14,28.0,,0.28,3.9200000000000004
2020-06-01,18,44.0,False,0.44,7.92
2020-06-02,40,44.0,,0.44,17.6
2020-06-03,51,44.0,,0.44,22.44
2020-06-04,36,44.0,,0.44,15.84
2020-06-05,49,44.0,,0.44,21.56
2020-06-06,15,44.0,,0.44,6.6
2020-06-07,10,44.0,,0.44,4.4
2020-06-08,26,44.0,,0.44,11.44
2020-06-09,55,44.0,,0.44,24.2
2020-06-10,40,44.0,,0.44,17.6
2020-06-11,92,44.0,,0.44,40.48
2020-06-12,100,44.0,,0.44,44.0
2020-06-13,26,44.0,,0.44,11.44
2020-06-14,17,44.0,,0.44,7.48
2020-06-15,95,44.0,,0.44,41.8
2020-06-16,56,44.0,,0.44,24.64
2020-06-17,40,44.0,,0.44,17.6
2020-06-18,38,44.0,,0.44,16.72
2020-06-19,45,44.0,,0.44,19.8
2020-06-20,9,44.0,,0.44,3.96
2020-06-21,9,44.0,,0.44,3.96
2020-06-22,45,44.0,,0.44,19.8
2020-06-23,55,44.0,,0.44,24.2
2020-06-24,91,44.0,,0.44,40.04
2020-06-25,87,44.0,,0.44,38.28
2020-06-26,66,44.0,,0.44,29.04
2020-06-27,21,44.0,,0.44,9.24
2020-06-28,19,44.0,,0.44,8.36
2020-06-29,76,44.0,,0.44,33.44
2020-06-30,55,44.0,,0.44,24.2
2020-07-01,58,51.0,False,0.51,29.580000000000002
2020-07-02,58,51.0,,0.51,29.580000000000002
2020-07-03,8,51.0,,0.51,4.08
2020-07-04,6,51.0,,0.51,3.06
2020-07-05,8,51.0,,0.51,4.08
2020-07-06,74,51.0,,0.51,37.74
2020-07-07,100,51.0,,0.51,51.0
2020-07-08,64,51.0,,0.51,32.64
2020-07-09,62,51.0,,0.51,31.62
2020-07-10,62,51.0,,0.51,31.62
2020-07-11,9,51.0,,0.51,4.59
2020-07-12,4,51.0,,0.51,2.04
2020-07-13,88,51.0,,0.51,44.88
2020-07-14,73,51.0,,0.51,37.230000000000004
2020-07-15,63,51.0,,0.51,32.13
2020-07-16,78,51.0,,0.51,39.78
2020-07-17,83,51.0,,0.51,42.33
2020-07-18,13,51.0,,0.51,6.63
2020-07-19,15,51.0,,0.51,7.65
2020-07-20,90,51.0,,0.51,45.9
2020-07-21,94,51.0,,0.51,47.94
2020-07-22,76,51.0,,0.51,38.76
2020-07-23,100,51.0,,0.51,51.0
2020-07-24,94,51.0,,0.51,47.94
2020-07-25,21,51.0,,0.51,10.71
2020-07-26,9,51.0,,0.51,4.59
2020-07-27,48,51.0,,0.51,24.48
2020-07-28,67,51.0,,0.51,34.17
2020-07-29,81,51.0,,0.51,41.31
2020-07-30,94,51.0,,0.51,47.94
2020-07-31,77,51.0,,0.51,39.27
2020-08-01,13,42.0,False,0.42,5.46
2020-08-02,2,42.0,,0.42,0.84
2020-08-03,68,42.0,,0.42,28.56
2020-08-04,80,42.0,,0.42,33.6
2020-08-05,59,42.0,,0.42,24.779999999999998
2020-08-06,82,42.0,,0.42,34.44
2020-08-07,61,42.0,,0.42,25.619999999999997
2020-08-08,9,42.0,,0.42,3.78
2020-08-09,2,42.0,,0.42,0.84
2020-08-10,68,42.0,,0.42,28.56
2020-08-11,77,42.0,,0.42,32.339999999999996
2020-08-12,77,42.0,,0.42,32.339999999999996
2020-08-13,92,42.0,,0.42,38.64
2020-08-14,76,42.0,,0.42,31.919999999999998
2020-08-15,20,42.0,,0.42,8.4
2020-08-16,13,42.0,,0.42,5.46
2020-08-17,67,42.0,,0.42,28.14
2020-08-18,60,42.0,,0.42,25.2
2020-08-19,84,42.0,,0.42,35.28
2020-08-20,79,42.0,,0.42,33.18
2020-08-21,57,42.0,,0.42,23.939999999999998
2020-08-22,18,42.0,,0.42,7.56
2020-08-23,9,42.0,,0.42,3.78
2020-08-24,40,42.0,,0.42,16.8
2020-08-25,69,42.0,,0.42,28.98
2020-08-26,78,42.0,,0.42,32.76
2020-08-27,97,42.0,,0.42,40.74
2020-08-28,100,42.0,,0.42,42.0
2020-08-29,36,42.0,,0.42,15.12
2020-08-30,35,42.0,,0.42,14.7
2020-08-31,80,42.0,,0.42,33.6
2020-09-01,38,59.0,False,0.59,22.419999999999998
2020-09-02,53,59.0,,0.59,31.27
2020-09-03,97,59.0,,0.59,57.23
2020-09-04,100,59.0,,0.59,59.0
2020-09-05,17,59.0,,0.59,10.03
2020-09-06,7,59.0,,0.59,4.13
2020-09-07,6,59.0,,0.59,3.54
2020-09-08,60,59.0,,0.59,35.4
2020-09-09,52,59.0,,0.59,30.68
2020-09-10,45,59.0,,0.59,26.549999999999997
2020-09-11,40,59.0,,0.59,23.599999999999998
2020-09-12,11,59.0,,0.59,6.489999999999999
2020-09-13,1,59.0,,0.59,0.59
2020-09-14,27,59.0,,0.59,15.93
2020-09-15,25,59.0,,0.59,14.75
2020-09-16,34,59.0,,0.59,20.06
2020-09-17,40,59.0,,0.59,23.599999999999998
2020-09-18,38,59.0,,0.59,22.419999999999998
2020-09-19,7,59.0,,0.59,4.13
2020-09-20,5,59.0,,0.59,2.9499999999999997
2020-09-21,55,59.0,,0.59,32.449999999999996
2020-09-22,38,59.0,,0.59,22.419999999999998
2020-09-23,36,59.0,,0.59,21.24
2020-09-24,34,59.0,,0.59,20.06
2020-09-25,25,59.0,,0.59,14.75
2020-09-26,3,59.0,,0.59,1.77
2020-09-27,1,59.0,,0.59,0.59
2020-09-28,28,59.0,,0.59,16.52
2020-09-29,26,59.0,,0.59,15.34
2020-09-30,31,59.0,,0.59,18.29
2020-10-01,41,56.0,False,0.56,22.96
2020-10-02,73,56.0,,0.56,40.88
2020-10-03,16,56.0,,0.56,8.96
2020-10-04,10,56.0,,0.56,5.6000000000000005
2020-10-05,39,56.0,,0.56,21.840000000000003
2020-10-06,49,56.0,,0.56,27.44
2020-10-07,41,56.0,,0.56,22.96
2020-10-08,38,56.0,,0.56,21.28
2020-10-09,47,56.0,,0.56,26.320000000000004
2020-10-10,5,56.0,,0.56,2.8000000000000003
2020-10-11,4,56.0,,0.56,2.24
2020-10-12,46,56.0,,0.56,25.76
2020-10-13,47,56.0,,0.56,26.320000000000004
2020-10-14,56,56.0,,0.56,31.360000000000003
2020-10-15,56,56.0,,0.56,31.360000000000003
2020-10-16,40,56.0,,0.56,22.400000000000002
2020-10-17,14,56.0,,0.56,7.840000000000001
2020-10-18,8,56.0,,0.56,4.48
2020-10-19,53,56.0,,0.56,29.680000000000003
2020-10-20,61,56.0,,0.56,34.160000000000004
2020-10-21,41,56.0,,0.56,22.96
2020-10-22,37,56.0,,0.56,20.720000000000002
2020-10-23,40,56.0,,0.56,22.400000000000002
2020-10-24,5,56.0,,0.56,2.8000000000000003
2020-10-25,4,56.0,,0.56,2.24
2020-10-26,44,56.0,,0.56,24.64
2020-10-27,56,56.0,,0.56,31.360000000000003
2020-10-28,100,56.0,,0.56,56.00000000000001
2020-10-29,76,56.0,,0.56,42.56
2020-10-30,88,56.0,,0.56,49.28
2020-10-31,17,56.0,,0.56,9.520000000000001
2020-11-01,11,54.0,False,0.54,5.94
2020-11-02,100,54.0,,0.54,54.0
2020-11-03,80,54.0,,0.54,43.2
2020-11-04,71,54.0,,0.54,38.34
2020-11-05,87,54.0,,0.54,46.980000000000004
2020-11-06,61,54.0,,0.54,32.940000000000005
2020-11-07,20,54.0,,0.54,10.8
2020-11-08,19,54.0,,0.54,10.260000000000002
2020-11-09,84,54.0,,0.54,45.36
2020-11-10,66,54.0,,0.54,35.64
2020-11-11,42,54.0,,0.54,22.68
2020-11-12,78,54.0,,0.54,42.120000000000005
2020-11-13,73,54.0,,0.54,39.42
2020-11-14,10,54.0,,0.54,5.4
2020-11-15,8,54.0,,0.54,4.32
2020-11-16,61,54.0,,0.54,32.940000000000005
2020-11-17,51,54.0,,0.54,27.540000000000003
2020-11-18,66,54.0,,0.54,35.64
2020-11-19,69,54.0,,0.54,37.260000000000005
2020-11-20,66,54.0,,0.54,35.64
2020-11-21,20,54.0,,0.54,10.8
2020-11-22,7,54.0,,0.54,3.7800000000000002
2020-11-23,39,54.0,,0.54,21.060000000000002
2020-11-24,50,54.0,,0.54,27.0
2020-11-25,59,54.0,,0.54,31.860000000000003
2020-11-26,16,54.0,,0.54,8.64
2020-11-27,45,54.0,,0.54,24.3
2020-11-28,13,54.0,,0.54,7.0200000000000005
2020-11-29,10,54.0,,0.54,5.4
2020-11-30,61,54.0,,0.54,32.940000000000005
2020-12-01,84,48.0,False,0.48,40.32
2020-12-02,54,48.0,,0.48,25.919999999999998
2020-12-03,66,48.0,,0.48,31.68
2020-12-04,54,48.0,,0.48,25.919999999999998
2020-12-05,7,48.0,,0.48,3.36
2020-12-06,6,48.0,,0.48,2.88
2020-12-07,50,48.0,,0.48,24.0
2020-12-08,58,48.0,,0.48,27.84
2020-12-09,59,48.0,,0.48,28.32
2020-12-10,78,48.0,,0.48,37.44
2020-12-11,94,48.0,,0.48,45.12
2020-12-12,21,48.0,,0.48,10.08
2020-12-13,19,48.0,,0.48,9.12
2020-12-14,78,48.0,,0.48,37.44
2020-12-15,92,48.0,,0.48,44.16
2020-12-16,84,48.0,,0.48,40.32
2020-12-17,49,48.0,,0.48,23.52
2020-12-18,81,48.0,,0.48,38.879999999999995
2020-12-19,29,48.0,,0.48,13.92
2020-12-20,11,48.0,,0.48,5.279999999999999
2020-12-21,100,48.0,,0.48,48.0
2020-12-22,81,48.0,,0.48,38.879999999999995
2020-12-23,98,48.0,,0.48,47.04
2020-12-24,53,48.0,,0.48,25.439999999999998
2020-12-25,17,48.0,,0.48,8.16
2020-12-26,16,48.0,,0.48,7.68
2020-12-27,11,48.0,,0.48,5.279999999999999
2020-12-28,63,48.0,,0.48,30.24
2020-12-29,55,48.0,,0.48,26.4
2020-12-30,73,48.0,,0.48,35.04
2020-12-31,75,48.0,,0.48,36.0
2021-01-01,14,57.0,False,0.57,7.9799999999999995
2021-01-02,9,57.0,,0.57,5.13
2021-01-03,13,57.0,,0.57,7.409999999999999
2021-01-04,64,57.0,,0.57,36.48
2021-01-05,46,57.0,,0.57,26.22
2021-01-06,62,57.0,,0.57,35.339999999999996
2021-01-07,66,57.0,,0.57,37.62
2021-01-08,53,57.0,,0.57,30.209999999999997
2021-01-09,18,57.0,,0.57,10.26
2021-01-10,11,57.0,,0.57,6.27
2021-01-11,55,57.0,,0.57,31.349999999999998
2021-01-12,50,57.0,,0.57,28.499999999999996
2021-01-13,46,57.0,,0.57,26.22
2021-01-14,62,57.0,,0.57,35.339999999999996
2021-01-15,64,57.0,,0.57,36.48
2021-01-16,13,57.0,,0.57,7.409999999999999
2021-01-17,14,57.0,,0.57,7.9799999999999995
2021-01-18,14,57.0,,0.57,7.9799999999999995
2021-01-19,43,57.0,,0.57,24.509999999999998
2021-01-20,43,57.0,,0.57,24.509999999999998
2021-01-21,36,57.0,,0.57,20.52
2021-01-22,48,57.0,,0.57,27.36
2021-01-23,11,57.0,,0.57,6.27
2021-01-24,8,57.0,,0.57,4.56
2021-01-25,43,57.0,,0.57,24.509999999999998
2021-01-26,55,57.0,,0.57,31.349999999999998
2021-01-27,100,57.0,,0.57,56.99999999999999
2021-01-28,92,57.0,,0.57,52.44
2021-01-29,88,57.0,,0.57,50.16
2021-01-30,33,57.0,,0.57,18.81
2021-01-31,28,57.0,,0.57,15.959999999999999
2021-02-01,83,80.0,False,0.8,66.4
2021-02-02,61,80.0,,0.8,48.800000000000004
2021-02-03,47,80.0,,0.8,37.6
2021-02-04,67,80.0,,0.8,53.6
2021-02-05,66,80.0,,0.8,52.800000000000004
2021-02-06,22,80.0,,0.8,17.6
2021-02-07,11,80.0,,0.8,8.8
2021-02-08,58,80.0,,0.8,46.400000000000006
2021-02-09,76,80.0,,0.8,60.800000000000004
2021-02-10,86,80.0,,0.8,68.8
2021-02-11,67,80.0,,0.8,53.6
2021-02-12,82,80.0,,0.8,65.60000000000001
2021-02-13,44,80.0,,0.8,35.2
2021-02-14,21,80.0,,0.8,16.8
2021-02-15,20,80.0,,0.8,16.0
2021-02-16,52,80.0,,0.8,41.6
2021-02-17,70,80.0,,0.8,56.0
2021-02-18,78,80.0,,0.8,62.400000000000006
2021-02-19,78,80.0,,0.8,62.400000000000006
2021-02-20,25,80.0,,0.8,20.0
2021-02-21,16,80.0,,0.8,12.8
2021-02-22,67,80.0,,0.8,53.6
2021-02-23,81,80.0,,0.8,64.8
2021-02-24,63,80.0,,0.8,50.400000000000006
2021-02-25,100,80.0,,0.8,80.0
2021-02-26,96,80.0,,0.8,76.80000000000001
2021-02-27,20,80.0,,0.8,16.0
2021-02-28,12,80.0,,0.8,9.600000000000001
2021-03-01,58,51.0,False,0.51,29.580000000000002
2021-03-02,45,51.0,,0.51,22.95
2021-03-03,83,51.0,,0.51,42.33
2021-03-04,100,51.0,,0.51,51.0
2021-03-05,90,51.0,,0.51,45.9
2021-03-06,16,51.0,,0.51,8.16
2021-03-07,15,51.0,,0.51,7.65
2021-03-08,56,51.0,,0.51,28.560000000000002
2021-03-09,46,51.0,,0.51,23.46
2021-03-10,40,51.0,,0.51,20.4
2021-03-11,56,51.0,,0.51,28.560000000000002
2021-03-12,43,51.0,,0.51,21.93
2021-03-13,6,51.0,,0.51,3.06
2021-03-14,8,51.0,,0.51,4.08
2021-03-15,72,51.0,,0.51,36.72
2021-03-16,49,51.0,,0.51,24.990000000000002
2021-03-17,61,51.0,,0.51,31.11
2021-03-18,72,51.0,,0.51,36.72
2021-03-19,65,51.0,,0.51,33.15
2021-03-20,16,51.0,,0.51,8.16
2021-03-21,8,51.0,,0.51,4.08
2021-03-22,51,51.0,,0.51,26.01
2021-03-23,73,51.0,,0.51,37.230000000000004
2021-03-24,51,51.0,,0.51,26.01
2021-03-25,51,51.0,,0.51,26.01
2021-03-26,38,51.0,,0.51,19.38
2021-03-27,13,51.0,,0.51,6.63
2021-03-28,10,51.0,,0.51,5.1
2021-03-29,44,51.0,,0.51,22.44
2021-03-30,52,51.0,,0.51,26.52
2021-03-31,43,51.0,,0.51,21.93
2021-04-01,67,32.0,False,0.32,21.44
2021-04-02,35,32.0,,0.32,11.200000000000001
2021-04-03,11,32.0,,0.32,3.52
2021-04-04,3,32.0,,0.32,0.96
