date,ON_unscaled,ON_monthly,isPartial,scale,ON
2019-09-16,86,86.0,,0.86,73.96
2019-09-17,84,86.0,,0.86,72.24
2019-09-18,83,86.0,,0.86,71.38
2019-09-19,85,86.0,,0.86,73.1
2019-09-20,84,86.0,,0.86,72.24
2019-09-21,92,86.0,,0.86,79.12
2019-09-22,91,86.0,,0.86,78.26
2019-09-23,88,86.0,,0.86,75.67999999999999
2019-09-24,88,86.0,,0.86,75.67999999999999
2019-09-25,89,86.0,,0.86,76.53999999999999
2019-09-26,90,86.0,,0.86,77.4
2019-09-27,86,86.0,,0.86,73.96
2019-09-28,91,86.0,,0.86,78.26
2019-09-29,96,86.0,,0.86,82.56
2019-09-30,89,86.0,,0.86,76.53999999999999
2019-10-01,91,83.0,False,0.83,75.53
2019-10-02,89,83.0,,0.83,73.86999999999999
2019-10-03,88,83.0,,0.83,73.03999999999999
2019-10-04,90,83.0,,0.83,74.7
2019-10-05,89,83.0,,0.83,73.86999999999999
2019-10-06,100,83.0,,0.83,83.0
2019-10-07,87,83.0,,0.83,72.21
2019-10-08,91,83.0,,0.83,75.53
2019-10-09,93,83.0,,0.83,77.19
2019-10-10,90,83.0,,0.83,74.7
2019-10-11,92,83.0,,0.83,76.36
2019-10-12,95,83.0,,0.83,78.85
2019-10-13,94,83.0,,0.83,78.02
2019-10-14,97,83.0,,0.83,80.50999999999999
2019-10-15,92,83.0,,0.83,76.36
2019-10-16,90,83.0,,0.83,74.7
2019-10-17,91,83.0,,0.83,75.53
2019-10-18,86,83.0,,0.83,71.38
2019-10-19,92,83.0,,0.83,76.36
2019-10-20,93,83.0,,0.83,77.19
2019-10-21,89,83.0,,0.83,73.86999999999999
2019-10-22,89,83.0,,0.83,73.86999999999999
2019-10-23,91,83.0,,0.83,75.53
2019-10-24,89,83.0,,0.83,73.86999999999999
2019-10-25,91,83.0,,0.83,75.53
2019-10-26,94,83.0,,0.83,78.02
2019-10-27,93,83.0,,0.83,77.19
2019-10-28,86,83.0,,0.83,71.38
2019-10-29,90,83.0,,0.83,74.7
2019-10-30,93,83.0,,0.83,77.19
2019-10-31,88,83.0,,0.83,73.03999999999999
2019-11-01,75,87.0,False,0.87,65.25
2019-11-02,79,87.0,,0.87,68.73
2019-11-03,83,87.0,,0.87,72.21
2019-11-04,78,87.0,,0.87,67.86
2019-11-05,82,87.0,,0.87,71.34
2019-11-06,77,87.0,,0.87,66.99
2019-11-07,77,87.0,,0.87,66.99
2019-11-08,78,87.0,,0.87,67.86
2019-11-09,79,87.0,,0.87,68.73
2019-11-10,86,87.0,,0.87,74.82
2019-11-11,84,87.0,,0.87,73.08
2019-11-12,78,87.0,,0.87,67.86
2019-11-13,81,87.0,,0.87,70.47
2019-11-14,79,87.0,,0.87,68.73
2019-11-15,74,87.0,,0.87,64.38
2019-11-16,81,87.0,,0.87,70.47
2019-11-17,84,87.0,,0.87,73.08
2019-11-18,77,87.0,,0.87,66.99
2019-11-19,79,87.0,,0.87,68.73
2019-11-20,79,87.0,,0.87,68.73
2019-11-21,77,87.0,,0.87,66.99
2019-11-22,76,87.0,,0.87,66.12
2019-11-23,81,87.0,,0.87,70.47
2019-11-24,84,87.0,,0.87,73.08
2019-11-25,77,87.0,,0.87,66.99
2019-11-26,79,87.0,,0.87,68.73
2019-11-27,81,87.0,,0.87,70.47
2019-11-28,100,87.0,,0.87,87.0
2019-11-29,83,87.0,,0.87,72.21
2019-11-30,84,87.0,,0.87,73.08
2019-12-01,62,89.0,False,0.89,55.18
2019-12-02,56,89.0,,0.89,49.84
2019-12-03,58,89.0,,0.89,51.62
2019-12-04,57,89.0,,0.89,50.730000000000004
2019-12-05,59,89.0,,0.89,52.51
2019-12-06,59,89.0,,0.89,52.51
2019-12-07,59,89.0,,0.89,52.51
2019-12-08,58,89.0,,0.89,51.62
2019-12-09,56,89.0,,0.89,49.84
2019-12-10,57,89.0,,0.89,50.730000000000004
2019-12-11,58,89.0,,0.89,51.62
2019-12-12,59,89.0,,0.89,52.51
2019-12-13,56,89.0,,0.89,49.84
2019-12-14,58,89.0,,0.89,51.62
2019-12-15,61,89.0,,0.89,54.29
2019-12-16,55,89.0,,0.89,48.95
2019-12-17,57,89.0,,0.89,50.730000000000004
2019-12-18,54,89.0,,0.89,48.06
2019-12-19,58,89.0,,0.89,51.62
2019-12-20,55,89.0,,0.89,48.95
2019-12-21,62,89.0,,0.89,55.18
2019-12-22,60,89.0,,0.89,53.4
2019-12-23,56,89.0,,0.89,49.84
2019-12-24,67,89.0,,0.89,59.63
2019-12-25,100,89.0,,0.89,89.0
2019-12-26,69,89.0,,0.89,61.410000000000004
2019-12-27,61,89.0,,0.89,54.29
2019-12-28,63,89.0,,0.89,56.07
2019-12-29,63,89.0,,0.89,56.07
2019-12-30,62,89.0,,0.89,55.18
2019-12-31,64,89.0,,0.89,56.96
2020-01-01,100,87.0,False,0.87,87.0
2020-01-02,84,87.0,,0.87,73.08
2020-01-03,84,87.0,,0.87,73.08
2020-01-04,89,87.0,,0.87,77.42999999999999
2020-01-05,94,87.0,,0.87,81.78
2020-01-06,84,87.0,,0.87,73.08
2020-01-07,83,87.0,,0.87,72.21
2020-01-08,82,87.0,,0.87,71.34
2020-01-09,82,87.0,,0.87,71.34
2020-01-10,81,87.0,,0.87,70.47
2020-01-11,88,87.0,,0.87,76.56
2020-01-12,87,87.0,,0.87,75.69
2020-01-13,79,87.0,,0.87,68.73
2020-01-14,81,87.0,,0.87,70.47
2020-01-15,83,87.0,,0.87,72.21
2020-01-16,80,87.0,,0.87,69.6
2020-01-17,80,87.0,,0.87,69.6
2020-01-18,90,87.0,,0.87,78.3
2020-01-19,92,87.0,,0.87,80.04
2020-01-20,91,87.0,,0.87,79.17
2020-01-21,81,87.0,,0.87,70.47
2020-01-22,79,87.0,,0.87,68.73
2020-01-23,84,87.0,,0.87,73.08
2020-01-24,83,87.0,,0.87,72.21
2020-01-25,88,87.0,,0.87,76.56
2020-01-26,92,87.0,,0.87,80.04
2020-01-27,85,87.0,,0.87,73.95
2020-01-28,85,87.0,,0.87,73.95
2020-01-29,82,87.0,,0.87,71.34
2020-01-30,83,87.0,,0.87,72.21
2020-01-31,85,87.0,,0.87,73.95
2020-02-01,91,89.0,False,0.89,80.99
2020-02-02,100,89.0,,0.89,89.0
2020-02-03,82,89.0,,0.89,72.98
2020-02-04,84,89.0,,0.89,74.76
2020-02-05,85,89.0,,0.89,75.65
2020-02-06,84,89.0,,0.89,74.76
2020-02-07,84,89.0,,0.89,74.76
2020-02-08,90,89.0,,0.89,80.1
2020-02-09,94,89.0,,0.89,83.66
2020-02-10,85,89.0,,0.89,75.65
2020-02-11,87,89.0,,0.89,77.43
2020-02-12,86,89.0,,0.89,76.54
2020-02-13,83,89.0,,0.89,73.87
2020-02-14,85,89.0,,0.89,75.65
2020-02-15,91,89.0,,0.89,80.99
2020-02-16,95,89.0,,0.89,84.55
2020-02-17,94,89.0,,0.89,83.66
2020-02-18,90,89.0,,0.89,80.1
2020-02-19,83,89.0,,0.89,73.87
2020-02-20,84,89.0,,0.89,74.76
2020-02-21,83,89.0,,0.89,73.87
2020-02-22,90,89.0,,0.89,80.1
2020-02-23,92,89.0,,0.89,81.88
2020-02-24,86,89.0,,0.89,76.54
2020-02-25,87,89.0,,0.89,77.43
2020-02-26,88,89.0,,0.89,78.32000000000001
2020-02-27,87,89.0,,0.89,77.43
2020-02-28,87,89.0,,0.89,77.43
2020-02-29,90,89.0,,0.89,80.1
2020-03-01,87,93.0,False,0.93,80.91000000000001
2020-03-02,82,93.0,,0.93,76.26
2020-03-03,82,93.0,,0.93,76.26
2020-03-04,80,93.0,,0.93,74.4
2020-03-05,81,93.0,,0.93,75.33
2020-03-06,78,93.0,,0.93,72.54
2020-03-07,82,93.0,,0.93,76.26
2020-03-08,88,93.0,,0.93,81.84
2020-03-09,77,93.0,,0.93,71.61
2020-03-10,79,93.0,,0.93,73.47
2020-03-11,81,93.0,,0.93,75.33
2020-03-12,79,93.0,,0.93,73.47
2020-03-13,78,93.0,,0.93,72.54
2020-03-14,85,93.0,,0.93,79.05
2020-03-15,87,93.0,,0.93,80.91000000000001
2020-03-16,81,93.0,,0.93,75.33
2020-03-17,81,93.0,,0.93,75.33
2020-03-18,85,93.0,,0.93,79.05
2020-03-19,87,93.0,,0.93,80.91000000000001
2020-03-20,90,93.0,,0.93,83.7
2020-03-21,97,93.0,,0.93,90.21000000000001
2020-03-22,97,93.0,,0.93,90.21000000000001
2020-03-23,91,93.0,,0.93,84.63000000000001
2020-03-24,93,93.0,,0.93,86.49000000000001
2020-03-25,95,93.0,,0.93,88.35000000000001
2020-03-26,98,93.0,,0.93,91.14
2020-03-27,92,93.0,,0.93,85.56
2020-03-28,99,93.0,,0.93,92.07000000000001
2020-03-29,100,93.0,,0.93,93.0
2020-03-30,91,93.0,,0.93,84.63000000000001
2020-03-31,91,93.0,,0.93,84.63000000000001
2020-04-01,90,99.0,False,0.99,89.1
2020-04-02,89,99.0,,0.99,88.11
2020-04-03,86,99.0,,0.99,85.14
2020-04-04,93,99.0,,0.99,92.07
2020-04-05,96,99.0,,0.99,95.03999999999999
2020-04-06,85,99.0,,0.99,84.15
2020-04-07,88,99.0,,0.99,87.12
2020-04-08,87,99.0,,0.99,86.13
2020-04-09,90,99.0,,0.99,89.1
2020-04-10,95,99.0,,0.99,94.05
2020-04-11,95,99.0,,0.99,94.05
2020-04-12,100,99.0,,0.99,99.0
2020-04-13,89,99.0,,0.99,88.11
2020-04-14,89,99.0,,0.99,88.11
2020-04-15,91,99.0,,0.99,90.09
2020-04-16,92,99.0,,0.99,91.08
2020-04-17,87,99.0,,0.99,86.13
2020-04-18,90,99.0,,0.99,89.1
2020-04-19,93,99.0,,0.99,92.07
2020-04-20,88,99.0,,0.99,87.12
2020-04-21,89,99.0,,0.99,88.11
2020-04-22,90,99.0,,0.99,89.1
2020-04-23,90,99.0,,0.99,89.1
2020-04-24,84,99.0,,0.99,83.16
2020-04-25,87,99.0,,0.99,86.13
2020-04-26,92,99.0,,0.99,91.08
2020-04-27,86,99.0,,0.99,85.14
2020-04-28,88,99.0,,0.99,87.12
2020-04-29,88,99.0,,0.99,87.12
2020-04-30,88,99.0,,0.99,87.12
2020-05-01,91,100.0,False,1.0,91.0
2020-05-02,97,100.0,,1.0,97.0
2020-05-03,97,100.0,,1.0,97.0
2020-05-04,89,100.0,,1.0,89.0
2020-05-05,87,100.0,,1.0,87.0
2020-05-06,93,100.0,,1.0,93.0
2020-05-07,87,100.0,,1.0,87.0
2020-05-08,88,100.0,,1.0,88.0
2020-05-09,92,100.0,,1.0,92.0
2020-05-10,92,100.0,,1.0,92.0
2020-05-11,89,100.0,,1.0,89.0
2020-05-12,88,100.0,,1.0,88.0
2020-05-13,89,100.0,,1.0,89.0
2020-05-14,89,100.0,,1.0,89.0
2020-05-15,89,100.0,,1.0,89.0
2020-05-16,94,100.0,,1.0,94.0
2020-05-17,95,100.0,,1.0,95.0
2020-05-18,88,100.0,,1.0,88.0
2020-05-19,87,100.0,,1.0,87.0
2020-05-20,89,100.0,,1.0,89.0
2020-05-21,89,100.0,,1.0,89.0
2020-05-22,90,100.0,,1.0,90.0
2020-05-23,91,100.0,,1.0,91.0
2020-05-24,95,100.0,,1.0,95.0
2020-05-25,100,100.0,,1.0,100.0
2020-05-26,87,100.0,,1.0,87.0
2020-05-27,90,100.0,,1.0,90.0
2020-05-28,91,100.0,,1.0,91.0
2020-05-29,91,100.0,,1.0,91.0
2020-05-30,94,100.0,,1.0,94.0
2020-05-31,92,100.0,,1.0,92.0
2020-06-01,94,97.0,False,0.97,91.17999999999999
2020-06-02,94,97.0,,0.97,91.17999999999999
2020-06-03,93,97.0,,0.97,90.21
2020-06-04,90,97.0,,0.97,87.3
2020-06-05,92,97.0,,0.97,89.24
2020-06-06,97,97.0,,0.97,94.09
2020-06-07,98,97.0,,0.97,95.06
2020-06-08,91,97.0,,0.97,88.27
2020-06-09,92,97.0,,0.97,89.24
2020-06-10,94,97.0,,0.97,91.17999999999999
2020-06-11,91,97.0,,0.97,88.27
2020-06-12,91,97.0,,0.97,88.27
2020-06-13,94,97.0,,0.97,91.17999999999999
2020-06-14,96,97.0,,0.97,93.12
2020-06-15,94,97.0,,0.97,91.17999999999999
2020-06-16,92,97.0,,0.97,89.24
2020-06-17,94,97.0,,0.97,91.17999999999999
2020-06-18,91,97.0,,0.97,88.27
2020-06-19,91,97.0,,0.97,88.27
2020-06-20,95,97.0,,0.97,92.14999999999999
2020-06-21,97,97.0,,0.97,94.09
2020-06-22,94,97.0,,0.97,91.17999999999999
2020-06-23,93,97.0,,0.97,90.21
2020-06-24,90,97.0,,0.97,87.3
2020-06-25,92,97.0,,0.97,89.24
2020-06-26,93,97.0,,0.97,90.21
2020-06-27,96,97.0,,0.97,93.12
2020-06-28,100,97.0,,0.97,97.0
2020-06-29,92,97.0,,0.97,89.24
2020-06-30,92,97.0,,0.97,89.24
2020-07-01,87,96.0,False,0.96,83.52
2020-07-02,86,96.0,,0.96,82.56
2020-07-03,91,96.0,,0.96,87.36
2020-07-04,100,96.0,,0.96,96.0
2020-07-05,92,96.0,,0.96,88.32
2020-07-06,85,96.0,,0.96,81.6
2020-07-07,86,96.0,,0.96,82.56
2020-07-08,86,96.0,,0.96,82.56
2020-07-09,86,96.0,,0.96,82.56
2020-07-10,85,96.0,,0.96,81.6
2020-07-11,89,96.0,,0.96,85.44
2020-07-12,91,96.0,,0.96,87.36
2020-07-13,84,96.0,,0.96,80.64
2020-07-14,82,96.0,,0.96,78.72
2020-07-15,84,96.0,,0.96,80.64
2020-07-16,84,96.0,,0.96,80.64
2020-07-17,85,96.0,,0.96,81.6
2020-07-18,92,96.0,,0.96,88.32
2020-07-19,94,96.0,,0.96,90.24
2020-07-20,86,96.0,,0.96,82.56
2020-07-21,82,96.0,,0.96,78.72
2020-07-22,87,96.0,,0.96,83.52
2020-07-23,86,96.0,,0.96,82.56
2020-07-24,85,96.0,,0.96,81.6
2020-07-25,90,96.0,,0.96,86.39999999999999
2020-07-26,93,96.0,,0.96,89.28
2020-07-27,85,96.0,,0.96,81.6
2020-07-28,87,96.0,,0.96,83.52
2020-07-29,86,96.0,,0.96,82.56
2020-07-30,86,96.0,,0.96,82.56
2020-07-31,85,96.0,,0.96,81.6
2020-08-01,94,92.0,False,0.92,86.48
2020-08-02,99,92.0,,0.92,91.08
2020-08-03,90,92.0,,0.92,82.8
2020-08-04,89,92.0,,0.92,81.88000000000001
2020-08-05,90,92.0,,0.92,82.8
2020-08-06,92,92.0,,0.92,84.64
2020-08-07,94,92.0,,0.92,86.48
2020-08-08,97,92.0,,0.92,89.24000000000001
2020-08-09,96,92.0,,0.92,88.32000000000001
2020-08-10,88,92.0,,0.92,80.96000000000001
2020-08-11,90,92.0,,0.92,82.8
2020-08-12,94,92.0,,0.92,86.48
2020-08-13,89,92.0,,0.92,81.88000000000001
2020-08-14,90,92.0,,0.92,82.8
2020-08-15,95,92.0,,0.92,87.4
2020-08-16,95,92.0,,0.92,87.4
2020-08-17,91,92.0,,0.92,83.72
2020-08-18,90,92.0,,0.92,82.8
2020-08-19,89,92.0,,0.92,81.88000000000001
2020-08-20,91,92.0,,0.92,83.72
2020-08-21,90,92.0,,0.92,82.8
2020-08-22,96,92.0,,0.92,88.32000000000001
2020-08-23,97,92.0,,0.92,89.24000000000001
2020-08-24,93,92.0,,0.92,85.56
2020-08-25,91,92.0,,0.92,83.72
2020-08-26,91,92.0,,0.92,83.72
2020-08-27,90,92.0,,0.92,82.8
2020-08-28,94,92.0,,0.92,86.48
2020-08-29,93,92.0,,0.92,85.56
2020-08-30,100,92.0,,0.92,92.0
2020-08-31,91,92.0,,0.92,83.72
2020-09-01,88,95.0,False,0.95,83.6
2020-09-02,90,95.0,,0.95,85.5
2020-09-03,87,95.0,,0.95,82.64999999999999
2020-09-04,88,95.0,,0.95,83.6
2020-09-05,92,95.0,,0.95,87.39999999999999
2020-09-06,92,95.0,,0.95,87.39999999999999
2020-09-07,100,95.0,,0.95,95.0
2020-09-08,90,95.0,,0.95,85.5
2020-09-09,88,95.0,,0.95,83.6
2020-09-10,89,95.0,,0.95,84.55
2020-09-11,89,95.0,,0.95,84.55
2020-09-12,94,95.0,,0.95,89.3
2020-09-13,99,95.0,,0.95,94.05
2020-09-14,93,95.0,,0.95,88.35
2020-09-15,90,95.0,,0.95,85.5
2020-09-16,88,95.0,,0.95,83.6
2020-09-17,89,95.0,,0.95,84.55
2020-09-18,89,95.0,,0.95,84.55
2020-09-19,96,95.0,,0.95,91.19999999999999
2020-09-20,95,95.0,,0.95,90.25
2020-09-21,91,95.0,,0.95,86.45
2020-09-22,88,95.0,,0.95,83.6
2020-09-23,90,95.0,,0.95,85.5
2020-09-24,91,95.0,,0.95,86.45
2020-09-25,89,95.0,,0.95,84.55
2020-09-26,90,95.0,,0.95,85.5
2020-09-27,92,95.0,,0.95,87.39999999999999
2020-09-28,87,95.0,,0.95,82.64999999999999
2020-09-29,91,95.0,,0.95,86.45
2020-09-30,89,95.0,,0.95,84.55
2020-10-01,93,95.0,False,0.95,88.35
2020-10-02,94,95.0,,0.95,89.3
2020-10-03,96,95.0,,0.95,91.19999999999999
2020-10-04,99,95.0,,0.95,94.05
2020-10-05,94,95.0,,0.95,89.3
2020-10-06,93,95.0,,0.95,88.35
2020-10-07,96,95.0,,0.95,91.19999999999999
2020-10-08,97,95.0,,0.95,92.14999999999999
2020-10-09,94,95.0,,0.95,89.3
2020-10-10,99,95.0,,0.95,94.05
2020-10-11,98,95.0,,0.95,93.1
2020-10-12,97,95.0,,0.95,92.14999999999999
2020-10-13,96,95.0,,0.95,91.19999999999999
2020-10-14,95,95.0,,0.95,90.25
2020-10-15,95,95.0,,0.95,90.25
2020-10-16,95,95.0,,0.95,90.25
2020-10-17,96,95.0,,0.95,91.19999999999999
2020-10-18,99,95.0,,0.95,94.05
2020-10-19,94,95.0,,0.95,89.3
2020-10-20,97,95.0,,0.95,92.14999999999999
2020-10-21,97,95.0,,0.95,92.14999999999999
2020-10-22,94,95.0,,0.95,89.3
2020-10-23,98,95.0,,0.95,93.1
2020-10-24,99,95.0,,0.95,94.05
2020-10-25,99,95.0,,0.95,94.05
2020-10-26,94,95.0,,0.95,89.3
2020-10-27,98,95.0,,0.95,93.1
2020-10-28,95,95.0,,0.95,90.25
2020-10-29,94,95.0,,0.95,89.3
2020-10-30,93,95.0,,0.95,88.35
2020-10-31,100,95.0,,0.95,95.0
2020-11-01,84,92.0,False,0.92,77.28
2020-11-02,79,92.0,,0.92,72.68
2020-11-03,83,92.0,,0.92,76.36
2020-11-04,51,92.0,,0.92,46.92
2020-11-05,58,92.0,,0.92,53.36
2020-11-06,64,92.0,,0.92,58.88
2020-11-07,68,92.0,,0.92,62.56
2020-11-08,78,92.0,,0.92,71.76
2020-11-09,75,92.0,,0.92,69.0
2020-11-10,77,92.0,,0.92,70.84
2020-11-11,81,92.0,,0.92,74.52000000000001
2020-11-12,78,92.0,,0.92,71.76
2020-11-13,77,92.0,,0.92,70.84
2020-11-14,80,92.0,,0.92,73.60000000000001
2020-11-15,85,92.0,,0.92,78.2
2020-11-16,78,92.0,,0.92,71.76
2020-11-17,77,92.0,,0.92,70.84
2020-11-18,80,92.0,,0.92,73.60000000000001
2020-11-19,77,92.0,,0.92,70.84
2020-11-20,77,92.0,,0.92,70.84
2020-11-21,81,92.0,,0.92,74.52000000000001
2020-11-22,80,92.0,,0.92,73.60000000000001
2020-11-23,77,92.0,,0.92,70.84
2020-11-24,78,92.0,,0.92,71.76
2020-11-25,78,92.0,,0.92,71.76
2020-11-26,100,92.0,,0.92,92.0
2020-11-27,80,92.0,,0.92,73.60000000000001
2020-11-28,80,92.0,,0.92,73.60000000000001
2020-11-29,81,92.0,,0.92,74.52000000000001
2020-11-30,77,92.0,,0.92,70.84
2020-12-01,68,96.0,False,0.96,65.28
2020-12-02,66,96.0,,0.96,63.36
2020-12-03,68,96.0,,0.96,65.28
2020-12-04,68,96.0,,0.96,65.28
2020-12-05,70,96.0,,0.96,67.2
2020-12-06,70,96.0,,0.96,67.2
2020-12-07,66,96.0,,0.96,63.36
2020-12-08,67,96.0,,0.96,64.32
2020-12-09,66,96.0,,0.96,63.36
2020-12-10,65,96.0,,0.96,62.4
2020-12-11,68,96.0,,0.96,65.28
2020-12-12,67,96.0,,0.96,64.32
2020-12-13,68,96.0,,0.96,65.28
2020-12-14,64,96.0,,0.96,61.44
2020-12-15,65,96.0,,0.96,62.4
2020-12-16,66,96.0,,0.96,63.36
2020-12-17,67,96.0,,0.96,64.32
2020-12-18,63,96.0,,0.96,60.48
2020-12-19,68,96.0,,0.96,65.28
2020-12-20,69,96.0,,0.96,66.24
2020-12-21,65,96.0,,0.96,62.4
2020-12-22,67,96.0,,0.96,64.32
2020-12-23,66,96.0,,0.96,63.36
2020-12-24,70,96.0,,0.96,67.2
2020-12-25,100,96.0,,0.96,96.0
2020-12-26,81,96.0,,0.96,77.75999999999999
2020-12-27,73,96.0,,0.96,70.08
2020-12-28,70,96.0,,0.96,67.2
2020-12-29,69,96.0,,0.96,66.24
2020-12-30,69,96.0,,0.96,66.24
2020-12-31,71,96.0,,0.96,68.16
2021-01-01,100,92.0,False,0.92,92.0
2021-01-02,96,92.0,,0.92,88.32000000000001
2021-01-03,94,92.0,,0.92,86.48
2021-01-04,85,92.0,,0.92,78.2
2021-01-05,85,92.0,,0.92,78.2
2021-01-06,84,92.0,,0.92,77.28
2021-01-07,87,92.0,,0.92,80.04
2021-01-08,87,92.0,,0.92,80.04
2021-01-09,92,92.0,,0.92,84.64
2021-01-10,94,92.0,,0.92,86.48
2021-01-11,86,92.0,,0.92,79.12
2021-01-12,88,92.0,,0.92,80.96000000000001
2021-01-13,89,92.0,,0.92,81.88000000000001
2021-01-14,86,92.0,,0.92,79.12
2021-01-15,87,92.0,,0.92,80.04
2021-01-16,90,92.0,,0.92,82.8
2021-01-17,95,92.0,,0.92,87.4
2021-01-18,95,92.0,,0.92,87.4
2021-01-19,88,92.0,,0.92,80.96000000000001
2021-01-20,85,92.0,,0.92,78.2
2021-01-21,85,92.0,,0.92,78.2
2021-01-22,87,92.0,,0.92,80.04
2021-01-23,89,92.0,,0.92,81.88000000000001
2021-01-24,95,92.0,,0.92,87.4
2021-01-25,89,92.0,,0.92,81.88000000000001
2021-01-26,88,92.0,,0.92,80.96000000000001
2021-01-27,85,92.0,,0.92,78.2
2021-01-28,86,92.0,,0.92,79.12
2021-01-29,90,92.0,,0.92,82.8
2021-01-30,92,92.0,,0.92,84.64
2021-01-31,95,92.0,,0.92,87.4
2021-02-01,89,96.0,False,0.96,85.44
2021-02-02,88,96.0,,0.96,84.47999999999999
2021-02-03,89,96.0,,0.96,85.44
2021-02-04,87,96.0,,0.96,83.52
2021-02-05,93,96.0,,0.96,89.28
2021-02-06,95,96.0,,0.96,91.2
2021-02-07,100,96.0,,0.96,96.0
2021-02-08,91,96.0,,0.96,87.36
2021-02-09,91,96.0,,0.96,87.36
2021-02-10,90,96.0,,0.96,86.39999999999999
2021-02-11,89,96.0,,0.96,85.44
2021-02-12,90,96.0,,0.96,86.39999999999999
2021-02-13,91,96.0,,0.96,87.36
2021-02-14,95,96.0,,0.96,91.2
2021-02-15,96,96.0,,0.96,92.16
2021-02-16,92,96.0,,0.96,88.32
2021-02-17,86,96.0,,0.96,82.56
2021-02-18,91,96.0,,0.96,87.36
2021-02-19,89,96.0,,0.96,85.44
2021-02-20,91,96.0,,0.96,87.36
2021-02-21,95,96.0,,0.96,91.2
2021-02-22,89,96.0,,0.96,85.44
2021-02-23,90,96.0,,0.96,86.39999999999999
2021-02-24,91,96.0,,0.96,87.36
2021-02-25,89,96.0,,0.96,85.44
2021-02-26,86,96.0,,0.96,82.56
2021-02-27,91,96.0,,0.96,87.36
2021-02-28,92,96.0,,0.96,88.32
2021-03-01,92,88.0,False,0.88,80.96
2021-03-02,94,88.0,,0.88,82.72
2021-03-03,91,88.0,,0.88,80.08
2021-03-04,92,88.0,,0.88,80.96
2021-03-05,90,88.0,,0.88,79.2
2021-03-06,97,88.0,,0.88,85.36
2021-03-07,100,88.0,,0.88,88.0
2021-03-08,90,88.0,,0.88,79.2
2021-03-09,91,88.0,,0.88,80.08
2021-03-10,91,88.0,,0.88,80.08
2021-03-11,90,88.0,,0.88,79.2
2021-03-12,91,88.0,,0.88,80.08
2021-03-13,93,88.0,,0.88,81.84
2021-03-14,94,88.0,,0.88,82.72
2021-03-15,84,88.0,,0.88,73.92
2021-03-16,89,88.0,,0.88,78.32000000000001
2021-03-17,91,88.0,,0.88,80.08
2021-03-18,90,88.0,,0.88,79.2
2021-03-19,89,88.0,,0.88,78.32000000000001
2021-03-20,92,88.0,,0.88,80.96
2021-03-21,94,88.0,,0.88,82.72
2021-03-22,89,88.0,,0.88,78.32000000000001
2021-03-23,92,88.0,,0.88,80.96
2021-03-24,89,88.0,,0.88,78.32000000000001
2021-03-25,93,88.0,,0.88,81.84
2021-03-26,92,88.0,,0.88,80.96
2021-03-27,92,88.0,,0.88,80.96
2021-03-28,95,88.0,,0.88,83.6
2021-03-29,89,88.0,,0.88,78.32000000000001
2021-03-30,89,88.0,,0.88,78.32000000000001
2021-03-31,92,88.0,,0.88,80.96
2021-04-01,89,92.0,False,0.92,81.88000000000001
2021-04-02,88,92.0,,0.92,80.96000000000001
2021-04-03,88,92.0,,0.92,80.96000000000001
2021-04-04,100,92.0,,0.92,92.0
2021-04-05,86,92.0,,0.92,79.12
2021-04-06,83,92.0,,0.92,76.36
2021-04-07,83,92.0,,0.92,76.36
2021-04-08,84,92.0,,0.92,77.28
2021-04-09,79,92.0,,0.92,72.68
2021-04-10,85,92.0,,0.92,78.2
2021-04-11,87,92.0,,0.92,80.04
2021-04-12,81,92.0,,0.92,74.52000000000001
2021-04-13,84,92.0,,0.92,77.28
2021-04-14,82,92.0,,0.92,75.44
2021-04-15,81,92.0,,0.92,74.52000000000001
2021-04-16,82,92.0,,0.92,75.44
2021-04-17,88,92.0,,0.92,80.96000000000001
2021-04-18,91,92.0,,0.92,83.72
2021-04-19,86,92.0,,0.92,79.12
2021-04-20,84,92.0,,0.92,77.28
2021-04-21,81,92.0,,0.92,74.52000000000001
2021-04-22,82,92.0,,0.92,75.44
2021-04-23,82,92.0,,0.92,75.44
2021-04-24,84,92.0,,0.92,77.28
2021-04-25,86,92.0,,0.92,79.12
2021-04-26,82,92.0,,0.92,75.44
2021-04-27,83,92.0,,0.92,76.36
2021-04-28,83,92.0,,0.92,76.36
2021-04-29,83,92.0,,0.92,76.36
2021-04-30,79,92.0,,0.92,72.68
2021-05-01,87,92.0,False,0.92,80.04
2021-05-02,89,92.0,,0.92,81.88000000000001
2021-05-03,90,92.0,,0.92,82.8
2021-05-04,83,92.0,,0.92,76.36
2021-05-05,85,92.0,,0.92,78.2
2021-05-06,85,92.0,,0.92,78.2
2021-05-07,85,92.0,,0.92,78.2
2021-05-08,89,92.0,,0.92,81.88000000000001
2021-05-09,91,92.0,,0.92,83.72
2021-05-10,87,92.0,,0.92,80.04
2021-05-11,87,92.0,,0.92,80.04
2021-05-12,87,92.0,,0.92,80.04
2021-05-13,84,92.0,,0.92,77.28
2021-05-14,89,92.0,,0.92,81.88000000000001
2021-05-15,89,92.0,,0.92,81.88000000000001
2021-05-16,94,92.0,,0.92,86.48
2021-05-17,91,92.0,,0.92,83.72
2021-05-18,86,92.0,,0.92,79.12
2021-05-19,86,92.0,,0.92,79.12
2021-05-20,85,92.0,,0.92,78.2
2021-05-21,85,92.0,,0.92,78.2
2021-05-22,89,92.0,,0.92,81.88000000000001
2021-05-23,91,92.0,,0.92,83.72
