date,XLF_unscaled,XLF_monthly,isPartial,scale,XLF
2019-08-21,100,37.0,,0.37,37.0
2019-08-22,93,37.0,,0.37,34.41
2019-08-23,47,37.0,,0.37,17.39
2019-08-24,9,37.0,,0.37,3.33
2019-08-25,45,37.0,,0.37,16.65
2019-08-26,23,37.0,,0.37,8.51
2019-08-27,52,37.0,,0.37,19.24
2019-08-28,61,37.0,,0.37,22.57
2019-08-29,38,37.0,,0.37,14.06
2019-08-30,15,37.0,,0.37,5.55
2019-08-31,9,37.0,,0.37,3.33
2019-09-01,13,25.0,False,0.25,3.25
2019-09-02,0,25.0,,0.25,0.0
2019-09-03,44,25.0,,0.25,11.0
2019-09-04,67,25.0,,0.25,16.75
2019-09-05,56,25.0,,0.25,14.0
2019-09-06,67,25.0,,0.25,16.75
2019-09-07,27,25.0,,0.25,6.75
2019-09-08,0,25.0,,0.25,0.0
2019-09-09,55,25.0,,0.25,13.75
2019-09-10,55,25.0,,0.25,13.75
2019-09-11,100,25.0,,0.25,25.0
2019-09-12,56,25.0,,0.25,14.0
2019-09-13,45,25.0,,0.25,11.25
2019-09-14,27,25.0,,0.25,6.75
2019-09-15,13,25.0,,0.25,3.25
2019-09-16,87,25.0,,0.25,21.75
2019-09-17,11,25.0,,0.25,2.75
2019-09-18,66,25.0,,0.25,16.5
2019-09-19,33,25.0,,0.25,8.25
2019-09-20,34,25.0,,0.25,8.5
2019-09-21,27,25.0,,0.25,6.75
2019-09-22,39,25.0,,0.25,9.75
2019-09-23,22,25.0,,0.25,5.5
2019-09-24,22,25.0,,0.25,5.5
2019-09-25,79,25.0,,0.25,19.75
2019-09-26,68,25.0,,0.25,17.0
2019-09-27,23,25.0,,0.25,5.75
2019-09-28,14,25.0,,0.25,3.5
2019-09-29,27,25.0,,0.25,6.75
2019-09-30,34,25.0,,0.25,8.5
2019-10-01,49,25.0,False,0.25,12.25
2019-10-02,48,25.0,,0.25,12.0
2019-10-03,10,25.0,,0.25,2.5
2019-10-04,20,25.0,,0.25,5.0
2019-10-05,35,25.0,,0.25,8.75
2019-10-06,35,25.0,,0.25,8.75
2019-10-07,29,25.0,,0.25,7.25
2019-10-08,59,25.0,,0.25,14.75
2019-10-09,30,25.0,,0.25,7.5
2019-10-10,20,25.0,,0.25,5.0
2019-10-11,30,25.0,,0.25,7.5
2019-10-12,37,25.0,,0.25,9.25
2019-10-13,12,25.0,,0.25,3.0
2019-10-14,20,25.0,,0.25,5.0
2019-10-15,88,25.0,,0.25,22.0
2019-10-16,59,25.0,,0.25,14.75
2019-10-17,60,25.0,,0.25,15.0
2019-10-18,100,25.0,,0.25,25.0
2019-10-19,0,25.0,,0.25,0.0
2019-10-20,0,25.0,,0.25,0.0
2019-10-21,58,25.0,,0.25,14.5
2019-10-22,47,25.0,,0.25,11.75
2019-10-23,68,25.0,,0.25,17.0
2019-10-24,10,25.0,,0.25,2.5
2019-10-25,20,25.0,,0.25,5.0
2019-10-26,12,25.0,,0.25,3.0
2019-10-27,0,25.0,,0.25,0.0
2019-10-28,38,25.0,,0.25,9.5
2019-10-29,39,25.0,,0.25,9.75
2019-10-30,58,25.0,,0.25,14.5
2019-10-31,89,25.0,,0.25,22.25
2019-11-01,67,25.0,False,0.25,16.75
2019-11-02,33,25.0,,0.25,8.25
2019-11-03,32,25.0,,0.25,8.0
2019-11-04,36,25.0,,0.25,9.0
2019-11-05,100,25.0,,0.25,25.0
2019-11-06,90,25.0,,0.25,22.5
2019-11-07,45,25.0,,0.25,11.25
2019-11-08,46,25.0,,0.25,11.5
2019-11-09,32,25.0,,0.25,8.0
2019-11-10,11,25.0,,0.25,2.75
2019-11-11,9,25.0,,0.25,2.25
2019-11-12,9,25.0,,0.25,2.25
2019-11-13,44,25.0,,0.25,11.0
2019-11-14,35,25.0,,0.25,8.75
2019-11-15,80,25.0,,0.25,20.0
2019-11-16,21,25.0,,0.25,5.25
2019-11-17,10,25.0,,0.25,2.5
2019-11-18,18,25.0,,0.25,4.5
2019-11-19,63,25.0,,0.25,15.75
2019-11-20,9,25.0,,0.25,2.25
2019-11-21,45,25.0,,0.25,11.25
2019-11-22,46,25.0,,0.25,11.5
2019-11-23,21,25.0,,0.25,5.25
2019-11-24,21,25.0,,0.25,5.25
2019-11-25,9,25.0,,0.25,2.25
2019-11-26,9,25.0,,0.25,2.25
2019-11-27,39,25.0,,0.25,9.75
2019-11-28,0,25.0,,0.25,0.0
2019-11-29,30,25.0,,0.25,7.5
2019-11-30,20,25.0,,0.25,5.0
2019-12-01,34,25.0,False,0.25,8.5
2019-12-02,67,25.0,,0.25,16.75
2019-12-03,29,25.0,,0.25,7.25
2019-12-04,100,25.0,,0.25,25.0
2019-12-05,31,25.0,,0.25,7.75
2019-12-06,82,25.0,,0.25,20.5
2019-12-07,24,25.0,,0.25,6.0
2019-12-08,12,25.0,,0.25,3.0
2019-12-09,0,25.0,,0.25,0.0
2019-12-10,62,25.0,,0.25,15.5
2019-12-11,20,25.0,,0.25,5.0
2019-12-12,20,25.0,,0.25,5.0
2019-12-13,81,25.0,,0.25,20.25
2019-12-14,12,25.0,,0.25,3.0
2019-12-15,24,25.0,,0.25,6.0
2019-12-16,51,25.0,,0.25,12.75
2019-12-17,31,25.0,,0.25,7.75
2019-12-18,51,25.0,,0.25,12.75
2019-12-19,21,25.0,,0.25,5.25
2019-12-20,76,25.0,,0.25,19.0
2019-12-21,50,25.0,,0.25,12.5
2019-12-22,0,25.0,,0.25,0.0
2019-12-23,79,25.0,,0.25,19.75
2019-12-24,48,25.0,,0.25,12.0
2019-12-25,0,25.0,,0.25,0.0
2019-12-26,60,25.0,,0.25,15.0
2019-12-27,11,25.0,,0.25,2.75
2019-12-28,12,25.0,,0.25,3.0
2019-12-29,23,25.0,,0.25,5.75
2019-12-30,22,25.0,,0.25,5.5
2019-12-31,67,25.0,,0.25,16.75
2020-01-01,0,34.0,False,0.34,0.0
2020-01-02,82,34.0,,0.34,27.880000000000003
2020-01-03,30,34.0,,0.34,10.200000000000001
2020-01-04,11,34.0,,0.34,3.74
2020-01-05,11,34.0,,0.34,3.74
2020-01-06,78,34.0,,0.34,26.520000000000003
2020-01-07,10,34.0,,0.34,3.4000000000000004
2020-01-08,19,34.0,,0.34,6.460000000000001
2020-01-09,59,34.0,,0.34,20.060000000000002
2020-01-10,77,34.0,,0.34,26.180000000000003
2020-01-11,11,34.0,,0.34,3.74
2020-01-12,0,34.0,,0.34,0.0
2020-01-13,89,34.0,,0.34,30.26
2020-01-14,84,34.0,,0.34,28.560000000000002
2020-01-15,74,34.0,,0.34,25.16
2020-01-16,95,34.0,,0.34,32.300000000000004
2020-01-17,39,34.0,,0.34,13.260000000000002
2020-01-18,0,34.0,,0.34,0.0
2020-01-19,54,34.0,,0.34,18.360000000000003
2020-01-20,50,34.0,,0.34,17.0
2020-01-21,86,34.0,,0.34,29.240000000000002
2020-01-22,48,34.0,,0.34,16.32
2020-01-23,67,34.0,,0.34,22.78
2020-01-24,58,34.0,,0.34,19.720000000000002
2020-01-25,55,34.0,,0.34,18.700000000000003
2020-01-26,31,34.0,,0.34,10.540000000000001
2020-01-27,100,34.0,,0.34,34.0
2020-01-28,66,34.0,,0.34,22.44
2020-01-29,48,34.0,,0.34,16.32
2020-01-30,77,34.0,,0.34,26.180000000000003
2020-01-31,39,34.0,,0.34,13.260000000000002
2020-02-01,9,70.0,False,0.7,6.3
2020-02-02,12,70.0,,0.7,8.399999999999999
2020-02-03,23,70.0,,0.7,16.099999999999998
2020-02-04,25,70.0,,0.7,17.5
2020-02-05,18,70.0,,0.7,12.6
2020-02-06,3,70.0,,0.7,2.0999999999999996
2020-02-07,33,70.0,,0.7,23.099999999999998
2020-02-08,82,70.0,,0.7,57.4
2020-02-09,100,70.0,,0.7,70.0
2020-02-10,78,70.0,,0.7,54.599999999999994
2020-02-11,25,70.0,,0.7,17.5
2020-02-12,17,70.0,,0.7,11.899999999999999
2020-02-13,17,70.0,,0.7,11.899999999999999
2020-02-14,13,70.0,,0.7,9.1
2020-02-15,55,70.0,,0.7,38.5
2020-02-16,27,70.0,,0.7,18.9
2020-02-17,21,70.0,,0.7,14.7
2020-02-18,14,70.0,,0.7,9.799999999999999
2020-02-19,19,70.0,,0.7,13.299999999999999
2020-02-20,17,70.0,,0.7,11.899999999999999
2020-02-21,20,70.0,,0.7,14.0
2020-02-22,35,70.0,,0.7,24.5
2020-02-23,20,70.0,,0.7,14.0
2020-02-24,24,70.0,,0.7,16.799999999999997
2020-02-25,19,70.0,,0.7,13.299999999999999
2020-02-26,16,70.0,,0.7,11.2
2020-02-27,12,70.0,,0.7,8.399999999999999
2020-02-28,27,70.0,,0.7,18.9
2020-02-29,17,70.0,,0.7,11.899999999999999
2020-03-01,22,100.0,False,1.0,22.0
2020-03-02,49,100.0,,1.0,49.0
2020-03-03,33,100.0,,1.0,33.0
2020-03-04,44,100.0,,1.0,44.0
2020-03-05,28,100.0,,1.0,28.0
2020-03-06,65,100.0,,1.0,65.0
2020-03-07,40,100.0,,1.0,40.0
2020-03-08,22,100.0,,1.0,22.0
2020-03-09,100,100.0,,1.0,100.0
2020-03-10,54,100.0,,1.0,54.0
2020-03-11,78,100.0,,1.0,78.0
2020-03-12,85,100.0,,1.0,85.0
2020-03-13,79,100.0,,1.0,79.0
2020-03-14,18,100.0,,1.0,18.0
2020-03-15,35,100.0,,1.0,35.0
2020-03-16,79,100.0,,1.0,79.0
2020-03-17,57,100.0,,1.0,57.0
2020-03-18,67,100.0,,1.0,67.0
2020-03-19,87,100.0,,1.0,87.0
2020-03-20,68,100.0,,1.0,68.0
2020-03-21,14,100.0,,1.0,14.0
2020-03-22,17,100.0,,1.0,17.0
2020-03-23,78,100.0,,1.0,78.0
2020-03-24,51,100.0,,1.0,51.0
2020-03-25,61,100.0,,1.0,61.0
2020-03-26,43,100.0,,1.0,43.0
2020-03-27,86,100.0,,1.0,86.0
2020-03-28,16,100.0,,1.0,16.0
2020-03-29,23,100.0,,1.0,23.0
2020-03-30,43,100.0,,1.0,43.0
2020-03-31,46,100.0,,1.0,46.0
2020-04-01,69,93.0,False,0.93,64.17
2020-04-02,62,93.0,,0.93,57.660000000000004
2020-04-03,52,93.0,,0.93,48.36
2020-04-04,29,93.0,,0.93,26.970000000000002
2020-04-05,24,93.0,,0.93,22.32
2020-04-06,79,93.0,,0.93,73.47
2020-04-07,81,93.0,,0.93,75.33
2020-04-08,70,93.0,,0.93,65.10000000000001
2020-04-09,82,93.0,,0.93,76.26
2020-04-10,37,93.0,,0.93,34.410000000000004
2020-04-11,24,93.0,,0.93,22.32
2020-04-12,24,93.0,,0.93,22.32
2020-04-13,87,93.0,,0.93,80.91000000000001
2020-04-14,93,93.0,,0.93,86.49000000000001
2020-04-15,100,93.0,,0.93,93.0
2020-04-16,75,93.0,,0.93,69.75
2020-04-17,71,93.0,,0.93,66.03
2020-04-18,27,93.0,,0.93,25.110000000000003
2020-04-19,24,93.0,,0.93,22.32
2020-04-20,84,93.0,,0.93,78.12
2020-04-21,48,93.0,,0.93,44.64
2020-04-22,45,93.0,,0.93,41.85
2020-04-23,67,93.0,,0.93,62.31
2020-04-24,53,93.0,,0.93,49.29
2020-04-25,15,93.0,,0.93,13.950000000000001
2020-04-26,35,93.0,,0.93,32.550000000000004
2020-04-27,73,93.0,,0.93,67.89
2020-04-28,65,93.0,,0.93,60.45
2020-04-29,64,93.0,,0.93,59.52
2020-04-30,77,93.0,,0.93,71.61
2020-05-01,58,79.0,False,0.79,45.82
2020-05-02,19,79.0,,0.79,15.010000000000002
2020-05-03,29,79.0,,0.79,22.91
2020-05-04,38,79.0,,0.79,30.020000000000003
2020-05-05,38,79.0,,0.79,30.020000000000003
2020-05-06,16,79.0,,0.79,12.64
2020-05-07,33,79.0,,0.79,26.07
2020-05-08,62,79.0,,0.79,48.980000000000004
2020-05-09,28,79.0,,0.79,22.12
2020-05-10,16,79.0,,0.79,12.64
2020-05-11,53,79.0,,0.79,41.870000000000005
2020-05-12,35,79.0,,0.79,27.650000000000002
2020-05-13,68,79.0,,0.79,53.72
2020-05-14,44,79.0,,0.79,34.760000000000005
2020-05-15,22,79.0,,0.79,17.380000000000003
2020-05-16,26,79.0,,0.79,20.54
2020-05-17,10,79.0,,0.79,7.9
2020-05-18,47,79.0,,0.79,37.13
2020-05-19,61,79.0,,0.79,48.190000000000005
2020-05-20,39,79.0,,0.79,30.810000000000002
2020-05-21,40,79.0,,0.79,31.6
2020-05-22,45,79.0,,0.79,35.550000000000004
2020-05-23,13,79.0,,0.79,10.27
2020-05-24,7,79.0,,0.79,5.53
2020-05-25,0,79.0,,0.79,0.0
2020-05-26,60,79.0,,0.79,47.400000000000006
2020-05-27,73,79.0,,0.79,57.67
2020-05-28,100,79.0,,0.79,79.0
2020-05-29,43,79.0,,0.79,33.97
2020-05-30,16,79.0,,0.79,12.64
2020-05-31,20,79.0,,0.79,15.8
2020-06-01,44,94.0,False,0.94,41.36
2020-06-02,34,94.0,,0.94,31.959999999999997
2020-06-03,38,94.0,,0.94,35.72
2020-06-04,61,94.0,,0.94,57.339999999999996
2020-06-05,54,94.0,,0.94,50.76
2020-06-06,7,94.0,,0.94,6.58
2020-06-07,15,94.0,,0.94,14.1
2020-06-08,78,94.0,,0.94,73.32
2020-06-09,71,94.0,,0.94,66.74
2020-06-10,96,94.0,,0.94,90.24
2020-06-11,87,94.0,,0.94,81.78
2020-06-12,81,94.0,,0.94,76.14
2020-06-13,15,94.0,,0.94,14.1
2020-06-14,22,94.0,,0.94,20.68
2020-06-15,41,94.0,,0.94,38.54
2020-06-16,56,94.0,,0.94,52.64
2020-06-17,58,94.0,,0.94,54.519999999999996
2020-06-18,55,94.0,,0.94,51.699999999999996
2020-06-19,56,94.0,,0.94,52.64
2020-06-20,4,94.0,,0.94,3.76
2020-06-21,4,94.0,,0.94,3.76
2020-06-22,68,94.0,,0.94,63.919999999999995
2020-06-23,65,94.0,,0.94,61.099999999999994
2020-06-24,48,94.0,,0.94,45.12
2020-06-25,100,94.0,,0.94,94.0
2020-06-26,74,94.0,,0.94,69.56
2020-06-27,15,94.0,,0.94,14.1
2020-06-28,7,94.0,,0.94,6.58
2020-06-29,42,94.0,,0.94,39.48
2020-06-30,53,94.0,,0.94,49.82
2020-07-01,45,86.0,False,0.86,38.7
2020-07-02,55,86.0,,0.86,47.3
2020-07-03,24,86.0,,0.86,20.64
2020-07-04,4,86.0,,0.86,3.44
2020-07-05,12,86.0,,0.86,10.32
2020-07-06,60,86.0,,0.86,51.6
2020-07-07,29,86.0,,0.86,24.94
2020-07-08,55,86.0,,0.86,47.3
2020-07-09,61,86.0,,0.86,52.46
2020-07-10,63,86.0,,0.86,54.18
2020-07-11,18,86.0,,0.86,15.48
2020-07-12,19,86.0,,0.86,16.34
2020-07-13,100,86.0,,0.86,86.0
2020-07-14,80,86.0,,0.86,68.8
2020-07-15,90,86.0,,0.86,77.4
2020-07-16,65,86.0,,0.86,55.9
2020-07-17,27,86.0,,0.86,23.22
2020-07-18,23,86.0,,0.86,19.78
2020-07-19,15,86.0,,0.86,12.9
2020-07-20,63,86.0,,0.86,54.18
2020-07-21,85,86.0,,0.86,73.1
2020-07-22,53,86.0,,0.86,45.58
2020-07-23,55,86.0,,0.86,47.3
2020-07-24,74,86.0,,0.86,63.64
2020-07-25,8,86.0,,0.86,6.88
2020-07-26,15,86.0,,0.86,12.9
2020-07-27,40,86.0,,0.86,34.4
2020-07-28,33,86.0,,0.86,28.38
2020-07-29,50,86.0,,0.86,43.0
2020-07-30,39,86.0,,0.86,33.54
2020-07-31,37,86.0,,0.86,31.82
2020-08-01,26,67.0,False,0.67,17.42
2020-08-02,16,67.0,,0.67,10.72
2020-08-03,100,67.0,,0.67,67.0
2020-08-04,89,67.0,,0.67,59.63
2020-08-05,50,67.0,,0.67,33.5
2020-08-06,18,67.0,,0.67,12.06
2020-08-07,66,67.0,,0.67,44.220000000000006
2020-08-08,47,67.0,,0.67,31.490000000000002
2020-08-09,26,67.0,,0.67,17.42
2020-08-10,90,67.0,,0.67,60.300000000000004
2020-08-11,95,67.0,,0.67,63.650000000000006
2020-08-12,81,67.0,,0.67,54.27
2020-08-13,72,67.0,,0.67,48.24
2020-08-14,37,67.0,,0.67,24.790000000000003
2020-08-15,16,67.0,,0.67,10.72
2020-08-16,21,67.0,,0.67,14.07
2020-08-17,85,67.0,,0.67,56.95
2020-08-18,66,67.0,,0.67,44.220000000000006
2020-08-19,61,67.0,,0.67,40.870000000000005
2020-08-20,35,67.0,,0.67,23.450000000000003
2020-08-21,67,67.0,,0.67,44.89
2020-08-22,5,67.0,,0.67,3.35
2020-08-23,16,67.0,,0.67,10.72
2020-08-24,47,67.0,,0.67,31.490000000000002
2020-08-25,51,67.0,,0.67,34.17
2020-08-26,56,67.0,,0.67,37.52
2020-08-27,54,67.0,,0.67,36.18
2020-08-28,44,67.0,,0.67,29.48
2020-08-29,15,67.0,,0.67,10.05
2020-08-30,15,67.0,,0.67,10.05
2020-08-31,30,67.0,,0.67,20.1
2020-09-01,29,53.0,False,0.53,15.370000000000001
2020-09-02,53,53.0,,0.53,28.09
2020-09-03,94,53.0,,0.53,49.82
2020-09-04,100,53.0,,0.53,53.0
2020-09-05,18,53.0,,0.53,9.540000000000001
2020-09-06,18,53.0,,0.53,9.540000000000001
2020-09-07,40,53.0,,0.53,21.200000000000003
2020-09-08,67,53.0,,0.53,35.510000000000005
2020-09-09,48,53.0,,0.53,25.44
2020-09-10,60,53.0,,0.53,31.8
2020-09-11,14,53.0,,0.53,7.42
2020-09-12,29,53.0,,0.53,15.370000000000001
2020-09-13,17,53.0,,0.53,9.01
2020-09-14,14,53.0,,0.53,7.42
2020-09-15,47,53.0,,0.53,24.91
2020-09-16,100,53.0,,0.53,53.0
2020-09-17,46,53.0,,0.53,24.380000000000003
2020-09-18,43,53.0,,0.53,22.790000000000003
2020-09-19,18,53.0,,0.53,9.540000000000001
2020-09-20,12,53.0,,0.53,6.36
2020-09-21,61,53.0,,0.53,32.33
2020-09-22,47,53.0,,0.53,24.91
2020-09-23,67,53.0,,0.53,35.510000000000005
2020-09-24,65,53.0,,0.53,34.45
2020-09-25,27,53.0,,0.53,14.31
2020-09-26,12,53.0,,0.53,6.36
2020-09-27,6,53.0,,0.53,3.18
2020-09-28,57,53.0,,0.53,30.21
2020-09-29,36,53.0,,0.53,19.080000000000002
2020-09-30,41,53.0,,0.53,21.73
2020-10-01,76,44.0,False,0.44,33.44
2020-10-02,24,44.0,,0.44,10.56
2020-10-03,7,44.0,,0.44,3.08
2020-10-04,7,44.0,,0.44,3.08
2020-10-05,83,44.0,,0.44,36.52
2020-10-06,47,44.0,,0.44,20.68
2020-10-07,30,44.0,,0.44,13.2
2020-10-08,41,44.0,,0.44,18.04
2020-10-09,61,44.0,,0.44,26.84
2020-10-10,30,44.0,,0.44,13.2
2020-10-11,22,44.0,,0.44,9.68
2020-10-12,59,44.0,,0.44,25.96
2020-10-13,100,44.0,,0.44,44.0
2020-10-14,54,44.0,,0.44,23.76
2020-10-15,46,44.0,,0.44,20.24
2020-10-16,89,44.0,,0.44,39.160000000000004
2020-10-17,23,44.0,,0.44,10.12
2020-10-18,15,44.0,,0.44,6.6
2020-10-19,47,44.0,,0.44,20.68
2020-10-20,47,44.0,,0.44,20.68
2020-10-21,41,44.0,,0.44,18.04
2020-10-22,34,44.0,,0.44,14.96
2020-10-23,42,44.0,,0.44,18.48
2020-10-24,15,44.0,,0.44,6.6
2020-10-25,0,44.0,,0.44,0.0
2020-10-26,26,44.0,,0.44,11.44
2020-10-27,68,44.0,,0.44,29.92
2020-10-28,33,44.0,,0.44,14.52
2020-10-29,13,44.0,,0.44,5.72
2020-10-30,69,44.0,,0.44,30.36
2020-10-31,8,44.0,,0.44,3.52
2020-11-01,7,45.0,False,0.45,3.15
2020-11-02,17,45.0,,0.45,7.65
2020-11-03,44,45.0,,0.45,19.8
2020-11-04,30,45.0,,0.45,13.5
2020-11-05,37,45.0,,0.45,16.650000000000002
2020-11-06,23,45.0,,0.45,10.35
2020-11-07,5,45.0,,0.45,2.25
2020-11-08,0,45.0,,0.45,0.0
2020-11-09,71,45.0,,0.45,31.95
2020-11-10,27,45.0,,0.45,12.15
2020-11-11,54,45.0,,0.45,24.3
2020-11-12,48,45.0,,0.45,21.6
2020-11-13,39,45.0,,0.45,17.55
2020-11-14,13,45.0,,0.45,5.8500000000000005
2020-11-15,0,45.0,,0.45,0.0
2020-11-16,100,45.0,,0.45,45.0
2020-11-17,61,45.0,,0.45,27.45
2020-11-18,51,45.0,,0.45,22.95
2020-11-19,17,45.0,,0.45,7.65
2020-11-20,35,45.0,,0.45,15.75
2020-11-21,19,45.0,,0.45,8.55
2020-11-22,12,45.0,,0.45,5.4
2020-11-23,34,45.0,,0.45,15.3
2020-11-24,82,45.0,,0.45,36.9
2020-11-25,70,45.0,,0.45,31.5
2020-11-26,24,45.0,,0.45,10.8
2020-11-27,71,45.0,,0.45,31.95
2020-11-28,18,45.0,,0.45,8.1
2020-11-29,12,45.0,,0.45,5.4
2020-11-30,53,45.0,,0.45,23.85
2020-12-01,68,54.0,False,0.54,36.72
2020-12-02,47,54.0,,0.54,25.380000000000003
2020-12-03,47,54.0,,0.54,25.380000000000003
2020-12-04,43,54.0,,0.54,23.220000000000002
2020-12-05,30,54.0,,0.54,16.200000000000003
2020-12-06,12,54.0,,0.54,6.48
2020-12-07,69,54.0,,0.54,37.260000000000005
2020-12-08,32,54.0,,0.54,17.28
2020-12-09,48,54.0,,0.54,25.92
2020-12-10,21,54.0,,0.54,11.34
2020-12-11,22,54.0,,0.54,11.88
2020-12-12,29,54.0,,0.54,15.66
2020-12-13,6,54.0,,0.54,3.24
2020-12-14,53,54.0,,0.54,28.62
2020-12-15,5,54.0,,0.54,2.7
2020-12-16,54,54.0,,0.54,29.160000000000004
2020-12-17,91,54.0,,0.54,49.14
2020-12-18,68,54.0,,0.54,36.72
2020-12-19,55,54.0,,0.54,29.700000000000003
2020-12-20,12,54.0,,0.54,6.48
2020-12-21,100,54.0,,0.54,54.0
2020-12-22,62,54.0,,0.54,33.480000000000004
2020-12-23,58,54.0,,0.54,31.32
2020-12-24,48,54.0,,0.54,25.92
2020-12-25,14,54.0,,0.54,7.5600000000000005
2020-12-26,13,54.0,,0.54,7.0200000000000005
2020-12-27,12,54.0,,0.54,6.48
2020-12-28,50,54.0,,0.54,27.0
2020-12-29,33,54.0,,0.54,17.82
2020-12-30,61,54.0,,0.54,32.940000000000005
2020-12-31,61,54.0,,0.54,32.940000000000005
2021-01-01,17,62.0,False,0.62,10.54
2021-01-02,21,62.0,,0.62,13.02
2021-01-03,13,62.0,,0.62,8.06
2021-01-04,26,62.0,,0.62,16.12
2021-01-05,26,62.0,,0.62,16.12
2021-01-06,100,62.0,,0.62,62.0
2021-01-07,60,62.0,,0.62,37.2
2021-01-08,50,62.0,,0.62,31.0
2021-01-09,8,62.0,,0.62,4.96
2021-01-10,12,62.0,,0.62,7.4399999999999995
2021-01-11,60,62.0,,0.62,37.2
2021-01-12,72,62.0,,0.62,44.64
2021-01-13,47,62.0,,0.62,29.14
2021-01-14,66,62.0,,0.62,40.92
2021-01-15,46,62.0,,0.62,28.52
2021-01-16,21,62.0,,0.62,13.02
2021-01-17,17,62.0,,0.62,10.54
2021-01-18,16,62.0,,0.62,9.92
2021-01-19,35,62.0,,0.62,21.7
2021-01-20,53,62.0,,0.62,32.86
2021-01-21,53,62.0,,0.62,32.86
2021-01-22,31,62.0,,0.62,19.22
2021-01-23,8,62.0,,0.62,4.96
2021-01-24,0,62.0,,0.62,0.0
2021-01-25,23,62.0,,0.62,14.26
2021-01-26,42,62.0,,0.62,26.04
2021-01-27,34,62.0,,0.62,21.08
2021-01-28,50,62.0,,0.62,31.0
2021-01-29,31,62.0,,0.62,19.22
2021-01-30,13,62.0,,0.62,8.06
2021-01-31,9,62.0,,0.62,5.58
2021-02-01,32,74.0,False,0.74,23.68
2021-02-02,55,74.0,,0.74,40.7
2021-02-03,66,74.0,,0.74,48.839999999999996
2021-02-04,47,74.0,,0.74,34.78
2021-02-05,53,74.0,,0.74,39.22
2021-02-06,31,74.0,,0.74,22.94
2021-02-07,25,74.0,,0.74,18.5
2021-02-08,32,74.0,,0.74,23.68
2021-02-09,53,74.0,,0.74,39.22
2021-02-10,28,74.0,,0.74,20.72
2021-02-11,37,74.0,,0.74,27.38
2021-02-12,43,74.0,,0.74,31.82
2021-02-13,10,74.0,,0.74,7.4
2021-02-14,5,74.0,,0.74,3.7
2021-02-15,5,74.0,,0.74,3.7
2021-02-16,63,74.0,,0.74,46.62
2021-02-17,57,74.0,,0.74,42.18
2021-02-18,24,74.0,,0.74,17.759999999999998
2021-02-19,48,74.0,,0.74,35.519999999999996
2021-02-20,38,74.0,,0.74,28.12
2021-02-21,11,74.0,,0.74,8.14
2021-02-22,64,74.0,,0.74,47.36
2021-02-23,72,74.0,,0.74,53.28
2021-02-24,66,74.0,,0.74,48.839999999999996
2021-02-25,100,74.0,,0.74,74.0
2021-02-26,72,74.0,,0.74,53.28
2021-02-27,21,74.0,,0.74,15.54
2021-02-28,26,74.0,,0.74,19.24
2021-03-01,51,93.0,False,0.93,47.43
2021-03-02,66,93.0,,0.93,61.38
2021-03-03,54,93.0,,0.93,50.220000000000006
2021-03-04,67,93.0,,0.93,62.31
2021-03-05,86,93.0,,0.93,79.98
2021-03-06,29,93.0,,0.93,26.970000000000002
2021-03-07,13,93.0,,0.93,12.09
2021-03-08,52,93.0,,0.93,48.36
2021-03-09,77,93.0,,0.93,71.61
2021-03-10,78,93.0,,0.93,72.54
2021-03-11,66,93.0,,0.93,61.38
2021-03-12,60,93.0,,0.93,55.800000000000004
2021-03-13,16,93.0,,0.93,14.88
2021-03-14,19,93.0,,0.93,17.67
2021-03-15,45,93.0,,0.93,41.85
2021-03-16,59,93.0,,0.93,54.870000000000005
2021-03-17,50,93.0,,0.93,46.5
2021-03-18,89,93.0,,0.93,82.77000000000001
2021-03-19,59,93.0,,0.93,54.870000000000005
2021-03-20,37,93.0,,0.93,34.410000000000004
2021-03-21,8,93.0,,0.93,7.44
2021-03-22,44,93.0,,0.93,40.92
2021-03-23,58,93.0,,0.93,53.940000000000005
2021-03-24,43,93.0,,0.93,39.99
2021-03-25,55,93.0,,0.93,51.150000000000006
2021-03-26,56,93.0,,0.93,52.080000000000005
2021-03-27,8,93.0,,0.93,7.44
2021-03-28,12,93.0,,0.93,11.16
2021-03-29,100,93.0,,0.93,93.0
2021-03-30,56,93.0,,0.93,52.080000000000005
2021-03-31,29,93.0,,0.93,26.970000000000002
2021-04-01,82,70.0,False,0.7,57.4
2021-04-02,32,70.0,,0.7,22.4
2021-04-03,12,70.0,,0.7,8.399999999999999
2021-04-04,12,70.0,,0.7,8.399999999999999
2021-04-05,79,70.0,,0.7,55.3
2021-04-06,55,70.0,,0.7,38.5
2021-04-07,100,70.0,,0.7,70.0
2021-04-08,60,70.0,,0.7,42.0
2021-04-09,50,70.0,,0.7,35.0
2021-04-10,11,70.0,,0.7,7.699999999999999
2021-04-11,22,70.0,,0.7,15.399999999999999
2021-04-12,70,70.0,,0.7,49.0
2021-04-13,86,70.0,,0.7,60.199999999999996
2021-04-14,94,70.0,,0.7,65.8
2021-04-15,75,70.0,,0.7,52.5
2021-04-16,67,70.0,,0.7,46.9
2021-04-17,17,70.0,,0.7,11.899999999999999
2021-04-18,17,70.0,,0.7,11.899999999999999
2021-04-19,60,70.0,,0.7,42.0
2021-04-20,44,70.0,,0.7,30.799999999999997
2021-04-21,55,70.0,,0.7,38.5
2021-04-22,72,70.0,,0.7,50.4
2021-04-23,67,70.0,,0.7,46.9
