date,SNAP_unscaled,SNAP_monthly,isPartial,scale,SNAP
2019-08-20,87,63.0,,0.63,54.81
2019-08-21,82,63.0,,0.63,51.660000000000004
2019-08-22,86,63.0,,0.63,54.18
2019-08-23,82,63.0,,0.63,51.660000000000004
2019-08-24,72,63.0,,0.63,45.36
2019-08-25,76,63.0,,0.63,47.88
2019-08-26,78,63.0,,0.63,49.14
2019-08-27,81,63.0,,0.63,51.03
2019-08-28,85,63.0,,0.63,53.55
2019-08-29,77,63.0,,0.63,48.51
2019-08-30,75,63.0,,0.63,47.25
2019-08-31,69,63.0,,0.63,43.47
2019-09-01,78,62.0,False,0.62,48.36
2019-09-02,82,62.0,,0.62,50.839999999999996
2019-09-03,91,62.0,,0.62,56.42
2019-09-04,88,62.0,,0.62,54.56
2019-09-05,82,62.0,,0.62,50.839999999999996
2019-09-06,85,62.0,,0.62,52.7
2019-09-07,84,62.0,,0.62,52.08
2019-09-08,77,62.0,,0.62,47.74
2019-09-09,100,62.0,,0.62,62.0
2019-09-10,95,62.0,,0.62,58.9
2019-09-11,90,62.0,,0.62,55.8
2019-09-12,93,62.0,,0.62,57.66
2019-09-13,83,62.0,,0.62,51.46
2019-09-14,81,62.0,,0.62,50.22
2019-09-15,80,62.0,,0.62,49.6
2019-09-16,85,62.0,,0.62,52.7
2019-09-17,90,62.0,,0.62,55.8
2019-09-18,89,62.0,,0.62,55.18
2019-09-19,87,62.0,,0.62,53.94
2019-09-20,91,62.0,,0.62,56.42
2019-09-21,80,62.0,,0.62,49.6
2019-09-22,75,62.0,,0.62,46.5
2019-09-23,93,62.0,,0.62,57.66
2019-09-24,89,62.0,,0.62,55.18
2019-09-25,91,62.0,,0.62,56.42
2019-09-26,91,62.0,,0.62,56.42
2019-09-27,88,62.0,,0.62,54.56
2019-09-28,79,62.0,,0.62,48.98
2019-09-29,80,62.0,,0.62,49.6
2019-09-30,92,62.0,,0.62,57.04
2019-10-01,80,64.0,False,0.64,51.2
2019-10-02,84,64.0,,0.64,53.76
2019-10-03,83,64.0,,0.64,53.120000000000005
2019-10-04,84,64.0,,0.64,53.76
2019-10-05,76,64.0,,0.64,48.64
2019-10-06,70,64.0,,0.64,44.800000000000004
2019-10-07,91,64.0,,0.64,58.24
2019-10-08,88,64.0,,0.64,56.32
2019-10-09,88,64.0,,0.64,56.32
2019-10-10,81,64.0,,0.64,51.84
2019-10-11,81,64.0,,0.64,51.84
2019-10-12,77,64.0,,0.64,49.28
2019-10-13,75,64.0,,0.64,48.0
2019-10-14,86,64.0,,0.64,55.04
2019-10-15,85,64.0,,0.64,54.4
2019-10-16,86,64.0,,0.64,55.04
2019-10-17,85,64.0,,0.64,54.4
2019-10-18,80,64.0,,0.64,51.2
2019-10-19,70,64.0,,0.64,44.800000000000004
2019-10-20,78,64.0,,0.64,49.92
2019-10-21,84,64.0,,0.64,53.76
2019-10-22,99,64.0,,0.64,63.36
2019-10-23,100,64.0,,0.64,64.0
2019-10-24,90,64.0,,0.64,57.6
2019-10-25,84,64.0,,0.64,53.76
2019-10-26,74,64.0,,0.64,47.36
2019-10-27,75,64.0,,0.64,48.0
2019-10-28,87,64.0,,0.64,55.68
2019-10-29,82,64.0,,0.64,52.480000000000004
2019-10-30,82,64.0,,0.64,52.480000000000004
2019-10-31,79,64.0,,0.64,50.56
2019-11-01,92,63.0,False,0.63,57.96
2019-11-02,83,63.0,,0.63,52.29
2019-11-03,81,63.0,,0.63,51.03
2019-11-04,90,63.0,,0.63,56.7
2019-11-05,100,63.0,,0.63,63.0
2019-11-06,94,63.0,,0.63,59.22
2019-11-07,99,63.0,,0.63,62.37
2019-11-08,91,63.0,,0.63,57.33
2019-11-09,84,63.0,,0.63,52.92
2019-11-10,85,63.0,,0.63,53.55
2019-11-11,92,63.0,,0.63,57.96
2019-11-12,91,63.0,,0.63,57.33
2019-11-13,94,63.0,,0.63,59.22
2019-11-14,93,63.0,,0.63,58.59
2019-11-15,92,63.0,,0.63,57.96
2019-11-16,84,63.0,,0.63,52.92
2019-11-17,86,63.0,,0.63,54.18
2019-11-18,94,63.0,,0.63,59.22
2019-11-19,92,63.0,,0.63,57.96
2019-11-20,93,63.0,,0.63,58.59
2019-11-21,93,63.0,,0.63,58.59
2019-11-22,95,63.0,,0.63,59.85
2019-11-23,83,63.0,,0.63,52.29
2019-11-24,80,63.0,,0.63,50.4
2019-11-25,95,63.0,,0.63,59.85
2019-11-26,96,63.0,,0.63,60.480000000000004
2019-11-27,92,63.0,,0.63,57.96
2019-11-28,79,63.0,,0.63,49.77
2019-11-29,82,63.0,,0.63,51.660000000000004
2019-11-30,88,63.0,,0.63,55.44
2019-12-01,76,67.0,False,0.67,50.92
2019-12-02,85,67.0,,0.67,56.95
2019-12-03,85,67.0,,0.67,56.95
2019-12-04,87,67.0,,0.67,58.290000000000006
2019-12-05,100,67.0,,0.67,67.0
2019-12-06,90,67.0,,0.67,60.300000000000004
2019-12-07,81,67.0,,0.67,54.27
2019-12-08,78,67.0,,0.67,52.260000000000005
2019-12-09,85,67.0,,0.67,56.95
2019-12-10,85,67.0,,0.67,56.95
2019-12-11,85,67.0,,0.67,56.95
2019-12-12,85,67.0,,0.67,56.95
2019-12-13,87,67.0,,0.67,58.290000000000006
2019-12-14,84,67.0,,0.67,56.28
2019-12-15,81,67.0,,0.67,54.27
2019-12-16,83,67.0,,0.67,55.61000000000001
2019-12-17,90,67.0,,0.67,60.300000000000004
2019-12-18,85,67.0,,0.67,56.95
2019-12-19,87,67.0,,0.67,58.290000000000006
2019-12-20,84,67.0,,0.67,56.28
2019-12-21,76,67.0,,0.67,50.92
2019-12-22,77,67.0,,0.67,51.59
2019-12-23,84,67.0,,0.67,56.28
2019-12-24,75,67.0,,0.67,50.25
2019-12-25,73,67.0,,0.67,48.910000000000004
2019-12-26,81,67.0,,0.67,54.27
2019-12-27,86,67.0,,0.67,57.620000000000005
2019-12-28,79,67.0,,0.67,52.93
2019-12-29,73,67.0,,0.67,48.910000000000004
2019-12-30,87,67.0,,0.67,58.290000000000006
2019-12-31,86,67.0,,0.67,57.620000000000005
2020-01-01,100,66.0,False,0.66,66.0
2020-01-02,97,66.0,,0.66,64.02
2020-01-03,96,66.0,,0.66,63.36
2020-01-04,89,66.0,,0.66,58.74
2020-01-05,89,66.0,,0.66,58.74
2020-01-06,96,66.0,,0.66,63.36
2020-01-07,92,66.0,,0.66,60.720000000000006
2020-01-08,94,66.0,,0.66,62.040000000000006
2020-01-09,96,66.0,,0.66,63.36
2020-01-10,95,66.0,,0.66,62.7
2020-01-11,91,66.0,,0.66,60.06
2020-01-12,92,66.0,,0.66,60.720000000000006
2020-01-13,98,66.0,,0.66,64.68
2020-01-14,94,66.0,,0.66,62.040000000000006
2020-01-15,96,66.0,,0.66,63.36
2020-01-16,91,66.0,,0.66,60.06
2020-01-17,94,66.0,,0.66,62.040000000000006
2020-01-18,91,66.0,,0.66,60.06
2020-01-19,79,66.0,,0.66,52.14
2020-01-20,86,66.0,,0.66,56.760000000000005
2020-01-21,91,66.0,,0.66,60.06
2020-01-22,93,66.0,,0.66,61.38
2020-01-23,91,66.0,,0.66,60.06
2020-01-24,95,66.0,,0.66,62.7
2020-01-25,89,66.0,,0.66,58.74
2020-01-26,84,66.0,,0.66,55.440000000000005
2020-01-27,87,66.0,,0.66,57.42
2020-01-28,94,66.0,,0.66,62.040000000000006
2020-01-29,98,66.0,,0.66,64.68
2020-01-30,88,66.0,,0.66,58.080000000000005
2020-01-31,90,66.0,,0.66,59.400000000000006
2020-02-01,81,68.0,False,0.68,55.080000000000005
2020-02-02,77,68.0,,0.68,52.36000000000001
2020-02-03,76,68.0,,0.68,51.68000000000001
2020-02-04,100,68.0,,0.68,68.0
2020-02-05,97,68.0,,0.68,65.96000000000001
2020-02-06,84,68.0,,0.68,57.120000000000005
2020-02-07,86,68.0,,0.68,58.480000000000004
2020-02-08,81,68.0,,0.68,55.080000000000005
2020-02-09,82,68.0,,0.68,55.760000000000005
2020-02-10,87,68.0,,0.68,59.160000000000004
2020-02-11,87,68.0,,0.68,59.160000000000004
2020-02-12,81,68.0,,0.68,55.080000000000005
2020-02-13,83,68.0,,0.68,56.440000000000005
2020-02-14,80,68.0,,0.68,54.400000000000006
2020-02-15,74,68.0,,0.68,50.32
2020-02-16,79,68.0,,0.68,53.720000000000006
2020-02-17,91,68.0,,0.68,61.88
2020-02-18,83,68.0,,0.68,56.440000000000005
2020-02-19,92,68.0,,0.68,62.56
2020-02-20,83,68.0,,0.68,56.440000000000005
2020-02-21,86,68.0,,0.68,58.480000000000004
2020-02-22,82,68.0,,0.68,55.760000000000005
2020-02-23,76,68.0,,0.68,51.68000000000001
2020-02-24,82,68.0,,0.68,55.760000000000005
2020-02-25,83,68.0,,0.68,56.440000000000005
2020-02-26,83,68.0,,0.68,56.440000000000005
2020-02-27,85,68.0,,0.68,57.800000000000004
2020-02-28,87,68.0,,0.68,59.160000000000004
2020-02-29,78,68.0,,0.68,53.040000000000006
2020-03-01,58,80.0,False,0.8,46.400000000000006
2020-03-02,58,80.0,,0.8,46.400000000000006
2020-03-03,61,80.0,,0.8,48.800000000000004
2020-03-04,58,80.0,,0.8,46.400000000000006
2020-03-05,60,80.0,,0.8,48.0
2020-03-06,60,80.0,,0.8,48.0
2020-03-07,58,80.0,,0.8,46.400000000000006
2020-03-08,56,80.0,,0.8,44.800000000000004
2020-03-09,59,80.0,,0.8,47.2
2020-03-10,58,80.0,,0.8,46.400000000000006
2020-03-11,55,80.0,,0.8,44.0
2020-03-12,58,80.0,,0.8,46.400000000000006
2020-03-13,58,80.0,,0.8,46.400000000000006
2020-03-14,62,80.0,,0.8,49.6
2020-03-15,60,80.0,,0.8,48.0
2020-03-16,68,80.0,,0.8,54.400000000000006
2020-03-17,73,80.0,,0.8,58.400000000000006
2020-03-18,73,80.0,,0.8,58.400000000000006
2020-03-19,78,80.0,,0.8,62.400000000000006
2020-03-20,76,80.0,,0.8,60.800000000000004
2020-03-21,70,80.0,,0.8,56.0
2020-03-22,65,80.0,,0.8,52.0
2020-03-23,73,80.0,,0.8,58.400000000000006
2020-03-24,78,80.0,,0.8,62.400000000000006
2020-03-25,78,80.0,,0.8,62.400000000000006
2020-03-26,85,80.0,,0.8,68.0
2020-03-27,94,80.0,,0.8,75.2
2020-03-28,92,80.0,,0.8,73.60000000000001
2020-03-29,83,80.0,,0.8,66.4
2020-03-30,94,80.0,,0.8,75.2
2020-03-31,100,80.0,,0.8,80.0
2020-04-01,97,100.0,False,1.0,97.0
2020-04-02,91,100.0,,1.0,91.0
2020-04-03,87,100.0,,1.0,87.0
2020-04-04,83,100.0,,1.0,83.0
2020-04-05,73,100.0,,1.0,73.0
2020-04-06,82,100.0,,1.0,82.0
2020-04-07,84,100.0,,1.0,84.0
2020-04-08,100,100.0,,1.0,100.0
2020-04-09,95,100.0,,1.0,95.0
2020-04-10,87,100.0,,1.0,87.0
2020-04-11,83,100.0,,1.0,83.0
2020-04-12,80,100.0,,1.0,80.0
2020-04-13,90,100.0,,1.0,90.0
2020-04-14,91,100.0,,1.0,91.0
2020-04-15,84,100.0,,1.0,84.0
2020-04-16,84,100.0,,1.0,84.0
2020-04-17,79,100.0,,1.0,79.0
2020-04-18,76,100.0,,1.0,76.0
2020-04-19,70,100.0,,1.0,70.0
2020-04-20,78,100.0,,1.0,78.0
2020-04-21,86,100.0,,1.0,86.0
2020-04-22,96,100.0,,1.0,96.0
2020-04-23,92,100.0,,1.0,92.0
2020-04-24,78,100.0,,1.0,78.0
2020-04-25,67,100.0,,1.0,67.0
2020-04-26,65,100.0,,1.0,65.0
2020-04-27,78,100.0,,1.0,78.0
2020-04-28,77,100.0,,1.0,77.0
2020-04-29,78,100.0,,1.0,78.0
2020-04-30,79,100.0,,1.0,79.0
2020-05-01,100,82.0,False,0.82,82.0
2020-05-02,90,82.0,,0.82,73.8
2020-05-03,86,82.0,,0.82,70.52
2020-05-04,97,82.0,,0.82,79.53999999999999
2020-05-05,94,82.0,,0.82,77.08
2020-05-06,93,82.0,,0.82,76.25999999999999
2020-05-07,93,82.0,,0.82,76.25999999999999
2020-05-08,91,82.0,,0.82,74.61999999999999
2020-05-09,85,82.0,,0.82,69.7
2020-05-10,76,82.0,,0.82,62.31999999999999
2020-05-11,95,82.0,,0.82,77.89999999999999
2020-05-12,93,82.0,,0.82,76.25999999999999
2020-05-13,98,82.0,,0.82,80.36
2020-05-14,91,82.0,,0.82,74.61999999999999
2020-05-15,94,82.0,,0.82,77.08
2020-05-16,88,82.0,,0.82,72.16
2020-05-17,88,82.0,,0.82,72.16
2020-05-18,99,82.0,,0.82,81.17999999999999
2020-05-19,99,82.0,,0.82,81.17999999999999
2020-05-20,96,82.0,,0.82,78.72
2020-05-21,92,82.0,,0.82,75.44
2020-05-22,90,82.0,,0.82,73.8
2020-05-23,80,82.0,,0.82,65.6
2020-05-24,80,82.0,,0.82,65.6
2020-05-25,85,82.0,,0.82,69.7
2020-05-26,93,82.0,,0.82,76.25999999999999
2020-05-27,92,82.0,,0.82,75.44
2020-05-28,93,82.0,,0.82,76.25999999999999
2020-05-29,86,82.0,,0.82,70.52
2020-05-30,75,82.0,,0.82,61.49999999999999
2020-05-31,74,82.0,,0.82,60.68
2020-06-01,71,81.0,False,0.81,57.510000000000005
2020-06-02,70,81.0,,0.81,56.7
2020-06-03,70,81.0,,0.81,56.7
2020-06-04,65,81.0,,0.81,52.650000000000006
2020-06-05,66,81.0,,0.81,53.46
2020-06-06,60,81.0,,0.81,48.6
2020-06-07,62,81.0,,0.81,50.220000000000006
2020-06-08,64,81.0,,0.81,51.84
2020-06-09,69,81.0,,0.81,55.89
2020-06-10,69,81.0,,0.81,55.89
2020-06-11,69,81.0,,0.81,55.89
2020-06-12,65,81.0,,0.81,52.650000000000006
2020-06-13,60,81.0,,0.81,48.6
2020-06-14,58,81.0,,0.81,46.980000000000004
2020-06-15,67,81.0,,0.81,54.27
2020-06-16,72,81.0,,0.81,58.32000000000001
2020-06-17,100,81.0,,0.81,81.0
2020-06-18,84,81.0,,0.81,68.04
2020-06-19,72,81.0,,0.81,58.32000000000001
2020-06-20,68,81.0,,0.81,55.080000000000005
2020-06-21,62,81.0,,0.81,50.220000000000006
2020-06-22,71,81.0,,0.81,57.510000000000005
2020-06-23,71,81.0,,0.81,57.510000000000005
2020-06-24,69,81.0,,0.81,55.89
2020-06-25,71,81.0,,0.81,57.510000000000005
2020-06-26,64,81.0,,0.81,51.84
2020-06-27,67,81.0,,0.81,54.27
2020-06-28,63,81.0,,0.81,51.03
2020-06-29,66,81.0,,0.81,53.46
2020-06-30,70,81.0,,0.81,56.7
2020-07-01,87,76.0,False,0.76,66.12
2020-07-02,86,76.0,,0.76,65.36
2020-07-03,78,76.0,,0.76,59.28
2020-07-04,75,76.0,,0.76,57.0
2020-07-05,71,76.0,,0.76,53.96
2020-07-06,82,76.0,,0.76,62.32
2020-07-07,85,76.0,,0.76,64.6
2020-07-08,88,76.0,,0.76,66.88
2020-07-09,85,76.0,,0.76,64.6
2020-07-10,82,76.0,,0.76,62.32
2020-07-11,75,76.0,,0.76,57.0
2020-07-12,74,76.0,,0.76,56.24
2020-07-13,85,76.0,,0.76,64.6
2020-07-14,80,76.0,,0.76,60.8
2020-07-15,83,76.0,,0.76,63.08
2020-07-16,83,76.0,,0.76,63.08
2020-07-17,84,76.0,,0.76,63.84
2020-07-18,76,76.0,,0.76,57.76
2020-07-19,75,76.0,,0.76,57.0
2020-07-20,88,76.0,,0.76,66.88
2020-07-21,100,76.0,,0.76,76.0
2020-07-22,99,76.0,,0.76,75.24
2020-07-23,89,76.0,,0.76,67.64
2020-07-24,79,76.0,,0.76,60.04
2020-07-25,76,76.0,,0.76,57.76
2020-07-26,76,76.0,,0.76,57.76
2020-07-27,84,76.0,,0.76,63.84
2020-07-28,89,76.0,,0.76,67.64
2020-07-29,84,76.0,,0.76,63.84
2020-07-30,85,76.0,,0.76,64.6
2020-07-31,85,76.0,,0.76,64.6
2020-08-01,85,77.0,False,0.77,65.45
2020-08-02,82,77.0,,0.77,63.14
2020-08-03,94,77.0,,0.77,72.38
2020-08-04,96,77.0,,0.77,73.92
2020-08-05,89,77.0,,0.77,68.53
2020-08-06,87,77.0,,0.77,66.99
2020-08-07,93,77.0,,0.77,71.61
2020-08-08,78,77.0,,0.77,60.06
2020-08-09,81,77.0,,0.77,62.370000000000005
2020-08-10,90,77.0,,0.77,69.3
2020-08-11,89,77.0,,0.77,68.53
2020-08-12,100,77.0,,0.77,77.0
2020-08-13,94,77.0,,0.77,72.38
2020-08-14,88,77.0,,0.77,67.76
2020-08-15,80,77.0,,0.77,61.6
2020-08-16,81,77.0,,0.77,62.370000000000005
2020-08-17,89,77.0,,0.77,68.53
2020-08-18,86,77.0,,0.77,66.22
2020-08-19,84,77.0,,0.77,64.68
2020-08-20,86,77.0,,0.77,66.22
2020-08-21,90,77.0,,0.77,69.3
2020-08-22,78,77.0,,0.77,60.06
2020-08-23,76,77.0,,0.77,58.52
2020-08-24,83,77.0,,0.77,63.910000000000004
2020-08-25,88,77.0,,0.77,67.76
2020-08-26,86,77.0,,0.77,66.22
2020-08-27,90,77.0,,0.77,69.3
2020-08-28,87,77.0,,0.77,66.99
2020-08-29,80,77.0,,0.77,61.6
2020-08-30,79,77.0,,0.77,60.83
2020-08-31,92,77.0,,0.77,70.84
2020-09-01,100,72.0,False,0.72,72.0
2020-09-02,99,72.0,,0.72,71.28
2020-09-03,94,72.0,,0.72,67.67999999999999
2020-09-04,90,72.0,,0.72,64.8
2020-09-05,80,72.0,,0.72,57.599999999999994
2020-09-06,78,72.0,,0.72,56.16
2020-09-07,84,72.0,,0.72,60.48
2020-09-08,88,72.0,,0.72,63.36
2020-09-09,95,72.0,,0.72,68.39999999999999
2020-09-10,90,72.0,,0.72,64.8
2020-09-11,88,72.0,,0.72,63.36
2020-09-12,84,72.0,,0.72,60.48
2020-09-13,78,72.0,,0.72,56.16
2020-09-14,95,72.0,,0.72,68.39999999999999
2020-09-15,91,72.0,,0.72,65.52
2020-09-16,94,72.0,,0.72,67.67999999999999
2020-09-17,86,72.0,,0.72,61.919999999999995
2020-09-18,84,72.0,,0.72,60.48
2020-09-19,85,72.0,,0.72,61.199999999999996
2020-09-20,87,72.0,,0.72,62.64
2020-09-21,91,72.0,,0.72,65.52
2020-09-22,96,72.0,,0.72,69.12
2020-09-23,97,72.0,,0.72,69.84
2020-09-24,86,72.0,,0.72,61.919999999999995
2020-09-25,88,72.0,,0.72,63.36
2020-09-26,79,72.0,,0.72,56.879999999999995
2020-09-27,78,72.0,,0.72,56.16
2020-09-28,91,72.0,,0.72,65.52
2020-09-29,97,72.0,,0.72,69.84
2020-09-30,94,72.0,,0.72,67.67999999999999
2020-10-01,75,77.0,False,0.77,57.75
2020-10-02,69,77.0,,0.77,53.13
2020-10-03,63,77.0,,0.77,48.51
2020-10-04,60,77.0,,0.77,46.2
2020-10-05,74,77.0,,0.77,56.980000000000004
2020-10-06,76,77.0,,0.77,58.52
2020-10-07,74,77.0,,0.77,56.980000000000004
2020-10-08,72,77.0,,0.77,55.44
2020-10-09,66,77.0,,0.77,50.82
2020-10-10,65,77.0,,0.77,50.050000000000004
2020-10-11,58,77.0,,0.77,44.660000000000004
2020-10-12,70,77.0,,0.77,53.9
2020-10-13,75,77.0,,0.77,57.75
2020-10-14,74,77.0,,0.77,56.980000000000004
2020-10-15,76,77.0,,0.77,58.52
2020-10-16,65,77.0,,0.77,50.050000000000004
2020-10-17,63,77.0,,0.77,48.51
2020-10-18,62,77.0,,0.77,47.74
2020-10-19,76,77.0,,0.77,58.52
2020-10-20,87,77.0,,0.77,66.99
2020-10-21,100,77.0,,0.77,77.0
2020-10-22,83,77.0,,0.77,63.910000000000004
2020-10-23,80,77.0,,0.77,61.6
2020-10-24,67,77.0,,0.77,51.59
2020-10-25,64,77.0,,0.77,49.28
2020-10-26,76,77.0,,0.77,58.52
2020-10-27,77,77.0,,0.77,59.29
2020-10-28,78,77.0,,0.77,60.06
2020-10-29,70,77.0,,0.77,53.9
2020-10-30,74,77.0,,0.77,56.980000000000004
2020-10-31,65,77.0,,0.77,50.050000000000004
2020-11-01,86,72.0,False,0.72,61.919999999999995
2020-11-02,100,72.0,,0.72,72.0
2020-11-03,91,72.0,,0.72,65.52
2020-11-04,57,72.0,,0.72,41.04
2020-11-05,66,72.0,,0.72,47.519999999999996
2020-11-06,70,72.0,,0.72,50.4
2020-11-07,66,72.0,,0.72,47.519999999999996
2020-11-08,72,72.0,,0.72,51.839999999999996
2020-11-09,94,72.0,,0.72,67.67999999999999
2020-11-10,95,72.0,,0.72,68.39999999999999
2020-11-11,91,72.0,,0.72,65.52
2020-11-12,91,72.0,,0.72,65.52
2020-11-13,91,72.0,,0.72,65.52
2020-11-14,83,72.0,,0.72,59.76
2020-11-15,77,72.0,,0.72,55.44
2020-11-16,97,72.0,,0.72,69.84
2020-11-17,96,72.0,,0.72,69.12
2020-11-18,98,72.0,,0.72,70.56
2020-11-19,86,72.0,,0.72,61.919999999999995
2020-11-20,89,72.0,,0.72,64.08
2020-11-21,78,72.0,,0.72,56.16
2020-11-22,80,72.0,,0.72,57.599999999999994
2020-11-23,90,72.0,,0.72,64.8
2020-11-24,95,72.0,,0.72,68.39999999999999
2020-11-25,85,72.0,,0.72,61.199999999999996
2020-11-26,77,72.0,,0.72,55.44
2020-11-27,80,72.0,,0.72,57.599999999999994
2020-11-28,78,72.0,,0.72,56.16
2020-11-29,77,72.0,,0.72,55.44
2020-11-30,92,72.0,,0.72,66.24
2020-12-01,95,76.0,False,0.76,72.2
2020-12-02,92,76.0,,0.76,69.92
2020-12-03,100,76.0,,0.76,76.0
2020-12-04,99,76.0,,0.76,75.24
2020-12-05,87,76.0,,0.76,66.12
2020-12-06,83,76.0,,0.76,63.08
2020-12-07,98,76.0,,0.76,74.48
2020-12-08,93,76.0,,0.76,70.68
2020-12-09,96,76.0,,0.76,72.96000000000001
2020-12-10,95,76.0,,0.76,72.2
2020-12-11,97,76.0,,0.76,73.72
2020-12-12,85,76.0,,0.76,64.6
2020-12-13,81,76.0,,0.76,61.56
2020-12-14,91,76.0,,0.76,69.16
2020-12-15,93,76.0,,0.76,70.68
2020-12-16,88,76.0,,0.76,66.88
2020-12-17,84,76.0,,0.76,63.84
2020-12-18,91,76.0,,0.76,69.16
2020-12-19,84,76.0,,0.76,63.84
2020-12-20,82,76.0,,0.76,62.32
2020-12-21,95,76.0,,0.76,72.2
2020-12-22,97,76.0,,0.76,73.72
2020-12-23,83,76.0,,0.76,63.08
2020-12-24,74,76.0,,0.76,56.24
2020-12-25,69,76.0,,0.76,52.44
2020-12-26,76,76.0,,0.76,57.76
2020-12-27,78,76.0,,0.76,59.28
2020-12-28,96,76.0,,0.76,72.96000000000001
2020-12-29,98,76.0,,0.76,74.48
2020-12-30,96,76.0,,0.76,72.96000000000001
2020-12-31,95,76.0,,0.76,72.2
2021-01-01,76,81.0,False,0.81,61.56
2021-01-02,79,81.0,,0.81,63.99
2021-01-03,80,81.0,,0.81,64.80000000000001
2021-01-04,88,81.0,,0.81,71.28
2021-01-05,89,81.0,,0.81,72.09
2021-01-06,76,81.0,,0.81,61.56
2021-01-07,81,81.0,,0.81,65.61
2021-01-08,79,81.0,,0.81,63.99
2021-01-09,72,81.0,,0.81,58.32000000000001
2021-01-10,68,81.0,,0.81,55.080000000000005
2021-01-11,79,81.0,,0.81,63.99
2021-01-12,85,81.0,,0.81,68.85000000000001
2021-01-13,84,81.0,,0.81,68.04
2021-01-14,100,81.0,,0.81,81.0
2021-01-15,96,81.0,,0.81,77.76
2021-01-16,78,81.0,,0.81,63.18000000000001
2021-01-17,77,81.0,,0.81,62.370000000000005
2021-01-18,78,81.0,,0.81,63.18000000000001
2021-01-19,88,81.0,,0.81,71.28
2021-01-20,88,81.0,,0.81,71.28
2021-01-21,82,81.0,,0.81,66.42
2021-01-22,85,81.0,,0.81,68.85000000000001
2021-01-23,90,81.0,,0.81,72.9
2021-01-24,76,81.0,,0.81,61.56
2021-01-25,84,81.0,,0.81,68.04
2021-01-26,83,81.0,,0.81,67.23
2021-01-27,81,81.0,,0.81,65.61
2021-01-28,85,81.0,,0.81,68.85000000000001
2021-01-29,80,81.0,,0.81,64.80000000000001
2021-01-30,79,81.0,,0.81,63.99
2021-01-31,75,81.0,,0.81,60.75000000000001
2021-02-01,87,82.0,False,0.82,71.33999999999999
2021-02-02,95,82.0,,0.82,77.89999999999999
2021-02-03,97,82.0,,0.82,79.53999999999999
2021-02-04,99,82.0,,0.82,81.17999999999999
2021-02-05,98,82.0,,0.82,80.36
2021-02-06,83,82.0,,0.82,68.06
2021-02-07,79,82.0,,0.82,64.78
2021-02-08,87,82.0,,0.82,71.33999999999999
2021-02-09,91,82.0,,0.82,74.61999999999999
2021-02-10,90,82.0,,0.82,73.8
2021-02-11,86,82.0,,0.82,70.52
2021-02-12,83,82.0,,0.82,68.06
2021-02-13,76,82.0,,0.82,62.31999999999999
2021-02-14,78,82.0,,0.82,63.959999999999994
2021-02-15,77,82.0,,0.82,63.13999999999999
2021-02-16,82,82.0,,0.82,67.24
2021-02-17,85,82.0,,0.82,69.7
2021-02-18,90,82.0,,0.82,73.8
2021-02-19,87,82.0,,0.82,71.33999999999999
2021-02-20,84,82.0,,0.82,68.88
2021-02-21,83,82.0,,0.82,68.06
2021-02-22,93,82.0,,0.82,76.25999999999999
2021-02-23,100,82.0,,0.82,82.0
2021-02-24,94,82.0,,0.82,77.08
2021-02-25,91,82.0,,0.82,74.61999999999999
2021-02-26,92,82.0,,0.82,75.44
2021-02-27,81,82.0,,0.82,66.42
2021-02-28,77,82.0,,0.82,63.13999999999999
2021-03-01,100,75.0,False,0.75,75.0
2021-03-02,95,75.0,,0.75,71.25
2021-03-03,99,75.0,,0.75,74.25
2021-03-04,94,75.0,,0.75,70.5
2021-03-05,95,75.0,,0.75,71.25
2021-03-06,81,75.0,,0.75,60.75
2021-03-07,85,75.0,,0.75,63.75
2021-03-08,97,75.0,,0.75,72.75
2021-03-09,92,75.0,,0.75,69.0
2021-03-10,92,75.0,,0.75,69.0
2021-03-11,96,75.0,,0.75,72.0
2021-03-12,93,75.0,,0.75,69.75
2021-03-13,82,75.0,,0.75,61.5
2021-03-14,85,75.0,,0.75,63.75
2021-03-15,87,75.0,,0.75,65.25
2021-03-16,88,75.0,,0.75,66.0
2021-03-17,90,75.0,,0.75,67.5
2021-03-18,93,75.0,,0.75,69.75
2021-03-19,84,75.0,,0.75,63.0
2021-03-20,81,75.0,,0.75,60.75
2021-03-21,77,75.0,,0.75,57.75
2021-03-22,86,75.0,,0.75,64.5
2021-03-23,95,75.0,,0.75,71.25
2021-03-24,91,75.0,,0.75,68.25
2021-03-25,88,75.0,,0.75,66.0
2021-03-26,82,75.0,,0.75,61.5
2021-03-27,80,75.0,,0.75,60.0
2021-03-28,77,75.0,,0.75,57.75
2021-03-29,86,75.0,,0.75,64.5
2021-03-30,91,75.0,,0.75,68.25
2021-03-31,89,75.0,,0.75,66.75
2021-04-01,63,79.0,False,0.79,49.77
2021-04-02,65,79.0,,0.79,51.35
2021-04-03,56,79.0,,0.79,44.24
2021-04-04,57,79.0,,0.79,45.03
2021-04-05,68,79.0,,0.79,53.72
2021-04-06,63,79.0,,0.79,49.77
2021-04-07,68,79.0,,0.79,53.72
2021-04-08,65,79.0,,0.79,51.35
2021-04-09,62,79.0,,0.79,48.980000000000004
2021-04-10,59,79.0,,0.79,46.61
2021-04-11,59,79.0,,0.79,46.61
2021-04-12,67,79.0,,0.79,52.93
2021-04-13,67,79.0,,0.79,52.93
2021-04-14,64,79.0,,0.79,50.56
