date,ME_unscaled,ME_monthly,isPartial,scale,ME
2019-09-04,65,70.0,,0.7,45.5
2019-09-05,64,70.0,,0.7,44.8
2019-09-06,68,70.0,,0.7,47.599999999999994
2019-09-07,96,70.0,,0.7,67.19999999999999
2019-09-08,87,70.0,,0.7,60.9
2019-09-09,66,70.0,,0.7,46.199999999999996
2019-09-10,63,70.0,,0.7,44.099999999999994
2019-09-11,62,70.0,,0.7,43.4
2019-09-12,63,70.0,,0.7,44.099999999999994
2019-09-13,72,70.0,,0.7,50.4
2019-09-14,96,70.0,,0.7,67.19999999999999
2019-09-15,86,70.0,,0.7,60.199999999999996
2019-09-16,66,70.0,,0.7,46.199999999999996
2019-09-17,65,70.0,,0.7,45.5
2019-09-18,62,70.0,,0.7,43.4
2019-09-19,63,70.0,,0.7,44.099999999999994
2019-09-20,70,70.0,,0.7,49.0
2019-09-21,95,70.0,,0.7,66.5
2019-09-22,87,70.0,,0.7,60.9
2019-09-23,66,70.0,,0.7,46.199999999999996
2019-09-24,64,70.0,,0.7,44.8
2019-09-25,66,70.0,,0.7,46.199999999999996
2019-09-26,64,70.0,,0.7,44.8
2019-09-27,73,70.0,,0.7,51.099999999999994
2019-09-28,100,70.0,,0.7,70.0
2019-09-29,91,70.0,,0.7,63.699999999999996
2019-09-30,68,70.0,,0.7,47.599999999999994
2019-10-01,65,69.0,False,0.69,44.849999999999994
2019-10-02,65,69.0,,0.69,44.849999999999994
2019-10-03,64,69.0,,0.69,44.16
2019-10-04,72,69.0,,0.69,49.67999999999999
2019-10-05,97,69.0,,0.69,66.92999999999999
2019-10-06,88,69.0,,0.69,60.72
2019-10-07,68,69.0,,0.69,46.919999999999995
2019-10-08,63,69.0,,0.69,43.47
2019-10-09,65,69.0,,0.69,44.849999999999994
2019-10-10,64,69.0,,0.69,44.16
2019-10-11,75,69.0,,0.69,51.74999999999999
2019-10-12,100,69.0,,0.69,69.0
2019-10-13,91,69.0,,0.69,62.78999999999999
2019-10-14,73,69.0,,0.69,50.37
2019-10-15,65,69.0,,0.69,44.849999999999994
2019-10-16,63,69.0,,0.69,43.47
2019-10-17,66,69.0,,0.69,45.54
2019-10-18,73,69.0,,0.69,50.37
2019-10-19,98,69.0,,0.69,67.61999999999999
2019-10-20,89,69.0,,0.69,61.41
2019-10-21,67,69.0,,0.69,46.23
2019-10-22,65,69.0,,0.69,44.849999999999994
2019-10-23,64,69.0,,0.69,44.16
2019-10-24,66,69.0,,0.69,45.54
2019-10-25,74,69.0,,0.69,51.059999999999995
2019-10-26,100,69.0,,0.69,69.0
2019-10-27,88,69.0,,0.69,60.72
2019-10-28,65,69.0,,0.69,44.849999999999994
2019-10-29,65,69.0,,0.69,44.849999999999994
2019-10-30,67,69.0,,0.69,46.23
2019-10-31,66,69.0,,0.69,45.54
2019-11-01,74,67.0,False,0.67,49.580000000000005
2019-11-02,100,67.0,,0.67,67.0
2019-11-03,91,67.0,,0.67,60.970000000000006
2019-11-04,66,67.0,,0.67,44.220000000000006
2019-11-05,68,67.0,,0.67,45.56
2019-11-06,65,67.0,,0.67,43.550000000000004
2019-11-07,67,67.0,,0.67,44.89
2019-11-08,73,67.0,,0.67,48.910000000000004
2019-11-09,98,67.0,,0.67,65.66000000000001
2019-11-10,89,67.0,,0.67,59.63
2019-11-11,71,67.0,,0.67,47.57
2019-11-12,62,67.0,,0.67,41.54
2019-11-13,60,67.0,,0.67,40.2
2019-11-14,63,67.0,,0.67,42.21
2019-11-15,68,67.0,,0.67,45.56
2019-11-16,94,67.0,,0.67,62.980000000000004
2019-11-17,87,67.0,,0.67,58.290000000000006
2019-11-18,64,67.0,,0.67,42.88
2019-11-19,63,67.0,,0.67,42.21
2019-11-20,62,67.0,,0.67,41.54
2019-11-21,65,67.0,,0.67,43.550000000000004
2019-11-22,71,67.0,,0.67,47.57
2019-11-23,87,67.0,,0.67,58.290000000000006
2019-11-24,86,67.0,,0.67,57.620000000000005
2019-11-25,68,67.0,,0.67,45.56
2019-11-26,71,67.0,,0.67,47.57
2019-11-27,75,67.0,,0.67,50.25
2019-11-28,80,67.0,,0.67,53.6
2019-11-29,86,67.0,,0.67,57.620000000000005
2019-11-30,83,67.0,,0.67,55.61000000000001
2019-12-01,72,67.0,False,0.67,48.24
2019-12-02,60,67.0,,0.67,40.2
2019-12-03,57,67.0,,0.67,38.190000000000005
2019-12-04,56,67.0,,0.67,37.52
2019-12-05,60,67.0,,0.67,40.2
2019-12-06,66,67.0,,0.67,44.220000000000006
2019-12-07,84,67.0,,0.67,56.28
2019-12-08,77,67.0,,0.67,51.59
2019-12-09,60,67.0,,0.67,40.2
2019-12-10,60,67.0,,0.67,40.2
2019-12-11,58,67.0,,0.67,38.86
2019-12-12,60,67.0,,0.67,40.2
2019-12-13,67,67.0,,0.67,44.89
2019-12-14,86,67.0,,0.67,57.620000000000005
2019-12-15,82,67.0,,0.67,54.940000000000005
2019-12-16,65,67.0,,0.67,43.550000000000004
2019-12-17,65,67.0,,0.67,43.550000000000004
2019-12-18,62,67.0,,0.67,41.54
2019-12-19,64,67.0,,0.67,42.88
2019-12-20,73,67.0,,0.67,48.910000000000004
2019-12-21,92,67.0,,0.67,61.64
2019-12-22,85,67.0,,0.67,56.95
2019-12-23,88,67.0,,0.67,58.96
2019-12-24,91,67.0,,0.67,60.970000000000006
2019-12-25,100,67.0,,0.67,67.0
2019-12-26,87,67.0,,0.67,58.290000000000006
2019-12-27,85,67.0,,0.67,56.95
2019-12-28,94,67.0,,0.67,62.980000000000004
2019-12-29,85,67.0,,0.67,56.95
2019-12-30,84,67.0,,0.67,56.28
2019-12-31,87,67.0,,0.67,58.290000000000006
2020-01-01,100,64.0,False,0.64,64.0
2020-01-02,81,64.0,,0.64,51.84
2020-01-03,79,64.0,,0.64,50.56
2020-01-04,92,64.0,,0.64,58.88
2020-01-05,89,64.0,,0.64,56.96
2020-01-06,72,64.0,,0.64,46.08
2020-01-07,69,64.0,,0.64,44.160000000000004
2020-01-08,65,64.0,,0.64,41.6
2020-01-09,67,64.0,,0.64,42.88
2020-01-10,71,64.0,,0.64,45.44
2020-01-11,91,64.0,,0.64,58.24
2020-01-12,84,64.0,,0.64,53.76
2020-01-13,69,64.0,,0.64,44.160000000000004
2020-01-14,64,64.0,,0.64,40.96
2020-01-15,67,64.0,,0.64,42.88
2020-01-16,64,64.0,,0.64,40.96
2020-01-17,70,64.0,,0.64,44.800000000000004
2020-01-18,94,64.0,,0.64,60.160000000000004
2020-01-19,89,64.0,,0.64,56.96
2020-01-20,79,64.0,,0.64,50.56
2020-01-21,66,64.0,,0.64,42.24
2020-01-22,65,64.0,,0.64,41.6
2020-01-23,65,64.0,,0.64,41.6
2020-01-24,70,64.0,,0.64,44.800000000000004
2020-01-25,94,64.0,,0.64,60.160000000000004
2020-01-26,79,64.0,,0.64,50.56
2020-01-27,65,64.0,,0.64,41.6
2020-01-28,66,64.0,,0.64,42.24
2020-01-29,64,64.0,,0.64,40.96
2020-01-30,65,64.0,,0.64,41.6
2020-01-31,71,64.0,,0.64,45.44
2020-02-01,91,67.0,False,0.67,60.970000000000006
2020-02-02,80,67.0,,0.67,53.6
2020-02-03,60,67.0,,0.67,40.2
2020-02-04,61,67.0,,0.67,40.870000000000005
2020-02-05,61,67.0,,0.67,40.870000000000005
2020-02-06,63,67.0,,0.67,42.21
2020-02-07,74,67.0,,0.67,49.580000000000005
2020-02-08,91,67.0,,0.67,60.970000000000006
2020-02-09,85,67.0,,0.67,56.95
2020-02-10,63,67.0,,0.67,42.21
2020-02-11,67,67.0,,0.67,44.89
2020-02-12,65,67.0,,0.67,43.550000000000004
2020-02-13,64,67.0,,0.67,42.88
2020-02-14,78,67.0,,0.67,52.260000000000005
2020-02-15,97,67.0,,0.67,64.99000000000001
2020-02-16,96,67.0,,0.67,64.32000000000001
2020-02-17,76,67.0,,0.67,50.92
2020-02-18,64,67.0,,0.67,42.88
2020-02-19,63,67.0,,0.67,42.21
2020-02-20,64,67.0,,0.67,42.88
2020-02-21,69,67.0,,0.67,46.230000000000004
2020-02-22,95,67.0,,0.67,63.650000000000006
2020-02-23,90,67.0,,0.67,60.300000000000004
2020-02-24,64,67.0,,0.67,42.88
2020-02-25,64,67.0,,0.67,42.88
2020-02-26,66,67.0,,0.67,44.220000000000006
2020-02-27,64,67.0,,0.67,42.88
2020-02-28,73,67.0,,0.67,48.910000000000004
2020-02-29,100,67.0,,0.67,67.0
2020-03-01,100,59.0,False,0.59,59.0
2020-03-02,72,59.0,,0.59,42.48
2020-03-03,69,59.0,,0.59,40.71
2020-03-04,66,59.0,,0.59,38.94
2020-03-05,67,59.0,,0.59,39.53
2020-03-06,73,59.0,,0.59,43.07
2020-03-07,100,59.0,,0.59,59.0
2020-03-08,94,59.0,,0.59,55.459999999999994
2020-03-09,74,59.0,,0.59,43.66
2020-03-10,65,59.0,,0.59,38.35
2020-03-11,64,59.0,,0.59,37.76
2020-03-12,62,59.0,,0.59,36.58
2020-03-13,67,59.0,,0.59,39.53
2020-03-14,87,59.0,,0.59,51.33
2020-03-15,82,59.0,,0.59,48.379999999999995
2020-03-16,67,59.0,,0.59,39.53
2020-03-17,66,59.0,,0.59,38.94
2020-03-18,63,59.0,,0.59,37.169999999999995
2020-03-19,60,59.0,,0.59,35.4
2020-03-20,68,59.0,,0.59,40.12
2020-03-21,74,59.0,,0.59,43.66
2020-03-22,70,59.0,,0.59,41.3
2020-03-23,62,59.0,,0.59,36.58
2020-03-24,57,59.0,,0.59,33.629999999999995
2020-03-25,57,59.0,,0.59,33.629999999999995
2020-03-26,57,59.0,,0.59,33.629999999999995
2020-03-27,60,59.0,,0.59,35.4
2020-03-28,67,59.0,,0.59,39.53
2020-03-29,68,59.0,,0.59,40.12
2020-03-30,58,59.0,,0.59,34.22
2020-03-31,55,59.0,,0.59,32.449999999999996
2020-04-01,74,53.0,False,0.53,39.22
2020-04-02,73,53.0,,0.53,38.690000000000005
2020-04-03,78,53.0,,0.53,41.34
2020-04-04,92,53.0,,0.53,48.760000000000005
2020-04-05,88,53.0,,0.53,46.64
2020-04-06,79,53.0,,0.53,41.870000000000005
2020-04-07,75,53.0,,0.53,39.75
2020-04-08,76,53.0,,0.53,40.28
2020-04-09,78,53.0,,0.53,41.34
2020-04-10,84,53.0,,0.53,44.52
2020-04-11,89,53.0,,0.53,47.17
2020-04-12,88,53.0,,0.53,46.64
2020-04-13,77,53.0,,0.53,40.81
2020-04-14,76,53.0,,0.53,40.28
2020-04-15,78,53.0,,0.53,41.34
2020-04-16,80,53.0,,0.53,42.400000000000006
2020-04-17,82,53.0,,0.53,43.46
2020-04-18,96,53.0,,0.53,50.88
2020-04-19,92,53.0,,0.53,48.760000000000005
2020-04-20,82,53.0,,0.53,43.46
2020-04-21,81,53.0,,0.53,42.93
2020-04-22,79,53.0,,0.53,41.870000000000005
2020-04-23,77,53.0,,0.53,40.81
2020-04-24,83,53.0,,0.53,43.99
2020-04-25,100,53.0,,0.53,53.0
2020-04-26,94,53.0,,0.53,49.82
2020-04-27,85,53.0,,0.53,45.050000000000004
2020-04-28,85,53.0,,0.53,45.050000000000004
2020-04-29,84,53.0,,0.53,44.52
2020-04-30,83,53.0,,0.53,43.99
2020-05-01,69,68.0,False,0.68,46.92
2020-05-02,88,68.0,,0.68,59.84
2020-05-03,80,68.0,,0.68,54.400000000000006
2020-05-04,69,68.0,,0.68,46.92
2020-05-05,67,68.0,,0.68,45.56
2020-05-06,67,68.0,,0.68,45.56
2020-05-07,68,68.0,,0.68,46.24
2020-05-08,69,68.0,,0.68,46.92
2020-05-09,84,68.0,,0.68,57.120000000000005
2020-05-10,85,68.0,,0.68,57.800000000000004
2020-05-11,70,68.0,,0.68,47.6
2020-05-12,68,68.0,,0.68,46.24
2020-05-13,66,68.0,,0.68,44.88
2020-05-14,68,68.0,,0.68,46.24
2020-05-15,75,68.0,,0.68,51.00000000000001
2020-05-16,89,68.0,,0.68,60.52
2020-05-17,86,68.0,,0.68,58.480000000000004
2020-05-18,74,68.0,,0.68,50.32
2020-05-19,73,68.0,,0.68,49.64
2020-05-20,72,68.0,,0.68,48.96
2020-05-21,72,68.0,,0.68,48.96
2020-05-22,79,68.0,,0.68,53.720000000000006
2020-05-23,92,68.0,,0.68,62.56
2020-05-24,100,68.0,,0.68,68.0
2020-05-25,85,68.0,,0.68,57.800000000000004
2020-05-26,75,68.0,,0.68,51.00000000000001
2020-05-27,74,68.0,,0.68,50.32
2020-05-28,76,68.0,,0.68,51.68000000000001
2020-05-29,79,68.0,,0.68,53.720000000000006
2020-05-30,94,68.0,,0.68,63.92
2020-05-31,92,68.0,,0.68,62.56
2020-06-01,70,77.0,False,0.77,53.9
2020-06-02,66,77.0,,0.77,50.82
2020-06-03,68,77.0,,0.77,52.36
2020-06-04,71,77.0,,0.77,54.67
2020-06-05,75,77.0,,0.77,57.75
2020-06-06,88,77.0,,0.77,67.76
2020-06-07,85,77.0,,0.77,65.45
2020-06-08,73,77.0,,0.77,56.21
2020-06-09,71,77.0,,0.77,54.67
2020-06-10,69,77.0,,0.77,53.13
2020-06-11,74,77.0,,0.77,56.980000000000004
2020-06-12,73,77.0,,0.77,56.21
2020-06-13,91,77.0,,0.77,70.07000000000001
2020-06-14,86,77.0,,0.77,66.22
2020-06-15,76,77.0,,0.77,58.52
2020-06-16,73,77.0,,0.77,56.21
2020-06-17,73,77.0,,0.77,56.21
2020-06-18,80,77.0,,0.77,61.6
2020-06-19,79,77.0,,0.77,60.83
2020-06-20,95,77.0,,0.77,73.15
2020-06-21,86,77.0,,0.77,66.22
2020-06-22,77,77.0,,0.77,59.29
2020-06-23,83,77.0,,0.77,63.910000000000004
2020-06-24,78,77.0,,0.77,60.06
2020-06-25,87,77.0,,0.77,66.99
2020-06-26,86,77.0,,0.77,66.22
2020-06-27,100,77.0,,0.77,77.0
2020-06-28,99,77.0,,0.77,76.23
2020-06-29,87,77.0,,0.77,66.99
2020-06-30,83,77.0,,0.77,63.910000000000004
2020-07-01,78,79.0,False,0.79,61.620000000000005
2020-07-02,87,79.0,,0.79,68.73
2020-07-03,98,79.0,,0.79,77.42
2020-07-04,100,79.0,,0.79,79.0
2020-07-05,92,79.0,,0.79,72.68
2020-07-06,79,79.0,,0.79,62.410000000000004
2020-07-07,76,79.0,,0.79,60.040000000000006
2020-07-08,76,79.0,,0.79,60.040000000000006
2020-07-09,77,79.0,,0.79,60.830000000000005
2020-07-10,80,79.0,,0.79,63.2
2020-07-11,93,79.0,,0.79,73.47
2020-07-12,85,79.0,,0.79,67.15
2020-07-13,76,79.0,,0.79,60.040000000000006
2020-07-14,73,79.0,,0.79,57.67
2020-07-15,67,79.0,,0.79,52.93
2020-07-16,73,79.0,,0.79,57.67
2020-07-17,76,79.0,,0.79,60.040000000000006
2020-07-18,90,79.0,,0.79,71.10000000000001
2020-07-19,81,79.0,,0.79,63.99
2020-07-20,70,79.0,,0.79,55.300000000000004
2020-07-21,67,79.0,,0.79,52.93
2020-07-22,66,79.0,,0.79,52.14
2020-07-23,69,79.0,,0.79,54.510000000000005
2020-07-24,70,79.0,,0.79,55.300000000000004
2020-07-25,88,79.0,,0.79,69.52000000000001
2020-07-26,83,79.0,,0.79,65.57000000000001
2020-07-27,70,79.0,,0.79,55.300000000000004
2020-07-28,68,79.0,,0.79,53.72
2020-07-29,68,79.0,,0.79,53.72
2020-07-30,71,79.0,,0.79,56.09
2020-07-31,72,79.0,,0.79,56.88
2020-08-01,95,75.0,False,0.75,71.25
2020-08-02,89,75.0,,0.75,66.75
2020-08-03,77,75.0,,0.75,57.75
2020-08-04,72,75.0,,0.75,54.0
2020-08-05,73,75.0,,0.75,54.75
2020-08-06,78,75.0,,0.75,58.5
2020-08-07,82,75.0,,0.75,61.5
2020-08-08,99,75.0,,0.75,74.25
2020-08-09,92,75.0,,0.75,69.0
2020-08-10,76,75.0,,0.75,57.0
2020-08-11,77,75.0,,0.75,57.75
2020-08-12,72,75.0,,0.75,54.0
2020-08-13,79,75.0,,0.75,59.25
2020-08-14,76,75.0,,0.75,57.0
2020-08-15,100,75.0,,0.75,75.0
2020-08-16,90,75.0,,0.75,67.5
2020-08-17,75,75.0,,0.75,56.25
2020-08-18,70,75.0,,0.75,52.5
2020-08-19,71,75.0,,0.75,53.25
2020-08-20,76,75.0,,0.75,57.0
2020-08-21,76,75.0,,0.75,57.0
2020-08-22,97,75.0,,0.75,72.75
2020-08-23,89,75.0,,0.75,66.75
2020-08-24,68,75.0,,0.75,51.0
2020-08-25,67,75.0,,0.75,50.25
2020-08-26,67,75.0,,0.75,50.25
2020-08-27,67,75.0,,0.75,50.25
2020-08-28,72,75.0,,0.75,54.0
2020-08-29,97,75.0,,0.75,72.75
2020-08-30,93,75.0,,0.75,69.75
2020-08-31,73,75.0,,0.75,54.75
2020-09-01,66,75.0,False,0.75,49.5
2020-09-02,65,75.0,,0.75,48.75
2020-09-03,69,75.0,,0.75,51.75
2020-09-04,74,75.0,,0.75,55.5
2020-09-05,100,75.0,,0.75,75.0
2020-09-06,98,75.0,,0.75,73.5
2020-09-07,91,75.0,,0.75,68.25
2020-09-08,66,75.0,,0.75,49.5
2020-09-09,64,75.0,,0.75,48.0
2020-09-10,67,75.0,,0.75,50.25
2020-09-11,70,75.0,,0.75,52.5
2020-09-12,91,75.0,,0.75,68.25
2020-09-13,82,75.0,,0.75,61.5
2020-09-14,67,75.0,,0.75,50.25
2020-09-15,65,75.0,,0.75,48.75
2020-09-16,63,75.0,,0.75,47.25
2020-09-17,67,75.0,,0.75,50.25
2020-09-18,72,75.0,,0.75,54.0
2020-09-19,93,75.0,,0.75,69.75
2020-09-20,83,75.0,,0.75,62.25
2020-09-21,65,75.0,,0.75,48.75
2020-09-22,64,75.0,,0.75,48.0
2020-09-23,63,75.0,,0.75,47.25
2020-09-24,68,75.0,,0.75,51.0
2020-09-25,74,75.0,,0.75,55.5
2020-09-26,100,75.0,,0.75,75.0
2020-09-27,87,75.0,,0.75,65.25
2020-09-28,68,75.0,,0.75,51.0
2020-09-29,67,75.0,,0.75,50.25
2020-09-30,65,75.0,,0.75,48.75
2020-10-01,72,79.0,False,0.79,56.88
2020-10-02,73,79.0,,0.79,57.67
2020-10-03,97,79.0,,0.79,76.63000000000001
2020-10-04,87,79.0,,0.79,68.73
2020-10-05,70,79.0,,0.79,55.300000000000004
2020-10-06,68,79.0,,0.79,53.72
2020-10-07,68,79.0,,0.79,53.72
2020-10-08,74,79.0,,0.79,58.46
2020-10-09,80,79.0,,0.79,63.2
2020-10-10,100,79.0,,0.79,79.0
2020-10-11,92,79.0,,0.79,72.68
2020-10-12,75,79.0,,0.79,59.25
2020-10-13,73,79.0,,0.79,57.67
2020-10-14,72,79.0,,0.79,56.88
2020-10-15,77,79.0,,0.79,60.830000000000005
2020-10-16,79,79.0,,0.79,62.410000000000004
2020-10-17,99,79.0,,0.79,78.21000000000001
2020-10-18,90,79.0,,0.79,71.10000000000001
2020-10-19,75,79.0,,0.79,59.25
2020-10-20,73,79.0,,0.79,57.67
2020-10-21,72,79.0,,0.79,56.88
2020-10-22,73,79.0,,0.79,57.67
2020-10-23,88,79.0,,0.79,69.52000000000001
2020-10-24,100,79.0,,0.79,79.0
2020-10-25,87,79.0,,0.79,68.73
2020-10-26,75,79.0,,0.79,59.25
2020-10-27,73,79.0,,0.79,57.67
2020-10-28,72,79.0,,0.79,56.88
2020-10-29,78,79.0,,0.79,61.620000000000005
2020-10-30,83,79.0,,0.79,65.57000000000001
2020-10-31,97,79.0,,0.79,76.63000000000001
2020-11-01,92,74.0,False,0.74,68.08
2020-11-02,78,74.0,,0.74,57.72
2020-11-03,78,74.0,,0.74,57.72
2020-11-04,47,74.0,,0.74,34.78
2020-11-05,59,74.0,,0.74,43.66
2020-11-06,66,74.0,,0.74,48.839999999999996
2020-11-07,85,74.0,,0.74,62.9
2020-11-08,86,74.0,,0.74,63.64
2020-11-09,76,74.0,,0.74,56.24
2020-11-10,75,74.0,,0.74,55.5
2020-11-11,78,74.0,,0.74,57.72
2020-11-12,79,74.0,,0.74,58.46
2020-11-13,82,74.0,,0.74,60.68
2020-11-14,99,74.0,,0.74,73.26
2020-11-15,92,74.0,,0.74,68.08
2020-11-16,77,74.0,,0.74,56.98
2020-11-17,76,74.0,,0.74,56.24
2020-11-18,77,74.0,,0.74,56.98
2020-11-19,80,74.0,,0.74,59.2
2020-11-20,80,74.0,,0.74,59.2
2020-11-21,100,74.0,,0.74,74.0
2020-11-22,93,74.0,,0.74,68.82
2020-11-23,82,74.0,,0.74,60.68
2020-11-24,80,74.0,,0.74,59.2
2020-11-25,83,74.0,,0.74,61.42
2020-11-26,91,74.0,,0.74,67.34
2020-11-27,89,74.0,,0.74,65.86
2020-11-28,93,74.0,,0.74,68.82
2020-11-29,82,74.0,,0.74,60.68
2020-11-30,75,74.0,,0.74,55.5
2020-12-01,70,80.0,False,0.8,56.0
2020-12-02,70,80.0,,0.8,56.0
2020-12-03,78,80.0,,0.8,62.400000000000006
2020-12-04,77,80.0,,0.8,61.6
2020-12-05,92,80.0,,0.8,73.60000000000001
2020-12-06,84,80.0,,0.8,67.2
2020-12-07,73,80.0,,0.8,58.400000000000006
2020-12-08,71,80.0,,0.8,56.800000000000004
2020-12-09,70,80.0,,0.8,56.0
2020-12-10,75,80.0,,0.8,60.0
2020-12-11,79,80.0,,0.8,63.2
2020-12-12,93,80.0,,0.8,74.4
2020-12-13,85,80.0,,0.8,68.0
2020-12-14,74,80.0,,0.8,59.2
2020-12-15,73,80.0,,0.8,58.400000000000006
2020-12-16,73,80.0,,0.8,58.400000000000006
2020-12-17,77,80.0,,0.8,61.6
2020-12-18,81,80.0,,0.8,64.8
2020-12-19,100,80.0,,0.8,80.0
2020-12-20,96,80.0,,0.8,76.80000000000001
2020-12-21,85,80.0,,0.8,68.0
2020-12-22,86,80.0,,0.8,68.8
2020-12-23,90,80.0,,0.8,72.0
2020-12-24,100,80.0,,0.8,80.0
2020-12-25,97,80.0,,0.8,77.60000000000001
2020-12-26,98,80.0,,0.8,78.4
2020-12-27,84,80.0,,0.8,67.2
2020-12-28,87,80.0,,0.8,69.60000000000001
2020-12-29,86,80.0,,0.8,68.8
2020-12-30,84,80.0,,0.8,67.2
2020-12-31,95,80.0,,0.8,76.0
2021-01-01,100,77.0,False,0.77,77.0
2021-01-02,100,77.0,,0.77,77.0
2021-01-03,88,77.0,,0.77,67.76
2021-01-04,78,77.0,,0.77,60.06
2021-01-05,74,77.0,,0.77,56.980000000000004
2021-01-06,68,77.0,,0.77,52.36
2021-01-07,73,77.0,,0.77,56.21
2021-01-08,77,77.0,,0.77,59.29
2021-01-09,92,77.0,,0.77,70.84
2021-01-10,83,77.0,,0.77,63.910000000000004
2021-01-11,74,77.0,,0.77,56.980000000000004
2021-01-12,70,77.0,,0.77,53.9
2021-01-13,67,77.0,,0.77,51.59
2021-01-14,77,77.0,,0.77,59.29
2021-01-15,77,77.0,,0.77,59.29
2021-01-16,94,77.0,,0.77,72.38
2021-01-17,85,77.0,,0.77,65.45
2021-01-18,82,77.0,,0.77,63.14
2021-01-19,71,77.0,,0.77,54.67
2021-01-20,67,77.0,,0.77,51.59
2021-01-21,68,77.0,,0.77,52.36
2021-01-22,78,77.0,,0.77,60.06
2021-01-23,93,77.0,,0.77,71.61
2021-01-24,82,77.0,,0.77,63.14
2021-01-25,69,77.0,,0.77,53.13
2021-01-26,68,77.0,,0.77,52.36
2021-01-27,70,77.0,,0.77,53.9
2021-01-28,67,77.0,,0.77,51.59
2021-01-29,72,77.0,,0.77,55.44
2021-01-30,91,77.0,,0.77,70.07000000000001
2021-01-31,82,77.0,,0.77,63.14
2021-02-01,71,79.0,False,0.79,56.09
2021-02-02,69,79.0,,0.79,54.510000000000005
2021-02-03,71,79.0,,0.79,56.09
2021-02-04,77,79.0,,0.79,60.830000000000005
2021-02-05,78,79.0,,0.79,61.620000000000005
2021-02-06,97,79.0,,0.79,76.63000000000001
2021-02-07,82,79.0,,0.79,64.78
2021-02-08,69,79.0,,0.79,54.510000000000005
2021-02-09,70,79.0,,0.79,55.300000000000004
2021-02-10,75,79.0,,0.79,59.25
2021-02-11,72,79.0,,0.79,56.88
2021-02-12,80,79.0,,0.79,63.2
2021-02-13,94,79.0,,0.79,74.26
2021-02-14,95,79.0,,0.79,75.05
2021-02-15,86,79.0,,0.79,67.94
2021-02-16,77,79.0,,0.79,60.830000000000005
2021-02-17,77,79.0,,0.79,60.830000000000005
2021-02-18,74,79.0,,0.79,58.46
2021-02-19,78,79.0,,0.79,61.620000000000005
2021-02-20,100,79.0,,0.79,79.0
2021-02-21,92,79.0,,0.79,72.68
2021-02-22,76,79.0,,0.79,60.040000000000006
2021-02-23,74,79.0,,0.79,58.46
2021-02-24,78,79.0,,0.79,61.620000000000005
2021-02-25,77,79.0,,0.79,60.830000000000005
2021-02-26,82,79.0,,0.79,64.78
2021-02-27,100,79.0,,0.79,79.0
2021-02-28,95,79.0,,0.79,75.05
2021-03-01,67,85.0,False,0.85,56.949999999999996
2021-03-02,64,85.0,,0.85,54.4
2021-03-03,67,85.0,,0.85,56.949999999999996
2021-03-04,65,85.0,,0.85,55.25
2021-03-05,70,85.0,,0.85,59.5
2021-03-06,87,85.0,,0.85,73.95
2021-03-07,81,85.0,,0.85,68.85
2021-03-08,68,85.0,,0.85,57.8
2021-03-09,66,85.0,,0.85,56.1
2021-03-10,63,85.0,,0.85,53.55
2021-03-11,70,85.0,,0.85,59.5
2021-03-12,72,85.0,,0.85,61.199999999999996
2021-03-13,91,85.0,,0.85,77.35
2021-03-14,87,85.0,,0.85,73.95
2021-03-15,70,85.0,,0.85,59.5
2021-03-16,71,85.0,,0.85,60.35
2021-03-17,74,85.0,,0.85,62.9
2021-03-18,75,85.0,,0.85,63.75
2021-03-19,81,85.0,,0.85,68.85
2021-03-20,100,85.0,,0.85,85.0
2021-03-21,92,85.0,,0.85,78.2
2021-03-22,75,85.0,,0.85,63.75
2021-03-23,70,85.0,,0.85,59.5
2021-03-24,76,85.0,,0.85,64.6
2021-03-25,72,85.0,,0.85,61.199999999999996
2021-03-26,79,85.0,,0.85,67.14999999999999
2021-03-27,98,85.0,,0.85,83.3
2021-03-28,90,85.0,,0.85,76.5
2021-03-29,77,85.0,,0.85,65.45
2021-03-30,75,85.0,,0.85,63.75
2021-03-31,78,85.0,,0.85,66.3
2021-04-01,74,88.0,False,0.88,65.12
2021-04-02,87,88.0,,0.88,76.56
2021-04-03,100,88.0,,0.88,88.0
2021-04-04,94,88.0,,0.88,82.72
2021-04-05,77,88.0,,0.88,67.76
2021-04-06,74,88.0,,0.88,65.12
2021-04-07,75,88.0,,0.88,66.0
2021-04-08,76,88.0,,0.88,66.88
2021-04-09,80,88.0,,0.88,70.4
2021-04-10,97,88.0,,0.88,85.36
2021-04-11,87,88.0,,0.88,76.56
2021-04-12,73,88.0,,0.88,64.24
2021-04-13,69,88.0,,0.88,60.72
2021-04-14,72,88.0,,0.88,63.36
2021-04-15,73,88.0,,0.88,64.24
2021-04-16,78,88.0,,0.88,68.64
2021-04-17,94,88.0,,0.88,82.72
2021-04-18,86,88.0,,0.88,75.68
2021-04-19,72,88.0,,0.88,63.36
2021-04-20,67,88.0,,0.88,58.96
2021-04-21,71,88.0,,0.88,62.48
2021-04-22,71,88.0,,0.88,62.48
2021-04-23,77,88.0,,0.88,67.76
2021-04-24,94,88.0,,0.88,82.72
2021-04-25,89,88.0,,0.88,78.32000000000001
2021-04-26,73,88.0,,0.88,64.24
2021-04-27,69,88.0,,0.88,60.72
2021-04-28,73,88.0,,0.88,64.24
2021-04-29,69,88.0,,0.88,60.72
2021-04-30,75,88.0,,0.88,66.0
