date,UNT_unscaled,UNT_monthly,isPartial,scale,UNT
2019-08-21,54,69.0,,0.69,37.26
2019-08-22,57,69.0,,0.69,39.33
2019-08-23,44,69.0,,0.69,30.36
2019-08-24,35,69.0,,0.69,24.15
2019-08-25,37,69.0,,0.69,25.529999999999998
2019-08-26,100,69.0,,0.69,69.0
2019-08-27,90,69.0,,0.69,62.099999999999994
2019-08-28,64,69.0,,0.69,44.16
2019-08-29,70,69.0,,0.69,48.3
2019-08-30,52,69.0,,0.69,35.879999999999995
2019-08-31,56,69.0,,0.69,38.64
2019-09-01,100,76.0,False,0.76,76.0
2019-09-02,65,76.0,,0.76,49.4
2019-09-03,84,76.0,,0.76,63.84
2019-09-04,89,76.0,,0.76,67.64
2019-09-05,76,76.0,,0.76,57.76
2019-09-06,62,76.0,,0.76,47.12
2019-09-07,72,76.0,,0.76,54.72
2019-09-08,94,76.0,,0.76,71.44
2019-09-09,80,76.0,,0.76,60.8
2019-09-10,72,76.0,,0.76,54.72
2019-09-11,65,76.0,,0.76,49.4
2019-09-12,71,76.0,,0.76,53.96
2019-09-13,62,76.0,,0.76,47.12
2019-09-14,69,76.0,,0.76,52.44
2019-09-15,54,76.0,,0.76,41.04
2019-09-16,65,76.0,,0.76,49.4
2019-09-17,62,76.0,,0.76,47.12
2019-09-18,70,76.0,,0.76,53.2
2019-09-19,80,76.0,,0.76,60.8
2019-09-20,61,76.0,,0.76,46.36
2019-09-21,67,76.0,,0.76,50.92
2019-09-22,82,76.0,,0.76,62.32
2019-09-23,87,76.0,,0.76,66.12
2019-09-24,76,76.0,,0.76,57.76
2019-09-25,73,76.0,,0.76,55.480000000000004
2019-09-26,69,76.0,,0.76,52.44
2019-09-27,65,76.0,,0.76,49.4
2019-09-28,77,76.0,,0.76,58.52
2019-09-29,91,76.0,,0.76,69.16
2019-09-30,67,76.0,,0.76,50.92
2019-10-01,92,64.0,False,0.64,58.88
2019-10-02,78,64.0,,0.64,49.92
2019-10-03,86,64.0,,0.64,55.04
2019-10-04,79,64.0,,0.64,50.56
2019-10-05,51,64.0,,0.64,32.64
2019-10-06,67,64.0,,0.64,42.88
2019-10-07,91,64.0,,0.64,58.24
2019-10-08,87,64.0,,0.64,55.68
2019-10-09,85,64.0,,0.64,54.4
2019-10-10,86,64.0,,0.64,55.04
2019-10-11,66,64.0,,0.64,42.24
2019-10-12,64,64.0,,0.64,40.96
2019-10-13,70,64.0,,0.64,44.800000000000004
2019-10-14,100,64.0,,0.64,64.0
2019-10-15,98,64.0,,0.64,62.72
2019-10-16,90,64.0,,0.64,57.6
2019-10-17,90,64.0,,0.64,57.6
2019-10-18,73,64.0,,0.64,46.72
2019-10-19,75,64.0,,0.64,48.0
2019-10-20,63,64.0,,0.64,40.32
2019-10-21,88,64.0,,0.64,56.32
2019-10-22,86,64.0,,0.64,55.04
2019-10-23,86,64.0,,0.64,55.04
2019-10-24,88,64.0,,0.64,56.32
2019-10-25,78,64.0,,0.64,49.92
2019-10-26,76,64.0,,0.64,48.64
2019-10-27,63,64.0,,0.64,40.32
2019-10-28,81,64.0,,0.64,51.84
2019-10-29,81,64.0,,0.64,51.84
2019-10-30,90,64.0,,0.64,57.6
2019-10-31,79,64.0,,0.64,50.56
2019-11-01,71,54.0,False,0.54,38.34
2019-11-02,100,54.0,,0.54,54.0
2019-11-03,68,54.0,,0.54,36.72
2019-11-04,88,54.0,,0.54,47.52
2019-11-05,81,54.0,,0.54,43.74
2019-11-06,97,54.0,,0.54,52.38
2019-11-07,69,54.0,,0.54,37.260000000000005
2019-11-08,94,54.0,,0.54,50.760000000000005
2019-11-09,74,54.0,,0.54,39.96
2019-11-10,66,54.0,,0.54,35.64
2019-11-11,88,54.0,,0.54,47.52
2019-11-12,96,54.0,,0.54,51.84
2019-11-13,84,54.0,,0.54,45.36
2019-11-14,90,54.0,,0.54,48.6
2019-11-15,69,54.0,,0.54,37.260000000000005
2019-11-16,71,54.0,,0.54,38.34
2019-11-17,53,54.0,,0.54,28.62
2019-11-18,80,54.0,,0.54,43.2
2019-11-19,81,54.0,,0.54,43.74
2019-11-20,76,54.0,,0.54,41.040000000000006
2019-11-21,82,54.0,,0.54,44.28
2019-11-22,76,54.0,,0.54,41.040000000000006
2019-11-23,55,54.0,,0.54,29.700000000000003
2019-11-24,51,54.0,,0.54,27.540000000000003
2019-11-25,78,54.0,,0.54,42.120000000000005
2019-11-26,71,54.0,,0.54,38.34
2019-11-27,51,54.0,,0.54,27.540000000000003
2019-11-28,30,54.0,,0.54,16.200000000000003
2019-11-29,31,54.0,,0.54,16.740000000000002
2019-11-30,57,54.0,,0.54,30.78
2019-12-01,73,37.0,False,0.37,27.009999999999998
2019-12-02,98,37.0,,0.37,36.26
2019-12-03,99,37.0,,0.37,36.63
2019-12-04,100,37.0,,0.37,37.0
2019-12-05,95,37.0,,0.37,35.15
2019-12-06,97,37.0,,0.37,35.89
2019-12-07,60,37.0,,0.37,22.2
2019-12-08,50,37.0,,0.37,18.5
2019-12-09,83,37.0,,0.37,30.71
2019-12-10,92,37.0,,0.37,34.04
2019-12-11,90,37.0,,0.37,33.3
2019-12-12,92,37.0,,0.37,34.04
2019-12-13,85,37.0,,0.37,31.45
2019-12-14,78,37.0,,0.37,28.86
2019-12-15,52,37.0,,0.37,19.24
2019-12-16,83,37.0,,0.37,30.71
2019-12-17,83,37.0,,0.37,30.71
2019-12-18,70,37.0,,0.37,25.9
2019-12-19,63,37.0,,0.37,23.31
2019-12-20,48,37.0,,0.37,17.759999999999998
2019-12-21,35,37.0,,0.37,12.95
2019-12-22,27,37.0,,0.37,9.99
2019-12-23,29,37.0,,0.37,10.73
2019-12-24,23,37.0,,0.37,8.51
2019-12-25,29,37.0,,0.37,10.73
2019-12-26,40,37.0,,0.37,14.8
2019-12-27,36,37.0,,0.37,13.32
2019-12-28,35,37.0,,0.37,12.95
2019-12-29,35,37.0,,0.37,12.95
2019-12-30,43,37.0,,0.37,15.91
2019-12-31,42,37.0,,0.37,15.54
2020-01-01,22,55.0,False,0.55,12.100000000000001
2020-01-02,44,55.0,,0.55,24.200000000000003
2020-01-03,46,55.0,,0.55,25.3
2020-01-04,35,55.0,,0.55,19.25
2020-01-05,32,55.0,,0.55,17.6
2020-01-06,61,55.0,,0.55,33.550000000000004
2020-01-07,50,55.0,,0.55,27.500000000000004
2020-01-08,58,55.0,,0.55,31.900000000000002
2020-01-09,71,55.0,,0.55,39.050000000000004
2020-01-10,60,55.0,,0.55,33.0
2020-01-11,45,55.0,,0.55,24.750000000000004
2020-01-12,55,55.0,,0.55,30.250000000000004
2020-01-13,100,55.0,,0.55,55.00000000000001
2020-01-14,100,55.0,,0.55,55.00000000000001
2020-01-15,87,55.0,,0.55,47.85
2020-01-16,80,55.0,,0.55,44.0
2020-01-17,69,55.0,,0.55,37.95
2020-01-18,40,55.0,,0.55,22.0
2020-01-19,40,55.0,,0.55,22.0
2020-01-20,45,55.0,,0.55,24.750000000000004
2020-01-21,81,55.0,,0.55,44.550000000000004
2020-01-22,78,55.0,,0.55,42.900000000000006
2020-01-23,76,55.0,,0.55,41.800000000000004
2020-01-24,62,55.0,,0.55,34.1
2020-01-25,41,55.0,,0.55,22.55
2020-01-26,35,55.0,,0.55,19.25
2020-01-27,56,55.0,,0.55,30.800000000000004
2020-01-28,79,55.0,,0.55,43.45
2020-01-29,74,55.0,,0.55,40.7
2020-01-30,72,55.0,,0.55,39.6
2020-01-31,58,55.0,,0.55,31.900000000000002
2020-02-01,50,49.0,False,0.49,24.5
2020-02-02,50,49.0,,0.49,24.5
2020-02-03,80,49.0,,0.49,39.2
2020-02-04,88,49.0,,0.49,43.12
2020-02-05,100,49.0,,0.49,49.0
2020-02-06,83,49.0,,0.49,40.67
2020-02-07,74,49.0,,0.49,36.26
2020-02-08,43,49.0,,0.49,21.07
2020-02-09,47,49.0,,0.49,23.03
2020-02-10,80,49.0,,0.49,39.2
2020-02-11,83,49.0,,0.49,40.67
2020-02-12,84,49.0,,0.49,41.16
2020-02-13,78,49.0,,0.49,38.22
2020-02-14,67,49.0,,0.49,32.83
2020-02-15,52,49.0,,0.49,25.48
2020-02-16,52,49.0,,0.49,25.48
2020-02-17,78,49.0,,0.49,38.22
2020-02-18,80,49.0,,0.49,39.2
2020-02-19,77,49.0,,0.49,37.73
2020-02-20,78,49.0,,0.49,38.22
2020-02-21,66,49.0,,0.49,32.339999999999996
2020-02-22,56,49.0,,0.49,27.439999999999998
2020-02-23,47,49.0,,0.49,23.03
2020-02-24,86,49.0,,0.49,42.14
2020-02-25,89,49.0,,0.49,43.61
2020-02-26,71,49.0,,0.49,34.79
2020-02-27,76,49.0,,0.49,37.24
2020-02-28,80,49.0,,0.49,39.2
2020-02-29,48,49.0,,0.49,23.52
2020-03-01,65,38.0,False,0.38,24.7
2020-03-02,89,38.0,,0.38,33.82
2020-03-03,89,38.0,,0.38,33.82
2020-03-04,71,38.0,,0.38,26.98
2020-03-05,75,38.0,,0.38,28.5
2020-03-06,58,38.0,,0.38,22.04
2020-03-07,51,38.0,,0.38,19.38
2020-03-08,46,38.0,,0.38,17.48
2020-03-09,61,38.0,,0.38,23.18
2020-03-10,46,38.0,,0.38,17.48
2020-03-11,58,38.0,,0.38,22.04
2020-03-12,100,38.0,,0.38,38.0
2020-03-13,56,38.0,,0.38,21.28
2020-03-14,39,38.0,,0.38,14.82
2020-03-15,34,38.0,,0.38,12.92
2020-03-16,53,38.0,,0.38,20.14
2020-03-17,64,38.0,,0.38,24.32
2020-03-18,50,38.0,,0.38,19.0
2020-03-19,57,38.0,,0.38,21.66
2020-03-20,50,38.0,,0.38,19.0
2020-03-21,38,38.0,,0.38,14.44
2020-03-22,43,38.0,,0.38,16.34
2020-03-23,63,38.0,,0.38,23.94
2020-03-24,56,38.0,,0.38,21.28
2020-03-25,56,38.0,,0.38,21.28
2020-03-26,63,38.0,,0.38,23.94
2020-03-27,58,38.0,,0.38,22.04
2020-03-28,38,38.0,,0.38,14.44
2020-03-29,40,38.0,,0.38,15.2
2020-03-30,52,38.0,,0.38,19.76
2020-03-31,52,38.0,,0.38,19.76
2020-04-01,80,35.0,False,0.35,28.0
2020-04-02,89,35.0,,0.35,31.15
2020-04-03,79,35.0,,0.35,27.65
2020-04-04,54,35.0,,0.35,18.9
2020-04-05,55,35.0,,0.35,19.25
2020-04-06,70,35.0,,0.35,24.5
2020-04-07,85,35.0,,0.35,29.749999999999996
2020-04-08,77,35.0,,0.35,26.95
2020-04-09,81,35.0,,0.35,28.349999999999998
2020-04-10,71,35.0,,0.35,24.849999999999998
2020-04-11,51,35.0,,0.35,17.849999999999998
2020-04-12,47,35.0,,0.35,16.45
2020-04-13,71,35.0,,0.35,24.849999999999998
2020-04-14,75,35.0,,0.35,26.25
2020-04-15,90,35.0,,0.35,31.499999999999996
2020-04-16,78,35.0,,0.35,27.299999999999997
2020-04-17,82,35.0,,0.35,28.7
2020-04-18,64,35.0,,0.35,22.4
2020-04-19,56,35.0,,0.35,19.599999999999998
2020-04-20,70,35.0,,0.35,24.5
2020-04-21,75,35.0,,0.35,26.25
2020-04-22,81,35.0,,0.35,28.349999999999998
2020-04-23,82,35.0,,0.35,28.7
2020-04-24,87,35.0,,0.35,30.45
2020-04-25,64,35.0,,0.35,22.4
2020-04-26,58,35.0,,0.35,20.299999999999997
2020-04-27,86,35.0,,0.35,30.099999999999998
2020-04-28,97,35.0,,0.35,33.949999999999996
2020-04-29,96,35.0,,0.35,33.599999999999994
2020-04-30,100,35.0,,0.35,35.0
2020-05-01,93,33.0,False,0.33,30.69
2020-05-02,69,33.0,,0.33,22.77
2020-05-03,56,33.0,,0.33,18.48
2020-05-04,100,33.0,,0.33,33.0
2020-05-05,94,33.0,,0.33,31.020000000000003
2020-05-06,94,33.0,,0.33,31.020000000000003
2020-05-07,93,33.0,,0.33,30.69
2020-05-08,93,33.0,,0.33,30.69
2020-05-09,68,33.0,,0.33,22.44
2020-05-10,65,33.0,,0.33,21.45
2020-05-11,100,33.0,,0.33,33.0
2020-05-12,95,33.0,,0.33,31.35
2020-05-13,87,33.0,,0.33,28.71
2020-05-14,90,33.0,,0.33,29.700000000000003
2020-05-15,76,33.0,,0.33,25.080000000000002
2020-05-16,54,33.0,,0.33,17.82
2020-05-17,56,33.0,,0.33,18.48
2020-05-18,77,33.0,,0.33,25.41
2020-05-19,74,33.0,,0.33,24.42
2020-05-20,76,33.0,,0.33,25.080000000000002
2020-05-21,80,33.0,,0.33,26.400000000000002
2020-05-22,70,33.0,,0.33,23.1
2020-05-23,50,33.0,,0.33,16.5
2020-05-24,53,33.0,,0.33,17.490000000000002
2020-05-25,63,33.0,,0.33,20.790000000000003
2020-05-26,83,33.0,,0.33,27.39
2020-05-27,69,33.0,,0.33,22.77
2020-05-28,72,33.0,,0.33,23.76
2020-05-29,73,33.0,,0.33,24.09
2020-05-30,48,33.0,,0.33,15.84
2020-05-31,46,33.0,,0.33,15.180000000000001
2020-06-01,100,31.0,False,0.31,31.0
2020-06-02,95,31.0,,0.31,29.45
2020-06-03,82,31.0,,0.31,25.419999999999998
2020-06-04,82,31.0,,0.31,25.419999999999998
2020-06-05,88,31.0,,0.31,27.28
2020-06-06,60,31.0,,0.31,18.6
2020-06-07,60,31.0,,0.31,18.6
2020-06-08,95,31.0,,0.31,29.45
2020-06-09,91,31.0,,0.31,28.21
2020-06-10,93,31.0,,0.31,28.83
2020-06-11,86,31.0,,0.31,26.66
2020-06-12,78,31.0,,0.31,24.18
2020-06-13,60,31.0,,0.31,18.6
2020-06-14,69,31.0,,0.31,21.39
2020-06-15,90,31.0,,0.31,27.9
2020-06-16,84,31.0,,0.31,26.04
2020-06-17,93,31.0,,0.31,28.83
2020-06-18,82,31.0,,0.31,25.419999999999998
2020-06-19,73,31.0,,0.31,22.63
2020-06-20,54,31.0,,0.31,16.74
2020-06-21,71,31.0,,0.31,22.01
2020-06-22,92,31.0,,0.31,28.52
2020-06-23,98,31.0,,0.31,30.38
2020-06-24,80,31.0,,0.31,24.8
2020-06-25,85,31.0,,0.31,26.35
2020-06-26,81,31.0,,0.31,25.11
2020-06-27,54,31.0,,0.31,16.74
2020-06-28,58,31.0,,0.31,17.98
2020-06-29,72,31.0,,0.31,22.32
2020-06-30,82,31.0,,0.31,25.419999999999998
2020-07-01,73,32.0,False,0.32,23.36
2020-07-02,88,32.0,,0.32,28.16
2020-07-03,61,32.0,,0.32,19.52
2020-07-04,60,32.0,,0.32,19.2
2020-07-05,42,32.0,,0.32,13.44
2020-07-06,100,32.0,,0.32,32.0
2020-07-07,84,32.0,,0.32,26.88
2020-07-08,84,32.0,,0.32,26.88
2020-07-09,87,32.0,,0.32,27.84
2020-07-10,88,32.0,,0.32,28.16
2020-07-11,65,32.0,,0.32,20.8
2020-07-12,58,32.0,,0.32,18.56
2020-07-13,88,32.0,,0.32,28.16
2020-07-14,73,32.0,,0.32,23.36
2020-07-15,78,32.0,,0.32,24.96
2020-07-16,76,32.0,,0.32,24.32
2020-07-17,79,32.0,,0.32,25.28
2020-07-18,64,32.0,,0.32,20.48
2020-07-19,60,32.0,,0.32,19.2
2020-07-20,84,32.0,,0.32,26.88
2020-07-21,87,32.0,,0.32,27.84
2020-07-22,86,32.0,,0.32,27.52
2020-07-23,89,32.0,,0.32,28.48
2020-07-24,81,32.0,,0.32,25.92
2020-07-25,61,32.0,,0.32,19.52
2020-07-26,49,32.0,,0.32,15.68
2020-07-27,90,32.0,,0.32,28.8
2020-07-28,94,32.0,,0.32,30.080000000000002
2020-07-29,92,32.0,,0.32,29.44
2020-07-30,76,32.0,,0.32,24.32
2020-07-31,72,32.0,,0.32,23.04
2020-08-01,26,51.0,False,0.51,13.26
2020-08-02,29,51.0,,0.51,14.790000000000001
2020-08-03,41,51.0,,0.51,20.91
2020-08-04,41,51.0,,0.51,20.91
2020-08-05,45,51.0,,0.51,22.95
2020-08-06,43,51.0,,0.51,21.93
2020-08-07,46,51.0,,0.51,23.46
2020-08-08,26,51.0,,0.51,13.26
2020-08-09,27,51.0,,0.51,13.77
2020-08-10,50,51.0,,0.51,25.5
2020-08-11,54,51.0,,0.51,27.54
2020-08-12,47,51.0,,0.51,23.97
2020-08-13,48,51.0,,0.51,24.48
2020-08-14,50,51.0,,0.51,25.5
2020-08-15,47,51.0,,0.51,23.97
2020-08-16,46,51.0,,0.51,23.46
2020-08-17,64,51.0,,0.51,32.64
2020-08-18,65,51.0,,0.51,33.15
2020-08-19,61,51.0,,0.51,31.11
2020-08-20,71,51.0,,0.51,36.21
2020-08-21,57,51.0,,0.51,29.07
2020-08-22,46,51.0,,0.51,23.46
2020-08-23,42,51.0,,0.51,21.42
2020-08-24,100,51.0,,0.51,51.0
2020-08-25,77,51.0,,0.51,39.27
2020-08-26,69,51.0,,0.51,35.19
2020-08-27,61,51.0,,0.51,31.11
2020-08-28,50,51.0,,0.51,25.5
2020-08-29,29,51.0,,0.51,14.790000000000001
2020-08-30,36,51.0,,0.51,18.36
2020-08-31,57,51.0,,0.51,29.07
2020-09-01,100,44.0,False,0.44,44.0
2020-09-02,96,44.0,,0.44,42.24
2020-09-03,83,44.0,,0.44,36.52
2020-09-04,85,44.0,,0.44,37.4
2020-09-05,81,44.0,,0.44,35.64
2020-09-06,98,44.0,,0.44,43.12
2020-09-07,61,44.0,,0.44,26.84
2020-09-08,79,44.0,,0.44,34.76
2020-09-09,85,44.0,,0.44,37.4
2020-09-10,71,44.0,,0.44,31.24
2020-09-11,73,44.0,,0.44,32.12
2020-09-12,52,44.0,,0.44,22.88
2020-09-13,57,44.0,,0.44,25.080000000000002
2020-09-14,78,44.0,,0.44,34.32
2020-09-15,76,44.0,,0.44,33.44
2020-09-16,84,44.0,,0.44,36.96
2020-09-17,71,44.0,,0.44,31.24
2020-09-18,68,44.0,,0.44,29.92
2020-09-19,93,44.0,,0.44,40.92
2020-09-20,87,44.0,,0.44,38.28
2020-09-21,72,44.0,,0.44,31.68
2020-09-22,69,44.0,,0.44,30.36
2020-09-23,77,44.0,,0.44,33.88
2020-09-24,69,44.0,,0.44,30.36
2020-09-25,60,44.0,,0.44,26.4
2020-09-26,60,44.0,,0.44,26.4
2020-09-27,50,44.0,,0.44,22.0
2020-09-28,87,44.0,,0.44,38.28
2020-09-29,63,44.0,,0.44,27.72
2020-09-30,72,44.0,,0.44,31.68
2020-10-01,93,40.0,False,0.4,37.2
2020-10-02,73,40.0,,0.4,29.200000000000003
2020-10-03,67,40.0,,0.4,26.8
2020-10-04,96,40.0,,0.4,38.400000000000006
2020-10-05,80,40.0,,0.4,32.0
2020-10-06,84,40.0,,0.4,33.6
2020-10-07,71,40.0,,0.4,28.400000000000002
2020-10-08,81,40.0,,0.4,32.4
2020-10-09,71,40.0,,0.4,28.400000000000002
2020-10-10,66,40.0,,0.4,26.400000000000002
2020-10-11,78,40.0,,0.4,31.200000000000003
2020-10-12,77,40.0,,0.4,30.8
2020-10-13,93,40.0,,0.4,37.2
2020-10-14,77,40.0,,0.4,30.8
2020-10-15,76,40.0,,0.4,30.400000000000002
2020-10-16,74,40.0,,0.4,29.6
2020-10-17,67,40.0,,0.4,26.8
2020-10-18,59,40.0,,0.4,23.6
2020-10-19,100,40.0,,0.4,40.0
2020-10-20,71,40.0,,0.4,28.400000000000002
2020-10-21,86,40.0,,0.4,34.4
2020-10-22,78,40.0,,0.4,31.200000000000003
2020-10-23,84,40.0,,0.4,33.6
2020-10-24,69,40.0,,0.4,27.6
2020-10-25,49,40.0,,0.4,19.6
2020-10-26,83,40.0,,0.4,33.2
2020-10-27,78,40.0,,0.4,31.200000000000003
2020-10-28,71,40.0,,0.4,28.400000000000002
2020-10-29,84,40.0,,0.4,33.6
2020-10-30,79,40.0,,0.4,31.6
2020-10-31,56,40.0,,0.4,22.400000000000002
2020-11-01,61,34.0,False,0.34,20.740000000000002
2020-11-02,93,34.0,,0.34,31.62
2020-11-03,96,34.0,,0.34,32.64
2020-11-04,56,34.0,,0.34,19.040000000000003
2020-11-05,73,34.0,,0.34,24.82
2020-11-06,67,34.0,,0.34,22.78
2020-11-07,55,34.0,,0.34,18.700000000000003
2020-11-08,57,34.0,,0.34,19.380000000000003
2020-11-09,90,34.0,,0.34,30.6
2020-11-10,98,34.0,,0.34,33.32
2020-11-11,100,34.0,,0.34,34.0
2020-11-12,94,34.0,,0.34,31.96
2020-11-13,92,34.0,,0.34,31.28
2020-11-14,68,34.0,,0.34,23.12
2020-11-15,64,34.0,,0.34,21.76
2020-11-16,98,34.0,,0.34,33.32
2020-11-17,92,34.0,,0.34,31.28
2020-11-18,96,34.0,,0.34,32.64
2020-11-19,94,34.0,,0.34,31.96
2020-11-20,88,34.0,,0.34,29.92
2020-11-21,93,34.0,,0.34,31.62
2020-11-22,75,34.0,,0.34,25.500000000000004
2020-11-23,78,34.0,,0.34,26.520000000000003
2020-11-24,95,34.0,,0.34,32.300000000000004
2020-11-25,73,34.0,,0.34,24.82
2020-11-26,40,34.0,,0.34,13.600000000000001
2020-11-27,44,34.0,,0.34,14.96
2020-11-28,65,34.0,,0.34,22.1
2020-11-29,68,34.0,,0.34,23.12
2020-11-30,99,34.0,,0.34,33.660000000000004
2020-12-01,85,31.0,False,0.31,26.35
2020-12-02,84,31.0,,0.31,26.04
2020-12-03,90,31.0,,0.31,27.9
2020-12-04,75,31.0,,0.31,23.25
2020-12-05,53,31.0,,0.31,16.43
2020-12-06,50,31.0,,0.31,15.5
2020-12-07,82,31.0,,0.31,25.419999999999998
2020-12-08,85,31.0,,0.31,26.35
2020-12-09,83,31.0,,0.31,25.73
2020-12-10,73,31.0,,0.31,22.63
2020-12-11,100,31.0,,0.31,31.0
2020-12-12,70,31.0,,0.31,21.7
2020-12-13,46,31.0,,0.31,14.26
2020-12-14,83,31.0,,0.31,25.73
2020-12-15,78,31.0,,0.31,24.18
2020-12-16,77,31.0,,0.31,23.87
2020-12-17,66,31.0,,0.31,20.46
2020-12-18,55,31.0,,0.31,17.05
2020-12-19,40,31.0,,0.31,12.4
2020-12-20,42,31.0,,0.31,13.02
2020-12-21,63,31.0,,0.31,19.53
2020-12-22,73,31.0,,0.31,22.63
2020-12-23,44,31.0,,0.31,13.64
2020-12-24,26,31.0,,0.31,8.06
2020-12-25,31,31.0,,0.31,9.61
2020-12-26,36,31.0,,0.31,11.16
2020-12-27,29,31.0,,0.31,8.99
2020-12-28,40,31.0,,0.31,12.4
2020-12-29,33,31.0,,0.31,10.23
2020-12-30,54,31.0,,0.31,16.74
2020-12-31,42,31.0,,0.31,13.02
2021-01-01,24,35.0,False,0.35,8.399999999999999
2021-01-02,28,35.0,,0.35,9.799999999999999
2021-01-03,32,35.0,,0.35,11.2
2021-01-04,56,35.0,,0.35,19.599999999999998
2021-01-05,59,35.0,,0.35,20.65
2021-01-06,57,35.0,,0.35,19.95
2021-01-07,64,35.0,,0.35,22.4
2021-01-08,57,35.0,,0.35,19.95
2021-01-09,46,35.0,,0.35,16.099999999999998
2021-01-10,45,35.0,,0.35,15.749999999999998
2021-01-11,100,35.0,,0.35,35.0
2021-01-12,98,35.0,,0.35,34.3
2021-01-13,75,35.0,,0.35,26.25
2021-01-14,78,35.0,,0.35,27.299999999999997
2021-01-15,65,35.0,,0.35,22.75
2021-01-16,35,35.0,,0.35,12.25
2021-01-17,40,35.0,,0.35,14.0
2021-01-18,51,35.0,,0.35,17.849999999999998
2021-01-19,64,35.0,,0.35,22.4
2021-01-20,72,35.0,,0.35,25.2
2021-01-21,56,35.0,,0.35,19.599999999999998
2021-01-22,57,35.0,,0.35,19.95
2021-01-23,35,35.0,,0.35,12.25
2021-01-24,38,35.0,,0.35,13.299999999999999
2021-01-25,59,35.0,,0.35,20.65
2021-01-26,66,35.0,,0.35,23.099999999999998
2021-01-27,72,35.0,,0.35,25.2
2021-01-28,51,35.0,,0.35,17.849999999999998
2021-01-29,52,35.0,,0.35,18.2
2021-01-30,42,35.0,,0.35,14.7
2021-01-31,40,35.0,,0.35,14.0
2021-02-01,93,34.0,False,0.34,31.62
2021-02-02,95,34.0,,0.34,32.300000000000004
2021-02-03,100,34.0,,0.34,34.0
2021-02-04,92,34.0,,0.34,31.28
2021-02-05,92,34.0,,0.34,31.28
2021-02-06,72,34.0,,0.34,24.48
2021-02-07,64,34.0,,0.34,21.76
2021-02-08,96,34.0,,0.34,32.64
2021-02-09,97,34.0,,0.34,32.980000000000004
2021-02-10,93,34.0,,0.34,31.62
2021-02-11,81,34.0,,0.34,27.540000000000003
2021-02-12,79,34.0,,0.34,26.860000000000003
2021-02-13,53,34.0,,0.34,18.02
2021-02-14,65,34.0,,0.34,22.1
2021-02-15,55,34.0,,0.34,18.700000000000003
2021-02-16,84,34.0,,0.34,28.560000000000002
2021-02-17,61,34.0,,0.34,20.740000000000002
2021-02-18,66,34.0,,0.34,22.44
2021-02-19,54,34.0,,0.34,18.360000000000003
2021-02-20,63,34.0,,0.34,21.42
2021-02-21,63,34.0,,0.34,21.42
2021-02-22,99,34.0,,0.34,33.660000000000004
2021-02-23,95,34.0,,0.34,32.300000000000004
2021-02-24,89,34.0,,0.34,30.26
2021-02-25,98,34.0,,0.34,33.32
2021-02-26,77,34.0,,0.34,26.180000000000003
2021-02-27,67,34.0,,0.34,22.78
2021-02-28,63,34.0,,0.34,21.42
2021-03-01,36,42.0,False,0.42,15.12
2021-03-02,35,42.0,,0.42,14.7
2021-03-03,39,42.0,,0.42,16.38
2021-03-04,33,42.0,,0.42,13.86
2021-03-05,33,42.0,,0.42,13.86
2021-03-06,30,42.0,,0.42,12.6
2021-03-07,24,42.0,,0.42,10.08
2021-03-08,34,42.0,,0.42,14.28
2021-03-09,33,42.0,,0.42,13.86
2021-03-10,34,42.0,,0.42,14.28
2021-03-11,35,42.0,,0.42,14.7
2021-03-12,39,42.0,,0.42,16.38
2021-03-13,31,42.0,,0.42,13.02
2021-03-14,38,42.0,,0.42,15.959999999999999
2021-03-15,41,42.0,,0.42,17.22
2021-03-16,39,42.0,,0.42,16.38
2021-03-17,38,42.0,,0.42,15.959999999999999
2021-03-18,32,42.0,,0.42,13.44
2021-03-19,38,42.0,,0.42,15.959999999999999
2021-03-20,100,42.0,,0.42,42.0
2021-03-21,57,42.0,,0.42,23.939999999999998
2021-03-22,94,42.0,,0.42,39.48
2021-03-23,41,42.0,,0.42,17.22
2021-03-24,38,42.0,,0.42,15.959999999999999
2021-03-25,40,42.0,,0.42,16.8
2021-03-26,35,42.0,,0.42,14.7
2021-03-27,30,42.0,,0.42,12.6
2021-03-28,24,42.0,,0.42,10.08
2021-03-29,43,42.0,,0.42,18.06
2021-03-30,36,42.0,,0.42,15.12
2021-03-31,30,42.0,,0.42,12.6
2021-04-01,79,37.0,False,0.37,29.23
2021-04-02,55,37.0,,0.37,20.35
2021-04-03,42,37.0,,0.37,15.54
2021-04-04,35,37.0,,0.37,12.95
2021-04-05,76,37.0,,0.37,28.12
2021-04-06,70,37.0,,0.37,25.9
2021-04-07,78,37.0,,0.37,28.86
2021-04-08,87,37.0,,0.37,32.19
2021-04-09,64,37.0,,0.37,23.68
2021-04-10,42,37.0,,0.37,15.54
2021-04-11,46,37.0,,0.37,17.02
2021-04-12,66,37.0,,0.37,24.419999999999998
2021-04-13,79,37.0,,0.37,29.23
2021-04-14,87,37.0,,0.37,32.19
2021-04-15,83,37.0,,0.37,30.71
2021-04-16,82,37.0,,0.37,30.34
2021-04-17,58,37.0,,0.37,21.46
2021-04-18,52,37.0,,0.37,19.24
2021-04-19,86,37.0,,0.37,31.82
2021-04-20,78,37.0,,0.37,28.86
2021-04-21,67,37.0,,0.37,24.79
2021-04-22,70,37.0,,0.37,25.9
2021-04-23,62,37.0,,0.37,22.94
