date,MTCH_unscaled,MTCH_monthly,isPartial,scale,MTCH
2019-09-01,6,45.0,False,0.45,2.7
2019-09-02,11,45.0,,0.45,4.95
2019-09-03,24,45.0,,0.45,10.8
2019-09-04,19,45.0,,0.45,8.55
2019-09-05,100,45.0,,0.45,45.0
2019-09-06,71,45.0,,0.45,31.95
2019-09-07,11,45.0,,0.45,4.95
2019-09-08,11,45.0,,0.45,4.95
2019-09-09,47,45.0,,0.45,21.150000000000002
2019-09-10,43,45.0,,0.45,19.35
2019-09-11,29,45.0,,0.45,13.05
2019-09-12,57,45.0,,0.45,25.650000000000002
2019-09-13,53,45.0,,0.45,23.85
2019-09-14,23,45.0,,0.45,10.35
2019-09-15,11,45.0,,0.45,4.95
2019-09-16,19,45.0,,0.45,8.55
2019-09-17,33,45.0,,0.45,14.85
2019-09-18,9,45.0,,0.45,4.05
2019-09-19,24,45.0,,0.45,10.8
2019-09-20,48,45.0,,0.45,21.6
2019-09-21,11,45.0,,0.45,4.95
2019-09-22,11,45.0,,0.45,4.95
2019-09-23,28,45.0,,0.45,12.6
2019-09-24,48,45.0,,0.45,21.6
2019-09-25,63,45.0,,0.45,28.35
2019-09-26,24,45.0,,0.45,10.8
2019-09-27,30,45.0,,0.45,13.5
2019-09-28,24,45.0,,0.45,10.8
2019-09-29,6,45.0,,0.45,2.7
2019-09-30,10,45.0,,0.45,4.5
2019-10-01,49,31.0,False,0.31,15.19
2019-10-02,49,31.0,,0.31,15.19
2019-10-03,69,31.0,,0.31,21.39
2019-10-04,20,31.0,,0.31,6.2
2019-10-05,12,31.0,,0.31,3.7199999999999998
2019-10-06,12,31.0,,0.31,3.7199999999999998
2019-10-07,60,31.0,,0.31,18.6
2019-10-08,100,31.0,,0.31,31.0
2019-10-09,61,31.0,,0.31,18.91
2019-10-10,40,31.0,,0.31,12.4
2019-10-11,92,31.0,,0.31,28.52
2019-10-12,25,31.0,,0.31,7.75
2019-10-13,23,31.0,,0.31,7.13
2019-10-14,71,31.0,,0.31,22.01
2019-10-15,30,31.0,,0.31,9.3
2019-10-16,50,31.0,,0.31,15.5
2019-10-17,20,31.0,,0.31,6.2
2019-10-18,30,31.0,,0.31,9.3
2019-10-19,12,31.0,,0.31,3.7199999999999998
2019-10-20,58,31.0,,0.31,17.98
2019-10-21,29,31.0,,0.31,8.99
2019-10-22,38,31.0,,0.31,11.78
2019-10-23,20,31.0,,0.31,6.2
2019-10-24,39,31.0,,0.31,12.09
2019-10-25,61,31.0,,0.31,18.91
2019-10-26,24,31.0,,0.31,7.4399999999999995
2019-10-27,23,31.0,,0.31,7.13
2019-10-28,77,31.0,,0.31,23.87
2019-10-29,19,31.0,,0.31,5.89
2019-10-30,39,31.0,,0.31,12.09
2019-10-31,80,31.0,,0.31,24.8
2019-11-01,7,50.0,False,0.5,3.5
2019-11-02,3,50.0,,0.5,1.5
2019-11-03,3,50.0,,0.5,1.5
2019-11-04,9,50.0,,0.5,4.5
2019-11-05,100,50.0,,0.5,50.0
2019-11-06,96,50.0,,0.5,48.0
2019-11-07,30,50.0,,0.5,15.0
2019-11-08,14,50.0,,0.5,7.0
2019-11-09,3,50.0,,0.5,1.5
2019-11-10,5,50.0,,0.5,2.5
2019-11-11,21,50.0,,0.5,10.5
2019-11-12,22,50.0,,0.5,11.0
2019-11-13,23,50.0,,0.5,11.5
2019-11-14,9,50.0,,0.5,4.5
2019-11-15,9,50.0,,0.5,4.5
2019-11-16,0,50.0,,0.5,0.0
2019-11-17,5,50.0,,0.5,2.5
2019-11-18,9,50.0,,0.5,4.5
2019-11-19,7,50.0,,0.5,3.5
2019-11-20,12,50.0,,0.5,6.0
2019-11-21,7,50.0,,0.5,3.5
2019-11-22,7,50.0,,0.5,3.5
2019-11-23,0,50.0,,0.5,0.0
2019-11-24,3,50.0,,0.5,1.5
2019-11-25,5,50.0,,0.5,2.5
2019-11-26,19,50.0,,0.5,9.5
2019-11-27,10,50.0,,0.5,5.0
2019-11-28,8,50.0,,0.5,4.0
2019-11-29,13,50.0,,0.5,6.5
2019-11-30,8,50.0,,0.5,4.0
2019-12-01,0,26.0,False,0.26,0.0
2019-12-02,28,26.0,,0.26,7.28
2019-12-03,29,26.0,,0.26,7.54
2019-12-04,37,26.0,,0.26,9.620000000000001
2019-12-05,15,26.0,,0.26,3.9000000000000004
2019-12-06,38,26.0,,0.26,9.88
2019-12-07,9,26.0,,0.26,2.34
2019-12-08,0,26.0,,0.26,0.0
2019-12-09,22,26.0,,0.26,5.720000000000001
2019-12-10,38,26.0,,0.26,9.88
2019-12-11,7,26.0,,0.26,1.82
2019-12-12,15,26.0,,0.26,3.9000000000000004
2019-12-13,30,26.0,,0.26,7.800000000000001
2019-12-14,17,26.0,,0.26,4.42
2019-12-15,0,26.0,,0.26,0.0
2019-12-16,37,26.0,,0.26,9.620000000000001
2019-12-17,45,26.0,,0.26,11.700000000000001
2019-12-18,30,26.0,,0.26,7.800000000000001
2019-12-19,100,26.0,,0.26,26.0
2019-12-20,56,26.0,,0.26,14.56
2019-12-21,18,26.0,,0.26,4.68
2019-12-22,9,26.0,,0.26,2.34
2019-12-23,33,26.0,,0.26,8.58
2019-12-24,9,26.0,,0.26,2.34
2019-12-25,10,26.0,,0.26,2.6
2019-12-26,26,26.0,,0.26,6.76
2019-12-27,49,26.0,,0.26,12.74
2019-12-28,35,26.0,,0.26,9.1
2019-12-29,26,26.0,,0.26,6.76
2019-12-30,73,26.0,,0.26,18.98
2019-12-31,25,26.0,,0.26,6.5
2020-01-01,11,35.0,False,0.35,3.8499999999999996
2020-01-02,95,35.0,,0.35,33.25
2020-01-03,37,35.0,,0.35,12.95
2020-01-04,31,35.0,,0.35,10.85
2020-01-05,42,35.0,,0.35,14.7
2020-01-06,64,35.0,,0.35,22.4
2020-01-07,46,35.0,,0.35,16.099999999999998
2020-01-08,27,35.0,,0.35,9.45
2020-01-09,46,35.0,,0.35,16.099999999999998
2020-01-10,45,35.0,,0.35,15.749999999999998
2020-01-11,21,35.0,,0.35,7.35
2020-01-12,20,35.0,,0.35,7.0
2020-01-13,100,35.0,,0.35,35.0
2020-01-14,63,35.0,,0.35,22.049999999999997
2020-01-15,70,35.0,,0.35,24.5
2020-01-16,44,35.0,,0.35,15.399999999999999
2020-01-17,54,35.0,,0.35,18.9
2020-01-18,0,35.0,,0.35,0.0
2020-01-19,10,35.0,,0.35,3.5
2020-01-20,19,35.0,,0.35,6.6499999999999995
2020-01-21,62,35.0,,0.35,21.7
2020-01-22,63,35.0,,0.35,22.049999999999997
2020-01-23,9,35.0,,0.35,3.15
2020-01-24,18,35.0,,0.35,6.3
2020-01-25,21,35.0,,0.35,7.35
2020-01-26,19,35.0,,0.35,6.6499999999999995
2020-01-27,43,35.0,,0.35,15.049999999999999
2020-01-28,97,35.0,,0.35,33.949999999999996
2020-01-29,72,35.0,,0.35,25.2
2020-01-30,54,35.0,,0.35,18.9
2020-01-31,73,35.0,,0.35,25.549999999999997
2020-02-01,15,43.0,False,0.43,6.45
2020-02-02,0,43.0,,0.43,0.0
2020-02-03,12,43.0,,0.43,5.16
2020-02-04,100,43.0,,0.43,43.0
2020-02-05,94,43.0,,0.43,40.42
2020-02-06,44,43.0,,0.43,18.919999999999998
2020-02-07,9,43.0,,0.43,3.87
2020-02-08,21,43.0,,0.43,9.03
2020-02-09,10,43.0,,0.43,4.3
2020-02-10,26,43.0,,0.43,11.18
2020-02-11,47,43.0,,0.43,20.21
2020-02-12,48,43.0,,0.43,20.64
2020-02-13,30,43.0,,0.43,12.9
2020-02-14,23,43.0,,0.43,9.89
2020-02-15,10,43.0,,0.43,4.3
2020-02-16,10,43.0,,0.43,4.3
2020-02-17,0,43.0,,0.43,0.0
2020-02-18,34,43.0,,0.43,14.62
2020-02-19,17,43.0,,0.43,7.31
2020-02-20,46,43.0,,0.43,19.78
2020-02-21,26,43.0,,0.43,11.18
2020-02-22,10,43.0,,0.43,4.3
2020-02-23,10,43.0,,0.43,4.3
2020-02-24,21,43.0,,0.43,9.03
2020-02-25,34,43.0,,0.43,14.62
2020-02-26,21,43.0,,0.43,9.03
2020-02-27,37,43.0,,0.43,15.91
2020-02-28,17,43.0,,0.43,7.31
2020-02-29,25,43.0,,0.43,10.75
2020-03-01,28,38.0,False,0.38,10.64
2020-03-02,54,38.0,,0.38,20.52
2020-03-03,54,38.0,,0.38,20.52
2020-03-04,89,38.0,,0.38,33.82
2020-03-05,70,38.0,,0.38,26.6
2020-03-06,31,38.0,,0.38,11.78
2020-03-07,37,38.0,,0.38,14.06
2020-03-08,9,38.0,,0.38,3.42
2020-03-09,46,38.0,,0.38,17.48
2020-03-10,53,38.0,,0.38,20.14
2020-03-11,53,38.0,,0.38,20.14
2020-03-12,44,38.0,,0.38,16.72
2020-03-13,46,38.0,,0.38,17.48
2020-03-14,19,38.0,,0.38,7.22
2020-03-15,27,38.0,,0.38,10.26
2020-03-16,77,38.0,,0.38,29.26
2020-03-17,30,38.0,,0.38,11.4
2020-03-18,39,38.0,,0.38,14.82
2020-03-19,46,38.0,,0.38,17.48
2020-03-20,23,38.0,,0.38,8.74
2020-03-21,34,38.0,,0.38,12.92
2020-03-22,26,38.0,,0.38,9.88
2020-03-23,50,38.0,,0.38,19.0
2020-03-24,69,38.0,,0.38,26.22
2020-03-25,54,38.0,,0.38,20.52
2020-03-26,100,38.0,,0.38,38.0
2020-03-27,29,38.0,,0.38,11.02
2020-03-28,33,38.0,,0.38,12.540000000000001
2020-03-29,59,38.0,,0.38,22.42
2020-03-30,22,38.0,,0.38,8.36
2020-03-31,79,38.0,,0.38,30.02
2020-04-01,44,36.0,False,0.36,15.84
2020-04-02,30,36.0,,0.36,10.799999999999999
2020-04-03,52,36.0,,0.36,18.72
2020-04-04,26,36.0,,0.36,9.36
2020-04-05,35,36.0,,0.36,12.6
2020-04-06,52,36.0,,0.36,18.72
2020-04-07,67,36.0,,0.36,24.119999999999997
2020-04-08,53,36.0,,0.36,19.08
2020-04-09,38,36.0,,0.36,13.68
2020-04-10,8,36.0,,0.36,2.88
2020-04-11,0,36.0,,0.36,0.0
2020-04-12,17,36.0,,0.36,6.12
2020-04-13,22,36.0,,0.36,7.92
2020-04-14,37,36.0,,0.36,13.32
2020-04-15,43,36.0,,0.36,15.479999999999999
2020-04-16,72,36.0,,0.36,25.919999999999998
2020-04-17,72,36.0,,0.36,25.919999999999998
2020-04-18,17,36.0,,0.36,6.12
2020-04-19,59,36.0,,0.36,21.24
2020-04-20,50,36.0,,0.36,18.0
2020-04-21,66,36.0,,0.36,23.759999999999998
2020-04-22,74,36.0,,0.36,26.64
2020-04-23,36,36.0,,0.36,12.959999999999999
2020-04-24,100,36.0,,0.36,36.0
2020-04-25,33,36.0,,0.36,11.879999999999999
2020-04-26,25,36.0,,0.36,9.0
2020-04-27,67,36.0,,0.36,24.119999999999997
2020-04-28,66,36.0,,0.36,23.759999999999998
2020-04-29,64,36.0,,0.36,23.04
2020-04-30,50,36.0,,0.36,18.0
2020-05-01,11,45.0,False,0.45,4.95
2020-05-02,3,45.0,,0.45,1.35
2020-05-03,7,45.0,,0.45,3.15
2020-05-04,28,45.0,,0.45,12.6
2020-05-05,100,45.0,,0.45,45.0
2020-05-06,67,45.0,,0.45,30.150000000000002
2020-05-07,31,45.0,,0.45,13.950000000000001
2020-05-08,25,45.0,,0.45,11.25
2020-05-09,3,45.0,,0.45,1.35
2020-05-10,17,45.0,,0.45,7.65
2020-05-11,28,45.0,,0.45,12.6
2020-05-12,17,45.0,,0.45,7.65
2020-05-13,11,45.0,,0.45,4.95
2020-05-14,17,45.0,,0.45,7.65
2020-05-15,20,45.0,,0.45,9.0
2020-05-16,3,45.0,,0.45,1.35
2020-05-17,6,45.0,,0.45,2.7
2020-05-18,23,45.0,,0.45,10.35
2020-05-19,20,45.0,,0.45,9.0
2020-05-20,28,45.0,,0.45,12.6
2020-05-21,17,45.0,,0.45,7.65
2020-05-22,23,45.0,,0.45,10.35
2020-05-23,7,45.0,,0.45,3.15
2020-05-24,7,45.0,,0.45,3.15
2020-05-25,10,45.0,,0.45,4.5
2020-05-26,18,45.0,,0.45,8.1
2020-05-27,9,45.0,,0.45,4.05
2020-05-28,26,45.0,,0.45,11.700000000000001
2020-05-29,21,45.0,,0.45,9.450000000000001
2020-05-30,20,45.0,,0.45,9.0
2020-05-31,20,45.0,,0.45,9.0
2020-06-01,44,46.0,False,0.46,20.240000000000002
2020-06-02,81,46.0,,0.46,37.260000000000005
2020-06-03,47,46.0,,0.46,21.62
2020-06-04,58,46.0,,0.46,26.68
2020-06-05,36,46.0,,0.46,16.560000000000002
2020-06-06,21,46.0,,0.46,9.66
2020-06-07,15,46.0,,0.46,6.9
2020-06-08,81,46.0,,0.46,37.260000000000005
2020-06-09,100,46.0,,0.46,46.0
2020-06-10,43,46.0,,0.46,19.78
2020-06-11,49,46.0,,0.46,22.540000000000003
2020-06-12,32,46.0,,0.46,14.72
2020-06-13,15,46.0,,0.46,6.9
2020-06-14,22,46.0,,0.46,10.120000000000001
2020-06-15,19,46.0,,0.46,8.74
2020-06-16,43,46.0,,0.46,19.78
2020-06-17,38,46.0,,0.46,17.48
2020-06-18,45,46.0,,0.46,20.7
2020-06-19,72,46.0,,0.46,33.120000000000005
2020-06-20,22,46.0,,0.46,10.120000000000001
2020-06-21,15,46.0,,0.46,6.9
2020-06-22,65,46.0,,0.46,29.900000000000002
2020-06-23,58,46.0,,0.46,26.68
2020-06-24,76,46.0,,0.46,34.96
2020-06-25,51,46.0,,0.46,23.46
2020-06-26,40,46.0,,0.46,18.400000000000002
2020-06-27,22,46.0,,0.46,10.120000000000001
2020-06-28,15,46.0,,0.46,6.9
2020-06-29,58,46.0,,0.46,26.68
2020-06-30,66,46.0,,0.46,30.360000000000003
2020-07-01,100,61.0,False,0.61,61.0
2020-07-02,47,61.0,,0.61,28.669999999999998
2020-07-03,20,61.0,,0.61,12.2
2020-07-04,10,61.0,,0.61,6.1
2020-07-05,10,61.0,,0.61,6.1
2020-07-06,39,61.0,,0.61,23.79
2020-07-07,24,61.0,,0.61,14.64
2020-07-08,24,61.0,,0.61,14.64
2020-07-09,37,61.0,,0.61,22.57
2020-07-10,52,61.0,,0.61,31.72
2020-07-11,12,61.0,,0.61,7.32
2020-07-12,12,61.0,,0.61,7.32
2020-07-13,29,61.0,,0.61,17.69
2020-07-14,26,61.0,,0.61,15.86
2020-07-15,5,61.0,,0.61,3.05
2020-07-16,21,61.0,,0.61,12.81
2020-07-17,14,61.0,,0.61,8.54
2020-07-18,3,61.0,,0.61,1.83
2020-07-19,9,61.0,,0.61,5.49
2020-07-20,11,61.0,,0.61,6.71
2020-07-21,32,61.0,,0.61,19.52
2020-07-22,11,61.0,,0.61,6.71
2020-07-23,24,61.0,,0.61,14.64
2020-07-24,3,61.0,,0.61,1.83
2020-07-25,6,61.0,,0.61,3.66
2020-07-26,16,61.0,,0.61,9.76
2020-07-27,30,61.0,,0.61,18.3
2020-07-28,41,61.0,,0.61,25.009999999999998
2020-07-29,24,61.0,,0.61,14.64
2020-07-30,21,61.0,,0.61,12.81
2020-07-31,39,61.0,,0.61,23.79
2020-08-01,0,56.0,False,0.56,0.0
2020-08-02,12,56.0,,0.56,6.720000000000001
2020-08-03,26,56.0,,0.56,14.560000000000002
2020-08-04,60,56.0,,0.56,33.6
2020-08-05,100,56.0,,0.56,56.00000000000001
2020-08-06,49,56.0,,0.56,27.44
2020-08-07,40,56.0,,0.56,22.400000000000002
2020-08-08,12,56.0,,0.56,6.720000000000001
2020-08-09,9,56.0,,0.56,5.040000000000001
2020-08-10,15,56.0,,0.56,8.4
2020-08-11,18,56.0,,0.56,10.080000000000002
2020-08-12,10,56.0,,0.56,5.6000000000000005
2020-08-13,13,56.0,,0.56,7.280000000000001
2020-08-14,31,56.0,,0.56,17.360000000000003
2020-08-15,12,56.0,,0.56,6.720000000000001
2020-08-16,6,56.0,,0.56,3.3600000000000003
2020-08-17,28,56.0,,0.56,15.680000000000001
2020-08-18,25,56.0,,0.56,14.000000000000002
2020-08-19,12,56.0,,0.56,6.720000000000001
2020-08-20,20,56.0,,0.56,11.200000000000001
2020-08-21,20,56.0,,0.56,11.200000000000001
2020-08-22,12,56.0,,0.56,6.720000000000001
2020-08-23,35,56.0,,0.56,19.6
2020-08-24,17,56.0,,0.56,9.520000000000001
2020-08-25,19,56.0,,0.56,10.64
2020-08-26,22,56.0,,0.56,12.32
2020-08-27,16,56.0,,0.56,8.96
2020-08-28,12,56.0,,0.56,6.720000000000001
2020-08-29,6,56.0,,0.56,3.3600000000000003
2020-08-30,3,56.0,,0.56,1.6800000000000002
2020-08-31,9,56.0,,0.56,5.040000000000001
2020-09-01,37,32.0,False,0.32,11.84
2020-09-02,92,32.0,,0.32,29.44
2020-09-03,100,32.0,,0.32,32.0
2020-09-04,87,32.0,,0.32,27.84
2020-09-05,23,32.0,,0.32,7.36
2020-09-06,46,32.0,,0.32,14.72
2020-09-07,44,32.0,,0.32,14.08
2020-09-08,55,32.0,,0.32,17.6
2020-09-09,83,32.0,,0.32,26.560000000000002
2020-09-10,53,32.0,,0.32,16.96
2020-09-11,28,32.0,,0.32,8.96
2020-09-12,22,32.0,,0.32,7.04
2020-09-13,22,32.0,,0.32,7.04
2020-09-14,83,32.0,,0.32,26.560000000000002
2020-09-15,36,32.0,,0.32,11.52
2020-09-16,83,32.0,,0.32,26.560000000000002
2020-09-17,27,32.0,,0.32,8.64
2020-09-18,28,32.0,,0.32,8.96
2020-09-19,56,32.0,,0.32,17.92
2020-09-20,33,32.0,,0.32,10.56
2020-09-21,63,32.0,,0.32,20.16
2020-09-22,36,32.0,,0.32,11.52
2020-09-23,28,32.0,,0.32,8.96
2020-09-24,63,32.0,,0.32,20.16
2020-09-25,41,32.0,,0.32,13.120000000000001
2020-09-26,24,32.0,,0.32,7.68
2020-09-27,23,32.0,,0.32,7.36
2020-09-28,50,32.0,,0.32,16.0
2020-09-29,79,32.0,,0.32,25.28
2020-09-30,10,32.0,,0.32,3.2
2020-10-01,53,36.0,False,0.36,19.08
2020-10-02,72,36.0,,0.36,25.919999999999998
2020-10-03,21,36.0,,0.36,7.56
2020-10-04,31,36.0,,0.36,11.16
2020-10-05,89,36.0,,0.36,32.04
2020-10-06,44,36.0,,0.36,15.84
2020-10-07,54,36.0,,0.36,19.439999999999998
2020-10-08,44,36.0,,0.36,15.84
2020-10-09,51,36.0,,0.36,18.36
2020-10-10,45,36.0,,0.36,16.2
2020-10-11,22,36.0,,0.36,7.92
2020-10-12,40,36.0,,0.36,14.399999999999999
2020-10-13,100,36.0,,0.36,36.0
2020-10-14,20,36.0,,0.36,7.199999999999999
2020-10-15,30,36.0,,0.36,10.799999999999999
2020-10-16,51,36.0,,0.36,18.36
2020-10-17,23,36.0,,0.36,8.28
2020-10-18,11,36.0,,0.36,3.96
2020-10-19,70,36.0,,0.36,25.2
2020-10-20,81,36.0,,0.36,29.16
2020-10-21,51,36.0,,0.36,18.36
2020-10-22,51,36.0,,0.36,18.36
2020-10-23,63,36.0,,0.36,22.68
2020-10-24,23,36.0,,0.36,8.28
2020-10-25,11,36.0,,0.36,3.96
2020-10-26,49,36.0,,0.36,17.64
2020-10-27,91,36.0,,0.36,32.76
2020-10-28,80,36.0,,0.36,28.799999999999997
2020-10-29,30,36.0,,0.36,10.799999999999999
2020-10-30,41,36.0,,0.36,14.76
2020-10-31,12,36.0,,0.36,4.32
2020-11-01,15,37.0,False,0.37,5.55
2020-11-02,26,37.0,,0.37,9.62
2020-11-03,63,37.0,,0.37,23.31
2020-11-04,67,37.0,,0.37,24.79
2020-11-05,70,37.0,,0.37,25.9
2020-11-06,21,37.0,,0.37,7.77
2020-11-07,18,37.0,,0.37,6.66
2020-11-08,7,37.0,,0.37,2.59
2020-11-09,100,37.0,,0.37,37.0
2020-11-10,6,37.0,,0.37,2.2199999999999998
2020-11-11,25,37.0,,0.37,9.25
2020-11-12,49,37.0,,0.37,18.13
2020-11-13,19,37.0,,0.37,7.03
2020-11-14,7,37.0,,0.37,2.59
2020-11-15,7,37.0,,0.37,2.59
2020-11-16,19,37.0,,0.37,7.03
2020-11-17,31,37.0,,0.37,11.47
2020-11-18,52,37.0,,0.37,19.24
2020-11-19,19,37.0,,0.37,7.03
2020-11-20,40,37.0,,0.37,14.8
2020-11-21,22,37.0,,0.37,8.14
2020-11-22,35,37.0,,0.37,12.95
2020-11-23,20,37.0,,0.37,7.4
2020-11-24,33,37.0,,0.37,12.209999999999999
2020-11-25,40,37.0,,0.37,14.8
2020-11-26,7,37.0,,0.37,2.59
2020-11-27,27,37.0,,0.37,9.99
2020-11-28,28,37.0,,0.37,10.36
2020-11-29,0,37.0,,0.37,0.0
2020-11-30,42,37.0,,0.37,15.54
2020-12-01,14,37.0,False,0.37,5.18
2020-12-02,50,37.0,,0.37,18.5
2020-12-03,50,37.0,,0.37,18.5
2020-12-04,51,37.0,,0.37,18.87
2020-12-05,40,37.0,,0.37,14.8
2020-12-06,0,37.0,,0.37,0.0
2020-12-07,36,37.0,,0.37,13.32
2020-12-08,64,37.0,,0.37,23.68
2020-12-09,15,37.0,,0.37,5.55
2020-12-10,100,37.0,,0.37,37.0
2020-12-11,29,37.0,,0.37,10.73
2020-12-12,16,37.0,,0.37,5.92
2020-12-13,16,37.0,,0.37,5.92
2020-12-14,85,37.0,,0.37,31.45
2020-12-15,57,37.0,,0.37,21.09
2020-12-16,22,37.0,,0.37,8.14
2020-12-17,65,37.0,,0.37,24.05
2020-12-18,46,37.0,,0.37,17.02
2020-12-19,58,37.0,,0.37,21.46
2020-12-20,0,37.0,,0.37,0.0
2020-12-21,52,37.0,,0.37,19.24
2020-12-22,46,37.0,,0.37,17.02
2020-12-23,47,37.0,,0.37,17.39
2020-12-24,64,37.0,,0.37,23.68
2020-12-25,9,37.0,,0.37,3.33
2020-12-26,9,37.0,,0.37,3.33
2020-12-27,0,37.0,,0.37,0.0
2020-12-28,15,37.0,,0.37,5.55
2020-12-29,30,37.0,,0.37,11.1
2020-12-30,67,37.0,,0.37,24.79
2020-12-31,22,37.0,,0.37,8.14
2021-01-01,23,45.0,False,0.45,10.35
2021-01-02,30,45.0,,0.45,13.5
2021-01-03,22,45.0,,0.45,9.9
2021-01-04,26,45.0,,0.45,11.700000000000001
2021-01-05,20,45.0,,0.45,9.0
2021-01-06,45,45.0,,0.45,20.25
2021-01-07,72,45.0,,0.45,32.4
2021-01-08,46,45.0,,0.45,20.7
2021-01-09,36,45.0,,0.45,16.2
2021-01-10,14,45.0,,0.45,6.3
2021-01-11,32,45.0,,0.45,14.4
2021-01-12,59,45.0,,0.45,26.55
2021-01-13,54,45.0,,0.45,24.3
2021-01-14,27,45.0,,0.45,12.15
2021-01-15,47,45.0,,0.45,21.150000000000002
2021-01-16,22,45.0,,0.45,9.9
2021-01-17,36,45.0,,0.45,16.2
2021-01-18,35,45.0,,0.45,15.75
2021-01-19,60,45.0,,0.45,27.0
2021-01-20,85,45.0,,0.45,38.25
2021-01-21,66,45.0,,0.45,29.7
2021-01-22,33,45.0,,0.45,14.85
2021-01-23,15,45.0,,0.45,6.75
2021-01-24,22,45.0,,0.45,9.9
2021-01-25,52,45.0,,0.45,23.400000000000002
2021-01-26,33,45.0,,0.45,14.85
2021-01-27,46,45.0,,0.45,20.7
2021-01-28,99,45.0,,0.45,44.550000000000004
2021-01-29,100,45.0,,0.45,45.0
2021-01-30,8,45.0,,0.45,3.6
2021-01-31,37,45.0,,0.45,16.650000000000002
2021-02-01,26,80.0,False,0.8,20.8
2021-02-02,94,80.0,,0.8,75.2
2021-02-03,100,80.0,,0.8,80.0
2021-02-04,73,80.0,,0.8,58.400000000000006
2021-02-05,51,80.0,,0.8,40.800000000000004
2021-02-06,22,80.0,,0.8,17.6
2021-02-07,14,80.0,,0.8,11.200000000000001
2021-02-08,58,80.0,,0.8,46.400000000000006
2021-02-09,61,80.0,,0.8,48.800000000000004
2021-02-10,76,80.0,,0.8,60.800000000000004
2021-02-11,82,80.0,,0.8,65.60000000000001
2021-02-12,78,80.0,,0.8,62.400000000000006
2021-02-13,22,80.0,,0.8,17.6
2021-02-14,18,80.0,,0.8,14.4
2021-02-15,14,80.0,,0.8,11.200000000000001
2021-02-16,24,80.0,,0.8,19.200000000000003
2021-02-17,30,80.0,,0.8,24.0
2021-02-18,23,80.0,,0.8,18.400000000000002
2021-02-19,17,80.0,,0.8,13.600000000000001
2021-02-20,4,80.0,,0.8,3.2
2021-02-21,19,80.0,,0.8,15.200000000000001
2021-02-22,23,80.0,,0.8,18.400000000000002
2021-02-23,30,80.0,,0.8,24.0
2021-02-24,17,80.0,,0.8,13.600000000000001
2021-02-25,23,80.0,,0.8,18.400000000000002
2021-02-26,14,80.0,,0.8,11.200000000000001
2021-02-27,4,80.0,,0.8,3.2
2021-02-28,4,80.0,,0.8,3.2
2021-03-01,49,34.0,False,0.34,16.66
2021-03-02,21,34.0,,0.34,7.140000000000001
2021-03-03,0,34.0,,0.34,0.0
2021-03-04,28,34.0,,0.34,9.520000000000001
2021-03-05,43,34.0,,0.34,14.620000000000001
2021-03-06,8,34.0,,0.34,2.72
2021-03-07,32,34.0,,0.34,10.88
2021-03-08,100,34.0,,0.34,34.0
2021-03-09,28,34.0,,0.34,9.520000000000001
2021-03-10,48,34.0,,0.34,16.32
2021-03-11,57,34.0,,0.34,19.380000000000003
2021-03-12,36,34.0,,0.34,12.24
2021-03-13,30,34.0,,0.34,10.200000000000001
2021-03-14,30,34.0,,0.34,10.200000000000001
2021-03-15,29,34.0,,0.34,9.860000000000001
2021-03-16,48,34.0,,0.34,16.32
2021-03-17,21,34.0,,0.34,7.140000000000001
2021-03-18,27,34.0,,0.34,9.180000000000001
2021-03-19,49,34.0,,0.34,16.66
2021-03-20,8,34.0,,0.34,2.72
2021-03-21,24,34.0,,0.34,8.16
2021-03-22,21,34.0,,0.34,7.140000000000001
2021-03-23,28,34.0,,0.34,9.520000000000001
2021-03-24,55,34.0,,0.34,18.700000000000003
2021-03-25,35,34.0,,0.34,11.9
2021-03-26,36,34.0,,0.34,12.24
2021-03-27,16,34.0,,0.34,5.44
2021-03-28,16,34.0,,0.34,5.44
2021-03-29,14,34.0,,0.34,4.760000000000001
2021-03-30,22,34.0,,0.34,7.48
2021-03-31,34,34.0,,0.34,11.56
2021-04-01,56,29.0,False,0.29,16.24
2021-04-02,29,29.0,,0.29,8.41
2021-04-03,32,29.0,,0.29,9.28
2021-04-04,11,29.0,,0.29,3.19
2021-04-05,29,29.0,,0.29,8.41
2021-04-06,18,29.0,,0.29,5.22
2021-04-07,18,29.0,,0.29,5.22
2021-04-08,73,29.0,,0.29,21.169999999999998
2021-04-09,36,29.0,,0.29,10.44
2021-04-10,10,29.0,,0.29,2.9
2021-04-11,10,29.0,,0.29,2.9
2021-04-12,55,29.0,,0.29,15.95
2021-04-13,28,29.0,,0.29,8.12
2021-04-14,18,29.0,,0.29,5.22
2021-04-15,100,29.0,,0.29,28.999999999999996
2021-04-16,65,29.0,,0.29,18.849999999999998
2021-04-17,0,29.0,,0.29,0.0
2021-04-18,0,29.0,,0.29,0.0
2021-04-19,27,29.0,,0.29,7.829999999999999
2021-04-20,81,29.0,,0.29,23.49
2021-04-21,54,29.0,,0.29,15.659999999999998
2021-04-22,75,29.0,,0.29,21.75
2021-04-23,47,29.0,,0.29,13.629999999999999
2021-04-24,0,29.0,,0.29,0.0
2021-04-25,32,29.0,,0.29,9.28
2021-04-26,37,29.0,,0.29,10.729999999999999
2021-04-27,56,29.0,,0.29,16.24
2021-04-28,37,29.0,,0.29,10.729999999999999
2021-04-29,27,29.0,,0.29,7.829999999999999
2021-04-30,45,29.0,,0.29,13.049999999999999
