date,AMAT_unscaled,AMAT_monthly,isPartial,scale,AMAT
2019-08-22,38,48.0,,0.48,18.24
2019-08-23,83,48.0,,0.48,39.839999999999996
2019-08-24,45,48.0,,0.48,21.599999999999998
2019-08-25,33,48.0,,0.48,15.84
2019-08-26,53,48.0,,0.48,25.439999999999998
2019-08-27,50,48.0,,0.48,24.0
2019-08-28,56,48.0,,0.48,26.88
2019-08-29,53,48.0,,0.48,25.439999999999998
2019-08-30,34,48.0,,0.48,16.32
2019-08-31,29,48.0,,0.48,13.92
2019-09-01,29,41.0,False,0.41,11.889999999999999
2019-09-02,31,41.0,,0.41,12.709999999999999
2019-09-03,72,41.0,,0.41,29.52
2019-09-04,59,41.0,,0.41,24.189999999999998
2019-09-05,100,41.0,,0.41,41.0
2019-09-06,90,41.0,,0.41,36.9
2019-09-07,82,41.0,,0.41,33.62
2019-09-08,24,41.0,,0.41,9.84
2019-09-09,89,41.0,,0.41,36.489999999999995
2019-09-10,76,41.0,,0.41,31.159999999999997
2019-09-11,69,41.0,,0.41,28.29
2019-09-12,97,41.0,,0.41,39.769999999999996
2019-09-13,73,41.0,,0.41,29.93
2019-09-14,75,41.0,,0.41,30.749999999999996
2019-09-15,60,41.0,,0.41,24.599999999999998
2019-09-16,84,41.0,,0.41,34.44
2019-09-17,54,41.0,,0.41,22.139999999999997
2019-09-18,82,41.0,,0.41,33.62
2019-09-19,58,41.0,,0.41,23.779999999999998
2019-09-20,73,41.0,,0.41,29.93
2019-09-21,58,41.0,,0.41,23.779999999999998
2019-09-22,52,41.0,,0.41,21.32
2019-09-23,74,41.0,,0.41,30.34
2019-09-24,55,41.0,,0.41,22.549999999999997
2019-09-25,59,41.0,,0.41,24.189999999999998
2019-09-26,78,41.0,,0.41,31.979999999999997
2019-09-27,97,41.0,,0.41,39.769999999999996
2019-09-28,30,41.0,,0.41,12.299999999999999
2019-09-29,25,41.0,,0.41,10.25
2019-09-30,63,41.0,,0.41,25.83
2019-10-01,44,45.0,False,0.45,19.8
2019-10-02,37,45.0,,0.45,16.650000000000002
2019-10-03,35,45.0,,0.45,15.75
2019-10-04,39,45.0,,0.45,17.55
2019-10-05,42,45.0,,0.45,18.900000000000002
2019-10-06,17,45.0,,0.45,7.65
2019-10-07,33,45.0,,0.45,14.85
2019-10-08,40,45.0,,0.45,18.0
2019-10-09,58,45.0,,0.45,26.1
2019-10-10,59,45.0,,0.45,26.55
2019-10-11,51,45.0,,0.45,22.95
2019-10-12,38,45.0,,0.45,17.1
2019-10-13,36,45.0,,0.45,16.2
2019-10-14,60,45.0,,0.45,27.0
2019-10-15,51,45.0,,0.45,22.95
2019-10-16,73,45.0,,0.45,32.85
2019-10-17,48,45.0,,0.45,21.6
2019-10-18,52,45.0,,0.45,23.400000000000002
2019-10-19,37,45.0,,0.45,16.650000000000002
2019-10-20,27,45.0,,0.45,12.15
2019-10-21,46,45.0,,0.45,20.7
2019-10-22,45,45.0,,0.45,20.25
2019-10-23,70,45.0,,0.45,31.5
2019-10-24,100,45.0,,0.45,45.0
2019-10-25,67,45.0,,0.45,30.150000000000002
2019-10-26,36,45.0,,0.45,16.2
2019-10-27,27,45.0,,0.45,12.15
2019-10-28,86,45.0,,0.45,38.7
2019-10-29,80,45.0,,0.45,36.0
2019-10-30,53,45.0,,0.45,23.85
2019-10-31,66,45.0,,0.45,29.7
2019-11-01,32,54.0,False,0.54,17.28
2019-11-02,29,54.0,,0.54,15.66
2019-11-03,16,54.0,,0.54,8.64
2019-11-04,26,54.0,,0.54,14.040000000000001
2019-11-05,38,54.0,,0.54,20.520000000000003
2019-11-06,21,54.0,,0.54,11.34
2019-11-07,18,54.0,,0.54,9.72
2019-11-08,58,54.0,,0.54,31.32
2019-11-09,55,54.0,,0.54,29.700000000000003
2019-11-10,22,54.0,,0.54,11.88
2019-11-11,29,54.0,,0.54,15.66
2019-11-12,44,54.0,,0.54,23.76
2019-11-13,33,54.0,,0.54,17.82
2019-11-14,78,54.0,,0.54,42.120000000000005
2019-11-15,100,54.0,,0.54,54.0
2019-11-16,61,54.0,,0.54,32.940000000000005
2019-11-17,20,54.0,,0.54,10.8
2019-11-18,51,54.0,,0.54,27.540000000000003
2019-11-19,30,54.0,,0.54,16.200000000000003
2019-11-20,39,54.0,,0.54,21.060000000000002
2019-11-21,39,54.0,,0.54,21.060000000000002
2019-11-22,35,54.0,,0.54,18.900000000000002
2019-11-23,26,54.0,,0.54,14.040000000000001
2019-11-24,12,54.0,,0.54,6.48
2019-11-25,38,54.0,,0.54,20.520000000000003
2019-11-26,32,54.0,,0.54,17.28
2019-11-27,23,54.0,,0.54,12.420000000000002
2019-11-28,10,54.0,,0.54,5.4
2019-11-29,22,54.0,,0.54,11.88
2019-11-30,16,54.0,,0.54,8.64
2019-12-01,22,36.0,False,0.36,7.92
2019-12-02,54,36.0,,0.36,19.439999999999998
2019-12-03,42,36.0,,0.36,15.12
2019-12-04,56,36.0,,0.36,20.16
2019-12-05,54,36.0,,0.36,19.439999999999998
2019-12-06,71,36.0,,0.36,25.56
2019-12-07,43,36.0,,0.36,15.479999999999999
2019-12-08,12,36.0,,0.36,4.32
2019-12-09,60,36.0,,0.36,21.599999999999998
2019-12-10,37,36.0,,0.36,13.32
2019-12-11,63,36.0,,0.36,22.68
2019-12-12,73,36.0,,0.36,26.279999999999998
2019-12-13,60,36.0,,0.36,21.599999999999998
2019-12-14,43,36.0,,0.36,15.479999999999999
2019-12-15,35,36.0,,0.36,12.6
2019-12-16,97,36.0,,0.36,34.92
2019-12-17,85,36.0,,0.36,30.599999999999998
2019-12-18,98,36.0,,0.36,35.28
2019-12-19,100,36.0,,0.36,36.0
2019-12-20,61,36.0,,0.36,21.96
2019-12-21,61,36.0,,0.36,21.96
2019-12-22,49,36.0,,0.36,17.64
2019-12-23,71,36.0,,0.36,25.56
2019-12-24,76,36.0,,0.36,27.36
2019-12-25,32,36.0,,0.36,11.52
2019-12-26,59,36.0,,0.36,21.24
2019-12-27,59,36.0,,0.36,21.24
2019-12-28,32,36.0,,0.36,11.52
2019-12-29,19,36.0,,0.36,6.84
2019-12-30,33,36.0,,0.36,11.879999999999999
2019-12-31,74,36.0,,0.36,26.64
2020-01-01,20,44.0,False,0.44,8.8
2020-01-02,74,44.0,,0.44,32.56
2020-01-03,82,44.0,,0.44,36.08
2020-01-04,35,44.0,,0.44,15.4
2020-01-05,13,44.0,,0.44,5.72
2020-01-06,100,44.0,,0.44,44.0
2020-01-07,86,44.0,,0.44,37.84
2020-01-08,59,44.0,,0.44,25.96
2020-01-09,68,44.0,,0.44,29.92
2020-01-10,59,44.0,,0.44,25.96
2020-01-11,39,44.0,,0.44,17.16
2020-01-12,22,44.0,,0.44,9.68
2020-01-13,39,44.0,,0.44,17.16
2020-01-14,81,44.0,,0.44,35.64
2020-01-15,65,44.0,,0.44,28.6
2020-01-16,77,44.0,,0.44,33.88
2020-01-17,45,44.0,,0.44,19.8
2020-01-18,23,44.0,,0.44,10.12
2020-01-19,32,44.0,,0.44,14.08
2020-01-20,53,44.0,,0.44,23.32
2020-01-21,81,44.0,,0.44,35.64
2020-01-22,50,44.0,,0.44,22.0
2020-01-23,67,44.0,,0.44,29.48
2020-01-24,93,44.0,,0.44,40.92
2020-01-25,52,44.0,,0.44,22.88
2020-01-26,27,44.0,,0.44,11.88
2020-01-27,72,44.0,,0.44,31.68
2020-01-28,63,44.0,,0.44,27.72
2020-01-29,62,44.0,,0.44,27.28
2020-01-30,76,44.0,,0.44,33.44
2020-01-31,69,44.0,,0.44,30.36
2020-02-01,14,71.0,False,0.71,9.94
2020-02-02,17,71.0,,0.71,12.07
2020-02-03,33,71.0,,0.71,23.43
2020-02-04,38,71.0,,0.71,26.979999999999997
2020-02-05,27,71.0,,0.71,19.169999999999998
2020-02-06,28,71.0,,0.71,19.88
2020-02-07,38,71.0,,0.71,26.979999999999997
2020-02-08,28,71.0,,0.71,19.88
2020-02-09,6,71.0,,0.71,4.26
2020-02-10,31,71.0,,0.71,22.009999999999998
2020-02-11,63,71.0,,0.71,44.73
2020-02-12,100,71.0,,0.71,71.0
2020-02-13,97,71.0,,0.71,68.86999999999999
2020-02-14,63,71.0,,0.71,44.73
2020-02-15,50,71.0,,0.71,35.5
2020-02-16,37,71.0,,0.71,26.27
2020-02-17,38,71.0,,0.71,26.979999999999997
2020-02-18,67,71.0,,0.71,47.57
2020-02-19,55,71.0,,0.71,39.05
2020-02-20,42,71.0,,0.71,29.82
2020-02-21,42,71.0,,0.71,29.82
2020-02-22,15,71.0,,0.71,10.649999999999999
2020-02-23,15,71.0,,0.71,10.649999999999999
2020-02-24,48,71.0,,0.71,34.08
2020-02-25,43,71.0,,0.71,30.529999999999998
2020-02-26,45,71.0,,0.71,31.95
2020-02-27,34,71.0,,0.71,24.14
2020-02-28,53,71.0,,0.71,37.629999999999995
2020-02-29,19,71.0,,0.71,13.489999999999998
2020-03-01,22,57.0,False,0.57,12.54
2020-03-02,100,57.0,,0.57,56.99999999999999
2020-03-03,70,57.0,,0.57,39.9
2020-03-04,59,57.0,,0.57,33.629999999999995
2020-03-05,49,57.0,,0.57,27.929999999999996
2020-03-06,70,57.0,,0.57,39.9
2020-03-07,22,57.0,,0.57,12.54
2020-03-08,36,57.0,,0.57,20.52
2020-03-09,74,57.0,,0.57,42.18
2020-03-10,60,57.0,,0.57,34.199999999999996
2020-03-11,53,57.0,,0.57,30.209999999999997
2020-03-12,98,57.0,,0.57,55.85999999999999
2020-03-13,69,57.0,,0.57,39.33
2020-03-14,43,57.0,,0.57,24.509999999999998
2020-03-15,34,57.0,,0.57,19.38
2020-03-16,50,57.0,,0.57,28.499999999999996
2020-03-17,75,57.0,,0.57,42.74999999999999
2020-03-18,61,57.0,,0.57,34.769999999999996
2020-03-19,55,57.0,,0.57,31.349999999999998
2020-03-20,61,57.0,,0.57,34.769999999999996
2020-03-21,25,57.0,,0.57,14.249999999999998
2020-03-22,17,57.0,,0.57,9.69
2020-03-23,65,57.0,,0.57,37.05
2020-03-24,50,57.0,,0.57,28.499999999999996
2020-03-25,91,57.0,,0.57,51.87
2020-03-26,69,57.0,,0.57,39.33
2020-03-27,58,57.0,,0.57,33.059999999999995
2020-03-28,26,57.0,,0.57,14.819999999999999
2020-03-29,20,57.0,,0.57,11.399999999999999
2020-03-30,57,57.0,,0.57,32.489999999999995
2020-03-31,38,57.0,,0.57,21.659999999999997
2020-04-01,64,42.0,False,0.42,26.88
2020-04-02,75,42.0,,0.42,31.5
2020-04-03,69,42.0,,0.42,28.98
2020-04-04,30,42.0,,0.42,12.6
2020-04-05,27,42.0,,0.42,11.34
2020-04-06,100,42.0,,0.42,42.0
2020-04-07,74,42.0,,0.42,31.08
2020-04-08,67,42.0,,0.42,28.14
2020-04-09,73,42.0,,0.42,30.66
2020-04-10,48,42.0,,0.42,20.16
2020-04-11,24,42.0,,0.42,10.08
2020-04-12,21,42.0,,0.42,8.82
2020-04-13,57,42.0,,0.42,23.939999999999998
2020-04-14,59,42.0,,0.42,24.779999999999998
2020-04-15,44,42.0,,0.42,18.48
2020-04-16,78,42.0,,0.42,32.76
2020-04-17,71,42.0,,0.42,29.82
2020-04-18,28,42.0,,0.42,11.76
2020-04-19,34,42.0,,0.42,14.28
2020-04-20,51,42.0,,0.42,21.419999999999998
2020-04-21,63,42.0,,0.42,26.459999999999997
2020-04-22,87,42.0,,0.42,36.54
2020-04-23,53,42.0,,0.42,22.259999999999998
2020-04-24,37,42.0,,0.42,15.54
2020-04-25,33,42.0,,0.42,13.86
2020-04-26,21,42.0,,0.42,8.82
2020-04-27,82,42.0,,0.42,34.44
2020-04-28,54,42.0,,0.42,22.68
2020-04-29,68,42.0,,0.42,28.56
2020-04-30,68,42.0,,0.42,28.56
2020-05-01,32,51.0,False,0.51,16.32
2020-05-02,21,51.0,,0.51,10.71
2020-05-03,17,51.0,,0.51,8.67
2020-05-04,22,51.0,,0.51,11.22
2020-05-05,35,51.0,,0.51,17.85
2020-05-06,35,51.0,,0.51,17.85
2020-05-07,28,51.0,,0.51,14.280000000000001
2020-05-08,36,51.0,,0.51,18.36
2020-05-09,17,51.0,,0.51,8.67
2020-05-10,18,51.0,,0.51,9.18
2020-05-11,38,51.0,,0.51,19.38
2020-05-12,36,51.0,,0.51,18.36
2020-05-13,54,51.0,,0.51,27.54
2020-05-14,100,51.0,,0.51,51.0
2020-05-15,81,51.0,,0.51,41.31
2020-05-16,19,51.0,,0.51,9.69
2020-05-17,15,51.0,,0.51,7.65
2020-05-18,28,51.0,,0.51,14.280000000000001
2020-05-19,48,51.0,,0.51,24.48
2020-05-20,35,51.0,,0.51,17.85
2020-05-21,38,51.0,,0.51,19.38
2020-05-22,35,51.0,,0.51,17.85
2020-05-23,11,51.0,,0.51,5.61
2020-05-24,7,51.0,,0.51,3.5700000000000003
2020-05-25,11,51.0,,0.51,5.61
2020-05-26,42,51.0,,0.51,21.42
2020-05-27,29,51.0,,0.51,14.790000000000001
2020-05-28,37,51.0,,0.51,18.87
2020-05-29,25,51.0,,0.51,12.75
2020-05-30,13,51.0,,0.51,6.63
2020-05-31,20,51.0,,0.51,10.2
2020-06-01,89,40.0,False,0.4,35.6
2020-06-02,77,40.0,,0.4,30.8
2020-06-03,85,40.0,,0.4,34.0
2020-06-04,80,40.0,,0.4,32.0
2020-06-05,95,40.0,,0.4,38.0
2020-06-06,20,40.0,,0.4,8.0
2020-06-07,21,40.0,,0.4,8.4
2020-06-08,64,40.0,,0.4,25.6
2020-06-09,56,40.0,,0.4,22.400000000000002
2020-06-10,65,40.0,,0.4,26.0
2020-06-11,100,40.0,,0.4,40.0
2020-06-12,86,40.0,,0.4,34.4
2020-06-13,42,40.0,,0.4,16.8
2020-06-14,18,40.0,,0.4,7.2
2020-06-15,73,40.0,,0.4,29.200000000000003
2020-06-16,74,40.0,,0.4,29.6
2020-06-17,58,40.0,,0.4,23.200000000000003
2020-06-18,64,40.0,,0.4,25.6
2020-06-19,53,40.0,,0.4,21.200000000000003
2020-06-20,14,40.0,,0.4,5.6000000000000005
2020-06-21,29,40.0,,0.4,11.600000000000001
2020-06-22,93,40.0,,0.4,37.2
2020-06-23,80,40.0,,0.4,32.0
2020-06-24,61,40.0,,0.4,24.400000000000002
2020-06-25,58,40.0,,0.4,23.200000000000003
2020-06-26,55,40.0,,0.4,22.0
2020-06-27,32,40.0,,0.4,12.8
2020-06-28,31,40.0,,0.4,12.4
2020-06-29,40,40.0,,0.4,16.0
2020-06-30,85,40.0,,0.4,34.0
2020-07-01,76,35.0,False,0.35,26.599999999999998
2020-07-02,66,35.0,,0.35,23.099999999999998
2020-07-03,52,35.0,,0.35,18.2
2020-07-04,17,35.0,,0.35,5.949999999999999
2020-07-05,17,35.0,,0.35,5.949999999999999
2020-07-06,89,35.0,,0.35,31.15
2020-07-07,52,35.0,,0.35,18.2
2020-07-08,84,35.0,,0.35,29.4
2020-07-09,69,35.0,,0.35,24.15
2020-07-10,54,35.0,,0.35,18.9
2020-07-11,16,35.0,,0.35,5.6
2020-07-12,20,35.0,,0.35,7.0
2020-07-13,80,35.0,,0.35,28.0
2020-07-14,51,35.0,,0.35,17.849999999999998
2020-07-15,66,35.0,,0.35,23.099999999999998
2020-07-16,56,35.0,,0.35,19.599999999999998
2020-07-17,58,35.0,,0.35,20.299999999999997
2020-07-18,37,35.0,,0.35,12.95
2020-07-19,41,35.0,,0.35,14.35
2020-07-20,100,35.0,,0.35,35.0
2020-07-21,84,35.0,,0.35,29.4
2020-07-22,68,35.0,,0.35,23.799999999999997
2020-07-23,97,35.0,,0.35,33.949999999999996
2020-07-24,72,35.0,,0.35,25.2
2020-07-25,45,35.0,,0.35,15.749999999999998
2020-07-26,41,35.0,,0.35,14.35
2020-07-27,53,35.0,,0.35,18.549999999999997
2020-07-28,100,35.0,,0.35,35.0
2020-07-29,89,35.0,,0.35,31.15
2020-07-30,73,35.0,,0.35,25.549999999999997
2020-07-31,55,35.0,,0.35,19.25
2020-08-01,14,48.0,False,0.48,6.72
2020-08-02,8,48.0,,0.48,3.84
2020-08-03,22,48.0,,0.48,10.559999999999999
2020-08-04,28,48.0,,0.48,13.44
2020-08-05,29,48.0,,0.48,13.92
2020-08-06,26,48.0,,0.48,12.48
2020-08-07,19,48.0,,0.48,9.12
2020-08-08,18,48.0,,0.48,8.64
2020-08-09,11,48.0,,0.48,5.279999999999999
2020-08-10,29,48.0,,0.48,13.92
2020-08-11,36,48.0,,0.48,17.28
2020-08-12,55,48.0,,0.48,26.4
2020-08-13,80,48.0,,0.48,38.4
2020-08-14,100,48.0,,0.48,48.0
2020-08-15,24,48.0,,0.48,11.52
2020-08-16,13,48.0,,0.48,6.24
2020-08-17,41,48.0,,0.48,19.68
2020-08-18,38,48.0,,0.48,18.24
2020-08-19,23,48.0,,0.48,11.04
2020-08-20,28,48.0,,0.48,13.44
2020-08-21,25,48.0,,0.48,12.0
2020-08-22,13,48.0,,0.48,6.24
2020-08-23,15,48.0,,0.48,7.199999999999999
2020-08-24,23,48.0,,0.48,11.04
2020-08-25,23,48.0,,0.48,11.04
2020-08-26,30,48.0,,0.48,14.399999999999999
2020-08-27,29,48.0,,0.48,13.92
2020-08-28,23,48.0,,0.48,11.04
2020-08-29,9,48.0,,0.48,4.32
2020-08-30,17,48.0,,0.48,8.16
2020-08-31,39,48.0,,0.48,18.72
2020-09-01,94,38.0,False,0.38,35.72
2020-09-02,100,38.0,,0.38,38.0
2020-09-03,81,38.0,,0.38,30.78
2020-09-04,70,38.0,,0.38,26.6
2020-09-05,38,38.0,,0.38,14.44
2020-09-06,34,38.0,,0.38,12.92
2020-09-07,36,38.0,,0.38,13.68
2020-09-08,70,38.0,,0.38,26.6
2020-09-09,91,38.0,,0.38,34.58
2020-09-10,79,38.0,,0.38,30.02
2020-09-11,58,38.0,,0.38,22.04
2020-09-12,47,38.0,,0.38,17.86
2020-09-13,22,38.0,,0.38,8.36
2020-09-14,73,38.0,,0.38,27.740000000000002
2020-09-15,78,38.0,,0.38,29.64
2020-09-16,69,38.0,,0.38,26.22
2020-09-17,67,38.0,,0.38,25.46
2020-09-18,77,38.0,,0.38,29.26
2020-09-19,26,38.0,,0.38,9.88
2020-09-20,29,38.0,,0.38,11.02
2020-09-21,57,38.0,,0.38,21.66
2020-09-22,53,38.0,,0.38,20.14
2020-09-23,79,38.0,,0.38,30.02
2020-09-24,62,38.0,,0.38,23.56
2020-09-25,40,38.0,,0.38,15.2
2020-09-26,43,38.0,,0.38,16.34
2020-09-27,39,38.0,,0.38,14.82
2020-09-28,78,38.0,,0.38,29.64
2020-09-29,45,38.0,,0.38,17.1
2020-09-30,76,38.0,,0.38,28.88
2020-10-01,60,34.0,False,0.34,20.400000000000002
2020-10-02,42,34.0,,0.34,14.280000000000001
2020-10-03,49,34.0,,0.34,16.66
2020-10-04,36,34.0,,0.34,12.24
2020-10-05,68,34.0,,0.34,23.12
2020-10-06,75,34.0,,0.34,25.500000000000004
2020-10-07,99,34.0,,0.34,33.660000000000004
2020-10-08,97,34.0,,0.34,32.980000000000004
2020-10-09,100,34.0,,0.34,34.0
2020-10-10,67,34.0,,0.34,22.78
2020-10-11,9,34.0,,0.34,3.06
2020-10-12,63,34.0,,0.34,21.42
2020-10-13,64,34.0,,0.34,21.76
2020-10-14,56,34.0,,0.34,19.040000000000003
2020-10-15,59,34.0,,0.34,20.060000000000002
2020-10-16,65,34.0,,0.34,22.1
2020-10-17,34,34.0,,0.34,11.56
2020-10-18,34,34.0,,0.34,11.56
2020-10-19,47,34.0,,0.34,15.98
2020-10-20,61,34.0,,0.34,20.740000000000002
2020-10-21,87,34.0,,0.34,29.580000000000002
2020-10-22,77,34.0,,0.34,26.180000000000003
2020-10-23,54,34.0,,0.34,18.360000000000003
2020-10-24,29,34.0,,0.34,9.860000000000001
2020-10-25,43,34.0,,0.34,14.620000000000001
2020-10-26,38,34.0,,0.34,12.920000000000002
2020-10-27,35,34.0,,0.34,11.9
2020-10-28,68,34.0,,0.34,23.12
2020-10-29,42,34.0,,0.34,14.280000000000001
2020-10-30,26,34.0,,0.34,8.84
2020-10-31,35,34.0,,0.34,11.9
2020-11-01,12,37.0,False,0.37,4.4399999999999995
2020-11-02,44,37.0,,0.37,16.28
2020-11-03,30,37.0,,0.37,11.1
2020-11-04,27,37.0,,0.37,9.99
2020-11-05,43,37.0,,0.37,15.91
2020-11-06,49,37.0,,0.37,18.13
2020-11-07,7,37.0,,0.37,2.59
2020-11-08,24,37.0,,0.37,8.879999999999999
2020-11-09,55,37.0,,0.37,20.35
2020-11-10,60,37.0,,0.37,22.2
2020-11-11,54,37.0,,0.37,19.98
2020-11-12,100,37.0,,0.37,37.0
2020-11-13,81,37.0,,0.37,29.97
2020-11-14,29,37.0,,0.37,10.73
2020-11-15,20,37.0,,0.37,7.4
2020-11-16,41,37.0,,0.37,15.17
2020-11-17,53,37.0,,0.37,19.61
2020-11-18,65,37.0,,0.37,24.05
2020-11-19,46,37.0,,0.37,17.02
2020-11-20,61,37.0,,0.37,22.57
2020-11-21,20,37.0,,0.37,7.4
2020-11-22,37,37.0,,0.37,13.69
2020-11-23,47,37.0,,0.37,17.39
2020-11-24,64,37.0,,0.37,23.68
2020-11-25,75,37.0,,0.37,27.75
2020-11-26,28,37.0,,0.37,10.36
2020-11-27,33,37.0,,0.37,12.209999999999999
2020-11-28,28,37.0,,0.37,10.36
2020-11-29,22,37.0,,0.37,8.14
2020-11-30,46,37.0,,0.37,17.02
2020-12-01,85,37.0,False,0.37,31.45
2020-12-02,47,37.0,,0.37,17.39
2020-12-03,56,37.0,,0.37,20.72
2020-12-04,100,37.0,,0.37,37.0
2020-12-05,30,37.0,,0.37,11.1
2020-12-06,39,37.0,,0.37,14.43
2020-12-07,50,37.0,,0.37,18.5
2020-12-08,59,37.0,,0.37,21.83
2020-12-09,54,37.0,,0.37,19.98
2020-12-10,51,37.0,,0.37,18.87
2020-12-11,52,37.0,,0.37,19.24
2020-12-12,43,37.0,,0.37,15.91
2020-12-13,20,37.0,,0.37,7.4
2020-12-14,50,37.0,,0.37,18.5
2020-12-15,69,37.0,,0.37,25.53
2020-12-16,64,37.0,,0.37,23.68
2020-12-17,63,37.0,,0.37,23.31
2020-12-18,76,37.0,,0.37,28.12
2020-12-19,34,37.0,,0.37,12.58
2020-12-20,31,37.0,,0.37,11.47
2020-12-21,53,37.0,,0.37,19.61
2020-12-22,45,37.0,,0.37,16.65
2020-12-23,42,37.0,,0.37,15.54
2020-12-24,37,37.0,,0.37,13.69
2020-12-25,15,37.0,,0.37,5.55
2020-12-26,29,37.0,,0.37,10.73
2020-12-27,13,37.0,,0.37,4.81
2020-12-28,22,37.0,,0.37,8.14
2020-12-29,44,37.0,,0.37,16.28
2020-12-30,62,37.0,,0.37,22.94
2020-12-31,69,37.0,,0.37,25.53
2021-01-01,25,43.0,False,0.43,10.75
2021-01-02,31,43.0,,0.43,13.33
2021-01-03,36,43.0,,0.43,15.48
2021-01-04,56,43.0,,0.43,24.08
2021-01-05,65,43.0,,0.43,27.95
2021-01-06,77,43.0,,0.43,33.11
2021-01-07,81,43.0,,0.43,34.83
2021-01-08,68,43.0,,0.43,29.24
2021-01-09,15,43.0,,0.43,6.45
2021-01-10,21,43.0,,0.43,9.03
2021-01-11,37,43.0,,0.43,15.91
2021-01-12,90,43.0,,0.43,38.7
2021-01-13,55,43.0,,0.43,23.65
2021-01-14,100,43.0,,0.43,43.0
2021-01-15,80,43.0,,0.43,34.4
2021-01-16,33,43.0,,0.43,14.19
2021-01-17,12,43.0,,0.43,5.16
2021-01-18,29,43.0,,0.43,12.47
2021-01-19,85,43.0,,0.43,36.55
2021-01-20,83,43.0,,0.43,35.69
2021-01-21,87,43.0,,0.43,37.41
2021-01-22,55,43.0,,0.43,23.65
2021-01-23,33,43.0,,0.43,14.19
2021-01-24,48,43.0,,0.43,20.64
2021-01-25,22,43.0,,0.43,9.459999999999999
2021-01-26,57,43.0,,0.43,24.509999999999998
2021-01-27,78,43.0,,0.43,33.54
2021-01-28,57,43.0,,0.43,24.509999999999998
2021-01-29,69,43.0,,0.43,29.669999999999998
2021-01-30,12,43.0,,0.43,5.16
2021-01-31,31,43.0,,0.43,13.33
2021-02-01,42,67.0,False,0.67,28.14
2021-02-02,37,67.0,,0.67,24.790000000000003
2021-02-03,76,67.0,,0.67,50.92
2021-02-04,50,67.0,,0.67,33.5
2021-02-05,53,67.0,,0.67,35.510000000000005
2021-02-06,25,67.0,,0.67,16.75
2021-02-07,28,67.0,,0.67,18.76
2021-02-08,37,67.0,,0.67,24.790000000000003
2021-02-09,58,67.0,,0.67,38.86
2021-02-10,43,67.0,,0.67,28.810000000000002
2021-02-11,79,67.0,,0.67,52.93
2021-02-12,69,67.0,,0.67,46.230000000000004
2021-02-13,25,67.0,,0.67,16.75
2021-02-14,13,67.0,,0.67,8.71
2021-02-15,26,67.0,,0.67,17.42
2021-02-16,66,67.0,,0.67,44.220000000000006
2021-02-17,58,67.0,,0.67,38.86
2021-02-18,100,67.0,,0.67,67.0
2021-02-19,97,67.0,,0.67,64.99000000000001
2021-02-20,22,67.0,,0.67,14.74
2021-02-21,30,67.0,,0.67,20.1
2021-02-22,68,67.0,,0.67,45.56
2021-02-23,74,67.0,,0.67,49.580000000000005
2021-02-24,62,67.0,,0.67,41.54
2021-02-25,75,67.0,,0.67,50.25
2021-02-26,60,67.0,,0.67,40.2
2021-02-27,12,67.0,,0.67,8.040000000000001
2021-02-28,23,67.0,,0.67,15.41
2021-03-01,51,66.0,False,0.66,33.660000000000004
2021-03-02,39,66.0,,0.66,25.740000000000002
2021-03-03,49,66.0,,0.66,32.34
2021-03-04,48,66.0,,0.66,31.68
2021-03-05,58,66.0,,0.66,38.28
2021-03-06,33,66.0,,0.66,21.78
2021-03-07,12,66.0,,0.66,7.92
2021-03-08,54,66.0,,0.66,35.64
2021-03-09,50,66.0,,0.66,33.0
2021-03-10,48,66.0,,0.66,31.68
2021-03-11,57,66.0,,0.66,37.620000000000005
2021-03-12,24,66.0,,0.66,15.84
2021-03-13,24,66.0,,0.66,15.84
2021-03-14,24,66.0,,0.66,15.84
2021-03-15,41,66.0,,0.66,27.060000000000002
2021-03-16,61,66.0,,0.66,40.260000000000005
2021-03-17,50,66.0,,0.66,33.0
2021-03-18,55,66.0,,0.66,36.300000000000004
2021-03-19,55,66.0,,0.66,36.300000000000004
2021-03-20,32,66.0,,0.66,21.12
2021-03-21,17,66.0,,0.66,11.22
2021-03-22,75,66.0,,0.66,49.5
2021-03-23,49,66.0,,0.66,32.34
2021-03-24,78,66.0,,0.66,51.480000000000004
2021-03-25,70,66.0,,0.66,46.2
2021-03-26,67,66.0,,0.66,44.22
2021-03-27,37,66.0,,0.66,24.42
2021-03-28,27,66.0,,0.66,17.82
2021-03-29,72,66.0,,0.66,47.52
2021-03-30,63,66.0,,0.66,41.580000000000005
2021-03-31,100,66.0,,0.66,66.0
2021-04-01,100,75.0,False,0.75,75.0
2021-04-02,38,75.0,,0.75,28.5
2021-04-03,18,75.0,,0.75,13.5
2021-04-04,21,75.0,,0.75,15.75
2021-04-05,81,75.0,,0.75,60.75
2021-04-06,91,75.0,,0.75,68.25
2021-04-07,61,75.0,,0.75,45.75
2021-04-08,66,75.0,,0.75,49.5
2021-04-09,43,75.0,,0.75,32.25
2021-04-10,28,75.0,,0.75,21.0
2021-04-11,13,75.0,,0.75,9.75
2021-04-12,57,75.0,,0.75,42.75
2021-04-13,57,75.0,,0.75,42.75
2021-04-14,39,75.0,,0.75,29.25
2021-04-15,46,75.0,,0.75,34.5
2021-04-16,45,75.0,,0.75,33.75
2021-04-17,12,75.0,,0.75,9.0
2021-04-18,23,75.0,,0.75,17.25
