date,CSCO_unscaled,CSCO_monthly,isPartial,scale,CSCO
2019-08-26,19,94.0,,0.94,17.86
2019-08-27,32,94.0,,0.94,30.08
2019-08-28,26,94.0,,0.94,24.439999999999998
2019-08-29,25,94.0,,0.94,23.5
2019-08-30,21,94.0,,0.94,19.74
2019-08-31,7,94.0,,0.94,6.58
2019-09-01,31,58.0,False,0.58,17.98
2019-09-02,10,58.0,,0.58,5.8
2019-09-03,67,58.0,,0.58,38.86
2019-09-04,86,58.0,,0.58,49.879999999999995
2019-09-05,91,58.0,,0.58,52.779999999999994
2019-09-06,78,58.0,,0.58,45.239999999999995
2019-09-07,30,58.0,,0.58,17.4
2019-09-08,4,58.0,,0.58,2.32
2019-09-09,69,58.0,,0.58,40.019999999999996
2019-09-10,100,58.0,,0.58,57.99999999999999
2019-09-11,80,58.0,,0.58,46.4
2019-09-12,88,58.0,,0.58,51.04
2019-09-13,95,58.0,,0.58,55.099999999999994
2019-09-14,20,58.0,,0.58,11.6
2019-09-15,6,58.0,,0.58,3.4799999999999995
2019-09-16,78,58.0,,0.58,45.239999999999995
2019-09-17,81,58.0,,0.58,46.98
2019-09-18,72,58.0,,0.58,41.76
2019-09-19,64,58.0,,0.58,37.12
2019-09-20,69,58.0,,0.58,40.019999999999996
2019-09-21,13,58.0,,0.58,7.539999999999999
2019-09-22,15,58.0,,0.58,8.7
2019-09-23,77,58.0,,0.58,44.66
2019-09-24,75,58.0,,0.58,43.5
2019-09-25,46,58.0,,0.58,26.68
2019-09-26,65,58.0,,0.58,37.699999999999996
2019-09-27,61,58.0,,0.58,35.379999999999995
2019-09-28,21,58.0,,0.58,12.18
2019-09-29,20,58.0,,0.58,11.6
2019-09-30,72,58.0,,0.58,41.76
2019-10-01,85,57.0,False,0.57,48.449999999999996
2019-10-02,63,57.0,,0.57,35.91
2019-10-03,79,57.0,,0.57,45.029999999999994
2019-10-04,64,57.0,,0.57,36.48
2019-10-05,37,57.0,,0.57,21.09
2019-10-06,21,57.0,,0.57,11.969999999999999
2019-10-07,72,57.0,,0.57,41.04
2019-10-08,66,57.0,,0.57,37.62
2019-10-09,56,57.0,,0.57,31.919999999999998
2019-10-10,98,57.0,,0.57,55.85999999999999
2019-10-11,100,57.0,,0.57,56.99999999999999
2019-10-12,29,57.0,,0.57,16.529999999999998
2019-10-13,9,57.0,,0.57,5.13
2019-10-14,83,57.0,,0.57,47.309999999999995
2019-10-15,87,57.0,,0.57,49.589999999999996
2019-10-16,66,57.0,,0.57,37.62
2019-10-17,71,57.0,,0.57,40.47
2019-10-18,73,57.0,,0.57,41.61
2019-10-19,14,57.0,,0.57,7.9799999999999995
2019-10-20,14,57.0,,0.57,7.9799999999999995
2019-10-21,85,57.0,,0.57,48.449999999999996
2019-10-22,78,57.0,,0.57,44.459999999999994
2019-10-23,73,57.0,,0.57,41.61
2019-10-24,81,57.0,,0.57,46.169999999999995
2019-10-25,65,57.0,,0.57,37.05
2019-10-26,39,57.0,,0.57,22.229999999999997
2019-10-27,16,57.0,,0.57,9.12
2019-10-28,58,57.0,,0.57,33.059999999999995
2019-10-29,65,57.0,,0.57,37.05
2019-10-30,73,57.0,,0.57,41.61
2019-10-31,94,57.0,,0.57,53.58
2019-11-01,29,85.0,False,0.85,24.65
2019-11-02,11,85.0,,0.85,9.35
2019-11-03,6,85.0,,0.85,5.1
2019-11-04,24,85.0,,0.85,20.4
2019-11-05,27,85.0,,0.85,22.95
2019-11-06,36,85.0,,0.85,30.599999999999998
2019-11-07,20,85.0,,0.85,17.0
2019-11-08,31,85.0,,0.85,26.349999999999998
2019-11-09,11,85.0,,0.85,9.35
2019-11-10,6,85.0,,0.85,5.1
2019-11-11,29,85.0,,0.85,24.65
2019-11-12,30,85.0,,0.85,25.5
2019-11-13,82,85.0,,0.85,69.7
2019-11-14,100,85.0,,0.85,85.0
2019-11-15,51,85.0,,0.85,43.35
2019-11-16,11,85.0,,0.85,9.35
2019-11-17,7,85.0,,0.85,5.95
2019-11-18,33,85.0,,0.85,28.05
2019-11-19,33,85.0,,0.85,28.05
2019-11-20,28,85.0,,0.85,23.8
2019-11-21,24,85.0,,0.85,20.4
2019-11-22,31,85.0,,0.85,26.349999999999998
2019-11-23,6,85.0,,0.85,5.1
2019-11-24,9,85.0,,0.85,7.6499999999999995
2019-11-25,25,85.0,,0.85,21.25
2019-11-26,30,85.0,,0.85,25.5
2019-11-27,17,85.0,,0.85,14.45
2019-11-28,8,85.0,,0.85,6.8
2019-11-29,9,85.0,,0.85,7.6499999999999995
2019-11-30,4,85.0,,0.85,3.4
2019-12-01,11,62.0,False,0.62,6.82
2019-12-02,67,62.0,,0.62,41.54
2019-12-03,45,62.0,,0.62,27.9
2019-12-04,54,62.0,,0.62,33.48
2019-12-05,61,62.0,,0.62,37.82
2019-12-06,74,62.0,,0.62,45.88
2019-12-07,20,62.0,,0.62,12.4
2019-12-08,13,62.0,,0.62,8.06
2019-12-09,65,62.0,,0.62,40.3
2019-12-10,59,62.0,,0.62,36.58
2019-12-11,60,62.0,,0.62,37.2
2019-12-12,75,62.0,,0.62,46.5
2019-12-13,100,62.0,,0.62,62.0
2019-12-14,8,62.0,,0.62,4.96
2019-12-15,17,62.0,,0.62,10.54
2019-12-16,81,62.0,,0.62,50.22
2019-12-17,63,62.0,,0.62,39.06
2019-12-18,76,62.0,,0.62,47.12
2019-12-19,88,62.0,,0.62,54.56
2019-12-20,82,62.0,,0.62,50.839999999999996
2019-12-21,25,62.0,,0.62,15.5
2019-12-22,16,62.0,,0.62,9.92
2019-12-23,57,62.0,,0.62,35.339999999999996
2019-12-24,53,62.0,,0.62,32.86
2019-12-25,14,62.0,,0.62,8.68
2019-12-26,70,62.0,,0.62,43.4
2019-12-27,62,62.0,,0.62,38.44
2019-12-28,15,62.0,,0.62,9.3
2019-12-29,16,62.0,,0.62,9.92
2019-12-30,57,62.0,,0.62,35.339999999999996
2019-12-31,58,62.0,,0.62,35.96
2020-01-01,26,62.0,False,0.62,16.12
2020-01-02,95,62.0,,0.62,58.9
2020-01-03,98,62.0,,0.62,60.76
2020-01-04,23,62.0,,0.62,14.26
2020-01-05,13,62.0,,0.62,8.06
2020-01-06,73,62.0,,0.62,45.26
2020-01-07,78,62.0,,0.62,48.36
2020-01-08,78,62.0,,0.62,48.36
2020-01-09,71,62.0,,0.62,44.02
2020-01-10,68,62.0,,0.62,42.16
2020-01-11,11,62.0,,0.62,6.82
2020-01-12,7,62.0,,0.62,4.34
2020-01-13,63,62.0,,0.62,39.06
2020-01-14,61,62.0,,0.62,37.82
2020-01-15,63,62.0,,0.62,39.06
2020-01-16,90,62.0,,0.62,55.8
2020-01-17,100,62.0,,0.62,62.0
2020-01-18,24,62.0,,0.62,14.879999999999999
2020-01-19,26,62.0,,0.62,16.12
2020-01-20,32,62.0,,0.62,19.84
2020-01-21,43,62.0,,0.62,26.66
2020-01-22,71,62.0,,0.62,44.02
2020-01-23,79,62.0,,0.62,48.98
2020-01-24,79,62.0,,0.62,48.98
2020-01-25,16,62.0,,0.62,9.92
2020-01-26,8,62.0,,0.62,4.96
2020-01-27,66,62.0,,0.62,40.92
2020-01-28,82,62.0,,0.62,50.839999999999996
2020-01-29,82,62.0,,0.62,50.839999999999996
2020-01-30,66,62.0,,0.62,40.92
2020-01-31,63,62.0,,0.62,39.06
2020-02-01,7,88.0,False,0.88,6.16
2020-02-02,3,88.0,,0.88,2.64
2020-02-03,22,88.0,,0.88,19.36
2020-02-04,29,88.0,,0.88,25.52
2020-02-05,25,88.0,,0.88,22.0
2020-02-06,28,88.0,,0.88,24.64
2020-02-07,17,88.0,,0.88,14.96
2020-02-08,5,88.0,,0.88,4.4
2020-02-09,5,88.0,,0.88,4.4
2020-02-10,28,88.0,,0.88,24.64
2020-02-11,43,88.0,,0.88,37.84
2020-02-12,100,88.0,,0.88,88.0
2020-02-13,87,88.0,,0.88,76.56
2020-02-14,44,88.0,,0.88,38.72
2020-02-15,13,88.0,,0.88,11.44
2020-02-16,5,88.0,,0.88,4.4
2020-02-17,9,88.0,,0.88,7.92
2020-02-18,24,88.0,,0.88,21.12
2020-02-19,29,88.0,,0.88,25.52
2020-02-20,34,88.0,,0.88,29.92
2020-02-21,29,88.0,,0.88,25.52
2020-02-22,4,88.0,,0.88,3.52
2020-02-23,9,88.0,,0.88,7.92
2020-02-24,35,88.0,,0.88,30.8
2020-02-25,48,88.0,,0.88,42.24
2020-02-26,30,88.0,,0.88,26.4
2020-02-27,43,88.0,,0.88,37.84
2020-02-28,49,88.0,,0.88,43.12
2020-02-29,16,88.0,,0.88,14.08
2020-03-01,14,99.0,False,0.99,13.86
2020-03-02,70,99.0,,0.99,69.3
2020-03-03,60,99.0,,0.99,59.4
2020-03-04,49,99.0,,0.99,48.51
2020-03-05,55,99.0,,0.99,54.45
2020-03-06,48,99.0,,0.99,47.519999999999996
2020-03-07,13,99.0,,0.99,12.87
2020-03-08,13,99.0,,0.99,12.87
2020-03-09,69,99.0,,0.99,68.31
2020-03-10,66,99.0,,0.99,65.34
2020-03-11,57,99.0,,0.99,56.43
2020-03-12,81,99.0,,0.99,80.19
2020-03-13,100,99.0,,0.99,99.0
2020-03-14,17,99.0,,0.99,16.83
2020-03-15,28,99.0,,0.99,27.72
2020-03-16,69,99.0,,0.99,68.31
2020-03-17,88,99.0,,0.99,87.12
2020-03-18,87,99.0,,0.99,86.13
2020-03-19,85,99.0,,0.99,84.15
2020-03-20,75,99.0,,0.99,74.25
2020-03-21,15,99.0,,0.99,14.85
2020-03-22,14,99.0,,0.99,13.86
2020-03-23,67,99.0,,0.99,66.33
2020-03-24,88,99.0,,0.99,87.12
2020-03-25,85,99.0,,0.99,84.15
2020-03-26,82,99.0,,0.99,81.17999999999999
2020-03-27,68,99.0,,0.99,67.32
2020-03-28,20,99.0,,0.99,19.8
2020-03-29,16,99.0,,0.99,15.84
2020-03-30,72,99.0,,0.99,71.28
2020-03-31,56,99.0,,0.99,55.44
2020-04-01,88,67.0,False,0.67,58.96
2020-04-02,80,67.0,,0.67,53.6
2020-04-03,64,67.0,,0.67,42.88
2020-04-04,15,67.0,,0.67,10.05
2020-04-05,20,67.0,,0.67,13.4
2020-04-06,84,67.0,,0.67,56.28
2020-04-07,72,67.0,,0.67,48.24
2020-04-08,100,67.0,,0.67,67.0
2020-04-09,80,67.0,,0.67,53.6
2020-04-10,56,67.0,,0.67,37.52
2020-04-11,15,67.0,,0.67,10.05
2020-04-12,15,67.0,,0.67,10.05
2020-04-13,71,67.0,,0.67,47.57
2020-04-14,79,67.0,,0.67,52.93
2020-04-15,64,67.0,,0.67,42.88
2020-04-16,60,67.0,,0.67,40.2
2020-04-17,74,67.0,,0.67,49.580000000000005
2020-04-18,25,67.0,,0.67,16.75
2020-04-19,21,67.0,,0.67,14.07
2020-04-20,68,67.0,,0.67,45.56
2020-04-21,77,67.0,,0.67,51.59
2020-04-22,53,67.0,,0.67,35.510000000000005
2020-04-23,72,67.0,,0.67,48.24
2020-04-24,59,67.0,,0.67,39.53
2020-04-25,17,67.0,,0.67,11.39
2020-04-26,20,67.0,,0.67,13.4
2020-04-27,59,67.0,,0.67,39.53
2020-04-28,54,67.0,,0.67,36.18
2020-04-29,58,67.0,,0.67,38.86
2020-04-30,57,67.0,,0.67,38.190000000000005
2020-05-01,19,88.0,False,0.88,16.72
2020-05-02,5,88.0,,0.88,4.4
2020-05-03,5,88.0,,0.88,4.4
2020-05-04,30,88.0,,0.88,26.4
2020-05-05,31,88.0,,0.88,27.28
2020-05-06,27,88.0,,0.88,23.76
2020-05-07,25,88.0,,0.88,22.0
2020-05-08,42,88.0,,0.88,36.96
2020-05-09,17,88.0,,0.88,14.96
2020-05-10,9,88.0,,0.88,7.92
2020-05-11,44,88.0,,0.88,38.72
2020-05-12,52,88.0,,0.88,45.76
2020-05-13,100,88.0,,0.88,88.0
2020-05-14,78,88.0,,0.88,68.64
2020-05-15,46,88.0,,0.88,40.48
2020-05-16,9,88.0,,0.88,7.92
2020-05-17,8,88.0,,0.88,7.04
2020-05-18,35,88.0,,0.88,30.8
2020-05-19,38,88.0,,0.88,33.44
2020-05-20,24,88.0,,0.88,21.12
2020-05-21,25,88.0,,0.88,22.0
2020-05-22,22,88.0,,0.88,19.36
2020-05-23,14,88.0,,0.88,12.32
2020-05-24,6,88.0,,0.88,5.28
2020-05-25,5,88.0,,0.88,4.4
2020-05-26,31,88.0,,0.88,27.28
2020-05-27,31,88.0,,0.88,27.28
2020-05-28,25,88.0,,0.88,22.0
2020-05-29,38,88.0,,0.88,33.44
2020-05-30,14,88.0,,0.88,12.32
2020-05-31,5,88.0,,0.88,4.4
2020-06-01,49,67.0,False,0.67,32.830000000000005
2020-06-02,77,67.0,,0.67,51.59
2020-06-03,73,67.0,,0.67,48.910000000000004
2020-06-04,55,67.0,,0.67,36.85
2020-06-05,76,67.0,,0.67,50.92
2020-06-06,25,67.0,,0.67,16.75
2020-06-07,17,67.0,,0.67,11.39
2020-06-08,66,67.0,,0.67,44.220000000000006
2020-06-09,70,67.0,,0.67,46.900000000000006
2020-06-10,75,67.0,,0.67,50.25
2020-06-11,100,67.0,,0.67,67.0
2020-06-12,92,67.0,,0.67,61.64
2020-06-13,20,67.0,,0.67,13.4
2020-06-14,9,67.0,,0.67,6.03
2020-06-15,59,67.0,,0.67,39.53
2020-06-16,84,67.0,,0.67,56.28
2020-06-17,65,67.0,,0.67,43.550000000000004
2020-06-18,43,67.0,,0.67,28.810000000000002
2020-06-19,60,67.0,,0.67,40.2
2020-06-20,9,67.0,,0.67,6.03
2020-06-21,10,67.0,,0.67,6.7
2020-06-22,65,67.0,,0.67,43.550000000000004
2020-06-23,53,67.0,,0.67,35.510000000000005
2020-06-24,54,67.0,,0.67,36.18
2020-06-25,46,67.0,,0.67,30.82
2020-06-26,57,67.0,,0.67,38.190000000000005
2020-06-27,10,67.0,,0.67,6.7
2020-06-28,14,67.0,,0.67,9.38
2020-06-29,56,67.0,,0.67,37.52
2020-06-30,56,67.0,,0.67,37.52
2020-07-01,80,61.0,False,0.61,48.8
2020-07-02,88,61.0,,0.61,53.68
2020-07-03,30,61.0,,0.61,18.3
2020-07-04,26,61.0,,0.61,15.86
2020-07-05,12,61.0,,0.61,7.32
2020-07-06,87,61.0,,0.61,53.07
2020-07-07,64,61.0,,0.61,39.04
2020-07-08,76,61.0,,0.61,46.36
2020-07-09,100,61.0,,0.61,61.0
2020-07-10,100,61.0,,0.61,61.0
2020-07-11,28,61.0,,0.61,17.08
2020-07-12,21,61.0,,0.61,12.81
2020-07-13,76,61.0,,0.61,46.36
2020-07-14,67,61.0,,0.61,40.87
2020-07-15,77,61.0,,0.61,46.97
2020-07-16,72,61.0,,0.61,43.92
2020-07-17,58,61.0,,0.61,35.38
2020-07-18,44,61.0,,0.61,26.84
2020-07-19,17,61.0,,0.61,10.37
2020-07-20,67,61.0,,0.61,40.87
2020-07-21,89,61.0,,0.61,54.29
2020-07-22,75,61.0,,0.61,45.75
2020-07-23,72,61.0,,0.61,43.92
2020-07-24,74,61.0,,0.61,45.14
2020-07-25,16,61.0,,0.61,9.76
2020-07-26,16,61.0,,0.61,9.76
2020-07-27,60,61.0,,0.61,36.6
2020-07-28,74,61.0,,0.61,45.14
2020-07-29,58,61.0,,0.61,35.38
2020-07-30,71,61.0,,0.61,43.31
2020-07-31,69,61.0,,0.61,42.089999999999996
2020-08-01,5,91.0,False,0.91,4.55
2020-08-02,1,91.0,,0.91,0.91
2020-08-03,15,91.0,,0.91,13.65
2020-08-04,18,91.0,,0.91,16.38
2020-08-05,16,91.0,,0.91,14.56
2020-08-06,12,91.0,,0.91,10.92
2020-08-07,17,91.0,,0.91,15.47
2020-08-08,4,91.0,,0.91,3.64
2020-08-09,4,91.0,,0.91,3.64
2020-08-10,24,91.0,,0.91,21.84
2020-08-11,22,91.0,,0.91,20.02
2020-08-12,66,91.0,,0.91,60.06
2020-08-13,100,91.0,,0.91,91.0
2020-08-14,58,91.0,,0.91,52.78
2020-08-15,11,91.0,,0.91,10.01
2020-08-16,10,91.0,,0.91,9.1
2020-08-17,29,91.0,,0.91,26.39
2020-08-18,38,91.0,,0.91,34.58
2020-08-19,20,91.0,,0.91,18.2
2020-08-20,20,91.0,,0.91,18.2
2020-08-21,29,91.0,,0.91,26.39
2020-08-22,9,91.0,,0.91,8.19
2020-08-23,4,91.0,,0.91,3.64
2020-08-24,21,91.0,,0.91,19.11
2020-08-25,20,91.0,,0.91,18.2
2020-08-26,20,91.0,,0.91,18.2
2020-08-27,17,91.0,,0.91,15.47
2020-08-28,19,91.0,,0.91,17.29
2020-08-29,8,91.0,,0.91,7.28
2020-08-30,7,91.0,,0.91,6.37
2020-08-31,16,91.0,,0.91,14.56
2020-09-01,100,56.0,False,0.56,56.00000000000001
2020-09-02,79,56.0,,0.56,44.24
2020-09-03,83,56.0,,0.56,46.480000000000004
2020-09-04,93,56.0,,0.56,52.080000000000005
2020-09-05,20,56.0,,0.56,11.200000000000001
2020-09-06,15,56.0,,0.56,8.4
2020-09-07,17,56.0,,0.56,9.520000000000001
2020-09-08,79,56.0,,0.56,44.24
2020-09-09,86,56.0,,0.56,48.160000000000004
2020-09-10,69,56.0,,0.56,38.64
2020-09-11,68,56.0,,0.56,38.080000000000005
2020-09-12,23,56.0,,0.56,12.88
2020-09-13,19,56.0,,0.56,10.64
2020-09-14,72,56.0,,0.56,40.32000000000001
2020-09-15,88,56.0,,0.56,49.28
2020-09-16,68,56.0,,0.56,38.080000000000005
2020-09-17,51,56.0,,0.56,28.560000000000002
2020-09-18,96,56.0,,0.56,53.760000000000005
2020-09-19,24,56.0,,0.56,13.440000000000001
2020-09-20,13,56.0,,0.56,7.280000000000001
2020-09-21,84,56.0,,0.56,47.040000000000006
2020-09-22,70,56.0,,0.56,39.2
2020-09-23,83,56.0,,0.56,46.480000000000004
2020-09-24,82,56.0,,0.56,45.92
2020-09-25,90,56.0,,0.56,50.400000000000006
2020-09-26,21,56.0,,0.56,11.760000000000002
2020-09-27,16,56.0,,0.56,8.96
2020-09-28,74,56.0,,0.56,41.440000000000005
2020-09-29,83,56.0,,0.56,46.480000000000004
2020-09-30,63,56.0,,0.56,35.28
2020-10-01,53,57.0,False,0.57,30.209999999999997
2020-10-02,70,57.0,,0.57,39.9
2020-10-03,10,57.0,,0.57,5.699999999999999
2020-10-04,14,57.0,,0.57,7.9799999999999995
2020-10-05,79,57.0,,0.57,45.029999999999994
2020-10-06,78,57.0,,0.57,44.459999999999994
2020-10-07,88,57.0,,0.57,50.16
2020-10-08,75,57.0,,0.57,42.74999999999999
2020-10-09,72,57.0,,0.57,41.04
2020-10-10,23,57.0,,0.57,13.11
2020-10-11,21,57.0,,0.57,11.969999999999999
2020-10-12,81,57.0,,0.57,46.169999999999995
2020-10-13,66,57.0,,0.57,37.62
2020-10-14,69,57.0,,0.57,39.33
2020-10-15,70,57.0,,0.57,39.9
2020-10-16,62,57.0,,0.57,35.339999999999996
2020-10-17,30,57.0,,0.57,17.099999999999998
2020-10-18,17,57.0,,0.57,9.69
2020-10-19,68,57.0,,0.57,38.76
2020-10-20,54,57.0,,0.57,30.779999999999998
2020-10-21,46,57.0,,0.57,26.22
2020-10-22,71,57.0,,0.57,40.47
2020-10-23,62,57.0,,0.57,35.339999999999996
2020-10-24,15,57.0,,0.57,8.549999999999999
2020-10-25,15,57.0,,0.57,8.549999999999999
2020-10-26,60,57.0,,0.57,34.199999999999996
2020-10-27,98,57.0,,0.57,55.85999999999999
2020-10-28,100,57.0,,0.57,56.99999999999999
2020-10-29,62,57.0,,0.57,35.339999999999996
2020-10-30,71,57.0,,0.57,40.47
2020-10-31,13,57.0,,0.57,7.409999999999999
2020-11-01,3,62.0,False,0.62,1.8599999999999999
2020-11-02,30,62.0,,0.62,18.6
2020-11-03,33,62.0,,0.62,20.46
2020-11-04,21,62.0,,0.62,13.02
2020-11-05,25,62.0,,0.62,15.5
2020-11-06,18,62.0,,0.62,11.16
2020-11-07,10,62.0,,0.62,6.2
2020-11-08,9,62.0,,0.62,5.58
2020-11-09,48,62.0,,0.62,29.759999999999998
2020-11-10,40,62.0,,0.62,24.8
2020-11-11,37,62.0,,0.62,22.94
2020-11-12,79,62.0,,0.62,48.98
2020-11-13,100,62.0,,0.62,62.0
2020-11-14,28,62.0,,0.62,17.36
2020-11-15,7,62.0,,0.62,4.34
2020-11-16,52,62.0,,0.62,32.24
2020-11-17,35,62.0,,0.62,21.7
2020-11-18,34,62.0,,0.62,21.08
2020-11-19,23,62.0,,0.62,14.26
2020-11-20,25,62.0,,0.62,15.5
2020-11-21,9,62.0,,0.62,5.58
2020-11-22,9,62.0,,0.62,5.58
2020-11-23,37,62.0,,0.62,22.94
2020-11-24,47,62.0,,0.62,29.14
2020-11-25,41,62.0,,0.62,25.419999999999998
2020-11-26,12,62.0,,0.62,7.4399999999999995
2020-11-27,23,62.0,,0.62,14.26
2020-11-28,6,62.0,,0.62,3.7199999999999998
2020-11-29,6,62.0,,0.62,3.7199999999999998
2020-11-30,27,62.0,,0.62,16.74
2020-12-01,87,52.0,False,0.52,45.24
2020-12-02,100,52.0,,0.52,52.0
2020-12-03,90,52.0,,0.52,46.800000000000004
2020-12-04,96,52.0,,0.52,49.92
2020-12-05,29,52.0,,0.52,15.08
2020-12-06,19,52.0,,0.52,9.88
2020-12-07,94,52.0,,0.52,48.88
2020-12-08,86,52.0,,0.52,44.72
2020-12-09,87,52.0,,0.52,45.24
2020-12-10,56,52.0,,0.52,29.12
2020-12-11,64,52.0,,0.52,33.28
2020-12-12,26,52.0,,0.52,13.52
2020-12-13,7,52.0,,0.52,3.64
2020-12-14,75,52.0,,0.52,39.0
2020-12-15,67,52.0,,0.52,34.84
2020-12-16,60,52.0,,0.52,31.200000000000003
2020-12-17,89,52.0,,0.52,46.28
2020-12-18,80,52.0,,0.52,41.6
2020-12-19,42,52.0,,0.52,21.84
2020-12-20,20,52.0,,0.52,10.4
2020-12-21,41,52.0,,0.52,21.32
2020-12-22,94,52.0,,0.52,48.88
2020-12-23,85,52.0,,0.52,44.2
2020-12-24,65,52.0,,0.52,33.800000000000004
2020-12-25,22,52.0,,0.52,11.440000000000001
2020-12-26,13,52.0,,0.52,6.76
2020-12-27,9,52.0,,0.52,4.68
2020-12-28,54,52.0,,0.52,28.080000000000002
2020-12-29,70,52.0,,0.52,36.4
2020-12-30,74,52.0,,0.52,38.480000000000004
2020-12-31,86,52.0,,0.52,44.72
2021-01-01,18,44.0,False,0.44,7.92
2021-01-02,23,44.0,,0.44,10.12
2021-01-03,18,44.0,,0.44,7.92
2021-01-04,72,44.0,,0.44,31.68
2021-01-05,43,44.0,,0.44,18.92
2021-01-06,94,44.0,,0.44,41.36
2021-01-07,100,44.0,,0.44,44.0
2021-01-08,90,44.0,,0.44,39.6
2021-01-09,25,44.0,,0.44,11.0
2021-01-10,20,44.0,,0.44,8.8
2021-01-11,83,44.0,,0.44,36.52
2021-01-12,64,44.0,,0.44,28.16
2021-01-13,75,44.0,,0.44,33.0
2021-01-14,91,44.0,,0.44,40.04
2021-01-15,79,44.0,,0.44,34.76
2021-01-16,30,44.0,,0.44,13.2
2021-01-17,28,44.0,,0.44,12.32
2021-01-18,27,44.0,,0.44,11.88
2021-01-19,67,44.0,,0.44,29.48
2021-01-20,86,44.0,,0.44,37.84
2021-01-21,43,44.0,,0.44,18.92
2021-01-22,100,44.0,,0.44,44.0
2021-01-23,25,44.0,,0.44,11.0
2021-01-24,10,44.0,,0.44,4.4
2021-01-25,73,44.0,,0.44,32.12
2021-01-26,69,44.0,,0.44,30.36
2021-01-27,86,44.0,,0.44,37.84
2021-01-28,87,44.0,,0.44,38.28
2021-01-29,88,44.0,,0.44,38.72
2021-01-30,23,44.0,,0.44,10.12
2021-01-31,28,44.0,,0.44,12.32
2021-02-01,23,64.0,False,0.64,14.72
2021-02-02,31,64.0,,0.64,19.84
2021-02-03,28,64.0,,0.64,17.92
2021-02-04,45,64.0,,0.64,28.8
2021-02-05,52,64.0,,0.64,33.28
2021-02-06,16,64.0,,0.64,10.24
2021-02-07,8,64.0,,0.64,5.12
2021-02-08,38,64.0,,0.64,24.32
2021-02-09,88,64.0,,0.64,56.32
2021-02-10,100,64.0,,0.64,64.0
2021-02-11,56,64.0,,0.64,35.84
2021-02-12,33,64.0,,0.64,21.12
2021-02-13,16,64.0,,0.64,10.24
2021-02-14,8,64.0,,0.64,5.12
2021-02-15,16,64.0,,0.64,10.24
2021-02-16,26,64.0,,0.64,16.64
2021-02-17,35,64.0,,0.64,22.400000000000002
2021-02-18,26,64.0,,0.64,16.64
2021-02-19,25,64.0,,0.64,16.0
2021-02-20,7,64.0,,0.64,4.48
2021-02-21,7,64.0,,0.64,4.48
2021-02-22,26,64.0,,0.64,16.64
2021-02-23,36,64.0,,0.64,23.04
2021-02-24,23,64.0,,0.64,14.72
2021-02-25,28,64.0,,0.64,17.92
2021-02-26,24,64.0,,0.64,15.36
2021-02-27,6,64.0,,0.64,3.84
2021-02-28,5,64.0,,0.64,3.2
2021-03-01,58,53.0,False,0.53,30.740000000000002
2021-03-02,33,53.0,,0.53,17.490000000000002
2021-03-03,83,53.0,,0.53,43.99
2021-03-04,43,53.0,,0.53,22.790000000000003
2021-03-05,76,53.0,,0.53,40.28
2021-03-06,31,53.0,,0.53,16.43
2021-03-07,7,53.0,,0.53,3.71
2021-03-08,73,53.0,,0.53,38.690000000000005
2021-03-09,90,53.0,,0.53,47.7
2021-03-10,59,53.0,,0.53,31.270000000000003
2021-03-11,96,53.0,,0.53,50.88
2021-03-12,56,53.0,,0.53,29.68
2021-03-13,29,53.0,,0.53,15.370000000000001
2021-03-14,4,53.0,,0.53,2.12
2021-03-15,75,53.0,,0.53,39.75
2021-03-16,63,53.0,,0.53,33.39
2021-03-17,57,53.0,,0.53,30.21
2021-03-18,66,53.0,,0.53,34.980000000000004
2021-03-19,83,53.0,,0.53,43.99
2021-03-20,17,53.0,,0.53,9.01
2021-03-21,9,53.0,,0.53,4.7700000000000005
2021-03-22,52,53.0,,0.53,27.560000000000002
2021-03-23,79,53.0,,0.53,41.870000000000005
2021-03-24,71,53.0,,0.53,37.63
2021-03-25,91,53.0,,0.53,48.230000000000004
2021-03-26,76,53.0,,0.53,40.28
2021-03-27,27,53.0,,0.53,14.31
2021-03-28,17,53.0,,0.53,9.01
2021-03-29,100,53.0,,0.53,53.0
2021-03-30,55,53.0,,0.53,29.150000000000002
2021-03-31,59,53.0,,0.53,31.270000000000003
2021-04-01,74,45.0,False,0.45,33.300000000000004
2021-04-02,43,45.0,,0.45,19.35
2021-04-03,15,45.0,,0.45,6.75
2021-04-04,19,45.0,,0.45,8.55
2021-04-05,100,45.0,,0.45,45.0
2021-04-06,69,45.0,,0.45,31.05
2021-04-07,51,45.0,,0.45,22.95
2021-04-08,59,45.0,,0.45,26.55
2021-04-09,68,45.0,,0.45,30.6
2021-04-10,30,45.0,,0.45,13.5
2021-04-11,12,45.0,,0.45,5.4
2021-04-12,80,45.0,,0.45,36.0
2021-04-13,67,45.0,,0.45,30.150000000000002
2021-04-14,75,45.0,,0.45,33.75
2021-04-15,86,45.0,,0.45,38.7
2021-04-16,95,45.0,,0.45,42.75
2021-04-17,18,45.0,,0.45,8.1
2021-04-18,23,45.0,,0.45,10.35
2021-04-19,68,45.0,,0.45,30.6
2021-04-20,83,45.0,,0.45,37.35
2021-04-21,79,45.0,,0.45,35.550000000000004
2021-04-22,95,45.0,,0.45,42.75
2021-04-23,53,45.0,,0.45,23.85
2021-04-24,10,45.0,,0.45,4.5
2021-04-25,18,45.0,,0.45,8.1
2021-04-26,56,45.0,,0.45,25.2
2021-04-27,66,45.0,,0.45,29.7
