date,DIA_unscaled,DIA_monthly,isPartial,scale,DIA
2019-08-28,99,41.0,,0.41,40.589999999999996
2019-08-29,100,41.0,,0.41,41.0
2019-08-30,81,41.0,,0.41,33.21
2019-08-31,72,41.0,,0.41,29.52
2019-09-01,53,49.0,False,0.49,25.97
2019-09-02,64,49.0,,0.49,31.36
2019-09-03,57,49.0,,0.49,27.93
2019-09-04,58,49.0,,0.49,28.419999999999998
2019-09-05,66,49.0,,0.49,32.339999999999996
2019-09-06,64,49.0,,0.49,31.36
2019-09-07,57,49.0,,0.49,27.93
2019-09-08,60,49.0,,0.49,29.4
2019-09-09,69,49.0,,0.49,33.81
2019-09-10,80,49.0,,0.49,39.2
2019-09-11,76,49.0,,0.49,37.24
2019-09-12,100,49.0,,0.49,49.0
2019-09-13,78,49.0,,0.49,38.22
2019-09-14,72,49.0,,0.49,35.28
2019-09-15,85,49.0,,0.49,41.65
2019-09-16,82,49.0,,0.49,40.18
2019-09-17,72,49.0,,0.49,35.28
2019-09-18,65,49.0,,0.49,31.849999999999998
2019-09-19,68,49.0,,0.49,33.32
2019-09-20,59,49.0,,0.49,28.91
2019-09-21,65,49.0,,0.49,31.849999999999998
2019-09-22,60,49.0,,0.49,29.4
2019-09-23,70,49.0,,0.49,34.3
2019-09-24,70,49.0,,0.49,34.3
2019-09-25,71,49.0,,0.49,34.79
2019-09-26,71,49.0,,0.49,34.79
2019-09-27,74,49.0,,0.49,36.26
2019-09-28,61,49.0,,0.49,29.89
2019-09-29,67,49.0,,0.49,32.83
2019-09-30,74,49.0,,0.49,36.26
2019-10-01,36,70.0,False,0.7,25.2
2019-10-02,34,70.0,,0.7,23.799999999999997
2019-10-03,33,70.0,,0.7,23.099999999999998
2019-10-04,38,70.0,,0.7,26.599999999999998
2019-10-05,28,70.0,,0.7,19.599999999999998
2019-10-06,27,70.0,,0.7,18.9
2019-10-07,32,70.0,,0.7,22.4
2019-10-08,33,70.0,,0.7,23.099999999999998
2019-10-09,36,70.0,,0.7,25.2
2019-10-10,38,70.0,,0.7,26.599999999999998
2019-10-11,35,70.0,,0.7,24.5
2019-10-12,36,70.0,,0.7,25.2
2019-10-13,35,70.0,,0.7,24.5
2019-10-14,40,70.0,,0.7,28.0
2019-10-15,39,70.0,,0.7,27.299999999999997
2019-10-16,37,70.0,,0.7,25.9
2019-10-17,39,70.0,,0.7,27.299999999999997
2019-10-18,36,70.0,,0.7,25.2
2019-10-19,37,70.0,,0.7,25.9
2019-10-20,42,70.0,,0.7,29.4
2019-10-21,45,70.0,,0.7,31.499999999999996
2019-10-22,44,70.0,,0.7,30.799999999999997
2019-10-23,51,70.0,,0.7,35.699999999999996
2019-10-24,48,70.0,,0.7,33.599999999999994
2019-10-25,49,70.0,,0.7,34.3
2019-10-26,56,70.0,,0.7,39.199999999999996
2019-10-27,55,70.0,,0.7,38.5
2019-10-28,71,70.0,,0.7,49.699999999999996
2019-10-29,75,70.0,,0.7,52.5
2019-10-30,79,70.0,,0.7,55.3
2019-10-31,100,70.0,,0.7,70.0
2019-11-01,92,71.0,False,0.71,65.32
2019-11-02,100,71.0,,0.71,71.0
2019-11-03,57,71.0,,0.71,40.47
2019-11-04,34,71.0,,0.71,24.14
2019-11-05,26,71.0,,0.71,18.46
2019-11-06,23,71.0,,0.71,16.33
2019-11-07,23,71.0,,0.71,16.33
2019-11-08,21,71.0,,0.71,14.91
2019-11-09,18,71.0,,0.71,12.78
2019-11-10,18,71.0,,0.71,12.78
2019-11-11,23,71.0,,0.71,16.33
2019-11-12,20,71.0,,0.71,14.2
2019-11-13,19,71.0,,0.71,13.489999999999998
2019-11-14,19,71.0,,0.71,13.489999999999998
2019-11-15,18,71.0,,0.71,12.78
2019-11-16,17,71.0,,0.71,12.07
2019-11-17,17,71.0,,0.71,12.07
2019-11-18,19,71.0,,0.71,13.489999999999998
2019-11-19,22,71.0,,0.71,15.62
2019-11-20,23,71.0,,0.71,16.33
2019-11-21,21,71.0,,0.71,14.91
2019-11-22,22,71.0,,0.71,15.62
2019-11-23,17,71.0,,0.71,12.07
2019-11-24,17,71.0,,0.71,12.07
2019-11-25,22,71.0,,0.71,15.62
2019-11-26,28,71.0,,0.71,19.88
2019-11-27,26,71.0,,0.71,18.46
2019-11-28,60,71.0,,0.71,42.599999999999994
2019-11-29,23,71.0,,0.71,16.33
2019-11-30,15,71.0,,0.71,10.649999999999999
2019-12-01,60,42.0,False,0.42,25.2
2019-12-02,52,42.0,,0.42,21.84
2019-12-03,63,42.0,,0.42,26.459999999999997
2019-12-04,63,42.0,,0.42,26.459999999999997
2019-12-05,57,42.0,,0.42,23.939999999999998
2019-12-06,54,42.0,,0.42,22.68
2019-12-07,57,42.0,,0.42,23.939999999999998
2019-12-08,62,42.0,,0.42,26.04
2019-12-09,57,42.0,,0.42,23.939999999999998
2019-12-10,55,42.0,,0.42,23.099999999999998
2019-12-11,64,42.0,,0.42,26.88
2019-12-12,92,42.0,,0.42,38.64
2019-12-13,56,42.0,,0.42,23.52
2019-12-14,48,42.0,,0.42,20.16
2019-12-15,48,42.0,,0.42,20.16
2019-12-16,53,42.0,,0.42,22.259999999999998
2019-12-17,58,42.0,,0.42,24.36
2019-12-18,57,42.0,,0.42,23.939999999999998
2019-12-19,55,42.0,,0.42,23.099999999999998
2019-12-20,57,42.0,,0.42,23.939999999999998
2019-12-21,53,42.0,,0.42,22.259999999999998
2019-12-22,55,42.0,,0.42,23.099999999999998
2019-12-23,53,42.0,,0.42,22.259999999999998
2019-12-24,54,42.0,,0.42,22.68
2019-12-25,56,42.0,,0.42,23.52
2019-12-26,62,42.0,,0.42,26.04
2019-12-27,59,42.0,,0.42,24.779999999999998
2019-12-28,100,42.0,,0.42,42.0
2019-12-29,75,42.0,,0.42,31.5
2019-12-30,52,42.0,,0.42,21.84
2019-12-31,59,42.0,,0.42,24.779999999999998
2020-01-01,46,45.0,False,0.45,20.7
2020-01-02,50,45.0,,0.45,22.5
2020-01-03,52,45.0,,0.45,23.400000000000002
2020-01-04,44,45.0,,0.45,19.8
2020-01-05,61,45.0,,0.45,27.45
2020-01-06,100,45.0,,0.45,45.0
2020-01-07,65,45.0,,0.45,29.25
2020-01-08,48,45.0,,0.45,21.6
2020-01-09,44,45.0,,0.45,19.8
2020-01-10,41,45.0,,0.45,18.45
2020-01-11,41,45.0,,0.45,18.45
2020-01-12,41,45.0,,0.45,18.45
2020-01-13,46,45.0,,0.45,20.7
2020-01-14,42,45.0,,0.45,18.900000000000002
2020-01-15,44,45.0,,0.45,19.8
2020-01-16,39,45.0,,0.45,17.55
2020-01-17,43,45.0,,0.45,19.35
2020-01-18,40,45.0,,0.45,18.0
2020-01-19,40,45.0,,0.45,18.0
2020-01-20,49,45.0,,0.45,22.05
2020-01-21,47,45.0,,0.45,21.150000000000002
2020-01-22,41,45.0,,0.45,18.45
2020-01-23,42,45.0,,0.45,18.900000000000002
2020-01-24,42,45.0,,0.45,18.900000000000002
2020-01-25,45,45.0,,0.45,20.25
2020-01-26,40,45.0,,0.45,18.0
2020-01-27,40,45.0,,0.45,18.0
2020-01-28,40,45.0,,0.45,18.0
2020-01-29,47,45.0,,0.45,21.150000000000002
2020-01-30,39,45.0,,0.45,17.55
2020-01-31,42,45.0,,0.45,18.900000000000002
2020-02-01,13,52.0,False,0.52,6.76
2020-02-02,15,52.0,,0.52,7.800000000000001
2020-02-03,15,52.0,,0.52,7.800000000000001
2020-02-04,15,52.0,,0.52,7.800000000000001
2020-02-05,14,52.0,,0.52,7.28
2020-02-06,14,52.0,,0.52,7.28
2020-02-07,15,52.0,,0.52,7.800000000000001
2020-02-08,13,52.0,,0.52,6.76
2020-02-09,13,52.0,,0.52,6.76
2020-02-10,16,52.0,,0.52,8.32
2020-02-11,15,52.0,,0.52,7.800000000000001
2020-02-12,16,52.0,,0.52,8.32
2020-02-13,19,52.0,,0.52,9.88
2020-02-14,100,52.0,,0.52,52.0
2020-02-15,26,52.0,,0.52,13.52
2020-02-16,14,52.0,,0.52,7.28
2020-02-17,15,52.0,,0.52,7.800000000000001
2020-02-18,14,52.0,,0.52,7.28
2020-02-19,15,52.0,,0.52,7.800000000000001
2020-02-20,15,52.0,,0.52,7.800000000000001
2020-02-21,14,52.0,,0.52,7.28
2020-02-22,13,52.0,,0.52,6.76
2020-02-23,13,52.0,,0.52,6.76
2020-02-24,15,52.0,,0.52,7.800000000000001
2020-02-25,14,52.0,,0.52,7.28
2020-02-26,15,52.0,,0.52,7.800000000000001
2020-02-27,16,52.0,,0.52,8.32
2020-02-28,15,52.0,,0.52,7.800000000000001
2020-02-29,13,52.0,,0.52,6.76
2020-03-01,24,46.0,False,0.46,11.040000000000001
2020-03-02,25,46.0,,0.46,11.5
2020-03-03,25,46.0,,0.46,11.5
2020-03-04,25,46.0,,0.46,11.5
2020-03-05,24,46.0,,0.46,11.040000000000001
2020-03-06,27,46.0,,0.46,12.42
2020-03-07,27,46.0,,0.46,12.42
2020-03-08,100,46.0,,0.46,46.0
2020-03-09,34,46.0,,0.46,15.64
2020-03-10,28,46.0,,0.46,12.88
2020-03-11,27,46.0,,0.46,12.42
2020-03-12,25,46.0,,0.46,11.5
2020-03-13,23,46.0,,0.46,10.58
2020-03-14,21,46.0,,0.46,9.66
2020-03-15,24,46.0,,0.46,11.040000000000001
2020-03-16,25,46.0,,0.46,11.5
2020-03-17,24,46.0,,0.46,11.040000000000001
2020-03-18,24,46.0,,0.46,11.040000000000001
2020-03-19,39,46.0,,0.46,17.94
2020-03-20,26,46.0,,0.46,11.96
2020-03-21,22,46.0,,0.46,10.120000000000001
2020-03-22,24,46.0,,0.46,11.040000000000001
2020-03-23,21,46.0,,0.46,9.66
2020-03-24,23,46.0,,0.46,10.58
2020-03-25,21,46.0,,0.46,9.66
2020-03-26,23,46.0,,0.46,10.58
2020-03-27,23,46.0,,0.46,10.58
2020-03-28,20,46.0,,0.46,9.200000000000001
2020-03-29,19,46.0,,0.46,8.74
2020-03-30,20,46.0,,0.46,9.200000000000001
2020-03-31,23,46.0,,0.46,10.58
2020-04-01,33,45.0,False,0.45,14.85
2020-04-02,32,45.0,,0.45,14.4
2020-04-03,30,45.0,,0.45,13.5
2020-04-04,26,45.0,,0.45,11.700000000000001
2020-04-05,36,45.0,,0.45,16.2
2020-04-06,32,45.0,,0.45,14.4
2020-04-07,33,45.0,,0.45,14.85
2020-04-08,33,45.0,,0.45,14.85
2020-04-09,33,45.0,,0.45,14.85
2020-04-10,36,45.0,,0.45,16.2
2020-04-11,31,45.0,,0.45,13.950000000000001
2020-04-12,59,45.0,,0.45,26.55
2020-04-13,49,45.0,,0.45,22.05
2020-04-14,39,45.0,,0.45,17.55
2020-04-15,33,45.0,,0.45,14.85
2020-04-16,31,45.0,,0.45,13.950000000000001
2020-04-17,31,45.0,,0.45,13.950000000000001
2020-04-18,29,45.0,,0.45,13.05
2020-04-19,31,45.0,,0.45,13.950000000000001
2020-04-20,30,45.0,,0.45,13.5
2020-04-21,35,45.0,,0.45,15.75
2020-04-22,38,45.0,,0.45,17.1
2020-04-23,36,45.0,,0.45,16.2
2020-04-24,33,45.0,,0.45,14.85
2020-04-25,32,45.0,,0.45,14.4
2020-04-26,35,45.0,,0.45,15.75
2020-04-27,35,45.0,,0.45,15.75
2020-04-28,33,45.0,,0.45,14.85
2020-04-29,39,45.0,,0.45,17.55
2020-04-30,100,45.0,,0.45,45.0
2020-05-01,8,75.0,False,0.75,6.0
2020-05-02,5,75.0,,0.75,3.75
2020-05-03,8,75.0,,0.75,6.0
2020-05-04,5,75.0,,0.75,3.75
2020-05-05,6,75.0,,0.75,4.5
2020-05-06,6,75.0,,0.75,4.5
2020-05-07,6,75.0,,0.75,4.5
2020-05-08,8,75.0,,0.75,6.0
2020-05-09,12,75.0,,0.75,9.0
2020-05-10,100,75.0,,0.75,75.0
2020-05-11,10,75.0,,0.75,7.5
2020-05-12,5,75.0,,0.75,3.75
2020-05-13,5,75.0,,0.75,3.75
2020-05-14,4,75.0,,0.75,3.0
2020-05-15,7,75.0,,0.75,5.25
2020-05-16,4,75.0,,0.75,3.0
2020-05-17,4,75.0,,0.75,3.0
2020-05-18,4,75.0,,0.75,3.0
2020-05-19,4,75.0,,0.75,3.0
2020-05-20,5,75.0,,0.75,3.75
2020-05-21,4,75.0,,0.75,3.0
2020-05-22,5,75.0,,0.75,3.75
2020-05-23,5,75.0,,0.75,3.75
2020-05-24,4,75.0,,0.75,3.0
2020-05-25,5,75.0,,0.75,3.75
2020-05-26,4,75.0,,0.75,3.0
2020-05-27,4,75.0,,0.75,3.0
2020-05-28,4,75.0,,0.75,3.0
2020-05-29,4,75.0,,0.75,3.0
2020-05-30,5,75.0,,0.75,3.75
2020-05-31,8,75.0,,0.75,6.0
2020-06-01,10,65.0,False,0.65,6.5
2020-06-02,9,65.0,,0.65,5.8500000000000005
2020-06-03,9,65.0,,0.65,5.8500000000000005
2020-06-04,9,65.0,,0.65,5.8500000000000005
2020-06-05,10,65.0,,0.65,6.5
2020-06-06,10,65.0,,0.65,6.5
2020-06-07,11,65.0,,0.65,7.15
2020-06-08,10,65.0,,0.65,6.5
2020-06-09,11,65.0,,0.65,7.15
2020-06-10,11,65.0,,0.65,7.15
2020-06-11,13,65.0,,0.65,8.450000000000001
2020-06-12,13,65.0,,0.65,8.450000000000001
2020-06-13,13,65.0,,0.65,8.450000000000001
2020-06-14,17,65.0,,0.65,11.05
2020-06-15,12,65.0,,0.65,7.800000000000001
2020-06-16,14,65.0,,0.65,9.1
2020-06-17,27,65.0,,0.65,17.55
2020-06-18,15,65.0,,0.65,9.75
2020-06-19,14,65.0,,0.65,9.1
2020-06-20,18,65.0,,0.65,11.700000000000001
2020-06-21,100,65.0,,0.65,65.0
2020-06-22,15,65.0,,0.65,9.75
2020-06-23,9,65.0,,0.65,5.8500000000000005
2020-06-24,9,65.0,,0.65,5.8500000000000005
2020-06-25,8,65.0,,0.65,5.2
2020-06-26,7,65.0,,0.65,4.55
2020-06-27,7,65.0,,0.65,4.55
2020-06-28,8,65.0,,0.65,5.2
2020-06-29,7,65.0,,0.65,4.55
2020-06-30,8,65.0,,0.65,5.2
2020-07-01,51,43.0,False,0.43,21.93
2020-07-02,43,43.0,,0.43,18.49
2020-07-03,43,43.0,,0.43,18.49
2020-07-04,78,43.0,,0.43,33.54
2020-07-05,73,43.0,,0.43,31.39
2020-07-06,68,43.0,,0.43,29.24
2020-07-07,83,43.0,,0.43,35.69
2020-07-08,68,43.0,,0.43,29.24
2020-07-09,59,43.0,,0.43,25.37
2020-07-10,100,43.0,,0.43,43.0
2020-07-11,87,43.0,,0.43,37.41
2020-07-12,66,43.0,,0.43,28.38
2020-07-13,47,43.0,,0.43,20.21
2020-07-14,60,43.0,,0.43,25.8
2020-07-15,55,43.0,,0.43,23.65
2020-07-16,55,43.0,,0.43,23.65
2020-07-17,48,43.0,,0.43,20.64
2020-07-18,49,43.0,,0.43,21.07
2020-07-19,52,43.0,,0.43,22.36
2020-07-20,60,43.0,,0.43,25.8
2020-07-21,50,43.0,,0.43,21.5
2020-07-22,50,43.0,,0.43,21.5
2020-07-23,51,43.0,,0.43,21.93
2020-07-24,51,43.0,,0.43,21.93
2020-07-25,50,43.0,,0.43,21.5
2020-07-26,80,43.0,,0.43,34.4
2020-07-27,46,43.0,,0.43,19.78
2020-07-28,48,43.0,,0.43,20.64
2020-07-29,48,43.0,,0.43,20.64
2020-07-30,57,43.0,,0.43,24.509999999999998
2020-07-31,53,43.0,,0.43,22.79
2020-08-01,66,37.0,False,0.37,24.419999999999998
2020-08-02,66,37.0,,0.37,24.419999999999998
2020-08-03,63,37.0,,0.37,23.31
2020-08-04,61,37.0,,0.37,22.57
2020-08-05,60,37.0,,0.37,22.2
2020-08-06,68,37.0,,0.37,25.16
2020-08-07,73,37.0,,0.37,27.009999999999998
2020-08-08,68,37.0,,0.37,25.16
2020-08-09,80,37.0,,0.37,29.6
2020-08-10,61,37.0,,0.37,22.57
2020-08-11,66,37.0,,0.37,24.419999999999998
2020-08-12,63,37.0,,0.37,23.31
2020-08-13,65,37.0,,0.37,24.05
2020-08-14,64,37.0,,0.37,23.68
2020-08-15,70,37.0,,0.37,25.9
2020-08-16,69,37.0,,0.37,25.53
2020-08-17,62,37.0,,0.37,22.94
2020-08-18,62,37.0,,0.37,22.94
2020-08-19,62,37.0,,0.37,22.94
2020-08-20,58,37.0,,0.37,21.46
2020-08-21,56,37.0,,0.37,20.72
2020-08-22,65,37.0,,0.37,24.05
2020-08-23,59,37.0,,0.37,21.83
2020-08-24,59,37.0,,0.37,21.83
2020-08-25,63,37.0,,0.37,23.31
2020-08-26,65,37.0,,0.37,24.05
2020-08-27,64,37.0,,0.37,23.68
2020-08-28,100,37.0,,0.37,37.0
2020-08-29,75,37.0,,0.37,27.75
2020-08-30,65,37.0,,0.37,24.05
2020-08-31,64,37.0,,0.37,23.68
2020-09-01,75,42.0,False,0.42,31.5
2020-09-02,71,42.0,,0.42,29.82
2020-09-03,78,42.0,,0.42,32.76
2020-09-04,67,42.0,,0.42,28.14
2020-09-05,69,42.0,,0.42,28.98
2020-09-06,74,42.0,,0.42,31.08
2020-09-07,90,42.0,,0.42,37.8
2020-09-08,82,42.0,,0.42,34.44
2020-09-09,82,42.0,,0.42,34.44
2020-09-10,82,42.0,,0.42,34.44
2020-09-11,76,42.0,,0.42,31.919999999999998
2020-09-12,72,42.0,,0.42,30.24
2020-09-13,70,42.0,,0.42,29.4
2020-09-14,85,42.0,,0.42,35.699999999999996
2020-09-15,100,42.0,,0.42,42.0
2020-09-16,99,42.0,,0.42,41.58
2020-09-17,83,42.0,,0.42,34.86
2020-09-18,73,42.0,,0.42,30.66
2020-09-19,77,42.0,,0.42,32.339999999999996
2020-09-20,72,42.0,,0.42,30.24
2020-09-21,76,42.0,,0.42,31.919999999999998
2020-09-22,76,42.0,,0.42,31.919999999999998
2020-09-23,79,42.0,,0.42,33.18
2020-09-24,82,42.0,,0.42,34.44
2020-09-25,74,42.0,,0.42,31.08
2020-09-26,74,42.0,,0.42,31.08
2020-09-27,71,42.0,,0.42,29.82
2020-09-28,81,42.0,,0.42,34.019999999999996
2020-09-29,88,42.0,,0.42,36.96
2020-09-30,74,42.0,,0.42,31.08
2020-10-01,37,61.0,False,0.61,22.57
2020-10-02,34,61.0,,0.61,20.74
2020-10-03,31,61.0,,0.61,18.91
2020-10-04,37,61.0,,0.61,22.57
2020-10-05,35,61.0,,0.61,21.349999999999998
2020-10-06,34,61.0,,0.61,20.74
2020-10-07,35,61.0,,0.61,21.349999999999998
2020-10-08,35,61.0,,0.61,21.349999999999998
2020-10-09,40,61.0,,0.61,24.4
2020-10-10,33,61.0,,0.61,20.13
2020-10-11,38,61.0,,0.61,23.18
2020-10-12,44,61.0,,0.61,26.84
2020-10-13,38,61.0,,0.61,23.18
2020-10-14,40,61.0,,0.61,24.4
2020-10-15,42,61.0,,0.61,25.62
2020-10-16,40,61.0,,0.61,24.4
2020-10-17,33,61.0,,0.61,20.13
2020-10-18,42,61.0,,0.61,25.62
2020-10-19,39,61.0,,0.61,23.79
2020-10-20,40,61.0,,0.61,24.4
2020-10-21,41,61.0,,0.61,25.009999999999998
2020-10-22,41,61.0,,0.61,25.009999999999998
2020-10-23,48,61.0,,0.61,29.28
2020-10-24,41,61.0,,0.61,25.009999999999998
2020-10-25,44,61.0,,0.61,26.84
2020-10-26,45,61.0,,0.61,27.45
2020-10-27,55,61.0,,0.61,33.55
2020-10-28,64,61.0,,0.61,39.04
2020-10-29,68,61.0,,0.61,41.48
2020-10-30,82,61.0,,0.61,50.019999999999996
2020-10-31,100,61.0,,0.61,61.0
2020-11-01,100,60.0,False,0.6,60.0
2020-11-02,97,60.0,,0.6,58.199999999999996
2020-11-03,51,60.0,,0.6,30.599999999999998
2020-11-04,19,60.0,,0.6,11.4
2020-11-05,19,60.0,,0.6,11.4
2020-11-06,19,60.0,,0.6,11.4
2020-11-07,17,60.0,,0.6,10.2
2020-11-08,18,60.0,,0.6,10.799999999999999
2020-11-09,18,60.0,,0.6,10.799999999999999
2020-11-10,22,60.0,,0.6,13.2
2020-11-11,24,60.0,,0.6,14.399999999999999
2020-11-12,21,60.0,,0.6,12.6
2020-11-13,18,60.0,,0.6,10.799999999999999
2020-11-14,19,60.0,,0.6,11.4
2020-11-15,17,60.0,,0.6,10.2
2020-11-16,19,60.0,,0.6,11.4
2020-11-17,19,60.0,,0.6,11.4
2020-11-18,22,60.0,,0.6,13.2
2020-11-19,25,60.0,,0.6,15.0
2020-11-20,24,60.0,,0.6,14.399999999999999
2020-11-21,17,60.0,,0.6,10.2
2020-11-22,21,60.0,,0.6,12.6
2020-11-23,20,60.0,,0.6,12.0
2020-11-24,22,60.0,,0.6,13.2
2020-11-25,26,60.0,,0.6,15.6
2020-11-26,69,60.0,,0.6,41.4
2020-11-27,25,60.0,,0.6,15.0
2020-11-28,16,60.0,,0.6,9.6
2020-11-29,15,60.0,,0.6,9.0
2020-11-30,16,60.0,,0.6,9.6
2020-12-01,62,39.0,False,0.39,24.18
2020-12-02,63,39.0,,0.39,24.57
2020-12-03,67,39.0,,0.39,26.130000000000003
2020-12-04,63,39.0,,0.39,24.57
2020-12-05,57,39.0,,0.39,22.23
2020-12-06,56,39.0,,0.39,21.84
2020-12-07,68,39.0,,0.39,26.52
2020-12-08,78,39.0,,0.39,30.42
2020-12-09,66,39.0,,0.39,25.740000000000002
2020-12-10,62,39.0,,0.39,24.18
2020-12-11,64,39.0,,0.39,24.96
2020-12-12,100,39.0,,0.39,39.0
2020-12-13,59,39.0,,0.39,23.01
2020-12-14,56,39.0,,0.39,21.84
2020-12-15,57,39.0,,0.39,22.23
2020-12-16,60,39.0,,0.39,23.400000000000002
2020-12-17,62,39.0,,0.39,24.18
2020-12-18,57,39.0,,0.39,22.23
2020-12-19,57,39.0,,0.39,22.23
2020-12-20,54,39.0,,0.39,21.060000000000002
2020-12-21,58,39.0,,0.39,22.62
2020-12-22,61,39.0,,0.39,23.79
2020-12-23,60,39.0,,0.39,23.400000000000002
2020-12-24,57,39.0,,0.39,22.23
2020-12-25,60,39.0,,0.39,23.400000000000002
2020-12-26,57,39.0,,0.39,22.23
2020-12-27,61,39.0,,0.39,23.79
2020-12-28,98,39.0,,0.39,38.22
2020-12-29,74,39.0,,0.39,28.86
2020-12-30,60,39.0,,0.39,23.400000000000002
2020-12-31,63,39.0,,0.39,24.57
2021-01-01,32,39.0,False,0.39,12.48
2021-01-02,33,39.0,,0.39,12.870000000000001
2021-01-03,38,39.0,,0.39,14.82
2021-01-04,43,39.0,,0.39,16.77
2021-01-05,52,39.0,,0.39,20.28
2021-01-06,100,39.0,,0.39,39.0
2021-01-07,51,39.0,,0.39,19.89
2021-01-08,37,39.0,,0.39,14.43
2021-01-09,31,39.0,,0.39,12.09
2021-01-10,28,39.0,,0.39,10.92
2021-01-11,30,39.0,,0.39,11.700000000000001
2021-01-12,33,39.0,,0.39,12.870000000000001
2021-01-13,32,39.0,,0.39,12.48
2021-01-14,33,39.0,,0.39,12.870000000000001
2021-01-15,32,39.0,,0.39,12.48
2021-01-16,28,39.0,,0.39,10.92
2021-01-17,29,39.0,,0.39,11.31
2021-01-18,36,39.0,,0.39,14.040000000000001
2021-01-19,34,39.0,,0.39,13.26
2021-01-20,30,39.0,,0.39,11.700000000000001
2021-01-21,31,39.0,,0.39,12.09
2021-01-22,28,39.0,,0.39,10.92
2021-01-23,29,39.0,,0.39,11.31
2021-01-24,28,39.0,,0.39,10.92
2021-01-25,37,39.0,,0.39,14.43
2021-01-26,33,39.0,,0.39,12.870000000000001
2021-01-27,30,39.0,,0.39,11.700000000000001
2021-01-28,31,39.0,,0.39,12.09
2021-01-29,33,39.0,,0.39,12.870000000000001
2021-01-30,34,39.0,,0.39,13.26
2021-01-31,31,39.0,,0.39,12.09
2021-02-01,16,49.0,False,0.49,7.84
2021-02-02,19,49.0,,0.49,9.31
2021-02-03,19,49.0,,0.49,9.31
2021-02-04,15,49.0,,0.49,7.35
2021-02-05,16,49.0,,0.49,7.84
2021-02-06,15,49.0,,0.49,7.35
2021-02-07,15,49.0,,0.49,7.35
2021-02-08,15,49.0,,0.49,7.35
2021-02-09,15,49.0,,0.49,7.35
2021-02-10,16,49.0,,0.49,7.84
2021-02-11,19,49.0,,0.49,9.31
2021-02-12,19,49.0,,0.49,9.31
2021-02-13,22,49.0,,0.49,10.78
2021-02-14,100,49.0,,0.49,49.0
2021-02-15,30,49.0,,0.49,14.7
2021-02-16,17,49.0,,0.49,8.33
2021-02-17,17,49.0,,0.49,8.33
2021-02-18,15,49.0,,0.49,7.35
2021-02-19,16,49.0,,0.49,7.84
2021-02-20,16,49.0,,0.49,7.84
2021-02-21,16,49.0,,0.49,7.84
2021-02-22,16,49.0,,0.49,7.84
2021-02-23,15,49.0,,0.49,7.35
2021-02-24,17,49.0,,0.49,8.33
2021-02-25,16,49.0,,0.49,7.84
2021-02-26,15,49.0,,0.49,7.35
2021-02-27,16,49.0,,0.49,7.84
2021-02-28,16,49.0,,0.49,7.84
2021-03-01,19,49.0,False,0.49,9.31
2021-03-02,18,49.0,,0.49,8.82
2021-03-03,19,49.0,,0.49,9.31
2021-03-04,19,49.0,,0.49,9.31
2021-03-05,18,49.0,,0.49,8.82
2021-03-06,18,49.0,,0.49,8.82
2021-03-07,23,49.0,,0.49,11.27
2021-03-08,100,49.0,,0.49,49.0
2021-03-09,29,49.0,,0.49,14.209999999999999
2021-03-10,20,49.0,,0.49,9.8
2021-03-11,20,49.0,,0.49,9.8
2021-03-12,20,49.0,,0.49,9.8
2021-03-13,19,49.0,,0.49,9.31
2021-03-14,22,49.0,,0.49,10.78
2021-03-15,24,49.0,,0.49,11.76
2021-03-16,20,49.0,,0.49,9.8
2021-03-17,25,49.0,,0.49,12.25
2021-03-18,21,49.0,,0.49,10.29
2021-03-19,39,49.0,,0.49,19.11
2021-03-20,22,49.0,,0.49,10.78
2021-03-21,20,49.0,,0.49,9.8
2021-03-22,19,49.0,,0.49,9.31
2021-03-23,17,49.0,,0.49,8.33
2021-03-24,18,49.0,,0.49,8.82
2021-03-25,18,49.0,,0.49,8.82
2021-03-26,19,49.0,,0.49,9.31
2021-03-27,19,49.0,,0.49,9.31
2021-03-28,20,49.0,,0.49,9.8
2021-03-29,18,49.0,,0.49,8.82
2021-03-30,19,49.0,,0.49,9.31
2021-03-31,18,49.0,,0.49,8.82
2021-04-01,38,47.0,False,0.47,17.86
2021-04-02,39,47.0,,0.47,18.33
2021-04-03,31,47.0,,0.47,14.569999999999999
2021-04-04,49,47.0,,0.47,23.029999999999998
2021-04-05,30,47.0,,0.47,14.1
2021-04-06,26,47.0,,0.47,12.219999999999999
2021-04-07,29,47.0,,0.47,13.629999999999999
2021-04-08,29,47.0,,0.47,13.629999999999999
2021-04-09,25,47.0,,0.47,11.75
2021-04-10,28,47.0,,0.47,13.16
2021-04-11,27,47.0,,0.47,12.69
2021-04-12,29,47.0,,0.47,13.629999999999999
2021-04-13,35,47.0,,0.47,16.45
2021-04-14,31,47.0,,0.47,14.569999999999999
2021-04-15,28,47.0,,0.47,13.16
2021-04-16,32,47.0,,0.47,15.04
2021-04-17,28,47.0,,0.47,13.16
2021-04-18,29,47.0,,0.47,13.629999999999999
2021-04-19,30,47.0,,0.47,14.1
2021-04-20,32,47.0,,0.47,15.04
2021-04-21,34,47.0,,0.47,15.979999999999999
2021-04-22,40,47.0,,0.47,18.799999999999997
2021-04-23,39,47.0,,0.47,18.33
2021-04-24,35,47.0,,0.47,16.45
2021-04-25,33,47.0,,0.47,15.51
2021-04-26,38,47.0,,0.47,17.86
2021-04-27,37,47.0,,0.47,17.39
