date,BOOM_unscaled,BOOM_monthly,isPartial,scale,BOOM
2019-08-17,85,60.0,,0.6,51.0
2019-08-18,100,60.0,,0.6,60.0
2019-08-19,89,60.0,,0.6,53.4
2019-08-20,84,60.0,,0.6,50.4
2019-08-21,88,60.0,,0.6,52.8
2019-08-22,89,60.0,,0.6,53.4
2019-08-23,92,60.0,,0.6,55.199999999999996
2019-08-24,90,60.0,,0.6,54.0
2019-08-25,88,60.0,,0.6,52.8
2019-08-26,90,60.0,,0.6,54.0
2019-08-27,91,60.0,,0.6,54.6
2019-08-28,88,60.0,,0.6,52.8
2019-08-29,88,60.0,,0.6,52.8
2019-08-30,85,60.0,,0.6,51.0
2019-08-31,96,60.0,,0.6,57.599999999999994
2019-09-01,87,59.0,False,0.59,51.33
2019-09-02,92,59.0,,0.59,54.279999999999994
2019-09-03,88,59.0,,0.59,51.919999999999995
2019-09-04,96,59.0,,0.59,56.64
2019-09-05,98,59.0,,0.59,57.82
2019-09-06,100,59.0,,0.59,59.0
2019-09-07,93,59.0,,0.59,54.87
2019-09-08,83,59.0,,0.59,48.97
2019-09-09,84,59.0,,0.59,49.559999999999995
2019-09-10,93,59.0,,0.59,54.87
2019-09-11,88,59.0,,0.59,51.919999999999995
2019-09-12,91,59.0,,0.59,53.69
2019-09-13,87,59.0,,0.59,51.33
2019-09-14,83,59.0,,0.59,48.97
2019-09-15,93,59.0,,0.59,54.87
2019-09-16,88,59.0,,0.59,51.919999999999995
2019-09-17,96,59.0,,0.59,56.64
2019-09-18,88,59.0,,0.59,51.919999999999995
2019-09-19,95,59.0,,0.59,56.05
2019-09-20,88,59.0,,0.59,51.919999999999995
2019-09-21,87,59.0,,0.59,51.33
2019-09-22,88,59.0,,0.59,51.919999999999995
2019-09-23,85,59.0,,0.59,50.15
2019-09-24,85,59.0,,0.59,50.15
2019-09-25,81,59.0,,0.59,47.79
2019-09-26,85,59.0,,0.59,50.15
2019-09-27,96,59.0,,0.59,56.64
2019-09-28,87,59.0,,0.59,51.33
2019-09-29,86,59.0,,0.59,50.739999999999995
2019-09-30,84,59.0,,0.59,49.559999999999995
2019-10-01,84,56.0,False,0.56,47.040000000000006
2019-10-02,81,56.0,,0.56,45.36000000000001
2019-10-03,86,56.0,,0.56,48.160000000000004
2019-10-04,87,56.0,,0.56,48.720000000000006
2019-10-05,77,56.0,,0.56,43.120000000000005
2019-10-06,91,56.0,,0.56,50.96000000000001
2019-10-07,84,56.0,,0.56,47.040000000000006
2019-10-08,74,56.0,,0.56,41.440000000000005
2019-10-09,74,56.0,,0.56,41.440000000000005
2019-10-10,83,56.0,,0.56,46.480000000000004
2019-10-11,80,56.0,,0.56,44.800000000000004
2019-10-12,77,56.0,,0.56,43.120000000000005
2019-10-13,80,56.0,,0.56,44.800000000000004
2019-10-14,72,56.0,,0.56,40.32000000000001
2019-10-15,77,56.0,,0.56,43.120000000000005
2019-10-16,87,56.0,,0.56,48.720000000000006
2019-10-17,100,56.0,,0.56,56.00000000000001
2019-10-18,88,56.0,,0.56,49.28
2019-10-19,87,56.0,,0.56,48.720000000000006
2019-10-20,83,56.0,,0.56,46.480000000000004
2019-10-21,82,56.0,,0.56,45.92
2019-10-22,84,56.0,,0.56,47.040000000000006
2019-10-23,84,56.0,,0.56,47.040000000000006
2019-10-24,86,56.0,,0.56,48.160000000000004
2019-10-25,86,56.0,,0.56,48.160000000000004
2019-10-26,87,56.0,,0.56,48.720000000000006
2019-10-27,77,56.0,,0.56,43.120000000000005
2019-10-28,79,56.0,,0.56,44.24
2019-10-29,83,56.0,,0.56,46.480000000000004
2019-10-30,86,56.0,,0.56,48.160000000000004
2019-10-31,84,56.0,,0.56,47.040000000000006
2019-11-01,87,57.0,False,0.57,49.589999999999996
2019-11-02,95,57.0,,0.57,54.15
2019-11-03,93,57.0,,0.57,53.01
2019-11-04,88,57.0,,0.57,50.16
2019-11-05,94,57.0,,0.57,53.58
2019-11-06,89,57.0,,0.57,50.73
2019-11-07,91,57.0,,0.57,51.87
2019-11-08,100,57.0,,0.57,56.99999999999999
2019-11-09,88,57.0,,0.57,50.16
2019-11-10,88,57.0,,0.57,50.16
2019-11-11,80,57.0,,0.57,45.599999999999994
2019-11-12,95,57.0,,0.57,54.15
2019-11-13,90,57.0,,0.57,51.3
2019-11-14,92,57.0,,0.57,52.44
2019-11-15,94,57.0,,0.57,53.58
2019-11-16,88,57.0,,0.57,50.16
2019-11-17,94,57.0,,0.57,53.58
2019-11-18,87,57.0,,0.57,49.589999999999996
2019-11-19,82,57.0,,0.57,46.739999999999995
2019-11-20,81,57.0,,0.57,46.169999999999995
2019-11-21,92,57.0,,0.57,52.44
2019-11-22,97,57.0,,0.57,55.28999999999999
2019-11-23,82,57.0,,0.57,46.739999999999995
2019-11-24,90,57.0,,0.57,51.3
2019-11-25,81,57.0,,0.57,46.169999999999995
2019-11-26,82,57.0,,0.57,46.739999999999995
2019-11-27,90,57.0,,0.57,51.3
2019-11-28,88,57.0,,0.57,50.16
2019-11-29,96,57.0,,0.57,54.72
2019-11-30,88,57.0,,0.57,50.16
2019-12-01,89,57.0,False,0.57,50.73
2019-12-02,92,57.0,,0.57,52.44
2019-12-03,93,57.0,,0.57,53.01
2019-12-04,88,57.0,,0.57,50.16
2019-12-05,86,57.0,,0.57,49.019999999999996
2019-12-06,95,57.0,,0.57,54.15
2019-12-07,93,57.0,,0.57,53.01
2019-12-08,79,57.0,,0.57,45.029999999999994
2019-12-09,86,57.0,,0.57,49.019999999999996
2019-12-10,89,57.0,,0.57,50.73
2019-12-11,84,57.0,,0.57,47.879999999999995
2019-12-12,95,57.0,,0.57,54.15
2019-12-13,82,57.0,,0.57,46.739999999999995
2019-12-14,87,57.0,,0.57,49.589999999999996
2019-12-15,94,57.0,,0.57,53.58
2019-12-16,93,57.0,,0.57,53.01
2019-12-17,91,57.0,,0.57,51.87
2019-12-18,84,57.0,,0.57,47.879999999999995
2019-12-19,87,57.0,,0.57,49.589999999999996
2019-12-20,80,57.0,,0.57,45.599999999999994
2019-12-21,85,57.0,,0.57,48.449999999999996
2019-12-22,87,57.0,,0.57,49.589999999999996
2019-12-23,75,57.0,,0.57,42.74999999999999
2019-12-24,74,57.0,,0.57,42.18
2019-12-25,100,57.0,,0.57,56.99999999999999
2019-12-26,84,57.0,,0.57,47.879999999999995
2019-12-27,82,57.0,,0.57,46.739999999999995
2019-12-28,80,57.0,,0.57,45.599999999999994
2019-12-29,83,57.0,,0.57,47.309999999999995
2019-12-30,85,57.0,,0.57,48.449999999999996
2019-12-31,84,57.0,,0.57,47.879999999999995
2020-01-01,95,58.0,False,0.58,55.099999999999994
2020-01-02,88,58.0,,0.58,51.04
2020-01-03,92,58.0,,0.58,53.36
2020-01-04,84,58.0,,0.58,48.72
2020-01-05,84,58.0,,0.58,48.72
2020-01-06,87,58.0,,0.58,50.459999999999994
2020-01-07,84,58.0,,0.58,48.72
2020-01-08,92,58.0,,0.58,53.36
2020-01-09,88,58.0,,0.58,51.04
2020-01-10,97,58.0,,0.58,56.26
2020-01-11,97,58.0,,0.58,56.26
2020-01-12,95,58.0,,0.58,55.099999999999994
2020-01-13,93,58.0,,0.58,53.94
2020-01-14,83,58.0,,0.58,48.13999999999999
2020-01-15,87,58.0,,0.58,50.459999999999994
2020-01-16,95,58.0,,0.58,55.099999999999994
2020-01-17,92,58.0,,0.58,53.36
2020-01-18,94,58.0,,0.58,54.519999999999996
2020-01-19,98,58.0,,0.58,56.839999999999996
2020-01-20,82,58.0,,0.58,47.559999999999995
2020-01-21,85,58.0,,0.58,49.3
2020-01-22,92,58.0,,0.58,53.36
2020-01-23,94,58.0,,0.58,54.519999999999996
2020-01-24,94,58.0,,0.58,54.519999999999996
2020-01-25,97,58.0,,0.58,56.26
2020-01-26,86,58.0,,0.58,49.879999999999995
2020-01-27,89,58.0,,0.58,51.62
2020-01-28,92,58.0,,0.58,53.36
2020-01-29,100,58.0,,0.58,57.99999999999999
2020-01-30,90,58.0,,0.58,52.199999999999996
2020-01-31,89,58.0,,0.58,51.62
2020-02-01,72,64.0,False,0.64,46.08
2020-02-02,77,64.0,,0.64,49.28
2020-02-03,69,64.0,,0.64,44.160000000000004
2020-02-04,72,64.0,,0.64,46.08
2020-02-05,74,64.0,,0.64,47.36
2020-02-06,72,64.0,,0.64,46.08
2020-02-07,77,64.0,,0.64,49.28
2020-02-08,88,64.0,,0.64,56.32
2020-02-09,82,64.0,,0.64,52.480000000000004
2020-02-10,100,64.0,,0.64,64.0
2020-02-11,97,64.0,,0.64,62.08
2020-02-12,78,64.0,,0.64,49.92
2020-02-13,76,64.0,,0.64,48.64
2020-02-14,76,64.0,,0.64,48.64
2020-02-15,76,64.0,,0.64,48.64
2020-02-16,79,64.0,,0.64,50.56
2020-02-17,72,64.0,,0.64,46.08
2020-02-18,72,64.0,,0.64,46.08
2020-02-19,83,64.0,,0.64,53.120000000000005
2020-02-20,78,64.0,,0.64,49.92
2020-02-21,88,64.0,,0.64,56.32
2020-02-22,82,64.0,,0.64,52.480000000000004
2020-02-23,82,64.0,,0.64,52.480000000000004
2020-02-24,82,64.0,,0.64,52.480000000000004
2020-02-25,76,64.0,,0.64,48.64
2020-02-26,80,64.0,,0.64,51.2
2020-02-27,77,64.0,,0.64,49.28
2020-02-28,83,64.0,,0.64,53.120000000000005
2020-02-29,80,64.0,,0.64,51.2
2020-03-01,89,62.0,False,0.62,55.18
2020-03-02,89,62.0,,0.62,55.18
2020-03-03,95,62.0,,0.62,58.9
2020-03-04,85,62.0,,0.62,52.7
2020-03-05,82,62.0,,0.62,50.839999999999996
2020-03-06,90,62.0,,0.62,55.8
2020-03-07,87,62.0,,0.62,53.94
2020-03-08,80,62.0,,0.62,49.6
2020-03-09,85,62.0,,0.62,52.7
2020-03-10,84,62.0,,0.62,52.08
2020-03-11,88,62.0,,0.62,54.56
2020-03-12,72,62.0,,0.62,44.64
2020-03-13,77,62.0,,0.62,47.74
2020-03-14,89,62.0,,0.62,55.18
2020-03-15,81,62.0,,0.62,50.22
2020-03-16,77,62.0,,0.62,47.74
2020-03-17,84,62.0,,0.62,52.08
2020-03-18,85,62.0,,0.62,52.7
2020-03-19,82,62.0,,0.62,50.839999999999996
2020-03-20,87,62.0,,0.62,53.94
2020-03-21,93,62.0,,0.62,57.66
2020-03-22,78,62.0,,0.62,48.36
2020-03-23,82,62.0,,0.62,50.839999999999996
2020-03-24,95,62.0,,0.62,58.9
2020-03-25,86,62.0,,0.62,53.32
2020-03-26,92,62.0,,0.62,57.04
2020-03-27,90,62.0,,0.62,55.8
2020-03-28,87,62.0,,0.62,53.94
2020-03-29,86,62.0,,0.62,53.32
2020-03-30,100,62.0,,0.62,62.0
2020-03-31,100,62.0,,0.62,62.0
2020-04-01,70,75.0,False,0.75,52.5
2020-04-02,70,75.0,,0.75,52.5
2020-04-03,69,75.0,,0.75,51.75
2020-04-04,84,75.0,,0.75,63.0
2020-04-05,69,75.0,,0.75,51.75
2020-04-06,79,75.0,,0.75,59.25
2020-04-07,86,75.0,,0.75,64.5
2020-04-08,81,75.0,,0.75,60.75
2020-04-09,81,75.0,,0.75,60.75
2020-04-10,70,75.0,,0.75,52.5
2020-04-11,70,75.0,,0.75,52.5
2020-04-12,68,75.0,,0.75,51.0
2020-04-13,82,75.0,,0.75,61.5
2020-04-14,89,75.0,,0.75,66.75
2020-04-15,86,75.0,,0.75,64.5
2020-04-16,86,75.0,,0.75,64.5
2020-04-17,82,75.0,,0.75,61.5
2020-04-18,75,75.0,,0.75,56.25
2020-04-19,77,75.0,,0.75,57.75
2020-04-20,89,75.0,,0.75,66.75
2020-04-21,100,75.0,,0.75,75.0
2020-04-22,95,75.0,,0.75,71.25
2020-04-23,90,75.0,,0.75,67.5
2020-04-24,82,75.0,,0.75,61.5
2020-04-25,73,75.0,,0.75,54.75
2020-04-26,77,75.0,,0.75,57.75
2020-04-27,93,75.0,,0.75,69.75
2020-04-28,89,75.0,,0.75,66.75
2020-04-29,92,75.0,,0.75,69.0
2020-04-30,93,75.0,,0.75,69.75
2020-05-01,86,83.0,False,0.83,71.38
2020-05-02,71,83.0,,0.83,58.93
2020-05-03,73,83.0,,0.83,60.589999999999996
2020-05-04,91,83.0,,0.83,75.53
2020-05-05,90,83.0,,0.83,74.7
2020-05-06,96,83.0,,0.83,79.67999999999999
2020-05-07,95,83.0,,0.83,78.85
2020-05-08,87,83.0,,0.83,72.21
2020-05-09,74,83.0,,0.83,61.419999999999995
2020-05-10,81,83.0,,0.83,67.22999999999999
2020-05-11,94,83.0,,0.83,78.02
2020-05-12,100,83.0,,0.83,83.0
2020-05-13,100,83.0,,0.83,83.0
2020-05-14,97,83.0,,0.83,80.50999999999999
2020-05-15,87,83.0,,0.83,72.21
2020-05-16,86,83.0,,0.83,71.38
2020-05-17,87,83.0,,0.83,72.21
2020-05-18,92,83.0,,0.83,76.36
2020-05-19,94,83.0,,0.83,78.02
2020-05-20,98,83.0,,0.83,81.33999999999999
2020-05-21,95,83.0,,0.83,78.85
2020-05-22,86,83.0,,0.83,71.38
2020-05-23,74,83.0,,0.83,61.419999999999995
2020-05-24,80,83.0,,0.83,66.39999999999999
2020-05-25,76,83.0,,0.83,63.08
2020-05-26,92,83.0,,0.83,76.36
2020-05-27,89,83.0,,0.83,73.86999999999999
2020-05-28,84,83.0,,0.83,69.72
2020-05-29,71,83.0,,0.83,58.93
2020-05-30,72,83.0,,0.83,59.76
2020-05-31,71,83.0,,0.83,58.93
2020-06-01,84,72.0,False,0.72,60.48
2020-06-02,93,72.0,,0.72,66.96
2020-06-03,100,72.0,,0.72,72.0
2020-06-04,96,72.0,,0.72,69.12
2020-06-05,94,72.0,,0.72,67.67999999999999
2020-06-06,83,72.0,,0.72,59.76
2020-06-07,88,72.0,,0.72,63.36
2020-06-08,87,72.0,,0.72,62.64
2020-06-09,92,72.0,,0.72,66.24
2020-06-10,92,72.0,,0.72,66.24
2020-06-11,81,72.0,,0.72,58.32
2020-06-12,85,72.0,,0.72,61.199999999999996
2020-06-13,82,72.0,,0.72,59.04
2020-06-14,87,72.0,,0.72,62.64
2020-06-15,81,72.0,,0.72,58.32
2020-06-16,90,72.0,,0.72,64.8
2020-06-17,92,72.0,,0.72,66.24
2020-06-18,79,72.0,,0.72,56.879999999999995
2020-06-19,82,72.0,,0.72,59.04
2020-06-20,87,72.0,,0.72,62.64
2020-06-21,78,72.0,,0.72,56.16
2020-06-22,82,72.0,,0.72,59.04
2020-06-23,84,72.0,,0.72,60.48
2020-06-24,81,72.0,,0.72,58.32
2020-06-25,78,72.0,,0.72,56.16
2020-06-26,85,72.0,,0.72,61.199999999999996
2020-06-27,84,72.0,,0.72,60.48
2020-06-28,86,72.0,,0.72,61.919999999999995
2020-06-29,86,72.0,,0.72,61.919999999999995
2020-06-30,87,72.0,,0.72,62.64
2020-07-01,70,67.0,False,0.67,46.900000000000006
2020-07-02,73,67.0,,0.67,48.910000000000004
2020-07-03,81,67.0,,0.67,54.27
2020-07-04,100,67.0,,0.67,67.0
2020-07-05,89,67.0,,0.67,59.63
2020-07-06,66,67.0,,0.67,44.220000000000006
2020-07-07,70,67.0,,0.67,46.900000000000006
2020-07-08,70,67.0,,0.67,46.900000000000006
2020-07-09,66,67.0,,0.67,44.220000000000006
2020-07-10,70,67.0,,0.67,46.900000000000006
2020-07-11,69,67.0,,0.67,46.230000000000004
2020-07-12,76,67.0,,0.67,50.92
2020-07-13,69,67.0,,0.67,46.230000000000004
2020-07-14,67,67.0,,0.67,44.89
2020-07-15,75,67.0,,0.67,50.25
2020-07-16,71,67.0,,0.67,47.57
2020-07-17,70,67.0,,0.67,46.900000000000006
2020-07-18,73,67.0,,0.67,48.910000000000004
2020-07-19,67,67.0,,0.67,44.89
2020-07-20,72,67.0,,0.67,48.24
2020-07-21,69,67.0,,0.67,46.230000000000004
2020-07-22,76,67.0,,0.67,50.92
2020-07-23,69,67.0,,0.67,46.230000000000004
2020-07-24,66,67.0,,0.67,44.220000000000006
2020-07-25,72,67.0,,0.67,48.24
2020-07-26,65,67.0,,0.67,43.550000000000004
2020-07-27,65,67.0,,0.67,43.550000000000004
2020-07-28,69,67.0,,0.67,46.230000000000004
2020-07-29,70,67.0,,0.67,46.900000000000006
2020-07-30,69,67.0,,0.67,46.230000000000004
2020-07-31,67,67.0,,0.67,44.89
2020-08-01,78,69.0,False,0.69,53.81999999999999
2020-08-02,78,69.0,,0.69,53.81999999999999
2020-08-03,71,69.0,,0.69,48.989999999999995
2020-08-04,86,69.0,,0.69,59.339999999999996
2020-08-05,86,69.0,,0.69,59.339999999999996
2020-08-06,76,69.0,,0.69,52.44
2020-08-07,77,69.0,,0.69,53.129999999999995
2020-08-08,81,69.0,,0.69,55.88999999999999
2020-08-09,78,69.0,,0.69,53.81999999999999
2020-08-10,78,69.0,,0.69,53.81999999999999
2020-08-11,79,69.0,,0.69,54.51
2020-08-12,89,69.0,,0.69,61.41
2020-08-13,83,69.0,,0.69,57.269999999999996
2020-08-14,78,69.0,,0.69,53.81999999999999
2020-08-15,73,69.0,,0.69,50.37
2020-08-16,80,69.0,,0.69,55.199999999999996
2020-08-17,81,69.0,,0.69,55.88999999999999
2020-08-18,85,69.0,,0.69,58.65
2020-08-19,81,69.0,,0.69,55.88999999999999
2020-08-20,82,69.0,,0.69,56.58
2020-08-21,79,69.0,,0.69,54.51
2020-08-22,83,69.0,,0.69,57.269999999999996
2020-08-23,76,69.0,,0.69,52.44
2020-08-24,90,69.0,,0.69,62.099999999999994
2020-08-25,83,69.0,,0.69,57.269999999999996
2020-08-26,81,69.0,,0.69,55.88999999999999
2020-08-27,92,69.0,,0.69,63.48
2020-08-28,100,69.0,,0.69,69.0
2020-08-29,79,69.0,,0.69,54.51
2020-08-30,92,69.0,,0.69,63.48
2020-08-31,100,69.0,,0.69,69.0
2020-09-01,81,79.0,False,0.79,63.99
2020-09-02,92,79.0,,0.79,72.68
2020-09-03,89,79.0,,0.79,70.31
2020-09-04,83,79.0,,0.79,65.57000000000001
2020-09-05,67,79.0,,0.79,52.93
2020-09-06,65,79.0,,0.79,51.35
2020-09-07,73,79.0,,0.79,57.67
2020-09-08,87,79.0,,0.79,68.73
2020-09-09,88,79.0,,0.79,69.52000000000001
2020-09-10,88,79.0,,0.79,69.52000000000001
2020-09-11,84,79.0,,0.79,66.36
2020-09-12,70,79.0,,0.79,55.300000000000004
2020-09-13,74,79.0,,0.79,58.46
2020-09-14,96,79.0,,0.79,75.84
2020-09-15,97,79.0,,0.79,76.63000000000001
2020-09-16,92,79.0,,0.79,72.68
2020-09-17,90,79.0,,0.79,71.10000000000001
2020-09-18,91,79.0,,0.79,71.89
2020-09-19,67,79.0,,0.79,52.93
2020-09-20,72,79.0,,0.79,56.88
2020-09-21,90,79.0,,0.79,71.10000000000001
2020-09-22,92,79.0,,0.79,72.68
2020-09-23,98,79.0,,0.79,77.42
2020-09-24,100,79.0,,0.79,79.0
2020-09-25,84,79.0,,0.79,66.36
2020-09-26,61,79.0,,0.79,48.190000000000005
2020-09-27,65,79.0,,0.79,51.35
2020-09-28,89,79.0,,0.79,70.31
2020-09-29,90,79.0,,0.79,71.10000000000001
2020-09-30,88,79.0,,0.79,69.52000000000001
2020-10-01,99,68.0,False,0.68,67.32000000000001
2020-10-02,95,68.0,,0.68,64.60000000000001
2020-10-03,66,68.0,,0.68,44.88
2020-10-04,69,68.0,,0.68,46.92
2020-10-05,91,68.0,,0.68,61.88
2020-10-06,94,68.0,,0.68,63.92
2020-10-07,100,68.0,,0.68,68.0
2020-10-08,92,68.0,,0.68,62.56
2020-10-09,74,68.0,,0.68,50.32
2020-10-10,65,68.0,,0.68,44.2
2020-10-11,63,68.0,,0.68,42.84
2020-10-12,68,68.0,,0.68,46.24
2020-10-13,79,68.0,,0.68,53.720000000000006
2020-10-14,78,68.0,,0.68,53.040000000000006
2020-10-15,73,68.0,,0.68,49.64
2020-10-16,71,68.0,,0.68,48.28
2020-10-17,63,68.0,,0.68,42.84
2020-10-18,66,68.0,,0.68,44.88
2020-10-19,75,68.0,,0.68,51.00000000000001
2020-10-20,76,68.0,,0.68,51.68000000000001
2020-10-21,85,68.0,,0.68,57.800000000000004
2020-10-22,75,68.0,,0.68,51.00000000000001
2020-10-23,78,68.0,,0.68,53.040000000000006
2020-10-24,66,68.0,,0.68,44.88
2020-10-25,65,68.0,,0.68,44.2
2020-10-26,75,68.0,,0.68,51.00000000000001
2020-10-27,94,68.0,,0.68,63.92
2020-10-28,80,68.0,,0.68,54.400000000000006
2020-10-29,83,68.0,,0.68,56.440000000000005
2020-10-30,73,68.0,,0.68,49.64
2020-10-31,62,68.0,,0.68,42.160000000000004
2020-11-01,88,59.0,False,0.59,51.919999999999995
2020-11-02,100,59.0,,0.59,59.0
2020-11-03,85,59.0,,0.59,50.15
2020-11-04,56,59.0,,0.59,33.04
2020-11-05,67,59.0,,0.59,39.53
2020-11-06,77,59.0,,0.59,45.43
2020-11-07,72,59.0,,0.59,42.48
2020-11-08,76,59.0,,0.59,44.839999999999996
2020-11-09,84,59.0,,0.59,49.559999999999995
2020-11-10,89,59.0,,0.59,52.51
2020-11-11,84,59.0,,0.59,49.559999999999995
2020-11-12,91,59.0,,0.59,53.69
2020-11-13,91,59.0,,0.59,53.69
2020-11-14,90,59.0,,0.59,53.099999999999994
2020-11-15,81,59.0,,0.59,47.79
2020-11-16,95,59.0,,0.59,56.05
2020-11-17,100,59.0,,0.59,59.0
2020-11-18,98,59.0,,0.59,57.82
2020-11-19,97,59.0,,0.59,57.23
2020-11-20,91,59.0,,0.59,53.69
2020-11-21,90,59.0,,0.59,53.099999999999994
2020-11-22,88,59.0,,0.59,51.919999999999995
2020-11-23,82,59.0,,0.59,48.379999999999995
2020-11-24,89,59.0,,0.59,52.51
2020-11-25,80,59.0,,0.59,47.199999999999996
2020-11-26,76,59.0,,0.59,44.839999999999996
2020-11-27,76,59.0,,0.59,44.839999999999996
2020-11-28,91,59.0,,0.59,53.69
2020-11-29,88,59.0,,0.59,51.919999999999995
2020-11-30,94,59.0,,0.59,55.459999999999994
2020-12-01,90,61.0,False,0.61,54.9
2020-12-02,99,61.0,,0.61,60.39
2020-12-03,100,61.0,,0.61,61.0
2020-12-04,99,61.0,,0.61,60.39
2020-12-05,81,61.0,,0.61,49.41
2020-12-06,83,61.0,,0.61,50.629999999999995
2020-12-07,98,61.0,,0.61,59.78
2020-12-08,96,61.0,,0.61,58.56
2020-12-09,94,61.0,,0.61,57.339999999999996
2020-12-10,86,61.0,,0.61,52.46
2020-12-11,88,61.0,,0.61,53.68
2020-12-12,80,61.0,,0.61,48.8
2020-12-13,81,61.0,,0.61,49.41
2020-12-14,90,61.0,,0.61,54.9
2020-12-15,87,61.0,,0.61,53.07
2020-12-16,88,61.0,,0.61,53.68
2020-12-17,91,61.0,,0.61,55.51
2020-12-18,92,61.0,,0.61,56.12
2020-12-19,79,61.0,,0.61,48.19
2020-12-20,76,61.0,,0.61,46.36
2020-12-21,79,61.0,,0.61,48.19
2020-12-22,78,61.0,,0.61,47.58
2020-12-23,80,61.0,,0.61,48.8
2020-12-24,68,61.0,,0.61,41.48
2020-12-25,80,61.0,,0.61,48.8
2020-12-26,83,61.0,,0.61,50.629999999999995
2020-12-27,79,61.0,,0.61,48.19
2020-12-28,76,61.0,,0.61,46.36
2020-12-29,83,61.0,,0.61,50.629999999999995
2020-12-30,79,61.0,,0.61,48.19
2020-12-31,80,61.0,,0.61,48.8
2021-01-01,88,63.0,False,0.63,55.44
2021-01-02,78,63.0,,0.63,49.14
2021-01-03,86,63.0,,0.63,54.18
2021-01-04,85,63.0,,0.63,53.55
2021-01-05,86,63.0,,0.63,54.18
2021-01-06,79,63.0,,0.63,49.77
2021-01-07,85,63.0,,0.63,53.55
2021-01-08,85,63.0,,0.63,53.55
2021-01-09,81,63.0,,0.63,51.03
2021-01-10,85,63.0,,0.63,53.55
2021-01-11,92,63.0,,0.63,57.96
2021-01-12,94,63.0,,0.63,59.22
2021-01-13,95,63.0,,0.63,59.85
2021-01-14,93,63.0,,0.63,58.59
2021-01-15,88,63.0,,0.63,55.44
2021-01-16,86,63.0,,0.63,54.18
2021-01-17,75,63.0,,0.63,47.25
2021-01-18,84,63.0,,0.63,52.92
2021-01-19,100,63.0,,0.63,63.0
2021-01-20,86,63.0,,0.63,54.18
2021-01-21,86,63.0,,0.63,54.18
2021-01-22,87,63.0,,0.63,54.81
2021-01-23,84,63.0,,0.63,52.92
2021-01-24,79,63.0,,0.63,49.77
2021-01-25,91,63.0,,0.63,57.33
2021-01-26,96,63.0,,0.63,60.480000000000004
2021-01-27,91,63.0,,0.63,57.33
2021-01-28,98,63.0,,0.63,61.74
2021-01-29,91,63.0,,0.63,57.33
2021-01-30,81,63.0,,0.63,51.03
2021-01-31,74,63.0,,0.63,46.62
2021-02-01,84,64.0,False,0.64,53.76
2021-02-02,82,64.0,,0.64,52.480000000000004
2021-02-03,94,64.0,,0.64,60.160000000000004
2021-02-04,96,64.0,,0.64,61.44
2021-02-05,88,64.0,,0.64,56.32
2021-02-06,81,64.0,,0.64,51.84
2021-02-07,83,64.0,,0.64,53.120000000000005
2021-02-08,80,64.0,,0.64,51.2
2021-02-09,87,64.0,,0.64,55.68
2021-02-10,97,64.0,,0.64,62.08
2021-02-11,88,64.0,,0.64,56.32
2021-02-12,89,64.0,,0.64,56.96
2021-02-13,83,64.0,,0.64,53.120000000000005
2021-02-14,81,64.0,,0.64,51.84
2021-02-15,75,64.0,,0.64,48.0
2021-02-16,84,64.0,,0.64,53.76
2021-02-17,91,64.0,,0.64,58.24
2021-02-18,87,64.0,,0.64,55.68
2021-02-19,87,64.0,,0.64,55.68
2021-02-20,78,64.0,,0.64,49.92
2021-02-21,86,64.0,,0.64,55.04
2021-02-22,92,64.0,,0.64,58.88
2021-02-23,94,64.0,,0.64,60.160000000000004
2021-02-24,90,64.0,,0.64,57.6
2021-02-25,90,64.0,,0.64,57.6
2021-02-26,100,64.0,,0.64,64.0
2021-02-27,81,64.0,,0.64,51.84
2021-02-28,84,64.0,,0.64,53.76
2021-03-01,100,65.0,False,0.65,65.0
2021-03-02,88,65.0,,0.65,57.2
2021-03-03,95,65.0,,0.65,61.75
2021-03-04,92,65.0,,0.65,59.800000000000004
2021-03-05,88,65.0,,0.65,57.2
2021-03-06,78,65.0,,0.65,50.7
2021-03-07,81,65.0,,0.65,52.65
2021-03-08,88,65.0,,0.65,57.2
2021-03-09,87,65.0,,0.65,56.550000000000004
2021-03-10,87,65.0,,0.65,56.550000000000004
2021-03-11,92,65.0,,0.65,59.800000000000004
2021-03-12,91,65.0,,0.65,59.15
2021-03-13,77,65.0,,0.65,50.050000000000004
2021-03-14,85,65.0,,0.65,55.25
2021-03-15,82,65.0,,0.65,53.300000000000004
2021-03-16,80,65.0,,0.65,52.0
2021-03-17,88,65.0,,0.65,57.2
2021-03-18,91,65.0,,0.65,59.15
2021-03-19,83,65.0,,0.65,53.95
2021-03-20,87,65.0,,0.65,56.550000000000004
2021-03-21,83,65.0,,0.65,53.95
2021-03-22,87,65.0,,0.65,56.550000000000004
2021-03-23,93,65.0,,0.65,60.45
2021-03-24,91,65.0,,0.65,59.15
2021-03-25,98,65.0,,0.65,63.7
2021-03-26,89,65.0,,0.65,57.85
2021-03-27,76,65.0,,0.65,49.4
2021-03-28,74,65.0,,0.65,48.1
2021-03-29,81,65.0,,0.65,52.65
2021-03-30,79,65.0,,0.65,51.35
2021-03-31,80,65.0,,0.65,52.0
2021-04-01,81,63.0,False,0.63,51.03
2021-04-02,80,63.0,,0.63,50.4
2021-04-03,89,63.0,,0.63,56.07
2021-04-04,76,63.0,,0.63,47.88
