date,GOAT_unscaled,GOAT_monthly,isPartial,scale,GOAT
2019-08-28,69,76.0,,0.76,52.44
2019-08-29,73,76.0,,0.76,55.480000000000004
2019-08-30,72,76.0,,0.76,54.72
2019-08-31,86,76.0,,0.76,65.36
2019-09-01,100,70.0,False,0.7,70.0
2019-09-02,92,70.0,,0.7,64.39999999999999
2019-09-03,80,70.0,,0.7,56.0
2019-09-04,78,70.0,,0.7,54.599999999999994
2019-09-05,77,70.0,,0.7,53.9
2019-09-06,79,70.0,,0.7,55.3
2019-09-07,96,70.0,,0.7,67.19999999999999
2019-09-08,89,70.0,,0.7,62.3
2019-09-09,80,70.0,,0.7,56.0
2019-09-10,78,70.0,,0.7,54.599999999999994
2019-09-11,76,70.0,,0.7,53.199999999999996
2019-09-12,84,70.0,,0.7,58.8
2019-09-13,81,70.0,,0.7,56.699999999999996
2019-09-14,91,70.0,,0.7,63.699999999999996
2019-09-15,93,70.0,,0.7,65.1
2019-09-16,75,70.0,,0.7,52.5
2019-09-17,80,70.0,,0.7,56.0
2019-09-18,78,70.0,,0.7,54.599999999999994
2019-09-19,81,70.0,,0.7,56.699999999999996
2019-09-20,81,70.0,,0.7,56.699999999999996
2019-09-21,90,70.0,,0.7,62.99999999999999
2019-09-22,87,70.0,,0.7,60.9
2019-09-23,84,70.0,,0.7,58.8
2019-09-24,81,70.0,,0.7,56.699999999999996
2019-09-25,84,70.0,,0.7,58.8
2019-09-26,84,70.0,,0.7,58.8
2019-09-27,80,70.0,,0.7,56.0
2019-09-28,92,70.0,,0.7,64.39999999999999
2019-09-29,96,70.0,,0.7,67.19999999999999
2019-09-30,82,70.0,,0.7,57.4
2019-10-01,78,70.0,False,0.7,54.599999999999994
2019-10-02,82,70.0,,0.7,57.4
2019-10-03,83,70.0,,0.7,58.099999999999994
2019-10-04,85,70.0,,0.7,59.49999999999999
2019-10-05,95,70.0,,0.7,66.5
2019-10-06,95,70.0,,0.7,66.5
2019-10-07,80,70.0,,0.7,56.0
2019-10-08,80,70.0,,0.7,56.0
2019-10-09,82,70.0,,0.7,57.4
2019-10-10,82,70.0,,0.7,57.4
2019-10-11,88,70.0,,0.7,61.599999999999994
2019-10-12,100,70.0,,0.7,70.0
2019-10-13,98,70.0,,0.7,68.6
2019-10-14,86,70.0,,0.7,60.199999999999996
2019-10-15,80,70.0,,0.7,56.0
2019-10-16,77,70.0,,0.7,53.9
2019-10-17,80,70.0,,0.7,56.0
2019-10-18,81,70.0,,0.7,56.699999999999996
2019-10-19,97,70.0,,0.7,67.89999999999999
2019-10-20,95,70.0,,0.7,66.5
2019-10-21,87,70.0,,0.7,60.9
2019-10-22,83,70.0,,0.7,58.099999999999994
2019-10-23,81,70.0,,0.7,56.699999999999996
2019-10-24,85,70.0,,0.7,59.49999999999999
2019-10-25,83,70.0,,0.7,58.099999999999994
2019-10-26,98,70.0,,0.7,68.6
2019-10-27,93,70.0,,0.7,65.1
2019-10-28,88,70.0,,0.7,61.599999999999994
2019-10-29,85,70.0,,0.7,59.49999999999999
2019-10-30,77,70.0,,0.7,53.9
2019-10-31,82,70.0,,0.7,57.4
2019-11-01,64,77.0,False,0.77,49.28
2019-11-02,84,77.0,,0.77,64.68
2019-11-03,76,77.0,,0.77,58.52
2019-11-04,68,77.0,,0.77,52.36
2019-11-05,72,77.0,,0.77,55.44
2019-11-06,69,77.0,,0.77,53.13
2019-11-07,69,77.0,,0.77,53.13
2019-11-08,77,77.0,,0.77,59.29
2019-11-09,78,77.0,,0.77,60.06
2019-11-10,76,77.0,,0.77,58.52
2019-11-11,71,77.0,,0.77,54.67
2019-11-12,70,77.0,,0.77,53.9
2019-11-13,64,77.0,,0.77,49.28
2019-11-14,71,77.0,,0.77,54.67
2019-11-15,70,77.0,,0.77,53.9
2019-11-16,85,77.0,,0.77,65.45
2019-11-17,83,77.0,,0.77,63.910000000000004
2019-11-18,70,77.0,,0.77,53.9
2019-11-19,70,77.0,,0.77,53.9
2019-11-20,73,77.0,,0.77,56.21
2019-11-21,74,77.0,,0.77,56.980000000000004
2019-11-22,90,77.0,,0.77,69.3
2019-11-23,100,77.0,,0.77,77.0
2019-11-24,90,77.0,,0.77,69.3
2019-11-25,79,77.0,,0.77,60.83
2019-11-26,88,77.0,,0.77,67.76
2019-11-27,84,77.0,,0.77,64.68
2019-11-28,98,77.0,,0.77,75.46000000000001
2019-11-29,86,77.0,,0.77,66.22
2019-11-30,83,77.0,,0.77,63.910000000000004
2019-12-01,77,80.0,False,0.8,61.6
2019-12-02,77,80.0,,0.8,61.6
2019-12-03,72,80.0,,0.8,57.6
2019-12-04,66,80.0,,0.8,52.800000000000004
2019-12-05,71,80.0,,0.8,56.800000000000004
2019-12-06,76,80.0,,0.8,60.800000000000004
2019-12-07,88,80.0,,0.8,70.4
2019-12-08,82,80.0,,0.8,65.60000000000001
2019-12-09,78,80.0,,0.8,62.400000000000006
2019-12-10,80,80.0,,0.8,64.0
2019-12-11,71,80.0,,0.8,56.800000000000004
2019-12-12,78,80.0,,0.8,62.400000000000006
2019-12-13,75,80.0,,0.8,60.0
2019-12-14,100,80.0,,0.8,80.0
2019-12-15,91,80.0,,0.8,72.8
2019-12-16,82,80.0,,0.8,65.60000000000001
2019-12-17,90,80.0,,0.8,72.0
2019-12-18,78,80.0,,0.8,62.400000000000006
2019-12-19,74,80.0,,0.8,59.2
2019-12-20,77,80.0,,0.8,61.6
2019-12-21,91,80.0,,0.8,72.8
2019-12-22,94,80.0,,0.8,75.2
2019-12-23,86,80.0,,0.8,68.8
2019-12-24,84,80.0,,0.8,67.2
2019-12-25,94,80.0,,0.8,75.2
2019-12-26,82,80.0,,0.8,65.60000000000001
2019-12-27,79,80.0,,0.8,63.2
2019-12-28,85,80.0,,0.8,68.0
2019-12-29,83,80.0,,0.8,66.4
2019-12-30,77,80.0,,0.8,61.6
2019-12-31,80,80.0,,0.8,64.0
2020-01-01,35,100.0,False,1.0,35.0
2020-01-02,32,100.0,,1.0,32.0
2020-01-03,33,100.0,,1.0,33.0
2020-01-04,37,100.0,,1.0,37.0
2020-01-05,36,100.0,,1.0,36.0
2020-01-06,30,100.0,,1.0,30.0
2020-01-07,35,100.0,,1.0,35.0
2020-01-08,57,100.0,,1.0,57.0
2020-01-09,62,100.0,,1.0,62.0
2020-01-10,82,100.0,,1.0,82.0
2020-01-11,100,100.0,,1.0,100.0
2020-01-12,63,100.0,,1.0,63.0
2020-01-13,45,100.0,,1.0,45.0
2020-01-14,52,100.0,,1.0,52.0
2020-01-15,77,100.0,,1.0,77.0
2020-01-16,41,100.0,,1.0,41.0
2020-01-17,37,100.0,,1.0,37.0
2020-01-18,44,100.0,,1.0,44.0
2020-01-19,39,100.0,,1.0,39.0
2020-01-20,34,100.0,,1.0,34.0
2020-01-21,33,100.0,,1.0,33.0
2020-01-22,36,100.0,,1.0,36.0
2020-01-23,37,100.0,,1.0,37.0
2020-01-24,38,100.0,,1.0,38.0
2020-01-25,42,100.0,,1.0,42.0
2020-01-26,48,100.0,,1.0,48.0
2020-01-27,42,100.0,,1.0,42.0
2020-01-28,39,100.0,,1.0,39.0
2020-01-29,39,100.0,,1.0,39.0
2020-01-30,35,100.0,,1.0,35.0
2020-01-31,36,100.0,,1.0,36.0
2020-02-01,100,82.0,False,0.82,82.0
2020-02-02,99,82.0,,0.82,81.17999999999999
2020-02-03,92,82.0,,0.82,75.44
2020-02-04,90,82.0,,0.82,73.8
2020-02-05,79,82.0,,0.82,64.78
2020-02-06,78,82.0,,0.82,63.959999999999994
2020-02-07,79,82.0,,0.82,64.78
2020-02-08,88,82.0,,0.82,72.16
2020-02-09,90,82.0,,0.82,73.8
2020-02-10,81,82.0,,0.82,66.42
2020-02-11,78,82.0,,0.82,63.959999999999994
2020-02-12,79,82.0,,0.82,64.78
2020-02-13,74,82.0,,0.82,60.68
2020-02-14,79,82.0,,0.82,64.78
2020-02-15,99,82.0,,0.82,81.17999999999999
2020-02-16,99,82.0,,0.82,81.17999999999999
2020-02-17,81,82.0,,0.82,66.42
2020-02-18,77,82.0,,0.82,63.13999999999999
2020-02-19,78,82.0,,0.82,63.959999999999994
2020-02-20,72,82.0,,0.82,59.04
2020-02-21,79,82.0,,0.82,64.78
2020-02-22,93,82.0,,0.82,76.25999999999999
2020-02-23,100,82.0,,0.82,82.0
2020-02-24,84,82.0,,0.82,68.88
2020-02-25,78,82.0,,0.82,63.959999999999994
2020-02-26,79,82.0,,0.82,64.78
2020-02-27,80,82.0,,0.82,65.6
2020-02-28,79,82.0,,0.82,64.78
2020-02-29,92,82.0,,0.82,75.44
2020-03-01,100,69.0,False,0.69,69.0
2020-03-02,78,69.0,,0.69,53.81999999999999
2020-03-03,82,69.0,,0.69,56.58
2020-03-04,80,69.0,,0.69,55.199999999999996
2020-03-05,78,69.0,,0.69,53.81999999999999
2020-03-06,83,69.0,,0.69,57.269999999999996
2020-03-07,93,69.0,,0.69,64.17
2020-03-08,95,69.0,,0.69,65.55
2020-03-09,89,69.0,,0.69,61.41
2020-03-10,78,69.0,,0.69,53.81999999999999
2020-03-11,78,69.0,,0.69,53.81999999999999
2020-03-12,65,69.0,,0.69,44.849999999999994
2020-03-13,67,69.0,,0.69,46.23
2020-03-14,88,69.0,,0.69,60.72
2020-03-15,88,69.0,,0.69,60.72
2020-03-16,62,69.0,,0.69,42.779999999999994
2020-03-17,67,69.0,,0.69,46.23
2020-03-18,69,69.0,,0.69,47.61
2020-03-19,71,69.0,,0.69,48.989999999999995
2020-03-20,69,69.0,,0.69,47.61
2020-03-21,82,69.0,,0.69,56.58
2020-03-22,80,69.0,,0.69,55.199999999999996
2020-03-23,68,69.0,,0.69,46.919999999999995
2020-03-24,71,69.0,,0.69,48.989999999999995
2020-03-25,73,69.0,,0.69,50.37
2020-03-26,96,69.0,,0.69,66.24
2020-03-27,80,69.0,,0.69,55.199999999999996
2020-03-28,90,69.0,,0.69,62.099999999999994
2020-03-29,100,69.0,,0.69,69.0
2020-03-30,71,69.0,,0.69,48.989999999999995
2020-03-31,87,69.0,,0.69,60.029999999999994
2020-04-01,73,79.0,False,0.79,57.67
2020-04-02,72,79.0,,0.79,56.88
2020-04-03,67,79.0,,0.79,52.93
2020-04-04,86,79.0,,0.79,67.94
2020-04-05,88,79.0,,0.79,69.52000000000001
2020-04-06,66,79.0,,0.79,52.14
2020-04-07,71,79.0,,0.79,56.09
2020-04-08,67,79.0,,0.79,52.93
2020-04-09,73,79.0,,0.79,57.67
2020-04-10,75,79.0,,0.79,59.25
2020-04-11,96,79.0,,0.79,75.84
2020-04-12,91,79.0,,0.79,71.89
2020-04-13,80,79.0,,0.79,63.2
2020-04-14,76,79.0,,0.79,60.040000000000006
2020-04-15,71,79.0,,0.79,56.09
2020-04-16,79,79.0,,0.79,62.410000000000004
2020-04-17,79,79.0,,0.79,62.410000000000004
2020-04-18,100,79.0,,0.79,79.0
2020-04-19,90,79.0,,0.79,71.10000000000001
2020-04-20,79,79.0,,0.79,62.410000000000004
2020-04-21,79,79.0,,0.79,62.410000000000004
2020-04-22,79,79.0,,0.79,62.410000000000004
2020-04-23,78,79.0,,0.79,61.620000000000005
2020-04-24,76,79.0,,0.79,60.040000000000006
2020-04-25,85,79.0,,0.79,67.15
2020-04-26,91,79.0,,0.79,71.89
2020-04-27,74,79.0,,0.79,58.46
2020-04-28,75,79.0,,0.79,59.25
2020-04-29,70,79.0,,0.79,55.300000000000004
2020-04-30,75,79.0,,0.79,59.25
2020-05-01,74,83.0,False,0.83,61.419999999999995
2020-05-02,94,83.0,,0.83,78.02
2020-05-03,91,83.0,,0.83,75.53
2020-05-04,78,83.0,,0.83,64.74
2020-05-05,73,83.0,,0.83,60.589999999999996
2020-05-06,82,83.0,,0.83,68.06
2020-05-07,76,83.0,,0.83,63.08
2020-05-08,81,83.0,,0.83,67.22999999999999
2020-05-09,97,83.0,,0.83,80.50999999999999
2020-05-10,97,83.0,,0.83,80.50999999999999
2020-05-11,79,83.0,,0.83,65.57
2020-05-12,78,83.0,,0.83,64.74
2020-05-13,80,83.0,,0.83,66.39999999999999
2020-05-14,84,83.0,,0.83,69.72
2020-05-15,87,83.0,,0.83,72.21
2020-05-16,92,83.0,,0.83,76.36
2020-05-17,92,83.0,,0.83,76.36
2020-05-18,84,83.0,,0.83,69.72
2020-05-19,83,83.0,,0.83,68.89
2020-05-20,78,83.0,,0.83,64.74
2020-05-21,82,83.0,,0.83,68.06
2020-05-22,75,83.0,,0.83,62.25
2020-05-23,95,83.0,,0.83,78.85
2020-05-24,100,83.0,,0.83,83.0
2020-05-25,88,83.0,,0.83,73.03999999999999
2020-05-26,77,83.0,,0.83,63.91
2020-05-27,77,83.0,,0.83,63.91
2020-05-28,74,83.0,,0.83,61.419999999999995
2020-05-29,72,83.0,,0.83,59.76
2020-05-30,88,83.0,,0.83,73.03999999999999
2020-05-31,81,83.0,,0.83,67.22999999999999
2020-06-01,67,81.0,False,0.81,54.27
2020-06-02,67,81.0,,0.81,54.27
2020-06-03,71,81.0,,0.81,57.510000000000005
2020-06-04,72,81.0,,0.81,58.32000000000001
2020-06-05,78,81.0,,0.81,63.18000000000001
2020-06-06,90,81.0,,0.81,72.9
2020-06-07,96,81.0,,0.81,77.76
2020-06-08,75,81.0,,0.81,60.75000000000001
2020-06-09,79,81.0,,0.81,63.99
2020-06-10,76,81.0,,0.81,61.56
2020-06-11,78,81.0,,0.81,63.18000000000001
2020-06-12,80,81.0,,0.81,64.80000000000001
2020-06-13,94,81.0,,0.81,76.14
2020-06-14,95,81.0,,0.81,76.95
2020-06-15,80,81.0,,0.81,64.80000000000001
2020-06-16,83,81.0,,0.81,67.23
2020-06-17,86,81.0,,0.81,69.66000000000001
2020-06-18,76,81.0,,0.81,61.56
2020-06-19,79,81.0,,0.81,63.99
2020-06-20,95,81.0,,0.81,76.95
2020-06-21,100,81.0,,0.81,81.0
2020-06-22,77,81.0,,0.81,62.370000000000005
2020-06-23,77,81.0,,0.81,62.370000000000005
2020-06-24,82,81.0,,0.81,66.42
2020-06-25,76,81.0,,0.81,61.56
2020-06-26,87,81.0,,0.81,70.47
2020-06-27,95,81.0,,0.81,76.95
2020-06-28,94,81.0,,0.81,76.14
2020-06-29,81,81.0,,0.81,65.61
2020-06-30,84,81.0,,0.81,68.04
2020-07-01,81,81.0,False,0.81,65.61
2020-07-02,78,81.0,,0.81,63.18000000000001
2020-07-03,89,81.0,,0.81,72.09
2020-07-04,90,81.0,,0.81,72.9
2020-07-05,87,81.0,,0.81,70.47
2020-07-06,73,81.0,,0.81,59.13
2020-07-07,76,81.0,,0.81,61.56
2020-07-08,75,81.0,,0.81,60.75000000000001
2020-07-09,77,81.0,,0.81,62.370000000000005
2020-07-10,84,81.0,,0.81,68.04
2020-07-11,95,81.0,,0.81,76.95
2020-07-12,94,81.0,,0.81,76.14
2020-07-13,76,81.0,,0.81,61.56
2020-07-14,73,81.0,,0.81,59.13
2020-07-15,74,81.0,,0.81,59.940000000000005
2020-07-16,80,81.0,,0.81,64.80000000000001
2020-07-17,81,81.0,,0.81,65.61
2020-07-18,95,81.0,,0.81,76.95
2020-07-19,100,81.0,,0.81,81.0
2020-07-20,78,81.0,,0.81,63.18000000000001
2020-07-21,85,81.0,,0.81,68.85000000000001
2020-07-22,83,81.0,,0.81,67.23
2020-07-23,75,81.0,,0.81,60.75000000000001
2020-07-24,90,81.0,,0.81,72.9
2020-07-25,97,81.0,,0.81,78.57000000000001
2020-07-26,100,81.0,,0.81,81.0
2020-07-27,77,81.0,,0.81,62.370000000000005
2020-07-28,83,81.0,,0.81,67.23
2020-07-29,86,81.0,,0.81,69.66000000000001
2020-07-30,73,81.0,,0.81,59.13
2020-07-31,86,81.0,,0.81,69.66000000000001
2020-08-01,99,75.0,False,0.75,74.25
2020-08-02,95,75.0,,0.75,71.25
2020-08-03,76,75.0,,0.75,57.0
2020-08-04,73,75.0,,0.75,54.75
2020-08-05,75,75.0,,0.75,56.25
2020-08-06,86,75.0,,0.75,64.5
2020-08-07,87,75.0,,0.75,65.25
2020-08-08,100,75.0,,0.75,75.0
2020-08-09,99,75.0,,0.75,74.25
2020-08-10,75,75.0,,0.75,56.25
2020-08-11,75,75.0,,0.75,56.25
2020-08-12,76,75.0,,0.75,57.0
2020-08-13,76,75.0,,0.75,57.0
2020-08-14,85,75.0,,0.75,63.75
2020-08-15,99,75.0,,0.75,74.25
2020-08-16,97,75.0,,0.75,72.75
2020-08-17,72,75.0,,0.75,54.0
2020-08-18,77,75.0,,0.75,57.75
2020-08-19,74,75.0,,0.75,55.5
2020-08-20,73,75.0,,0.75,54.75
2020-08-21,81,75.0,,0.75,60.75
2020-08-22,92,75.0,,0.75,69.0
2020-08-23,98,75.0,,0.75,73.5
2020-08-24,73,75.0,,0.75,54.75
2020-08-25,74,75.0,,0.75,55.5
2020-08-26,75,75.0,,0.75,56.25
2020-08-27,70,75.0,,0.75,52.5
2020-08-28,75,75.0,,0.75,56.25
2020-08-29,81,75.0,,0.75,60.75
2020-08-30,89,75.0,,0.75,66.75
2020-08-31,67,75.0,,0.75,50.25
2020-09-01,70,75.0,False,0.75,52.5
2020-09-02,74,75.0,,0.75,55.5
2020-09-03,74,75.0,,0.75,55.5
2020-09-04,89,75.0,,0.75,66.75
2020-09-05,91,75.0,,0.75,68.25
2020-09-06,100,75.0,,0.75,75.0
2020-09-07,86,75.0,,0.75,64.5
2020-09-08,73,75.0,,0.75,54.75
2020-09-09,70,75.0,,0.75,52.5
2020-09-10,69,75.0,,0.75,51.75
2020-09-11,84,75.0,,0.75,63.0
2020-09-12,98,75.0,,0.75,73.5
2020-09-13,93,75.0,,0.75,69.75
2020-09-14,74,75.0,,0.75,55.5
2020-09-15,73,75.0,,0.75,54.75
2020-09-16,73,75.0,,0.75,54.75
2020-09-17,76,75.0,,0.75,57.0
2020-09-18,74,75.0,,0.75,55.5
2020-09-19,95,75.0,,0.75,71.25
2020-09-20,89,75.0,,0.75,66.75
2020-09-21,77,75.0,,0.75,57.75
2020-09-22,72,75.0,,0.75,54.0
2020-09-23,74,75.0,,0.75,55.5
2020-09-24,76,75.0,,0.75,57.0
2020-09-25,75,75.0,,0.75,56.25
2020-09-26,93,75.0,,0.75,69.75
2020-09-27,87,75.0,,0.75,65.25
2020-09-28,76,75.0,,0.75,57.0
2020-09-29,73,75.0,,0.75,54.75
2020-09-30,70,75.0,,0.75,52.5
2020-10-01,79,76.0,False,0.76,60.04
2020-10-02,76,76.0,,0.76,57.76
2020-10-03,91,76.0,,0.76,69.16
2020-10-04,91,76.0,,0.76,69.16
2020-10-05,76,76.0,,0.76,57.76
2020-10-06,81,76.0,,0.76,61.56
2020-10-07,78,76.0,,0.76,59.28
2020-10-08,80,76.0,,0.76,60.8
2020-10-09,87,76.0,,0.76,66.12
2020-10-10,98,76.0,,0.76,74.48
2020-10-11,97,76.0,,0.76,73.72
2020-10-12,89,76.0,,0.76,67.64
2020-10-13,81,76.0,,0.76,61.56
2020-10-14,78,76.0,,0.76,59.28
2020-10-15,83,76.0,,0.76,63.08
2020-10-16,84,76.0,,0.76,63.84
2020-10-17,100,76.0,,0.76,76.0
2020-10-18,99,76.0,,0.76,75.24
2020-10-19,74,76.0,,0.76,56.24
2020-10-20,83,76.0,,0.76,63.08
2020-10-21,75,76.0,,0.76,57.0
2020-10-22,80,76.0,,0.76,60.8
2020-10-23,85,76.0,,0.76,64.6
2020-10-24,98,76.0,,0.76,74.48
2020-10-25,97,76.0,,0.76,73.72
2020-10-26,70,76.0,,0.76,53.2
2020-10-27,76,76.0,,0.76,57.76
2020-10-28,77,76.0,,0.76,58.52
2020-10-29,75,76.0,,0.76,57.0
2020-10-30,80,76.0,,0.76,60.8
2020-10-31,89,76.0,,0.76,67.64
2020-11-01,81,72.0,False,0.72,58.32
2020-11-02,76,72.0,,0.72,54.72
2020-11-03,73,72.0,,0.72,52.559999999999995
2020-11-04,40,72.0,,0.72,28.799999999999997
2020-11-05,53,72.0,,0.72,38.16
2020-11-06,62,72.0,,0.72,44.64
2020-11-07,77,72.0,,0.72,55.44
2020-11-08,83,72.0,,0.72,59.76
2020-11-09,71,72.0,,0.72,51.12
2020-11-10,76,72.0,,0.72,54.72
2020-11-11,72,72.0,,0.72,51.839999999999996
2020-11-12,72,72.0,,0.72,51.839999999999996
2020-11-13,76,72.0,,0.72,54.72
2020-11-14,90,72.0,,0.72,64.8
2020-11-15,91,72.0,,0.72,65.52
2020-11-16,76,72.0,,0.72,54.72
2020-11-17,78,72.0,,0.72,56.16
2020-11-18,80,72.0,,0.72,57.599999999999994
2020-11-19,77,72.0,,0.72,55.44
2020-11-20,89,72.0,,0.72,64.08
2020-11-21,99,72.0,,0.72,71.28
2020-11-22,93,72.0,,0.72,66.96
2020-11-23,87,72.0,,0.72,62.64
2020-11-24,94,72.0,,0.72,67.67999999999999
2020-11-25,92,72.0,,0.72,66.24
2020-11-26,100,72.0,,0.72,72.0
2020-11-27,92,72.0,,0.72,66.24
2020-11-28,98,72.0,,0.72,70.56
2020-11-29,85,72.0,,0.72,61.199999999999996
2020-11-30,84,72.0,,0.72,60.48
2020-12-01,77,76.0,False,0.76,58.52
2020-12-02,68,76.0,,0.76,51.68
2020-12-03,73,76.0,,0.76,55.480000000000004
2020-12-04,74,76.0,,0.76,56.24
2020-12-05,90,76.0,,0.76,68.4
2020-12-06,81,76.0,,0.76,61.56
2020-12-07,73,76.0,,0.76,55.480000000000004
2020-12-08,77,76.0,,0.76,58.52
2020-12-09,76,76.0,,0.76,57.76
2020-12-10,73,76.0,,0.76,55.480000000000004
2020-12-11,86,76.0,,0.76,65.36
2020-12-12,90,76.0,,0.76,68.4
2020-12-13,94,76.0,,0.76,71.44
2020-12-14,78,76.0,,0.76,59.28
2020-12-15,79,76.0,,0.76,60.04
2020-12-16,73,76.0,,0.76,55.480000000000004
2020-12-17,75,76.0,,0.76,57.0
2020-12-18,80,76.0,,0.76,60.8
2020-12-19,91,76.0,,0.76,69.16
2020-12-20,87,76.0,,0.76,66.12
2020-12-21,78,76.0,,0.76,59.28
2020-12-22,84,76.0,,0.76,63.84
2020-12-23,85,76.0,,0.76,64.6
2020-12-24,87,76.0,,0.76,66.12
2020-12-25,100,76.0,,0.76,76.0
2020-12-26,87,76.0,,0.76,66.12
2020-12-27,89,76.0,,0.76,67.64
2020-12-28,80,76.0,,0.76,60.8
2020-12-29,86,76.0,,0.76,65.36
2020-12-30,77,76.0,,0.76,58.52
2020-12-31,84,76.0,,0.76,63.84
2021-01-01,80,77.0,False,0.77,61.6
2021-01-02,86,77.0,,0.77,66.22
2021-01-03,81,77.0,,0.77,62.370000000000005
2021-01-04,65,77.0,,0.77,50.050000000000004
2021-01-05,67,77.0,,0.77,51.59
2021-01-06,62,77.0,,0.77,47.74
2021-01-07,61,77.0,,0.77,46.97
2021-01-08,66,77.0,,0.77,50.82
2021-01-09,78,77.0,,0.77,60.06
2021-01-10,80,77.0,,0.77,61.6
2021-01-11,61,77.0,,0.77,46.97
2021-01-12,66,77.0,,0.77,50.82
2021-01-13,66,77.0,,0.77,50.82
2021-01-14,66,77.0,,0.77,50.82
2021-01-15,69,77.0,,0.77,53.13
2021-01-16,78,77.0,,0.77,60.06
2021-01-17,83,77.0,,0.77,63.910000000000004
2021-01-18,79,77.0,,0.77,60.83
2021-01-19,67,77.0,,0.77,51.59
2021-01-20,64,77.0,,0.77,49.28
2021-01-21,58,77.0,,0.77,44.660000000000004
2021-01-22,70,77.0,,0.77,53.9
2021-01-23,82,77.0,,0.77,63.14
2021-01-24,100,77.0,,0.77,77.0
2021-01-25,95,77.0,,0.77,73.15
2021-01-26,77,77.0,,0.77,59.29
2021-01-27,73,77.0,,0.77,56.21
2021-01-28,70,77.0,,0.77,53.9
2021-01-29,71,77.0,,0.77,54.67
2021-01-30,83,77.0,,0.77,63.910000000000004
2021-01-31,87,77.0,,0.77,66.99
2021-02-01,39,91.0,False,0.91,35.49
2021-02-02,39,91.0,,0.91,35.49
2021-02-03,38,91.0,,0.91,34.58
2021-02-04,40,91.0,,0.91,36.4
2021-02-05,40,91.0,,0.91,36.4
2021-02-06,48,91.0,,0.91,43.68
2021-02-07,62,91.0,,0.91,56.42
2021-02-08,100,91.0,,0.91,91.0
2021-02-09,60,91.0,,0.91,54.6
2021-02-10,46,91.0,,0.91,41.86
2021-02-11,49,91.0,,0.91,44.59
2021-02-12,48,91.0,,0.91,43.68
2021-02-13,55,91.0,,0.91,50.050000000000004
2021-02-14,53,91.0,,0.91,48.230000000000004
2021-02-15,41,91.0,,0.91,37.31
2021-02-16,38,91.0,,0.91,34.58
2021-02-17,43,91.0,,0.91,39.13
2021-02-18,45,91.0,,0.91,40.95
2021-02-19,47,91.0,,0.91,42.77
2021-02-20,51,91.0,,0.91,46.410000000000004
2021-02-21,49,91.0,,0.91,44.59
2021-02-22,40,91.0,,0.91,36.4
2021-02-23,42,91.0,,0.91,38.22
2021-02-24,43,91.0,,0.91,39.13
2021-02-25,41,91.0,,0.91,37.31
2021-02-26,40,91.0,,0.91,36.4
2021-02-27,50,91.0,,0.91,45.5
2021-02-28,49,91.0,,0.91,44.59
2021-03-01,72,82.0,False,0.82,59.04
2021-03-02,73,82.0,,0.82,59.86
2021-03-03,71,82.0,,0.82,58.22
2021-03-04,81,82.0,,0.82,66.42
2021-03-05,79,82.0,,0.82,64.78
2021-03-06,95,82.0,,0.82,77.89999999999999
2021-03-07,100,82.0,,0.82,82.0
2021-03-08,79,82.0,,0.82,64.78
2021-03-09,77,82.0,,0.82,63.13999999999999
2021-03-10,74,82.0,,0.82,60.68
2021-03-11,79,82.0,,0.82,64.78
2021-03-12,84,82.0,,0.82,68.88
2021-03-13,96,82.0,,0.82,78.72
2021-03-14,91,82.0,,0.82,74.61999999999999
2021-03-15,76,82.0,,0.82,62.31999999999999
2021-03-16,72,82.0,,0.82,59.04
2021-03-17,80,82.0,,0.82,65.6
2021-03-18,78,82.0,,0.82,63.959999999999994
2021-03-19,78,82.0,,0.82,63.959999999999994
2021-03-20,96,82.0,,0.82,78.72
2021-03-21,92,82.0,,0.82,75.44
2021-03-22,83,82.0,,0.82,68.06
2021-03-23,80,82.0,,0.82,65.6
2021-03-24,73,82.0,,0.82,59.86
2021-03-25,74,82.0,,0.82,60.68
2021-03-26,83,82.0,,0.82,68.06
2021-03-27,98,82.0,,0.82,80.36
2021-03-28,91,82.0,,0.82,74.61999999999999
2021-03-29,80,82.0,,0.82,65.6
2021-03-30,79,82.0,,0.82,64.78
2021-03-31,74,82.0,,0.82,60.68
2021-04-01,77,84.0,False,0.84,64.67999999999999
2021-04-02,79,84.0,,0.84,66.36
2021-04-03,88,84.0,,0.84,73.92
2021-04-04,86,84.0,,0.84,72.24
2021-04-05,75,84.0,,0.84,63.0
2021-04-06,72,84.0,,0.84,60.48
2021-04-07,74,84.0,,0.84,62.16
2021-04-08,72,84.0,,0.84,60.48
2021-04-09,73,84.0,,0.84,61.32
2021-04-10,83,84.0,,0.84,69.72
2021-04-11,97,84.0,,0.84,81.48
2021-04-12,73,84.0,,0.84,61.32
2021-04-13,74,84.0,,0.84,62.16
2021-04-14,67,84.0,,0.84,56.28
2021-04-15,74,84.0,,0.84,62.16
2021-04-16,73,84.0,,0.84,61.32
2021-04-17,90,84.0,,0.84,75.6
2021-04-18,91,84.0,,0.84,76.44
2021-04-19,72,84.0,,0.84,60.48
2021-04-20,69,84.0,,0.84,57.96
2021-04-21,70,84.0,,0.84,58.8
2021-04-22,74,84.0,,0.84,62.16
2021-04-23,76,84.0,,0.84,63.839999999999996
2021-04-24,92,84.0,,0.84,77.28
2021-04-25,100,84.0,,0.84,84.0
2021-04-26,73,84.0,,0.84,61.32
