date,TD_unscaled,TD_monthly,isPartial,scale,TD
2019-08-27,79,70.0,,0.7,55.3
2019-08-28,78,70.0,,0.7,54.599999999999994
2019-08-29,86,70.0,,0.7,60.199999999999996
2019-08-30,88,70.0,,0.7,61.599999999999994
2019-08-31,72,70.0,,0.7,50.4
2019-09-01,65,68.0,False,0.68,44.2
2019-09-02,58,68.0,,0.68,39.440000000000005
2019-09-03,92,68.0,,0.68,62.56
2019-09-04,94,68.0,,0.68,63.92
2019-09-05,89,68.0,,0.68,60.52
2019-09-06,100,68.0,,0.68,68.0
2019-09-07,75,68.0,,0.68,51.00000000000001
2019-09-08,63,68.0,,0.68,42.84
2019-09-09,88,68.0,,0.68,59.84
2019-09-10,91,68.0,,0.68,61.88
2019-09-11,82,68.0,,0.68,55.760000000000005
2019-09-12,86,68.0,,0.68,58.480000000000004
2019-09-13,93,68.0,,0.68,63.24
2019-09-14,73,68.0,,0.68,49.64
2019-09-15,66,68.0,,0.68,44.88
2019-09-16,90,68.0,,0.68,61.2
2019-09-17,92,68.0,,0.68,62.56
2019-09-18,84,68.0,,0.68,57.120000000000005
2019-09-19,82,68.0,,0.68,55.760000000000005
2019-09-20,90,68.0,,0.68,61.2
2019-09-21,71,68.0,,0.68,48.28
2019-09-22,74,68.0,,0.68,50.32
2019-09-23,88,68.0,,0.68,59.84
2019-09-24,90,68.0,,0.68,61.2
2019-09-25,82,68.0,,0.68,55.760000000000005
2019-09-26,85,68.0,,0.68,57.800000000000004
2019-09-27,94,68.0,,0.68,63.92
2019-09-28,82,68.0,,0.68,55.760000000000005
2019-09-29,64,68.0,,0.68,43.52
2019-09-30,95,68.0,,0.68,64.60000000000001
2019-10-01,99,72.0,False,0.72,71.28
2019-10-02,100,72.0,,0.72,72.0
2019-10-03,90,72.0,,0.72,64.8
2019-10-04,95,72.0,,0.72,68.39999999999999
2019-10-05,77,72.0,,0.72,55.44
2019-10-06,64,72.0,,0.72,46.08
2019-10-07,89,72.0,,0.72,64.08
2019-10-08,88,72.0,,0.72,63.36
2019-10-09,87,72.0,,0.72,62.64
2019-10-10,87,72.0,,0.72,62.64
2019-10-11,98,72.0,,0.72,70.56
2019-10-12,77,72.0,,0.72,55.44
2019-10-13,62,72.0,,0.72,44.64
2019-10-14,82,72.0,,0.72,59.04
2019-10-15,90,72.0,,0.72,64.8
2019-10-16,85,72.0,,0.72,61.199999999999996
2019-10-17,82,72.0,,0.72,59.04
2019-10-18,88,72.0,,0.72,63.36
2019-10-19,69,72.0,,0.72,49.68
2019-10-20,61,72.0,,0.72,43.92
2019-10-21,81,72.0,,0.72,58.32
2019-10-22,81,72.0,,0.72,58.32
2019-10-23,80,72.0,,0.72,57.599999999999994
2019-10-24,85,72.0,,0.72,61.199999999999996
2019-10-25,88,72.0,,0.72,63.36
2019-10-26,67,72.0,,0.72,48.239999999999995
2019-10-27,57,72.0,,0.72,41.04
2019-10-28,88,72.0,,0.72,63.36
2019-10-29,85,72.0,,0.72,61.199999999999996
2019-10-30,83,72.0,,0.72,59.76
2019-10-31,80,72.0,,0.72,57.599999999999994
2019-11-01,90,73.0,False,0.73,65.7
2019-11-02,79,73.0,,0.73,57.67
2019-11-03,59,73.0,,0.73,43.07
2019-11-04,86,73.0,,0.73,62.78
2019-11-05,82,73.0,,0.73,59.86
2019-11-06,79,73.0,,0.73,57.67
2019-11-07,83,73.0,,0.73,60.589999999999996
2019-11-08,89,73.0,,0.73,64.97
2019-11-09,71,73.0,,0.73,51.83
2019-11-10,61,73.0,,0.73,44.53
2019-11-11,79,73.0,,0.73,57.67
2019-11-12,78,73.0,,0.73,56.94
2019-11-13,80,73.0,,0.73,58.4
2019-11-14,77,73.0,,0.73,56.21
2019-11-15,87,73.0,,0.73,63.51
2019-11-16,68,73.0,,0.73,49.64
2019-11-17,60,73.0,,0.73,43.8
2019-11-18,80,73.0,,0.73,58.4
2019-11-19,82,73.0,,0.73,59.86
2019-11-20,76,73.0,,0.73,55.48
2019-11-21,100,73.0,,0.73,73.0
2019-11-22,92,73.0,,0.73,67.16
2019-11-23,70,73.0,,0.73,51.1
2019-11-24,66,73.0,,0.73,48.18
2019-11-25,99,73.0,,0.73,72.27
2019-11-26,94,73.0,,0.73,68.62
2019-11-27,87,73.0,,0.73,63.51
2019-11-28,50,73.0,,0.73,36.5
2019-11-29,77,73.0,,0.73,56.21
2019-11-30,69,73.0,,0.73,50.37
2019-12-01,56,74.0,False,0.74,41.44
2019-12-02,72,74.0,,0.74,53.28
2019-12-03,75,74.0,,0.74,55.5
2019-12-04,69,74.0,,0.74,51.06
2019-12-05,70,74.0,,0.74,51.8
2019-12-06,74,74.0,,0.74,54.76
2019-12-07,63,74.0,,0.74,46.62
2019-12-08,50,74.0,,0.74,37.0
2019-12-09,69,74.0,,0.74,51.06
2019-12-10,72,74.0,,0.74,53.28
2019-12-11,67,74.0,,0.74,49.58
2019-12-12,68,74.0,,0.74,50.32
2019-12-13,77,74.0,,0.74,56.98
2019-12-14,63,74.0,,0.74,46.62
2019-12-15,58,74.0,,0.74,42.92
2019-12-16,78,74.0,,0.74,57.72
2019-12-17,100,74.0,,0.74,74.0
2019-12-18,73,74.0,,0.74,54.019999999999996
2019-12-19,73,74.0,,0.74,54.019999999999996
2019-12-20,87,74.0,,0.74,64.38
2019-12-21,69,74.0,,0.74,51.06
2019-12-22,65,74.0,,0.74,48.1
2019-12-23,81,74.0,,0.74,59.94
2019-12-24,80,74.0,,0.74,59.2
2019-12-25,37,74.0,,0.74,27.38
2019-12-26,79,74.0,,0.74,58.46
2019-12-27,81,74.0,,0.74,59.94
2019-12-28,71,74.0,,0.74,52.54
2019-12-29,59,74.0,,0.74,43.66
2019-12-30,79,74.0,,0.74,58.46
2019-12-31,85,74.0,,0.74,62.9
2020-01-01,59,74.0,False,0.74,43.66
2020-01-02,100,74.0,,0.74,74.0
2020-01-03,95,74.0,,0.74,70.3
2020-01-04,74,74.0,,0.74,54.76
2020-01-05,64,74.0,,0.74,47.36
2020-01-06,81,74.0,,0.74,59.94
2020-01-07,79,74.0,,0.74,58.46
2020-01-08,78,74.0,,0.74,57.72
2020-01-09,80,74.0,,0.74,59.2
2020-01-10,83,74.0,,0.74,61.42
2020-01-11,67,74.0,,0.74,49.58
2020-01-12,59,74.0,,0.74,43.66
2020-01-13,81,74.0,,0.74,59.94
2020-01-14,81,74.0,,0.74,59.94
2020-01-15,83,74.0,,0.74,61.42
2020-01-16,77,74.0,,0.74,56.98
2020-01-17,79,74.0,,0.74,58.46
2020-01-18,66,74.0,,0.74,48.839999999999996
2020-01-19,58,74.0,,0.74,42.92
2020-01-20,70,74.0,,0.74,51.8
2020-01-21,80,74.0,,0.74,59.2
2020-01-22,78,74.0,,0.74,57.72
2020-01-23,78,74.0,,0.74,57.72
2020-01-24,81,74.0,,0.74,59.94
2020-01-25,65,74.0,,0.74,48.1
2020-01-26,48,74.0,,0.74,35.519999999999996
2020-01-27,73,74.0,,0.74,54.019999999999996
2020-01-28,78,74.0,,0.74,57.72
2020-01-29,78,74.0,,0.74,57.72
2020-01-30,79,74.0,,0.74,58.46
2020-01-31,95,74.0,,0.74,70.3
2020-02-01,71,79.0,False,0.79,56.09
2020-02-02,56,79.0,,0.79,44.24
2020-02-03,78,79.0,,0.79,61.620000000000005
2020-02-04,84,79.0,,0.79,66.36
2020-02-05,79,79.0,,0.79,62.410000000000004
2020-02-06,76,79.0,,0.79,60.040000000000006
2020-02-07,80,79.0,,0.79,63.2
2020-02-08,74,79.0,,0.79,58.46
2020-02-09,60,79.0,,0.79,47.400000000000006
2020-02-10,77,79.0,,0.79,60.830000000000005
2020-02-11,80,79.0,,0.79,63.2
2020-02-12,79,79.0,,0.79,62.410000000000004
2020-02-13,75,79.0,,0.79,59.25
2020-02-14,84,79.0,,0.79,66.36
2020-02-15,66,79.0,,0.79,52.14
2020-02-16,57,79.0,,0.79,45.03
2020-02-17,68,79.0,,0.79,53.72
2020-02-18,75,79.0,,0.79,59.25
2020-02-19,79,79.0,,0.79,62.410000000000004
2020-02-20,74,79.0,,0.79,58.46
2020-02-21,79,79.0,,0.79,62.410000000000004
2020-02-22,66,79.0,,0.79,52.14
2020-02-23,56,79.0,,0.79,44.24
2020-02-24,78,79.0,,0.79,61.620000000000005
2020-02-25,85,79.0,,0.79,67.15
2020-02-26,82,79.0,,0.79,64.78
2020-02-27,83,79.0,,0.79,65.57000000000001
2020-02-28,100,79.0,,0.79,79.0
2020-02-29,72,79.0,,0.79,56.88
2020-03-01,58,87.0,False,0.87,50.46
2020-03-02,88,87.0,,0.87,76.56
2020-03-03,87,87.0,,0.87,75.69
2020-03-04,76,87.0,,0.87,66.12
2020-03-05,80,87.0,,0.87,69.6
2020-03-06,81,87.0,,0.87,70.47
2020-03-07,61,87.0,,0.87,53.07
2020-03-08,48,87.0,,0.87,41.76
2020-03-09,91,87.0,,0.87,79.17
2020-03-10,85,87.0,,0.87,73.95
2020-03-11,81,87.0,,0.87,70.47
2020-03-12,88,87.0,,0.87,76.56
2020-03-13,98,87.0,,0.87,85.26
2020-03-14,68,87.0,,0.87,59.16
2020-03-15,57,87.0,,0.87,49.589999999999996
2020-03-16,93,87.0,,0.87,80.91
2020-03-17,93,87.0,,0.87,80.91
2020-03-18,95,87.0,,0.87,82.65
2020-03-19,94,87.0,,0.87,81.78
2020-03-20,94,87.0,,0.87,81.78
2020-03-21,68,87.0,,0.87,59.16
2020-03-22,56,87.0,,0.87,48.72
2020-03-23,92,87.0,,0.87,80.04
2020-03-24,97,87.0,,0.87,84.39
2020-03-25,100,87.0,,0.87,87.0
2020-03-26,98,87.0,,0.87,85.26
2020-03-27,95,87.0,,0.87,82.65
2020-03-28,64,87.0,,0.87,55.68
2020-03-29,52,87.0,,0.87,45.24
2020-03-30,90,87.0,,0.87,78.3
2020-03-31,88,87.0,,0.87,76.56
2020-04-01,75,92.0,False,0.92,69.0
2020-04-02,78,92.0,,0.92,71.76
2020-04-03,78,92.0,,0.92,71.76
2020-04-04,55,92.0,,0.92,50.6
2020-04-05,43,92.0,,0.92,39.56
2020-04-06,81,92.0,,0.92,74.52000000000001
2020-04-07,73,92.0,,0.92,67.16
2020-04-08,71,92.0,,0.92,65.32000000000001
2020-04-09,75,92.0,,0.92,69.0
2020-04-10,67,92.0,,0.92,61.64
2020-04-11,49,92.0,,0.92,45.080000000000005
2020-04-12,46,92.0,,0.92,42.32
2020-04-13,78,92.0,,0.92,71.76
2020-04-14,82,92.0,,0.92,75.44
2020-04-15,100,92.0,,0.92,92.0
2020-04-16,83,92.0,,0.92,76.36
2020-04-17,78,92.0,,0.92,71.76
2020-04-18,57,92.0,,0.92,52.440000000000005
2020-04-19,43,92.0,,0.92,39.56
2020-04-20,76,92.0,,0.92,69.92
2020-04-21,69,92.0,,0.92,63.480000000000004
2020-04-22,73,92.0,,0.92,67.16
2020-04-23,72,92.0,,0.92,66.24000000000001
2020-04-24,65,92.0,,0.92,59.800000000000004
2020-04-25,46,92.0,,0.92,42.32
2020-04-26,42,92.0,,0.92,38.64
2020-04-27,74,92.0,,0.92,68.08
2020-04-28,70,92.0,,0.92,64.4
2020-04-29,74,92.0,,0.92,68.08
2020-04-30,73,92.0,,0.92,67.16
2020-05-01,100,78.0,False,0.78,78.0
2020-05-02,67,78.0,,0.78,52.260000000000005
2020-05-03,57,78.0,,0.78,44.46
2020-05-04,94,78.0,,0.78,73.32000000000001
2020-05-05,93,78.0,,0.78,72.54
2020-05-06,89,78.0,,0.78,69.42
2020-05-07,90,78.0,,0.78,70.2
2020-05-08,90,78.0,,0.78,70.2
2020-05-09,62,78.0,,0.78,48.36
2020-05-10,48,78.0,,0.78,37.44
2020-05-11,92,78.0,,0.78,71.76
2020-05-12,88,78.0,,0.78,68.64
2020-05-13,85,78.0,,0.78,66.3
2020-05-14,91,78.0,,0.78,70.98
2020-05-15,89,78.0,,0.78,69.42
2020-05-16,64,78.0,,0.78,49.92
2020-05-17,48,78.0,,0.78,37.44
2020-05-18,98,78.0,,0.78,76.44
2020-05-19,90,78.0,,0.78,70.2
2020-05-20,91,78.0,,0.78,70.98
2020-05-21,87,78.0,,0.78,67.86
2020-05-22,92,78.0,,0.78,71.76
2020-05-23,63,78.0,,0.78,49.14
2020-05-24,45,78.0,,0.78,35.1
2020-05-25,48,78.0,,0.78,37.44
2020-05-26,97,78.0,,0.78,75.66
2020-05-27,100,78.0,,0.78,78.0
2020-05-28,94,78.0,,0.78,73.32000000000001
2020-05-29,93,78.0,,0.78,72.54
2020-05-30,61,78.0,,0.78,47.58
2020-05-31,51,78.0,,0.78,39.78
2020-06-01,86,91.0,False,0.91,78.26
2020-06-02,86,91.0,,0.91,78.26
2020-06-03,89,91.0,,0.91,80.99000000000001
2020-06-04,87,91.0,,0.91,79.17
2020-06-05,100,91.0,,0.91,91.0
2020-06-06,65,91.0,,0.91,59.15
2020-06-07,51,91.0,,0.91,46.410000000000004
2020-06-08,96,91.0,,0.91,87.36
2020-06-09,93,91.0,,0.91,84.63000000000001
2020-06-10,93,91.0,,0.91,84.63000000000001
2020-06-11,86,91.0,,0.91,78.26
2020-06-12,91,91.0,,0.91,82.81
2020-06-13,55,91.0,,0.91,50.050000000000004
2020-06-14,46,91.0,,0.91,41.86
2020-06-15,87,91.0,,0.91,79.17
2020-06-16,89,91.0,,0.91,80.99000000000001
2020-06-17,83,91.0,,0.91,75.53
2020-06-18,80,91.0,,0.91,72.8
2020-06-19,86,91.0,,0.91,78.26
2020-06-20,57,91.0,,0.91,51.870000000000005
2020-06-21,41,91.0,,0.91,37.31
2020-06-22,83,91.0,,0.91,75.53
2020-06-23,86,91.0,,0.91,78.26
2020-06-24,85,91.0,,0.91,77.35000000000001
2020-06-25,82,91.0,,0.91,74.62
2020-06-26,86,91.0,,0.91,78.26
2020-06-27,56,91.0,,0.91,50.96
2020-06-28,47,91.0,,0.91,42.77
2020-06-29,87,91.0,,0.91,79.17
2020-06-30,91,91.0,,0.91,82.81
2020-07-01,92,84.0,False,0.84,77.28
2020-07-02,93,84.0,,0.84,78.11999999999999
2020-07-03,79,84.0,,0.84,66.36
2020-07-04,46,84.0,,0.84,38.64
2020-07-05,47,84.0,,0.84,39.48
2020-07-06,100,84.0,,0.84,84.0
2020-07-07,94,84.0,,0.84,78.96
2020-07-08,93,84.0,,0.84,78.11999999999999
2020-07-09,89,84.0,,0.84,74.75999999999999
2020-07-10,97,84.0,,0.84,81.48
2020-07-11,61,84.0,,0.84,51.239999999999995
2020-07-12,49,84.0,,0.84,41.16
2020-07-13,95,84.0,,0.84,79.8
2020-07-14,91,84.0,,0.84,76.44
2020-07-15,98,84.0,,0.84,82.32
2020-07-16,87,84.0,,0.84,73.08
2020-07-17,88,84.0,,0.84,73.92
2020-07-18,55,84.0,,0.84,46.199999999999996
2020-07-19,47,84.0,,0.84,39.48
2020-07-20,97,84.0,,0.84,81.48
2020-07-21,95,84.0,,0.84,79.8
2020-07-22,90,84.0,,0.84,75.6
2020-07-23,85,84.0,,0.84,71.39999999999999
2020-07-24,84,84.0,,0.84,70.56
2020-07-25,57,84.0,,0.84,47.879999999999995
2020-07-26,47,84.0,,0.84,39.48
2020-07-27,87,84.0,,0.84,73.08
2020-07-28,85,84.0,,0.84,71.39999999999999
2020-07-29,87,84.0,,0.84,73.08
2020-07-30,84,84.0,,0.84,70.56
2020-07-31,96,84.0,,0.84,80.64
2020-08-01,63,78.0,False,0.78,49.14
2020-08-02,50,78.0,,0.78,39.0
2020-08-03,99,78.0,,0.78,77.22
2020-08-04,88,78.0,,0.78,68.64
2020-08-05,91,78.0,,0.78,70.98
2020-08-06,91,78.0,,0.78,70.98
2020-08-07,93,78.0,,0.78,72.54
2020-08-08,65,78.0,,0.78,50.7
2020-08-09,48,78.0,,0.78,37.44
2020-08-10,92,78.0,,0.78,71.76
2020-08-11,91,78.0,,0.78,70.98
2020-08-12,89,78.0,,0.78,69.42
2020-08-13,85,78.0,,0.78,66.3
2020-08-14,88,78.0,,0.78,68.64
2020-08-15,58,78.0,,0.78,45.24
2020-08-16,46,78.0,,0.78,35.88
2020-08-17,87,78.0,,0.78,67.86
2020-08-18,84,78.0,,0.78,65.52
2020-08-19,79,78.0,,0.78,61.620000000000005
2020-08-20,79,78.0,,0.78,61.620000000000005
2020-08-21,91,78.0,,0.78,70.98
2020-08-22,58,78.0,,0.78,45.24
2020-08-23,46,78.0,,0.78,35.88
2020-08-24,85,78.0,,0.78,66.3
2020-08-25,79,78.0,,0.78,61.620000000000005
2020-08-26,78,78.0,,0.78,60.84
2020-08-27,80,78.0,,0.78,62.400000000000006
2020-08-28,84,78.0,,0.78,65.52
2020-08-29,58,78.0,,0.78,45.24
2020-08-30,48,78.0,,0.78,37.44
2020-08-31,100,78.0,,0.78,78.0
2020-09-01,100,69.0,False,0.69,69.0
2020-09-02,95,69.0,,0.69,65.55
2020-09-03,90,69.0,,0.69,62.099999999999994
2020-09-04,95,69.0,,0.69,65.55
2020-09-05,55,69.0,,0.69,37.949999999999996
2020-09-06,45,69.0,,0.69,31.049999999999997
2020-09-07,45,69.0,,0.69,31.049999999999997
2020-09-08,85,69.0,,0.69,58.65
2020-09-09,86,69.0,,0.69,59.339999999999996
2020-09-10,76,69.0,,0.69,52.44
2020-09-11,81,69.0,,0.69,55.88999999999999
2020-09-12,54,69.0,,0.69,37.26
2020-09-13,48,69.0,,0.69,33.12
2020-09-14,83,69.0,,0.69,57.269999999999996
2020-09-15,82,69.0,,0.69,56.58
2020-09-16,80,69.0,,0.69,55.199999999999996
2020-09-17,71,69.0,,0.69,48.989999999999995
2020-09-18,82,69.0,,0.69,56.58
2020-09-19,55,69.0,,0.69,37.949999999999996
2020-09-20,50,69.0,,0.69,34.5
2020-09-21,79,69.0,,0.69,54.51
2020-09-22,76,69.0,,0.69,52.44
2020-09-23,74,69.0,,0.69,51.059999999999995
2020-09-24,73,69.0,,0.69,50.37
2020-09-25,76,69.0,,0.69,52.44
2020-09-26,54,69.0,,0.69,37.26
2020-09-27,46,69.0,,0.69,31.74
2020-09-28,85,69.0,,0.69,58.65
2020-09-29,79,69.0,,0.69,54.51
2020-09-30,74,69.0,,0.69,51.059999999999995
2020-10-01,98,68.0,False,0.68,66.64
2020-10-02,97,68.0,,0.68,65.96000000000001
2020-10-03,65,68.0,,0.68,44.2
2020-10-04,60,68.0,,0.68,40.800000000000004
2020-10-05,96,68.0,,0.68,65.28
2020-10-06,95,68.0,,0.68,64.60000000000001
2020-10-07,92,68.0,,0.68,62.56
2020-10-08,90,68.0,,0.68,61.2
2020-10-09,98,68.0,,0.68,66.64
2020-10-10,66,68.0,,0.68,44.88
2020-10-11,53,68.0,,0.68,36.04
2020-10-12,99,68.0,,0.68,67.32000000000001
2020-10-13,99,68.0,,0.68,67.32000000000001
2020-10-14,100,68.0,,0.68,68.0
2020-10-15,90,68.0,,0.68,61.2
2020-10-16,99,68.0,,0.68,67.32000000000001
2020-10-17,67,68.0,,0.68,45.56
2020-10-18,56,68.0,,0.68,38.080000000000005
2020-10-19,98,68.0,,0.68,66.64
2020-10-20,93,68.0,,0.68,63.24
2020-10-21,85,68.0,,0.68,57.800000000000004
2020-10-22,85,68.0,,0.68,57.800000000000004
2020-10-23,91,68.0,,0.68,61.88
2020-10-24,64,68.0,,0.68,43.52
2020-10-25,59,68.0,,0.68,40.120000000000005
2020-10-26,96,68.0,,0.68,65.28
2020-10-27,87,68.0,,0.68,59.160000000000004
2020-10-28,83,68.0,,0.68,56.440000000000005
2020-10-29,87,68.0,,0.68,59.160000000000004
2020-10-30,88,68.0,,0.68,59.84
2020-10-31,63,68.0,,0.68,42.84
2020-11-01,41,69.0,False,0.69,28.29
2020-11-02,65,69.0,,0.69,44.849999999999994
2020-11-03,63,69.0,,0.69,43.47
2020-11-04,37,69.0,,0.69,25.529999999999998
2020-11-05,45,69.0,,0.69,31.049999999999997
2020-11-06,54,69.0,,0.69,37.26
2020-11-07,37,69.0,,0.69,25.529999999999998
2020-11-08,34,69.0,,0.69,23.459999999999997
2020-11-09,100,69.0,,0.69,69.0
2020-11-10,68,69.0,,0.69,46.919999999999995
2020-11-11,62,69.0,,0.69,42.779999999999994
2020-11-12,59,69.0,,0.69,40.709999999999994
2020-11-13,62,69.0,,0.69,42.779999999999994
2020-11-14,45,69.0,,0.69,31.049999999999997
2020-11-15,37,69.0,,0.69,25.529999999999998
2020-11-16,70,69.0,,0.69,48.3
2020-11-17,66,69.0,,0.69,45.54
2020-11-18,63,69.0,,0.69,43.47
2020-11-19,61,69.0,,0.69,42.089999999999996
2020-11-20,64,69.0,,0.69,44.16
2020-11-21,44,69.0,,0.69,30.36
2020-11-22,37,69.0,,0.69,25.529999999999998
2020-11-23,69,69.0,,0.69,47.61
2020-11-24,74,69.0,,0.69,51.059999999999995
2020-11-25,67,69.0,,0.69,46.23
2020-11-26,35,69.0,,0.69,24.15
2020-11-27,59,69.0,,0.69,40.709999999999994
2020-11-28,43,69.0,,0.69,29.669999999999998
2020-11-29,42,69.0,,0.69,28.979999999999997
2020-11-30,68,69.0,,0.69,46.919999999999995
2020-12-01,89,82.0,False,0.82,72.97999999999999
2020-12-02,84,82.0,,0.82,68.88
2020-12-03,80,82.0,,0.82,65.6
2020-12-04,89,82.0,,0.82,72.97999999999999
2020-12-05,59,82.0,,0.82,48.379999999999995
2020-12-06,55,82.0,,0.82,45.099999999999994
2020-12-07,86,82.0,,0.82,70.52
2020-12-08,88,82.0,,0.82,72.16
2020-12-09,85,82.0,,0.82,69.7
2020-12-10,82,82.0,,0.82,67.24
2020-12-11,80,82.0,,0.82,65.6
2020-12-12,56,82.0,,0.82,45.919999999999995
2020-12-13,47,82.0,,0.82,38.54
2020-12-14,80,82.0,,0.82,65.6
2020-12-15,81,82.0,,0.82,66.42
2020-12-16,76,82.0,,0.82,62.31999999999999
2020-12-17,79,82.0,,0.82,64.78
2020-12-18,84,82.0,,0.82,68.88
2020-12-19,65,82.0,,0.82,53.3
2020-12-20,55,82.0,,0.82,45.099999999999994
2020-12-21,82,82.0,,0.82,67.24
2020-12-22,85,82.0,,0.82,69.7
2020-12-23,87,82.0,,0.82,71.33999999999999
2020-12-24,81,82.0,,0.82,66.42
2020-12-25,39,82.0,,0.82,31.979999999999997
2020-12-26,80,82.0,,0.82,65.6
2020-12-27,54,82.0,,0.82,44.279999999999994
2020-12-28,95,82.0,,0.82,77.89999999999999
2020-12-29,94,82.0,,0.82,77.08
2020-12-30,98,82.0,,0.82,80.36
2020-12-31,100,82.0,,0.82,82.0
2021-01-01,38,94.0,False,0.94,35.72
2021-01-02,41,94.0,,0.94,38.54
2021-01-03,37,94.0,,0.94,34.78
2021-01-04,62,94.0,,0.94,58.279999999999994
2021-01-05,60,94.0,,0.94,56.4
2021-01-06,52,94.0,,0.94,48.879999999999995
2021-01-07,52,94.0,,0.94,48.879999999999995
2021-01-08,59,94.0,,0.94,55.459999999999994
2021-01-09,38,94.0,,0.94,35.72
2021-01-10,35,94.0,,0.94,32.9
2021-01-11,54,94.0,,0.94,50.76
2021-01-12,52,94.0,,0.94,48.879999999999995
2021-01-13,54,94.0,,0.94,50.76
2021-01-14,56,94.0,,0.94,52.64
2021-01-15,53,94.0,,0.94,49.82
2021-01-16,38,94.0,,0.94,35.72
2021-01-17,32,94.0,,0.94,30.08
2021-01-18,40,94.0,,0.94,37.599999999999994
2021-01-19,57,94.0,,0.94,53.58
2021-01-20,55,94.0,,0.94,51.699999999999996
2021-01-21,55,94.0,,0.94,51.699999999999996
2021-01-22,54,94.0,,0.94,50.76
2021-01-23,36,94.0,,0.94,33.839999999999996
2021-01-24,33,94.0,,0.94,31.02
2021-01-25,57,94.0,,0.94,53.58
2021-01-26,59,94.0,,0.94,55.459999999999994
2021-01-27,85,94.0,,0.94,79.89999999999999
2021-01-28,100,94.0,,0.94,94.0
2021-01-29,90,94.0,,0.94,84.6
2021-01-30,55,94.0,,0.94,51.699999999999996
2021-01-31,45,94.0,,0.94,42.3
2021-02-01,100,100.0,False,1.0,100.0
2021-02-02,95,100.0,,1.0,95.0
2021-02-03,91,100.0,,1.0,91.0
2021-02-04,91,100.0,,1.0,91.0
2021-02-05,96,100.0,,1.0,96.0
2021-02-06,61,100.0,,1.0,61.0
2021-02-07,49,100.0,,1.0,49.0
2021-02-08,95,100.0,,1.0,95.0
2021-02-09,97,100.0,,1.0,97.0
2021-02-10,93,100.0,,1.0,93.0
2021-02-11,89,100.0,,1.0,89.0
2021-02-12,87,100.0,,1.0,87.0
2021-02-13,56,100.0,,1.0,56.0
2021-02-14,47,100.0,,1.0,47.0
2021-02-15,62,100.0,,1.0,62.0
2021-02-16,83,100.0,,1.0,83.0
2021-02-17,84,100.0,,1.0,84.0
2021-02-18,78,100.0,,1.0,78.0
2021-02-19,81,100.0,,1.0,81.0
2021-02-20,57,100.0,,1.0,57.0
2021-02-21,44,100.0,,1.0,44.0
2021-02-22,77,100.0,,1.0,77.0
2021-02-23,80,100.0,,1.0,80.0
2021-02-24,79,100.0,,1.0,79.0
2021-02-25,93,100.0,,1.0,93.0
2021-02-26,81,100.0,,1.0,81.0
2021-02-27,54,100.0,,1.0,54.0
2021-02-28,45,100.0,,1.0,45.0
2021-03-01,98,86.0,False,0.86,84.28
2021-03-02,95,86.0,,0.86,81.7
2021-03-03,86,86.0,,0.86,73.96
2021-03-04,91,86.0,,0.86,78.26
2021-03-05,90,86.0,,0.86,77.4
2021-03-06,63,86.0,,0.86,54.18
2021-03-07,50,86.0,,0.86,43.0
2021-03-08,88,86.0,,0.86,75.67999999999999
2021-03-09,90,86.0,,0.86,77.4
2021-03-10,84,86.0,,0.86,72.24
2021-03-11,89,86.0,,0.86,76.53999999999999
2021-03-12,90,86.0,,0.86,77.4
2021-03-13,70,86.0,,0.86,60.199999999999996
2021-03-14,57,86.0,,0.86,49.019999999999996
2021-03-15,91,86.0,,0.86,78.26
2021-03-16,87,86.0,,0.86,74.82
2021-03-17,100,86.0,,0.86,86.0
2021-03-18,84,86.0,,0.86,72.24
2021-03-19,89,86.0,,0.86,76.53999999999999
2021-03-20,60,86.0,,0.86,51.6
2021-03-21,50,86.0,,0.86,43.0
2021-03-22,81,86.0,,0.86,69.66
2021-03-23,77,86.0,,0.86,66.22
2021-03-24,80,86.0,,0.86,68.8
2021-03-25,78,86.0,,0.86,67.08
2021-03-26,80,86.0,,0.86,68.8
2021-03-27,57,86.0,,0.86,49.019999999999996
2021-03-28,45,86.0,,0.86,38.7
2021-03-29,75,86.0,,0.86,64.5
2021-03-30,75,86.0,,0.86,64.5
2021-03-31,78,86.0,,0.86,67.08
2021-04-01,91,78.0,False,0.78,70.98
2021-04-02,77,78.0,,0.78,60.06
2021-04-03,59,78.0,,0.78,46.02
2021-04-04,45,78.0,,0.78,35.1
2021-04-05,92,78.0,,0.78,71.76
2021-04-06,89,78.0,,0.78,69.42
2021-04-07,82,78.0,,0.78,63.96
2021-04-08,85,78.0,,0.78,66.3
2021-04-09,85,78.0,,0.78,66.3
2021-04-10,57,78.0,,0.78,44.46
2021-04-11,53,78.0,,0.78,41.34
2021-04-12,87,78.0,,0.78,67.86
2021-04-13,88,78.0,,0.78,68.64
2021-04-14,94,78.0,,0.78,73.32000000000001
2021-04-15,91,78.0,,0.78,70.98
2021-04-16,100,78.0,,0.78,78.0
2021-04-17,66,78.0,,0.78,51.480000000000004
2021-04-18,55,78.0,,0.78,42.9
2021-04-19,87,78.0,,0.78,67.86
2021-04-20,82,78.0,,0.78,63.96
2021-04-21,80,78.0,,0.78,62.400000000000006
2021-04-22,83,78.0,,0.78,64.74000000000001
2021-04-23,87,78.0,,0.78,67.86
2021-04-24,56,78.0,,0.78,43.68
2021-04-25,55,78.0,,0.78,42.9
