date,NVAX_unscaled,NVAX_monthly,isPartial,scale,NVAX
2019-08-13,31,9.0,,0.09,2.79
2019-08-14,98,9.0,,0.09,8.82
2019-08-15,64,9.0,,0.09,5.76
2019-08-16,100,9.0,,0.09,9.0
2019-08-17,23,9.0,,0.09,2.07
2019-08-18,23,9.0,,0.09,2.07
2019-08-19,56,9.0,,0.09,5.04
2019-08-20,63,9.0,,0.09,5.67
2019-08-21,50,9.0,,0.09,4.5
2019-08-22,31,9.0,,0.09,2.79
2019-08-23,33,9.0,,0.09,2.9699999999999998
2019-08-24,8,9.0,,0.09,0.72
2019-08-25,8,9.0,,0.09,0.72
2019-08-26,39,9.0,,0.09,3.51
2019-08-27,32,9.0,,0.09,2.88
2019-08-28,24,9.0,,0.09,2.16
2019-08-29,17,9.0,,0.09,1.53
2019-08-30,21,9.0,,0.09,1.89
2019-08-31,0,9.0,,0.09,0.0
2019-09-01,6,6.0,False,0.06,0.36
2019-09-02,5,6.0,,0.06,0.3
2019-09-03,41,6.0,,0.06,2.46
2019-09-04,46,6.0,,0.06,2.76
2019-09-05,46,6.0,,0.06,2.76
2019-09-06,55,6.0,,0.06,3.3
2019-09-07,28,6.0,,0.06,1.68
2019-09-08,11,6.0,,0.06,0.6599999999999999
2019-09-09,51,6.0,,0.06,3.06
2019-09-10,41,6.0,,0.06,2.46
2019-09-11,65,6.0,,0.06,3.9
2019-09-12,32,6.0,,0.06,1.92
2019-09-13,79,6.0,,0.06,4.74
2019-09-14,17,6.0,,0.06,1.02
2019-09-15,5,6.0,,0.06,0.3
2019-09-16,99,6.0,,0.06,5.9399999999999995
2019-09-17,100,6.0,,0.06,6.0
2019-09-18,96,6.0,,0.06,5.76
2019-09-19,74,6.0,,0.06,4.4399999999999995
2019-09-20,70,6.0,,0.06,4.2
2019-09-21,28,6.0,,0.06,1.68
2019-09-22,11,6.0,,0.06,0.6599999999999999
2019-09-23,54,6.0,,0.06,3.2399999999999998
2019-09-24,69,6.0,,0.06,4.14
2019-09-25,37,6.0,,0.06,2.2199999999999998
2019-09-26,90,6.0,,0.06,5.3999999999999995
2019-09-27,43,6.0,,0.06,2.58
2019-09-28,17,6.0,,0.06,1.02
2019-09-29,11,6.0,,0.06,0.6599999999999999
2019-09-30,52,6.0,,0.06,3.12
2019-10-01,42,4.0,False,0.04,1.68
2019-10-02,58,4.0,,0.04,2.32
2019-10-03,100,4.0,,0.04,4.0
2019-10-04,95,4.0,,0.04,3.8000000000000003
2019-10-05,0,4.0,,0.04,0.0
2019-10-06,20,4.0,,0.04,0.8
2019-10-07,84,4.0,,0.04,3.36
2019-10-08,68,4.0,,0.04,2.72
2019-10-09,52,4.0,,0.04,2.08
2019-10-10,60,4.0,,0.04,2.4
2019-10-11,35,4.0,,0.04,1.4000000000000001
2019-10-12,32,4.0,,0.04,1.28
2019-10-13,0,4.0,,0.04,0.0
2019-10-14,86,4.0,,0.04,3.44
2019-10-15,84,4.0,,0.04,3.36
2019-10-16,42,4.0,,0.04,1.68
2019-10-17,68,4.0,,0.04,2.72
2019-10-18,43,4.0,,0.04,1.72
2019-10-19,31,4.0,,0.04,1.24
2019-10-20,29,4.0,,0.04,1.16
2019-10-21,25,4.0,,0.04,1.0
2019-10-22,24,4.0,,0.04,0.96
2019-10-23,75,4.0,,0.04,3.0
2019-10-24,67,4.0,,0.04,2.68
2019-10-25,77,4.0,,0.04,3.08
2019-10-26,10,4.0,,0.04,0.4
2019-10-27,10,4.0,,0.04,0.4
2019-10-28,41,4.0,,0.04,1.6400000000000001
2019-10-29,41,4.0,,0.04,1.6400000000000001
2019-10-30,33,4.0,,0.04,1.32
2019-10-31,51,4.0,,0.04,2.04
2019-11-01,43,5.0,False,0.05,2.15
2019-11-02,19,5.0,,0.05,0.9500000000000001
2019-11-03,6,5.0,,0.05,0.30000000000000004
2019-11-04,51,5.0,,0.05,2.5500000000000003
2019-11-05,41,5.0,,0.05,2.0500000000000003
2019-11-06,35,5.0,,0.05,1.75
2019-11-07,97,5.0,,0.05,4.8500000000000005
2019-11-08,52,5.0,,0.05,2.6
2019-11-09,12,5.0,,0.05,0.6000000000000001
2019-11-10,18,5.0,,0.05,0.9
2019-11-11,41,5.0,,0.05,2.0500000000000003
2019-11-12,44,5.0,,0.05,2.2
2019-11-13,45,5.0,,0.05,2.25
2019-11-14,35,5.0,,0.05,1.75
2019-11-15,55,5.0,,0.05,2.75
2019-11-16,12,5.0,,0.05,0.6000000000000001
2019-11-17,6,5.0,,0.05,0.30000000000000004
2019-11-18,40,5.0,,0.05,2.0
2019-11-19,55,5.0,,0.05,2.75
2019-11-20,66,5.0,,0.05,3.3000000000000003
2019-11-21,71,5.0,,0.05,3.5500000000000003
2019-11-22,67,5.0,,0.05,3.35
2019-11-23,23,5.0,,0.05,1.1500000000000001
2019-11-24,23,5.0,,0.05,1.1500000000000001
2019-11-25,30,5.0,,0.05,1.5
2019-11-26,32,5.0,,0.05,1.6
2019-11-27,60,5.0,,0.05,3.0
2019-11-28,12,5.0,,0.05,0.6000000000000001
2019-11-29,100,5.0,,0.05,5.0
2019-11-30,34,5.0,,0.05,1.7000000000000002
2019-12-01,18,5.0,False,0.05,0.9
2019-12-02,91,5.0,,0.05,4.55
2019-12-03,77,5.0,,0.05,3.85
2019-12-04,90,5.0,,0.05,4.5
2019-12-05,64,5.0,,0.05,3.2
2019-12-06,86,5.0,,0.05,4.3
2019-12-07,31,5.0,,0.05,1.55
2019-12-08,6,5.0,,0.05,0.30000000000000004
2019-12-09,75,5.0,,0.05,3.75
2019-12-10,54,5.0,,0.05,2.7
2019-12-11,100,5.0,,0.05,5.0
2019-12-12,64,5.0,,0.05,3.2
2019-12-13,75,5.0,,0.05,3.75
2019-12-14,19,5.0,,0.05,0.9500000000000001
2019-12-15,25,5.0,,0.05,1.25
2019-12-16,75,5.0,,0.05,3.75
2019-12-17,54,5.0,,0.05,2.7
2019-12-18,38,5.0,,0.05,1.9000000000000001
2019-12-19,55,5.0,,0.05,2.75
2019-12-20,34,5.0,,0.05,1.7000000000000002
2019-12-21,0,5.0,,0.05,0.0
2019-12-22,0,5.0,,0.05,0.0
2019-12-23,72,5.0,,0.05,3.6
2019-12-24,64,5.0,,0.05,3.2
2019-12-25,0,5.0,,0.05,0.0
2019-12-26,63,5.0,,0.05,3.1500000000000004
2019-12-27,53,5.0,,0.05,2.6500000000000004
2019-12-28,25,5.0,,0.05,1.25
2019-12-29,12,5.0,,0.05,0.6000000000000001
2019-12-30,47,5.0,,0.05,2.35
2019-12-31,59,5.0,,0.05,2.95
2020-01-01,3,20.0,False,0.2,0.6000000000000001
2020-01-02,17,20.0,,0.2,3.4000000000000004
2020-01-03,12,20.0,,0.2,2.4000000000000004
2020-01-04,5,20.0,,0.2,1.0
2020-01-05,5,20.0,,0.2,1.0
2020-01-06,5,20.0,,0.2,1.0
2020-01-07,8,20.0,,0.2,1.6
2020-01-08,17,20.0,,0.2,3.4000000000000004
2020-01-09,6,20.0,,0.2,1.2000000000000002
2020-01-10,13,20.0,,0.2,2.6
2020-01-11,7,20.0,,0.2,1.4000000000000001
2020-01-12,2,20.0,,0.2,0.4
2020-01-13,15,20.0,,0.2,3.0
2020-01-14,7,20.0,,0.2,1.4000000000000001
2020-01-15,19,20.0,,0.2,3.8000000000000003
2020-01-16,18,20.0,,0.2,3.6
2020-01-17,33,20.0,,0.2,6.6000000000000005
2020-01-18,13,20.0,,0.2,2.6
2020-01-19,8,20.0,,0.2,1.6
2020-01-20,11,20.0,,0.2,2.2
2020-01-21,100,20.0,,0.2,20.0
2020-01-22,89,20.0,,0.2,17.8
2020-01-23,69,20.0,,0.2,13.8
2020-01-24,47,20.0,,0.2,9.4
2020-01-25,21,20.0,,0.2,4.2
2020-01-26,18,20.0,,0.2,3.6
2020-01-27,66,20.0,,0.2,13.200000000000001
2020-01-28,62,20.0,,0.2,12.4
2020-01-29,59,20.0,,0.2,11.8
2020-01-30,32,20.0,,0.2,6.4
2020-01-31,46,20.0,,0.2,9.200000000000001
2020-02-01,9,25.0,False,0.25,2.25
2020-02-02,3,25.0,,0.25,0.75
2020-02-03,17,25.0,,0.25,4.25
2020-02-04,20,25.0,,0.25,5.0
2020-02-05,16,25.0,,0.25,4.0
2020-02-06,13,25.0,,0.25,3.25
2020-02-07,11,25.0,,0.25,2.75
2020-02-08,5,25.0,,0.25,1.25
2020-02-09,6,25.0,,0.25,1.5
2020-02-10,16,25.0,,0.25,4.0
2020-02-11,13,25.0,,0.25,3.25
2020-02-12,20,25.0,,0.25,5.0
2020-02-13,16,25.0,,0.25,4.0
2020-02-14,17,25.0,,0.25,4.25
2020-02-15,5,25.0,,0.25,1.25
2020-02-16,4,25.0,,0.25,1.0
2020-02-17,6,25.0,,0.25,1.5
2020-02-18,14,25.0,,0.25,3.5
2020-02-19,12,25.0,,0.25,3.0
2020-02-20,14,25.0,,0.25,3.5
2020-02-21,15,25.0,,0.25,3.75
2020-02-22,6,25.0,,0.25,1.5
2020-02-23,4,25.0,,0.25,1.0
2020-02-24,18,25.0,,0.25,4.5
2020-02-25,16,25.0,,0.25,4.0
2020-02-26,29,25.0,,0.25,7.25
2020-02-27,66,25.0,,0.25,16.5
2020-02-28,100,25.0,,0.25,25.0
2020-02-29,23,25.0,,0.25,5.75
2020-03-01,27,41.0,False,0.41,11.069999999999999
2020-03-02,100,41.0,,0.41,41.0
2020-03-03,92,41.0,,0.41,37.72
2020-03-04,75,41.0,,0.41,30.749999999999996
2020-03-05,65,41.0,,0.41,26.65
2020-03-06,77,41.0,,0.41,31.569999999999997
2020-03-07,33,41.0,,0.41,13.53
2020-03-08,13,41.0,,0.41,5.33
2020-03-09,73,41.0,,0.41,29.93
2020-03-10,66,41.0,,0.41,27.06
2020-03-11,66,41.0,,0.41,27.06
2020-03-12,55,41.0,,0.41,22.549999999999997
2020-03-13,60,41.0,,0.41,24.599999999999998
2020-03-14,14,41.0,,0.41,5.739999999999999
2020-03-15,10,41.0,,0.41,4.1
2020-03-16,28,41.0,,0.41,11.479999999999999
2020-03-17,47,41.0,,0.41,19.27
2020-03-18,53,41.0,,0.41,21.73
2020-03-19,49,41.0,,0.41,20.09
2020-03-20,42,41.0,,0.41,17.22
2020-03-21,14,41.0,,0.41,5.739999999999999
2020-03-22,13,41.0,,0.41,5.33
2020-03-23,39,41.0,,0.41,15.989999999999998
2020-03-24,66,41.0,,0.41,27.06
2020-03-25,55,41.0,,0.41,22.549999999999997
2020-03-26,40,41.0,,0.41,16.4
2020-03-27,41,41.0,,0.41,16.81
2020-03-28,19,41.0,,0.41,7.789999999999999
2020-03-29,13,41.0,,0.41,5.33
2020-03-30,49,41.0,,0.41,20.09
2020-03-31,43,41.0,,0.41,17.63
2020-04-01,46,34.0,False,0.34,15.64
2020-04-02,47,34.0,,0.34,15.98
2020-04-03,51,34.0,,0.34,17.34
2020-04-04,24,34.0,,0.34,8.16
2020-04-05,19,34.0,,0.34,6.460000000000001
2020-04-06,52,34.0,,0.34,17.68
2020-04-07,46,34.0,,0.34,15.64
2020-04-08,73,34.0,,0.34,24.82
2020-04-09,60,34.0,,0.34,20.400000000000002
2020-04-10,27,34.0,,0.34,9.180000000000001
2020-04-11,10,34.0,,0.34,3.4000000000000004
2020-04-12,8,34.0,,0.34,2.72
2020-04-13,51,34.0,,0.34,17.34
2020-04-14,41,34.0,,0.34,13.940000000000001
2020-04-15,39,34.0,,0.34,13.260000000000002
2020-04-16,42,34.0,,0.34,14.280000000000001
2020-04-17,58,34.0,,0.34,19.720000000000002
2020-04-18,17,34.0,,0.34,5.78
2020-04-19,9,34.0,,0.34,3.06
2020-04-20,100,34.0,,0.34,34.0
2020-04-21,97,34.0,,0.34,32.980000000000004
2020-04-22,73,34.0,,0.34,24.82
2020-04-23,58,34.0,,0.34,19.720000000000002
2020-04-24,46,34.0,,0.34,15.64
2020-04-25,13,34.0,,0.34,4.42
2020-04-26,11,34.0,,0.34,3.74
2020-04-27,49,34.0,,0.34,16.66
2020-04-28,49,34.0,,0.34,16.66
2020-04-29,48,34.0,,0.34,16.32
2020-04-30,40,34.0,,0.34,13.600000000000001
2020-05-01,15,59.0,False,0.59,8.85
2020-05-02,7,59.0,,0.59,4.13
2020-05-03,4,59.0,,0.59,2.36
2020-05-04,15,59.0,,0.59,8.85
2020-05-05,14,59.0,,0.59,8.26
2020-05-06,14,59.0,,0.59,8.26
2020-05-07,13,59.0,,0.59,7.67
2020-05-08,11,59.0,,0.59,6.489999999999999
2020-05-09,7,59.0,,0.59,4.13
2020-05-10,4,59.0,,0.59,2.36
2020-05-11,54,59.0,,0.59,31.86
2020-05-12,100,59.0,,0.59,59.0
2020-05-13,56,59.0,,0.59,33.04
2020-05-14,37,59.0,,0.59,21.83
2020-05-15,42,59.0,,0.59,24.779999999999998
2020-05-16,14,59.0,,0.59,8.26
2020-05-17,10,59.0,,0.59,5.8999999999999995
2020-05-18,61,59.0,,0.59,35.989999999999995
2020-05-19,54,59.0,,0.59,31.86
2020-05-20,38,59.0,,0.59,22.419999999999998
2020-05-21,34,59.0,,0.59,20.06
2020-05-22,24,59.0,,0.59,14.16
2020-05-23,9,59.0,,0.59,5.31
2020-05-24,5,59.0,,0.59,2.9499999999999997
2020-05-25,12,59.0,,0.59,7.08
2020-05-26,73,59.0,,0.59,43.07
2020-05-27,41,59.0,,0.59,24.189999999999998
2020-05-28,33,59.0,,0.59,19.47
2020-05-29,25,59.0,,0.59,14.75
2020-05-30,7,59.0,,0.59,4.13
2020-05-31,6,59.0,,0.59,3.54
2020-06-01,68,57.0,False,0.57,38.76
2020-06-02,72,57.0,,0.57,41.04
2020-06-03,65,57.0,,0.57,37.05
2020-06-04,59,57.0,,0.57,33.629999999999995
2020-06-05,63,57.0,,0.57,35.91
2020-06-06,19,57.0,,0.57,10.829999999999998
2020-06-07,18,57.0,,0.57,10.26
2020-06-08,48,57.0,,0.57,27.36
2020-06-09,50,57.0,,0.57,28.499999999999996
2020-06-10,49,57.0,,0.57,27.929999999999996
2020-06-11,45,57.0,,0.57,25.65
2020-06-12,42,57.0,,0.57,23.939999999999998
2020-06-13,13,57.0,,0.57,7.409999999999999
2020-06-14,10,57.0,,0.57,5.699999999999999
2020-06-15,59,57.0,,0.57,33.629999999999995
2020-06-16,52,57.0,,0.57,29.639999999999997
2020-06-17,69,57.0,,0.57,39.33
2020-06-18,67,57.0,,0.57,38.19
2020-06-19,72,57.0,,0.57,41.04
2020-06-20,24,57.0,,0.57,13.68
2020-06-21,12,57.0,,0.57,6.84
2020-06-22,57,57.0,,0.57,32.489999999999995
2020-06-23,62,57.0,,0.57,35.339999999999996
2020-06-24,100,57.0,,0.57,56.99999999999999
2020-06-25,92,57.0,,0.57,52.44
2020-06-26,88,57.0,,0.57,50.16
2020-06-27,20,57.0,,0.57,11.399999999999999
2020-06-28,14,57.0,,0.57,7.9799999999999995
2020-06-29,77,57.0,,0.57,43.88999999999999
2020-06-30,68,57.0,,0.57,38.76
2020-07-01,34,88.0,False,0.88,29.92
2020-07-02,26,88.0,,0.88,22.88
2020-07-03,11,88.0,,0.88,9.68
2020-07-04,6,88.0,,0.88,5.28
2020-07-05,6,88.0,,0.88,5.28
2020-07-06,24,88.0,,0.88,21.12
2020-07-07,100,88.0,,0.88,88.0
2020-07-08,68,88.0,,0.88,59.84
2020-07-09,41,88.0,,0.88,36.08
2020-07-10,32,88.0,,0.88,28.16
2020-07-11,12,88.0,,0.88,10.56
2020-07-12,11,88.0,,0.88,9.68
2020-07-13,39,88.0,,0.88,34.32
2020-07-14,38,88.0,,0.88,33.44
2020-07-15,37,88.0,,0.88,32.56
2020-07-16,46,88.0,,0.88,40.48
2020-07-17,68,88.0,,0.88,59.84
2020-07-18,24,88.0,,0.88,21.12
2020-07-19,18,88.0,,0.88,15.84
2020-07-20,66,88.0,,0.88,58.08
2020-07-21,58,88.0,,0.88,51.04
2020-07-22,50,88.0,,0.88,44.0
2020-07-23,42,88.0,,0.88,36.96
2020-07-24,33,88.0,,0.88,29.04
2020-07-25,10,88.0,,0.88,8.8
2020-07-26,12,88.0,,0.88,10.56
2020-07-27,40,88.0,,0.88,35.2
2020-07-28,42,88.0,,0.88,36.96
2020-07-29,37,88.0,,0.88,32.56
2020-07-30,35,88.0,,0.88,30.8
2020-07-31,34,88.0,,0.88,29.92
2020-08-01,12,100.0,False,1.0,12.0
2020-08-02,9,100.0,,1.0,9.0
2020-08-03,49,100.0,,1.0,49.0
2020-08-04,78,100.0,,1.0,78.0
2020-08-05,100,100.0,,1.0,100.0
2020-08-06,59,100.0,,1.0,59.0
2020-08-07,51,100.0,,1.0,51.0
2020-08-08,14,100.0,,1.0,14.0
2020-08-09,13,100.0,,1.0,13.0
2020-08-10,62,100.0,,1.0,62.0
2020-08-11,71,100.0,,1.0,71.0
2020-08-12,89,100.0,,1.0,89.0
2020-08-13,67,100.0,,1.0,67.0
2020-08-14,66,100.0,,1.0,66.0
2020-08-15,19,100.0,,1.0,19.0
2020-08-16,13,100.0,,1.0,13.0
2020-08-17,54,100.0,,1.0,54.0
2020-08-18,54,100.0,,1.0,54.0
2020-08-19,44,100.0,,1.0,44.0
2020-08-20,40,100.0,,1.0,40.0
2020-08-21,38,100.0,,1.0,38.0
2020-08-22,12,100.0,,1.0,12.0
2020-08-23,11,100.0,,1.0,11.0
2020-08-24,53,100.0,,1.0,53.0
2020-08-25,53,100.0,,1.0,53.0
2020-08-26,44,100.0,,1.0,44.0
2020-08-27,42,100.0,,1.0,42.0
2020-08-28,34,100.0,,1.0,34.0
2020-08-29,9,100.0,,1.0,9.0
2020-08-30,6,100.0,,1.0,6.0
2020-08-31,39,100.0,,1.0,39.0
2020-09-01,84,54.0,False,0.54,45.36
2020-09-02,73,54.0,,0.54,39.42
2020-09-03,100,54.0,,0.54,54.0
2020-09-04,78,54.0,,0.54,42.120000000000005
2020-09-05,27,54.0,,0.54,14.580000000000002
2020-09-06,14,54.0,,0.54,7.5600000000000005
2020-09-07,17,54.0,,0.54,9.18
2020-09-08,90,54.0,,0.54,48.6
2020-09-09,88,54.0,,0.54,47.52
2020-09-10,70,54.0,,0.54,37.800000000000004
2020-09-11,56,54.0,,0.54,30.240000000000002
2020-09-12,15,54.0,,0.54,8.100000000000001
2020-09-13,15,54.0,,0.54,8.100000000000001
2020-09-14,62,54.0,,0.54,33.480000000000004
2020-09-15,90,54.0,,0.54,48.6
2020-09-16,91,54.0,,0.54,49.14
2020-09-17,77,54.0,,0.54,41.580000000000005
2020-09-18,60,54.0,,0.54,32.400000000000006
2020-09-19,16,54.0,,0.54,8.64
2020-09-20,10,54.0,,0.54,5.4
2020-09-21,50,54.0,,0.54,27.0
2020-09-22,56,54.0,,0.54,30.240000000000002
2020-09-23,55,54.0,,0.54,29.700000000000003
2020-09-24,60,54.0,,0.54,32.400000000000006
2020-09-25,77,54.0,,0.54,41.580000000000005
2020-09-26,21,54.0,,0.54,11.34
2020-09-27,11,54.0,,0.54,5.94
2020-09-28,69,54.0,,0.54,37.260000000000005
2020-09-29,56,54.0,,0.54,30.240000000000002
2020-09-30,53,54.0,,0.54,28.62
2020-10-01,84,44.0,False,0.44,36.96
2020-10-02,75,44.0,,0.44,33.0
2020-10-03,19,44.0,,0.44,8.36
2020-10-04,15,44.0,,0.44,6.6
2020-10-05,82,44.0,,0.44,36.08
2020-10-06,73,44.0,,0.44,32.12
2020-10-07,76,44.0,,0.44,33.44
2020-10-08,82,44.0,,0.44,36.08
2020-10-09,75,44.0,,0.44,33.0
2020-10-10,25,44.0,,0.44,11.0
2020-10-11,12,44.0,,0.44,5.28
2020-10-12,67,44.0,,0.44,29.48
2020-10-13,89,44.0,,0.44,39.160000000000004
2020-10-14,88,44.0,,0.44,38.72
2020-10-15,70,44.0,,0.44,30.8
2020-10-16,57,44.0,,0.44,25.080000000000002
2020-10-17,20,44.0,,0.44,8.8
2020-10-18,21,44.0,,0.44,9.24
2020-10-19,68,44.0,,0.44,29.92
2020-10-20,97,44.0,,0.44,42.68
2020-10-21,100,44.0,,0.44,44.0
2020-10-22,72,44.0,,0.44,31.68
2020-10-23,94,44.0,,0.44,41.36
2020-10-24,19,44.0,,0.44,8.36
2020-10-25,8,44.0,,0.44,3.52
2020-10-26,73,44.0,,0.44,32.12
2020-10-27,63,44.0,,0.44,27.72
2020-10-28,68,44.0,,0.44,29.92
2020-10-29,77,44.0,,0.44,33.88
2020-10-30,72,44.0,,0.44,31.68
2020-10-31,22,44.0,,0.44,9.68
2020-11-01,13,45.0,False,0.45,5.8500000000000005
2020-11-02,48,45.0,,0.45,21.6
2020-11-03,46,45.0,,0.45,20.7
2020-11-04,33,45.0,,0.45,14.85
2020-11-05,44,45.0,,0.45,19.8
2020-11-06,42,45.0,,0.45,18.900000000000002
2020-11-07,11,45.0,,0.45,4.95
2020-11-08,13,45.0,,0.45,5.8500000000000005
2020-11-09,77,45.0,,0.45,34.65
2020-11-10,67,45.0,,0.45,30.150000000000002
2020-11-11,64,45.0,,0.45,28.8
2020-11-12,57,45.0,,0.45,25.650000000000002
2020-11-13,62,45.0,,0.45,27.900000000000002
2020-11-14,17,45.0,,0.45,7.65
2020-11-15,11,45.0,,0.45,4.95
2020-11-16,77,45.0,,0.45,34.65
2020-11-17,59,45.0,,0.45,26.55
2020-11-18,58,45.0,,0.45,26.1
2020-11-19,48,45.0,,0.45,21.6
2020-11-20,59,45.0,,0.45,26.55
2020-11-21,16,45.0,,0.45,7.2
2020-11-22,10,45.0,,0.45,4.5
2020-11-23,70,45.0,,0.45,31.5
2020-11-24,62,45.0,,0.45,27.900000000000002
2020-11-25,66,45.0,,0.45,29.7
2020-11-26,27,45.0,,0.45,12.15
2020-11-27,77,45.0,,0.45,34.65
2020-11-28,27,45.0,,0.45,12.15
2020-11-29,23,45.0,,0.45,10.35
2020-11-30,100,45.0,,0.45,45.0
2020-12-01,100,52.0,False,0.52,52.0
2020-12-02,65,52.0,,0.52,33.800000000000004
2020-12-03,61,52.0,,0.52,31.720000000000002
2020-12-04,49,52.0,,0.52,25.48
2020-12-05,14,52.0,,0.52,7.28
2020-12-06,10,52.0,,0.52,5.2
2020-12-07,52,52.0,,0.52,27.04
2020-12-08,49,52.0,,0.52,25.48
2020-12-09,62,52.0,,0.52,32.24
2020-12-10,48,52.0,,0.52,24.96
2020-12-11,67,52.0,,0.52,34.84
2020-12-12,18,52.0,,0.52,9.36
2020-12-13,12,52.0,,0.52,6.24
2020-12-14,65,52.0,,0.52,33.800000000000004
2020-12-15,45,52.0,,0.52,23.400000000000002
2020-12-16,53,52.0,,0.52,27.560000000000002
2020-12-17,50,52.0,,0.52,26.0
2020-12-18,63,52.0,,0.52,32.76
2020-12-19,19,52.0,,0.52,9.88
2020-12-20,13,52.0,,0.52,6.76
2020-12-21,43,52.0,,0.52,22.36
2020-12-22,58,52.0,,0.52,30.16
2020-12-23,50,52.0,,0.52,26.0
2020-12-24,39,52.0,,0.52,20.28
2020-12-25,11,52.0,,0.52,5.720000000000001
2020-12-26,9,52.0,,0.52,4.68
2020-12-27,11,52.0,,0.52,5.720000000000001
2020-12-28,50,52.0,,0.52,26.0
2020-12-29,45,52.0,,0.52,23.400000000000002
2020-12-30,37,52.0,,0.52,19.240000000000002
2020-12-31,41,52.0,,0.52,21.32
2021-01-01,8,46.0,False,0.46,3.68
2021-01-02,6,46.0,,0.46,2.7600000000000002
2021-01-03,5,46.0,,0.46,2.3000000000000003
2021-01-04,21,46.0,,0.46,9.66
2021-01-05,19,46.0,,0.46,8.74
2021-01-06,20,46.0,,0.46,9.200000000000001
2021-01-07,23,46.0,,0.46,10.58
2021-01-08,22,46.0,,0.46,10.120000000000001
2021-01-09,11,46.0,,0.46,5.0600000000000005
2021-01-10,8,46.0,,0.46,3.68
2021-01-11,18,46.0,,0.46,8.280000000000001
2021-01-12,22,46.0,,0.46,10.120000000000001
2021-01-13,21,46.0,,0.46,9.66
2021-01-14,16,46.0,,0.46,7.36
2021-01-15,19,46.0,,0.46,8.74
2021-01-16,5,46.0,,0.46,2.3000000000000003
2021-01-17,5,46.0,,0.46,2.3000000000000003
2021-01-18,8,46.0,,0.46,3.68
2021-01-19,22,46.0,,0.46,10.120000000000001
2021-01-20,25,46.0,,0.46,11.5
2021-01-21,20,46.0,,0.46,9.200000000000001
2021-01-22,20,46.0,,0.46,9.200000000000001
2021-01-23,8,46.0,,0.46,3.68
2021-01-24,5,46.0,,0.46,2.3000000000000003
2021-01-25,16,46.0,,0.46,7.36
2021-01-26,24,46.0,,0.46,11.040000000000001
2021-01-27,18,46.0,,0.46,8.280000000000001
2021-01-28,39,46.0,,0.46,17.94
2021-01-29,100,46.0,,0.46,46.0
2021-01-30,29,46.0,,0.46,13.34
2021-01-31,17,46.0,,0.46,7.82
2021-02-01,100,62.0,False,0.62,62.0
2021-02-02,98,62.0,,0.62,60.76
2021-02-03,82,62.0,,0.62,50.839999999999996
2021-02-04,74,62.0,,0.62,45.88
2021-02-05,68,62.0,,0.62,42.16
2021-02-06,21,62.0,,0.62,13.02
2021-02-07,18,62.0,,0.62,11.16
2021-02-08,68,62.0,,0.62,42.16
2021-02-09,57,62.0,,0.62,35.339999999999996
2021-02-10,61,62.0,,0.62,37.82
2021-02-11,53,62.0,,0.62,32.86
2021-02-12,45,62.0,,0.62,27.9
2021-02-13,16,62.0,,0.62,9.92
2021-02-14,9,62.0,,0.62,5.58
2021-02-15,18,62.0,,0.62,11.16
2021-02-16,56,62.0,,0.62,34.72
2021-02-17,52,62.0,,0.62,32.24
2021-02-18,45,62.0,,0.62,27.9
2021-02-19,53,62.0,,0.62,32.86
2021-02-20,15,62.0,,0.62,9.3
2021-02-21,10,62.0,,0.62,6.2
2021-02-22,50,62.0,,0.62,31.0
2021-02-23,47,62.0,,0.62,29.14
2021-02-24,36,62.0,,0.62,22.32
2021-02-25,38,62.0,,0.62,23.56
2021-02-26,42,62.0,,0.62,26.04
2021-02-27,14,62.0,,0.62,8.68
2021-02-28,13,62.0,,0.62,8.06
2021-03-01,49,51.0,False,0.51,24.990000000000002
2021-03-02,64,51.0,,0.51,32.64
2021-03-03,57,51.0,,0.51,29.07
2021-03-04,59,51.0,,0.51,30.09
2021-03-05,55,51.0,,0.51,28.05
2021-03-06,28,51.0,,0.51,14.280000000000001
2021-03-07,9,51.0,,0.51,4.59
2021-03-08,43,51.0,,0.51,21.93
2021-03-09,51,51.0,,0.51,26.01
2021-03-10,52,51.0,,0.51,26.52
2021-03-11,62,51.0,,0.51,31.62
2021-03-12,100,51.0,,0.51,51.0
2021-03-13,17,51.0,,0.51,8.67
2021-03-14,17,51.0,,0.51,8.67
2021-03-15,54,51.0,,0.51,27.54
2021-03-16,46,51.0,,0.51,23.46
2021-03-17,44,51.0,,0.51,22.44
2021-03-18,43,51.0,,0.51,21.93
2021-03-19,39,51.0,,0.51,19.89
2021-03-20,11,51.0,,0.51,5.61
2021-03-21,7,51.0,,0.51,3.5700000000000003
2021-03-22,48,51.0,,0.51,24.48
2021-03-23,48,51.0,,0.51,24.48
2021-03-24,48,51.0,,0.51,24.48
2021-03-25,55,51.0,,0.51,28.05
2021-03-26,54,51.0,,0.51,27.54
2021-03-27,13,51.0,,0.51,6.63
2021-03-28,8,51.0,,0.51,4.08
2021-03-29,48,51.0,,0.51,24.48
2021-03-30,45,51.0,,0.51,22.95
2021-03-31,40,51.0,,0.51,20.4
2021-04-01,55,43.0,False,0.43,23.65
2021-04-02,37,43.0,,0.43,15.91
2021-04-03,6,43.0,,0.43,2.58
2021-04-04,12,43.0,,0.43,5.16
2021-04-05,53,43.0,,0.43,22.79
2021-04-06,52,43.0,,0.43,22.36
2021-04-07,51,43.0,,0.43,21.93
2021-04-08,52,43.0,,0.43,22.36
