date,GOLD_unscaled,GOLD_monthly,isPartial,scale,GOLD
2019-09-02,97,73.0,,0.73,70.81
2019-09-03,88,73.0,,0.73,64.24
2019-09-04,90,73.0,,0.73,65.7
2019-09-05,88,73.0,,0.73,64.24
2019-09-06,88,73.0,,0.73,64.24
2019-09-07,94,73.0,,0.73,68.62
2019-09-08,92,73.0,,0.73,67.16
2019-09-09,86,73.0,,0.73,62.78
2019-09-10,90,73.0,,0.73,65.7
2019-09-11,84,73.0,,0.73,61.32
2019-09-12,91,73.0,,0.73,66.42999999999999
2019-09-13,92,73.0,,0.73,67.16
2019-09-14,100,73.0,,0.73,73.0
2019-09-15,95,73.0,,0.73,69.35
2019-09-16,92,73.0,,0.73,67.16
2019-09-17,93,73.0,,0.73,67.89
2019-09-18,93,73.0,,0.73,67.89
2019-09-19,88,73.0,,0.73,64.24
2019-09-20,89,73.0,,0.73,64.97
2019-09-21,99,73.0,,0.73,72.27
2019-09-22,95,73.0,,0.73,69.35
2019-09-23,89,73.0,,0.73,64.97
2019-09-24,90,73.0,,0.73,65.7
2019-09-25,89,73.0,,0.73,64.97
2019-09-26,89,73.0,,0.73,64.97
2019-09-27,90,73.0,,0.73,65.7
2019-09-28,93,73.0,,0.73,67.89
2019-09-29,95,73.0,,0.73,69.35
2019-09-30,92,73.0,,0.73,67.16
2019-10-01,94,67.0,False,0.67,62.980000000000004
2019-10-02,92,67.0,,0.67,61.64
2019-10-03,92,67.0,,0.67,61.64
2019-10-04,92,67.0,,0.67,61.64
2019-10-05,95,67.0,,0.67,63.650000000000006
2019-10-06,94,67.0,,0.67,62.980000000000004
2019-10-07,88,67.0,,0.67,58.96
2019-10-08,90,67.0,,0.67,60.300000000000004
2019-10-09,85,67.0,,0.67,56.95
2019-10-10,89,67.0,,0.67,59.63
2019-10-11,91,67.0,,0.67,60.970000000000006
2019-10-12,99,67.0,,0.67,66.33
2019-10-13,91,67.0,,0.67,60.970000000000006
2019-10-14,91,67.0,,0.67,60.970000000000006
2019-10-15,87,67.0,,0.67,58.290000000000006
2019-10-16,91,67.0,,0.67,60.970000000000006
2019-10-17,89,67.0,,0.67,59.63
2019-10-18,87,67.0,,0.67,58.290000000000006
2019-10-19,100,67.0,,0.67,67.0
2019-10-20,97,67.0,,0.67,64.99000000000001
2019-10-21,91,67.0,,0.67,60.970000000000006
2019-10-22,92,67.0,,0.67,61.64
2019-10-23,89,67.0,,0.67,59.63
2019-10-24,88,67.0,,0.67,58.96
2019-10-25,89,67.0,,0.67,59.63
2019-10-26,96,67.0,,0.67,64.32000000000001
2019-10-27,88,67.0,,0.67,58.96
2019-10-28,88,67.0,,0.67,58.96
2019-10-29,85,67.0,,0.67,56.95
2019-10-30,86,67.0,,0.67,57.620000000000005
2019-10-31,80,67.0,,0.67,53.6
2019-11-01,70,72.0,False,0.72,50.4
2019-11-02,80,72.0,,0.72,57.599999999999994
2019-11-03,77,72.0,,0.72,55.44
2019-11-04,83,72.0,,0.72,59.76
2019-11-05,78,72.0,,0.72,56.16
2019-11-06,77,72.0,,0.72,55.44
2019-11-07,80,72.0,,0.72,57.599999999999994
2019-11-08,81,72.0,,0.72,58.32
2019-11-09,86,72.0,,0.72,61.919999999999995
2019-11-10,82,72.0,,0.72,59.04
2019-11-11,76,72.0,,0.72,54.72
2019-11-12,75,72.0,,0.72,54.0
2019-11-13,76,72.0,,0.72,54.72
2019-11-14,77,72.0,,0.72,55.44
2019-11-15,77,72.0,,0.72,55.44
2019-11-16,86,72.0,,0.72,61.919999999999995
2019-11-17,80,72.0,,0.72,57.599999999999994
2019-11-18,81,72.0,,0.72,58.32
2019-11-19,80,72.0,,0.72,57.599999999999994
2019-11-20,79,72.0,,0.72,56.879999999999995
2019-11-21,78,72.0,,0.72,56.16
2019-11-22,78,72.0,,0.72,56.16
2019-11-23,87,72.0,,0.72,62.64
2019-11-24,86,72.0,,0.72,61.919999999999995
2019-11-25,82,72.0,,0.72,59.04
2019-11-26,78,72.0,,0.72,56.16
2019-11-27,79,72.0,,0.72,56.879999999999995
2019-11-28,79,72.0,,0.72,56.879999999999995
2019-11-29,94,72.0,,0.72,67.67999999999999
2019-11-30,100,72.0,,0.72,72.0
2019-12-01,94,75.0,False,0.75,70.5
2019-12-02,94,75.0,,0.75,70.5
2019-12-03,89,75.0,,0.75,66.75
2019-12-04,89,75.0,,0.75,66.75
2019-12-05,88,75.0,,0.75,66.0
2019-12-06,86,75.0,,0.75,64.5
2019-12-07,95,75.0,,0.75,71.25
2019-12-08,90,75.0,,0.75,67.5
2019-12-09,89,75.0,,0.75,66.75
2019-12-10,90,75.0,,0.75,67.5
2019-12-11,89,75.0,,0.75,66.75
2019-12-12,87,75.0,,0.75,65.25
2019-12-13,88,75.0,,0.75,66.0
2019-12-14,96,75.0,,0.75,72.0
2019-12-15,99,75.0,,0.75,74.25
2019-12-16,93,75.0,,0.75,69.75
2019-12-17,92,75.0,,0.75,69.0
2019-12-18,89,75.0,,0.75,66.75
2019-12-19,85,75.0,,0.75,63.75
2019-12-20,87,75.0,,0.75,65.25
2019-12-21,94,75.0,,0.75,70.5
2019-12-22,90,75.0,,0.75,67.5
2019-12-23,90,75.0,,0.75,67.5
2019-12-24,90,75.0,,0.75,67.5
2019-12-25,92,75.0,,0.75,69.0
2019-12-26,100,75.0,,0.75,75.0
2019-12-27,100,75.0,,0.75,75.0
2019-12-28,99,75.0,,0.75,74.25
2019-12-29,92,75.0,,0.75,69.0
2019-12-30,93,75.0,,0.75,69.75
2019-12-31,89,75.0,,0.75,66.75
2020-01-01,86,72.0,False,0.72,61.919999999999995
2020-01-02,90,72.0,,0.72,64.8
2020-01-03,94,72.0,,0.72,67.67999999999999
2020-01-04,100,72.0,,0.72,72.0
2020-01-05,96,72.0,,0.72,69.12
2020-01-06,96,72.0,,0.72,69.12
2020-01-07,91,72.0,,0.72,65.52
2020-01-08,95,72.0,,0.72,68.39999999999999
2020-01-09,91,72.0,,0.72,65.52
2020-01-10,85,72.0,,0.72,61.199999999999996
2020-01-11,100,72.0,,0.72,72.0
2020-01-12,91,72.0,,0.72,65.52
2020-01-13,87,72.0,,0.72,62.64
2020-01-14,83,72.0,,0.72,59.76
2020-01-15,89,72.0,,0.72,64.08
2020-01-16,87,72.0,,0.72,62.64
2020-01-17,84,72.0,,0.72,60.48
2020-01-18,96,72.0,,0.72,69.12
2020-01-19,90,72.0,,0.72,64.8
2020-01-20,88,72.0,,0.72,63.36
2020-01-21,86,72.0,,0.72,61.919999999999995
2020-01-22,83,72.0,,0.72,59.76
2020-01-23,83,72.0,,0.72,59.76
2020-01-24,86,72.0,,0.72,61.919999999999995
2020-01-25,100,72.0,,0.72,72.0
2020-01-26,86,72.0,,0.72,61.919999999999995
2020-01-27,84,72.0,,0.72,60.48
2020-01-28,86,72.0,,0.72,61.919999999999995
2020-01-29,85,72.0,,0.72,61.199999999999996
2020-01-30,84,72.0,,0.72,60.48
2020-01-31,85,72.0,,0.72,61.199999999999996
2020-02-01,93,74.0,False,0.74,68.82
2020-02-02,88,74.0,,0.74,65.12
2020-02-03,80,74.0,,0.74,59.2
2020-02-04,82,74.0,,0.74,60.68
2020-02-05,81,74.0,,0.74,59.94
2020-02-06,81,74.0,,0.74,59.94
2020-02-07,83,74.0,,0.74,61.42
2020-02-08,90,74.0,,0.74,66.6
2020-02-09,93,74.0,,0.74,68.82
2020-02-10,82,74.0,,0.74,60.68
2020-02-11,84,74.0,,0.74,62.16
2020-02-12,82,74.0,,0.74,60.68
2020-02-13,81,74.0,,0.74,59.94
2020-02-14,81,74.0,,0.74,59.94
2020-02-15,91,74.0,,0.74,67.34
2020-02-16,92,74.0,,0.74,68.08
2020-02-17,88,74.0,,0.74,65.12
2020-02-18,83,74.0,,0.74,61.42
2020-02-19,82,74.0,,0.74,60.68
2020-02-20,89,74.0,,0.74,65.86
2020-02-21,91,74.0,,0.74,67.34
2020-02-22,98,74.0,,0.74,72.52
2020-02-23,90,74.0,,0.74,66.6
2020-02-24,98,74.0,,0.74,72.52
2020-02-25,98,74.0,,0.74,72.52
2020-02-26,89,74.0,,0.74,65.86
2020-02-27,89,74.0,,0.74,65.86
2020-02-28,100,74.0,,0.74,74.0
2020-02-29,99,74.0,,0.74,73.26
2020-03-01,96,71.0,False,0.71,68.16
2020-03-02,87,71.0,,0.71,61.769999999999996
2020-03-03,85,71.0,,0.71,60.349999999999994
2020-03-04,79,71.0,,0.71,56.089999999999996
2020-03-05,83,71.0,,0.71,58.93
2020-03-06,84,71.0,,0.71,59.64
2020-03-07,90,71.0,,0.71,63.9
2020-03-08,87,71.0,,0.71,61.769999999999996
2020-03-09,100,71.0,,0.71,71.0
2020-03-10,85,71.0,,0.71,60.349999999999994
2020-03-11,82,71.0,,0.71,58.22
2020-03-12,88,71.0,,0.71,62.48
2020-03-13,86,71.0,,0.71,61.059999999999995
2020-03-14,88,71.0,,0.71,62.48
2020-03-15,82,71.0,,0.71,58.22
2020-03-16,88,71.0,,0.71,62.48
2020-03-17,82,71.0,,0.71,58.22
2020-03-18,83,71.0,,0.71,58.93
2020-03-19,75,71.0,,0.71,53.25
2020-03-20,72,71.0,,0.71,51.12
2020-03-21,78,71.0,,0.71,55.379999999999995
2020-03-22,76,71.0,,0.71,53.959999999999994
2020-03-23,75,71.0,,0.71,53.25
2020-03-24,83,71.0,,0.71,58.93
2020-03-25,81,71.0,,0.71,57.51
2020-03-26,78,71.0,,0.71,55.379999999999995
2020-03-27,81,71.0,,0.71,57.51
2020-03-28,82,71.0,,0.71,58.22
2020-03-29,83,71.0,,0.71,58.93
2020-03-30,76,71.0,,0.71,53.959999999999994
2020-03-31,72,71.0,,0.71,51.12
2020-04-01,84,71.0,False,0.71,59.64
2020-04-02,79,71.0,,0.71,56.089999999999996
2020-04-03,79,71.0,,0.71,56.089999999999996
2020-04-04,89,71.0,,0.71,63.19
2020-04-05,85,71.0,,0.71,60.349999999999994
2020-04-06,78,71.0,,0.71,55.379999999999995
2020-04-07,80,71.0,,0.71,56.8
2020-04-08,84,71.0,,0.71,59.64
2020-04-09,88,71.0,,0.71,62.48
2020-04-10,88,71.0,,0.71,62.48
2020-04-11,95,71.0,,0.71,67.45
2020-04-12,88,71.0,,0.71,62.48
2020-04-13,87,71.0,,0.71,61.769999999999996
2020-04-14,89,71.0,,0.71,63.19
2020-04-15,89,71.0,,0.71,63.19
2020-04-16,92,71.0,,0.71,65.32
2020-04-17,93,71.0,,0.71,66.03
2020-04-18,100,71.0,,0.71,71.0
2020-04-19,95,71.0,,0.71,67.45
2020-04-20,91,71.0,,0.71,64.61
2020-04-21,93,71.0,,0.71,66.03
2020-04-22,97,71.0,,0.71,68.86999999999999
2020-04-23,96,71.0,,0.71,68.16
2020-04-24,90,71.0,,0.71,63.9
2020-04-25,98,71.0,,0.71,69.58
2020-04-26,99,71.0,,0.71,70.28999999999999
2020-04-27,91,71.0,,0.71,64.61
2020-04-28,92,71.0,,0.71,65.32
2020-04-29,89,71.0,,0.71,63.19
2020-04-30,94,71.0,,0.71,66.74
2020-05-01,92,75.0,False,0.75,69.0
2020-05-02,97,75.0,,0.75,72.75
2020-05-03,96,75.0,,0.75,72.0
2020-05-04,88,75.0,,0.75,66.0
2020-05-05,89,75.0,,0.75,66.75
2020-05-06,91,75.0,,0.75,68.25
2020-05-07,87,75.0,,0.75,65.25
2020-05-08,85,75.0,,0.75,63.75
2020-05-09,95,75.0,,0.75,71.25
2020-05-10,93,75.0,,0.75,69.75
2020-05-11,88,75.0,,0.75,66.0
2020-05-12,89,75.0,,0.75,66.75
2020-05-13,91,75.0,,0.75,68.25
2020-05-14,93,75.0,,0.75,69.75
2020-05-15,95,75.0,,0.75,71.25
2020-05-16,100,75.0,,0.75,75.0
2020-05-17,98,75.0,,0.75,73.5
2020-05-18,98,75.0,,0.75,73.5
2020-05-19,93,75.0,,0.75,69.75
2020-05-20,94,75.0,,0.75,70.5
2020-05-21,91,75.0,,0.75,68.25
2020-05-22,89,75.0,,0.75,66.75
2020-05-23,93,75.0,,0.75,69.75
2020-05-24,95,75.0,,0.75,71.25
2020-05-25,96,75.0,,0.75,72.0
2020-05-26,88,75.0,,0.75,66.0
2020-05-27,88,75.0,,0.75,66.0
2020-05-28,87,75.0,,0.75,65.25
2020-05-29,83,75.0,,0.75,62.25
2020-05-30,83,75.0,,0.75,62.25
2020-05-31,83,75.0,,0.75,62.25
2020-06-01,83,70.0,False,0.7,58.099999999999994
2020-06-02,85,70.0,,0.7,59.49999999999999
2020-06-03,86,70.0,,0.7,60.199999999999996
2020-06-04,86,70.0,,0.7,60.199999999999996
2020-06-05,91,70.0,,0.7,63.699999999999996
2020-06-06,94,70.0,,0.7,65.8
2020-06-07,96,70.0,,0.7,67.19999999999999
2020-06-08,93,70.0,,0.7,65.1
2020-06-09,96,70.0,,0.7,67.19999999999999
2020-06-10,94,70.0,,0.7,65.8
2020-06-11,99,70.0,,0.7,69.3
2020-06-12,91,70.0,,0.7,63.699999999999996
2020-06-13,99,70.0,,0.7,69.3
2020-06-14,99,70.0,,0.7,69.3
2020-06-15,94,70.0,,0.7,65.8
2020-06-16,96,70.0,,0.7,67.19999999999999
2020-06-17,98,70.0,,0.7,68.6
2020-06-18,94,70.0,,0.7,65.8
2020-06-19,95,70.0,,0.7,66.5
2020-06-20,97,70.0,,0.7,67.89999999999999
2020-06-21,93,70.0,,0.7,65.1
2020-06-22,91,70.0,,0.7,63.699999999999996
2020-06-23,95,70.0,,0.7,66.5
2020-06-24,94,70.0,,0.7,65.8
2020-06-25,95,70.0,,0.7,66.5
2020-06-26,95,70.0,,0.7,66.5
2020-06-27,99,70.0,,0.7,69.3
2020-06-28,100,70.0,,0.7,70.0
2020-06-29,96,70.0,,0.7,67.19999999999999
2020-06-30,95,70.0,,0.7,66.5
2020-07-01,71,79.0,False,0.79,56.09
2020-07-02,72,79.0,,0.79,56.88
2020-07-03,74,79.0,,0.79,58.46
2020-07-04,70,79.0,,0.79,55.300000000000004
2020-07-05,70,79.0,,0.79,55.300000000000004
2020-07-06,72,79.0,,0.79,56.88
2020-07-07,73,79.0,,0.79,57.67
2020-07-08,78,79.0,,0.79,61.620000000000005
2020-07-09,74,79.0,,0.79,58.46
2020-07-10,74,79.0,,0.79,58.46
2020-07-11,75,79.0,,0.79,59.25
2020-07-12,73,79.0,,0.79,57.67
2020-07-13,71,79.0,,0.79,56.09
2020-07-14,71,79.0,,0.79,56.09
2020-07-15,68,79.0,,0.79,53.72
2020-07-16,74,79.0,,0.79,58.46
2020-07-17,75,79.0,,0.79,59.25
2020-07-18,78,79.0,,0.79,61.620000000000005
2020-07-19,77,79.0,,0.79,60.830000000000005
2020-07-20,78,79.0,,0.79,61.620000000000005
2020-07-21,79,79.0,,0.79,62.410000000000004
2020-07-22,83,79.0,,0.79,65.57000000000001
2020-07-23,83,79.0,,0.79,65.57000000000001
2020-07-24,90,79.0,,0.79,71.10000000000001
2020-07-25,87,79.0,,0.79,68.73
2020-07-26,85,79.0,,0.79,67.15
2020-07-27,93,79.0,,0.79,73.47
2020-07-28,100,79.0,,0.79,79.0
2020-07-29,93,79.0,,0.79,73.47
2020-07-30,87,79.0,,0.79,68.73
2020-07-31,88,79.0,,0.79,69.52000000000001
2020-08-01,93,78.0,False,0.78,72.54
2020-08-02,93,78.0,,0.78,72.54
2020-08-03,88,78.0,,0.78,68.64
2020-08-04,95,78.0,,0.78,74.10000000000001
2020-08-05,100,78.0,,0.78,78.0
2020-08-06,99,78.0,,0.78,77.22
2020-08-07,98,78.0,,0.78,76.44
2020-08-08,92,78.0,,0.78,71.76
2020-08-09,87,78.0,,0.78,67.86
2020-08-10,89,78.0,,0.78,69.42
2020-08-11,96,78.0,,0.78,74.88
2020-08-12,91,78.0,,0.78,70.98
2020-08-13,87,78.0,,0.78,67.86
2020-08-14,87,78.0,,0.78,67.86
2020-08-15,94,78.0,,0.78,73.32000000000001
2020-08-16,91,78.0,,0.78,70.98
2020-08-17,91,78.0,,0.78,70.98
2020-08-18,86,78.0,,0.78,67.08
2020-08-19,83,78.0,,0.78,64.74000000000001
2020-08-20,82,78.0,,0.78,63.96
2020-08-21,82,78.0,,0.78,63.96
2020-08-22,84,78.0,,0.78,65.52
2020-08-23,83,78.0,,0.78,64.74000000000001
2020-08-24,76,78.0,,0.78,59.28
2020-08-25,79,78.0,,0.78,61.620000000000005
2020-08-26,75,78.0,,0.78,58.5
2020-08-27,79,78.0,,0.78,61.620000000000005
2020-08-28,78,78.0,,0.78,60.84
2020-08-29,81,78.0,,0.78,63.18
2020-08-30,88,78.0,,0.78,68.64
2020-08-31,78,78.0,,0.78,60.84
2020-09-01,89,71.0,False,0.71,63.19
2020-09-02,96,71.0,,0.71,68.16
2020-09-03,93,71.0,,0.71,66.03
2020-09-04,94,71.0,,0.71,66.74
2020-09-05,100,71.0,,0.71,71.0
2020-09-06,95,71.0,,0.71,67.45
2020-09-07,100,71.0,,0.71,71.0
2020-09-08,91,71.0,,0.71,64.61
2020-09-09,89,71.0,,0.71,63.19
2020-09-10,89,71.0,,0.71,63.19
2020-09-11,87,71.0,,0.71,61.769999999999996
2020-09-12,97,71.0,,0.71,68.86999999999999
2020-09-13,91,71.0,,0.71,64.61
2020-09-14,88,71.0,,0.71,62.48
2020-09-15,88,71.0,,0.71,62.48
2020-09-16,84,71.0,,0.71,59.64
2020-09-17,91,71.0,,0.71,64.61
2020-09-18,91,71.0,,0.71,64.61
2020-09-19,93,71.0,,0.71,66.03
2020-09-20,92,71.0,,0.71,65.32
2020-09-21,91,71.0,,0.71,64.61
2020-09-22,90,71.0,,0.71,63.9
2020-09-23,91,71.0,,0.71,64.61
2020-09-24,92,71.0,,0.71,65.32
2020-09-25,89,71.0,,0.71,63.19
2020-09-26,96,71.0,,0.71,68.16
2020-09-27,92,71.0,,0.71,65.32
2020-09-28,89,71.0,,0.71,63.19
2020-09-29,90,71.0,,0.71,63.9
2020-09-30,85,71.0,,0.71,60.349999999999994
2020-10-01,93,71.0,False,0.71,66.03
2020-10-02,93,71.0,,0.71,66.03
2020-10-03,99,71.0,,0.71,70.28999999999999
2020-10-04,94,71.0,,0.71,66.74
2020-10-05,92,71.0,,0.71,65.32
2020-10-06,91,71.0,,0.71,64.61
2020-10-07,92,71.0,,0.71,65.32
2020-10-08,93,71.0,,0.71,66.03
2020-10-09,97,71.0,,0.71,68.86999999999999
2020-10-10,96,71.0,,0.71,68.16
2020-10-11,93,71.0,,0.71,66.03
2020-10-12,93,71.0,,0.71,66.03
2020-10-13,94,71.0,,0.71,66.74
2020-10-14,92,71.0,,0.71,65.32
2020-10-15,93,71.0,,0.71,66.03
2020-10-16,96,71.0,,0.71,68.16
2020-10-17,100,71.0,,0.71,71.0
2020-10-18,95,71.0,,0.71,67.45
2020-10-19,93,71.0,,0.71,66.03
2020-10-20,93,71.0,,0.71,66.03
2020-10-21,94,71.0,,0.71,66.74
2020-10-22,92,71.0,,0.71,65.32
2020-10-23,94,71.0,,0.71,66.74
2020-10-24,98,71.0,,0.71,69.58
2020-10-25,96,71.0,,0.71,68.16
2020-10-26,89,71.0,,0.71,63.19
2020-10-27,92,71.0,,0.71,65.32
2020-10-28,89,71.0,,0.71,63.19
2020-10-29,96,71.0,,0.71,68.16
2020-10-30,90,71.0,,0.71,63.9
2020-10-31,94,71.0,,0.71,66.74
2020-11-01,73,74.0,False,0.74,54.019999999999996
2020-11-02,74,74.0,,0.74,54.76
2020-11-03,69,74.0,,0.74,51.06
2020-11-04,45,74.0,,0.74,33.3
2020-11-05,57,74.0,,0.74,42.18
2020-11-06,63,74.0,,0.74,46.62
2020-11-07,67,74.0,,0.74,49.58
2020-11-08,76,74.0,,0.74,56.24
2020-11-09,77,74.0,,0.74,56.98
2020-11-10,77,74.0,,0.74,56.98
2020-11-11,79,74.0,,0.74,58.46
2020-11-12,84,74.0,,0.74,62.16
2020-11-13,82,74.0,,0.74,60.68
2020-11-14,86,74.0,,0.74,63.64
2020-11-15,86,74.0,,0.74,63.64
2020-11-16,81,74.0,,0.74,59.94
2020-11-17,81,74.0,,0.74,59.94
2020-11-18,80,74.0,,0.74,59.2
2020-11-19,80,74.0,,0.74,59.2
2020-11-20,81,74.0,,0.74,59.94
2020-11-21,83,74.0,,0.74,61.42
2020-11-22,86,74.0,,0.74,63.64
2020-11-23,84,74.0,,0.74,62.16
2020-11-24,86,74.0,,0.74,63.64
2020-11-25,85,74.0,,0.74,62.9
2020-11-26,80,74.0,,0.74,59.2
2020-11-27,93,74.0,,0.74,68.82
2020-11-28,100,74.0,,0.74,74.0
2020-11-29,95,74.0,,0.74,70.3
2020-11-30,93,74.0,,0.74,68.82
2020-12-01,94,77.0,False,0.77,72.38
2020-12-02,97,77.0,,0.77,74.69
2020-12-03,94,77.0,,0.77,72.38
2020-12-04,91,77.0,,0.77,70.07000000000001
2020-12-05,98,77.0,,0.77,75.46000000000001
2020-12-06,93,77.0,,0.77,71.61
2020-12-07,94,77.0,,0.77,72.38
2020-12-08,91,77.0,,0.77,70.07000000000001
2020-12-09,91,77.0,,0.77,70.07000000000001
2020-12-10,88,77.0,,0.77,67.76
2020-12-11,91,77.0,,0.77,70.07000000000001
2020-12-12,100,77.0,,0.77,77.0
2020-12-13,95,77.0,,0.77,73.15
2020-12-14,88,77.0,,0.77,67.76
2020-12-15,85,77.0,,0.77,65.45
2020-12-16,88,77.0,,0.77,67.76
2020-12-17,87,77.0,,0.77,66.99
2020-12-18,87,77.0,,0.77,66.99
2020-12-19,93,77.0,,0.77,71.61
2020-12-20,90,77.0,,0.77,69.3
2020-12-21,84,77.0,,0.77,64.68
2020-12-22,87,77.0,,0.77,66.99
2020-12-23,88,77.0,,0.77,67.76
2020-12-24,85,77.0,,0.77,65.45
2020-12-25,91,77.0,,0.77,70.07000000000001
2020-12-26,100,77.0,,0.77,77.0
2020-12-27,93,77.0,,0.77,71.61
2020-12-28,90,77.0,,0.77,69.3
2020-12-29,88,77.0,,0.77,67.76
2020-12-30,87,77.0,,0.77,66.99
2020-12-31,88,77.0,,0.77,67.76
2021-01-01,87,77.0,False,0.77,66.99
2021-01-02,95,77.0,,0.77,73.15
2021-01-03,93,77.0,,0.77,71.61
2021-01-04,85,77.0,,0.77,65.45
2021-01-05,85,77.0,,0.77,65.45
2021-01-06,83,77.0,,0.77,63.910000000000004
2021-01-07,82,77.0,,0.77,63.14
2021-01-08,87,77.0,,0.77,66.99
2021-01-09,94,77.0,,0.77,72.38
2021-01-10,89,77.0,,0.77,68.53
2021-01-11,86,77.0,,0.77,66.22
2021-01-12,87,77.0,,0.77,66.99
2021-01-13,86,77.0,,0.77,66.22
2021-01-14,85,77.0,,0.77,65.45
2021-01-15,87,77.0,,0.77,66.99
2021-01-16,93,77.0,,0.77,71.61
2021-01-17,91,77.0,,0.77,70.07000000000001
2021-01-18,89,77.0,,0.77,68.53
2021-01-19,87,77.0,,0.77,66.99
2021-01-20,86,77.0,,0.77,66.22
2021-01-21,85,77.0,,0.77,65.45
2021-01-22,92,77.0,,0.77,70.84
2021-01-23,100,77.0,,0.77,77.0
2021-01-24,92,77.0,,0.77,70.84
2021-01-25,85,77.0,,0.77,65.45
2021-01-26,83,77.0,,0.77,63.910000000000004
2021-01-27,88,77.0,,0.77,67.76
2021-01-28,87,77.0,,0.77,66.99
2021-01-29,89,77.0,,0.77,68.53
2021-01-30,96,77.0,,0.77,73.92
2021-01-31,94,77.0,,0.77,72.38
2021-02-01,100,78.0,False,0.78,78.0
2021-02-02,92,78.0,,0.78,71.76
2021-02-03,93,78.0,,0.78,72.54
2021-02-04,94,78.0,,0.78,73.32000000000001
2021-02-05,94,78.0,,0.78,73.32000000000001
2021-02-06,99,78.0,,0.78,77.22
2021-02-07,95,78.0,,0.78,74.10000000000001
2021-02-08,85,78.0,,0.78,66.3
2021-02-09,89,78.0,,0.78,69.42
2021-02-10,89,78.0,,0.78,69.42
2021-02-11,89,78.0,,0.78,69.42
2021-02-12,89,78.0,,0.78,69.42
2021-02-13,95,78.0,,0.78,74.10000000000001
2021-02-14,95,78.0,,0.78,74.10000000000001
2021-02-15,87,78.0,,0.78,67.86
2021-02-16,87,78.0,,0.78,67.86
2021-02-17,88,78.0,,0.78,68.64
2021-02-18,87,78.0,,0.78,67.86
2021-02-19,89,78.0,,0.78,69.42
2021-02-20,97,78.0,,0.78,75.66
2021-02-21,93,78.0,,0.78,72.54
2021-02-22,91,78.0,,0.78,70.98
2021-02-23,90,78.0,,0.78,70.2
2021-02-24,90,78.0,,0.78,70.2
2021-02-25,90,78.0,,0.78,70.2
2021-02-26,92,78.0,,0.78,71.76
2021-02-27,100,78.0,,0.78,78.0
2021-02-28,100,78.0,,0.78,78.0
2021-03-01,92,74.0,False,0.74,68.08
2021-03-02,91,74.0,,0.74,67.34
2021-03-03,90,74.0,,0.74,66.6
2021-03-04,91,74.0,,0.74,67.34
2021-03-05,93,74.0,,0.74,68.82
2021-03-06,99,74.0,,0.74,73.26
2021-03-07,98,74.0,,0.74,72.52
2021-03-08,90,74.0,,0.74,66.6
2021-03-09,87,74.0,,0.74,64.38
2021-03-10,88,74.0,,0.74,65.12
2021-03-11,91,74.0,,0.74,67.34
2021-03-12,87,74.0,,0.74,64.38
2021-03-13,96,74.0,,0.74,71.03999999999999
2021-03-14,98,74.0,,0.74,72.52
2021-03-15,86,74.0,,0.74,63.64
2021-03-16,94,74.0,,0.74,69.56
2021-03-17,100,74.0,,0.74,74.0
2021-03-18,93,74.0,,0.74,68.82
2021-03-19,92,74.0,,0.74,68.08
2021-03-20,96,74.0,,0.74,71.03999999999999
2021-03-21,93,74.0,,0.74,68.82
2021-03-22,89,74.0,,0.74,65.86
2021-03-23,88,74.0,,0.74,65.12
2021-03-24,86,74.0,,0.74,63.64
2021-03-25,86,74.0,,0.74,63.64
2021-03-26,86,74.0,,0.74,63.64
2021-03-27,93,74.0,,0.74,68.82
2021-03-28,91,74.0,,0.74,67.34
2021-03-29,84,74.0,,0.74,62.16
2021-03-30,87,74.0,,0.74,64.38
2021-03-31,88,74.0,,0.74,65.12
2021-04-01,88,72.0,False,0.72,63.36
2021-04-02,94,72.0,,0.72,67.67999999999999
2021-04-03,95,72.0,,0.72,68.39999999999999
2021-04-04,90,72.0,,0.72,64.8
2021-04-05,86,72.0,,0.72,61.919999999999995
2021-04-06,87,72.0,,0.72,62.64
2021-04-07,88,72.0,,0.72,63.36
2021-04-08,90,72.0,,0.72,64.8
2021-04-09,89,72.0,,0.72,64.08
2021-04-10,95,72.0,,0.72,68.39999999999999
2021-04-11,96,72.0,,0.72,69.12
2021-04-12,93,72.0,,0.72,66.96
2021-04-13,88,72.0,,0.72,63.36
2021-04-14,88,72.0,,0.72,63.36
2021-04-15,94,72.0,,0.72,67.67999999999999
2021-04-16,92,72.0,,0.72,66.24
2021-04-17,100,72.0,,0.72,72.0
2021-04-18,92,72.0,,0.72,66.24
2021-04-19,91,72.0,,0.72,65.52
2021-04-20,84,72.0,,0.72,60.48
2021-04-21,88,72.0,,0.72,63.36
2021-04-22,95,72.0,,0.72,68.39999999999999
2021-04-23,91,72.0,,0.72,65.52
2021-04-24,94,72.0,,0.72,67.67999999999999
2021-04-25,98,72.0,,0.72,70.56
2021-04-26,89,72.0,,0.72,64.08
2021-04-27,91,72.0,,0.72,65.52
2021-04-28,87,72.0,,0.72,62.64
2021-04-29,87,72.0,,0.72,62.64
2021-04-30,86,72.0,,0.72,61.919999999999995
2021-05-01,94,74.0,False,0.74,69.56
2021-05-02,94,74.0,,0.74,69.56
2021-05-03,91,74.0,,0.74,67.34
2021-05-04,86,74.0,,0.74,63.64
2021-05-05,90,74.0,,0.74,66.6
2021-05-06,88,74.0,,0.74,65.12
