date,LIFE_unscaled,LIFE_monthly,isPartial,scale,LIFE
2019-09-09,93,83.0,,0.83,77.19
2019-09-10,94,83.0,,0.83,78.02
2019-09-11,94,83.0,,0.83,78.02
2019-09-12,96,83.0,,0.83,79.67999999999999
2019-09-13,91,83.0,,0.83,75.53
2019-09-14,85,83.0,,0.83,70.55
2019-09-15,88,83.0,,0.83,73.03999999999999
2019-09-16,97,83.0,,0.83,80.50999999999999
2019-09-17,97,83.0,,0.83,80.50999999999999
2019-09-18,98,83.0,,0.83,81.33999999999999
2019-09-19,94,83.0,,0.83,78.02
2019-09-20,93,83.0,,0.83,77.19
2019-09-21,86,83.0,,0.83,71.38
2019-09-22,94,83.0,,0.83,78.02
2019-09-23,95,83.0,,0.83,78.85
2019-09-24,100,83.0,,0.83,83.0
2019-09-25,97,83.0,,0.83,80.50999999999999
2019-09-26,95,83.0,,0.83,78.85
2019-09-27,93,83.0,,0.83,77.19
2019-09-28,84,83.0,,0.83,69.72
2019-09-29,92,83.0,,0.83,76.36
2019-09-30,95,83.0,,0.83,78.85
2019-10-01,95,81.0,False,0.81,76.95
2019-10-02,96,81.0,,0.81,77.76
2019-10-03,98,81.0,,0.81,79.38000000000001
2019-10-04,94,81.0,,0.81,76.14
2019-10-05,81,81.0,,0.81,65.61
2019-10-06,87,81.0,,0.81,70.47
2019-10-07,96,81.0,,0.81,77.76
2019-10-08,100,81.0,,0.81,81.0
2019-10-09,97,81.0,,0.81,78.57000000000001
2019-10-10,97,81.0,,0.81,78.57000000000001
2019-10-11,94,81.0,,0.81,76.14
2019-10-12,82,81.0,,0.81,66.42
2019-10-13,85,81.0,,0.81,68.85000000000001
2019-10-14,92,81.0,,0.81,74.52000000000001
2019-10-15,97,81.0,,0.81,78.57000000000001
2019-10-16,95,81.0,,0.81,76.95
2019-10-17,97,81.0,,0.81,78.57000000000001
2019-10-18,91,81.0,,0.81,73.71000000000001
2019-10-19,80,81.0,,0.81,64.80000000000001
2019-10-20,88,81.0,,0.81,71.28
2019-10-21,99,81.0,,0.81,80.19000000000001
2019-10-22,98,81.0,,0.81,79.38000000000001
2019-10-23,98,81.0,,0.81,79.38000000000001
2019-10-24,95,81.0,,0.81,76.95
2019-10-25,94,81.0,,0.81,76.14
2019-10-26,81,81.0,,0.81,65.61
2019-10-27,84,81.0,,0.81,68.04
2019-10-28,95,81.0,,0.81,76.95
2019-10-29,93,81.0,,0.81,75.33
2019-10-30,95,81.0,,0.81,76.95
2019-10-31,88,81.0,,0.81,71.28
2019-11-01,83,79.0,False,0.79,65.57000000000001
2019-11-02,76,79.0,,0.79,60.040000000000006
2019-11-03,82,79.0,,0.79,64.78
2019-11-04,92,79.0,,0.79,72.68
2019-11-05,91,79.0,,0.79,71.89
2019-11-06,93,79.0,,0.79,73.47
2019-11-07,92,79.0,,0.79,72.68
2019-11-08,93,79.0,,0.79,73.47
2019-11-09,76,79.0,,0.79,60.040000000000006
2019-11-10,83,79.0,,0.79,65.57000000000001
2019-11-11,85,79.0,,0.79,67.15
2019-11-12,90,79.0,,0.79,71.10000000000001
2019-11-13,96,79.0,,0.79,75.84
2019-11-14,93,79.0,,0.79,73.47
2019-11-15,89,79.0,,0.79,70.31
2019-11-16,78,79.0,,0.79,61.620000000000005
2019-11-17,85,79.0,,0.79,67.15
2019-11-18,91,79.0,,0.79,71.89
2019-11-19,100,79.0,,0.79,79.0
2019-11-20,96,79.0,,0.79,75.84
2019-11-21,96,79.0,,0.79,75.84
2019-11-22,92,79.0,,0.79,72.68
2019-11-23,81,79.0,,0.79,63.99
2019-11-24,83,79.0,,0.79,65.57000000000001
2019-11-25,87,79.0,,0.79,68.73
2019-11-26,87,79.0,,0.79,68.73
2019-11-27,78,79.0,,0.79,61.620000000000005
2019-11-28,69,79.0,,0.79,54.510000000000005
2019-11-29,71,79.0,,0.79,56.09
2019-11-30,73,79.0,,0.79,57.67
2019-12-01,83,83.0,False,0.83,68.89
2019-12-02,85,83.0,,0.83,70.55
2019-12-03,88,83.0,,0.83,73.03999999999999
2019-12-04,90,83.0,,0.83,74.7
2019-12-05,91,83.0,,0.83,75.53
2019-12-06,87,83.0,,0.83,72.21
2019-12-07,75,83.0,,0.83,62.25
2019-12-08,80,83.0,,0.83,66.39999999999999
2019-12-09,90,83.0,,0.83,74.7
2019-12-10,89,83.0,,0.83,73.86999999999999
2019-12-11,91,83.0,,0.83,75.53
2019-12-12,92,83.0,,0.83,76.36
2019-12-13,87,83.0,,0.83,72.21
2019-12-14,74,83.0,,0.83,61.419999999999995
2019-12-15,81,83.0,,0.83,67.22999999999999
2019-12-16,86,83.0,,0.83,71.38
2019-12-17,88,83.0,,0.83,73.03999999999999
2019-12-18,85,83.0,,0.83,70.55
2019-12-19,83,83.0,,0.83,68.89
2019-12-20,77,83.0,,0.83,63.91
2019-12-21,75,83.0,,0.83,62.25
2019-12-22,75,83.0,,0.83,62.25
2019-12-23,76,83.0,,0.83,63.08
2019-12-24,76,83.0,,0.83,63.08
2019-12-25,100,83.0,,0.83,83.0
2019-12-26,86,83.0,,0.83,71.38
2019-12-27,84,83.0,,0.83,69.72
2019-12-28,79,83.0,,0.83,65.57
2019-12-29,80,83.0,,0.83,66.39999999999999
2019-12-30,85,83.0,,0.83,70.55
2019-12-31,85,83.0,,0.83,70.55
2020-01-01,80,91.0,False,0.91,72.8
2020-01-02,82,91.0,,0.91,74.62
2020-01-03,82,91.0,,0.91,74.62
2020-01-04,78,91.0,,0.91,70.98
2020-01-05,81,91.0,,0.91,73.71000000000001
2020-01-06,86,91.0,,0.91,78.26
2020-01-07,85,91.0,,0.91,77.35000000000001
2020-01-08,85,91.0,,0.91,77.35000000000001
2020-01-09,90,91.0,,0.91,81.9
2020-01-10,89,91.0,,0.91,80.99000000000001
2020-01-11,83,91.0,,0.91,75.53
2020-01-12,84,91.0,,0.91,76.44
2020-01-13,88,91.0,,0.91,80.08
2020-01-14,84,91.0,,0.91,76.44
2020-01-15,92,91.0,,0.91,83.72
2020-01-16,91,91.0,,0.91,82.81
2020-01-17,94,91.0,,0.91,85.54
2020-01-18,87,91.0,,0.91,79.17
2020-01-19,90,91.0,,0.91,81.9
2020-01-20,87,91.0,,0.91,79.17
2020-01-21,90,91.0,,0.91,81.9
2020-01-22,94,91.0,,0.91,85.54
2020-01-23,97,91.0,,0.91,88.27
2020-01-24,100,91.0,,0.91,91.0
2020-01-25,95,91.0,,0.91,86.45
2020-01-26,89,91.0,,0.91,80.99000000000001
2020-01-27,91,91.0,,0.91,82.81
2020-01-28,92,91.0,,0.91,83.72
2020-01-29,92,91.0,,0.91,83.72
2020-01-30,89,91.0,,0.91,80.99000000000001
2020-01-31,89,91.0,,0.91,80.99000000000001
2020-02-01,84,89.0,False,0.89,74.76
2020-02-02,84,89.0,,0.89,74.76
2020-02-03,83,89.0,,0.89,73.87
2020-02-04,90,89.0,,0.89,80.1
2020-02-05,92,89.0,,0.89,81.88
2020-02-06,90,89.0,,0.89,80.1
2020-02-07,86,89.0,,0.89,76.54
2020-02-08,82,89.0,,0.89,72.98
2020-02-09,89,89.0,,0.89,79.21000000000001
2020-02-10,94,89.0,,0.89,83.66
2020-02-11,95,89.0,,0.89,84.55
2020-02-12,100,89.0,,0.89,89.0
2020-02-13,97,89.0,,0.89,86.33
2020-02-14,91,89.0,,0.89,80.99
2020-02-15,86,89.0,,0.89,76.54
2020-02-16,93,89.0,,0.89,82.77
2020-02-17,91,89.0,,0.89,80.99
2020-02-18,93,89.0,,0.89,82.77
2020-02-19,99,89.0,,0.89,88.11
2020-02-20,95,89.0,,0.89,84.55
2020-02-21,93,89.0,,0.89,82.77
2020-02-22,85,89.0,,0.89,75.65
2020-02-23,87,89.0,,0.89,77.43
2020-02-24,95,89.0,,0.89,84.55
2020-02-25,94,89.0,,0.89,83.66
2020-02-26,94,89.0,,0.89,83.66
2020-02-27,92,89.0,,0.89,81.88
2020-02-28,90,89.0,,0.89,80.1
2020-02-29,84,89.0,,0.89,74.76
2020-03-01,92,84.0,False,0.84,77.28
2020-03-02,100,84.0,,0.84,84.0
2020-03-03,97,84.0,,0.84,81.48
2020-03-04,95,84.0,,0.84,79.8
2020-03-05,100,84.0,,0.84,84.0
2020-03-06,95,84.0,,0.84,79.8
2020-03-07,89,84.0,,0.84,74.75999999999999
2020-03-08,90,84.0,,0.84,75.6
2020-03-09,91,84.0,,0.84,76.44
2020-03-10,94,84.0,,0.84,78.96
2020-03-11,92,84.0,,0.84,77.28
2020-03-12,83,84.0,,0.84,69.72
2020-03-13,80,84.0,,0.84,67.2
2020-03-14,83,84.0,,0.84,69.72
2020-03-15,84,84.0,,0.84,70.56
2020-03-16,77,84.0,,0.84,64.67999999999999
2020-03-17,77,84.0,,0.84,64.67999999999999
2020-03-18,84,84.0,,0.84,70.56
2020-03-19,89,84.0,,0.84,74.75999999999999
2020-03-20,83,84.0,,0.84,69.72
2020-03-21,83,84.0,,0.84,69.72
2020-03-22,90,84.0,,0.84,75.6
2020-03-23,90,84.0,,0.84,75.6
2020-03-24,94,84.0,,0.84,78.96
2020-03-25,96,84.0,,0.84,80.64
2020-03-26,89,84.0,,0.84,74.75999999999999
2020-03-27,89,84.0,,0.84,74.75999999999999
2020-03-28,87,84.0,,0.84,73.08
2020-03-29,96,84.0,,0.84,80.64
2020-03-30,91,84.0,,0.84,76.44
2020-03-31,91,84.0,,0.84,76.44
2020-04-01,90,89.0,False,0.89,80.1
2020-04-02,87,89.0,,0.89,77.43
2020-04-03,87,89.0,,0.89,77.43
2020-04-04,87,89.0,,0.89,77.43
2020-04-05,94,89.0,,0.89,83.66
2020-04-06,88,89.0,,0.89,78.32000000000001
2020-04-07,90,89.0,,0.89,80.1
2020-04-08,89,89.0,,0.89,79.21000000000001
2020-04-09,92,89.0,,0.89,81.88
2020-04-10,89,89.0,,0.89,79.21000000000001
2020-04-11,86,89.0,,0.89,76.54
2020-04-12,95,89.0,,0.89,84.55
2020-04-13,89,89.0,,0.89,79.21000000000001
2020-04-14,96,89.0,,0.89,85.44
2020-04-15,90,89.0,,0.89,80.1
2020-04-16,90,89.0,,0.89,80.1
2020-04-17,89,89.0,,0.89,79.21000000000001
2020-04-18,90,89.0,,0.89,80.1
2020-04-19,93,89.0,,0.89,82.77
2020-04-20,91,89.0,,0.89,80.99
2020-04-21,94,89.0,,0.89,83.66
2020-04-22,97,89.0,,0.89,86.33
2020-04-23,94,89.0,,0.89,83.66
2020-04-24,91,89.0,,0.89,80.99
2020-04-25,87,89.0,,0.89,77.43
2020-04-26,93,89.0,,0.89,82.77
2020-04-27,96,89.0,,0.89,85.44
2020-04-28,94,89.0,,0.89,83.66
2020-04-29,98,89.0,,0.89,87.22
2020-04-30,100,89.0,,0.89,89.0
2020-05-01,95,86.0,False,0.86,81.7
2020-05-02,91,86.0,,0.86,78.26
2020-05-03,97,86.0,,0.86,83.42
2020-05-04,97,86.0,,0.86,83.42
2020-05-05,97,86.0,,0.86,83.42
2020-05-06,99,86.0,,0.86,85.14
2020-05-07,96,86.0,,0.86,82.56
2020-05-08,90,86.0,,0.86,77.4
2020-05-09,88,86.0,,0.86,75.67999999999999
2020-05-10,91,86.0,,0.86,78.26
2020-05-11,95,86.0,,0.86,81.7
2020-05-12,94,86.0,,0.86,80.84
2020-05-13,100,86.0,,0.86,86.0
2020-05-14,96,86.0,,0.86,82.56
2020-05-15,96,86.0,,0.86,82.56
2020-05-16,87,86.0,,0.86,74.82
2020-05-17,95,86.0,,0.86,81.7
2020-05-18,96,86.0,,0.86,82.56
2020-05-19,94,86.0,,0.86,80.84
2020-05-20,93,86.0,,0.86,79.98
2020-05-21,94,86.0,,0.86,80.84
2020-05-22,90,86.0,,0.86,77.4
2020-05-23,85,86.0,,0.86,73.1
2020-05-24,93,86.0,,0.86,79.98
2020-05-25,91,86.0,,0.86,78.26
2020-05-26,93,86.0,,0.86,79.98
2020-05-27,92,86.0,,0.86,79.12
2020-05-28,90,86.0,,0.86,77.4
2020-05-29,87,86.0,,0.86,74.82
2020-05-30,82,86.0,,0.86,70.52
2020-05-31,84,86.0,,0.86,72.24
2020-06-01,91,80.0,False,0.8,72.8
2020-06-02,93,80.0,,0.8,74.4
2020-06-03,94,80.0,,0.8,75.2
2020-06-04,93,80.0,,0.8,74.4
2020-06-05,96,80.0,,0.8,76.80000000000001
2020-06-06,92,80.0,,0.8,73.60000000000001
2020-06-07,100,80.0,,0.8,80.0
2020-06-08,91,80.0,,0.8,72.8
2020-06-09,96,80.0,,0.8,76.80000000000001
2020-06-10,96,80.0,,0.8,76.80000000000001
2020-06-11,94,80.0,,0.8,75.2
2020-06-12,92,80.0,,0.8,73.60000000000001
2020-06-13,90,80.0,,0.8,72.0
2020-06-14,98,80.0,,0.8,78.4
2020-06-15,93,80.0,,0.8,74.4
2020-06-16,93,80.0,,0.8,74.4
2020-06-17,95,80.0,,0.8,76.0
2020-06-18,95,80.0,,0.8,76.0
2020-06-19,89,80.0,,0.8,71.2
2020-06-20,92,80.0,,0.8,73.60000000000001
2020-06-21,100,80.0,,0.8,80.0
2020-06-22,94,80.0,,0.8,75.2
2020-06-23,94,80.0,,0.8,75.2
2020-06-24,93,80.0,,0.8,74.4
2020-06-25,92,80.0,,0.8,73.60000000000001
2020-06-26,93,80.0,,0.8,74.4
2020-06-27,91,80.0,,0.8,72.8
2020-06-28,99,80.0,,0.8,79.2
2020-06-29,93,80.0,,0.8,74.4
2020-06-30,95,80.0,,0.8,76.0
2020-07-01,92,78.0,False,0.78,71.76
2020-07-02,88,78.0,,0.78,68.64
2020-07-03,92,78.0,,0.78,71.76
2020-07-04,88,78.0,,0.78,68.64
2020-07-05,96,78.0,,0.78,74.88
2020-07-06,91,78.0,,0.78,70.98
2020-07-07,94,78.0,,0.78,73.32000000000001
2020-07-08,97,78.0,,0.78,75.66
2020-07-09,91,78.0,,0.78,70.98
2020-07-10,92,78.0,,0.78,71.76
2020-07-11,94,78.0,,0.78,73.32000000000001
2020-07-12,97,78.0,,0.78,75.66
2020-07-13,93,78.0,,0.78,72.54
2020-07-14,92,78.0,,0.78,71.76
2020-07-15,94,78.0,,0.78,73.32000000000001
2020-07-16,91,78.0,,0.78,70.98
2020-07-17,94,78.0,,0.78,73.32000000000001
2020-07-18,91,78.0,,0.78,70.98
2020-07-19,97,78.0,,0.78,75.66
2020-07-20,96,78.0,,0.78,74.88
2020-07-21,92,78.0,,0.78,71.76
2020-07-22,94,78.0,,0.78,73.32000000000001
2020-07-23,90,78.0,,0.78,70.2
2020-07-24,93,78.0,,0.78,72.54
2020-07-25,89,78.0,,0.78,69.42
2020-07-26,100,78.0,,0.78,78.0
2020-07-27,97,78.0,,0.78,75.66
2020-07-28,98,78.0,,0.78,76.44
2020-07-29,97,78.0,,0.78,75.66
2020-07-30,92,78.0,,0.78,71.76
2020-07-31,94,78.0,,0.78,73.32000000000001
2020-08-01,93,77.0,False,0.77,71.61
2020-08-02,94,77.0,,0.77,72.38
2020-08-03,92,77.0,,0.77,70.84
2020-08-04,90,77.0,,0.77,69.3
2020-08-05,89,77.0,,0.77,68.53
2020-08-06,93,77.0,,0.77,71.61
2020-08-07,91,77.0,,0.77,70.07000000000001
2020-08-08,91,77.0,,0.77,70.07000000000001
2020-08-09,96,77.0,,0.77,73.92
2020-08-10,93,77.0,,0.77,71.61
2020-08-11,95,77.0,,0.77,73.15
2020-08-12,93,77.0,,0.77,71.61
2020-08-13,93,77.0,,0.77,71.61
2020-08-14,91,77.0,,0.77,70.07000000000001
2020-08-15,88,77.0,,0.77,67.76
2020-08-16,96,77.0,,0.77,73.92
2020-08-17,92,77.0,,0.77,70.84
2020-08-18,96,77.0,,0.77,73.92
2020-08-19,93,77.0,,0.77,71.61
2020-08-20,100,77.0,,0.77,77.0
2020-08-21,94,77.0,,0.77,72.38
2020-08-22,91,77.0,,0.77,70.07000000000001
2020-08-23,98,77.0,,0.77,75.46000000000001
2020-08-24,95,77.0,,0.77,73.15
2020-08-25,97,77.0,,0.77,74.69
2020-08-26,96,77.0,,0.77,73.92
2020-08-27,95,77.0,,0.77,73.15
2020-08-28,100,77.0,,0.77,77.0
2020-08-29,91,77.0,,0.77,70.07000000000001
2020-08-30,96,77.0,,0.77,73.92
2020-08-31,98,77.0,,0.77,75.46000000000001
2020-09-01,92,87.0,False,0.87,80.04
2020-09-02,94,87.0,,0.87,81.78
2020-09-03,92,87.0,,0.87,80.04
2020-09-04,93,87.0,,0.87,80.91
2020-09-05,84,87.0,,0.87,73.08
2020-09-06,85,87.0,,0.87,73.95
2020-09-07,86,87.0,,0.87,74.82
2020-09-08,95,87.0,,0.87,82.65
2020-09-09,96,87.0,,0.87,83.52
2020-09-10,96,87.0,,0.87,83.52
2020-09-11,89,87.0,,0.87,77.42999999999999
2020-09-12,85,87.0,,0.87,73.95
2020-09-13,86,87.0,,0.87,74.82
2020-09-14,99,87.0,,0.87,86.13
2020-09-15,100,87.0,,0.87,87.0
2020-09-16,98,87.0,,0.87,85.26
2020-09-17,96,87.0,,0.87,83.52
2020-09-18,95,87.0,,0.87,82.65
2020-09-19,85,87.0,,0.87,73.95
2020-09-20,87,87.0,,0.87,75.69
2020-09-21,93,87.0,,0.87,80.91
2020-09-22,97,87.0,,0.87,84.39
2020-09-23,97,87.0,,0.87,84.39
2020-09-24,96,87.0,,0.87,83.52
2020-09-25,93,87.0,,0.87,80.91
2020-09-26,84,87.0,,0.87,73.08
2020-09-27,87,87.0,,0.87,75.69
2020-09-28,93,87.0,,0.87,80.91
2020-09-29,95,87.0,,0.87,82.65
2020-09-30,92,87.0,,0.87,80.04
2020-10-01,94,83.0,False,0.83,78.02
2020-10-02,92,83.0,,0.83,76.36
2020-10-03,83,83.0,,0.83,68.89
2020-10-04,88,83.0,,0.83,73.03999999999999
2020-10-05,98,83.0,,0.83,81.33999999999999
2020-10-06,96,83.0,,0.83,79.67999999999999
2020-10-07,100,83.0,,0.83,83.0
2020-10-08,98,83.0,,0.83,81.33999999999999
2020-10-09,92,83.0,,0.83,76.36
2020-10-10,81,83.0,,0.83,67.22999999999999
2020-10-11,86,83.0,,0.83,71.38
2020-10-12,87,83.0,,0.83,72.21
2020-10-13,95,83.0,,0.83,78.85
2020-10-14,92,83.0,,0.83,76.36
2020-10-15,91,83.0,,0.83,75.53
2020-10-16,93,83.0,,0.83,77.19
2020-10-17,85,83.0,,0.83,70.55
2020-10-18,88,83.0,,0.83,73.03999999999999
2020-10-19,95,83.0,,0.83,78.85
2020-10-20,95,83.0,,0.83,78.85
2020-10-21,98,83.0,,0.83,81.33999999999999
2020-10-22,94,83.0,,0.83,78.02
2020-10-23,90,83.0,,0.83,74.7
2020-10-24,86,83.0,,0.83,71.38
2020-10-25,89,83.0,,0.83,73.86999999999999
2020-10-26,92,83.0,,0.83,76.36
2020-10-27,97,83.0,,0.83,80.50999999999999
2020-10-28,91,83.0,,0.83,75.53
2020-10-29,88,83.0,,0.83,73.03999999999999
2020-10-30,88,83.0,,0.83,73.03999999999999
2020-10-31,82,83.0,,0.83,68.06
2020-11-01,91,76.0,False,0.76,69.16
2020-11-02,99,76.0,,0.76,75.24
2020-11-03,93,76.0,,0.76,70.68
2020-11-04,58,76.0,,0.76,44.08
2020-11-05,69,76.0,,0.76,52.44
2020-11-06,73,76.0,,0.76,55.480000000000004
2020-11-07,73,76.0,,0.76,55.480000000000004
2020-11-08,88,76.0,,0.76,66.88
2020-11-09,95,76.0,,0.76,72.2
2020-11-10,97,76.0,,0.76,73.72
2020-11-11,93,76.0,,0.76,70.68
2020-11-12,97,76.0,,0.76,73.72
2020-11-13,94,76.0,,0.76,71.44
2020-11-14,91,76.0,,0.76,69.16
2020-11-15,97,76.0,,0.76,73.72
2020-11-16,98,76.0,,0.76,74.48
2020-11-17,100,76.0,,0.76,76.0
2020-11-18,98,76.0,,0.76,74.48
2020-11-19,98,76.0,,0.76,74.48
2020-11-20,96,76.0,,0.76,72.96000000000001
2020-11-21,88,76.0,,0.76,66.88
2020-11-22,86,76.0,,0.76,65.36
2020-11-23,93,76.0,,0.76,70.68
2020-11-24,97,76.0,,0.76,73.72
2020-11-25,89,76.0,,0.76,67.64
2020-11-26,82,76.0,,0.76,62.32
2020-11-27,86,76.0,,0.76,65.36
2020-11-28,89,76.0,,0.76,67.64
2020-11-29,99,76.0,,0.76,75.24
2020-11-30,98,76.0,,0.76,74.48
2020-12-01,78,82.0,False,0.82,63.959999999999994
2020-12-02,80,82.0,,0.82,65.6
2020-12-03,81,82.0,,0.82,66.42
2020-12-04,79,82.0,,0.82,64.78
2020-12-05,74,82.0,,0.82,60.68
2020-12-06,75,82.0,,0.82,61.49999999999999
2020-12-07,78,82.0,,0.82,63.959999999999994
2020-12-08,80,82.0,,0.82,65.6
2020-12-09,77,82.0,,0.82,63.13999999999999
2020-12-10,77,82.0,,0.82,63.13999999999999
2020-12-11,75,82.0,,0.82,61.49999999999999
2020-12-12,76,82.0,,0.82,62.31999999999999
2020-12-13,73,82.0,,0.82,59.86
2020-12-14,75,82.0,,0.82,61.49999999999999
2020-12-15,74,82.0,,0.82,60.68
2020-12-16,76,82.0,,0.82,62.31999999999999
2020-12-17,74,82.0,,0.82,60.68
2020-12-18,70,82.0,,0.82,57.4
2020-12-19,69,82.0,,0.82,56.58
2020-12-20,70,82.0,,0.82,57.4
2020-12-21,68,82.0,,0.82,55.76
2020-12-22,70,82.0,,0.82,57.4
2020-12-23,70,82.0,,0.82,57.4
2020-12-24,71,82.0,,0.82,58.22
2020-12-25,100,82.0,,0.82,82.0
2020-12-26,75,82.0,,0.82,61.49999999999999
2020-12-27,72,82.0,,0.82,59.04
2020-12-28,71,82.0,,0.82,58.22
2020-12-29,73,82.0,,0.82,59.86
2020-12-30,71,82.0,,0.82,58.22
2020-12-31,73,82.0,,0.82,59.86
2021-01-01,89,81.0,False,0.81,72.09
2021-01-02,91,81.0,,0.81,73.71000000000001
2021-01-03,95,81.0,,0.81,76.95
2021-01-04,90,81.0,,0.81,72.9
2021-01-05,95,81.0,,0.81,76.95
2021-01-06,88,81.0,,0.81,71.28
2021-01-07,87,81.0,,0.81,70.47
2021-01-08,91,81.0,,0.81,73.71000000000001
2021-01-09,85,81.0,,0.81,68.85000000000001
2021-01-10,91,81.0,,0.81,73.71000000000001
2021-01-11,92,81.0,,0.81,74.52000000000001
2021-01-12,90,81.0,,0.81,72.9
2021-01-13,95,81.0,,0.81,76.95
2021-01-14,97,81.0,,0.81,78.57000000000001
2021-01-15,95,81.0,,0.81,76.95
2021-01-16,89,81.0,,0.81,72.09
2021-01-17,92,81.0,,0.81,74.52000000000001
2021-01-18,91,81.0,,0.81,73.71000000000001
2021-01-19,97,81.0,,0.81,78.57000000000001
2021-01-20,93,81.0,,0.81,75.33
2021-01-21,95,81.0,,0.81,76.95
2021-01-22,97,81.0,,0.81,78.57000000000001
2021-01-23,90,81.0,,0.81,72.9
2021-01-24,97,81.0,,0.81,78.57000000000001
2021-01-25,98,81.0,,0.81,79.38000000000001
2021-01-26,98,81.0,,0.81,79.38000000000001
2021-01-27,98,81.0,,0.81,79.38000000000001
2021-01-28,100,81.0,,0.81,81.0
2021-01-29,97,81.0,,0.81,78.57000000000001
2021-01-30,91,81.0,,0.81,73.71000000000001
2021-01-31,98,81.0,,0.81,79.38000000000001
2021-02-01,80,85.0,False,0.85,68.0
2021-02-02,78,85.0,,0.85,66.3
2021-02-03,81,85.0,,0.85,68.85
2021-02-04,85,85.0,,0.85,72.25
2021-02-05,79,85.0,,0.85,67.14999999999999
2021-02-06,76,85.0,,0.85,64.6
2021-02-07,77,85.0,,0.85,65.45
2021-02-08,75,85.0,,0.85,63.75
2021-02-09,82,85.0,,0.85,69.7
2021-02-10,81,85.0,,0.85,68.85
2021-02-11,79,85.0,,0.85,67.14999999999999
2021-02-12,76,85.0,,0.85,64.6
2021-02-13,72,85.0,,0.85,61.199999999999996
2021-02-14,79,85.0,,0.85,67.14999999999999
2021-02-15,76,85.0,,0.85,64.6
2021-02-16,77,85.0,,0.85,65.45
2021-02-17,79,85.0,,0.85,67.14999999999999
2021-02-18,82,85.0,,0.85,69.7
2021-02-19,82,85.0,,0.85,69.7
2021-02-20,82,85.0,,0.85,69.7
2021-02-21,85,85.0,,0.85,72.25
2021-02-22,83,85.0,,0.85,70.55
2021-02-23,100,85.0,,0.85,85.0
2021-02-24,90,85.0,,0.85,76.5
2021-02-25,84,85.0,,0.85,71.39999999999999
2021-02-26,84,85.0,,0.85,71.39999999999999
2021-02-27,78,85.0,,0.85,66.3
2021-02-28,83,85.0,,0.85,70.55
2021-03-01,99,80.0,False,0.8,79.2
2021-03-02,100,80.0,,0.8,80.0
2021-03-03,97,80.0,,0.8,77.60000000000001
2021-03-04,100,80.0,,0.8,80.0
2021-03-05,96,80.0,,0.8,76.80000000000001
2021-03-06,92,80.0,,0.8,73.60000000000001
2021-03-07,96,80.0,,0.8,76.80000000000001
2021-03-08,95,80.0,,0.8,76.0
2021-03-09,94,80.0,,0.8,75.2
2021-03-10,95,80.0,,0.8,76.0
2021-03-11,96,80.0,,0.8,76.80000000000001
2021-03-12,95,80.0,,0.8,76.0
2021-03-13,87,80.0,,0.8,69.60000000000001
2021-03-14,90,80.0,,0.8,72.0
2021-03-15,87,80.0,,0.8,69.60000000000001
2021-03-16,91,80.0,,0.8,72.8
2021-03-17,90,80.0,,0.8,72.0
2021-03-18,92,80.0,,0.8,73.60000000000001
2021-03-19,91,80.0,,0.8,72.8
2021-03-20,84,80.0,,0.8,67.2
2021-03-21,88,80.0,,0.8,70.4
2021-03-22,92,80.0,,0.8,73.60000000000001
2021-03-23,96,80.0,,0.8,76.80000000000001
2021-03-24,92,80.0,,0.8,73.60000000000001
2021-03-25,95,80.0,,0.8,76.0
2021-03-26,92,80.0,,0.8,73.60000000000001
2021-03-27,84,80.0,,0.8,67.2
2021-03-28,90,80.0,,0.8,72.0
2021-03-29,90,80.0,,0.8,72.0
2021-03-30,88,80.0,,0.8,70.4
2021-03-31,89,80.0,,0.8,71.2
2021-04-01,92,80.0,False,0.8,73.60000000000001
2021-04-02,87,80.0,,0.8,69.60000000000001
2021-04-03,86,80.0,,0.8,68.8
2021-04-04,90,80.0,,0.8,72.0
2021-04-05,94,80.0,,0.8,75.2
2021-04-06,91,80.0,,0.8,72.8
2021-04-07,94,80.0,,0.8,75.2
2021-04-08,93,80.0,,0.8,74.4
2021-04-09,95,80.0,,0.8,76.0
2021-04-10,90,80.0,,0.8,72.0
2021-04-11,94,80.0,,0.8,75.2
2021-04-12,97,80.0,,0.8,77.60000000000001
2021-04-13,98,80.0,,0.8,78.4
2021-04-14,95,80.0,,0.8,76.0
2021-04-15,96,80.0,,0.8,76.80000000000001
2021-04-16,93,80.0,,0.8,74.4
2021-04-17,91,80.0,,0.8,72.8
2021-04-18,90,80.0,,0.8,72.0
2021-04-19,95,80.0,,0.8,76.0
2021-04-20,94,80.0,,0.8,75.2
2021-04-21,97,80.0,,0.8,77.60000000000001
2021-04-22,97,80.0,,0.8,77.60000000000001
2021-04-23,93,80.0,,0.8,74.4
2021-04-24,90,80.0,,0.8,72.0
2021-04-25,93,80.0,,0.8,74.4
2021-04-26,97,80.0,,0.8,77.60000000000001
2021-04-27,98,80.0,,0.8,78.4
2021-04-28,100,80.0,,0.8,80.0
2021-04-29,96,80.0,,0.8,76.80000000000001
2021-04-30,90,80.0,,0.8,72.0
2021-05-01,84,79.0,False,0.79,66.36
2021-05-02,91,79.0,,0.79,71.89
2021-05-03,100,79.0,,0.79,79.0
2021-05-04,96,79.0,,0.79,75.84
2021-05-05,95,79.0,,0.79,75.05
2021-05-06,98,79.0,,0.79,77.42
2021-05-07,92,79.0,,0.79,72.68
