date,CMG_unscaled,CMG_monthly,isPartial,scale,CMG
2019-08-16,54,57.0,,0.57,30.779999999999998
2019-08-17,36,57.0,,0.57,20.52
2019-08-18,25,57.0,,0.57,14.249999999999998
2019-08-19,63,57.0,,0.57,35.91
2019-08-20,64,57.0,,0.57,36.48
2019-08-21,56,57.0,,0.57,31.919999999999998
2019-08-22,78,57.0,,0.57,44.459999999999994
2019-08-23,80,57.0,,0.57,45.599999999999994
2019-08-24,50,57.0,,0.57,28.499999999999996
2019-08-25,31,57.0,,0.57,17.669999999999998
2019-08-26,66,57.0,,0.57,37.62
2019-08-27,70,57.0,,0.57,39.9
2019-08-28,71,57.0,,0.57,40.47
2019-08-29,71,57.0,,0.57,40.47
2019-08-30,78,57.0,,0.57,44.459999999999994
2019-08-31,34,57.0,,0.57,19.38
2019-09-01,26,59.0,False,0.59,15.34
2019-09-02,39,59.0,,0.59,23.009999999999998
2019-09-03,72,59.0,,0.59,42.48
2019-09-04,76,59.0,,0.59,44.839999999999996
2019-09-05,76,59.0,,0.59,44.839999999999996
2019-09-06,53,59.0,,0.59,31.27
2019-09-07,58,59.0,,0.59,34.22
2019-09-08,27,59.0,,0.59,15.93
2019-09-09,74,59.0,,0.59,43.66
2019-09-10,100,59.0,,0.59,59.0
2019-09-11,84,59.0,,0.59,49.559999999999995
2019-09-12,90,59.0,,0.59,53.099999999999994
2019-09-13,59,59.0,,0.59,34.809999999999995
2019-09-14,45,59.0,,0.59,26.549999999999997
2019-09-15,35,59.0,,0.59,20.65
2019-09-16,78,59.0,,0.59,46.019999999999996
2019-09-17,76,59.0,,0.59,44.839999999999996
2019-09-18,57,59.0,,0.59,33.629999999999995
2019-09-19,64,59.0,,0.59,37.76
2019-09-20,68,59.0,,0.59,40.12
2019-09-21,34,59.0,,0.59,20.06
2019-09-22,34,59.0,,0.59,20.06
2019-09-23,58,59.0,,0.59,34.22
2019-09-24,72,59.0,,0.59,42.48
2019-09-25,48,59.0,,0.59,28.32
2019-09-26,40,59.0,,0.59,23.599999999999998
2019-09-27,36,59.0,,0.59,21.24
2019-09-28,31,59.0,,0.59,18.29
2019-09-29,36,59.0,,0.59,21.24
2019-09-30,57,59.0,,0.59,33.629999999999995
2019-10-01,31,69.0,False,0.69,21.389999999999997
2019-10-02,31,69.0,,0.69,21.389999999999997
2019-10-03,29,69.0,,0.69,20.009999999999998
2019-10-04,31,69.0,,0.69,21.389999999999997
2019-10-05,21,69.0,,0.69,14.489999999999998
2019-10-06,15,69.0,,0.69,10.35
2019-10-07,25,69.0,,0.69,17.25
2019-10-08,35,69.0,,0.69,24.15
2019-10-09,43,69.0,,0.69,29.669999999999998
2019-10-10,26,69.0,,0.69,17.939999999999998
2019-10-11,22,69.0,,0.69,15.18
2019-10-12,16,69.0,,0.69,11.04
2019-10-13,20,69.0,,0.69,13.799999999999999
2019-10-14,30,69.0,,0.69,20.7
2019-10-15,38,69.0,,0.69,26.22
2019-10-16,27,69.0,,0.69,18.63
2019-10-17,26,69.0,,0.69,17.939999999999998
2019-10-18,38,69.0,,0.69,26.22
2019-10-19,12,69.0,,0.69,8.28
2019-10-20,14,69.0,,0.69,9.66
2019-10-21,45,69.0,,0.69,31.049999999999997
2019-10-22,100,69.0,,0.69,69.0
2019-10-23,77,69.0,,0.69,53.129999999999995
2019-10-24,43,69.0,,0.69,29.669999999999998
2019-10-25,47,69.0,,0.69,32.43
2019-10-26,27,69.0,,0.69,18.63
2019-10-27,32,69.0,,0.69,22.08
2019-10-28,46,69.0,,0.69,31.74
2019-10-29,41,69.0,,0.69,28.29
2019-10-30,46,69.0,,0.69,31.74
2019-10-31,53,69.0,,0.69,36.57
2019-11-01,86,63.0,False,0.63,54.18
2019-11-02,63,63.0,,0.63,39.69
2019-11-03,42,63.0,,0.63,26.46
2019-11-04,94,63.0,,0.63,59.22
2019-11-05,100,63.0,,0.63,63.0
2019-11-06,91,63.0,,0.63,57.33
2019-11-07,90,63.0,,0.63,56.7
2019-11-08,98,63.0,,0.63,61.74
2019-11-09,32,63.0,,0.63,20.16
2019-11-10,36,63.0,,0.63,22.68
2019-11-11,73,63.0,,0.63,45.99
2019-11-12,83,63.0,,0.63,52.29
2019-11-13,94,63.0,,0.63,59.22
2019-11-14,80,63.0,,0.63,50.4
2019-11-15,88,63.0,,0.63,55.44
2019-11-16,45,63.0,,0.63,28.35
2019-11-17,36,63.0,,0.63,22.68
2019-11-18,77,63.0,,0.63,48.51
2019-11-19,55,63.0,,0.63,34.65
2019-11-20,100,63.0,,0.63,63.0
2019-11-21,54,63.0,,0.63,34.02
2019-11-22,63,63.0,,0.63,39.69
2019-11-23,39,63.0,,0.63,24.57
2019-11-24,55,63.0,,0.63,34.65
2019-11-25,67,63.0,,0.63,42.21
2019-11-26,76,63.0,,0.63,47.88
2019-11-27,79,63.0,,0.63,49.77
2019-11-28,38,63.0,,0.63,23.94
2019-11-29,43,63.0,,0.63,27.09
2019-11-30,53,63.0,,0.63,33.39
2019-12-01,58,52.0,False,0.52,30.16
2019-12-02,78,52.0,,0.52,40.56
2019-12-03,90,52.0,,0.52,46.800000000000004
2019-12-04,60,52.0,,0.52,31.200000000000003
2019-12-05,85,52.0,,0.52,44.2
2019-12-06,87,52.0,,0.52,45.24
2019-12-07,53,52.0,,0.52,27.560000000000002
2019-12-08,48,52.0,,0.52,24.96
2019-12-09,90,52.0,,0.52,46.800000000000004
2019-12-10,70,52.0,,0.52,36.4
2019-12-11,71,52.0,,0.52,36.92
2019-12-12,36,52.0,,0.52,18.72
2019-12-13,85,52.0,,0.52,44.2
2019-12-14,46,52.0,,0.52,23.92
2019-12-15,57,52.0,,0.52,29.64
2019-12-16,65,52.0,,0.52,33.800000000000004
2019-12-17,64,52.0,,0.52,33.28
2019-12-18,60,52.0,,0.52,31.200000000000003
2019-12-19,100,52.0,,0.52,52.0
2019-12-20,63,52.0,,0.52,32.76
2019-12-21,48,52.0,,0.52,24.96
2019-12-22,46,52.0,,0.52,23.92
2019-12-23,40,52.0,,0.52,20.8
2019-12-24,34,52.0,,0.52,17.68
2019-12-25,34,52.0,,0.52,17.68
2019-12-26,76,52.0,,0.52,39.52
2019-12-27,63,52.0,,0.52,32.76
2019-12-28,42,52.0,,0.52,21.84
2019-12-29,31,52.0,,0.52,16.12
2019-12-30,57,52.0,,0.52,29.64
2019-12-31,82,52.0,,0.52,42.64
2020-01-01,45,54.0,False,0.54,24.3
2020-01-02,100,54.0,,0.54,54.0
2020-01-03,98,54.0,,0.54,52.92
2020-01-04,46,54.0,,0.54,24.840000000000003
2020-01-05,49,54.0,,0.54,26.46
2020-01-06,88,54.0,,0.54,47.52
2020-01-07,94,54.0,,0.54,50.760000000000005
2020-01-08,69,54.0,,0.54,37.260000000000005
2020-01-09,82,54.0,,0.54,44.28
2020-01-10,83,54.0,,0.54,44.82
2020-01-11,60,54.0,,0.54,32.400000000000006
2020-01-12,52,54.0,,0.54,28.080000000000002
2020-01-13,82,54.0,,0.54,44.28
2020-01-14,85,54.0,,0.54,45.900000000000006
2020-01-15,77,54.0,,0.54,41.580000000000005
2020-01-16,84,54.0,,0.54,45.36
2020-01-17,75,54.0,,0.54,40.5
2020-01-18,50,54.0,,0.54,27.0
2020-01-19,42,54.0,,0.54,22.68
2020-01-20,64,54.0,,0.54,34.56
2020-01-21,97,54.0,,0.54,52.38
2020-01-22,59,54.0,,0.54,31.860000000000003
2020-01-23,59,54.0,,0.54,31.860000000000003
2020-01-24,80,54.0,,0.54,43.2
2020-01-25,55,54.0,,0.54,29.700000000000003
2020-01-26,45,54.0,,0.54,24.3
2020-01-27,79,54.0,,0.54,42.660000000000004
2020-01-28,96,54.0,,0.54,51.84
2020-01-29,91,54.0,,0.54,49.14
2020-01-30,90,54.0,,0.54,48.6
2020-01-31,92,54.0,,0.54,49.68000000000001
2020-02-01,34,63.0,False,0.63,21.42
2020-02-02,34,63.0,,0.63,21.42
2020-02-03,38,63.0,,0.63,23.94
2020-02-04,95,63.0,,0.63,59.85
2020-02-05,100,63.0,,0.63,63.0
2020-02-06,57,63.0,,0.63,35.910000000000004
2020-02-07,36,63.0,,0.63,22.68
2020-02-08,27,63.0,,0.63,17.01
2020-02-09,32,63.0,,0.63,20.16
2020-02-10,56,63.0,,0.63,35.28
2020-02-11,42,63.0,,0.63,26.46
2020-02-12,47,63.0,,0.63,29.61
2020-02-13,52,63.0,,0.63,32.76
2020-02-14,60,63.0,,0.63,37.8
2020-02-15,28,63.0,,0.63,17.64
2020-02-16,32,63.0,,0.63,20.16
2020-02-17,33,63.0,,0.63,20.79
2020-02-18,48,63.0,,0.63,30.240000000000002
2020-02-19,50,63.0,,0.63,31.5
2020-02-20,44,63.0,,0.63,27.72
2020-02-21,48,63.0,,0.63,30.240000000000002
2020-02-22,36,63.0,,0.63,22.68
2020-02-23,28,63.0,,0.63,17.64
2020-02-24,52,63.0,,0.63,32.76
2020-02-25,45,63.0,,0.63,28.35
2020-02-26,38,63.0,,0.63,23.94
2020-02-27,59,63.0,,0.63,37.17
2020-02-28,59,63.0,,0.63,37.17
2020-02-29,38,63.0,,0.63,23.94
2020-03-01,41,70.0,False,0.7,28.7
2020-03-02,57,70.0,,0.7,39.9
2020-03-03,79,70.0,,0.7,55.3
2020-03-04,61,70.0,,0.7,42.699999999999996
2020-03-05,62,70.0,,0.7,43.4
2020-03-06,63,70.0,,0.7,44.099999999999994
2020-03-07,31,70.0,,0.7,21.7
2020-03-08,29,70.0,,0.7,20.299999999999997
2020-03-09,60,70.0,,0.7,42.0
2020-03-10,68,70.0,,0.7,47.599999999999994
2020-03-11,70,70.0,,0.7,49.0
2020-03-12,81,70.0,,0.7,56.699999999999996
2020-03-13,64,70.0,,0.7,44.8
2020-03-14,18,70.0,,0.7,12.6
2020-03-15,40,70.0,,0.7,28.0
2020-03-16,63,70.0,,0.7,44.099999999999994
2020-03-17,70,70.0,,0.7,49.0
2020-03-18,87,70.0,,0.7,60.9
2020-03-19,100,70.0,,0.7,70.0
2020-03-20,84,70.0,,0.7,58.8
2020-03-21,59,70.0,,0.7,41.3
2020-03-22,39,70.0,,0.7,27.299999999999997
2020-03-23,70,70.0,,0.7,49.0
2020-03-24,93,70.0,,0.7,65.1
2020-03-25,90,70.0,,0.7,62.99999999999999
2020-03-26,84,70.0,,0.7,58.8
2020-03-27,64,70.0,,0.7,44.8
2020-03-28,37,70.0,,0.7,25.9
2020-03-29,47,70.0,,0.7,32.9
2020-03-30,61,70.0,,0.7,42.699999999999996
2020-03-31,62,70.0,,0.7,43.4
2020-04-01,31,84.0,False,0.84,26.04
2020-04-02,30,84.0,,0.84,25.2
2020-04-03,33,84.0,,0.84,27.72
2020-04-04,19,84.0,,0.84,15.959999999999999
2020-04-05,14,84.0,,0.84,11.76
2020-04-06,26,84.0,,0.84,21.84
2020-04-07,32,84.0,,0.84,26.88
2020-04-08,35,84.0,,0.84,29.4
2020-04-09,36,84.0,,0.84,30.24
2020-04-10,23,84.0,,0.84,19.32
2020-04-11,19,84.0,,0.84,15.959999999999999
2020-04-12,18,84.0,,0.84,15.12
2020-04-13,33,84.0,,0.84,27.72
2020-04-14,33,84.0,,0.84,27.72
2020-04-15,27,84.0,,0.84,22.68
2020-04-16,37,84.0,,0.84,31.08
2020-04-17,24,84.0,,0.84,20.16
2020-04-18,21,84.0,,0.84,17.64
2020-04-19,29,84.0,,0.84,24.36
2020-04-20,36,84.0,,0.84,30.24
2020-04-21,73,84.0,,0.84,61.32
2020-04-22,100,84.0,,0.84,84.0
2020-04-23,50,84.0,,0.84,42.0
2020-04-24,28,84.0,,0.84,23.52
2020-04-25,19,84.0,,0.84,15.959999999999999
2020-04-26,17,84.0,,0.84,14.28
2020-04-27,34,84.0,,0.84,28.56
2020-04-28,33,84.0,,0.84,27.72
2020-04-29,35,84.0,,0.84,29.4
2020-04-30,35,84.0,,0.84,29.4
2020-05-01,52,69.0,False,0.69,35.879999999999995
2020-05-02,52,69.0,,0.69,35.879999999999995
2020-05-03,48,69.0,,0.69,33.12
2020-05-04,72,69.0,,0.69,49.67999999999999
2020-05-05,65,69.0,,0.69,44.849999999999994
2020-05-06,67,69.0,,0.69,46.23
2020-05-07,70,69.0,,0.69,48.3
2020-05-08,64,69.0,,0.69,44.16
2020-05-09,35,69.0,,0.69,24.15
2020-05-10,44,69.0,,0.69,30.36
2020-05-11,69,69.0,,0.69,47.61
2020-05-12,79,69.0,,0.69,54.51
2020-05-13,66,69.0,,0.69,45.54
2020-05-14,64,69.0,,0.69,44.16
2020-05-15,100,69.0,,0.69,69.0
2020-05-16,39,69.0,,0.69,26.909999999999997
2020-05-17,43,69.0,,0.69,29.669999999999998
2020-05-18,90,69.0,,0.69,62.099999999999994
2020-05-19,89,69.0,,0.69,61.41
2020-05-20,79,69.0,,0.69,54.51
2020-05-21,79,69.0,,0.69,54.51
2020-05-22,64,69.0,,0.69,44.16
2020-05-23,48,69.0,,0.69,33.12
2020-05-24,41,69.0,,0.69,28.29
2020-05-25,34,69.0,,0.69,23.459999999999997
2020-05-26,97,69.0,,0.69,66.92999999999999
2020-05-27,75,69.0,,0.69,51.74999999999999
2020-05-28,74,69.0,,0.69,51.059999999999995
2020-05-29,76,69.0,,0.69,52.44
2020-05-30,53,69.0,,0.69,36.57
2020-05-31,43,69.0,,0.69,29.669999999999998
2020-06-01,90,66.0,False,0.66,59.400000000000006
2020-06-02,89,66.0,,0.66,58.74
2020-06-03,67,66.0,,0.66,44.22
2020-06-04,93,66.0,,0.66,61.38
2020-06-05,86,66.0,,0.66,56.760000000000005
2020-06-06,49,66.0,,0.66,32.34
2020-06-07,37,66.0,,0.66,24.42
2020-06-08,69,66.0,,0.66,45.54
2020-06-09,92,66.0,,0.66,60.720000000000006
2020-06-10,67,66.0,,0.66,44.22
2020-06-11,79,66.0,,0.66,52.14
2020-06-12,88,66.0,,0.66,58.080000000000005
2020-06-13,56,66.0,,0.66,36.96
2020-06-14,34,66.0,,0.66,22.44
2020-06-15,68,66.0,,0.66,44.88
2020-06-16,68,66.0,,0.66,44.88
2020-06-17,86,66.0,,0.66,56.760000000000005
2020-06-18,60,66.0,,0.66,39.6
2020-06-19,71,66.0,,0.66,46.86
2020-06-20,38,66.0,,0.66,25.080000000000002
2020-06-21,42,66.0,,0.66,27.720000000000002
2020-06-22,86,66.0,,0.66,56.760000000000005
2020-06-23,100,66.0,,0.66,66.0
2020-06-24,72,66.0,,0.66,47.52
2020-06-25,63,66.0,,0.66,41.580000000000005
2020-06-26,86,66.0,,0.66,56.760000000000005
2020-06-27,51,66.0,,0.66,33.660000000000004
2020-06-28,37,66.0,,0.66,24.42
2020-06-29,54,66.0,,0.66,35.64
2020-06-30,87,66.0,,0.66,57.42
2020-07-01,56,64.0,False,0.64,35.84
2020-07-02,49,64.0,,0.64,31.36
2020-07-03,25,64.0,,0.64,16.0
2020-07-04,20,64.0,,0.64,12.8
2020-07-05,20,64.0,,0.64,12.8
2020-07-06,47,64.0,,0.64,30.080000000000002
2020-07-07,58,64.0,,0.64,37.12
2020-07-08,47,64.0,,0.64,30.080000000000002
2020-07-09,42,64.0,,0.64,26.88
2020-07-10,39,64.0,,0.64,24.96
2020-07-11,30,64.0,,0.64,19.2
2020-07-12,35,64.0,,0.64,22.400000000000002
2020-07-13,42,64.0,,0.64,26.88
2020-07-14,50,64.0,,0.64,32.0
2020-07-15,61,64.0,,0.64,39.04
2020-07-16,42,64.0,,0.64,26.88
2020-07-17,42,64.0,,0.64,26.88
2020-07-18,25,64.0,,0.64,16.0
2020-07-19,24,64.0,,0.64,15.36
2020-07-20,53,64.0,,0.64,33.92
2020-07-21,52,64.0,,0.64,33.28
2020-07-22,100,64.0,,0.64,64.0
2020-07-23,89,64.0,,0.64,56.96
2020-07-24,46,64.0,,0.64,29.44
2020-07-25,26,64.0,,0.64,16.64
2020-07-26,18,64.0,,0.64,11.52
2020-07-27,35,64.0,,0.64,22.400000000000002
2020-07-28,52,64.0,,0.64,33.28
2020-07-29,41,64.0,,0.64,26.240000000000002
2020-07-30,48,64.0,,0.64,30.72
2020-07-31,68,64.0,,0.64,43.52
2020-08-01,54,56.0,False,0.56,30.240000000000002
2020-08-02,39,56.0,,0.56,21.840000000000003
2020-08-03,95,56.0,,0.56,53.2
2020-08-04,68,56.0,,0.56,38.080000000000005
2020-08-05,67,56.0,,0.56,37.52
2020-08-06,86,56.0,,0.56,48.160000000000004
2020-08-07,59,56.0,,0.56,33.040000000000006
2020-08-08,66,56.0,,0.56,36.96
2020-08-09,45,56.0,,0.56,25.200000000000003
2020-08-10,52,56.0,,0.56,29.120000000000005
2020-08-11,90,56.0,,0.56,50.400000000000006
2020-08-12,69,56.0,,0.56,38.64
2020-08-13,77,56.0,,0.56,43.120000000000005
2020-08-14,90,56.0,,0.56,50.400000000000006
2020-08-15,40,56.0,,0.56,22.400000000000002
2020-08-16,44,56.0,,0.56,24.64
2020-08-17,89,56.0,,0.56,49.84
2020-08-18,100,56.0,,0.56,56.00000000000001
2020-08-19,68,56.0,,0.56,38.080000000000005
2020-08-20,74,56.0,,0.56,41.440000000000005
2020-08-21,73,56.0,,0.56,40.88
2020-08-22,49,56.0,,0.56,27.44
2020-08-23,26,56.0,,0.56,14.560000000000002
2020-08-24,82,56.0,,0.56,45.92
2020-08-25,99,56.0,,0.56,55.440000000000005
2020-08-26,58,56.0,,0.56,32.480000000000004
2020-08-27,82,56.0,,0.56,45.92
2020-08-28,71,56.0,,0.56,39.760000000000005
2020-08-29,56,56.0,,0.56,31.360000000000003
2020-08-30,53,56.0,,0.56,29.680000000000003
2020-08-31,81,56.0,,0.56,45.36000000000001
2020-09-01,100,57.0,False,0.57,56.99999999999999
2020-09-02,84,57.0,,0.57,47.879999999999995
2020-09-03,96,57.0,,0.57,54.72
2020-09-04,73,57.0,,0.57,41.61
2020-09-05,47,57.0,,0.57,26.79
2020-09-06,51,57.0,,0.57,29.069999999999997
2020-09-07,38,57.0,,0.57,21.659999999999997
2020-09-08,79,57.0,,0.57,45.029999999999994
2020-09-09,67,57.0,,0.57,38.19
2020-09-10,64,57.0,,0.57,36.48
2020-09-11,80,57.0,,0.57,45.599999999999994
2020-09-12,39,57.0,,0.57,22.229999999999997
2020-09-13,40,57.0,,0.57,22.799999999999997
2020-09-14,70,57.0,,0.57,39.9
2020-09-15,69,57.0,,0.57,39.33
2020-09-16,60,57.0,,0.57,34.199999999999996
2020-09-17,69,57.0,,0.57,39.33
2020-09-18,63,57.0,,0.57,35.91
2020-09-19,55,57.0,,0.57,31.349999999999998
2020-09-20,54,57.0,,0.57,30.779999999999998
2020-09-21,64,57.0,,0.57,36.48
2020-09-22,59,57.0,,0.57,33.629999999999995
2020-09-23,89,57.0,,0.57,50.73
2020-09-24,56,57.0,,0.57,31.919999999999998
2020-09-25,55,57.0,,0.57,31.349999999999998
2020-09-26,22,57.0,,0.57,12.54
2020-09-27,38,57.0,,0.57,21.659999999999997
2020-09-28,80,57.0,,0.57,45.599999999999994
2020-09-29,60,57.0,,0.57,34.199999999999996
2020-09-30,84,57.0,,0.57,47.879999999999995
2020-10-01,44,59.0,False,0.59,25.959999999999997
2020-10-02,45,59.0,,0.59,26.549999999999997
2020-10-03,30,59.0,,0.59,17.7
2020-10-04,17,59.0,,0.59,10.03
2020-10-05,35,59.0,,0.59,20.65
2020-10-06,42,59.0,,0.59,24.779999999999998
2020-10-07,42,59.0,,0.59,24.779999999999998
2020-10-08,39,59.0,,0.59,23.009999999999998
2020-10-09,36,59.0,,0.59,21.24
2020-10-10,24,59.0,,0.59,14.16
2020-10-11,25,59.0,,0.59,14.75
2020-10-12,41,59.0,,0.59,24.189999999999998
2020-10-13,30,59.0,,0.59,17.7
2020-10-14,35,59.0,,0.59,20.65
2020-10-15,45,59.0,,0.59,26.549999999999997
2020-10-16,30,59.0,,0.59,17.7
2020-10-17,22,59.0,,0.59,12.979999999999999
2020-10-18,22,59.0,,0.59,12.979999999999999
2020-10-19,39,59.0,,0.59,23.009999999999998
2020-10-20,39,59.0,,0.59,23.009999999999998
2020-10-21,100,59.0,,0.59,59.0
2020-10-22,72,59.0,,0.59,42.48
2020-10-23,39,59.0,,0.59,23.009999999999998
2020-10-24,26,59.0,,0.59,15.34
2020-10-25,23,59.0,,0.59,13.569999999999999
2020-10-26,25,59.0,,0.59,14.75
2020-10-27,46,59.0,,0.59,27.139999999999997
2020-10-28,32,59.0,,0.59,18.88
2020-10-29,42,59.0,,0.59,24.779999999999998
2020-10-30,43,59.0,,0.59,25.369999999999997
2020-10-31,19,59.0,,0.59,11.209999999999999
2020-11-01,48,58.0,False,0.58,27.839999999999996
2020-11-02,65,58.0,,0.58,37.699999999999996
2020-11-03,56,58.0,,0.58,32.48
2020-11-04,39,58.0,,0.58,22.619999999999997
2020-11-05,49,58.0,,0.58,28.419999999999998
2020-11-06,53,58.0,,0.58,30.74
2020-11-07,36,58.0,,0.58,20.88
2020-11-08,27,58.0,,0.58,15.659999999999998
2020-11-09,76,58.0,,0.58,44.08
2020-11-10,70,58.0,,0.58,40.599999999999994
2020-11-11,83,58.0,,0.58,48.13999999999999
2020-11-12,73,58.0,,0.58,42.339999999999996
2020-11-13,80,58.0,,0.58,46.4
2020-11-14,73,58.0,,0.58,42.339999999999996
2020-11-15,62,58.0,,0.58,35.96
2020-11-16,100,58.0,,0.58,57.99999999999999
2020-11-17,95,58.0,,0.58,55.099999999999994
2020-11-18,86,58.0,,0.58,49.879999999999995
2020-11-19,56,58.0,,0.58,32.48
2020-11-20,91,58.0,,0.58,52.779999999999994
2020-11-21,64,58.0,,0.58,37.12
2020-11-22,45,58.0,,0.58,26.099999999999998
2020-11-23,63,58.0,,0.58,36.54
2020-11-24,61,58.0,,0.58,35.379999999999995
2020-11-25,89,58.0,,0.58,51.62
2020-11-26,41,58.0,,0.58,23.779999999999998
2020-11-27,48,58.0,,0.58,27.839999999999996
2020-11-28,67,58.0,,0.58,38.86
2020-11-29,59,58.0,,0.58,34.22
2020-11-30,84,58.0,,0.58,48.72
2020-12-01,100,63.0,False,0.63,63.0
2020-12-02,99,63.0,,0.63,62.37
2020-12-03,68,63.0,,0.63,42.84
2020-12-04,84,63.0,,0.63,52.92
2020-12-05,44,63.0,,0.63,27.72
2020-12-06,53,63.0,,0.63,33.39
2020-12-07,72,63.0,,0.63,45.36
2020-12-08,78,63.0,,0.63,49.14
2020-12-09,80,63.0,,0.63,50.4
2020-12-10,70,63.0,,0.63,44.1
2020-12-11,68,63.0,,0.63,42.84
2020-12-12,43,63.0,,0.63,27.09
2020-12-13,35,63.0,,0.63,22.05
2020-12-14,68,63.0,,0.63,42.84
2020-12-15,99,63.0,,0.63,62.37
2020-12-16,92,63.0,,0.63,57.96
2020-12-17,63,63.0,,0.63,39.69
2020-12-18,55,63.0,,0.63,34.65
2020-12-19,42,63.0,,0.63,26.46
2020-12-20,42,63.0,,0.63,26.46
2020-12-21,55,63.0,,0.63,34.65
2020-12-22,53,63.0,,0.63,33.39
2020-12-23,60,63.0,,0.63,37.8
2020-12-24,64,63.0,,0.63,40.32
2020-12-25,33,63.0,,0.63,20.79
2020-12-26,37,63.0,,0.63,23.31
2020-12-27,37,63.0,,0.63,23.31
2020-12-28,52,63.0,,0.63,32.76
2020-12-29,65,63.0,,0.63,40.95
2020-12-30,82,63.0,,0.63,51.660000000000004
2020-12-31,61,63.0,,0.63,38.43
2021-01-01,47,64.0,False,0.64,30.080000000000002
2021-01-02,63,64.0,,0.64,40.32
2021-01-03,53,64.0,,0.64,33.92
2021-01-04,75,64.0,,0.64,48.0
2021-01-05,97,64.0,,0.64,62.08
2021-01-06,72,64.0,,0.64,46.08
2021-01-07,89,64.0,,0.64,56.96
2021-01-08,71,64.0,,0.64,45.44
2021-01-09,40,64.0,,0.64,25.6
2021-01-10,43,64.0,,0.64,27.52
2021-01-11,69,64.0,,0.64,44.160000000000004
2021-01-12,76,64.0,,0.64,48.64
2021-01-13,79,64.0,,0.64,50.56
2021-01-14,68,64.0,,0.64,43.52
2021-01-15,48,64.0,,0.64,30.72
2021-01-16,36,64.0,,0.64,23.04
2021-01-17,55,64.0,,0.64,35.2
2021-01-18,68,64.0,,0.64,43.52
2021-01-19,67,64.0,,0.64,42.88
2021-01-20,85,64.0,,0.64,54.4
2021-01-21,65,64.0,,0.64,41.6
2021-01-22,58,64.0,,0.64,37.12
2021-01-23,36,64.0,,0.64,23.04
2021-01-24,36,64.0,,0.64,23.04
2021-01-25,64,64.0,,0.64,40.96
2021-01-26,86,64.0,,0.64,55.04
2021-01-27,92,64.0,,0.64,58.88
2021-01-28,100,64.0,,0.64,64.0
2021-01-29,98,64.0,,0.64,62.72
2021-01-30,72,64.0,,0.64,46.08
2021-01-31,53,64.0,,0.64,33.92
2021-02-01,74,65.0,False,0.65,48.1
2021-02-02,100,65.0,,0.65,65.0
2021-02-03,86,65.0,,0.65,55.9
2021-02-04,78,65.0,,0.65,50.7
2021-02-05,70,65.0,,0.65,45.5
2021-02-06,31,65.0,,0.65,20.150000000000002
2021-02-07,37,65.0,,0.65,24.05
2021-02-08,47,65.0,,0.65,30.55
2021-02-09,66,65.0,,0.65,42.9
2021-02-10,52,65.0,,0.65,33.800000000000004
2021-02-11,48,65.0,,0.65,31.200000000000003
2021-02-12,53,65.0,,0.65,34.45
2021-02-13,42,65.0,,0.65,27.3
2021-02-14,32,65.0,,0.65,20.8
2021-02-15,35,65.0,,0.65,22.75
2021-02-16,59,65.0,,0.65,38.35
2021-02-17,50,65.0,,0.65,32.5
2021-02-18,56,65.0,,0.65,36.4
2021-02-19,47,65.0,,0.65,30.55
2021-02-20,27,65.0,,0.65,17.55
2021-02-21,24,65.0,,0.65,15.600000000000001
2021-02-22,48,65.0,,0.65,31.200000000000003
2021-02-23,82,65.0,,0.65,53.300000000000004
2021-02-24,59,65.0,,0.65,38.35
2021-02-25,48,65.0,,0.65,31.200000000000003
2021-02-26,54,65.0,,0.65,35.1
2021-02-27,34,65.0,,0.65,22.1
2021-02-28,29,65.0,,0.65,18.85
2021-03-01,61,60.0,False,0.6,36.6
2021-03-02,65,60.0,,0.6,39.0
2021-03-03,45,60.0,,0.6,27.0
2021-03-04,100,60.0,,0.6,60.0
2021-03-05,78,60.0,,0.6,46.8
2021-03-06,56,60.0,,0.6,33.6
2021-03-07,72,60.0,,0.6,43.199999999999996
2021-03-08,63,60.0,,0.6,37.8
2021-03-09,88,60.0,,0.6,52.8
2021-03-10,62,60.0,,0.6,37.199999999999996
2021-03-11,66,60.0,,0.6,39.6
2021-03-12,57,60.0,,0.6,34.199999999999996
2021-03-13,44,60.0,,0.6,26.4
2021-03-14,15,60.0,,0.6,9.0
2021-03-15,52,60.0,,0.6,31.2
2021-03-16,66,60.0,,0.6,39.6
2021-03-17,40,60.0,,0.6,24.0
2021-03-18,30,60.0,,0.6,18.0
2021-03-19,41,60.0,,0.6,24.599999999999998
2021-03-20,32,60.0,,0.6,19.2
2021-03-21,27,60.0,,0.6,16.2
2021-03-22,45,60.0,,0.6,27.0
2021-03-23,67,60.0,,0.6,40.199999999999996
2021-03-24,39,60.0,,0.6,23.4
2021-03-25,39,60.0,,0.6,23.4
2021-03-26,44,60.0,,0.6,26.4
2021-03-27,35,60.0,,0.6,21.0
2021-03-28,26,60.0,,0.6,15.6
2021-03-29,46,60.0,,0.6,27.599999999999998
2021-03-30,56,60.0,,0.6,33.6
2021-03-31,63,60.0,,0.6,37.8
2021-04-01,53,62.0,False,0.62,32.86
2021-04-02,42,62.0,,0.62,26.04
2021-04-03,30,62.0,,0.62,18.6
2021-04-04,21,62.0,,0.62,13.02
2021-04-05,41,62.0,,0.62,25.419999999999998
2021-04-06,48,62.0,,0.62,29.759999999999998
