date,TLT_unscaled,TLT_monthly,isPartial,scale,TLT
2019-08-28,48,46.0,,0.46,22.080000000000002
2019-08-29,50,46.0,,0.46,23.0
2019-08-30,70,46.0,,0.46,32.2
2019-08-31,21,46.0,,0.46,9.66
2019-09-01,29,39.0,False,0.39,11.31
2019-09-02,37,39.0,,0.39,14.43
2019-09-03,65,39.0,,0.39,25.35
2019-09-04,42,39.0,,0.39,16.38
2019-09-05,54,39.0,,0.39,21.060000000000002
2019-09-06,39,39.0,,0.39,15.21
2019-09-07,14,39.0,,0.39,5.46
2019-09-08,24,39.0,,0.39,9.36
2019-09-09,62,39.0,,0.39,24.18
2019-09-10,65,39.0,,0.39,25.35
2019-09-11,77,39.0,,0.39,30.03
2019-09-12,86,39.0,,0.39,33.54
2019-09-13,72,39.0,,0.39,28.080000000000002
2019-09-14,40,39.0,,0.39,15.600000000000001
2019-09-15,21,39.0,,0.39,8.19
2019-09-16,61,39.0,,0.39,23.79
2019-09-17,70,39.0,,0.39,27.3
2019-09-18,100,39.0,,0.39,39.0
2019-09-19,45,39.0,,0.39,17.55
2019-09-20,48,39.0,,0.39,18.72
2019-09-21,14,39.0,,0.39,5.46
2019-09-22,14,39.0,,0.39,5.46
2019-09-23,76,39.0,,0.39,29.64
2019-09-24,54,39.0,,0.39,21.060000000000002
2019-09-25,39,39.0,,0.39,15.21
2019-09-26,58,39.0,,0.39,22.62
2019-09-27,59,39.0,,0.39,23.01
2019-09-28,15,39.0,,0.39,5.8500000000000005
2019-09-29,22,39.0,,0.39,8.58
2019-09-30,58,39.0,,0.39,22.62
2019-10-01,37,33.0,False,0.33,12.21
2019-10-02,54,33.0,,0.33,17.82
2019-10-03,86,33.0,,0.33,28.380000000000003
2019-10-04,82,33.0,,0.33,27.060000000000002
2019-10-05,15,33.0,,0.33,4.95
2019-10-06,7,33.0,,0.33,2.31
2019-10-07,28,33.0,,0.33,9.24
2019-10-08,56,33.0,,0.33,18.48
2019-10-09,44,33.0,,0.33,14.520000000000001
2019-10-10,100,33.0,,0.33,33.0
2019-10-11,38,33.0,,0.33,12.540000000000001
2019-10-12,27,33.0,,0.33,8.91
2019-10-13,29,33.0,,0.33,9.57
2019-10-14,94,33.0,,0.33,31.020000000000003
2019-10-15,37,33.0,,0.33,12.21
2019-10-16,46,33.0,,0.33,15.180000000000001
2019-10-17,38,33.0,,0.33,12.540000000000001
2019-10-18,41,33.0,,0.33,13.530000000000001
2019-10-19,4,33.0,,0.33,1.32
2019-10-20,22,33.0,,0.33,7.260000000000001
2019-10-21,33,33.0,,0.33,10.89
2019-10-22,59,33.0,,0.33,19.470000000000002
2019-10-23,40,33.0,,0.33,13.200000000000001
2019-10-24,52,33.0,,0.33,17.16
2019-10-25,38,33.0,,0.33,12.540000000000001
2019-10-26,29,33.0,,0.33,9.57
2019-10-27,18,33.0,,0.33,5.94
2019-10-28,39,33.0,,0.33,12.870000000000001
2019-10-29,30,33.0,,0.33,9.9
2019-10-30,73,33.0,,0.33,24.09
2019-10-31,56,33.0,,0.33,18.48
2019-11-01,97,33.0,False,0.33,32.01
2019-11-02,42,33.0,,0.33,13.860000000000001
2019-11-03,22,33.0,,0.33,7.260000000000001
2019-11-04,68,33.0,,0.33,22.44
2019-11-05,92,33.0,,0.33,30.360000000000003
2019-11-06,90,33.0,,0.33,29.700000000000003
2019-11-07,72,33.0,,0.33,23.76
2019-11-08,100,33.0,,0.33,33.0
2019-11-09,31,33.0,,0.33,10.23
2019-11-10,35,33.0,,0.33,11.55
2019-11-11,57,33.0,,0.33,18.810000000000002
2019-11-12,59,33.0,,0.33,19.470000000000002
2019-11-13,70,33.0,,0.33,23.1
2019-11-14,89,33.0,,0.33,29.37
2019-11-15,63,33.0,,0.33,20.790000000000003
2019-11-16,13,33.0,,0.33,4.29
2019-11-17,18,33.0,,0.33,5.94
2019-11-18,89,33.0,,0.33,29.37
2019-11-19,60,33.0,,0.33,19.8
2019-11-20,65,33.0,,0.33,21.45
2019-11-21,57,33.0,,0.33,18.810000000000002
2019-11-22,50,33.0,,0.33,16.5
2019-11-23,26,33.0,,0.33,8.58
2019-11-24,35,33.0,,0.33,11.55
2019-11-25,53,33.0,,0.33,17.490000000000002
2019-11-26,36,33.0,,0.33,11.88
2019-11-27,61,33.0,,0.33,20.130000000000003
2019-11-28,13,33.0,,0.33,4.29
2019-11-29,33,33.0,,0.33,10.89
2019-11-30,30,33.0,,0.33,9.9
2019-12-01,17,27.0,False,0.27,4.59
2019-12-02,55,27.0,,0.27,14.850000000000001
2019-12-03,60,27.0,,0.27,16.200000000000003
2019-12-04,73,27.0,,0.27,19.71
2019-12-05,66,27.0,,0.27,17.82
2019-12-06,51,27.0,,0.27,13.770000000000001
2019-12-07,18,27.0,,0.27,4.86
2019-12-08,31,27.0,,0.27,8.370000000000001
2019-12-09,27,27.0,,0.27,7.290000000000001
2019-12-10,44,27.0,,0.27,11.88
2019-12-11,46,27.0,,0.27,12.420000000000002
2019-12-12,43,27.0,,0.27,11.610000000000001
2019-12-13,62,27.0,,0.27,16.740000000000002
2019-12-14,27,27.0,,0.27,7.290000000000001
2019-12-15,23,27.0,,0.27,6.210000000000001
2019-12-16,39,27.0,,0.27,10.530000000000001
2019-12-17,63,27.0,,0.27,17.01
2019-12-18,55,27.0,,0.27,14.850000000000001
2019-12-19,100,27.0,,0.27,27.0
2019-12-20,66,27.0,,0.27,17.82
2019-12-21,38,27.0,,0.27,10.260000000000002
2019-12-22,24,27.0,,0.27,6.48
2019-12-23,48,27.0,,0.27,12.96
2019-12-24,42,27.0,,0.27,11.34
2019-12-25,10,27.0,,0.27,2.7
2019-12-26,32,27.0,,0.27,8.64
2019-12-27,51,27.0,,0.27,13.770000000000001
2019-12-28,41,27.0,,0.27,11.07
2019-12-29,35,27.0,,0.27,9.450000000000001
2019-12-30,55,27.0,,0.27,14.850000000000001
2019-12-31,56,27.0,,0.27,15.120000000000001
2020-01-01,25,36.0,False,0.36,9.0
2020-01-02,47,36.0,,0.36,16.919999999999998
2020-01-03,70,36.0,,0.36,25.2
2020-01-04,27,36.0,,0.36,9.719999999999999
2020-01-05,20,36.0,,0.36,7.199999999999999
2020-01-06,54,36.0,,0.36,19.439999999999998
2020-01-07,54,36.0,,0.36,19.439999999999998
2020-01-08,71,36.0,,0.36,25.56
2020-01-09,60,36.0,,0.36,21.599999999999998
2020-01-10,50,36.0,,0.36,18.0
2020-01-11,17,36.0,,0.36,6.12
2020-01-12,7,36.0,,0.36,2.52
2020-01-13,35,36.0,,0.36,12.6
2020-01-14,46,36.0,,0.36,16.56
2020-01-15,31,36.0,,0.36,11.16
2020-01-16,55,36.0,,0.36,19.8
2020-01-17,77,36.0,,0.36,27.72
2020-01-18,31,36.0,,0.36,11.16
2020-01-19,27,36.0,,0.36,9.719999999999999
2020-01-20,25,36.0,,0.36,9.0
2020-01-21,52,36.0,,0.36,18.72
2020-01-22,38,36.0,,0.36,13.68
2020-01-23,50,36.0,,0.36,18.0
2020-01-24,73,36.0,,0.36,26.279999999999998
2020-01-25,27,36.0,,0.36,9.719999999999999
2020-01-26,28,36.0,,0.36,10.08
2020-01-27,100,36.0,,0.36,36.0
2020-01-28,72,36.0,,0.36,25.919999999999998
2020-01-29,38,36.0,,0.36,13.68
2020-01-30,64,36.0,,0.36,23.04
2020-01-31,87,36.0,,0.36,31.32
2020-02-01,9,39.0,False,0.39,3.5100000000000002
2020-02-02,25,39.0,,0.39,9.75
2020-02-03,42,39.0,,0.39,16.38
2020-02-04,31,39.0,,0.39,12.09
2020-02-05,38,39.0,,0.39,14.82
2020-02-06,30,39.0,,0.39,11.700000000000001
2020-02-07,42,39.0,,0.39,16.38
2020-02-08,14,39.0,,0.39,5.46
2020-02-09,9,39.0,,0.39,3.5100000000000002
2020-02-10,25,39.0,,0.39,9.75
2020-02-11,31,39.0,,0.39,12.09
2020-02-12,31,39.0,,0.39,12.09
2020-02-13,35,39.0,,0.39,13.65
2020-02-14,25,39.0,,0.39,9.75
2020-02-15,18,39.0,,0.39,7.0200000000000005
2020-02-16,12,39.0,,0.39,4.68
2020-02-17,10,39.0,,0.39,3.9000000000000004
2020-02-18,26,39.0,,0.39,10.14
2020-02-19,21,39.0,,0.39,8.19
2020-02-20,53,39.0,,0.39,20.67
2020-02-21,58,39.0,,0.39,22.62
2020-02-22,21,39.0,,0.39,8.19
2020-02-23,27,39.0,,0.39,10.530000000000001
2020-02-24,79,39.0,,0.39,30.810000000000002
2020-02-25,51,39.0,,0.39,19.89
2020-02-26,57,39.0,,0.39,22.23
2020-02-27,63,39.0,,0.39,24.57
2020-02-28,100,39.0,,0.39,39.0
2020-02-29,36,39.0,,0.39,14.040000000000001
2020-03-01,15,100.0,False,1.0,15.0
2020-03-02,39,100.0,,1.0,39.0
2020-03-03,38,100.0,,1.0,38.0
2020-03-04,31,100.0,,1.0,31.0
2020-03-05,39,100.0,,1.0,39.0
2020-03-06,73,100.0,,1.0,73.0
2020-03-07,18,100.0,,1.0,18.0
2020-03-08,12,100.0,,1.0,12.0
2020-03-09,100,100.0,,1.0,100.0
2020-03-10,52,100.0,,1.0,52.0
2020-03-11,58,100.0,,1.0,58.0
2020-03-12,66,100.0,,1.0,66.0
2020-03-13,67,100.0,,1.0,67.0
2020-03-14,21,100.0,,1.0,21.0
2020-03-15,18,100.0,,1.0,18.0
2020-03-16,53,100.0,,1.0,53.0
2020-03-17,51,100.0,,1.0,51.0
2020-03-18,52,100.0,,1.0,52.0
2020-03-19,35,100.0,,1.0,35.0
2020-03-20,30,100.0,,1.0,30.0
2020-03-21,10,100.0,,1.0,10.0
2020-03-22,10,100.0,,1.0,10.0
2020-03-23,44,100.0,,1.0,44.0
2020-03-24,30,100.0,,1.0,30.0
2020-03-25,31,100.0,,1.0,31.0
2020-03-26,18,100.0,,1.0,18.0
2020-03-27,34,100.0,,1.0,34.0
2020-03-28,9,100.0,,1.0,9.0
2020-03-29,9,100.0,,1.0,9.0
2020-03-30,26,100.0,,1.0,26.0
2020-03-31,22,100.0,,1.0,22.0
2020-04-01,100,42.0,False,0.42,42.0
2020-04-02,58,42.0,,0.42,24.36
2020-04-03,80,42.0,,0.42,33.6
2020-04-04,28,42.0,,0.42,11.76
2020-04-05,18,42.0,,0.42,7.56
2020-04-06,50,42.0,,0.42,21.0
2020-04-07,77,42.0,,0.42,32.339999999999996
2020-04-08,61,42.0,,0.42,25.619999999999997
2020-04-09,75,42.0,,0.42,31.5
2020-04-10,22,42.0,,0.42,9.24
2020-04-11,21,42.0,,0.42,8.82
2020-04-12,25,42.0,,0.42,10.5
2020-04-13,53,42.0,,0.42,22.259999999999998
2020-04-14,65,42.0,,0.42,27.3
2020-04-15,73,42.0,,0.42,30.66
2020-04-16,59,42.0,,0.42,24.779999999999998
2020-04-17,69,42.0,,0.42,28.98
2020-04-18,24,42.0,,0.42,10.08
2020-04-19,24,42.0,,0.42,10.08
2020-04-20,74,42.0,,0.42,31.08
2020-04-21,57,42.0,,0.42,23.939999999999998
2020-04-22,79,42.0,,0.42,33.18
2020-04-23,49,42.0,,0.42,20.58
2020-04-24,73,42.0,,0.42,30.66
2020-04-25,35,42.0,,0.42,14.7
2020-04-26,27,42.0,,0.42,11.34
2020-04-27,68,42.0,,0.42,28.56
2020-04-28,50,42.0,,0.42,21.0
2020-04-29,63,42.0,,0.42,26.459999999999997
2020-04-30,53,42.0,,0.42,22.259999999999998
2020-05-01,68,35.0,False,0.35,23.799999999999997
2020-05-02,20,35.0,,0.35,7.0
2020-05-03,23,35.0,,0.35,8.049999999999999
2020-05-04,67,35.0,,0.35,23.45
2020-05-05,53,35.0,,0.35,18.549999999999997
2020-05-06,80,35.0,,0.35,28.0
2020-05-07,100,35.0,,0.35,35.0
2020-05-08,81,35.0,,0.35,28.349999999999998
2020-05-09,30,35.0,,0.35,10.5
2020-05-10,41,35.0,,0.35,14.35
2020-05-11,30,35.0,,0.35,10.5
2020-05-12,46,35.0,,0.35,16.099999999999998
2020-05-13,46,35.0,,0.35,16.099999999999998
2020-05-14,76,35.0,,0.35,26.599999999999998
2020-05-15,22,35.0,,0.35,7.699999999999999
2020-05-16,31,35.0,,0.35,10.85
2020-05-17,17,35.0,,0.35,5.949999999999999
2020-05-18,72,35.0,,0.35,25.2
2020-05-19,39,35.0,,0.35,13.649999999999999
2020-05-20,47,35.0,,0.35,16.45
2020-05-21,53,35.0,,0.35,18.549999999999997
2020-05-22,53,35.0,,0.35,18.549999999999997
2020-05-23,6,35.0,,0.35,2.0999999999999996
2020-05-24,12,35.0,,0.35,4.199999999999999
2020-05-25,26,35.0,,0.35,9.1
2020-05-26,33,35.0,,0.35,11.549999999999999
2020-05-27,52,35.0,,0.35,18.2
2020-05-28,47,35.0,,0.35,16.45
2020-05-29,36,35.0,,0.35,12.6
2020-05-30,17,35.0,,0.35,5.949999999999999
2020-05-31,12,35.0,,0.35,4.199999999999999
2020-06-01,54,39.0,False,0.39,21.060000000000002
2020-06-02,60,39.0,,0.39,23.400000000000002
2020-06-03,59,39.0,,0.39,23.01
2020-06-04,50,39.0,,0.39,19.5
2020-06-05,69,39.0,,0.39,26.91
2020-06-06,20,39.0,,0.39,7.800000000000001
2020-06-07,35,39.0,,0.39,13.65
2020-06-08,53,39.0,,0.39,20.67
2020-06-09,54,39.0,,0.39,21.060000000000002
2020-06-10,98,39.0,,0.39,38.22
2020-06-11,94,39.0,,0.39,36.660000000000004
2020-06-12,83,39.0,,0.39,32.370000000000005
2020-06-13,39,39.0,,0.39,15.21
2020-06-14,18,39.0,,0.39,7.0200000000000005
2020-06-15,82,39.0,,0.39,31.98
2020-06-16,59,39.0,,0.39,23.01
2020-06-17,58,39.0,,0.39,22.62
2020-06-18,55,39.0,,0.39,21.45
2020-06-19,31,39.0,,0.39,12.09
2020-06-20,25,39.0,,0.39,9.75
2020-06-21,11,39.0,,0.39,4.29
2020-06-22,47,39.0,,0.39,18.330000000000002
2020-06-23,37,39.0,,0.39,14.43
2020-06-24,55,39.0,,0.39,21.45
2020-06-25,62,39.0,,0.39,24.18
2020-06-26,100,39.0,,0.39,39.0
2020-06-27,21,39.0,,0.39,8.19
2020-06-28,42,39.0,,0.39,16.38
2020-06-29,53,39.0,,0.39,20.67
2020-06-30,54,39.0,,0.39,21.060000000000002
2020-07-01,46,36.0,False,0.36,16.56
2020-07-02,61,36.0,,0.36,21.96
2020-07-03,22,36.0,,0.36,7.92
2020-07-04,14,36.0,,0.36,5.04
2020-07-05,4,36.0,,0.36,1.44
2020-07-06,37,36.0,,0.36,13.32
2020-07-07,64,36.0,,0.36,23.04
2020-07-08,41,36.0,,0.36,14.76
2020-07-09,99,36.0,,0.36,35.64
2020-07-10,69,36.0,,0.36,24.84
2020-07-11,33,36.0,,0.36,11.879999999999999
2020-07-12,13,36.0,,0.36,4.68
2020-07-13,49,36.0,,0.36,17.64
2020-07-14,46,36.0,,0.36,16.56
2020-07-15,41,36.0,,0.36,14.76
2020-07-16,82,36.0,,0.36,29.52
2020-07-17,55,36.0,,0.36,19.8
2020-07-18,21,36.0,,0.36,7.56
2020-07-19,24,36.0,,0.36,8.64
2020-07-20,30,36.0,,0.36,10.799999999999999
2020-07-21,62,36.0,,0.36,22.32
2020-07-22,48,36.0,,0.36,17.28
2020-07-23,58,36.0,,0.36,20.88
2020-07-24,100,36.0,,0.36,36.0
2020-07-25,10,36.0,,0.36,3.5999999999999996
2020-07-26,28,36.0,,0.36,10.08
2020-07-27,60,36.0,,0.36,21.599999999999998
2020-07-28,81,36.0,,0.36,29.16
2020-07-29,84,36.0,,0.36,30.24
2020-07-30,62,36.0,,0.36,22.32
2020-07-31,49,36.0,,0.36,17.64
2020-08-01,36,39.0,False,0.39,14.040000000000001
2020-08-02,36,39.0,,0.39,14.040000000000001
2020-08-03,55,39.0,,0.39,21.45
2020-08-04,61,39.0,,0.39,23.79
2020-08-05,52,39.0,,0.39,20.28
2020-08-06,58,39.0,,0.39,22.62
2020-08-07,81,39.0,,0.39,31.59
2020-08-08,12,39.0,,0.39,4.68
2020-08-09,30,39.0,,0.39,11.700000000000001
2020-08-10,41,39.0,,0.39,15.99
2020-08-11,57,39.0,,0.39,22.23
2020-08-12,67,39.0,,0.39,26.130000000000003
2020-08-13,100,39.0,,0.39,39.0
2020-08-14,79,39.0,,0.39,30.810000000000002
2020-08-15,24,39.0,,0.39,9.36
2020-08-16,15,39.0,,0.39,5.8500000000000005
2020-08-17,59,39.0,,0.39,23.01
2020-08-18,45,39.0,,0.39,17.55
2020-08-19,53,39.0,,0.39,20.67
2020-08-20,40,39.0,,0.39,15.600000000000001
2020-08-21,46,39.0,,0.39,17.94
2020-08-22,27,39.0,,0.39,10.530000000000001
2020-08-23,18,39.0,,0.39,7.0200000000000005
2020-08-24,37,39.0,,0.39,14.43
2020-08-25,68,39.0,,0.39,26.52
2020-08-26,54,39.0,,0.39,21.060000000000002
2020-08-27,62,39.0,,0.39,24.18
2020-08-28,51,39.0,,0.39,19.89
2020-08-29,17,39.0,,0.39,6.63
2020-08-30,6,39.0,,0.39,2.34
2020-08-31,51,39.0,,0.39,19.89
2020-09-01,86,28.0,False,0.28,24.080000000000002
2020-09-02,72,28.0,,0.28,20.160000000000004
2020-09-03,78,28.0,,0.28,21.840000000000003
2020-09-04,82,28.0,,0.28,22.96
2020-09-05,49,28.0,,0.28,13.72
2020-09-06,4,28.0,,0.28,1.12
2020-09-07,26,28.0,,0.28,7.280000000000001
2020-09-08,75,28.0,,0.28,21.000000000000004
2020-09-09,100,28.0,,0.28,28.000000000000004
2020-09-10,65,28.0,,0.28,18.200000000000003
2020-09-11,50,28.0,,0.28,14.000000000000002
2020-09-12,21,28.0,,0.28,5.880000000000001
2020-09-13,21,28.0,,0.28,5.880000000000001
2020-09-14,21,28.0,,0.28,5.880000000000001
2020-09-15,49,28.0,,0.28,13.72
2020-09-16,50,28.0,,0.28,14.000000000000002
2020-09-17,55,28.0,,0.28,15.400000000000002
2020-09-18,47,28.0,,0.28,13.160000000000002
2020-09-19,17,28.0,,0.28,4.760000000000001
2020-09-20,26,28.0,,0.28,7.280000000000001
2020-09-21,67,28.0,,0.28,18.76
2020-09-22,42,28.0,,0.28,11.760000000000002
2020-09-23,29,28.0,,0.28,8.120000000000001
2020-09-24,59,28.0,,0.28,16.520000000000003
2020-09-25,84,28.0,,0.28,23.520000000000003
2020-09-26,28,28.0,,0.28,7.840000000000001
2020-09-27,18,28.0,,0.28,5.040000000000001
2020-09-28,46,28.0,,0.28,12.88
2020-09-29,34,28.0,,0.28,9.520000000000001
2020-09-30,54,28.0,,0.28,15.120000000000001
2020-10-01,79,30.0,False,0.3,23.7
2020-10-02,49,30.0,,0.3,14.7
2020-10-03,21,30.0,,0.3,6.3
2020-10-04,16,30.0,,0.3,4.8
2020-10-05,83,30.0,,0.3,24.9
2020-10-06,69,30.0,,0.3,20.7
2020-10-07,49,30.0,,0.3,14.7
2020-10-08,41,30.0,,0.3,12.299999999999999
2020-10-09,100,30.0,,0.3,30.0
2020-10-10,31,30.0,,0.3,9.299999999999999
2020-10-11,13,30.0,,0.3,3.9
2020-10-12,23,30.0,,0.3,6.8999999999999995
2020-10-13,90,30.0,,0.3,27.0
2020-10-14,32,30.0,,0.3,9.6
2020-10-15,39,30.0,,0.3,11.7
2020-10-16,28,30.0,,0.3,8.4
2020-10-17,40,30.0,,0.3,12.0
2020-10-18,22,30.0,,0.3,6.6
2020-10-19,47,30.0,,0.3,14.1
2020-10-20,40,30.0,,0.3,12.0
2020-10-21,72,30.0,,0.3,21.599999999999998
2020-10-22,71,30.0,,0.3,21.3
2020-10-23,78,30.0,,0.3,23.4
2020-10-24,18,30.0,,0.3,5.3999999999999995
2020-10-25,17,30.0,,0.3,5.1
2020-10-26,46,30.0,,0.3,13.799999999999999
2020-10-27,52,30.0,,0.3,15.6
2020-10-28,66,30.0,,0.3,19.8
2020-10-29,39,30.0,,0.3,11.7
2020-10-30,61,30.0,,0.3,18.3
2020-10-31,18,30.0,,0.3,5.3999999999999995
2020-11-01,36,28.0,False,0.28,10.080000000000002
2020-11-02,83,28.0,,0.28,23.240000000000002
2020-11-03,75,28.0,,0.28,21.000000000000004
2020-11-04,77,28.0,,0.28,21.560000000000002
2020-11-05,45,28.0,,0.28,12.600000000000001
2020-11-06,71,28.0,,0.28,19.880000000000003
2020-11-07,20,28.0,,0.28,5.6000000000000005
2020-11-08,27,28.0,,0.28,7.5600000000000005
2020-11-09,94,28.0,,0.28,26.320000000000004
2020-11-10,84,28.0,,0.28,23.520000000000003
2020-11-11,54,28.0,,0.28,15.120000000000001
2020-11-12,63,28.0,,0.28,17.64
2020-11-13,90,28.0,,0.28,25.200000000000003
2020-11-14,69,28.0,,0.28,19.32
2020-11-15,11,28.0,,0.28,3.08
2020-11-16,70,28.0,,0.28,19.6
2020-11-17,65,28.0,,0.28,18.200000000000003
2020-11-18,36,28.0,,0.28,10.080000000000002
2020-11-19,60,28.0,,0.28,16.8
2020-11-20,89,28.0,,0.28,24.92
2020-11-21,40,28.0,,0.28,11.200000000000001
2020-11-22,28,28.0,,0.28,7.840000000000001
2020-11-23,78,28.0,,0.28,21.840000000000003
2020-11-24,100,28.0,,0.28,28.000000000000004
2020-11-25,58,28.0,,0.28,16.240000000000002
2020-11-26,44,28.0,,0.28,12.32
2020-11-27,59,28.0,,0.28,16.520000000000003
2020-11-28,16,28.0,,0.28,4.48
2020-11-29,22,28.0,,0.28,6.16
2020-11-30,53,28.0,,0.28,14.840000000000002
2020-12-01,69,25.0,False,0.25,17.25
2020-12-02,70,25.0,,0.25,17.5
2020-12-03,65,25.0,,0.25,16.25
2020-12-04,72,25.0,,0.25,18.0
2020-12-05,11,25.0,,0.25,2.75
2020-12-06,39,25.0,,0.25,9.75
2020-12-07,90,25.0,,0.25,22.5
2020-12-08,40,25.0,,0.25,10.0
2020-12-09,82,25.0,,0.25,20.5
2020-12-10,75,25.0,,0.25,18.75
2020-12-11,46,25.0,,0.25,11.5
2020-12-12,28,25.0,,0.25,7.0
2020-12-13,17,25.0,,0.25,4.25
2020-12-14,55,25.0,,0.25,13.75
2020-12-15,81,25.0,,0.25,20.25
2020-12-16,62,25.0,,0.25,15.5
2020-12-17,61,25.0,,0.25,15.25
2020-12-18,37,25.0,,0.25,9.25
2020-12-19,23,25.0,,0.25,5.75
2020-12-20,12,25.0,,0.25,3.0
2020-12-21,47,25.0,,0.25,11.75
2020-12-22,86,25.0,,0.25,21.5
2020-12-23,72,25.0,,0.25,18.0
2020-12-24,74,25.0,,0.25,18.5
2020-12-25,6,25.0,,0.25,1.5
2020-12-26,24,25.0,,0.25,6.0
2020-12-27,11,25.0,,0.25,2.75
2020-12-28,52,25.0,,0.25,13.0
2020-12-29,100,25.0,,0.25,25.0
2020-12-30,58,25.0,,0.25,14.5
2020-12-31,58,25.0,,0.25,14.5
2021-01-01,15,27.0,False,0.27,4.050000000000001
2021-01-02,5,27.0,,0.27,1.35
2021-01-03,23,27.0,,0.27,6.210000000000001
2021-01-04,54,27.0,,0.27,14.580000000000002
2021-01-05,63,27.0,,0.27,17.01
2021-01-06,87,27.0,,0.27,23.490000000000002
2021-01-07,55,27.0,,0.27,14.850000000000001
2021-01-08,64,27.0,,0.27,17.28
2021-01-09,19,27.0,,0.27,5.130000000000001
2021-01-10,23,27.0,,0.27,6.210000000000001
2021-01-11,67,27.0,,0.27,18.09
2021-01-12,51,27.0,,0.27,13.770000000000001
2021-01-13,52,27.0,,0.27,14.040000000000001
2021-01-14,100,27.0,,0.27,27.0
2021-01-15,73,27.0,,0.27,19.71
2021-01-16,52,27.0,,0.27,14.040000000000001
2021-01-17,37,27.0,,0.27,9.99
2021-01-18,54,27.0,,0.27,14.580000000000002
2021-01-19,69,27.0,,0.27,18.630000000000003
2021-01-20,84,27.0,,0.27,22.68
2021-01-21,42,27.0,,0.27,11.34
2021-01-22,56,27.0,,0.27,15.120000000000001
2021-01-23,33,27.0,,0.27,8.91
2021-01-24,33,27.0,,0.27,8.91
2021-01-25,46,27.0,,0.27,12.420000000000002
2021-01-26,47,27.0,,0.27,12.690000000000001
2021-01-27,63,27.0,,0.27,17.01
2021-01-28,34,27.0,,0.27,9.18
2021-01-29,43,27.0,,0.27,11.610000000000001
2021-01-30,53,27.0,,0.27,14.31
2021-01-31,38,27.0,,0.27,10.260000000000002
2021-02-01,37,40.0,False,0.4,14.8
2021-02-02,31,40.0,,0.4,12.4
2021-02-03,19,40.0,,0.4,7.6000000000000005
2021-02-04,31,40.0,,0.4,12.4
2021-02-05,24,40.0,,0.4,9.600000000000001
2021-02-06,14,40.0,,0.4,5.6000000000000005
2021-02-07,11,40.0,,0.4,4.4
2021-02-08,28,40.0,,0.4,11.200000000000001
2021-02-09,36,40.0,,0.4,14.4
2021-02-10,31,40.0,,0.4,12.4
2021-02-11,33,40.0,,0.4,13.200000000000001
2021-02-12,32,40.0,,0.4,12.8
2021-02-13,21,40.0,,0.4,8.4
2021-02-14,7,40.0,,0.4,2.8000000000000003
2021-02-15,29,40.0,,0.4,11.600000000000001
2021-02-16,56,40.0,,0.4,22.400000000000002
2021-02-17,44,40.0,,0.4,17.6
2021-02-18,38,40.0,,0.4,15.200000000000001
2021-02-19,62,40.0,,0.4,24.8
2021-02-20,10,40.0,,0.4,4.0
2021-02-21,5,40.0,,0.4,2.0
2021-02-22,49,40.0,,0.4,19.6
2021-02-23,38,40.0,,0.4,15.200000000000001
2021-02-24,58,40.0,,0.4,23.200000000000003
2021-02-25,97,40.0,,0.4,38.800000000000004
2021-02-26,100,40.0,,0.4,40.0
2021-02-27,33,40.0,,0.4,13.200000000000001
2021-02-28,35,40.0,,0.4,14.0
2021-03-01,73,51.0,False,0.51,37.230000000000004
2021-03-02,66,51.0,,0.51,33.660000000000004
2021-03-03,65,51.0,,0.51,33.15
2021-03-04,91,51.0,,0.51,46.410000000000004
2021-03-05,98,51.0,,0.51,49.980000000000004
2021-03-06,31,51.0,,0.51,15.81
2021-03-07,22,51.0,,0.51,11.22
2021-03-08,60,51.0,,0.51,30.6
2021-03-09,81,51.0,,0.51,41.31
2021-03-10,60,51.0,,0.51,30.6
2021-03-11,62,51.0,,0.51,31.62
2021-03-12,58,51.0,,0.51,29.580000000000002
2021-03-13,34,51.0,,0.51,17.34
2021-03-14,21,51.0,,0.51,10.71
2021-03-15,58,51.0,,0.51,29.580000000000002
2021-03-16,62,51.0,,0.51,31.62
2021-03-17,79,51.0,,0.51,40.29
2021-03-18,100,51.0,,0.51,51.0
2021-03-19,51,51.0,,0.51,26.01
2021-03-20,19,51.0,,0.51,9.69
2021-03-21,28,51.0,,0.51,14.280000000000001
2021-03-22,56,51.0,,0.51,28.560000000000002
2021-03-23,36,51.0,,0.51,18.36
2021-03-24,50,51.0,,0.51,25.5
2021-03-25,44,51.0,,0.51,22.44
2021-03-26,43,51.0,,0.51,21.93
2021-03-27,8,51.0,,0.51,4.08
2021-03-28,14,51.0,,0.51,7.140000000000001
2021-03-29,47,51.0,,0.51,23.97
2021-03-30,50,51.0,,0.51,25.5
2021-03-31,29,51.0,,0.51,14.790000000000001
2021-04-01,94,27.0,False,0.27,25.380000000000003
2021-04-02,28,27.0,,0.27,7.5600000000000005
2021-04-03,48,27.0,,0.27,12.96
2021-04-04,25,27.0,,0.27,6.75
2021-04-05,76,27.0,,0.27,20.520000000000003
2021-04-06,62,27.0,,0.27,16.740000000000002
2021-04-07,46,27.0,,0.27,12.420000000000002
2021-04-08,61,27.0,,0.27,16.470000000000002
2021-04-09,46,27.0,,0.27,12.420000000000002
2021-04-10,23,27.0,,0.27,6.210000000000001
2021-04-11,11,27.0,,0.27,2.97
2021-04-12,52,27.0,,0.27,14.040000000000001
