date,NOW_unscaled,NOW_monthly,isPartial,scale,NOW
2019-08-28,82,77.0,,0.77,63.14
2019-08-29,81,77.0,,0.77,62.370000000000005
2019-08-30,85,77.0,,0.77,65.45
2019-08-31,98,77.0,,0.77,75.46000000000001
2019-09-01,92,84.0,False,0.84,77.28
2019-09-02,100,84.0,,0.84,84.0
2019-09-03,97,84.0,,0.84,81.48
2019-09-04,85,84.0,,0.84,71.39999999999999
2019-09-05,89,84.0,,0.84,74.75999999999999
2019-09-06,84,84.0,,0.84,70.56
2019-09-07,86,84.0,,0.84,72.24
2019-09-08,84,84.0,,0.84,70.56
2019-09-09,75,84.0,,0.84,63.0
2019-09-10,79,84.0,,0.84,66.36
2019-09-11,73,84.0,,0.84,61.32
2019-09-12,75,84.0,,0.84,63.0
2019-09-13,74,84.0,,0.84,62.16
2019-09-14,84,84.0,,0.84,70.56
2019-09-15,82,84.0,,0.84,68.88
2019-09-16,70,84.0,,0.84,58.8
2019-09-17,71,84.0,,0.84,59.64
2019-09-18,71,84.0,,0.84,59.64
2019-09-19,72,84.0,,0.84,60.48
2019-09-20,77,84.0,,0.84,64.67999999999999
2019-09-21,83,84.0,,0.84,69.72
2019-09-22,85,84.0,,0.84,71.39999999999999
2019-09-23,74,84.0,,0.84,62.16
2019-09-24,74,84.0,,0.84,62.16
2019-09-25,73,84.0,,0.84,61.32
2019-09-26,74,84.0,,0.84,62.16
2019-09-27,77,84.0,,0.84,64.67999999999999
2019-09-28,87,84.0,,0.84,73.08
2019-09-29,84,84.0,,0.84,70.56
2019-09-30,72,84.0,,0.84,60.48
2019-10-01,79,77.0,False,0.77,60.83
2019-10-02,80,77.0,,0.77,61.6
2019-10-03,83,77.0,,0.77,63.910000000000004
2019-10-04,83,77.0,,0.77,63.910000000000004
2019-10-05,94,77.0,,0.77,72.38
2019-10-06,92,77.0,,0.77,70.84
2019-10-07,83,77.0,,0.77,63.910000000000004
2019-10-08,79,77.0,,0.77,60.83
2019-10-09,83,77.0,,0.77,63.910000000000004
2019-10-10,80,77.0,,0.77,61.6
2019-10-11,91,77.0,,0.77,70.07000000000001
2019-10-12,98,77.0,,0.77,75.46000000000001
2019-10-13,95,77.0,,0.77,73.15
2019-10-14,81,77.0,,0.77,62.370000000000005
2019-10-15,100,77.0,,0.77,77.0
2019-10-16,78,77.0,,0.77,60.06
2019-10-17,79,77.0,,0.77,60.83
2019-10-18,86,77.0,,0.77,66.22
2019-10-19,92,77.0,,0.77,70.84
2019-10-20,89,77.0,,0.77,68.53
2019-10-21,81,77.0,,0.77,62.370000000000005
2019-10-22,76,77.0,,0.77,58.52
2019-10-23,78,77.0,,0.77,60.06
2019-10-24,84,77.0,,0.77,64.68
2019-10-25,90,77.0,,0.77,69.3
2019-10-26,93,77.0,,0.77,71.61
2019-10-27,98,77.0,,0.77,75.46000000000001
2019-10-28,87,77.0,,0.77,66.99
2019-10-29,80,77.0,,0.77,61.6
2019-10-30,84,77.0,,0.77,64.68
2019-10-31,81,77.0,,0.77,62.370000000000005
2019-11-01,82,78.0,False,0.78,63.96
2019-11-02,87,78.0,,0.78,67.86
2019-11-03,100,78.0,,0.78,78.0
2019-11-04,82,78.0,,0.78,63.96
2019-11-05,82,78.0,,0.78,63.96
2019-11-06,79,78.0,,0.78,61.620000000000005
2019-11-07,80,78.0,,0.78,62.400000000000006
2019-11-08,84,78.0,,0.78,65.52
2019-11-09,90,78.0,,0.78,70.2
2019-11-10,92,78.0,,0.78,71.76
2019-11-11,82,78.0,,0.78,63.96
2019-11-12,82,78.0,,0.78,63.96
2019-11-13,80,78.0,,0.78,62.400000000000006
2019-11-14,79,78.0,,0.78,61.620000000000005
2019-11-15,77,78.0,,0.78,60.06
2019-11-16,88,78.0,,0.78,68.64
2019-11-17,90,78.0,,0.78,70.2
2019-11-18,76,78.0,,0.78,59.28
2019-11-19,78,78.0,,0.78,60.84
2019-11-20,79,78.0,,0.78,61.620000000000005
2019-11-21,77,78.0,,0.78,60.06
2019-11-22,80,78.0,,0.78,62.400000000000006
2019-11-23,84,78.0,,0.78,65.52
2019-11-24,84,78.0,,0.78,65.52
2019-11-25,79,78.0,,0.78,61.620000000000005
2019-11-26,81,78.0,,0.78,63.18
2019-11-27,83,78.0,,0.78,64.74000000000001
2019-11-28,92,78.0,,0.78,71.76
2019-11-29,87,78.0,,0.78,67.86
2019-11-30,84,78.0,,0.78,65.52
2019-12-01,57,78.0,False,0.78,44.46
2019-12-02,49,78.0,,0.78,38.22
2019-12-03,49,78.0,,0.78,38.22
2019-12-04,48,78.0,,0.78,37.44
2019-12-05,51,78.0,,0.78,39.78
2019-12-06,50,78.0,,0.78,39.0
2019-12-07,53,78.0,,0.78,41.34
2019-12-08,53,78.0,,0.78,41.34
2019-12-09,47,78.0,,0.78,36.660000000000004
2019-12-10,48,78.0,,0.78,37.44
2019-12-11,47,78.0,,0.78,36.660000000000004
2019-12-12,49,78.0,,0.78,38.22
2019-12-13,50,78.0,,0.78,39.0
2019-12-14,52,78.0,,0.78,40.56
2019-12-15,55,78.0,,0.78,42.9
2019-12-16,52,78.0,,0.78,40.56
2019-12-17,50,78.0,,0.78,39.0
2019-12-18,49,78.0,,0.78,38.22
2019-12-19,60,78.0,,0.78,46.800000000000004
2019-12-20,51,78.0,,0.78,39.78
2019-12-21,57,78.0,,0.78,44.46
2019-12-22,58,78.0,,0.78,45.24
2019-12-23,54,78.0,,0.78,42.120000000000005
2019-12-24,63,78.0,,0.78,49.14
2019-12-25,100,78.0,,0.78,78.0
2019-12-26,66,78.0,,0.78,51.480000000000004
2019-12-27,61,78.0,,0.78,47.58
2019-12-28,61,78.0,,0.78,47.58
2019-12-29,62,78.0,,0.78,48.36
2019-12-30,59,78.0,,0.78,46.02
2019-12-31,60,78.0,,0.78,46.800000000000004
2020-01-01,100,85.0,False,0.85,85.0
2020-01-02,82,85.0,,0.85,69.7
2020-01-03,82,85.0,,0.85,69.7
2020-01-04,86,85.0,,0.85,73.1
2020-01-05,94,85.0,,0.85,79.89999999999999
2020-01-06,79,85.0,,0.85,67.14999999999999
2020-01-07,77,85.0,,0.85,65.45
2020-01-08,84,85.0,,0.85,71.39999999999999
2020-01-09,73,85.0,,0.85,62.05
2020-01-10,73,85.0,,0.85,62.05
2020-01-11,86,85.0,,0.85,73.1
2020-01-12,82,85.0,,0.85,69.7
2020-01-13,75,85.0,,0.85,63.75
2020-01-14,72,85.0,,0.85,61.199999999999996
2020-01-15,74,85.0,,0.85,62.9
2020-01-16,71,85.0,,0.85,60.35
2020-01-17,72,85.0,,0.85,61.199999999999996
2020-01-18,84,85.0,,0.85,71.39999999999999
2020-01-19,83,85.0,,0.85,70.55
2020-01-20,79,85.0,,0.85,67.14999999999999
2020-01-21,74,85.0,,0.85,62.9
2020-01-22,78,85.0,,0.85,66.3
2020-01-23,73,85.0,,0.85,62.05
2020-01-24,71,85.0,,0.85,60.35
2020-01-25,84,85.0,,0.85,71.39999999999999
2020-01-26,74,85.0,,0.85,62.9
2020-01-27,72,85.0,,0.85,61.199999999999996
2020-01-28,74,85.0,,0.85,62.9
2020-01-29,74,85.0,,0.85,62.9
2020-01-30,70,85.0,,0.85,59.5
2020-01-31,76,85.0,,0.85,64.6
2020-02-01,92,78.0,False,0.78,71.76
2020-02-02,91,78.0,,0.78,70.98
2020-02-03,86,78.0,,0.78,67.08
2020-02-04,81,78.0,,0.78,63.18
2020-02-05,85,78.0,,0.78,66.3
2020-02-06,90,78.0,,0.78,70.2
2020-02-07,88,78.0,,0.78,68.64
2020-02-08,94,78.0,,0.78,73.32000000000001
2020-02-09,95,78.0,,0.78,74.10000000000001
2020-02-10,86,78.0,,0.78,67.08
2020-02-11,80,78.0,,0.78,62.400000000000006
2020-02-12,79,78.0,,0.78,61.620000000000005
2020-02-13,81,78.0,,0.78,63.18
2020-02-14,87,78.0,,0.78,67.86
2020-02-15,93,78.0,,0.78,72.54
2020-02-16,94,78.0,,0.78,73.32000000000001
2020-02-17,89,78.0,,0.78,69.42
2020-02-18,81,78.0,,0.78,63.18
2020-02-19,84,78.0,,0.78,65.52
2020-02-20,84,78.0,,0.78,65.52
2020-02-21,88,78.0,,0.78,68.64
2020-02-22,94,78.0,,0.78,73.32000000000001
2020-02-23,91,78.0,,0.78,70.98
2020-02-24,84,78.0,,0.78,65.52
2020-02-25,82,78.0,,0.78,63.96
2020-02-26,86,78.0,,0.78,67.08
2020-02-27,90,78.0,,0.78,70.2
2020-02-28,99,78.0,,0.78,77.22
2020-02-29,100,78.0,,0.78,78.0
2020-03-01,74,100.0,False,1.0,74.0
2020-03-02,71,100.0,,1.0,71.0
2020-03-03,67,100.0,,1.0,67.0
2020-03-04,65,100.0,,1.0,65.0
2020-03-05,66,100.0,,1.0,66.0
2020-03-06,67,100.0,,1.0,67.0
2020-03-07,77,100.0,,1.0,77.0
2020-03-08,84,100.0,,1.0,84.0
2020-03-09,83,100.0,,1.0,83.0
2020-03-10,79,100.0,,1.0,79.0
2020-03-11,79,100.0,,1.0,79.0
2020-03-12,92,100.0,,1.0,92.0
2020-03-13,93,100.0,,1.0,93.0
2020-03-14,90,100.0,,1.0,90.0
2020-03-15,91,100.0,,1.0,91.0
2020-03-16,95,100.0,,1.0,95.0
2020-03-17,95,100.0,,1.0,95.0
2020-03-18,100,100.0,,1.0,100.0
2020-03-19,95,100.0,,1.0,95.0
2020-03-20,96,100.0,,1.0,96.0
2020-03-21,94,100.0,,1.0,94.0
2020-03-22,96,100.0,,1.0,96.0
2020-03-23,94,100.0,,1.0,94.0
2020-03-24,95,100.0,,1.0,95.0
2020-03-25,94,100.0,,1.0,94.0
2020-03-26,92,100.0,,1.0,92.0
2020-03-27,88,100.0,,1.0,88.0
2020-03-28,87,100.0,,1.0,87.0
2020-03-29,92,100.0,,1.0,92.0
2020-03-30,85,100.0,,1.0,85.0
2020-03-31,86,100.0,,1.0,86.0
2020-04-01,89,93.0,False,0.93,82.77000000000001
2020-04-02,87,93.0,,0.93,80.91000000000001
2020-04-03,87,93.0,,0.93,80.91000000000001
2020-04-04,100,93.0,,0.93,93.0
2020-04-05,89,93.0,,0.93,82.77000000000001
2020-04-06,80,93.0,,0.93,74.4
2020-04-07,79,93.0,,0.93,73.47
2020-04-08,80,93.0,,0.93,74.4
2020-04-09,78,93.0,,0.93,72.54
2020-04-10,81,93.0,,0.93,75.33
2020-04-11,78,93.0,,0.93,72.54
2020-04-12,80,93.0,,0.93,74.4
2020-04-13,79,93.0,,0.93,73.47
2020-04-14,79,93.0,,0.93,73.47
2020-04-15,75,93.0,,0.93,69.75
2020-04-16,76,93.0,,0.93,70.68
2020-04-17,78,93.0,,0.93,72.54
2020-04-18,80,93.0,,0.93,74.4
2020-04-19,82,93.0,,0.93,76.26
2020-04-20,80,93.0,,0.93,74.4
2020-04-21,81,93.0,,0.93,75.33
2020-04-22,88,93.0,,0.93,81.84
2020-04-23,80,93.0,,0.93,74.4
2020-04-24,77,93.0,,0.93,71.61
2020-04-25,77,93.0,,0.93,71.61
2020-04-26,81,93.0,,0.93,75.33
2020-04-27,79,93.0,,0.93,73.47
2020-04-28,78,93.0,,0.93,72.54
2020-04-29,78,93.0,,0.93,72.54
2020-04-30,82,93.0,,0.93,76.26
2020-05-01,78,91.0,False,0.91,70.98
2020-05-02,80,91.0,,0.91,72.8
2020-05-03,80,91.0,,0.91,72.8
2020-05-04,75,91.0,,0.91,68.25
2020-05-05,71,91.0,,0.91,64.61
2020-05-06,73,91.0,,0.91,66.43
2020-05-07,74,91.0,,0.91,67.34
2020-05-08,73,91.0,,0.91,66.43
2020-05-09,74,91.0,,0.91,67.34
2020-05-10,73,91.0,,0.91,66.43
2020-05-11,74,91.0,,0.91,67.34
2020-05-12,73,91.0,,0.91,66.43
2020-05-13,71,91.0,,0.91,64.61
2020-05-14,74,91.0,,0.91,67.34
2020-05-15,78,91.0,,0.91,70.98
2020-05-16,79,91.0,,0.91,71.89
2020-05-17,75,91.0,,0.91,68.25
2020-05-18,77,91.0,,0.91,70.07000000000001
2020-05-19,72,91.0,,0.91,65.52
2020-05-20,75,91.0,,0.91,68.25
2020-05-21,73,91.0,,0.91,66.43
2020-05-22,72,91.0,,0.91,65.52
2020-05-23,75,91.0,,0.91,68.25
2020-05-24,77,91.0,,0.91,70.07000000000001
2020-05-25,77,91.0,,0.91,70.07000000000001
2020-05-26,75,91.0,,0.91,68.25
2020-05-27,78,91.0,,0.91,70.98
2020-05-28,75,91.0,,0.91,68.25
2020-05-29,75,91.0,,0.91,68.25
2020-05-30,84,91.0,,0.91,76.44
2020-05-31,100,91.0,,0.91,91.0
2020-06-01,100,90.0,False,0.9,90.0
2020-06-02,94,90.0,,0.9,84.60000000000001
2020-06-03,89,90.0,,0.9,80.10000000000001
2020-06-04,96,90.0,,0.9,86.4
2020-06-05,88,90.0,,0.9,79.2
2020-06-06,88,90.0,,0.9,79.2
2020-06-07,89,90.0,,0.9,80.10000000000001
2020-06-08,85,90.0,,0.9,76.5
2020-06-09,83,90.0,,0.9,74.7
2020-06-10,84,90.0,,0.9,75.60000000000001
2020-06-11,83,90.0,,0.9,74.7
2020-06-12,80,90.0,,0.9,72.0
2020-06-13,84,90.0,,0.9,75.60000000000001
2020-06-14,83,90.0,,0.9,74.7
2020-06-15,84,90.0,,0.9,75.60000000000001
2020-06-16,80,90.0,,0.9,72.0
2020-06-17,82,90.0,,0.9,73.8
2020-06-18,78,90.0,,0.9,70.2
2020-06-19,79,90.0,,0.9,71.10000000000001
2020-06-20,80,90.0,,0.9,72.0
2020-06-21,81,90.0,,0.9,72.9
2020-06-22,78,90.0,,0.9,70.2
2020-06-23,84,90.0,,0.9,75.60000000000001
2020-06-24,83,90.0,,0.9,74.7
2020-06-25,80,90.0,,0.9,72.0
2020-06-26,82,90.0,,0.9,73.8
2020-06-27,87,90.0,,0.9,78.3
2020-06-28,87,90.0,,0.9,78.3
2020-06-29,82,90.0,,0.9,73.8
2020-06-30,80,90.0,,0.9,72.0
2020-07-01,83,83.0,False,0.83,68.89
2020-07-02,85,83.0,,0.83,70.55
2020-07-03,84,83.0,,0.83,69.72
2020-07-04,89,83.0,,0.83,73.86999999999999
2020-07-05,92,83.0,,0.83,76.36
2020-07-06,82,83.0,,0.83,68.06
2020-07-07,83,83.0,,0.83,68.89
2020-07-08,86,83.0,,0.83,71.38
2020-07-09,83,83.0,,0.83,68.89
2020-07-10,87,83.0,,0.83,72.21
2020-07-11,86,83.0,,0.83,71.38
2020-07-12,89,83.0,,0.83,73.86999999999999
2020-07-13,84,83.0,,0.83,69.72
2020-07-14,83,83.0,,0.83,68.89
2020-07-15,81,83.0,,0.83,67.22999999999999
2020-07-16,83,83.0,,0.83,68.89
2020-07-17,86,83.0,,0.83,71.38
2020-07-18,86,83.0,,0.83,71.38
2020-07-19,87,83.0,,0.83,72.21
2020-07-20,81,83.0,,0.83,67.22999999999999
2020-07-21,83,83.0,,0.83,68.89
2020-07-22,86,83.0,,0.83,71.38
2020-07-23,83,83.0,,0.83,68.89
2020-07-24,85,83.0,,0.83,70.55
2020-07-25,88,83.0,,0.83,73.03999999999999
2020-07-26,93,83.0,,0.83,77.19
2020-07-27,87,83.0,,0.83,72.21
2020-07-28,80,83.0,,0.83,66.39999999999999
2020-07-29,84,83.0,,0.83,69.72
2020-07-30,100,83.0,,0.83,83.0
2020-07-31,89,83.0,,0.83,73.86999999999999
2020-08-01,98,87.0,False,0.87,85.26
2020-08-02,100,87.0,,0.87,87.0
2020-08-03,96,87.0,,0.87,83.52
2020-08-04,93,87.0,,0.87,80.91
2020-08-05,89,87.0,,0.87,77.42999999999999
2020-08-06,90,87.0,,0.87,78.3
2020-08-07,92,87.0,,0.87,80.04
2020-08-08,93,87.0,,0.87,80.91
2020-08-09,95,87.0,,0.87,82.65
2020-08-10,91,87.0,,0.87,79.17
2020-08-11,86,87.0,,0.87,74.82
2020-08-12,88,87.0,,0.87,76.56
2020-08-13,87,87.0,,0.87,75.69
2020-08-14,93,87.0,,0.87,80.91
2020-08-15,96,87.0,,0.87,83.52
2020-08-16,98,87.0,,0.87,85.26
2020-08-17,89,87.0,,0.87,77.42999999999999
2020-08-18,88,87.0,,0.87,76.56
2020-08-19,91,87.0,,0.87,79.17
2020-08-20,91,87.0,,0.87,79.17
2020-08-21,89,87.0,,0.87,77.42999999999999
2020-08-22,95,87.0,,0.87,82.65
2020-08-23,98,87.0,,0.87,85.26
2020-08-24,88,87.0,,0.87,76.56
2020-08-25,85,87.0,,0.87,73.95
2020-08-26,86,87.0,,0.87,74.82
2020-08-27,91,87.0,,0.87,79.17
2020-08-28,91,87.0,,0.87,79.17
2020-08-29,94,87.0,,0.87,81.78
2020-08-30,93,87.0,,0.87,80.91
2020-08-31,88,87.0,,0.87,76.56
2020-09-01,60,84.0,False,0.84,50.4
2020-09-02,60,84.0,,0.84,50.4
2020-09-03,61,84.0,,0.84,51.239999999999995
2020-09-04,59,84.0,,0.84,49.559999999999995
2020-09-05,65,84.0,,0.84,54.6
2020-09-06,69,84.0,,0.84,57.96
2020-09-07,72,84.0,,0.84,60.48
2020-09-08,65,84.0,,0.84,54.6
2020-09-09,66,84.0,,0.84,55.44
2020-09-10,64,84.0,,0.84,53.76
2020-09-11,66,84.0,,0.84,55.44
2020-09-12,69,84.0,,0.84,57.96
2020-09-13,72,84.0,,0.84,60.48
2020-09-14,66,84.0,,0.84,55.44
2020-09-15,64,84.0,,0.84,53.76
2020-09-16,64,84.0,,0.84,53.76
2020-09-17,63,84.0,,0.84,52.919999999999995
2020-09-18,61,84.0,,0.84,51.239999999999995
2020-09-19,100,84.0,,0.84,84.0
2020-09-20,66,84.0,,0.84,55.44
2020-09-21,61,84.0,,0.84,51.239999999999995
2020-09-22,58,84.0,,0.84,48.72
2020-09-23,60,84.0,,0.84,50.4
2020-09-24,59,84.0,,0.84,49.559999999999995
2020-09-25,61,84.0,,0.84,51.239999999999995
2020-09-26,64,84.0,,0.84,53.76
2020-09-27,64,84.0,,0.84,53.76
2020-09-28,62,84.0,,0.84,52.08
2020-09-29,61,84.0,,0.84,51.239999999999995
2020-09-30,60,84.0,,0.84,50.4
2020-10-01,90,81.0,False,0.81,72.9
2020-10-02,96,81.0,,0.81,77.76
2020-10-03,98,81.0,,0.81,79.38000000000001
2020-10-04,100,81.0,,0.81,81.0
2020-10-05,89,81.0,,0.81,72.09
2020-10-06,90,81.0,,0.81,72.9
2020-10-07,98,81.0,,0.81,79.38000000000001
2020-10-08,92,81.0,,0.81,74.52000000000001
2020-10-09,92,81.0,,0.81,74.52000000000001
2020-10-10,97,81.0,,0.81,78.57000000000001
2020-10-11,98,81.0,,0.81,79.38000000000001
2020-10-12,90,81.0,,0.81,72.9
2020-10-13,90,81.0,,0.81,72.9
2020-10-14,92,81.0,,0.81,74.52000000000001
2020-10-15,90,81.0,,0.81,72.9
2020-10-16,93,81.0,,0.81,75.33
2020-10-17,94,81.0,,0.81,76.14
2020-10-18,98,81.0,,0.81,79.38000000000001
2020-10-19,90,81.0,,0.81,72.9
2020-10-20,91,81.0,,0.81,73.71000000000001
2020-10-21,91,81.0,,0.81,73.71000000000001
2020-10-22,91,81.0,,0.81,73.71000000000001
2020-10-23,95,81.0,,0.81,76.95
2020-10-24,97,81.0,,0.81,78.57000000000001
2020-10-25,94,81.0,,0.81,76.14
2020-10-26,98,81.0,,0.81,79.38000000000001
2020-10-27,96,81.0,,0.81,77.76
2020-10-28,94,81.0,,0.81,76.14
2020-10-29,96,81.0,,0.81,77.76
2020-10-30,95,81.0,,0.81,76.95
2020-10-31,94,81.0,,0.81,76.14
2020-11-01,82,88.0,False,0.88,72.16
2020-11-02,76,88.0,,0.88,66.88
2020-11-03,81,88.0,,0.88,71.28
2020-11-04,100,88.0,,0.88,88.0
2020-11-05,77,88.0,,0.88,67.76
2020-11-06,72,88.0,,0.88,63.36
2020-11-07,82,88.0,,0.88,72.16
2020-11-08,84,88.0,,0.88,73.92
2020-11-09,76,88.0,,0.88,66.88
2020-11-10,73,88.0,,0.88,64.24
2020-11-11,72,88.0,,0.88,63.36
2020-11-12,80,88.0,,0.88,70.4
2020-11-13,73,88.0,,0.88,64.24
2020-11-14,72,88.0,,0.88,63.36
2020-11-15,75,88.0,,0.88,66.0
2020-11-16,71,88.0,,0.88,62.48
2020-11-17,70,88.0,,0.88,61.6
2020-11-18,71,88.0,,0.88,62.48
2020-11-19,71,88.0,,0.88,62.48
2020-11-20,71,88.0,,0.88,62.48
2020-11-21,71,88.0,,0.88,62.48
2020-11-22,70,88.0,,0.88,61.6
2020-11-23,70,88.0,,0.88,61.6
2020-11-24,71,88.0,,0.88,62.48
2020-11-25,70,88.0,,0.88,61.6
2020-11-26,76,88.0,,0.88,66.88
2020-11-27,71,88.0,,0.88,62.48
2020-11-28,67,88.0,,0.88,58.96
2020-11-29,68,88.0,,0.88,59.84
2020-11-30,68,88.0,,0.88,59.84
2020-12-01,66,85.0,False,0.85,56.1
2020-12-02,66,85.0,,0.85,56.1
2020-12-03,68,85.0,,0.85,57.8
2020-12-04,67,85.0,,0.85,56.949999999999996
2020-12-05,68,85.0,,0.85,57.8
2020-12-06,68,85.0,,0.85,57.8
2020-12-07,67,85.0,,0.85,56.949999999999996
2020-12-08,66,85.0,,0.85,56.1
2020-12-09,66,85.0,,0.85,56.1
2020-12-10,68,85.0,,0.85,57.8
2020-12-11,66,85.0,,0.85,56.1
2020-12-12,68,85.0,,0.85,57.8
2020-12-13,69,85.0,,0.85,58.65
2020-12-14,67,85.0,,0.85,56.949999999999996
2020-12-15,64,85.0,,0.85,54.4
2020-12-16,66,85.0,,0.85,56.1
2020-12-17,67,85.0,,0.85,56.949999999999996
2020-12-18,66,85.0,,0.85,56.1
2020-12-19,67,85.0,,0.85,56.949999999999996
2020-12-20,67,85.0,,0.85,56.949999999999996
2020-12-21,69,85.0,,0.85,58.65
2020-12-22,68,85.0,,0.85,57.8
2020-12-23,67,85.0,,0.85,56.949999999999996
2020-12-24,72,85.0,,0.85,61.199999999999996
2020-12-25,100,85.0,,0.85,85.0
2020-12-26,75,85.0,,0.85,63.75
2020-12-27,72,85.0,,0.85,61.199999999999996
2020-12-28,71,85.0,,0.85,60.35
2020-12-29,68,85.0,,0.85,57.8
2020-12-30,68,85.0,,0.85,57.8
2020-12-31,75,85.0,,0.85,63.75
2021-01-01,93,89.0,False,0.89,82.77
2021-01-02,82,89.0,,0.89,72.98
2021-01-03,80,89.0,,0.89,71.2
2021-01-04,75,89.0,,0.89,66.75
2021-01-05,75,89.0,,0.89,66.75
2021-01-06,95,89.0,,0.89,84.55
2021-01-07,100,89.0,,0.89,89.0
2021-01-08,81,89.0,,0.89,72.09
2021-01-09,84,89.0,,0.89,74.76
2021-01-10,85,89.0,,0.89,75.65
2021-01-11,80,89.0,,0.89,71.2
2021-01-12,77,89.0,,0.89,68.53
2021-01-13,80,89.0,,0.89,71.2
2021-01-14,77,89.0,,0.89,68.53
2021-01-15,79,89.0,,0.89,70.31
2021-01-16,81,89.0,,0.89,72.09
2021-01-17,83,89.0,,0.89,73.87
2021-01-18,78,89.0,,0.89,69.42
2021-01-19,79,89.0,,0.89,70.31
2021-01-20,87,89.0,,0.89,77.43
2021-01-21,80,89.0,,0.89,71.2
2021-01-22,77,89.0,,0.89,68.53
2021-01-23,83,89.0,,0.89,73.87
2021-01-24,82,89.0,,0.89,72.98
2021-01-25,76,89.0,,0.89,67.64
2021-01-26,74,89.0,,0.89,65.86
2021-01-27,80,89.0,,0.89,71.2
2021-01-28,81,89.0,,0.89,72.09
2021-01-29,83,89.0,,0.89,73.87
2021-01-30,79,89.0,,0.89,70.31
2021-01-31,80,89.0,,0.89,71.2
2021-02-01,91,87.0,False,0.87,79.17
2021-02-02,86,87.0,,0.87,74.82
2021-02-03,84,87.0,,0.87,73.08
2021-02-04,84,87.0,,0.87,73.08
2021-02-05,86,87.0,,0.87,74.82
2021-02-06,89,87.0,,0.87,77.42999999999999
2021-02-07,87,87.0,,0.87,75.69
2021-02-08,89,87.0,,0.87,77.42999999999999
2021-02-09,83,87.0,,0.87,72.21
2021-02-10,85,87.0,,0.87,73.95
2021-02-11,84,87.0,,0.87,73.08
2021-02-12,87,87.0,,0.87,75.69
2021-02-13,91,87.0,,0.87,79.17
2021-02-14,94,87.0,,0.87,81.78
2021-02-15,98,87.0,,0.87,85.26
2021-02-16,100,87.0,,0.87,87.0
2021-02-17,92,87.0,,0.87,80.04
2021-02-18,93,87.0,,0.87,80.91
2021-02-19,90,87.0,,0.87,78.3
2021-02-20,89,87.0,,0.87,77.42999999999999
2021-02-21,86,87.0,,0.87,74.82
2021-02-22,85,87.0,,0.87,73.95
2021-02-23,83,87.0,,0.87,72.21
2021-02-24,80,87.0,,0.87,69.6
2021-02-25,86,87.0,,0.87,74.82
2021-02-26,84,87.0,,0.87,73.08
2021-02-27,85,87.0,,0.87,73.95
2021-02-28,89,87.0,,0.87,77.42999999999999
2021-03-01,84,82.0,False,0.82,68.88
2021-03-02,82,82.0,,0.82,67.24
2021-03-03,82,82.0,,0.82,67.24
2021-03-04,86,82.0,,0.82,70.52
2021-03-05,84,82.0,,0.82,68.88
2021-03-06,83,82.0,,0.82,68.06
2021-03-07,90,82.0,,0.82,73.8
2021-03-08,84,82.0,,0.82,68.88
2021-03-09,82,82.0,,0.82,67.24
2021-03-10,83,82.0,,0.82,68.06
2021-03-11,84,82.0,,0.82,68.88
2021-03-12,83,82.0,,0.82,68.06
2021-03-13,88,82.0,,0.82,72.16
2021-03-14,100,82.0,,0.82,82.0
2021-03-15,85,82.0,,0.82,69.7
2021-03-16,84,82.0,,0.82,68.88
2021-03-17,83,82.0,,0.82,68.06
2021-03-18,87,82.0,,0.82,71.33999999999999
2021-03-19,85,82.0,,0.82,69.7
2021-03-20,87,82.0,,0.82,71.33999999999999
2021-03-21,89,82.0,,0.82,72.97999999999999
2021-03-22,85,82.0,,0.82,69.7
2021-03-23,81,82.0,,0.82,66.42
2021-03-24,81,82.0,,0.82,66.42
2021-03-25,84,82.0,,0.82,68.88
2021-03-26,86,82.0,,0.82,70.52
2021-03-27,86,82.0,,0.82,70.52
2021-03-28,90,82.0,,0.82,73.8
2021-03-29,85,82.0,,0.82,69.7
2021-03-30,85,82.0,,0.82,69.7
2021-03-31,81,82.0,,0.82,66.42
2021-04-01,82,80.0,False,0.8,65.60000000000001
2021-04-02,83,80.0,,0.8,66.4
2021-04-03,83,80.0,,0.8,66.4
2021-04-04,86,80.0,,0.8,68.8
2021-04-05,100,80.0,,0.8,80.0
2021-04-06,84,80.0,,0.8,67.2
2021-04-07,83,80.0,,0.8,66.4
2021-04-08,81,80.0,,0.8,64.8
2021-04-09,82,80.0,,0.8,65.60000000000001
2021-04-10,86,80.0,,0.8,68.8
2021-04-11,88,80.0,,0.8,70.4
2021-04-12,83,80.0,,0.8,66.4
2021-04-13,83,80.0,,0.8,66.4
2021-04-14,78,80.0,,0.8,62.400000000000006
2021-04-15,83,80.0,,0.8,66.4
2021-04-16,88,80.0,,0.8,70.4
2021-04-17,91,80.0,,0.8,72.8
2021-04-18,86,80.0,,0.8,68.8
2021-04-19,86,80.0,,0.8,68.8
2021-04-20,88,80.0,,0.8,70.4
2021-04-21,86,80.0,,0.8,68.8
2021-04-22,85,80.0,,0.8,68.0
2021-04-23,84,80.0,,0.8,67.2
2021-04-24,87,80.0,,0.8,69.60000000000001
2021-04-25,86,80.0,,0.8,68.8
2021-04-26,82,80.0,,0.8,65.60000000000001
2021-04-27,83,80.0,,0.8,66.4
2021-04-28,81,80.0,,0.8,64.8
2021-04-29,79,80.0,,0.8,63.2
2021-04-30,81,80.0,,0.8,64.8
2021-05-01,86,84.0,False,0.84,72.24
