date,PYPL_unscaled,PYPL_monthly,isPartial,scale,PYPL
2019-09-04,69,14.0,,0.14,9.66
2019-09-05,66,14.0,,0.14,9.24
2019-09-06,81,14.0,,0.14,11.340000000000002
2019-09-07,0,14.0,,0.14,0.0
2019-09-08,4,14.0,,0.14,0.56
2019-09-09,96,14.0,,0.14,13.440000000000001
2019-09-10,96,14.0,,0.14,13.440000000000001
2019-09-11,100,14.0,,0.14,14.000000000000002
2019-09-12,77,14.0,,0.14,10.780000000000001
2019-09-13,66,14.0,,0.14,9.24
2019-09-14,14,14.0,,0.14,1.9600000000000002
2019-09-15,0,14.0,,0.14,0.0
2019-09-16,53,14.0,,0.14,7.420000000000001
2019-09-17,46,14.0,,0.14,6.44
2019-09-18,68,14.0,,0.14,9.520000000000001
2019-09-19,73,14.0,,0.14,10.22
2019-09-20,67,14.0,,0.14,9.38
2019-09-21,18,14.0,,0.14,2.5200000000000005
2019-09-22,5,14.0,,0.14,0.7000000000000001
2019-09-23,68,14.0,,0.14,9.520000000000001
2019-09-24,77,14.0,,0.14,10.780000000000001
2019-09-25,82,14.0,,0.14,11.48
2019-09-26,67,14.0,,0.14,9.38
2019-09-27,80,14.0,,0.14,11.200000000000001
2019-09-28,10,14.0,,0.14,1.4000000000000001
2019-09-29,19,14.0,,0.14,2.66
2019-09-30,39,14.0,,0.14,5.460000000000001
2019-10-01,16,21.0,False,0.21,3.36
2019-10-02,14,21.0,,0.21,2.94
2019-10-03,23,21.0,,0.21,4.83
2019-10-04,20,21.0,,0.21,4.2
2019-10-05,4,21.0,,0.21,0.84
2019-10-06,1,21.0,,0.21,0.21
2019-10-07,24,21.0,,0.21,5.04
2019-10-08,24,21.0,,0.21,5.04
2019-10-09,23,21.0,,0.21,4.83
2019-10-10,18,21.0,,0.21,3.78
2019-10-11,22,21.0,,0.21,4.62
2019-10-12,6,21.0,,0.21,1.26
2019-10-13,3,21.0,,0.21,0.63
2019-10-14,15,21.0,,0.21,3.15
2019-10-15,16,21.0,,0.21,3.36
2019-10-16,14,21.0,,0.21,2.94
2019-10-17,15,21.0,,0.21,3.15
2019-10-18,18,21.0,,0.21,3.78
2019-10-19,1,21.0,,0.21,0.21
2019-10-20,3,21.0,,0.21,0.63
2019-10-21,23,21.0,,0.21,4.83
2019-10-22,38,21.0,,0.21,7.9799999999999995
2019-10-23,90,21.0,,0.21,18.9
2019-10-24,100,21.0,,0.21,21.0
2019-10-25,39,21.0,,0.21,8.19
2019-10-26,4,21.0,,0.21,0.84
2019-10-27,8,21.0,,0.21,1.68
2019-10-28,21,21.0,,0.21,4.41
2019-10-29,32,21.0,,0.21,6.72
2019-10-30,19,21.0,,0.21,3.9899999999999998
2019-10-31,28,21.0,,0.21,5.88
2019-11-01,77,19.0,False,0.19,14.63
2019-11-02,18,19.0,,0.19,3.42
2019-11-03,3,19.0,,0.19,0.5700000000000001
2019-11-04,67,19.0,,0.19,12.73
2019-11-05,100,19.0,,0.19,19.0
2019-11-06,69,19.0,,0.19,13.11
2019-11-07,97,19.0,,0.19,18.43
2019-11-08,47,19.0,,0.19,8.93
2019-11-09,20,19.0,,0.19,3.8
2019-11-10,17,19.0,,0.19,3.23
2019-11-11,73,19.0,,0.19,13.870000000000001
2019-11-12,82,19.0,,0.19,15.58
2019-11-13,82,19.0,,0.19,15.58
2019-11-14,57,19.0,,0.19,10.83
2019-11-15,66,19.0,,0.19,12.540000000000001
2019-11-16,10,19.0,,0.19,1.9
2019-11-17,20,19.0,,0.19,3.8
2019-11-18,57,19.0,,0.19,10.83
2019-11-19,58,19.0,,0.19,11.02
2019-11-20,85,19.0,,0.19,16.15
2019-11-21,79,19.0,,0.19,15.01
2019-11-22,65,19.0,,0.19,12.35
2019-11-23,30,19.0,,0.19,5.7
2019-11-24,13,19.0,,0.19,2.47
2019-11-25,55,19.0,,0.19,10.45
2019-11-26,73,19.0,,0.19,13.870000000000001
2019-11-27,78,19.0,,0.19,14.82
2019-11-28,17,19.0,,0.19,3.23
2019-11-29,32,19.0,,0.19,6.08
2019-11-30,23,19.0,,0.19,4.37
2019-12-01,8,14.0,False,0.14,1.12
2019-12-02,71,14.0,,0.14,9.940000000000001
2019-12-03,76,14.0,,0.14,10.64
2019-12-04,55,14.0,,0.14,7.700000000000001
2019-12-05,71,14.0,,0.14,9.940000000000001
2019-12-06,68,14.0,,0.14,9.520000000000001
2019-12-07,18,14.0,,0.14,2.5200000000000005
2019-12-08,13,14.0,,0.14,1.8200000000000003
2019-12-09,52,14.0,,0.14,7.280000000000001
2019-12-10,76,14.0,,0.14,10.64
2019-12-11,52,14.0,,0.14,7.280000000000001
2019-12-12,64,14.0,,0.14,8.96
2019-12-13,56,14.0,,0.14,7.840000000000001
2019-12-14,9,14.0,,0.14,1.2600000000000002
2019-12-15,9,14.0,,0.14,1.2600000000000002
2019-12-16,90,14.0,,0.14,12.600000000000001
2019-12-17,53,14.0,,0.14,7.420000000000001
2019-12-18,57,14.0,,0.14,7.98
2019-12-19,89,14.0,,0.14,12.46
2019-12-20,100,14.0,,0.14,14.000000000000002
2019-12-21,14,14.0,,0.14,1.9600000000000002
2019-12-22,9,14.0,,0.14,1.2600000000000002
2019-12-23,63,14.0,,0.14,8.82
2019-12-24,80,14.0,,0.14,11.200000000000001
2019-12-25,15,14.0,,0.14,2.1
2019-12-26,71,14.0,,0.14,9.940000000000001
2019-12-27,91,14.0,,0.14,12.740000000000002
2019-12-28,9,14.0,,0.14,1.2600000000000002
2019-12-29,30,14.0,,0.14,4.2
2019-12-30,78,14.0,,0.14,10.920000000000002
2019-12-31,79,14.0,,0.14,11.06
2020-01-01,9,21.0,False,0.21,1.89
2020-01-02,38,21.0,,0.21,7.9799999999999995
2020-01-03,43,21.0,,0.21,9.03
2020-01-04,16,21.0,,0.21,3.36
2020-01-05,2,21.0,,0.21,0.42
2020-01-06,42,21.0,,0.21,8.82
2020-01-07,57,21.0,,0.21,11.969999999999999
2020-01-08,56,21.0,,0.21,11.76
2020-01-09,38,21.0,,0.21,7.9799999999999995
2020-01-10,25,21.0,,0.21,5.25
2020-01-11,18,21.0,,0.21,3.78
2020-01-12,10,21.0,,0.21,2.1
2020-01-13,40,21.0,,0.21,8.4
2020-01-14,40,21.0,,0.21,8.4
2020-01-15,38,21.0,,0.21,7.9799999999999995
2020-01-16,39,21.0,,0.21,8.19
2020-01-17,45,21.0,,0.21,9.45
2020-01-18,6,21.0,,0.21,1.26
2020-01-19,6,21.0,,0.21,1.26
2020-01-20,15,21.0,,0.21,3.15
2020-01-21,43,21.0,,0.21,9.03
2020-01-22,57,21.0,,0.21,11.969999999999999
2020-01-23,64,21.0,,0.21,13.44
2020-01-24,41,21.0,,0.21,8.61
2020-01-25,4,21.0,,0.21,0.84
2020-01-26,6,21.0,,0.21,1.26
2020-01-27,54,21.0,,0.21,11.34
2020-01-28,49,21.0,,0.21,10.29
2020-01-29,100,21.0,,0.21,21.0
2020-01-30,84,21.0,,0.21,17.64
2020-01-31,49,21.0,,0.21,10.29
2020-02-01,34,21.0,False,0.21,7.14
2020-02-02,6,21.0,,0.21,1.26
2020-02-03,85,21.0,,0.21,17.849999999999998
2020-02-04,96,21.0,,0.21,20.16
2020-02-05,67,21.0,,0.21,14.07
2020-02-06,53,21.0,,0.21,11.129999999999999
2020-02-07,59,21.0,,0.21,12.389999999999999
2020-02-08,6,21.0,,0.21,1.26
2020-02-09,9,21.0,,0.21,1.89
2020-02-10,49,21.0,,0.21,10.29
2020-02-11,47,21.0,,0.21,9.87
2020-02-12,57,21.0,,0.21,11.969999999999999
2020-02-13,36,21.0,,0.21,7.56
2020-02-14,68,21.0,,0.21,14.28
2020-02-15,17,21.0,,0.21,3.57
2020-02-16,17,21.0,,0.21,3.57
2020-02-17,25,21.0,,0.21,5.25
2020-02-18,53,21.0,,0.21,11.129999999999999
2020-02-19,75,21.0,,0.21,15.75
2020-02-20,63,21.0,,0.21,13.229999999999999
2020-02-21,60,21.0,,0.21,12.6
2020-02-22,17,21.0,,0.21,3.57
2020-02-23,5,21.0,,0.21,1.05
2020-02-24,67,21.0,,0.21,14.07
2020-02-25,85,21.0,,0.21,17.849999999999998
2020-02-26,74,21.0,,0.21,15.54
2020-02-27,100,21.0,,0.21,21.0
2020-02-28,65,21.0,,0.21,13.65
2020-02-29,25,21.0,,0.21,5.25
2020-03-01,19,21.0,False,0.21,3.9899999999999998
2020-03-02,74,21.0,,0.21,15.54
2020-03-03,79,21.0,,0.21,16.59
2020-03-04,61,21.0,,0.21,12.809999999999999
2020-03-05,61,21.0,,0.21,12.809999999999999
2020-03-06,59,21.0,,0.21,12.389999999999999
2020-03-07,17,21.0,,0.21,3.57
2020-03-08,11,21.0,,0.21,2.31
2020-03-09,56,21.0,,0.21,11.76
2020-03-10,87,21.0,,0.21,18.27
2020-03-11,64,21.0,,0.21,13.44
2020-03-12,56,21.0,,0.21,11.76
2020-03-13,86,21.0,,0.21,18.06
2020-03-14,28,21.0,,0.21,5.88
2020-03-15,16,21.0,,0.21,3.36
2020-03-16,74,21.0,,0.21,15.54
2020-03-17,78,21.0,,0.21,16.38
2020-03-18,56,21.0,,0.21,11.76
2020-03-19,62,21.0,,0.21,13.02
2020-03-20,43,21.0,,0.21,9.03
2020-03-21,23,21.0,,0.21,4.83
2020-03-22,13,21.0,,0.21,2.73
2020-03-23,70,21.0,,0.21,14.7
2020-03-24,83,21.0,,0.21,17.43
2020-03-25,100,21.0,,0.21,21.0
2020-03-26,51,21.0,,0.21,10.709999999999999
2020-03-27,64,21.0,,0.21,13.44
2020-03-28,30,21.0,,0.21,6.3
2020-03-29,10,21.0,,0.21,2.1
2020-03-30,61,21.0,,0.21,12.809999999999999
2020-03-31,57,21.0,,0.21,11.969999999999999
2020-04-01,47,18.0,False,0.18,8.459999999999999
2020-04-02,51,18.0,,0.18,9.18
2020-04-03,35,18.0,,0.18,6.3
2020-04-04,29,18.0,,0.18,5.22
2020-04-05,5,18.0,,0.18,0.8999999999999999
2020-04-06,43,18.0,,0.18,7.739999999999999
2020-04-07,48,18.0,,0.18,8.64
2020-04-08,41,18.0,,0.18,7.38
2020-04-09,59,18.0,,0.18,10.62
2020-04-10,30,18.0,,0.18,5.3999999999999995
2020-04-11,12,18.0,,0.18,2.16
2020-04-12,17,18.0,,0.18,3.06
2020-04-13,49,18.0,,0.18,8.82
2020-04-14,37,18.0,,0.18,6.66
2020-04-15,59,18.0,,0.18,10.62
2020-04-16,50,18.0,,0.18,9.0
2020-04-17,42,18.0,,0.18,7.56
2020-04-18,16,18.0,,0.18,2.88
2020-04-19,7,18.0,,0.18,1.26
2020-04-20,63,18.0,,0.18,11.34
2020-04-21,53,18.0,,0.18,9.54
2020-04-22,59,18.0,,0.18,10.62
2020-04-23,78,18.0,,0.18,14.04
2020-04-24,63,18.0,,0.18,11.34
2020-04-25,18,18.0,,0.18,3.2399999999999998
2020-04-26,7,18.0,,0.18,1.26
2020-04-27,57,18.0,,0.18,10.26
2020-04-28,73,18.0,,0.18,13.139999999999999
2020-04-29,57,18.0,,0.18,10.26
2020-04-30,100,18.0,,0.18,18.0
2020-05-01,17,36.0,False,0.36,6.12
2020-05-02,2,36.0,,0.36,0.72
2020-05-03,5,36.0,,0.36,1.7999999999999998
2020-05-04,23,36.0,,0.36,8.28
2020-05-05,28,36.0,,0.36,10.08
2020-05-06,74,36.0,,0.36,26.64
2020-05-07,100,36.0,,0.36,36.0
2020-05-08,39,36.0,,0.36,14.04
2020-05-09,9,36.0,,0.36,3.2399999999999998
2020-05-10,7,36.0,,0.36,2.52
2020-05-11,26,36.0,,0.36,9.36
2020-05-12,29,36.0,,0.36,10.44
2020-05-13,20,36.0,,0.36,7.199999999999999
2020-05-14,13,36.0,,0.36,4.68
2020-05-15,21,36.0,,0.36,7.56
2020-05-16,4,36.0,,0.36,1.44
2020-05-17,4,36.0,,0.36,1.44
2020-05-18,19,36.0,,0.36,6.84
2020-05-19,19,36.0,,0.36,6.84
2020-05-20,20,36.0,,0.36,7.199999999999999
2020-05-21,13,36.0,,0.36,4.68
2020-05-22,21,36.0,,0.36,7.56
2020-05-23,4,36.0,,0.36,1.44
2020-05-24,4,36.0,,0.36,1.44
2020-05-25,7,36.0,,0.36,2.52
2020-05-26,25,36.0,,0.36,9.0
2020-05-27,23,36.0,,0.36,8.28
2020-05-28,20,36.0,,0.36,7.199999999999999
2020-05-29,15,36.0,,0.36,5.3999999999999995
2020-05-30,8,36.0,,0.36,2.88
2020-05-31,4,36.0,,0.36,1.44
2020-06-01,65,27.0,False,0.27,17.55
2020-06-02,54,27.0,,0.27,14.580000000000002
2020-06-03,68,27.0,,0.27,18.36
2020-06-04,47,27.0,,0.27,12.690000000000001
2020-06-05,47,27.0,,0.27,12.690000000000001
2020-06-06,18,27.0,,0.27,4.86
2020-06-07,4,27.0,,0.27,1.08
2020-06-08,44,27.0,,0.27,11.88
2020-06-09,51,27.0,,0.27,13.770000000000001
2020-06-10,36,27.0,,0.27,9.72
2020-06-11,71,27.0,,0.27,19.17
2020-06-12,58,27.0,,0.27,15.66
2020-06-13,13,27.0,,0.27,3.5100000000000002
2020-06-14,6,27.0,,0.27,1.62
2020-06-15,36,27.0,,0.27,9.72
2020-06-16,60,27.0,,0.27,16.200000000000003
2020-06-17,57,27.0,,0.27,15.39
2020-06-18,54,27.0,,0.27,14.580000000000002
2020-06-19,80,27.0,,0.27,21.6
2020-06-20,6,27.0,,0.27,1.62
2020-06-21,11,27.0,,0.27,2.97
2020-06-22,64,27.0,,0.27,17.28
2020-06-23,100,27.0,,0.27,27.0
2020-06-24,57,27.0,,0.27,15.39
2020-06-25,64,27.0,,0.27,17.28
2020-06-26,69,27.0,,0.27,18.630000000000003
2020-06-27,26,27.0,,0.27,7.0200000000000005
2020-06-28,13,27.0,,0.27,3.5100000000000002
2020-06-29,63,27.0,,0.27,17.01
2020-06-30,69,27.0,,0.27,18.630000000000003
2020-07-01,30,39.0,False,0.39,11.700000000000001
2020-07-02,37,39.0,,0.39,14.43
2020-07-03,8,39.0,,0.39,3.12
2020-07-04,3,39.0,,0.39,1.17
2020-07-05,9,39.0,,0.39,3.5100000000000002
2020-07-06,34,39.0,,0.39,13.26
2020-07-07,22,39.0,,0.39,8.58
2020-07-08,30,39.0,,0.39,11.700000000000001
2020-07-09,27,39.0,,0.39,10.530000000000001
2020-07-10,35,39.0,,0.39,13.65
2020-07-11,11,39.0,,0.39,4.29
2020-07-12,4,39.0,,0.39,1.56
2020-07-13,26,39.0,,0.39,10.14
2020-07-14,28,39.0,,0.39,10.92
2020-07-15,25,39.0,,0.39,9.75
2020-07-16,26,39.0,,0.39,10.14
2020-07-17,35,39.0,,0.39,13.65
2020-07-18,5,39.0,,0.39,1.9500000000000002
2020-07-19,4,39.0,,0.39,1.56
2020-07-20,28,39.0,,0.39,10.92
2020-07-21,31,39.0,,0.39,12.09
2020-07-22,34,39.0,,0.39,13.26
2020-07-23,31,39.0,,0.39,12.09
2020-07-24,28,39.0,,0.39,10.92
2020-07-25,8,39.0,,0.39,3.12
2020-07-26,5,39.0,,0.39,1.9500000000000002
2020-07-27,27,39.0,,0.39,10.530000000000001
2020-07-28,29,39.0,,0.39,11.31
2020-07-29,100,39.0,,0.39,39.0
2020-07-30,89,39.0,,0.39,34.71
2020-07-31,46,39.0,,0.39,17.94
2020-08-01,18,30.0,False,0.3,5.3999999999999995
2020-08-02,23,30.0,,0.3,6.8999999999999995
2020-08-03,57,30.0,,0.3,17.099999999999998
2020-08-04,75,30.0,,0.3,22.5
2020-08-05,100,30.0,,0.3,30.0
2020-08-06,77,30.0,,0.3,23.099999999999998
2020-08-07,52,30.0,,0.3,15.6
2020-08-08,20,30.0,,0.3,6.0
2020-08-09,7,30.0,,0.3,2.1
2020-08-10,62,30.0,,0.3,18.599999999999998
2020-08-11,73,30.0,,0.3,21.9
2020-08-12,63,30.0,,0.3,18.9
2020-08-13,49,30.0,,0.3,14.7
2020-08-14,53,30.0,,0.3,15.899999999999999
2020-08-15,6,30.0,,0.3,1.7999999999999998
2020-08-16,11,30.0,,0.3,3.3
2020-08-17,60,30.0,,0.3,18.0
2020-08-18,51,30.0,,0.3,15.299999999999999
2020-08-19,52,30.0,,0.3,15.6
2020-08-20,54,30.0,,0.3,16.2
2020-08-21,48,30.0,,0.3,14.399999999999999
2020-08-22,13,30.0,,0.3,3.9
2020-08-23,18,30.0,,0.3,5.3999999999999995
2020-08-24,56,30.0,,0.3,16.8
2020-08-25,59,30.0,,0.3,17.7
2020-08-26,53,30.0,,0.3,15.899999999999999
2020-08-27,50,30.0,,0.3,15.0
2020-08-28,36,30.0,,0.3,10.799999999999999
2020-08-29,9,30.0,,0.3,2.6999999999999997
2020-08-30,16,30.0,,0.3,4.8
2020-08-31,36,30.0,,0.3,10.799999999999999
2020-09-01,69,30.0,False,0.3,20.7
2020-09-02,78,30.0,,0.3,23.4
2020-09-03,81,30.0,,0.3,24.3
2020-09-04,100,30.0,,0.3,30.0
2020-09-05,23,30.0,,0.3,6.8999999999999995
2020-09-06,10,30.0,,0.3,3.0
2020-09-07,15,30.0,,0.3,4.5
2020-09-08,74,30.0,,0.3,22.2
2020-09-09,64,30.0,,0.3,19.2
2020-09-10,54,30.0,,0.3,16.2
2020-09-11,64,30.0,,0.3,19.2
2020-09-12,15,30.0,,0.3,4.5
2020-09-13,6,30.0,,0.3,1.7999999999999998
2020-09-14,48,30.0,,0.3,14.399999999999999
2020-09-15,64,30.0,,0.3,19.2
2020-09-16,69,30.0,,0.3,20.7
2020-09-17,82,30.0,,0.3,24.599999999999998
2020-09-18,81,30.0,,0.3,24.3
2020-09-19,15,30.0,,0.3,4.5
2020-09-20,11,30.0,,0.3,3.3
2020-09-21,74,30.0,,0.3,22.2
2020-09-22,64,30.0,,0.3,19.2
2020-09-23,62,30.0,,0.3,18.599999999999998
2020-09-24,52,30.0,,0.3,15.6
2020-09-25,49,30.0,,0.3,14.7
2020-09-26,16,30.0,,0.3,4.8
2020-09-27,6,30.0,,0.3,1.7999999999999998
2020-09-28,66,30.0,,0.3,19.8
2020-09-29,49,30.0,,0.3,14.7
2020-09-30,66,30.0,,0.3,19.8
2020-10-01,48,31.0,False,0.31,14.879999999999999
2020-10-02,42,31.0,,0.31,13.02
2020-10-03,16,31.0,,0.31,4.96
2020-10-04,3,31.0,,0.31,0.9299999999999999
2020-10-05,48,31.0,,0.31,14.879999999999999
2020-10-06,49,31.0,,0.31,15.19
2020-10-07,31,31.0,,0.31,9.61
2020-10-08,41,31.0,,0.31,12.709999999999999
2020-10-09,46,31.0,,0.31,14.26
2020-10-10,17,31.0,,0.31,5.27
2020-10-11,3,31.0,,0.31,0.9299999999999999
2020-10-12,42,31.0,,0.31,13.02
2020-10-13,68,31.0,,0.31,21.08
2020-10-14,66,31.0,,0.31,20.46
2020-10-15,39,31.0,,0.31,12.09
2020-10-16,36,31.0,,0.31,11.16
2020-10-17,24,31.0,,0.31,7.4399999999999995
2020-10-18,12,31.0,,0.31,3.7199999999999998
2020-10-19,33,31.0,,0.31,10.23
2020-10-20,40,31.0,,0.31,12.4
2020-10-21,100,31.0,,0.31,31.0
2020-10-22,90,31.0,,0.31,27.9
2020-10-23,70,31.0,,0.31,21.7
2020-10-24,14,31.0,,0.31,4.34
2020-10-25,10,31.0,,0.31,3.1
2020-10-26,66,31.0,,0.31,20.46
2020-10-27,54,31.0,,0.31,16.74
2020-10-28,45,31.0,,0.31,13.95
2020-10-29,67,31.0,,0.31,20.77
2020-10-30,60,31.0,,0.31,18.6
2020-10-31,14,31.0,,0.31,4.34
2020-11-01,5,41.0,False,0.41,2.05
2020-11-02,83,41.0,,0.41,34.03
2020-11-03,100,41.0,,0.41,41.0
2020-11-04,44,41.0,,0.41,18.04
2020-11-05,45,41.0,,0.41,18.45
2020-11-06,27,41.0,,0.41,11.069999999999999
2020-11-07,6,41.0,,0.41,2.46
2020-11-08,8,41.0,,0.41,3.28
2020-11-09,62,41.0,,0.41,25.419999999999998
2020-11-10,50,41.0,,0.41,20.5
2020-11-11,32,41.0,,0.41,13.12
2020-11-12,32,41.0,,0.41,13.12
2020-11-13,33,41.0,,0.41,13.53
2020-11-14,7,41.0,,0.41,2.8699999999999997
2020-11-15,2,41.0,,0.41,0.82
2020-11-16,32,41.0,,0.41,13.12
2020-11-17,32,41.0,,0.41,13.12
2020-11-18,34,41.0,,0.41,13.94
2020-11-19,20,41.0,,0.41,8.2
2020-11-20,32,41.0,,0.41,13.12
2020-11-21,11,41.0,,0.41,4.51
2020-11-22,8,41.0,,0.41,3.28
2020-11-23,27,41.0,,0.41,11.069999999999999
2020-11-24,43,41.0,,0.41,17.63
2020-11-25,57,41.0,,0.41,23.369999999999997
2020-11-26,16,41.0,,0.41,6.56
2020-11-27,25,41.0,,0.41,10.25
2020-11-28,8,41.0,,0.41,3.28
2020-11-29,7,41.0,,0.41,2.8699999999999997
2020-11-30,37,41.0,,0.41,15.17
2020-12-01,66,36.0,False,0.36,23.759999999999998
2020-12-02,52,36.0,,0.36,18.72
2020-12-03,63,36.0,,0.36,22.68
2020-12-04,51,36.0,,0.36,18.36
2020-12-05,18,36.0,,0.36,6.4799999999999995
2020-12-06,13,36.0,,0.36,4.68
2020-12-07,41,36.0,,0.36,14.76
2020-12-08,45,36.0,,0.36,16.2
2020-12-09,40,36.0,,0.36,14.399999999999999
2020-12-10,52,36.0,,0.36,18.72
2020-12-11,50,36.0,,0.36,18.0
2020-12-12,16,36.0,,0.36,5.76
2020-12-13,10,36.0,,0.36,3.5999999999999996
2020-12-14,58,36.0,,0.36,20.88
2020-12-15,50,36.0,,0.36,18.0
2020-12-16,73,36.0,,0.36,26.279999999999998
2020-12-17,100,36.0,,0.36,36.0
2020-12-18,66,36.0,,0.36,23.759999999999998
2020-12-19,21,36.0,,0.36,7.56
2020-12-20,15,36.0,,0.36,5.3999999999999995
2020-12-21,47,36.0,,0.36,16.919999999999998
2020-12-22,68,36.0,,0.36,24.48
2020-12-23,62,36.0,,0.36,22.32
2020-12-24,42,36.0,,0.36,15.12
2020-12-25,10,36.0,,0.36,3.5999999999999996
2020-12-26,17,36.0,,0.36,6.12
2020-12-27,12,36.0,,0.36,4.32
2020-12-28,37,36.0,,0.36,13.32
2020-12-29,71,36.0,,0.36,25.56
2020-12-30,41,36.0,,0.36,14.76
2020-12-31,54,36.0,,0.36,19.439999999999998
2021-01-01,15,31.0,False,0.31,4.65
2021-01-02,16,31.0,,0.31,4.96
2021-01-03,18,31.0,,0.31,5.58
2021-01-04,59,31.0,,0.31,18.29
2021-01-05,64,31.0,,0.31,19.84
2021-01-06,60,31.0,,0.31,18.6
2021-01-07,58,31.0,,0.31,17.98
2021-01-08,79,31.0,,0.31,24.49
2021-01-09,18,31.0,,0.31,5.58
2021-01-10,16,31.0,,0.31,4.96
2021-01-11,49,31.0,,0.31,15.19
2021-01-12,58,31.0,,0.31,17.98
2021-01-13,74,31.0,,0.31,22.94
2021-01-14,68,31.0,,0.31,21.08
2021-01-15,54,31.0,,0.31,16.74
2021-01-16,27,31.0,,0.31,8.37
2021-01-17,14,31.0,,0.31,4.34
2021-01-18,14,31.0,,0.31,4.34
2021-01-19,67,31.0,,0.31,20.77
2021-01-20,59,31.0,,0.31,18.29
2021-01-21,100,31.0,,0.31,31.0
2021-01-22,61,31.0,,0.31,18.91
2021-01-23,16,31.0,,0.31,4.96
2021-01-24,12,31.0,,0.31,3.7199999999999998
2021-01-25,79,31.0,,0.31,24.49
2021-01-26,76,31.0,,0.31,23.56
2021-01-27,66,31.0,,0.31,20.46
2021-01-28,86,31.0,,0.31,26.66
2021-01-29,54,31.0,,0.31,16.74
2021-01-30,20,31.0,,0.31,6.2
2021-01-31,11,31.0,,0.31,3.41
2021-02-01,22,74.0,False,0.74,16.28
2021-02-02,27,74.0,,0.74,19.98
2021-02-03,84,74.0,,0.74,62.16
2021-02-04,100,74.0,,0.74,74.0
2021-02-05,50,74.0,,0.74,37.0
2021-02-06,13,74.0,,0.74,9.62
2021-02-07,8,74.0,,0.74,5.92
2021-02-08,34,74.0,,0.74,25.16
2021-02-09,35,74.0,,0.74,25.9
2021-02-10,32,74.0,,0.74,23.68
2021-02-11,56,74.0,,0.74,41.44
2021-02-12,49,74.0,,0.74,36.26
2021-02-13,16,74.0,,0.74,11.84
2021-02-14,6,74.0,,0.74,4.4399999999999995
2021-02-15,12,74.0,,0.74,8.879999999999999
2021-02-16,46,74.0,,0.74,34.04
2021-02-17,42,74.0,,0.74,31.08
2021-02-18,36,74.0,,0.74,26.64
2021-02-19,41,74.0,,0.74,30.34
2021-02-20,7,74.0,,0.74,5.18
2021-02-21,3,74.0,,0.74,2.2199999999999998
2021-02-22,39,74.0,,0.74,28.86
2021-02-23,43,74.0,,0.74,31.82
2021-02-24,42,74.0,,0.74,31.08
2021-02-25,34,74.0,,0.74,25.16
2021-02-26,37,74.0,,0.74,27.38
2021-02-27,9,74.0,,0.74,6.66
2021-02-28,7,74.0,,0.74,5.18
2021-03-01,52,49.0,False,0.49,25.48
2021-03-02,56,49.0,,0.49,27.439999999999998
2021-03-03,48,49.0,,0.49,23.52
2021-03-04,68,49.0,,0.49,33.32
2021-03-05,100,49.0,,0.49,49.0
2021-03-06,20,49.0,,0.49,9.8
2021-03-07,8,49.0,,0.49,3.92
2021-03-08,65,49.0,,0.49,31.849999999999998
2021-03-09,79,49.0,,0.49,38.71
2021-03-10,86,49.0,,0.49,42.14
2021-03-11,56,49.0,,0.49,27.439999999999998
2021-03-12,55,49.0,,0.49,26.95
2021-03-13,18,49.0,,0.49,8.82
2021-03-14,7,49.0,,0.49,3.4299999999999997
2021-03-15,46,49.0,,0.49,22.54
2021-03-16,48,49.0,,0.49,23.52
2021-03-17,49,49.0,,0.49,24.009999999999998
2021-03-18,46,49.0,,0.49,22.54
2021-03-19,42,49.0,,0.49,20.58
2021-03-20,11,49.0,,0.49,5.39
2021-03-21,7,49.0,,0.49,3.4299999999999997
2021-03-22,38,49.0,,0.49,18.62
2021-03-23,40,49.0,,0.49,19.6
2021-03-24,41,49.0,,0.49,20.09
2021-03-25,40,49.0,,0.49,19.6
2021-03-26,39,49.0,,0.49,19.11
2021-03-27,13,49.0,,0.49,6.37
2021-03-28,8,49.0,,0.49,3.92
2021-03-29,30,49.0,,0.49,14.7
2021-03-30,49,49.0,,0.49,24.009999999999998
2021-03-31,46,49.0,,0.49,22.54
2021-04-01,55,37.0,False,0.37,20.35
2021-04-02,31,37.0,,0.37,11.47
2021-04-03,10,37.0,,0.37,3.7
2021-04-04,5,37.0,,0.37,1.85
2021-04-05,46,37.0,,0.37,17.02
2021-04-06,74,37.0,,0.37,27.38
2021-04-07,54,37.0,,0.37,19.98
2021-04-08,68,37.0,,0.37,25.16
2021-04-09,100,37.0,,0.37,37.0
2021-04-10,16,37.0,,0.37,5.92
2021-04-11,18,37.0,,0.37,6.66
2021-04-12,50,37.0,,0.37,18.5
2021-04-13,76,37.0,,0.37,28.12
2021-04-14,82,37.0,,0.37,30.34
2021-04-15,100,37.0,,0.37,37.0
2021-04-16,73,37.0,,0.37,27.009999999999998
2021-04-17,15,37.0,,0.37,5.55
2021-04-18,15,37.0,,0.37,5.55
2021-04-19,61,37.0,,0.37,22.57
2021-04-20,66,37.0,,0.37,24.419999999999998
2021-04-21,52,37.0,,0.37,19.24
2021-04-22,54,37.0,,0.37,19.98
2021-04-23,76,37.0,,0.37,28.12
2021-04-24,18,37.0,,0.37,6.66
2021-04-25,8,37.0,,0.37,2.96
2021-04-26,52,37.0,,0.37,19.24
2021-04-27,59,37.0,,0.37,21.83
2021-04-28,57,37.0,,0.37,21.09
2021-04-29,55,37.0,,0.37,20.35
