date,IBM_unscaled,IBM_monthly,isPartial,scale,IBM
2019-09-02,46,72.0,,0.72,33.12
2019-09-03,78,72.0,,0.72,56.16
2019-09-04,82,72.0,,0.72,59.04
2019-09-05,94,72.0,,0.72,67.67999999999999
2019-09-06,89,72.0,,0.72,64.08
2019-09-07,37,72.0,,0.72,26.64
2019-09-08,39,72.0,,0.72,28.08
2019-09-09,88,72.0,,0.72,63.36
2019-09-10,92,72.0,,0.72,66.24
2019-09-11,93,72.0,,0.72,66.96
2019-09-12,88,72.0,,0.72,63.36
2019-09-13,82,72.0,,0.72,59.04
2019-09-14,32,72.0,,0.72,23.04
2019-09-15,28,72.0,,0.72,20.16
2019-09-16,90,72.0,,0.72,64.8
2019-09-17,88,72.0,,0.72,63.36
2019-09-18,94,72.0,,0.72,67.67999999999999
2019-09-19,100,72.0,,0.72,72.0
2019-09-20,81,72.0,,0.72,58.32
2019-09-21,47,72.0,,0.72,33.839999999999996
2019-09-22,47,72.0,,0.72,33.839999999999996
2019-09-23,82,72.0,,0.72,59.04
2019-09-24,95,72.0,,0.72,68.39999999999999
2019-09-25,86,72.0,,0.72,61.919999999999995
2019-09-26,89,72.0,,0.72,64.08
2019-09-27,96,72.0,,0.72,69.12
2019-09-28,39,72.0,,0.72,28.08
2019-09-29,40,72.0,,0.72,28.799999999999997
2019-09-30,86,72.0,,0.72,61.919999999999995
2019-10-01,70,76.0,False,0.76,53.2
2019-10-02,68,76.0,,0.76,51.68
2019-10-03,71,76.0,,0.76,53.96
2019-10-04,65,76.0,,0.76,49.4
2019-10-05,34,76.0,,0.76,25.84
2019-10-06,28,76.0,,0.76,21.28
2019-10-07,62,76.0,,0.76,47.12
2019-10-08,72,76.0,,0.76,54.72
2019-10-09,67,76.0,,0.76,50.92
2019-10-10,73,76.0,,0.76,55.480000000000004
2019-10-11,69,76.0,,0.76,52.44
2019-10-12,28,76.0,,0.76,21.28
2019-10-13,29,76.0,,0.76,22.04
2019-10-14,56,76.0,,0.76,42.56
2019-10-15,74,76.0,,0.76,56.24
2019-10-16,95,76.0,,0.76,72.2
2019-10-17,100,76.0,,0.76,76.0
2019-10-18,78,76.0,,0.76,59.28
2019-10-19,35,76.0,,0.76,26.6
2019-10-20,32,76.0,,0.76,24.32
2019-10-21,69,76.0,,0.76,52.44
2019-10-22,74,76.0,,0.76,56.24
2019-10-23,85,76.0,,0.76,64.6
2019-10-24,79,76.0,,0.76,60.04
2019-10-25,69,76.0,,0.76,52.44
2019-10-26,30,76.0,,0.76,22.8
2019-10-27,30,76.0,,0.76,22.8
2019-10-28,66,76.0,,0.76,50.160000000000004
2019-10-29,73,76.0,,0.76,55.480000000000004
2019-10-30,72,76.0,,0.76,54.72
2019-10-31,67,76.0,,0.76,50.92
2019-11-01,90,63.0,False,0.63,56.7
2019-11-02,41,63.0,,0.63,25.830000000000002
2019-11-03,37,63.0,,0.63,23.31
2019-11-04,87,63.0,,0.63,54.81
2019-11-05,91,63.0,,0.63,57.33
2019-11-06,100,63.0,,0.63,63.0
2019-11-07,92,63.0,,0.63,57.96
2019-11-08,75,63.0,,0.63,47.25
2019-11-09,36,63.0,,0.63,22.68
2019-11-10,37,63.0,,0.63,23.31
2019-11-11,74,63.0,,0.63,46.62
2019-11-12,87,63.0,,0.63,54.81
2019-11-13,89,63.0,,0.63,56.07
2019-11-14,95,63.0,,0.63,59.85
2019-11-15,76,63.0,,0.63,47.88
2019-11-16,43,63.0,,0.63,27.09
2019-11-17,39,63.0,,0.63,24.57
2019-11-18,76,63.0,,0.63,47.88
2019-11-19,81,63.0,,0.63,51.03
2019-11-20,78,63.0,,0.63,49.14
2019-11-21,83,63.0,,0.63,52.29
2019-11-22,76,63.0,,0.63,47.88
2019-11-23,41,63.0,,0.63,25.830000000000002
2019-11-24,39,63.0,,0.63,24.57
2019-11-25,68,63.0,,0.63,42.84
2019-11-26,73,63.0,,0.63,45.99
2019-11-27,61,63.0,,0.63,38.43
2019-11-28,40,63.0,,0.63,25.2
2019-11-29,36,63.0,,0.63,22.68
2019-11-30,31,63.0,,0.63,19.53
2019-12-01,37,56.0,False,0.56,20.720000000000002
2019-12-02,80,56.0,,0.56,44.800000000000004
2019-12-03,94,56.0,,0.56,52.64000000000001
2019-12-04,100,56.0,,0.56,56.00000000000001
2019-12-05,91,56.0,,0.56,50.96000000000001
2019-12-06,83,56.0,,0.56,46.480000000000004
2019-12-07,38,56.0,,0.56,21.28
2019-12-08,40,56.0,,0.56,22.400000000000002
2019-12-09,78,56.0,,0.56,43.68000000000001
2019-12-10,84,56.0,,0.56,47.040000000000006
2019-12-11,84,56.0,,0.56,47.040000000000006
2019-12-12,89,56.0,,0.56,49.84
2019-12-13,89,56.0,,0.56,49.84
2019-12-14,38,56.0,,0.56,21.28
2019-12-15,33,56.0,,0.56,18.48
2019-12-16,82,56.0,,0.56,45.92
2019-12-17,89,56.0,,0.56,49.84
2019-12-18,85,56.0,,0.56,47.6
2019-12-19,83,56.0,,0.56,46.480000000000004
2019-12-20,88,56.0,,0.56,49.28
2019-12-21,43,56.0,,0.56,24.080000000000002
2019-12-22,37,56.0,,0.56,20.720000000000002
2019-12-23,67,56.0,,0.56,37.52
2019-12-24,50,56.0,,0.56,28.000000000000004
2019-12-25,35,56.0,,0.56,19.6
2019-12-26,60,56.0,,0.56,33.6
2019-12-27,67,56.0,,0.56,37.52
2019-12-28,40,56.0,,0.56,22.400000000000002
2019-12-29,34,56.0,,0.56,19.040000000000003
2019-12-30,64,56.0,,0.56,35.84
2019-12-31,61,56.0,,0.56,34.160000000000004
2020-01-01,18,76.0,False,0.76,13.68
2020-01-02,38,76.0,,0.76,28.88
2020-01-03,31,76.0,,0.76,23.56
2020-01-04,14,76.0,,0.76,10.64
2020-01-05,23,76.0,,0.76,17.48
2020-01-06,39,76.0,,0.76,29.64
2020-01-07,39,76.0,,0.76,29.64
2020-01-08,42,76.0,,0.76,31.92
2020-01-09,41,76.0,,0.76,31.16
2020-01-10,42,76.0,,0.76,31.92
2020-01-11,23,76.0,,0.76,17.48
2020-01-12,18,76.0,,0.76,13.68
2020-01-13,42,76.0,,0.76,31.92
2020-01-14,43,76.0,,0.76,32.68
2020-01-15,48,76.0,,0.76,36.480000000000004
2020-01-16,45,76.0,,0.76,34.2
2020-01-17,37,76.0,,0.76,28.12
2020-01-18,24,76.0,,0.76,18.240000000000002
2020-01-19,22,76.0,,0.76,16.72
2020-01-20,35,76.0,,0.76,26.6
2020-01-21,63,76.0,,0.76,47.88
2020-01-22,62,76.0,,0.76,47.12
2020-01-23,49,76.0,,0.76,37.24
2020-01-24,47,76.0,,0.76,35.72
2020-01-25,20,76.0,,0.76,15.2
2020-01-26,17,76.0,,0.76,12.92
2020-01-27,39,76.0,,0.76,29.64
2020-01-28,46,76.0,,0.76,34.96
2020-01-29,47,76.0,,0.76,35.72
2020-01-30,66,76.0,,0.76,50.160000000000004
2020-01-31,100,76.0,,0.76,76.0
2020-02-01,62,78.0,False,0.78,48.36
2020-02-02,38,78.0,,0.78,29.64
2020-02-03,81,78.0,,0.78,63.18
2020-02-04,95,78.0,,0.78,74.10000000000001
2020-02-05,100,78.0,,0.78,78.0
2020-02-06,100,78.0,,0.78,78.0
2020-02-07,81,78.0,,0.78,63.18
2020-02-08,49,78.0,,0.78,38.22
2020-02-09,36,78.0,,0.78,28.080000000000002
2020-02-10,82,78.0,,0.78,63.96
2020-02-11,89,78.0,,0.78,69.42
2020-02-12,86,78.0,,0.78,67.08
2020-02-13,86,78.0,,0.78,67.08
2020-02-14,74,78.0,,0.78,57.72
2020-02-15,46,78.0,,0.78,35.88
2020-02-16,43,78.0,,0.78,33.54
2020-02-17,59,78.0,,0.78,46.02
2020-02-18,85,78.0,,0.78,66.3
2020-02-19,82,78.0,,0.78,63.96
2020-02-20,77,78.0,,0.78,60.06
2020-02-21,76,78.0,,0.78,59.28
2020-02-22,35,78.0,,0.78,27.3
2020-02-23,31,78.0,,0.78,24.18
2020-02-24,79,78.0,,0.78,61.620000000000005
2020-02-25,84,78.0,,0.78,65.52
2020-02-26,86,78.0,,0.78,67.08
2020-02-27,80,78.0,,0.78,62.400000000000006
2020-02-28,80,78.0,,0.78,62.400000000000006
2020-02-29,47,78.0,,0.78,36.660000000000004
2020-03-01,43,74.0,False,0.74,31.82
2020-03-02,94,74.0,,0.74,69.56
2020-03-03,97,74.0,,0.74,71.78
2020-03-04,85,74.0,,0.74,62.9
2020-03-05,97,74.0,,0.74,71.78
2020-03-06,90,74.0,,0.74,66.6
2020-03-07,45,74.0,,0.74,33.3
2020-03-08,33,74.0,,0.74,24.419999999999998
2020-03-09,100,74.0,,0.74,74.0
2020-03-10,96,74.0,,0.74,71.03999999999999
2020-03-11,93,74.0,,0.74,68.82
2020-03-12,88,74.0,,0.74,65.12
2020-03-13,95,74.0,,0.74,70.3
2020-03-14,50,74.0,,0.74,37.0
2020-03-15,45,74.0,,0.74,33.3
2020-03-16,91,74.0,,0.74,67.34
2020-03-17,98,74.0,,0.74,72.52
2020-03-18,90,74.0,,0.74,66.6
2020-03-19,93,74.0,,0.74,68.82
2020-03-20,91,74.0,,0.74,67.34
2020-03-21,49,74.0,,0.74,36.26
2020-03-22,44,74.0,,0.74,32.56
2020-03-23,96,74.0,,0.74,71.03999999999999
2020-03-24,98,74.0,,0.74,72.52
2020-03-25,97,74.0,,0.74,71.78
2020-03-26,96,74.0,,0.74,71.03999999999999
2020-03-27,79,74.0,,0.74,58.46
2020-03-28,39,74.0,,0.74,28.86
2020-03-29,43,74.0,,0.74,31.82
2020-03-30,84,74.0,,0.74,62.16
2020-03-31,87,74.0,,0.74,64.38
2020-04-01,67,74.0,False,0.74,49.58
2020-04-02,67,74.0,,0.74,49.58
2020-04-03,67,74.0,,0.74,49.58
2020-04-04,40,74.0,,0.74,29.6
2020-04-05,35,74.0,,0.74,25.9
2020-04-06,66,74.0,,0.74,48.839999999999996
2020-04-07,73,74.0,,0.74,54.019999999999996
2020-04-08,71,74.0,,0.74,52.54
2020-04-09,73,74.0,,0.74,54.019999999999996
2020-04-10,57,74.0,,0.74,42.18
2020-04-11,36,74.0,,0.74,26.64
2020-04-12,34,74.0,,0.74,25.16
2020-04-13,75,74.0,,0.74,55.5
2020-04-14,69,74.0,,0.74,51.06
2020-04-15,68,74.0,,0.74,50.32
2020-04-16,75,74.0,,0.74,55.5
2020-04-17,74,74.0,,0.74,54.76
2020-04-18,35,74.0,,0.74,25.9
2020-04-19,36,74.0,,0.74,26.64
2020-04-20,94,74.0,,0.74,69.56
2020-04-21,100,74.0,,0.74,74.0
2020-04-22,72,74.0,,0.74,53.28
2020-04-23,70,74.0,,0.74,51.8
2020-04-24,67,74.0,,0.74,49.58
2020-04-25,32,74.0,,0.74,23.68
2020-04-26,29,74.0,,0.74,21.46
2020-04-27,68,74.0,,0.74,50.32
2020-04-28,71,74.0,,0.74,52.54
2020-04-29,73,74.0,,0.74,54.019999999999996
2020-04-30,62,74.0,,0.74,45.88
2020-05-01,64,67.0,False,0.67,42.88
2020-05-02,30,67.0,,0.67,20.1
2020-05-03,37,67.0,,0.67,24.790000000000003
2020-05-04,69,67.0,,0.67,46.230000000000004
2020-05-05,76,67.0,,0.67,50.92
2020-05-06,76,67.0,,0.67,50.92
2020-05-07,62,67.0,,0.67,41.54
2020-05-08,78,67.0,,0.67,52.260000000000005
2020-05-09,34,67.0,,0.67,22.78
2020-05-10,33,67.0,,0.67,22.110000000000003
2020-05-11,64,67.0,,0.67,42.88
2020-05-12,68,67.0,,0.67,45.56
2020-05-13,67,67.0,,0.67,44.89
2020-05-14,64,67.0,,0.67,42.88
2020-05-15,64,67.0,,0.67,42.88
2020-05-16,30,67.0,,0.67,20.1
2020-05-17,23,67.0,,0.67,15.41
2020-05-18,61,67.0,,0.67,40.870000000000005
2020-05-19,65,67.0,,0.67,43.550000000000004
2020-05-20,58,67.0,,0.67,38.86
2020-05-21,80,67.0,,0.67,53.6
2020-05-22,100,67.0,,0.67,67.0
2020-05-23,44,67.0,,0.67,29.48
2020-05-24,38,67.0,,0.67,25.46
2020-05-25,41,67.0,,0.67,27.470000000000002
2020-05-26,74,67.0,,0.67,49.580000000000005
2020-05-27,70,67.0,,0.67,46.900000000000006
2020-05-28,84,67.0,,0.67,56.28
2020-05-29,63,67.0,,0.67,42.21
2020-05-30,30,67.0,,0.67,20.1
2020-05-31,27,67.0,,0.67,18.09
2020-06-01,70,68.0,False,0.68,47.6
2020-06-02,77,68.0,,0.68,52.36000000000001
2020-06-03,84,68.0,,0.68,57.120000000000005
2020-06-04,63,68.0,,0.68,42.84
2020-06-05,79,68.0,,0.68,53.720000000000006
2020-06-06,37,68.0,,0.68,25.16
2020-06-07,39,68.0,,0.68,26.520000000000003
2020-06-08,72,68.0,,0.68,48.96
2020-06-09,100,68.0,,0.68,68.0
2020-06-10,98,68.0,,0.68,66.64
2020-06-11,88,68.0,,0.68,59.84
2020-06-12,77,68.0,,0.68,52.36000000000001
2020-06-13,37,68.0,,0.68,25.16
2020-06-14,36,68.0,,0.68,24.48
2020-06-15,76,68.0,,0.68,51.68000000000001
2020-06-16,83,68.0,,0.68,56.440000000000005
2020-06-17,82,68.0,,0.68,55.760000000000005
2020-06-18,81,68.0,,0.68,55.080000000000005
2020-06-19,66,68.0,,0.68,44.88
2020-06-20,37,68.0,,0.68,25.16
2020-06-21,33,68.0,,0.68,22.44
2020-06-22,76,68.0,,0.68,51.68000000000001
2020-06-23,85,68.0,,0.68,57.800000000000004
2020-06-24,73,68.0,,0.68,49.64
2020-06-25,80,68.0,,0.68,54.400000000000006
2020-06-26,70,68.0,,0.68,47.6
2020-06-27,40,68.0,,0.68,27.200000000000003
2020-06-28,34,68.0,,0.68,23.12
2020-06-29,71,68.0,,0.68,48.28
2020-06-30,72,68.0,,0.68,48.96
2020-07-01,59,67.0,False,0.67,39.53
2020-07-02,56,67.0,,0.67,37.52
2020-07-03,33,67.0,,0.67,22.110000000000003
2020-07-04,28,67.0,,0.67,18.76
2020-07-05,24,67.0,,0.67,16.080000000000002
2020-07-06,57,67.0,,0.67,38.190000000000005
2020-07-07,57,67.0,,0.67,38.190000000000005
2020-07-08,55,67.0,,0.67,36.85
2020-07-09,54,67.0,,0.67,36.18
2020-07-10,54,67.0,,0.67,36.18
2020-07-11,26,67.0,,0.67,17.42
2020-07-12,28,67.0,,0.67,18.76
2020-07-13,61,67.0,,0.67,40.870000000000005
2020-07-14,65,67.0,,0.67,43.550000000000004
2020-07-15,72,67.0,,0.67,48.24
2020-07-16,65,67.0,,0.67,43.550000000000004
2020-07-17,58,67.0,,0.67,38.86
2020-07-18,32,67.0,,0.67,21.44
2020-07-19,24,67.0,,0.67,16.080000000000002
2020-07-20,96,67.0,,0.67,64.32000000000001
2020-07-21,100,67.0,,0.67,67.0
2020-07-22,75,67.0,,0.67,50.25
2020-07-23,61,67.0,,0.67,40.870000000000005
2020-07-24,54,67.0,,0.67,36.18
2020-07-25,27,67.0,,0.67,18.09
2020-07-26,27,67.0,,0.67,18.09
2020-07-27,57,67.0,,0.67,38.190000000000005
2020-07-28,58,67.0,,0.67,38.86
2020-07-29,58,67.0,,0.67,38.86
2020-07-30,64,67.0,,0.67,42.88
2020-07-31,55,67.0,,0.67,36.85
2020-08-01,54,60.0,False,0.6,32.4
2020-08-02,48,60.0,,0.6,28.799999999999997
2020-08-03,83,60.0,,0.6,49.8
2020-08-04,91,60.0,,0.6,54.6
2020-08-05,92,60.0,,0.6,55.199999999999996
2020-08-06,100,60.0,,0.6,60.0
2020-08-07,91,60.0,,0.6,54.6
2020-08-08,49,60.0,,0.6,29.4
2020-08-09,42,60.0,,0.6,25.2
2020-08-10,86,60.0,,0.6,51.6
2020-08-11,91,60.0,,0.6,54.6
2020-08-12,91,60.0,,0.6,54.6
2020-08-13,98,60.0,,0.6,58.8
2020-08-14,88,60.0,,0.6,52.8
2020-08-15,43,60.0,,0.6,25.8
2020-08-16,45,60.0,,0.6,27.0
2020-08-17,98,60.0,,0.6,58.8
2020-08-18,85,60.0,,0.6,51.0
2020-08-19,95,60.0,,0.6,57.0
2020-08-20,92,60.0,,0.6,55.199999999999996
2020-08-21,88,60.0,,0.6,52.8
2020-08-22,47,60.0,,0.6,28.2
2020-08-23,40,60.0,,0.6,24.0
2020-08-24,81,60.0,,0.6,48.6
2020-08-25,89,60.0,,0.6,53.4
2020-08-26,95,60.0,,0.6,57.0
2020-08-27,90,60.0,,0.6,54.0
2020-08-28,88,60.0,,0.6,52.8
2020-08-29,48,60.0,,0.6,28.799999999999997
2020-08-30,47,60.0,,0.6,28.2
2020-08-31,71,60.0,,0.6,42.6
2020-09-01,82,64.0,False,0.64,52.480000000000004
2020-09-02,99,64.0,,0.64,63.36
2020-09-03,100,64.0,,0.64,64.0
2020-09-04,89,64.0,,0.64,56.96
2020-09-05,40,64.0,,0.64,25.6
2020-09-06,40,64.0,,0.64,25.6
2020-09-07,47,64.0,,0.64,30.080000000000002
2020-09-08,94,64.0,,0.64,60.160000000000004
2020-09-09,88,64.0,,0.64,56.32
2020-09-10,78,64.0,,0.64,49.92
2020-09-11,81,64.0,,0.64,51.84
2020-09-12,45,64.0,,0.64,28.8
2020-09-13,42,64.0,,0.64,26.88
2020-09-14,89,64.0,,0.64,56.96
2020-09-15,91,64.0,,0.64,58.24
2020-09-16,91,64.0,,0.64,58.24
2020-09-17,88,64.0,,0.64,56.32
2020-09-18,79,64.0,,0.64,50.56
2020-09-19,43,64.0,,0.64,27.52
2020-09-20,41,64.0,,0.64,26.240000000000002
2020-09-21,76,64.0,,0.64,48.64
2020-09-22,85,64.0,,0.64,54.4
2020-09-23,78,64.0,,0.64,49.92
2020-09-24,81,64.0,,0.64,51.84
2020-09-25,81,64.0,,0.64,51.84
2020-09-26,40,64.0,,0.64,25.6
2020-09-27,39,64.0,,0.64,24.96
2020-09-28,74,64.0,,0.64,47.36
2020-09-29,83,64.0,,0.64,53.120000000000005
2020-09-30,86,64.0,,0.64,55.04
2020-10-01,45,70.0,False,0.7,31.499999999999996
2020-10-02,37,70.0,,0.7,25.9
2020-10-03,19,70.0,,0.7,13.299999999999999
2020-10-04,18,70.0,,0.7,12.6
2020-10-05,44,70.0,,0.7,30.799999999999997
2020-10-06,47,70.0,,0.7,32.9
2020-10-07,48,70.0,,0.7,33.599999999999994
2020-10-08,100,70.0,,0.7,70.0
2020-10-09,75,70.0,,0.7,52.5
2020-10-10,28,70.0,,0.7,19.599999999999998
2020-10-11,28,70.0,,0.7,19.599999999999998
2020-10-12,49,70.0,,0.7,34.3
2020-10-13,51,70.0,,0.7,35.699999999999996
2020-10-14,53,70.0,,0.7,37.099999999999994
2020-10-15,54,70.0,,0.7,37.8
2020-10-16,43,70.0,,0.7,30.099999999999998
2020-10-17,23,70.0,,0.7,16.099999999999998
2020-10-18,22,70.0,,0.7,15.399999999999999
2020-10-19,64,70.0,,0.7,44.8
2020-10-20,70,70.0,,0.7,49.0
2020-10-21,55,70.0,,0.7,38.5
2020-10-22,55,70.0,,0.7,38.5
2020-10-23,49,70.0,,0.7,34.3
2020-10-24,22,70.0,,0.7,15.399999999999999
2020-10-25,22,70.0,,0.7,15.399999999999999
2020-10-26,46,70.0,,0.7,32.199999999999996
2020-10-27,47,70.0,,0.7,32.9
2020-10-28,52,70.0,,0.7,36.4
2020-10-29,57,70.0,,0.7,39.9
2020-10-30,50,70.0,,0.7,35.0
2020-10-31,20,70.0,,0.7,14.0
2020-11-01,39,51.0,False,0.51,19.89
2020-11-02,86,51.0,,0.51,43.86
2020-11-03,87,51.0,,0.51,44.37
2020-11-04,58,51.0,,0.51,29.580000000000002
2020-11-05,66,51.0,,0.51,33.660000000000004
2020-11-06,60,51.0,,0.51,30.6
2020-11-07,34,51.0,,0.51,17.34
2020-11-08,42,51.0,,0.51,21.42
2020-11-09,90,51.0,,0.51,45.9
2020-11-10,87,51.0,,0.51,44.37
2020-11-11,95,51.0,,0.51,48.45
2020-11-12,87,51.0,,0.51,44.37
2020-11-13,82,51.0,,0.51,41.82
2020-11-14,42,51.0,,0.51,21.42
2020-11-15,44,51.0,,0.51,22.44
2020-11-16,91,51.0,,0.51,46.410000000000004
2020-11-17,79,51.0,,0.51,40.29
2020-11-18,92,51.0,,0.51,46.92
2020-11-19,78,51.0,,0.51,39.78
2020-11-20,82,51.0,,0.51,41.82
2020-11-21,39,51.0,,0.51,19.89
2020-11-22,34,51.0,,0.51,17.34
2020-11-23,74,51.0,,0.51,37.74
2020-11-24,100,51.0,,0.51,51.0
2020-11-25,79,51.0,,0.51,40.29
2020-11-26,43,51.0,,0.51,21.93
2020-11-27,46,51.0,,0.51,23.46
2020-11-28,35,51.0,,0.51,17.85
2020-11-29,32,51.0,,0.51,16.32
2020-11-30,71,51.0,,0.51,36.21
2020-12-01,84,51.0,False,0.51,42.84
2020-12-02,86,51.0,,0.51,43.86
2020-12-03,88,51.0,,0.51,44.88
2020-12-04,100,51.0,,0.51,51.0
2020-12-05,53,51.0,,0.51,27.03
2020-12-06,33,51.0,,0.51,16.830000000000002
2020-12-07,75,51.0,,0.51,38.25
2020-12-08,94,51.0,,0.51,47.94
2020-12-09,100,51.0,,0.51,51.0
2020-12-10,85,51.0,,0.51,43.35
2020-12-11,80,51.0,,0.51,40.8
2020-12-12,46,51.0,,0.51,23.46
2020-12-13,34,51.0,,0.51,17.34
2020-12-14,78,51.0,,0.51,39.78
2020-12-15,75,51.0,,0.51,38.25
2020-12-16,77,51.0,,0.51,39.27
2020-12-17,89,51.0,,0.51,45.39
2020-12-18,77,51.0,,0.51,39.27
2020-12-19,35,51.0,,0.51,17.85
2020-12-20,32,51.0,,0.51,16.32
2020-12-21,68,51.0,,0.51,34.68
2020-12-22,70,51.0,,0.51,35.7
2020-12-23,65,51.0,,0.51,33.15
2020-12-24,58,51.0,,0.51,29.580000000000002
2020-12-25,26,51.0,,0.51,13.26
2020-12-26,29,51.0,,0.51,14.790000000000001
2020-12-27,31,51.0,,0.51,15.81
2020-12-28,66,51.0,,0.51,33.660000000000004
2020-12-29,66,51.0,,0.51,33.660000000000004
2020-12-30,73,51.0,,0.51,37.230000000000004
2020-12-31,53,51.0,,0.51,27.03
2021-01-01,20,58.0,False,0.58,11.6
2021-01-02,18,58.0,,0.58,10.44
2021-01-03,21,58.0,,0.58,12.18
2021-01-04,38,58.0,,0.58,22.04
2021-01-05,46,58.0,,0.58,26.68
2021-01-06,45,58.0,,0.58,26.099999999999998
2021-01-07,49,58.0,,0.58,28.419999999999998
2021-01-08,48,58.0,,0.58,27.839999999999996
2021-01-09,21,58.0,,0.58,12.18
2021-01-10,22,58.0,,0.58,12.76
2021-01-11,45,58.0,,0.58,26.099999999999998
2021-01-12,50,58.0,,0.58,28.999999999999996
2021-01-13,51,58.0,,0.58,29.58
2021-01-14,53,58.0,,0.58,30.74
2021-01-15,52,58.0,,0.58,30.159999999999997
2021-01-16,21,58.0,,0.58,12.18
2021-01-17,19,58.0,,0.58,11.02
2021-01-18,31,58.0,,0.58,17.98
2021-01-19,47,58.0,,0.58,27.259999999999998
2021-01-20,48,58.0,,0.58,27.839999999999996
2021-01-21,74,58.0,,0.58,42.919999999999995
2021-01-22,100,58.0,,0.58,57.99999999999999
2021-01-23,32,58.0,,0.58,18.56
2021-01-24,27,58.0,,0.58,15.659999999999998
2021-01-25,53,58.0,,0.58,30.74
2021-01-26,55,58.0,,0.58,31.9
2021-01-27,59,58.0,,0.58,34.22
2021-01-28,50,58.0,,0.58,28.999999999999996
2021-01-29,48,58.0,,0.58,27.839999999999996
2021-01-30,28,58.0,,0.58,16.24
2021-01-31,24,58.0,,0.58,13.919999999999998
2021-02-01,93,61.0,False,0.61,56.73
2021-02-02,96,61.0,,0.61,58.56
2021-02-03,97,61.0,,0.61,59.17
2021-02-04,92,61.0,,0.61,56.12
2021-02-05,82,61.0,,0.61,50.019999999999996
2021-02-06,46,61.0,,0.61,28.06
2021-02-07,47,61.0,,0.61,28.669999999999998
2021-02-08,98,61.0,,0.61,59.78
2021-02-09,93,61.0,,0.61,56.73
2021-02-10,98,61.0,,0.61,59.78
2021-02-11,86,61.0,,0.61,52.46
2021-02-12,79,61.0,,0.61,48.19
2021-02-13,49,61.0,,0.61,29.89
2021-02-14,42,61.0,,0.61,25.62
2021-02-15,70,61.0,,0.61,42.699999999999996
2021-02-16,91,61.0,,0.61,55.51
2021-02-17,91,61.0,,0.61,55.51
2021-02-18,85,61.0,,0.61,51.85
2021-02-19,91,61.0,,0.61,55.51
2021-02-20,42,61.0,,0.61,25.62
2021-02-21,44,61.0,,0.61,26.84
2021-02-22,88,61.0,,0.61,53.68
2021-02-23,98,61.0,,0.61,59.78
2021-02-24,100,61.0,,0.61,61.0
2021-02-25,91,61.0,,0.61,55.51
2021-02-26,92,61.0,,0.61,56.12
2021-02-27,39,61.0,,0.61,23.79
2021-02-28,42,61.0,,0.61,25.62
2021-03-01,85,59.0,False,0.59,50.15
2021-03-02,87,59.0,,0.59,51.33
2021-03-03,97,59.0,,0.59,57.23
2021-03-04,91,59.0,,0.59,53.69
2021-03-05,88,59.0,,0.59,51.919999999999995
2021-03-06,44,59.0,,0.59,25.959999999999997
2021-03-07,40,59.0,,0.59,23.599999999999998
2021-03-08,83,59.0,,0.59,48.97
2021-03-09,99,59.0,,0.59,58.41
2021-03-10,100,59.0,,0.59,59.0
2021-03-11,82,59.0,,0.59,48.379999999999995
2021-03-12,77,59.0,,0.59,45.43
2021-03-13,48,59.0,,0.59,28.32
2021-03-14,37,59.0,,0.59,21.83
2021-03-15,70,59.0,,0.59,41.3
2021-03-16,80,59.0,,0.59,47.199999999999996
2021-03-17,81,59.0,,0.59,47.79
2021-03-18,80,59.0,,0.59,47.199999999999996
2021-03-19,78,59.0,,0.59,46.019999999999996
2021-03-20,38,59.0,,0.59,22.419999999999998
2021-03-21,34,59.0,,0.59,20.06
2021-03-22,77,59.0,,0.59,45.43
2021-03-23,87,59.0,,0.59,51.33
2021-03-24,90,59.0,,0.59,53.099999999999994
2021-03-25,83,59.0,,0.59,48.97
2021-03-26,83,59.0,,0.59,48.97
2021-03-27,35,59.0,,0.59,20.65
2021-03-28,35,59.0,,0.59,20.65
2021-03-29,85,59.0,,0.59,50.15
2021-03-30,98,59.0,,0.59,57.82
2021-03-31,96,59.0,,0.59,56.64
2021-04-01,76,61.0,False,0.61,46.36
2021-04-02,59,61.0,,0.61,35.99
2021-04-03,24,61.0,,0.61,14.64
2021-04-04,31,61.0,,0.61,18.91
2021-04-05,73,61.0,,0.61,44.53
2021-04-06,73,61.0,,0.61,44.53
2021-04-07,66,61.0,,0.61,40.26
2021-04-08,72,61.0,,0.61,43.92
2021-04-09,65,61.0,,0.61,39.65
2021-04-10,36,61.0,,0.61,21.96
2021-04-11,37,61.0,,0.61,22.57
2021-04-12,81,61.0,,0.61,49.41
2021-04-13,76,61.0,,0.61,46.36
2021-04-14,80,61.0,,0.61,48.8
2021-04-15,74,61.0,,0.61,45.14
2021-04-16,64,61.0,,0.61,39.04
2021-04-17,36,61.0,,0.61,21.96
2021-04-18,30,61.0,,0.61,18.3
2021-04-19,97,61.0,,0.61,59.17
2021-04-20,100,61.0,,0.61,61.0
2021-04-21,89,61.0,,0.61,54.29
2021-04-22,83,61.0,,0.61,50.629999999999995
2021-04-23,66,61.0,,0.61,40.26
2021-04-24,33,61.0,,0.61,20.13
2021-04-25,26,61.0,,0.61,15.86
2021-04-26,74,61.0,,0.61,45.14
2021-04-27,85,61.0,,0.61,51.85
2021-04-28,88,61.0,,0.61,53.68
2021-04-29,82,61.0,,0.61,50.019999999999996
2021-04-30,68,61.0,,0.61,41.48
2021-05-01,36,58.0,False,0.58,20.88
