date,MU_unscaled,MU_monthly,isPartial,scale,MU
2019-09-11,86,43.0,,0.43,36.98
2019-09-12,81,43.0,,0.43,34.83
2019-09-13,67,43.0,,0.43,28.81
2019-09-14,73,43.0,,0.43,31.39
2019-09-15,66,43.0,,0.43,28.38
2019-09-16,76,43.0,,0.43,32.68
2019-09-17,72,43.0,,0.43,30.96
2019-09-18,69,43.0,,0.43,29.669999999999998
2019-09-19,75,43.0,,0.43,32.25
2019-09-20,68,43.0,,0.43,29.24
2019-09-21,79,43.0,,0.43,33.97
2019-09-22,61,43.0,,0.43,26.23
2019-09-23,74,43.0,,0.43,31.82
2019-09-24,81,43.0,,0.43,34.83
2019-09-25,82,43.0,,0.43,35.26
2019-09-26,96,43.0,,0.43,41.28
2019-09-27,100,43.0,,0.43,43.0
2019-09-28,73,43.0,,0.43,31.39
2019-09-29,63,43.0,,0.43,27.09
2019-09-30,86,43.0,,0.43,36.98
2019-10-01,92,41.0,False,0.41,37.72
2019-10-02,81,41.0,,0.41,33.21
2019-10-03,92,41.0,,0.41,37.72
2019-10-04,80,41.0,,0.41,32.8
2019-10-05,80,41.0,,0.41,32.8
2019-10-06,77,41.0,,0.41,31.569999999999997
2019-10-07,87,41.0,,0.41,35.669999999999995
2019-10-08,84,41.0,,0.41,34.44
2019-10-09,91,41.0,,0.41,37.309999999999995
2019-10-10,88,41.0,,0.41,36.08
2019-10-11,80,41.0,,0.41,32.8
2019-10-12,80,41.0,,0.41,32.8
2019-10-13,85,41.0,,0.41,34.85
2019-10-14,81,41.0,,0.41,33.21
2019-10-15,84,41.0,,0.41,34.44
2019-10-16,90,41.0,,0.41,36.9
2019-10-17,86,41.0,,0.41,35.26
2019-10-18,82,41.0,,0.41,33.62
2019-10-19,83,41.0,,0.41,34.03
2019-10-20,89,41.0,,0.41,36.489999999999995
2019-10-21,81,41.0,,0.41,33.21
2019-10-22,99,41.0,,0.41,40.589999999999996
2019-10-23,85,41.0,,0.41,34.85
2019-10-24,100,41.0,,0.41,41.0
2019-10-25,83,41.0,,0.41,34.03
2019-10-26,75,41.0,,0.41,30.749999999999996
2019-10-27,78,41.0,,0.41,31.979999999999997
2019-10-28,94,41.0,,0.41,38.54
2019-10-29,86,41.0,,0.41,35.26
2019-10-30,78,41.0,,0.41,31.979999999999997
2019-10-31,82,41.0,,0.41,33.62
2019-11-01,76,40.0,False,0.4,30.400000000000002
2019-11-02,82,40.0,,0.4,32.800000000000004
2019-11-03,68,40.0,,0.4,27.200000000000003
2019-11-04,88,40.0,,0.4,35.2
2019-11-05,83,40.0,,0.4,33.2
2019-11-06,80,40.0,,0.4,32.0
2019-11-07,98,40.0,,0.4,39.2
2019-11-08,81,40.0,,0.4,32.4
2019-11-09,85,40.0,,0.4,34.0
2019-11-10,90,40.0,,0.4,36.0
2019-11-11,86,40.0,,0.4,34.4
2019-11-12,88,40.0,,0.4,35.2
2019-11-13,100,40.0,,0.4,40.0
2019-11-14,90,40.0,,0.4,36.0
2019-11-15,80,40.0,,0.4,32.0
2019-11-16,90,40.0,,0.4,36.0
2019-11-17,77,40.0,,0.4,30.8
2019-11-18,87,40.0,,0.4,34.800000000000004
2019-11-19,82,40.0,,0.4,32.800000000000004
2019-11-20,92,40.0,,0.4,36.800000000000004
2019-11-21,82,40.0,,0.4,32.800000000000004
2019-11-22,78,40.0,,0.4,31.200000000000003
2019-11-23,70,40.0,,0.4,28.0
2019-11-24,82,40.0,,0.4,32.800000000000004
2019-11-25,80,40.0,,0.4,32.0
2019-11-26,81,40.0,,0.4,32.4
2019-11-27,70,40.0,,0.4,28.0
2019-11-28,69,40.0,,0.4,27.6
2019-11-29,76,40.0,,0.4,30.400000000000002
2019-11-30,77,40.0,,0.4,30.8
2019-12-01,59,40.0,False,0.4,23.6
2019-12-02,58,40.0,,0.4,23.200000000000003
2019-12-03,68,40.0,,0.4,27.200000000000003
2019-12-04,69,40.0,,0.4,27.6
2019-12-05,70,40.0,,0.4,28.0
2019-12-06,65,40.0,,0.4,26.0
2019-12-07,56,40.0,,0.4,22.400000000000002
2019-12-08,59,40.0,,0.4,23.6
2019-12-09,70,40.0,,0.4,28.0
2019-12-10,72,40.0,,0.4,28.8
2019-12-11,62,40.0,,0.4,24.8
2019-12-12,70,40.0,,0.4,28.0
2019-12-13,73,40.0,,0.4,29.200000000000003
2019-12-14,55,40.0,,0.4,22.0
2019-12-15,59,40.0,,0.4,23.6
2019-12-16,70,40.0,,0.4,28.0
2019-12-17,79,40.0,,0.4,31.6
2019-12-18,100,40.0,,0.4,40.0
2019-12-19,94,40.0,,0.4,37.6
2019-12-20,72,40.0,,0.4,28.8
2019-12-21,62,40.0,,0.4,24.8
2019-12-22,49,40.0,,0.4,19.6
2019-12-23,66,40.0,,0.4,26.400000000000002
2019-12-24,68,40.0,,0.4,27.200000000000003
2019-12-25,54,40.0,,0.4,21.6
2019-12-26,71,40.0,,0.4,28.400000000000002
2019-12-27,67,40.0,,0.4,26.8
2019-12-28,61,40.0,,0.4,24.400000000000002
2019-12-29,53,40.0,,0.4,21.200000000000003
2019-12-30,57,40.0,,0.4,22.8
2019-12-31,62,40.0,,0.4,24.8
2020-01-01,57,40.0,False,0.4,22.8
2020-01-02,75,40.0,,0.4,30.0
2020-01-03,72,40.0,,0.4,28.8
2020-01-04,60,40.0,,0.4,24.0
2020-01-05,59,40.0,,0.4,23.6
2020-01-06,75,40.0,,0.4,30.0
2020-01-07,85,40.0,,0.4,34.0
2020-01-08,96,40.0,,0.4,38.400000000000006
2020-01-09,76,40.0,,0.4,30.400000000000002
2020-01-10,75,40.0,,0.4,30.0
2020-01-11,72,40.0,,0.4,28.8
2020-01-12,67,40.0,,0.4,26.8
2020-01-13,84,40.0,,0.4,33.6
2020-01-14,70,40.0,,0.4,28.0
2020-01-15,84,40.0,,0.4,33.6
2020-01-16,74,40.0,,0.4,29.6
2020-01-17,80,40.0,,0.4,32.0
2020-01-18,68,40.0,,0.4,27.200000000000003
2020-01-19,69,40.0,,0.4,27.6
2020-01-20,65,40.0,,0.4,26.0
2020-01-21,89,40.0,,0.4,35.6
2020-01-22,83,40.0,,0.4,33.2
2020-01-23,100,40.0,,0.4,40.0
2020-01-24,89,40.0,,0.4,35.6
2020-01-25,72,40.0,,0.4,28.8
2020-01-26,64,40.0,,0.4,25.6
2020-01-27,80,40.0,,0.4,32.0
2020-01-28,88,40.0,,0.4,35.2
2020-01-29,84,40.0,,0.4,33.6
2020-01-30,82,40.0,,0.4,32.800000000000004
2020-01-31,82,40.0,,0.4,32.800000000000004
2020-02-01,76,40.0,False,0.4,30.400000000000002
2020-02-02,72,40.0,,0.4,28.8
2020-02-03,76,40.0,,0.4,30.400000000000002
2020-02-04,86,40.0,,0.4,34.4
2020-02-05,81,40.0,,0.4,32.4
2020-02-06,91,40.0,,0.4,36.4
2020-02-07,85,40.0,,0.4,34.0
2020-02-08,76,40.0,,0.4,30.400000000000002
2020-02-09,77,40.0,,0.4,30.8
2020-02-10,88,40.0,,0.4,35.2
2020-02-11,92,40.0,,0.4,36.800000000000004
2020-02-12,100,40.0,,0.4,40.0
2020-02-13,86,40.0,,0.4,34.4
2020-02-14,96,40.0,,0.4,38.400000000000006
2020-02-15,74,40.0,,0.4,29.6
2020-02-16,74,40.0,,0.4,29.6
2020-02-17,85,40.0,,0.4,34.0
2020-02-18,91,40.0,,0.4,36.4
2020-02-19,93,40.0,,0.4,37.2
2020-02-20,85,40.0,,0.4,34.0
2020-02-21,87,40.0,,0.4,34.800000000000004
2020-02-22,73,40.0,,0.4,29.200000000000003
2020-02-23,83,40.0,,0.4,33.2
2020-02-24,91,40.0,,0.4,36.4
2020-02-25,92,40.0,,0.4,36.800000000000004
2020-02-26,96,40.0,,0.4,38.400000000000006
2020-02-27,94,40.0,,0.4,37.6
2020-02-28,91,40.0,,0.4,36.4
2020-02-29,75,40.0,,0.4,30.0
2020-03-01,79,40.0,False,0.4,31.6
2020-03-02,92,40.0,,0.4,36.800000000000004
2020-03-03,87,40.0,,0.4,34.800000000000004
2020-03-04,83,40.0,,0.4,33.2
2020-03-05,88,40.0,,0.4,35.2
2020-03-06,82,40.0,,0.4,32.800000000000004
2020-03-07,68,40.0,,0.4,27.200000000000003
2020-03-08,70,40.0,,0.4,28.0
2020-03-09,81,40.0,,0.4,32.4
2020-03-10,85,40.0,,0.4,34.0
2020-03-11,89,40.0,,0.4,35.6
2020-03-12,85,40.0,,0.4,34.0
2020-03-13,77,40.0,,0.4,30.8
2020-03-14,73,40.0,,0.4,29.200000000000003
2020-03-15,66,40.0,,0.4,26.400000000000002
2020-03-16,78,40.0,,0.4,31.200000000000003
2020-03-17,75,40.0,,0.4,30.0
2020-03-18,80,40.0,,0.4,32.0
2020-03-19,70,40.0,,0.4,28.0
2020-03-20,77,40.0,,0.4,30.8
2020-03-21,74,40.0,,0.4,29.6
2020-03-22,73,40.0,,0.4,29.200000000000003
2020-03-23,81,40.0,,0.4,32.4
2020-03-24,82,40.0,,0.4,32.800000000000004
2020-03-25,93,40.0,,0.4,37.2
2020-03-26,100,40.0,,0.4,40.0
2020-03-27,85,40.0,,0.4,34.0
2020-03-28,67,40.0,,0.4,26.8
2020-03-29,75,40.0,,0.4,30.0
2020-03-30,79,40.0,,0.4,31.6
2020-03-31,88,40.0,,0.4,35.2
2020-04-01,83,40.0,False,0.4,33.2
2020-04-02,86,40.0,,0.4,34.4
2020-04-03,81,40.0,,0.4,32.4
2020-04-04,80,40.0,,0.4,32.0
2020-04-05,72,40.0,,0.4,28.8
2020-04-06,81,40.0,,0.4,32.4
2020-04-07,84,40.0,,0.4,33.6
2020-04-08,85,40.0,,0.4,34.0
2020-04-09,88,40.0,,0.4,35.2
2020-04-10,83,40.0,,0.4,33.2
2020-04-11,73,40.0,,0.4,29.200000000000003
2020-04-12,76,40.0,,0.4,30.400000000000002
2020-04-13,85,40.0,,0.4,34.0
2020-04-14,100,40.0,,0.4,40.0
2020-04-15,88,40.0,,0.4,35.2
2020-04-16,95,40.0,,0.4,38.0
2020-04-17,90,40.0,,0.4,36.0
2020-04-18,75,40.0,,0.4,30.0
2020-04-19,79,40.0,,0.4,31.6
2020-04-20,90,40.0,,0.4,36.0
2020-04-21,88,40.0,,0.4,35.2
2020-04-22,86,40.0,,0.4,34.4
2020-04-23,93,40.0,,0.4,37.2
2020-04-24,80,40.0,,0.4,32.0
2020-04-25,83,40.0,,0.4,33.2
2020-04-26,84,40.0,,0.4,33.6
2020-04-27,86,40.0,,0.4,34.4
2020-04-28,87,40.0,,0.4,34.800000000000004
2020-04-29,94,40.0,,0.4,37.6
2020-04-30,91,40.0,,0.4,36.4
2020-05-01,98,39.0,False,0.39,38.22
2020-05-02,91,39.0,,0.39,35.49
2020-05-03,84,39.0,,0.39,32.76
2020-05-04,96,39.0,,0.39,37.44
2020-05-05,83,39.0,,0.39,32.370000000000005
2020-05-06,82,39.0,,0.39,31.98
2020-05-07,91,39.0,,0.39,35.49
2020-05-08,89,39.0,,0.39,34.71
2020-05-09,91,39.0,,0.39,35.49
2020-05-10,91,39.0,,0.39,35.49
2020-05-11,92,39.0,,0.39,35.88
2020-05-12,94,39.0,,0.39,36.660000000000004
2020-05-13,93,39.0,,0.39,36.27
2020-05-14,100,39.0,,0.39,39.0
2020-05-15,87,39.0,,0.39,33.93
2020-05-16,79,39.0,,0.39,30.810000000000002
2020-05-17,81,39.0,,0.39,31.59
2020-05-18,95,39.0,,0.39,37.050000000000004
2020-05-19,91,39.0,,0.39,35.49
2020-05-20,89,39.0,,0.39,34.71
2020-05-21,84,39.0,,0.39,32.76
2020-05-22,93,39.0,,0.39,36.27
2020-05-23,83,39.0,,0.39,32.370000000000005
2020-05-24,82,39.0,,0.39,31.98
2020-05-25,76,39.0,,0.39,29.64
2020-05-26,86,39.0,,0.39,33.54
2020-05-27,97,39.0,,0.39,37.83
2020-05-28,99,39.0,,0.39,38.61
2020-05-29,91,39.0,,0.39,35.49
2020-05-30,77,39.0,,0.39,30.03
2020-05-31,69,39.0,,0.39,26.91
2020-06-01,71,40.0,False,0.4,28.400000000000002
2020-06-02,68,40.0,,0.4,27.200000000000003
2020-06-03,73,40.0,,0.4,29.200000000000003
2020-06-04,69,40.0,,0.4,27.6
2020-06-05,70,40.0,,0.4,28.0
2020-06-06,64,40.0,,0.4,25.6
2020-06-07,67,40.0,,0.4,26.8
2020-06-08,69,40.0,,0.4,27.6
2020-06-09,74,40.0,,0.4,29.6
2020-06-10,70,40.0,,0.4,28.0
2020-06-11,78,40.0,,0.4,31.200000000000003
2020-06-12,64,40.0,,0.4,25.6
2020-06-13,64,40.0,,0.4,25.6
2020-06-14,66,40.0,,0.4,26.400000000000002
2020-06-15,66,40.0,,0.4,26.400000000000002
2020-06-16,67,40.0,,0.4,26.8
2020-06-17,67,40.0,,0.4,26.8
2020-06-18,70,40.0,,0.4,28.0
2020-06-19,74,40.0,,0.4,29.6
2020-06-20,66,40.0,,0.4,26.400000000000002
2020-06-21,60,40.0,,0.4,24.0
2020-06-22,78,40.0,,0.4,31.200000000000003
2020-06-23,78,40.0,,0.4,31.200000000000003
2020-06-24,63,40.0,,0.4,25.200000000000003
2020-06-25,73,40.0,,0.4,29.200000000000003
2020-06-26,75,40.0,,0.4,30.0
2020-06-27,66,40.0,,0.4,26.400000000000002
2020-06-28,69,40.0,,0.4,27.6
2020-06-29,100,40.0,,0.4,40.0
2020-06-30,97,40.0,,0.4,38.800000000000004
2020-07-01,92,39.0,False,0.39,35.88
2020-07-02,84,39.0,,0.39,32.76
2020-07-03,75,39.0,,0.39,29.25
2020-07-04,79,39.0,,0.39,30.810000000000002
2020-07-05,71,39.0,,0.39,27.69
2020-07-06,84,39.0,,0.39,32.76
2020-07-07,79,39.0,,0.39,30.810000000000002
2020-07-08,82,39.0,,0.39,31.98
2020-07-09,85,39.0,,0.39,33.15
2020-07-10,95,39.0,,0.39,37.050000000000004
2020-07-11,78,39.0,,0.39,30.42
2020-07-12,73,39.0,,0.39,28.470000000000002
2020-07-13,86,39.0,,0.39,33.54
2020-07-14,81,39.0,,0.39,31.59
2020-07-15,87,39.0,,0.39,33.93
2020-07-16,95,39.0,,0.39,37.050000000000004
2020-07-17,90,39.0,,0.39,35.1
2020-07-18,86,39.0,,0.39,33.54
2020-07-19,70,39.0,,0.39,27.3
2020-07-20,100,39.0,,0.39,39.0
2020-07-21,98,39.0,,0.39,38.22
2020-07-22,93,39.0,,0.39,36.27
2020-07-23,92,39.0,,0.39,35.88
2020-07-24,93,39.0,,0.39,36.27
2020-07-25,81,39.0,,0.39,31.59
2020-07-26,76,39.0,,0.39,29.64
2020-07-27,91,39.0,,0.39,35.49
2020-07-28,93,39.0,,0.39,36.27
2020-07-29,93,39.0,,0.39,36.27
2020-07-30,87,39.0,,0.39,33.93
2020-07-31,86,39.0,,0.39,33.54
2020-08-01,82,40.0,False,0.4,32.800000000000004
2020-08-02,79,40.0,,0.4,31.6
2020-08-03,82,40.0,,0.4,32.800000000000004
2020-08-04,83,40.0,,0.4,33.2
2020-08-05,90,40.0,,0.4,36.0
2020-08-06,93,40.0,,0.4,37.2
2020-08-07,86,40.0,,0.4,34.4
2020-08-08,81,40.0,,0.4,32.4
2020-08-09,76,40.0,,0.4,30.400000000000002
2020-08-10,88,40.0,,0.4,35.2
2020-08-11,86,40.0,,0.4,34.4
2020-08-12,87,40.0,,0.4,34.800000000000004
2020-08-13,99,40.0,,0.4,39.6
2020-08-14,89,40.0,,0.4,35.6
2020-08-15,83,40.0,,0.4,33.2
2020-08-16,85,40.0,,0.4,34.0
2020-08-17,80,40.0,,0.4,32.0
2020-08-18,91,40.0,,0.4,36.4
2020-08-19,80,40.0,,0.4,32.0
2020-08-20,84,40.0,,0.4,33.6
2020-08-21,86,40.0,,0.4,34.4
2020-08-22,89,40.0,,0.4,35.6
2020-08-23,83,40.0,,0.4,33.2
2020-08-24,87,40.0,,0.4,34.800000000000004
2020-08-25,88,40.0,,0.4,35.2
2020-08-26,100,40.0,,0.4,40.0
2020-08-27,79,40.0,,0.4,31.6
2020-08-28,93,40.0,,0.4,37.2
2020-08-29,77,40.0,,0.4,30.8
2020-08-30,79,40.0,,0.4,31.6
2020-08-31,78,40.0,,0.4,31.200000000000003
2020-09-01,79,41.0,False,0.41,32.39
2020-09-02,75,41.0,,0.41,30.749999999999996
2020-09-03,77,41.0,,0.41,31.569999999999997
2020-09-04,72,41.0,,0.41,29.52
2020-09-05,76,41.0,,0.41,31.159999999999997
2020-09-06,74,41.0,,0.41,30.34
2020-09-07,75,41.0,,0.41,30.749999999999996
2020-09-08,75,41.0,,0.41,30.749999999999996
2020-09-09,75,41.0,,0.41,30.749999999999996
2020-09-10,75,41.0,,0.41,30.749999999999996
2020-09-11,72,41.0,,0.41,29.52
2020-09-12,77,41.0,,0.41,31.569999999999997
2020-09-13,67,41.0,,0.41,27.47
2020-09-14,83,41.0,,0.41,34.03
2020-09-15,76,41.0,,0.41,31.159999999999997
2020-09-16,82,41.0,,0.41,33.62
2020-09-17,74,41.0,,0.41,30.34
2020-09-18,78,41.0,,0.41,31.979999999999997
2020-09-19,70,41.0,,0.41,28.7
2020-09-20,77,41.0,,0.41,31.569999999999997
2020-09-21,78,41.0,,0.41,31.979999999999997
2020-09-22,72,41.0,,0.41,29.52
2020-09-23,78,41.0,,0.41,31.979999999999997
2020-09-24,80,41.0,,0.41,32.8
2020-09-25,76,41.0,,0.41,31.159999999999997
2020-09-26,80,41.0,,0.41,32.8
2020-09-27,83,41.0,,0.41,34.03
2020-09-28,89,41.0,,0.41,36.489999999999995
2020-09-29,100,41.0,,0.41,41.0
2020-09-30,93,41.0,,0.41,38.129999999999995
2020-10-01,82,40.0,False,0.4,32.800000000000004
2020-10-02,93,40.0,,0.4,37.2
2020-10-03,89,40.0,,0.4,35.6
2020-10-04,82,40.0,,0.4,32.800000000000004
2020-10-05,91,40.0,,0.4,36.4
2020-10-06,89,40.0,,0.4,35.6
2020-10-07,88,40.0,,0.4,35.2
2020-10-08,83,40.0,,0.4,33.2
2020-10-09,86,40.0,,0.4,34.4
2020-10-10,96,40.0,,0.4,38.400000000000006
2020-10-11,82,40.0,,0.4,32.800000000000004
2020-10-12,92,40.0,,0.4,36.800000000000004
2020-10-13,97,40.0,,0.4,38.800000000000004
2020-10-14,97,40.0,,0.4,38.800000000000004
2020-10-15,87,40.0,,0.4,34.800000000000004
2020-10-16,90,40.0,,0.4,36.0
2020-10-17,87,40.0,,0.4,34.800000000000004
2020-10-18,92,40.0,,0.4,36.800000000000004
2020-10-19,92,40.0,,0.4,36.800000000000004
2020-10-20,89,40.0,,0.4,35.6
2020-10-21,86,40.0,,0.4,34.4
2020-10-22,100,40.0,,0.4,40.0
2020-10-23,88,40.0,,0.4,35.2
2020-10-24,89,40.0,,0.4,35.6
2020-10-25,76,40.0,,0.4,30.400000000000002
2020-10-26,89,40.0,,0.4,35.6
2020-10-27,97,40.0,,0.4,38.800000000000004
2020-10-28,88,40.0,,0.4,35.2
2020-10-29,89,40.0,,0.4,35.6
2020-10-30,89,40.0,,0.4,35.6
2020-10-31,85,40.0,,0.4,34.0
2020-11-01,86,38.0,False,0.38,32.68
2020-11-02,87,38.0,,0.38,33.06
2020-11-03,90,38.0,,0.38,34.2
2020-11-04,61,38.0,,0.38,23.18
2020-11-05,62,38.0,,0.38,23.56
2020-11-06,71,38.0,,0.38,26.98
2020-11-07,77,38.0,,0.38,29.26
2020-11-08,74,38.0,,0.38,28.12
2020-11-09,87,38.0,,0.38,33.06
2020-11-10,78,38.0,,0.38,29.64
2020-11-11,91,38.0,,0.38,34.58
2020-11-12,89,38.0,,0.38,33.82
2020-11-13,93,38.0,,0.38,35.34
2020-11-14,87,38.0,,0.38,33.06
2020-11-15,85,38.0,,0.38,32.3
2020-11-16,93,38.0,,0.38,35.34
2020-11-17,87,38.0,,0.38,33.06
2020-11-18,100,38.0,,0.38,38.0
2020-11-19,93,38.0,,0.38,35.34
2020-11-20,94,38.0,,0.38,35.72
2020-11-21,99,38.0,,0.38,37.62
2020-11-22,78,38.0,,0.38,29.64
2020-11-23,87,38.0,,0.38,33.06
2020-11-24,97,38.0,,0.38,36.86
2020-11-25,90,38.0,,0.38,34.2
2020-11-26,77,38.0,,0.38,29.26
2020-11-27,73,38.0,,0.38,27.740000000000002
2020-11-28,89,38.0,,0.38,33.82
2020-11-29,74,38.0,,0.38,28.12
2020-11-30,85,38.0,,0.38,32.3
2020-12-01,81,40.0,False,0.4,32.4
2020-12-02,90,40.0,,0.4,36.0
2020-12-03,94,40.0,,0.4,37.6
2020-12-04,93,40.0,,0.4,37.2
2020-12-05,91,40.0,,0.4,36.4
2020-12-06,83,40.0,,0.4,33.2
2020-12-07,94,40.0,,0.4,37.6
2020-12-08,99,40.0,,0.4,39.6
2020-12-09,86,40.0,,0.4,34.4
2020-12-10,89,40.0,,0.4,35.6
2020-12-11,84,40.0,,0.4,33.6
2020-12-12,100,40.0,,0.4,40.0
2020-12-13,80,40.0,,0.4,32.0
2020-12-14,85,40.0,,0.4,34.0
2020-12-15,92,40.0,,0.4,36.800000000000004
2020-12-16,86,40.0,,0.4,34.4
2020-12-17,76,40.0,,0.4,30.400000000000002
2020-12-18,98,40.0,,0.4,39.2
2020-12-19,85,40.0,,0.4,34.0
2020-12-20,76,40.0,,0.4,30.400000000000002
2020-12-21,76,40.0,,0.4,30.400000000000002
2020-12-22,78,40.0,,0.4,31.200000000000003
2020-12-23,90,40.0,,0.4,36.0
2020-12-24,84,40.0,,0.4,33.6
2020-12-25,82,40.0,,0.4,32.800000000000004
2020-12-26,81,40.0,,0.4,32.4
2020-12-27,74,40.0,,0.4,29.6
2020-12-28,92,40.0,,0.4,36.800000000000004
2020-12-29,87,40.0,,0.4,34.800000000000004
2020-12-30,89,40.0,,0.4,35.6
2020-12-31,97,40.0,,0.4,38.800000000000004
2021-01-01,65,42.0,False,0.42,27.3
2021-01-02,75,42.0,,0.42,31.5
2021-01-03,71,42.0,,0.42,29.82
2021-01-04,85,42.0,,0.42,35.699999999999996
2021-01-05,89,42.0,,0.42,37.379999999999995
2021-01-06,84,42.0,,0.42,35.28
2021-01-07,92,42.0,,0.42,38.64
2021-01-08,100,42.0,,0.42,42.0
2021-01-09,73,42.0,,0.42,30.66
2021-01-10,72,42.0,,0.42,30.24
2021-01-11,85,42.0,,0.42,35.699999999999996
2021-01-12,91,42.0,,0.42,38.22
2021-01-13,74,42.0,,0.42,31.08
2021-01-14,89,42.0,,0.42,37.379999999999995
2021-01-15,90,42.0,,0.42,37.8
2021-01-16,83,42.0,,0.42,34.86
2021-01-17,79,42.0,,0.42,33.18
2021-01-18,74,42.0,,0.42,31.08
2021-01-19,91,42.0,,0.42,38.22
2021-01-20,84,42.0,,0.42,35.28
2021-01-21,83,42.0,,0.42,34.86
2021-01-22,84,42.0,,0.42,35.28
2021-01-23,73,42.0,,0.42,30.66
2021-01-24,84,42.0,,0.42,35.28
2021-01-25,86,42.0,,0.42,36.12
2021-01-26,82,42.0,,0.42,34.44
2021-01-27,93,42.0,,0.42,39.059999999999995
2021-01-28,92,42.0,,0.42,38.64
2021-01-29,86,42.0,,0.42,36.12
2021-01-30,74,42.0,,0.42,31.08
2021-01-31,80,42.0,,0.42,33.6
2021-02-01,94,44.0,False,0.44,41.36
2021-02-02,95,44.0,,0.44,41.8
2021-02-03,89,44.0,,0.44,39.160000000000004
2021-02-04,98,44.0,,0.44,43.12
2021-02-05,92,44.0,,0.44,40.48
2021-02-06,81,44.0,,0.44,35.64
2021-02-07,78,44.0,,0.44,34.32
2021-02-08,87,44.0,,0.44,38.28
2021-02-09,96,44.0,,0.44,42.24
2021-02-10,84,44.0,,0.44,36.96
2021-02-11,89,44.0,,0.44,39.160000000000004
2021-02-12,91,44.0,,0.44,40.04
2021-02-13,87,44.0,,0.44,38.28
2021-02-14,83,44.0,,0.44,36.52
2021-02-15,78,44.0,,0.44,34.32
2021-02-16,88,44.0,,0.44,38.72
2021-02-17,86,44.0,,0.44,37.84
2021-02-18,91,44.0,,0.44,40.04
2021-02-19,89,44.0,,0.44,39.160000000000004
2021-02-20,86,44.0,,0.44,37.84
2021-02-21,85,44.0,,0.44,37.4
2021-02-22,93,44.0,,0.44,40.92
2021-02-23,100,44.0,,0.44,44.0
2021-02-24,97,44.0,,0.44,42.68
2021-02-25,97,44.0,,0.44,42.68
2021-02-26,95,44.0,,0.44,41.8
2021-02-27,85,44.0,,0.44,37.4
2021-02-28,90,44.0,,0.44,39.6
2021-03-01,95,43.0,False,0.43,40.85
2021-03-02,100,43.0,,0.43,43.0
2021-03-03,97,43.0,,0.43,41.71
2021-03-04,97,43.0,,0.43,41.71
2021-03-05,88,43.0,,0.43,37.839999999999996
2021-03-06,81,43.0,,0.43,34.83
2021-03-07,97,43.0,,0.43,41.71
2021-03-08,90,43.0,,0.43,38.7
2021-03-09,94,43.0,,0.43,40.42
2021-03-10,91,43.0,,0.43,39.13
2021-03-11,94,43.0,,0.43,40.42
2021-03-12,95,43.0,,0.43,40.85
2021-03-13,83,43.0,,0.43,35.69
2021-03-14,78,43.0,,0.43,33.54
2021-03-15,84,43.0,,0.43,36.12
2021-03-16,93,43.0,,0.43,39.99
2021-03-17,92,43.0,,0.43,39.56
2021-03-18,92,43.0,,0.43,39.56
2021-03-19,91,43.0,,0.43,39.13
2021-03-20,79,43.0,,0.43,33.97
2021-03-21,90,43.0,,0.43,38.7
2021-03-22,85,43.0,,0.43,36.55
2021-03-23,92,43.0,,0.43,39.56
2021-03-24,87,43.0,,0.43,37.41
2021-03-25,87,43.0,,0.43,37.41
2021-03-26,100,43.0,,0.43,43.0
2021-03-27,83,43.0,,0.43,35.69
2021-03-28,76,43.0,,0.43,32.68
2021-03-29,93,43.0,,0.43,39.99
2021-03-30,94,43.0,,0.43,40.42
2021-03-31,99,43.0,,0.43,42.57
2021-04-01,100,43.0,False,0.43,43.0
2021-04-02,75,43.0,,0.43,32.25
2021-04-03,82,43.0,,0.43,35.26
2021-04-04,80,43.0,,0.43,34.4
2021-04-05,88,43.0,,0.43,37.839999999999996
2021-04-06,80,43.0,,0.43,34.4
2021-04-07,95,43.0,,0.43,40.85
2021-04-08,92,43.0,,0.43,39.56
2021-04-09,87,43.0,,0.43,37.41
2021-04-10,77,43.0,,0.43,33.11
2021-04-11,85,43.0,,0.43,36.55
2021-04-12,91,43.0,,0.43,39.13
2021-04-13,99,43.0,,0.43,42.57
2021-04-14,86,43.0,,0.43,36.98
2021-04-15,86,43.0,,0.43,36.98
2021-04-16,84,43.0,,0.43,36.12
2021-04-17,67,43.0,,0.43,28.81
2021-04-18,79,43.0,,0.43,33.97
2021-04-19,94,43.0,,0.43,40.42
2021-04-20,80,43.0,,0.43,34.4
2021-04-21,86,43.0,,0.43,36.98
2021-04-22,97,43.0,,0.43,41.71
2021-04-23,90,43.0,,0.43,38.7
2021-04-24,71,43.0,,0.43,30.53
2021-04-25,85,43.0,,0.43,36.55
2021-04-26,93,43.0,,0.43,39.99
2021-04-27,82,43.0,,0.43,35.26
2021-04-28,84,43.0,,0.43,36.12
2021-04-29,85,43.0,,0.43,36.55
2021-04-30,82,43.0,,0.43,35.26
2021-05-01,86,39.0,False,0.39,33.54
2021-05-02,84,39.0,,0.39,32.76
2021-05-03,100,39.0,,0.39,39.0
2021-05-04,88,39.0,,0.39,34.32
2021-05-05,85,39.0,,0.39,33.15
2021-05-06,95,39.0,,0.39,37.050000000000004
2021-05-07,86,39.0,,0.39,33.54
2021-05-08,78,39.0,,0.39,30.42
2021-05-09,84,39.0,,0.39,32.76
2021-05-10,87,39.0,,0.39,33.93
2021-05-11,97,39.0,,0.39,37.83
2021-05-12,85,39.0,,0.39,33.15
