date,PT_unscaled,PT_monthly,isPartial,scale,PT
2019-08-28,94,79.0,,0.79,74.26
2019-08-29,82,79.0,,0.79,64.78
2019-08-30,68,79.0,,0.79,53.72
2019-08-31,56,79.0,,0.79,44.24
2019-09-01,52,85.0,False,0.85,44.199999999999996
2019-09-02,58,85.0,,0.85,49.3
2019-09-03,84,85.0,,0.85,71.39999999999999
2019-09-04,87,85.0,,0.85,73.95
2019-09-05,74,85.0,,0.85,62.9
2019-09-06,73,85.0,,0.85,62.05
2019-09-07,56,85.0,,0.85,47.6
2019-09-08,56,85.0,,0.85,47.6
2019-09-09,84,85.0,,0.85,71.39999999999999
2019-09-10,92,85.0,,0.85,78.2
2019-09-11,86,85.0,,0.85,73.1
2019-09-12,95,85.0,,0.85,80.75
2019-09-13,74,85.0,,0.85,62.9
2019-09-14,55,85.0,,0.85,46.75
2019-09-15,59,85.0,,0.85,50.15
2019-09-16,75,85.0,,0.85,63.75
2019-09-17,76,85.0,,0.85,64.6
2019-09-18,87,85.0,,0.85,73.95
2019-09-19,100,85.0,,0.85,85.0
2019-09-20,86,85.0,,0.85,73.1
2019-09-21,59,85.0,,0.85,50.15
2019-09-22,57,85.0,,0.85,48.449999999999996
2019-09-23,88,85.0,,0.85,74.8
2019-09-24,87,85.0,,0.85,73.95
2019-09-25,73,85.0,,0.85,62.05
2019-09-26,79,85.0,,0.85,67.14999999999999
2019-09-27,73,85.0,,0.85,62.05
2019-09-28,62,85.0,,0.85,52.699999999999996
2019-09-29,65,85.0,,0.85,55.25
2019-09-30,77,85.0,,0.85,65.45
2019-10-01,100,79.0,False,0.79,79.0
2019-10-02,80,79.0,,0.79,63.2
2019-10-03,87,79.0,,0.79,68.73
2019-10-04,77,79.0,,0.79,60.830000000000005
2019-10-05,62,79.0,,0.79,48.980000000000004
2019-10-06,56,79.0,,0.79,44.24
2019-10-07,77,79.0,,0.79,60.830000000000005
2019-10-08,88,79.0,,0.79,69.52000000000001
2019-10-09,77,79.0,,0.79,60.830000000000005
2019-10-10,80,79.0,,0.79,63.2
2019-10-11,74,79.0,,0.79,58.46
2019-10-12,58,79.0,,0.79,45.82
2019-10-13,60,79.0,,0.79,47.400000000000006
2019-10-14,76,79.0,,0.79,60.040000000000006
2019-10-15,82,79.0,,0.79,64.78
2019-10-16,81,79.0,,0.79,63.99
2019-10-17,89,79.0,,0.79,70.31
2019-10-18,75,79.0,,0.79,59.25
2019-10-19,60,79.0,,0.79,47.400000000000006
2019-10-20,59,79.0,,0.79,46.61
2019-10-21,76,79.0,,0.79,60.040000000000006
2019-10-22,86,79.0,,0.79,67.94
2019-10-23,80,79.0,,0.79,63.2
2019-10-24,86,79.0,,0.79,67.94
2019-10-25,78,79.0,,0.79,61.620000000000005
2019-10-26,59,79.0,,0.79,46.61
2019-10-27,59,79.0,,0.79,46.61
2019-10-28,89,79.0,,0.79,70.31
2019-10-29,91,79.0,,0.79,71.89
2019-10-30,90,79.0,,0.79,71.10000000000001
2019-10-31,76,79.0,,0.79,60.040000000000006
2019-11-01,89,75.0,False,0.75,66.75
2019-11-02,63,75.0,,0.75,47.25
2019-11-03,63,75.0,,0.75,47.25
2019-11-04,83,75.0,,0.75,62.25
2019-11-05,99,75.0,,0.75,74.25
2019-11-06,100,75.0,,0.75,75.0
2019-11-07,86,75.0,,0.75,64.5
2019-11-08,78,75.0,,0.75,58.5
2019-11-09,68,75.0,,0.75,51.0
2019-11-10,71,75.0,,0.75,53.25
2019-11-11,77,75.0,,0.75,57.75
2019-11-12,84,75.0,,0.75,63.0
2019-11-13,89,75.0,,0.75,66.75
2019-11-14,83,75.0,,0.75,62.25
2019-11-15,79,75.0,,0.75,59.25
2019-11-16,64,75.0,,0.75,48.0
2019-11-17,62,75.0,,0.75,46.5
2019-11-18,81,75.0,,0.75,60.75
2019-11-19,87,75.0,,0.75,65.25
2019-11-20,80,75.0,,0.75,60.0
2019-11-21,82,75.0,,0.75,61.5
2019-11-22,79,75.0,,0.75,59.25
2019-11-23,54,75.0,,0.75,40.5
2019-11-24,63,75.0,,0.75,47.25
2019-11-25,79,75.0,,0.75,59.25
2019-11-26,80,75.0,,0.75,60.0
2019-11-27,75,75.0,,0.75,56.25
2019-11-28,58,75.0,,0.75,43.5
2019-11-29,57,75.0,,0.75,42.75
2019-11-30,50,75.0,,0.75,37.5
2019-12-01,53,69.0,False,0.69,36.57
2019-12-02,80,69.0,,0.69,55.199999999999996
2019-12-03,100,69.0,,0.69,69.0
2019-12-04,81,69.0,,0.69,55.88999999999999
2019-12-05,83,69.0,,0.69,57.269999999999996
2019-12-06,75,69.0,,0.69,51.74999999999999
2019-12-07,62,69.0,,0.69,42.779999999999994
2019-12-08,60,69.0,,0.69,41.4
2019-12-09,69,69.0,,0.69,47.61
2019-12-10,75,69.0,,0.69,51.74999999999999
2019-12-11,79,69.0,,0.69,54.51
2019-12-12,79,69.0,,0.69,54.51
2019-12-13,75,69.0,,0.69,51.74999999999999
2019-12-14,62,69.0,,0.69,42.779999999999994
2019-12-15,55,69.0,,0.69,37.949999999999996
2019-12-16,75,69.0,,0.69,51.74999999999999
2019-12-17,73,69.0,,0.69,50.37
2019-12-18,73,69.0,,0.69,50.37
2019-12-19,75,69.0,,0.69,51.74999999999999
2019-12-20,68,69.0,,0.69,46.919999999999995
2019-12-21,47,69.0,,0.69,32.43
2019-12-22,54,69.0,,0.69,37.26
2019-12-23,69,69.0,,0.69,47.61
2019-12-24,62,69.0,,0.69,42.779999999999994
2019-12-25,44,69.0,,0.69,30.36
2019-12-26,65,69.0,,0.69,44.849999999999994
2019-12-27,71,69.0,,0.69,48.989999999999995
2019-12-28,54,69.0,,0.69,37.26
2019-12-29,46,69.0,,0.69,31.74
2019-12-30,70,69.0,,0.69,48.3
2019-12-31,62,69.0,,0.69,42.779999999999994
2020-01-01,56,77.0,False,0.77,43.120000000000005
2020-01-02,75,77.0,,0.77,57.75
2020-01-03,81,77.0,,0.77,62.370000000000005
2020-01-04,63,77.0,,0.77,48.51
2020-01-05,61,77.0,,0.77,46.97
2020-01-06,86,77.0,,0.77,66.22
2020-01-07,90,77.0,,0.77,69.3
2020-01-08,80,77.0,,0.77,61.6
2020-01-09,89,77.0,,0.77,68.53
2020-01-10,88,77.0,,0.77,67.76
2020-01-11,68,77.0,,0.77,52.36
2020-01-12,63,77.0,,0.77,48.51
2020-01-13,94,77.0,,0.77,72.38
2020-01-14,95,77.0,,0.77,73.15
2020-01-15,97,77.0,,0.77,74.69
2020-01-16,99,77.0,,0.77,76.23
2020-01-17,81,77.0,,0.77,62.370000000000005
2020-01-18,66,77.0,,0.77,50.82
2020-01-19,64,77.0,,0.77,49.28
2020-01-20,73,77.0,,0.77,56.21
2020-01-21,94,77.0,,0.77,72.38
2020-01-22,96,77.0,,0.77,73.92
2020-01-23,86,77.0,,0.77,66.22
2020-01-24,85,77.0,,0.77,65.45
2020-01-25,69,77.0,,0.77,53.13
2020-01-26,67,77.0,,0.77,51.59
2020-01-27,90,77.0,,0.77,69.3
2020-01-28,96,77.0,,0.77,73.92
2020-01-29,100,77.0,,0.77,77.0
2020-01-30,89,77.0,,0.77,68.53
2020-01-31,87,77.0,,0.77,66.99
2020-02-01,71,80.0,False,0.8,56.800000000000004
2020-02-02,72,80.0,,0.8,57.6
2020-02-03,96,80.0,,0.8,76.80000000000001
2020-02-04,99,80.0,,0.8,79.2
2020-02-05,94,80.0,,0.8,75.2
2020-02-06,88,80.0,,0.8,70.4
2020-02-07,81,80.0,,0.8,64.8
2020-02-08,71,80.0,,0.8,56.800000000000004
2020-02-09,66,80.0,,0.8,52.800000000000004
2020-02-10,91,80.0,,0.8,72.8
2020-02-11,92,80.0,,0.8,73.60000000000001
2020-02-12,94,80.0,,0.8,75.2
2020-02-13,95,80.0,,0.8,76.0
2020-02-14,81,80.0,,0.8,64.8
2020-02-15,69,80.0,,0.8,55.2
2020-02-16,75,80.0,,0.8,60.0
2020-02-17,86,80.0,,0.8,68.8
2020-02-18,92,80.0,,0.8,73.60000000000001
2020-02-19,92,80.0,,0.8,73.60000000000001
2020-02-20,92,80.0,,0.8,73.60000000000001
2020-02-21,85,80.0,,0.8,68.0
2020-02-22,71,80.0,,0.8,56.800000000000004
2020-02-23,68,80.0,,0.8,54.400000000000006
2020-02-24,94,80.0,,0.8,75.2
2020-02-25,100,80.0,,0.8,80.0
2020-02-26,98,80.0,,0.8,78.4
2020-02-27,94,80.0,,0.8,75.2
2020-02-28,92,80.0,,0.8,73.60000000000001
2020-02-29,70,80.0,,0.8,56.0
2020-03-01,65,74.0,False,0.74,48.1
2020-03-02,86,74.0,,0.74,63.64
2020-03-03,88,74.0,,0.74,65.12
2020-03-04,86,74.0,,0.74,63.64
2020-03-05,89,74.0,,0.74,65.86
2020-03-06,73,74.0,,0.74,54.019999999999996
2020-03-07,65,74.0,,0.74,48.1
2020-03-08,64,74.0,,0.74,47.36
2020-03-09,85,74.0,,0.74,62.9
2020-03-10,94,74.0,,0.74,69.56
2020-03-11,75,74.0,,0.74,55.5
2020-03-12,64,74.0,,0.74,47.36
2020-03-13,67,74.0,,0.74,49.58
2020-03-14,59,74.0,,0.74,43.66
2020-03-15,49,74.0,,0.74,36.26
2020-03-16,69,74.0,,0.74,51.06
2020-03-17,72,74.0,,0.74,53.28
2020-03-18,72,74.0,,0.74,53.28
2020-03-19,75,74.0,,0.74,55.5
2020-03-20,72,74.0,,0.74,53.28
2020-03-21,57,74.0,,0.74,42.18
2020-03-22,59,74.0,,0.74,43.66
2020-03-23,100,74.0,,0.74,74.0
2020-03-24,72,74.0,,0.74,53.28
2020-03-25,66,74.0,,0.74,48.839999999999996
2020-03-26,81,74.0,,0.74,59.94
2020-03-27,67,74.0,,0.74,49.58
2020-03-28,64,74.0,,0.74,47.36
2020-03-29,69,74.0,,0.74,51.06
2020-03-30,63,74.0,,0.74,46.62
2020-03-31,67,74.0,,0.74,49.58
2020-04-01,84,69.0,False,0.69,57.959999999999994
2020-04-02,82,69.0,,0.69,56.58
2020-04-03,84,69.0,,0.69,57.959999999999994
2020-04-04,76,69.0,,0.69,52.44
2020-04-05,67,69.0,,0.69,46.23
2020-04-06,79,69.0,,0.69,54.51
2020-04-07,83,69.0,,0.69,57.269999999999996
2020-04-08,80,69.0,,0.69,55.199999999999996
2020-04-09,87,69.0,,0.69,60.029999999999994
2020-04-10,83,69.0,,0.69,57.269999999999996
2020-04-11,90,69.0,,0.69,62.099999999999994
2020-04-12,74,69.0,,0.69,51.059999999999995
2020-04-13,82,69.0,,0.69,56.58
2020-04-14,95,69.0,,0.69,65.55
2020-04-15,85,69.0,,0.69,58.65
2020-04-16,86,69.0,,0.69,59.339999999999996
2020-04-17,84,69.0,,0.69,57.959999999999994
2020-04-18,74,69.0,,0.69,51.059999999999995
2020-04-19,76,69.0,,0.69,52.44
2020-04-20,84,69.0,,0.69,57.959999999999994
2020-04-21,90,69.0,,0.69,62.099999999999994
2020-04-22,95,69.0,,0.69,65.55
2020-04-23,96,69.0,,0.69,66.24
2020-04-24,83,69.0,,0.69,57.269999999999996
2020-04-25,68,69.0,,0.69,46.919999999999995
2020-04-26,71,69.0,,0.69,48.989999999999995
2020-04-27,83,69.0,,0.69,57.269999999999996
2020-04-28,96,69.0,,0.69,66.24
2020-04-29,100,69.0,,0.69,69.0
2020-04-30,87,69.0,,0.69,60.029999999999994
2020-05-01,81,74.0,False,0.74,59.94
2020-05-02,73,74.0,,0.74,54.019999999999996
2020-05-03,67,74.0,,0.74,49.58
2020-05-04,85,74.0,,0.74,62.9
2020-05-05,86,74.0,,0.74,63.64
2020-05-06,92,74.0,,0.74,68.08
2020-05-07,97,74.0,,0.74,71.78
2020-05-08,96,74.0,,0.74,71.03999999999999
2020-05-09,78,74.0,,0.74,57.72
2020-05-10,66,74.0,,0.74,48.839999999999996
2020-05-11,89,74.0,,0.74,65.86
2020-05-12,95,74.0,,0.74,70.3
2020-05-13,94,74.0,,0.74,69.56
2020-05-14,91,74.0,,0.74,67.34
2020-05-15,100,74.0,,0.74,74.0
2020-05-16,70,74.0,,0.74,51.8
2020-05-17,68,74.0,,0.74,50.32
2020-05-18,93,74.0,,0.74,68.82
2020-05-19,93,74.0,,0.74,68.82
2020-05-20,91,74.0,,0.74,67.34
2020-05-21,91,74.0,,0.74,67.34
2020-05-22,79,74.0,,0.74,58.46
2020-05-23,70,74.0,,0.74,51.8
2020-05-24,61,74.0,,0.74,45.14
2020-05-25,72,74.0,,0.74,53.28
2020-05-26,93,74.0,,0.74,68.82
2020-05-27,83,74.0,,0.74,61.42
2020-05-28,96,74.0,,0.74,71.03999999999999
2020-05-29,87,74.0,,0.74,64.38
2020-05-30,68,74.0,,0.74,50.32
2020-05-31,60,74.0,,0.74,44.4
2020-06-01,74,81.0,False,0.81,59.940000000000005
2020-06-02,76,81.0,,0.81,61.56
2020-06-03,82,81.0,,0.81,66.42
2020-06-04,79,81.0,,0.81,63.99
2020-06-05,80,81.0,,0.81,64.80000000000001
2020-06-06,65,81.0,,0.81,52.650000000000006
2020-06-07,67,81.0,,0.81,54.27
2020-06-08,77,81.0,,0.81,62.370000000000005
2020-06-09,80,81.0,,0.81,64.80000000000001
2020-06-10,94,81.0,,0.81,76.14
2020-06-11,100,81.0,,0.81,81.0
2020-06-12,79,81.0,,0.81,63.99
2020-06-13,70,81.0,,0.81,56.7
2020-06-14,66,81.0,,0.81,53.46
2020-06-15,86,81.0,,0.81,69.66000000000001
2020-06-16,83,81.0,,0.81,67.23
2020-06-17,78,81.0,,0.81,63.18000000000001
2020-06-18,91,81.0,,0.81,73.71000000000001
2020-06-19,86,81.0,,0.81,69.66000000000001
2020-06-20,62,81.0,,0.81,50.220000000000006
2020-06-21,63,81.0,,0.81,51.03
2020-06-22,85,81.0,,0.81,68.85000000000001
2020-06-23,94,81.0,,0.81,76.14
2020-06-24,91,81.0,,0.81,73.71000000000001
2020-06-25,87,81.0,,0.81,70.47
2020-06-26,77,81.0,,0.81,62.370000000000005
2020-06-27,66,81.0,,0.81,53.46
2020-06-28,63,81.0,,0.81,51.03
2020-06-29,87,81.0,,0.81,70.47
2020-06-30,89,81.0,,0.81,72.09
2020-07-01,72,78.0,False,0.78,56.160000000000004
2020-07-02,73,78.0,,0.78,56.940000000000005
2020-07-03,71,78.0,,0.78,55.38
2020-07-04,54,78.0,,0.78,42.120000000000005
2020-07-05,56,78.0,,0.78,43.68
2020-07-06,74,78.0,,0.78,57.72
2020-07-07,73,78.0,,0.78,56.940000000000005
2020-07-08,76,78.0,,0.78,59.28
2020-07-09,76,78.0,,0.78,59.28
2020-07-10,75,78.0,,0.78,58.5
2020-07-11,57,78.0,,0.78,44.46
2020-07-12,61,78.0,,0.78,47.58
2020-07-13,73,78.0,,0.78,56.940000000000005
2020-07-14,76,78.0,,0.78,59.28
2020-07-15,82,78.0,,0.78,63.96
2020-07-16,75,78.0,,0.78,58.5
2020-07-17,73,78.0,,0.78,56.940000000000005
2020-07-18,65,78.0,,0.78,50.7
2020-07-19,59,78.0,,0.78,46.02
2020-07-20,100,78.0,,0.78,78.0
2020-07-21,90,78.0,,0.78,70.2
2020-07-22,93,78.0,,0.78,72.54
2020-07-23,89,78.0,,0.78,69.42
2020-07-24,79,78.0,,0.78,61.620000000000005
2020-07-25,60,78.0,,0.78,46.800000000000004
2020-07-26,57,78.0,,0.78,44.46
2020-07-27,78,78.0,,0.78,60.84
2020-07-28,88,78.0,,0.78,68.64
2020-07-29,89,78.0,,0.78,69.42
2020-07-30,88,78.0,,0.78,68.64
2020-07-31,74,78.0,,0.78,57.72
2020-08-01,56,83.0,False,0.83,46.48
2020-08-02,52,83.0,,0.83,43.16
2020-08-03,66,83.0,,0.83,54.779999999999994
2020-08-04,74,83.0,,0.83,61.419999999999995
2020-08-05,74,83.0,,0.83,61.419999999999995
2020-08-06,73,83.0,,0.83,60.589999999999996
2020-08-07,70,83.0,,0.83,58.099999999999994
2020-08-08,51,83.0,,0.83,42.33
2020-08-09,51,83.0,,0.83,42.33
2020-08-10,71,83.0,,0.83,58.93
2020-08-11,65,83.0,,0.83,53.949999999999996
2020-08-12,70,83.0,,0.83,58.099999999999994
2020-08-13,74,83.0,,0.83,61.419999999999995
2020-08-14,66,83.0,,0.83,54.779999999999994
2020-08-15,61,83.0,,0.83,50.629999999999995
2020-08-16,60,83.0,,0.83,49.8
2020-08-17,79,83.0,,0.83,65.57
2020-08-18,78,83.0,,0.83,64.74
2020-08-19,72,83.0,,0.83,59.76
2020-08-20,80,83.0,,0.83,66.39999999999999
2020-08-21,63,83.0,,0.83,52.29
2020-08-22,61,83.0,,0.83,50.629999999999995
2020-08-23,61,83.0,,0.83,50.629999999999995
2020-08-24,83,83.0,,0.83,68.89
2020-08-25,80,83.0,,0.83,66.39999999999999
2020-08-26,100,83.0,,0.83,83.0
2020-08-27,76,83.0,,0.83,63.08
2020-08-28,70,83.0,,0.83,58.099999999999994
2020-08-29,53,83.0,,0.83,43.989999999999995
2020-08-30,57,83.0,,0.83,47.309999999999995
2020-08-31,73,83.0,,0.83,60.589999999999996
2020-09-01,86,81.0,False,0.81,69.66000000000001
2020-09-02,71,81.0,,0.81,57.510000000000005
2020-09-03,81,81.0,,0.81,65.61
2020-09-04,73,81.0,,0.81,59.13
2020-09-05,58,81.0,,0.81,46.980000000000004
2020-09-06,60,81.0,,0.81,48.6
2020-09-07,62,81.0,,0.81,50.220000000000006
2020-09-08,78,81.0,,0.81,63.18000000000001
2020-09-09,88,81.0,,0.81,71.28
2020-09-10,72,81.0,,0.81,58.32000000000001
2020-09-11,68,81.0,,0.81,55.080000000000005
2020-09-12,66,81.0,,0.81,53.46
2020-09-13,57,81.0,,0.81,46.17
2020-09-14,68,81.0,,0.81,55.080000000000005
2020-09-15,79,81.0,,0.81,63.99
2020-09-16,89,81.0,,0.81,72.09
2020-09-17,100,81.0,,0.81,81.0
2020-09-18,94,81.0,,0.81,76.14
2020-09-19,62,81.0,,0.81,50.220000000000006
2020-09-20,61,81.0,,0.81,49.410000000000004
2020-09-21,84,81.0,,0.81,68.04
2020-09-22,88,81.0,,0.81,71.28
2020-09-23,82,81.0,,0.81,66.42
2020-09-24,80,81.0,,0.81,64.80000000000001
2020-09-25,75,81.0,,0.81,60.75000000000001
2020-09-26,63,81.0,,0.81,51.03
2020-09-27,56,81.0,,0.81,45.36
2020-09-28,83,81.0,,0.81,67.23
2020-09-29,85,81.0,,0.81,68.85000000000001
2020-09-30,88,81.0,,0.81,71.28
2020-10-01,81,82.0,False,0.82,66.42
2020-10-02,69,82.0,,0.82,56.58
2020-10-03,54,82.0,,0.82,44.279999999999994
2020-10-04,53,82.0,,0.82,43.46
2020-10-05,70,82.0,,0.82,57.4
2020-10-06,76,82.0,,0.82,62.31999999999999
2020-10-07,76,82.0,,0.82,62.31999999999999
2020-10-08,65,82.0,,0.82,53.3
2020-10-09,68,82.0,,0.82,55.76
2020-10-10,53,82.0,,0.82,43.46
2020-10-11,51,82.0,,0.82,41.82
2020-10-12,74,82.0,,0.82,60.68
2020-10-13,100,82.0,,0.82,82.0
2020-10-14,69,82.0,,0.82,56.58
2020-10-15,86,82.0,,0.82,70.52
2020-10-16,70,82.0,,0.82,57.4
2020-10-17,59,82.0,,0.82,48.379999999999995
2020-10-18,54,82.0,,0.82,44.279999999999994
2020-10-19,72,82.0,,0.82,59.04
2020-10-20,78,82.0,,0.82,63.959999999999994
2020-10-21,75,82.0,,0.82,61.49999999999999
2020-10-22,78,82.0,,0.82,63.959999999999994
2020-10-23,67,82.0,,0.82,54.94
2020-10-24,54,82.0,,0.82,44.279999999999994
2020-10-25,48,82.0,,0.82,39.36
2020-10-26,70,82.0,,0.82,57.4
2020-10-27,73,82.0,,0.82,59.86
2020-10-28,73,82.0,,0.82,59.86
2020-10-29,75,82.0,,0.82,61.49999999999999
2020-10-30,71,82.0,,0.82,58.22
2020-10-31,57,82.0,,0.82,46.739999999999995
2020-11-01,56,72.0,False,0.72,40.32
2020-11-02,69,72.0,,0.72,49.68
2020-11-03,73,72.0,,0.72,52.559999999999995
2020-11-04,52,72.0,,0.72,37.44
2020-11-05,56,72.0,,0.72,40.32
2020-11-06,55,72.0,,0.72,39.6
2020-11-07,47,72.0,,0.72,33.839999999999996
2020-11-08,48,72.0,,0.72,34.56
2020-11-09,72,72.0,,0.72,51.839999999999996
2020-11-10,78,72.0,,0.72,56.16
2020-11-11,81,72.0,,0.72,58.32
2020-11-12,100,72.0,,0.72,72.0
2020-11-13,77,72.0,,0.72,55.44
2020-11-14,56,72.0,,0.72,40.32
2020-11-15,56,72.0,,0.72,40.32
2020-11-16,72,72.0,,0.72,51.839999999999996
2020-11-17,74,72.0,,0.72,53.28
2020-11-18,79,72.0,,0.72,56.879999999999995
2020-11-19,70,72.0,,0.72,50.4
2020-11-20,66,72.0,,0.72,47.519999999999996
2020-11-21,55,72.0,,0.72,39.6
2020-11-22,56,72.0,,0.72,40.32
2020-11-23,81,72.0,,0.72,58.32
2020-11-24,93,72.0,,0.72,66.96
2020-11-25,74,72.0,,0.72,53.28
2020-11-26,50,72.0,,0.72,36.0
2020-11-27,54,72.0,,0.72,38.879999999999995
2020-11-28,49,72.0,,0.72,35.28
2020-11-29,49,72.0,,0.72,35.28
2020-11-30,65,72.0,,0.72,46.8
2020-12-01,69,71.0,False,0.71,48.989999999999995
2020-12-02,67,71.0,,0.71,47.57
2020-12-03,66,71.0,,0.71,46.86
2020-12-04,64,71.0,,0.71,45.44
2020-12-05,55,71.0,,0.71,39.05
2020-12-06,48,71.0,,0.71,34.08
2020-12-07,70,71.0,,0.71,49.699999999999996
2020-12-08,67,71.0,,0.71,47.57
2020-12-09,68,71.0,,0.71,48.28
2020-12-10,100,71.0,,0.71,71.0
2020-12-11,68,71.0,,0.71,48.28
2020-12-12,64,71.0,,0.71,45.44
2020-12-13,53,71.0,,0.71,37.629999999999995
2020-12-14,63,71.0,,0.71,44.73
2020-12-15,73,71.0,,0.71,51.83
2020-12-16,70,71.0,,0.71,49.699999999999996
2020-12-17,65,71.0,,0.71,46.15
2020-12-18,62,71.0,,0.71,44.019999999999996
2020-12-19,49,71.0,,0.71,34.79
2020-12-20,44,71.0,,0.71,31.24
2020-12-21,63,71.0,,0.71,44.73
2020-12-22,57,71.0,,0.71,40.47
2020-12-23,55,71.0,,0.71,39.05
2020-12-24,49,71.0,,0.71,34.79
2020-12-25,69,71.0,,0.71,48.989999999999995
2020-12-26,49,71.0,,0.71,34.79
2020-12-27,45,71.0,,0.71,31.95
2020-12-28,57,71.0,,0.71,40.47
2020-12-29,63,71.0,,0.71,44.73
2020-12-30,61,71.0,,0.71,43.309999999999995
2020-12-31,55,71.0,,0.71,39.05
2021-01-01,58,70.0,False,0.7,40.599999999999994
2021-01-02,64,70.0,,0.7,44.8
2021-01-03,55,70.0,,0.7,38.5
2021-01-04,79,70.0,,0.7,55.3
2021-01-05,84,70.0,,0.7,58.8
2021-01-06,73,70.0,,0.7,51.099999999999994
2021-01-07,80,70.0,,0.7,56.0
2021-01-08,74,70.0,,0.7,51.8
2021-01-09,58,70.0,,0.7,40.599999999999994
2021-01-10,59,70.0,,0.7,41.3
2021-01-11,80,70.0,,0.7,56.0
2021-01-12,86,70.0,,0.7,60.199999999999996
2021-01-13,87,70.0,,0.7,60.9
2021-01-14,85,70.0,,0.7,59.49999999999999
2021-01-15,80,70.0,,0.7,56.0
2021-01-16,60,70.0,,0.7,42.0
2021-01-17,61,70.0,,0.7,42.699999999999996
2021-01-18,82,70.0,,0.7,57.4
2021-01-19,82,70.0,,0.7,57.4
2021-01-20,84,70.0,,0.7,58.8
2021-01-21,100,70.0,,0.7,70.0
2021-01-22,90,70.0,,0.7,62.99999999999999
2021-01-23,63,70.0,,0.7,44.099999999999994
2021-01-24,71,70.0,,0.7,49.699999999999996
2021-01-25,78,70.0,,0.7,54.599999999999994
2021-01-26,85,70.0,,0.7,59.49999999999999
2021-01-27,81,70.0,,0.7,56.699999999999996
2021-01-28,83,70.0,,0.7,58.099999999999994
2021-01-29,75,70.0,,0.7,52.5
2021-01-30,64,70.0,,0.7,44.8
2021-01-31,65,70.0,,0.7,45.5
2021-02-01,79,80.0,False,0.8,63.2
2021-02-02,92,80.0,,0.8,73.60000000000001
2021-02-03,75,80.0,,0.8,60.0
2021-02-04,82,80.0,,0.8,65.60000000000001
2021-02-05,77,80.0,,0.8,61.6
2021-02-06,63,80.0,,0.8,50.400000000000006
2021-02-07,56,80.0,,0.8,44.800000000000004
2021-02-08,68,80.0,,0.8,54.400000000000006
2021-02-09,77,80.0,,0.8,61.6
2021-02-10,74,80.0,,0.8,59.2
2021-02-11,76,80.0,,0.8,60.800000000000004
2021-02-12,69,80.0,,0.8,55.2
2021-02-13,56,80.0,,0.8,44.800000000000004
2021-02-14,52,80.0,,0.8,41.6
2021-02-15,68,80.0,,0.8,54.400000000000006
2021-02-16,80,80.0,,0.8,64.0
2021-02-17,100,80.0,,0.8,80.0
2021-02-18,79,80.0,,0.8,63.2
2021-02-19,75,80.0,,0.8,60.0
2021-02-20,63,80.0,,0.8,50.400000000000006
2021-02-21,56,80.0,,0.8,44.800000000000004
2021-02-22,80,80.0,,0.8,64.0
2021-02-23,94,80.0,,0.8,75.2
2021-02-24,91,80.0,,0.8,72.8
2021-02-25,98,80.0,,0.8,78.4
2021-02-26,80,80.0,,0.8,64.0
2021-02-27,64,80.0,,0.8,51.2
2021-02-28,56,80.0,,0.8,44.800000000000004
2021-03-01,81,81.0,False,0.81,65.61
2021-03-02,87,81.0,,0.81,70.47
2021-03-03,90,81.0,,0.81,72.9
2021-03-04,89,81.0,,0.81,72.09
2021-03-05,88,81.0,,0.81,71.28
2021-03-06,67,81.0,,0.81,54.27
2021-03-07,73,81.0,,0.81,59.13
2021-03-08,85,81.0,,0.81,68.85000000000001
2021-03-09,91,81.0,,0.81,73.71000000000001
2021-03-10,80,81.0,,0.81,64.80000000000001
2021-03-11,91,81.0,,0.81,73.71000000000001
2021-03-12,78,81.0,,0.81,63.18000000000001
2021-03-13,66,81.0,,0.81,53.46
2021-03-14,67,81.0,,0.81,54.27
2021-03-15,85,81.0,,0.81,68.85000000000001
2021-03-16,84,81.0,,0.81,68.04
2021-03-17,81,81.0,,0.81,65.61
2021-03-18,89,81.0,,0.81,72.09
2021-03-19,85,81.0,,0.81,68.85000000000001
2021-03-20,63,81.0,,0.81,51.03
2021-03-21,68,81.0,,0.81,55.080000000000005
2021-03-22,82,81.0,,0.81,66.42
2021-03-23,92,81.0,,0.81,74.52000000000001
2021-03-24,84,81.0,,0.81,68.04
2021-03-25,90,81.0,,0.81,72.9
2021-03-26,89,81.0,,0.81,72.09
2021-03-27,65,81.0,,0.81,52.650000000000006
2021-03-28,62,81.0,,0.81,50.220000000000006
2021-03-29,79,81.0,,0.81,63.99
2021-03-30,100,81.0,,0.81,81.0
2021-03-31,100,81.0,,0.81,81.0
2021-04-01,74,83.0,False,0.83,61.419999999999995
2021-04-02,68,83.0,,0.83,56.44
2021-04-03,52,83.0,,0.83,43.16
2021-04-04,52,83.0,,0.83,43.16
2021-04-05,74,83.0,,0.83,61.419999999999995
2021-04-06,76,83.0,,0.83,63.08
2021-04-07,74,83.0,,0.83,61.419999999999995
2021-04-08,74,83.0,,0.83,61.419999999999995
2021-04-09,70,83.0,,0.83,58.099999999999994
2021-04-10,55,83.0,,0.83,45.65
2021-04-11,53,83.0,,0.83,43.989999999999995
2021-04-12,77,83.0,,0.83,63.91
2021-04-13,76,83.0,,0.83,63.08
2021-04-14,91,83.0,,0.83,75.53
2021-04-15,79,83.0,,0.83,65.57
2021-04-16,77,83.0,,0.83,63.91
2021-04-17,64,83.0,,0.83,53.12
