date,SBUX_unscaled,SBUX_monthly,isPartial,scale,SBUX
2019-08-22,64,38.0,,0.38,24.32
2019-08-23,57,38.0,,0.38,21.66
2019-08-24,45,38.0,,0.38,17.1
2019-08-25,25,38.0,,0.38,9.5
2019-08-26,77,38.0,,0.38,29.26
2019-08-27,78,38.0,,0.38,29.64
2019-08-28,65,38.0,,0.38,24.7
2019-08-29,67,38.0,,0.38,25.46
2019-08-30,66,38.0,,0.38,25.080000000000002
2019-08-31,34,38.0,,0.38,12.92
2019-09-01,7,37.0,False,0.37,2.59
2019-09-02,11,37.0,,0.37,4.07
2019-09-03,53,37.0,,0.37,19.61
2019-09-04,98,37.0,,0.37,36.26
2019-09-05,53,37.0,,0.37,19.61
2019-09-06,62,37.0,,0.37,22.94
2019-09-07,38,37.0,,0.37,14.06
2019-09-08,9,37.0,,0.37,3.33
2019-09-09,49,37.0,,0.37,18.13
2019-09-10,100,37.0,,0.37,37.0
2019-09-11,81,37.0,,0.37,29.97
2019-09-12,64,37.0,,0.37,23.68
2019-09-13,78,37.0,,0.37,28.86
2019-09-14,32,37.0,,0.37,11.84
2019-09-15,4,37.0,,0.37,1.48
2019-09-16,74,37.0,,0.37,27.38
2019-09-17,69,37.0,,0.37,25.53
2019-09-18,65,37.0,,0.37,24.05
2019-09-19,51,37.0,,0.37,18.87
2019-09-20,50,37.0,,0.37,18.5
2019-09-21,18,37.0,,0.37,6.66
2019-09-22,11,37.0,,0.37,4.07
2019-09-23,54,37.0,,0.37,19.98
2019-09-24,59,37.0,,0.37,21.83
2019-09-25,44,37.0,,0.37,16.28
2019-09-26,33,37.0,,0.37,12.209999999999999
2019-09-27,67,37.0,,0.37,24.79
2019-09-28,29,37.0,,0.37,10.73
2019-09-29,25,37.0,,0.37,9.25
2019-09-30,52,37.0,,0.37,19.24
2019-10-01,37,44.0,False,0.44,16.28
2019-10-02,34,44.0,,0.44,14.96
2019-10-03,31,44.0,,0.44,13.64
2019-10-04,28,44.0,,0.44,12.32
2019-10-05,14,44.0,,0.44,6.16
2019-10-06,9,44.0,,0.44,3.96
2019-10-07,19,44.0,,0.44,8.36
2019-10-08,25,44.0,,0.44,11.0
2019-10-09,29,44.0,,0.44,12.76
2019-10-10,29,44.0,,0.44,12.76
2019-10-11,31,44.0,,0.44,13.64
2019-10-12,5,44.0,,0.44,2.2
2019-10-13,5,44.0,,0.44,2.2
2019-10-14,17,44.0,,0.44,7.48
2019-10-15,31,44.0,,0.44,13.64
2019-10-16,32,44.0,,0.44,14.08
2019-10-17,21,44.0,,0.44,9.24
2019-10-18,26,44.0,,0.44,11.44
2019-10-19,13,44.0,,0.44,5.72
2019-10-20,7,44.0,,0.44,3.08
2019-10-21,26,44.0,,0.44,11.44
2019-10-22,30,44.0,,0.44,13.2
2019-10-23,50,44.0,,0.44,22.0
2019-10-24,26,44.0,,0.44,11.44
2019-10-25,35,44.0,,0.44,15.4
2019-10-26,9,44.0,,0.44,3.96
2019-10-27,10,44.0,,0.44,4.4
2019-10-28,50,44.0,,0.44,22.0
2019-10-29,27,44.0,,0.44,11.88
2019-10-30,100,44.0,,0.44,44.0
2019-10-31,71,44.0,,0.44,31.24
2019-11-01,100,43.0,False,0.43,43.0
2019-11-02,41,43.0,,0.43,17.63
2019-11-03,9,43.0,,0.43,3.87
2019-11-04,88,43.0,,0.43,37.839999999999996
2019-11-05,64,43.0,,0.43,27.52
2019-11-06,82,43.0,,0.43,35.26
2019-11-07,85,43.0,,0.43,36.55
2019-11-08,73,43.0,,0.43,31.39
2019-11-09,33,43.0,,0.43,14.19
2019-11-10,11,43.0,,0.43,4.7299999999999995
2019-11-11,75,43.0,,0.43,32.25
2019-11-12,73,43.0,,0.43,31.39
2019-11-13,87,43.0,,0.43,37.41
2019-11-14,81,43.0,,0.43,34.83
2019-11-15,81,43.0,,0.43,34.83
2019-11-16,28,43.0,,0.43,12.04
2019-11-17,15,43.0,,0.43,6.45
2019-11-18,63,43.0,,0.43,27.09
2019-11-19,69,43.0,,0.43,29.669999999999998
2019-11-20,72,43.0,,0.43,30.96
2019-11-21,44,43.0,,0.43,18.919999999999998
2019-11-22,52,43.0,,0.43,22.36
2019-11-23,35,43.0,,0.43,15.049999999999999
2019-11-24,24,43.0,,0.43,10.32
2019-11-25,40,43.0,,0.43,17.2
2019-11-26,75,43.0,,0.43,32.25
2019-11-27,53,43.0,,0.43,22.79
2019-11-28,20,43.0,,0.43,8.6
2019-11-29,35,43.0,,0.43,15.049999999999999
2019-11-30,27,43.0,,0.43,11.61
2019-12-01,11,35.0,False,0.35,3.8499999999999996
2019-12-02,54,35.0,,0.35,18.9
2019-12-03,59,35.0,,0.35,20.65
2019-12-04,50,35.0,,0.35,17.5
2019-12-05,53,35.0,,0.35,18.549999999999997
2019-12-06,63,35.0,,0.35,22.049999999999997
2019-12-07,18,35.0,,0.35,6.3
2019-12-08,16,35.0,,0.35,5.6
2019-12-09,55,35.0,,0.35,19.25
2019-12-10,82,35.0,,0.35,28.7
2019-12-11,64,35.0,,0.35,22.4
2019-12-12,100,35.0,,0.35,35.0
2019-12-13,94,35.0,,0.35,32.9
2019-12-14,23,35.0,,0.35,8.049999999999999
2019-12-15,9,35.0,,0.35,3.15
2019-12-16,59,35.0,,0.35,20.65
2019-12-17,80,35.0,,0.35,28.0
2019-12-18,63,35.0,,0.35,22.049999999999997
2019-12-19,73,35.0,,0.35,25.549999999999997
2019-12-20,73,35.0,,0.35,25.549999999999997
2019-12-21,24,35.0,,0.35,8.399999999999999
2019-12-22,12,35.0,,0.35,4.199999999999999
2019-12-23,53,35.0,,0.35,18.549999999999997
2019-12-24,37,35.0,,0.35,12.95
2019-12-25,21,35.0,,0.35,7.35
2019-12-26,65,35.0,,0.35,22.75
2019-12-27,56,35.0,,0.35,19.599999999999998
2019-12-28,16,35.0,,0.35,5.6
2019-12-29,16,35.0,,0.35,5.6
2019-12-30,32,35.0,,0.35,11.2
2019-12-31,37,35.0,,0.35,12.95
2020-01-01,6,44.0,False,0.44,2.64
2020-01-02,32,44.0,,0.44,14.08
2020-01-03,24,44.0,,0.44,10.56
2020-01-04,6,44.0,,0.44,2.64
2020-01-05,8,44.0,,0.44,3.52
2020-01-06,37,44.0,,0.44,16.28
2020-01-07,31,44.0,,0.44,13.64
2020-01-08,27,44.0,,0.44,11.88
2020-01-09,35,44.0,,0.44,15.4
2020-01-10,39,44.0,,0.44,17.16
2020-01-11,13,44.0,,0.44,5.72
2020-01-12,13,44.0,,0.44,5.72
2020-01-13,28,44.0,,0.44,12.32
2020-01-14,31,44.0,,0.44,13.64
2020-01-15,32,44.0,,0.44,14.08
2020-01-16,23,44.0,,0.44,10.12
2020-01-17,33,44.0,,0.44,14.52
2020-01-18,18,44.0,,0.44,7.92
2020-01-19,9,44.0,,0.44,3.96
2020-01-20,12,44.0,,0.44,5.28
2020-01-21,30,44.0,,0.44,13.2
2020-01-22,31,44.0,,0.44,13.64
2020-01-23,41,44.0,,0.44,18.04
2020-01-24,32,44.0,,0.44,14.08
2020-01-25,14,44.0,,0.44,6.16
2020-01-26,9,44.0,,0.44,3.96
2020-01-27,42,44.0,,0.44,18.48
2020-01-28,100,44.0,,0.44,44.0
2020-01-29,90,44.0,,0.44,39.6
2020-01-30,70,44.0,,0.44,30.8
2020-01-31,55,44.0,,0.44,24.2
2020-02-01,17,46.0,False,0.46,7.82
2020-02-02,19,46.0,,0.46,8.74
2020-02-03,64,46.0,,0.46,29.44
2020-02-04,88,46.0,,0.46,40.480000000000004
2020-02-05,72,46.0,,0.46,33.120000000000005
2020-02-06,65,46.0,,0.46,29.900000000000002
2020-02-07,63,46.0,,0.46,28.98
2020-02-08,9,46.0,,0.46,4.140000000000001
2020-02-09,9,46.0,,0.46,4.140000000000001
2020-02-10,44,46.0,,0.46,20.240000000000002
2020-02-11,68,46.0,,0.46,31.28
2020-02-12,59,46.0,,0.46,27.14
2020-02-13,68,46.0,,0.46,31.28
2020-02-14,54,46.0,,0.46,24.84
2020-02-15,21,46.0,,0.46,9.66
2020-02-16,9,46.0,,0.46,4.140000000000001
2020-02-17,24,46.0,,0.46,11.040000000000001
2020-02-18,59,46.0,,0.46,27.14
2020-02-19,69,46.0,,0.46,31.740000000000002
2020-02-20,46,46.0,,0.46,21.16
2020-02-21,59,46.0,,0.46,27.14
2020-02-22,19,46.0,,0.46,8.74
2020-02-23,9,46.0,,0.46,4.140000000000001
2020-02-24,79,46.0,,0.46,36.34
2020-02-25,80,46.0,,0.46,36.800000000000004
2020-02-26,62,46.0,,0.46,28.52
2020-02-27,100,46.0,,0.46,46.0
2020-02-28,95,46.0,,0.46,43.7
2020-02-29,51,46.0,,0.46,23.46
2020-03-01,14,100.0,False,1.0,14.0
2020-03-02,42,100.0,,1.0,42.0
2020-03-03,31,100.0,,1.0,31.0
2020-03-04,33,100.0,,1.0,33.0
2020-03-05,37,100.0,,1.0,37.0
2020-03-06,44,100.0,,1.0,44.0
2020-03-07,11,100.0,,1.0,11.0
2020-03-08,10,100.0,,1.0,10.0
2020-03-09,47,100.0,,1.0,47.0
2020-03-10,44,100.0,,1.0,44.0
2020-03-11,49,100.0,,1.0,49.0
2020-03-12,55,100.0,,1.0,55.0
2020-03-13,46,100.0,,1.0,46.0
2020-03-14,23,100.0,,1.0,23.0
2020-03-15,19,100.0,,1.0,19.0
2020-03-16,63,100.0,,1.0,63.0
2020-03-17,72,100.0,,1.0,72.0
2020-03-18,100,100.0,,1.0,100.0
2020-03-19,96,100.0,,1.0,96.0
2020-03-20,73,100.0,,1.0,73.0
2020-03-21,35,100.0,,1.0,35.0
2020-03-22,27,100.0,,1.0,27.0
2020-03-23,82,100.0,,1.0,82.0
2020-03-24,86,100.0,,1.0,86.0
2020-03-25,98,100.0,,1.0,98.0
2020-03-26,87,100.0,,1.0,87.0
2020-03-27,68,100.0,,1.0,68.0
2020-03-28,23,100.0,,1.0,23.0
2020-03-29,13,100.0,,1.0,13.0
2020-03-30,54,100.0,,1.0,54.0
2020-03-31,52,100.0,,1.0,52.0
2020-04-01,46,85.0,False,0.85,39.1
2020-04-02,51,85.0,,0.85,43.35
2020-04-03,53,85.0,,0.85,45.05
2020-04-04,19,85.0,,0.85,16.15
2020-04-05,9,85.0,,0.85,7.6499999999999995
2020-04-06,51,85.0,,0.85,43.35
2020-04-07,43,85.0,,0.85,36.55
2020-04-08,54,85.0,,0.85,45.9
2020-04-09,55,85.0,,0.85,46.75
2020-04-10,17,85.0,,0.85,14.45
2020-04-11,8,85.0,,0.85,6.8
2020-04-12,10,85.0,,0.85,8.5
2020-04-13,33,85.0,,0.85,28.05
2020-04-14,40,85.0,,0.85,34.0
2020-04-15,33,85.0,,0.85,28.05
2020-04-16,35,85.0,,0.85,29.75
2020-04-17,43,85.0,,0.85,36.55
2020-04-18,15,85.0,,0.85,12.75
2020-04-19,10,85.0,,0.85,8.5
2020-04-20,28,85.0,,0.85,23.8
2020-04-21,35,85.0,,0.85,29.75
2020-04-22,40,85.0,,0.85,34.0
2020-04-23,36,85.0,,0.85,30.599999999999998
2020-04-24,27,85.0,,0.85,22.95
2020-04-25,12,85.0,,0.85,10.2
2020-04-26,12,85.0,,0.85,10.2
2020-04-27,41,85.0,,0.85,34.85
2020-04-28,100,85.0,,0.85,85.0
2020-04-29,79,85.0,,0.85,67.14999999999999
2020-04-30,52,85.0,,0.85,44.199999999999996
2020-05-01,86,64.0,False,0.64,55.04
2020-05-02,18,64.0,,0.64,11.52
2020-05-03,24,64.0,,0.64,15.36
2020-05-04,67,64.0,,0.64,42.88
2020-05-05,100,64.0,,0.64,64.0
2020-05-06,74,64.0,,0.64,47.36
2020-05-07,67,64.0,,0.64,42.88
2020-05-08,57,64.0,,0.64,36.480000000000004
2020-05-09,19,64.0,,0.64,12.16
2020-05-10,21,64.0,,0.64,13.44
2020-05-11,53,64.0,,0.64,33.92
2020-05-12,63,64.0,,0.64,40.32
2020-05-13,54,64.0,,0.64,34.56
2020-05-14,61,64.0,,0.64,39.04
2020-05-15,55,64.0,,0.64,35.2
2020-05-16,11,64.0,,0.64,7.04
2020-05-17,10,64.0,,0.64,6.4
2020-05-18,54,64.0,,0.64,34.56
2020-05-19,43,64.0,,0.64,27.52
2020-05-20,64,64.0,,0.64,40.96
2020-05-21,50,64.0,,0.64,32.0
2020-05-22,39,64.0,,0.64,24.96
2020-05-23,19,64.0,,0.64,12.16
2020-05-24,10,64.0,,0.64,6.4
2020-05-25,17,64.0,,0.64,10.88
2020-05-26,47,64.0,,0.64,30.080000000000002
2020-05-27,54,64.0,,0.64,34.56
2020-05-28,44,64.0,,0.64,28.16
2020-05-29,49,64.0,,0.64,31.36
2020-05-30,18,64.0,,0.64,11.52
2020-05-31,10,64.0,,0.64,6.4
2020-06-01,41,67.0,False,0.67,27.470000000000002
2020-06-02,41,67.0,,0.67,27.470000000000002
2020-06-03,42,67.0,,0.67,28.14
2020-06-04,47,67.0,,0.67,31.490000000000002
2020-06-05,49,67.0,,0.67,32.830000000000005
2020-06-06,18,67.0,,0.67,12.06
2020-06-07,15,67.0,,0.67,10.05
2020-06-08,36,67.0,,0.67,24.12
2020-06-09,34,67.0,,0.67,22.78
2020-06-10,100,67.0,,0.67,67.0
2020-06-11,91,67.0,,0.67,60.970000000000006
2020-06-12,66,67.0,,0.67,44.220000000000006
2020-06-13,17,67.0,,0.67,11.39
2020-06-14,13,67.0,,0.67,8.71
2020-06-15,58,67.0,,0.67,38.86
2020-06-16,44,67.0,,0.67,29.48
2020-06-17,32,67.0,,0.67,21.44
2020-06-18,31,67.0,,0.67,20.77
2020-06-19,38,67.0,,0.67,25.46
2020-06-20,10,67.0,,0.67,6.7
2020-06-21,9,67.0,,0.67,6.03
2020-06-22,44,67.0,,0.67,29.48
2020-06-23,34,67.0,,0.67,22.78
2020-06-24,38,67.0,,0.67,25.46
2020-06-25,37,67.0,,0.67,24.790000000000003
2020-06-26,41,67.0,,0.67,27.470000000000002
2020-06-27,11,67.0,,0.67,7.37
2020-06-28,8,67.0,,0.67,5.36
2020-06-29,46,67.0,,0.67,30.82
2020-06-30,37,67.0,,0.67,24.790000000000003
2020-07-01,31,51.0,False,0.51,15.81
2020-07-02,37,51.0,,0.51,18.87
2020-07-03,13,51.0,,0.51,6.63
2020-07-04,4,51.0,,0.51,2.04
2020-07-05,10,51.0,,0.51,5.1
2020-07-06,35,51.0,,0.51,17.85
2020-07-07,30,51.0,,0.51,15.3
2020-07-08,29,51.0,,0.51,14.790000000000001
2020-07-09,38,51.0,,0.51,19.38
2020-07-10,31,51.0,,0.51,15.81
2020-07-11,8,51.0,,0.51,4.08
2020-07-12,13,51.0,,0.51,6.63
2020-07-13,33,51.0,,0.51,16.830000000000002
2020-07-14,28,51.0,,0.51,14.280000000000001
2020-07-15,25,51.0,,0.51,12.75
2020-07-16,26,51.0,,0.51,13.26
2020-07-17,25,51.0,,0.51,12.75
2020-07-18,4,51.0,,0.51,2.04
2020-07-19,2,51.0,,0.51,1.02
2020-07-20,30,51.0,,0.51,15.3
2020-07-21,30,51.0,,0.51,15.3
2020-07-22,33,51.0,,0.51,16.830000000000002
2020-07-23,35,51.0,,0.51,17.85
2020-07-24,28,51.0,,0.51,14.280000000000001
2020-07-25,10,51.0,,0.51,5.1
2020-07-26,11,51.0,,0.51,5.61
2020-07-27,21,51.0,,0.51,10.71
2020-07-28,100,51.0,,0.51,51.0
2020-07-29,83,51.0,,0.51,42.33
2020-07-30,25,51.0,,0.51,12.75
2020-07-31,23,51.0,,0.51,11.73
2020-08-01,26,39.0,False,0.39,10.14
2020-08-02,12,39.0,,0.39,4.68
2020-08-03,45,39.0,,0.39,17.55
2020-08-04,58,39.0,,0.39,22.62
2020-08-05,65,39.0,,0.39,25.35
2020-08-06,65,39.0,,0.39,25.35
2020-08-07,69,39.0,,0.39,26.91
2020-08-08,14,39.0,,0.39,5.46
2020-08-09,8,39.0,,0.39,3.12
2020-08-10,71,39.0,,0.39,27.69
2020-08-11,76,39.0,,0.39,29.64
2020-08-12,91,39.0,,0.39,35.49
2020-08-13,43,39.0,,0.39,16.77
2020-08-14,58,39.0,,0.39,22.62
2020-08-15,10,39.0,,0.39,3.9000000000000004
2020-08-16,14,39.0,,0.39,5.46
2020-08-17,57,39.0,,0.39,22.23
2020-08-18,59,39.0,,0.39,23.01
2020-08-19,59,39.0,,0.39,23.01
2020-08-20,36,39.0,,0.39,14.040000000000001
2020-08-21,64,39.0,,0.39,24.96
2020-08-22,30,39.0,,0.39,11.700000000000001
2020-08-23,18,39.0,,0.39,7.0200000000000005
2020-08-24,41,39.0,,0.39,15.99
2020-08-25,100,39.0,,0.39,39.0
2020-08-26,65,39.0,,0.39,25.35
2020-08-27,64,39.0,,0.39,24.96
2020-08-28,100,39.0,,0.39,39.0
2020-08-29,27,39.0,,0.39,10.530000000000001
2020-08-30,26,39.0,,0.39,10.14
2020-08-31,75,39.0,,0.39,29.25
2020-09-01,90,34.0,False,0.34,30.6
2020-09-02,92,34.0,,0.34,31.28
2020-09-03,100,34.0,,0.34,34.0
2020-09-04,62,34.0,,0.34,21.080000000000002
2020-09-05,31,34.0,,0.34,10.540000000000001
2020-09-06,17,34.0,,0.34,5.78
2020-09-07,16,34.0,,0.34,5.44
2020-09-08,69,34.0,,0.34,23.46
2020-09-09,88,34.0,,0.34,29.92
2020-09-10,55,34.0,,0.34,18.700000000000003
2020-09-11,52,34.0,,0.34,17.68
2020-09-12,28,34.0,,0.34,9.520000000000001
2020-09-13,18,34.0,,0.34,6.12
2020-09-14,57,34.0,,0.34,19.380000000000003
2020-09-15,74,34.0,,0.34,25.16
2020-09-16,53,34.0,,0.34,18.02
2020-09-17,63,34.0,,0.34,21.42
2020-09-18,62,34.0,,0.34,21.080000000000002
2020-09-19,16,34.0,,0.34,5.44
2020-09-20,18,34.0,,0.34,6.12
2020-09-21,53,34.0,,0.34,18.02
2020-09-22,77,34.0,,0.34,26.180000000000003
2020-09-23,60,34.0,,0.34,20.400000000000002
2020-09-24,37,34.0,,0.34,12.58
2020-09-25,47,34.0,,0.34,15.98
2020-09-26,35,34.0,,0.34,11.9
2020-09-27,22,34.0,,0.34,7.48
2020-09-28,54,34.0,,0.34,18.360000000000003
2020-09-29,45,34.0,,0.34,15.3
2020-09-30,52,34.0,,0.34,17.68
2020-10-01,67,36.0,False,0.36,24.119999999999997
2020-10-02,53,36.0,,0.36,19.08
2020-10-03,22,36.0,,0.36,7.92
2020-10-04,12,36.0,,0.36,4.32
2020-10-05,58,36.0,,0.36,20.88
2020-10-06,67,36.0,,0.36,24.119999999999997
2020-10-07,38,36.0,,0.36,13.68
2020-10-08,52,36.0,,0.36,18.72
2020-10-09,47,36.0,,0.36,16.919999999999998
2020-10-10,21,36.0,,0.36,7.56
2020-10-11,4,36.0,,0.36,1.44
2020-10-12,51,36.0,,0.36,18.36
2020-10-13,46,36.0,,0.36,16.56
2020-10-14,49,36.0,,0.36,17.64
2020-10-15,52,36.0,,0.36,18.72
2020-10-16,40,36.0,,0.36,14.399999999999999
2020-10-17,26,36.0,,0.36,9.36
2020-10-18,25,36.0,,0.36,9.0
2020-10-19,39,36.0,,0.36,14.04
2020-10-20,30,36.0,,0.36,10.799999999999999
2020-10-21,32,36.0,,0.36,11.52
2020-10-22,32,36.0,,0.36,11.52
2020-10-23,60,36.0,,0.36,21.599999999999998
2020-10-24,21,36.0,,0.36,7.56
2020-10-25,12,36.0,,0.36,4.32
2020-10-26,33,36.0,,0.36,11.879999999999999
2020-10-27,45,36.0,,0.36,16.2
2020-10-28,48,36.0,,0.36,17.28
2020-10-29,88,36.0,,0.36,31.68
2020-10-30,100,36.0,,0.36,36.0
2020-10-31,15,36.0,,0.36,5.3999999999999995
2020-11-01,15,34.0,False,0.34,5.1000000000000005
2020-11-02,51,34.0,,0.34,17.34
2020-11-03,70,34.0,,0.34,23.8
2020-11-04,37,34.0,,0.34,12.58
2020-11-05,43,34.0,,0.34,14.620000000000001
2020-11-06,47,34.0,,0.34,15.98
2020-11-07,18,34.0,,0.34,6.12
2020-11-08,15,34.0,,0.34,5.1000000000000005
2020-11-09,100,34.0,,0.34,34.0
2020-11-10,77,34.0,,0.34,26.180000000000003
2020-11-11,87,34.0,,0.34,29.580000000000002
2020-11-12,68,34.0,,0.34,23.12
2020-11-13,62,34.0,,0.34,21.080000000000002
2020-11-14,16,34.0,,0.34,5.44
2020-11-15,14,34.0,,0.34,4.760000000000001
2020-11-16,83,34.0,,0.34,28.220000000000002
2020-11-17,62,34.0,,0.34,21.080000000000002
2020-11-18,53,34.0,,0.34,18.02
2020-11-19,46,34.0,,0.34,15.64
2020-11-20,63,34.0,,0.34,21.42
2020-11-21,24,34.0,,0.34,8.16
2020-11-22,16,34.0,,0.34,5.44
2020-11-23,53,34.0,,0.34,18.02
2020-11-24,69,34.0,,0.34,23.46
2020-11-25,46,34.0,,0.34,15.64
2020-11-26,18,34.0,,0.34,6.12
2020-11-27,49,34.0,,0.34,16.66
2020-11-28,23,34.0,,0.34,7.82
2020-11-29,16,34.0,,0.34,5.44
2020-11-30,61,34.0,,0.34,20.740000000000002
2020-12-01,32,36.0,False,0.36,11.52
2020-12-02,34,36.0,,0.36,12.24
2020-12-03,51,36.0,,0.36,18.36
2020-12-04,60,36.0,,0.36,21.599999999999998
2020-12-05,28,36.0,,0.36,10.08
2020-12-06,22,36.0,,0.36,7.92
2020-12-07,44,36.0,,0.36,15.84
2020-12-08,27,36.0,,0.36,9.719999999999999
2020-12-09,76,36.0,,0.36,27.36
2020-12-10,100,36.0,,0.36,36.0
2020-12-11,75,36.0,,0.36,27.0
2020-12-12,21,36.0,,0.36,7.56
2020-12-13,13,36.0,,0.36,4.68
2020-12-14,42,36.0,,0.36,15.12
2020-12-15,31,36.0,,0.36,11.16
2020-12-16,31,36.0,,0.36,11.16
2020-12-17,38,36.0,,0.36,13.68
2020-12-18,40,36.0,,0.36,14.399999999999999
2020-12-19,20,36.0,,0.36,7.199999999999999
2020-12-20,20,36.0,,0.36,7.199999999999999
2020-12-21,43,36.0,,0.36,15.479999999999999
2020-12-22,34,36.0,,0.36,12.24
2020-12-23,50,36.0,,0.36,18.0
2020-12-24,63,36.0,,0.36,22.68
2020-12-25,22,36.0,,0.36,7.92
2020-12-26,12,36.0,,0.36,4.32
2020-12-27,17,36.0,,0.36,6.12
2020-12-28,62,36.0,,0.36,22.32
2020-12-29,57,36.0,,0.36,20.52
2020-12-30,55,36.0,,0.36,19.8
2020-12-31,44,36.0,,0.36,15.84
2021-01-01,13,40.0,False,0.4,5.2
2021-01-02,11,40.0,,0.4,4.4
2021-01-03,5,40.0,,0.4,2.0
2021-01-04,29,40.0,,0.4,11.600000000000001
2021-01-05,35,40.0,,0.4,14.0
2021-01-06,28,40.0,,0.4,11.200000000000001
2021-01-07,49,40.0,,0.4,19.6
2021-01-08,32,40.0,,0.4,12.8
2021-01-09,14,40.0,,0.4,5.6000000000000005
2021-01-10,14,40.0,,0.4,5.6000000000000005
2021-01-11,24,40.0,,0.4,9.600000000000001
2021-01-12,40,40.0,,0.4,16.0
2021-01-13,29,40.0,,0.4,11.600000000000001
2021-01-14,36,40.0,,0.4,14.4
2021-01-15,26,40.0,,0.4,10.4
2021-01-16,13,40.0,,0.4,5.2
2021-01-17,8,40.0,,0.4,3.2
2021-01-18,14,40.0,,0.4,5.6000000000000005
2021-01-19,36,40.0,,0.4,14.4
2021-01-20,35,40.0,,0.4,14.0
2021-01-21,39,40.0,,0.4,15.600000000000001
2021-01-22,30,40.0,,0.4,12.0
2021-01-23,5,40.0,,0.4,2.0
2021-01-24,14,40.0,,0.4,5.6000000000000005
2021-01-25,46,40.0,,0.4,18.400000000000002
2021-01-26,80,40.0,,0.4,32.0
2021-01-27,100,40.0,,0.4,40.0
2021-01-28,57,40.0,,0.4,22.8
2021-01-29,62,40.0,,0.4,24.8
2021-01-30,32,40.0,,0.4,12.8
2021-01-31,16,40.0,,0.4,6.4
2021-02-01,84,38.0,False,0.38,31.92
2021-02-02,95,38.0,,0.38,36.1
2021-02-03,72,38.0,,0.38,27.36
2021-02-04,51,38.0,,0.38,19.38
2021-02-05,100,38.0,,0.38,38.0
2021-02-06,41,38.0,,0.38,15.58
2021-02-07,25,38.0,,0.38,9.5
2021-02-08,63,38.0,,0.38,23.94
2021-02-09,97,38.0,,0.38,36.86
2021-02-10,86,38.0,,0.38,32.68
2021-02-11,60,38.0,,0.38,22.8
2021-02-12,47,38.0,,0.38,17.86
2021-02-13,18,38.0,,0.38,6.84
2021-02-14,23,38.0,,0.38,8.74
2021-02-15,25,38.0,,0.38,9.5
2021-02-16,88,38.0,,0.38,33.44
2021-02-17,63,38.0,,0.38,23.94
2021-02-18,75,38.0,,0.38,28.5
2021-02-19,57,38.0,,0.38,21.66
2021-02-20,8,38.0,,0.38,3.04
2021-02-21,11,38.0,,0.38,4.18
2021-02-22,52,38.0,,0.38,19.76
2021-02-23,74,38.0,,0.38,28.12
2021-02-24,72,38.0,,0.38,27.36
2021-02-25,63,38.0,,0.38,23.94
2021-02-26,73,38.0,,0.38,27.740000000000002
2021-02-27,34,38.0,,0.38,12.92
2021-02-28,5,38.0,,0.38,1.9
2021-03-01,71,34.0,False,0.34,24.14
2021-03-02,81,34.0,,0.34,27.540000000000003
2021-03-03,61,34.0,,0.34,20.740000000000002
2021-03-04,86,34.0,,0.34,29.240000000000002
2021-03-05,59,34.0,,0.34,20.060000000000002
2021-03-06,14,34.0,,0.34,4.760000000000001
2021-03-07,22,34.0,,0.34,7.48
2021-03-08,77,34.0,,0.34,26.180000000000003
2021-03-09,72,34.0,,0.34,24.48
2021-03-10,76,34.0,,0.34,25.840000000000003
2021-03-11,41,34.0,,0.34,13.940000000000001
2021-03-12,56,34.0,,0.34,19.040000000000003
2021-03-13,18,34.0,,0.34,6.12
2021-03-14,10,34.0,,0.34,3.4000000000000004
2021-03-15,65,34.0,,0.34,22.1
2021-03-16,85,34.0,,0.34,28.900000000000002
2021-03-17,100,34.0,,0.34,34.0
2021-03-18,44,34.0,,0.34,14.96
2021-03-19,83,34.0,,0.34,28.220000000000002
2021-03-20,21,34.0,,0.34,7.140000000000001
2021-03-21,19,34.0,,0.34,6.460000000000001
2021-03-22,57,34.0,,0.34,19.380000000000003
2021-03-23,54,34.0,,0.34,18.360000000000003
2021-03-24,67,34.0,,0.34,22.78
2021-03-25,43,34.0,,0.34,14.620000000000001
2021-03-26,61,34.0,,0.34,20.740000000000002
2021-03-27,19,34.0,,0.34,6.460000000000001
2021-03-28,21,34.0,,0.34,7.140000000000001
2021-03-29,43,34.0,,0.34,14.620000000000001
2021-03-30,48,34.0,,0.34,16.32
2021-03-31,56,34.0,,0.34,19.040000000000003
2021-04-01,34,37.0,False,0.37,12.58
2021-04-02,27,37.0,,0.37,9.99
2021-04-03,10,37.0,,0.37,3.7
2021-04-04,8,37.0,,0.37,2.96
2021-04-05,32,37.0,,0.37,11.84
2021-04-06,46,37.0,,0.37,17.02
2021-04-07,37,37.0,,0.37,13.69
2021-04-08,37,37.0,,0.37,13.69
2021-04-09,29,37.0,,0.37,10.73
2021-04-10,9,37.0,,0.37,3.33
2021-04-11,9,37.0,,0.37,3.33
2021-04-12,32,37.0,,0.37,11.84
2021-04-13,42,37.0,,0.37,15.54
2021-04-14,32,37.0,,0.37,11.84
2021-04-15,28,37.0,,0.37,10.36
2021-04-16,47,37.0,,0.37,17.39
2021-04-17,22,37.0,,0.37,8.14
2021-04-18,11,37.0,,0.37,4.07
2021-04-19,32,37.0,,0.37,11.84
2021-04-20,37,37.0,,0.37,13.69
2021-04-21,40,37.0,,0.37,14.8
2021-04-22,34,37.0,,0.37,12.58
2021-04-23,50,37.0,,0.37,18.5
