date,AMZN_unscaled,AMZN_monthly,isPartial,scale,AMZN
2019-08-23,67,45.0,,0.45,30.150000000000002
2019-08-24,18,45.0,,0.45,8.1
2019-08-25,12,45.0,,0.45,5.4
2019-08-26,61,45.0,,0.45,27.45
2019-08-27,59,45.0,,0.45,26.55
2019-08-28,53,45.0,,0.45,23.85
2019-08-29,57,45.0,,0.45,25.650000000000002
2019-08-30,56,45.0,,0.45,25.2
2019-08-31,11,45.0,,0.45,4.95
2019-09-01,12,33.0,False,0.33,3.96
2019-09-02,19,33.0,,0.33,6.2700000000000005
2019-09-03,88,33.0,,0.33,29.040000000000003
2019-09-04,98,33.0,,0.33,32.34
2019-09-05,92,33.0,,0.33,30.360000000000003
2019-09-06,91,33.0,,0.33,30.03
2019-09-07,26,33.0,,0.33,8.58
2019-09-08,18,33.0,,0.33,5.94
2019-09-09,85,33.0,,0.33,28.05
2019-09-10,79,33.0,,0.33,26.07
2019-09-11,82,33.0,,0.33,27.060000000000002
2019-09-12,92,33.0,,0.33,30.360000000000003
2019-09-13,76,33.0,,0.33,25.080000000000002
2019-09-14,22,33.0,,0.33,7.260000000000001
2019-09-15,13,33.0,,0.33,4.29
2019-09-16,82,33.0,,0.33,27.060000000000002
2019-09-17,85,33.0,,0.33,28.05
2019-09-18,77,33.0,,0.33,25.41
2019-09-19,81,33.0,,0.33,26.73
2019-09-20,77,33.0,,0.33,25.41
2019-09-21,21,33.0,,0.33,6.930000000000001
2019-09-22,18,33.0,,0.33,5.94
2019-09-23,75,33.0,,0.33,24.75
2019-09-24,91,33.0,,0.33,30.03
2019-09-25,100,33.0,,0.33,33.0
2019-09-26,82,33.0,,0.33,27.060000000000002
2019-09-27,84,33.0,,0.33,27.720000000000002
2019-09-28,22,33.0,,0.33,7.260000000000001
2019-09-29,15,33.0,,0.33,4.95
2019-09-30,81,33.0,,0.33,26.73
2019-10-01,23,45.0,False,0.45,10.35
2019-10-02,23,45.0,,0.45,10.35
2019-10-03,24,45.0,,0.45,10.8
2019-10-04,21,45.0,,0.45,9.450000000000001
2019-10-05,6,45.0,,0.45,2.7
2019-10-06,5,45.0,,0.45,2.25
2019-10-07,20,45.0,,0.45,9.0
2019-10-08,19,45.0,,0.45,8.55
2019-10-09,19,45.0,,0.45,8.55
2019-10-10,23,45.0,,0.45,10.35
2019-10-11,25,45.0,,0.45,11.25
2019-10-12,7,45.0,,0.45,3.15
2019-10-13,5,45.0,,0.45,2.25
2019-10-14,19,45.0,,0.45,8.55
2019-10-15,25,45.0,,0.45,11.25
2019-10-16,25,45.0,,0.45,11.25
2019-10-17,25,45.0,,0.45,11.25
2019-10-18,24,45.0,,0.45,10.8
2019-10-19,5,45.0,,0.45,2.25
2019-10-20,6,45.0,,0.45,2.7
2019-10-21,25,45.0,,0.45,11.25
2019-10-22,26,45.0,,0.45,11.700000000000001
2019-10-23,27,45.0,,0.45,12.15
2019-10-24,71,45.0,,0.45,31.95
2019-10-25,100,45.0,,0.45,45.0
2019-10-26,20,45.0,,0.45,9.0
2019-10-27,8,45.0,,0.45,3.6
2019-10-28,36,45.0,,0.45,16.2
2019-10-29,28,45.0,,0.45,12.6
2019-10-30,25,45.0,,0.45,11.25
2019-10-31,25,45.0,,0.45,11.25
2019-11-01,94,28.0,False,0.28,26.320000000000004
2019-11-02,26,28.0,,0.28,7.280000000000001
2019-11-03,20,28.0,,0.28,5.6000000000000005
2019-11-04,91,28.0,,0.28,25.480000000000004
2019-11-05,99,28.0,,0.28,27.720000000000002
2019-11-06,92,28.0,,0.28,25.76
2019-11-07,100,28.0,,0.28,28.000000000000004
2019-11-08,88,28.0,,0.28,24.64
2019-11-09,25,28.0,,0.28,7.000000000000001
2019-11-10,11,28.0,,0.28,3.08
2019-11-11,65,28.0,,0.28,18.200000000000003
2019-11-12,81,28.0,,0.28,22.680000000000003
2019-11-13,80,28.0,,0.28,22.400000000000002
2019-11-14,88,28.0,,0.28,24.64
2019-11-15,87,28.0,,0.28,24.360000000000003
2019-11-16,29,28.0,,0.28,8.120000000000001
2019-11-17,18,28.0,,0.28,5.040000000000001
2019-11-18,82,28.0,,0.28,22.96
2019-11-19,85,28.0,,0.28,23.8
2019-11-20,84,28.0,,0.28,23.520000000000003
2019-11-21,78,28.0,,0.28,21.840000000000003
2019-11-22,77,28.0,,0.28,21.560000000000002
2019-11-23,29,28.0,,0.28,8.120000000000001
2019-11-24,12,28.0,,0.28,3.3600000000000003
2019-11-25,82,28.0,,0.28,22.96
2019-11-26,91,28.0,,0.28,25.480000000000004
2019-11-27,95,28.0,,0.28,26.6
2019-11-28,34,28.0,,0.28,9.520000000000001
2019-11-29,64,28.0,,0.28,17.92
2019-11-30,22,28.0,,0.28,6.16
2019-12-01,10,31.0,False,0.31,3.1
2019-12-02,55,31.0,,0.31,17.05
2019-12-03,53,31.0,,0.31,16.43
2019-12-04,55,31.0,,0.31,17.05
2019-12-05,48,31.0,,0.31,14.879999999999999
2019-12-06,50,31.0,,0.31,15.5
2019-12-07,19,31.0,,0.31,5.89
2019-12-08,11,31.0,,0.31,3.41
2019-12-09,40,31.0,,0.31,12.4
2019-12-10,48,31.0,,0.31,14.879999999999999
2019-12-11,36,31.0,,0.31,11.16
2019-12-12,50,31.0,,0.31,15.5
2019-12-13,48,31.0,,0.31,14.879999999999999
2019-12-14,13,31.0,,0.31,4.03
2019-12-15,10,31.0,,0.31,3.1
2019-12-16,53,31.0,,0.31,16.43
2019-12-17,54,31.0,,0.31,16.74
2019-12-18,52,31.0,,0.31,16.12
2019-12-19,52,31.0,,0.31,16.12
2019-12-20,49,31.0,,0.31,15.19
2019-12-21,16,31.0,,0.31,4.96
2019-12-22,7,31.0,,0.31,2.17
2019-12-23,39,31.0,,0.31,12.09
2019-12-24,34,31.0,,0.31,10.54
2019-12-25,11,31.0,,0.31,3.41
2019-12-26,81,31.0,,0.31,25.11
2019-12-27,100,31.0,,0.31,31.0
2019-12-28,22,31.0,,0.31,6.82
2019-12-29,13,31.0,,0.31,4.03
2019-12-30,55,31.0,,0.31,17.05
2019-12-31,52,31.0,,0.31,16.12
2020-01-01,6,48.0,False,0.48,2.88
2020-01-02,22,48.0,,0.48,10.559999999999999
2020-01-03,23,48.0,,0.48,11.04
2020-01-04,6,48.0,,0.48,2.88
2020-01-05,4,48.0,,0.48,1.92
2020-01-06,19,48.0,,0.48,9.12
2020-01-07,23,48.0,,0.48,11.04
2020-01-08,26,48.0,,0.48,12.48
2020-01-09,23,48.0,,0.48,11.04
2020-01-10,19,48.0,,0.48,9.12
2020-01-11,5,48.0,,0.48,2.4
2020-01-12,4,48.0,,0.48,1.92
2020-01-13,20,48.0,,0.48,9.6
2020-01-14,19,48.0,,0.48,9.12
2020-01-15,21,48.0,,0.48,10.08
2020-01-16,19,48.0,,0.48,9.12
2020-01-17,20,48.0,,0.48,9.6
2020-01-18,6,48.0,,0.48,2.88
2020-01-19,3,48.0,,0.48,1.44
2020-01-20,5,48.0,,0.48,2.4
2020-01-21,16,48.0,,0.48,7.68
2020-01-22,20,48.0,,0.48,9.6
2020-01-23,18,48.0,,0.48,8.64
2020-01-24,16,48.0,,0.48,7.68
2020-01-25,6,48.0,,0.48,2.88
2020-01-26,3,48.0,,0.48,1.44
2020-01-27,18,48.0,,0.48,8.64
2020-01-28,20,48.0,,0.48,9.6
2020-01-29,24,48.0,,0.48,11.52
2020-01-30,67,48.0,,0.48,32.16
2020-01-31,100,48.0,,0.48,48.0
2020-02-01,35,54.0,False,0.54,18.900000000000002
2020-02-02,16,54.0,,0.54,8.64
2020-02-03,74,54.0,,0.54,39.96
2020-02-04,73,54.0,,0.54,39.42
2020-02-05,70,54.0,,0.54,37.800000000000004
2020-02-06,62,54.0,,0.54,33.480000000000004
2020-02-07,66,54.0,,0.54,35.64
2020-02-08,18,54.0,,0.54,9.72
2020-02-09,8,54.0,,0.54,4.32
2020-02-10,74,54.0,,0.54,39.96
2020-02-11,81,54.0,,0.54,43.74
2020-02-12,70,54.0,,0.54,37.800000000000004
2020-02-13,65,54.0,,0.54,35.1
2020-02-14,55,54.0,,0.54,29.700000000000003
2020-02-15,16,54.0,,0.54,8.64
2020-02-16,11,54.0,,0.54,5.94
2020-02-17,21,54.0,,0.54,11.34
2020-02-18,56,54.0,,0.54,30.240000000000002
2020-02-19,58,54.0,,0.54,31.32
2020-02-20,54,54.0,,0.54,29.160000000000004
2020-02-21,54,54.0,,0.54,29.160000000000004
2020-02-22,15,54.0,,0.54,8.100000000000001
2020-02-23,8,54.0,,0.54,4.32
2020-02-24,70,54.0,,0.54,37.800000000000004
2020-02-25,74,54.0,,0.54,39.96
2020-02-26,71,54.0,,0.54,38.34
2020-02-27,84,54.0,,0.54,45.36
2020-02-28,100,54.0,,0.54,54.0
2020-02-29,25,54.0,,0.54,13.5
2020-03-01,15,74.0,False,0.74,11.1
2020-03-02,63,74.0,,0.74,46.62
2020-03-03,62,74.0,,0.74,45.88
2020-03-04,55,74.0,,0.74,40.7
2020-03-05,50,74.0,,0.74,37.0
2020-03-06,48,74.0,,0.74,35.519999999999996
2020-03-07,15,74.0,,0.74,11.1
2020-03-08,8,74.0,,0.74,5.92
2020-03-09,86,74.0,,0.74,63.64
2020-03-10,63,74.0,,0.74,46.62
2020-03-11,66,74.0,,0.74,48.839999999999996
2020-03-12,100,74.0,,0.74,74.0
2020-03-13,97,74.0,,0.74,71.78
2020-03-14,24,74.0,,0.74,17.759999999999998
2020-03-15,19,74.0,,0.74,14.06
2020-03-16,90,74.0,,0.74,66.6
2020-03-17,98,74.0,,0.74,72.52
2020-03-18,96,74.0,,0.74,71.03999999999999
2020-03-19,89,74.0,,0.74,65.86
2020-03-20,85,74.0,,0.74,62.9
2020-03-21,24,74.0,,0.74,17.759999999999998
2020-03-22,20,74.0,,0.74,14.8
2020-03-23,81,74.0,,0.74,59.94
2020-03-24,80,74.0,,0.74,59.2
2020-03-25,72,74.0,,0.74,53.28
2020-03-26,65,74.0,,0.74,48.1
2020-03-27,55,74.0,,0.74,40.7
2020-03-28,15,74.0,,0.74,11.1
2020-03-29,12,74.0,,0.74,8.879999999999999
2020-03-30,50,74.0,,0.74,37.0
2020-03-31,50,74.0,,0.74,37.0
2020-04-01,31,73.0,False,0.73,22.63
2020-04-02,27,73.0,,0.73,19.71
2020-04-03,24,73.0,,0.73,17.52
2020-04-04,9,73.0,,0.73,6.57
2020-04-05,6,73.0,,0.73,4.38
2020-04-06,29,73.0,,0.73,21.169999999999998
2020-04-07,32,73.0,,0.73,23.36
2020-04-08,30,73.0,,0.73,21.9
2020-04-09,32,73.0,,0.73,23.36
2020-04-10,14,73.0,,0.73,10.219999999999999
2020-04-11,7,73.0,,0.73,5.109999999999999
2020-04-12,8,73.0,,0.73,5.84
2020-04-13,41,73.0,,0.73,29.93
2020-04-14,62,73.0,,0.73,45.26
2020-04-15,50,73.0,,0.73,36.5
2020-04-16,64,73.0,,0.73,46.72
2020-04-17,59,73.0,,0.73,43.07
2020-04-18,13,73.0,,0.73,9.49
2020-04-19,11,73.0,,0.73,8.03
2020-04-20,44,73.0,,0.73,32.12
2020-04-21,49,73.0,,0.73,35.769999999999996
2020-04-22,42,73.0,,0.73,30.66
2020-04-23,41,73.0,,0.73,29.93
2020-04-24,36,73.0,,0.73,26.28
2020-04-25,10,73.0,,0.73,7.3
2020-04-26,8,73.0,,0.73,5.84
2020-04-27,38,73.0,,0.73,27.74
2020-04-28,47,73.0,,0.73,34.31
2020-04-29,48,73.0,,0.73,35.04
2020-04-30,100,73.0,,0.73,73.0
2020-05-01,100,53.0,False,0.53,53.0
2020-05-02,17,53.0,,0.53,9.01
2020-05-03,10,53.0,,0.53,5.300000000000001
2020-05-04,43,53.0,,0.53,22.790000000000003
2020-05-05,35,53.0,,0.53,18.55
2020-05-06,32,53.0,,0.53,16.96
2020-05-07,32,53.0,,0.53,16.96
2020-05-08,29,53.0,,0.53,15.370000000000001
2020-05-09,8,53.0,,0.53,4.24
2020-05-10,7,53.0,,0.53,3.71
2020-05-11,34,53.0,,0.53,18.02
2020-05-12,34,53.0,,0.53,18.02
2020-05-13,30,53.0,,0.53,15.9
2020-05-14,29,53.0,,0.53,15.370000000000001
2020-05-15,29,53.0,,0.53,15.370000000000001
2020-05-16,9,53.0,,0.53,4.7700000000000005
2020-05-17,6,53.0,,0.53,3.18
2020-05-18,30,53.0,,0.53,15.9
2020-05-19,32,53.0,,0.53,16.96
2020-05-20,32,53.0,,0.53,16.96
2020-05-21,34,53.0,,0.53,18.02
2020-05-22,28,53.0,,0.53,14.84
2020-05-23,6,53.0,,0.53,3.18
2020-05-24,6,53.0,,0.53,3.18
2020-05-25,9,53.0,,0.53,4.7700000000000005
2020-05-26,30,53.0,,0.53,15.9
2020-05-27,29,53.0,,0.53,15.370000000000001
2020-05-28,28,53.0,,0.53,14.84
2020-05-29,25,53.0,,0.53,13.25
2020-05-30,6,53.0,,0.53,3.18
2020-05-31,6,53.0,,0.53,3.18
2020-06-01,61,54.0,False,0.54,32.940000000000005
2020-06-02,58,54.0,,0.54,31.32
2020-06-03,58,54.0,,0.54,31.32
2020-06-04,54,54.0,,0.54,29.160000000000004
2020-06-05,63,54.0,,0.54,34.02
2020-06-06,20,54.0,,0.54,10.8
2020-06-07,16,54.0,,0.54,8.64
2020-06-08,61,54.0,,0.54,32.940000000000005
2020-06-09,80,54.0,,0.54,43.2
2020-06-10,98,54.0,,0.54,52.92
2020-06-11,100,54.0,,0.54,54.0
2020-06-12,77,54.0,,0.54,41.580000000000005
2020-06-13,21,54.0,,0.54,11.34
2020-06-14,13,54.0,,0.54,7.0200000000000005
2020-06-15,72,54.0,,0.54,38.88
2020-06-16,69,54.0,,0.54,37.260000000000005
2020-06-17,70,54.0,,0.54,37.800000000000004
2020-06-18,63,54.0,,0.54,34.02
2020-06-19,67,54.0,,0.54,36.18
2020-06-20,16,54.0,,0.54,8.64
2020-06-21,11,54.0,,0.54,5.94
2020-06-22,65,54.0,,0.54,35.1
2020-06-23,86,54.0,,0.54,46.440000000000005
2020-06-24,73,54.0,,0.54,39.42
2020-06-25,70,54.0,,0.54,37.800000000000004
2020-06-26,69,54.0,,0.54,37.260000000000005
2020-06-27,20,54.0,,0.54,10.8
2020-06-28,15,54.0,,0.54,8.100000000000001
2020-06-29,66,54.0,,0.54,35.64
2020-06-30,72,54.0,,0.54,38.88
2020-07-01,38,92.0,False,0.92,34.96
2020-07-02,44,92.0,,0.92,40.480000000000004
2020-07-03,14,92.0,,0.92,12.88
2020-07-04,7,92.0,,0.92,6.44
2020-07-05,5,92.0,,0.92,4.6000000000000005
2020-07-06,52,92.0,,0.92,47.84
2020-07-07,50,92.0,,0.92,46.0
2020-07-08,41,92.0,,0.92,37.72
2020-07-09,50,92.0,,0.92,46.0
2020-07-10,51,92.0,,0.92,46.92
2020-07-11,13,92.0,,0.92,11.96
2020-07-12,9,92.0,,0.92,8.280000000000001
2020-07-13,51,92.0,,0.92,46.92
2020-07-14,48,92.0,,0.92,44.160000000000004
2020-07-15,48,92.0,,0.92,44.160000000000004
2020-07-16,48,92.0,,0.92,44.160000000000004
2020-07-17,45,92.0,,0.92,41.4
2020-07-18,12,92.0,,0.92,11.040000000000001
2020-07-19,9,92.0,,0.92,8.280000000000001
2020-07-20,60,92.0,,0.92,55.2
2020-07-21,65,92.0,,0.92,59.800000000000004
2020-07-22,46,92.0,,0.92,42.32
2020-07-23,47,92.0,,0.92,43.24
2020-07-24,45,92.0,,0.92,41.4
2020-07-25,10,92.0,,0.92,9.200000000000001
2020-07-26,7,92.0,,0.92,6.44
2020-07-27,43,92.0,,0.92,39.56
2020-07-28,42,92.0,,0.92,38.64
2020-07-29,44,92.0,,0.92,40.480000000000004
2020-07-30,100,92.0,,0.92,92.0
2020-07-31,93,92.0,,0.92,85.56
2020-08-01,38,61.0,False,0.61,23.18
2020-08-02,24,61.0,,0.61,14.64
2020-08-03,100,61.0,,0.61,61.0
2020-08-04,87,61.0,,0.61,53.07
2020-08-05,81,61.0,,0.61,49.41
2020-08-06,90,61.0,,0.61,54.9
2020-08-07,86,61.0,,0.61,52.46
2020-08-08,24,61.0,,0.61,14.64
2020-08-09,13,61.0,,0.61,7.93
2020-08-10,76,61.0,,0.61,46.36
2020-08-11,84,61.0,,0.61,51.24
2020-08-12,86,61.0,,0.61,52.46
2020-08-13,72,61.0,,0.61,43.92
2020-08-14,67,61.0,,0.61,40.87
2020-08-15,21,61.0,,0.61,12.81
2020-08-16,14,61.0,,0.61,8.54
2020-08-17,71,61.0,,0.61,43.31
2020-08-18,96,61.0,,0.61,58.56
2020-08-19,93,61.0,,0.61,56.73
2020-08-20,80,61.0,,0.61,48.8
2020-08-21,78,61.0,,0.61,47.58
2020-08-22,21,61.0,,0.61,12.81
2020-08-23,13,61.0,,0.61,7.93
2020-08-24,81,61.0,,0.61,49.41
2020-08-25,73,61.0,,0.61,44.53
2020-08-26,89,61.0,,0.61,54.29
2020-08-27,89,61.0,,0.61,54.29
2020-08-28,77,61.0,,0.61,46.97
2020-08-29,20,61.0,,0.61,12.2
2020-08-30,14,61.0,,0.61,8.54
2020-08-31,87,61.0,,0.61,53.07
2020-09-01,88,63.0,False,0.63,55.44
2020-09-02,84,63.0,,0.63,52.92
2020-09-03,100,63.0,,0.63,63.0
2020-09-04,99,63.0,,0.63,62.37
2020-09-05,27,63.0,,0.63,17.01
2020-09-06,14,63.0,,0.63,8.82
2020-09-07,19,63.0,,0.63,11.97
2020-09-08,90,63.0,,0.63,56.7
2020-09-09,81,63.0,,0.63,51.03
2020-09-10,79,63.0,,0.63,49.77
2020-09-11,77,63.0,,0.63,48.51
2020-09-12,18,63.0,,0.63,11.34
2020-09-13,12,63.0,,0.63,7.5600000000000005
2020-09-14,75,63.0,,0.63,47.25
2020-09-15,73,63.0,,0.63,45.99
2020-09-16,68,63.0,,0.63,42.84
2020-09-17,78,63.0,,0.63,49.14
2020-09-18,80,63.0,,0.63,50.4
2020-09-19,19,63.0,,0.63,11.97
2020-09-20,14,63.0,,0.63,8.82
2020-09-21,81,63.0,,0.63,51.03
2020-09-22,85,63.0,,0.63,53.55
2020-09-23,88,63.0,,0.63,55.44
2020-09-24,75,63.0,,0.63,47.25
2020-09-25,73,63.0,,0.63,45.99
2020-09-26,16,63.0,,0.63,10.08
2020-09-27,12,63.0,,0.63,7.5600000000000005
2020-09-28,68,63.0,,0.63,42.84
2020-09-29,63,63.0,,0.63,39.69
2020-09-30,62,63.0,,0.63,39.06
2020-10-01,42,61.0,False,0.61,25.62
2020-10-02,54,61.0,,0.61,32.94
2020-10-03,13,61.0,,0.61,7.93
2020-10-04,7,61.0,,0.61,4.27
2020-10-05,46,61.0,,0.61,28.06
2020-10-06,51,61.0,,0.61,31.11
2020-10-07,50,61.0,,0.61,30.5
2020-10-08,42,61.0,,0.61,25.62
2020-10-09,53,61.0,,0.61,32.33
2020-10-10,14,61.0,,0.61,8.54
2020-10-11,7,61.0,,0.61,4.27
2020-10-12,64,61.0,,0.61,39.04
2020-10-13,72,61.0,,0.61,43.92
2020-10-14,59,61.0,,0.61,35.99
2020-10-15,50,61.0,,0.61,30.5
2020-10-16,53,61.0,,0.61,32.33
2020-10-17,17,61.0,,0.61,10.37
2020-10-18,8,61.0,,0.61,4.88
2020-10-19,49,61.0,,0.61,29.89
2020-10-20,51,61.0,,0.61,31.11
2020-10-21,48,61.0,,0.61,29.28
2020-10-22,47,61.0,,0.61,28.669999999999998
2020-10-23,41,61.0,,0.61,25.009999999999998
2020-10-24,12,61.0,,0.61,7.32
2020-10-25,8,61.0,,0.61,4.88
2020-10-26,47,61.0,,0.61,28.669999999999998
2020-10-27,52,61.0,,0.61,31.72
2020-10-28,59,61.0,,0.61,35.99
2020-10-29,100,61.0,,0.61,61.0
2020-10-30,93,61.0,,0.61,56.73
2020-10-31,16,61.0,,0.61,9.76
2020-11-01,14,52.0,False,0.52,7.28
2020-11-02,89,52.0,,0.52,46.28
2020-11-03,79,52.0,,0.52,41.08
2020-11-04,59,52.0,,0.52,30.68
2020-11-05,69,52.0,,0.52,35.88
2020-11-06,60,52.0,,0.52,31.200000000000003
2020-11-07,16,52.0,,0.52,8.32
2020-11-08,14,52.0,,0.52,7.28
2020-11-09,100,52.0,,0.52,52.0
2020-11-10,93,52.0,,0.52,48.36
2020-11-11,83,52.0,,0.52,43.160000000000004
2020-11-12,70,52.0,,0.52,36.4
2020-11-13,62,52.0,,0.52,32.24
2020-11-14,19,52.0,,0.52,9.88
2020-11-15,12,52.0,,0.52,6.24
2020-11-16,73,52.0,,0.52,37.96
2020-11-17,79,52.0,,0.52,41.08
2020-11-18,67,52.0,,0.52,34.84
2020-11-19,62,52.0,,0.52,32.24
2020-11-20,67,52.0,,0.52,34.84
2020-11-21,16,52.0,,0.52,8.32
2020-11-22,13,52.0,,0.52,6.76
2020-11-23,65,52.0,,0.52,33.800000000000004
2020-11-24,81,52.0,,0.52,42.120000000000005
2020-11-25,64,52.0,,0.52,33.28
2020-11-26,22,52.0,,0.52,11.440000000000001
2020-11-27,55,52.0,,0.52,28.6
2020-11-28,16,52.0,,0.52,8.32
2020-11-29,15,52.0,,0.52,7.800000000000001
2020-11-30,62,52.0,,0.52,32.24
2020-12-01,100,45.0,False,0.45,45.0
2020-12-02,99,45.0,,0.45,44.550000000000004
2020-12-03,85,45.0,,0.45,38.25
2020-12-04,81,45.0,,0.45,36.45
2020-12-05,24,45.0,,0.45,10.8
2020-12-06,15,45.0,,0.45,6.75
2020-12-07,86,45.0,,0.45,38.7
2020-12-08,85,45.0,,0.45,38.25
2020-12-09,88,45.0,,0.45,39.6
2020-12-10,82,45.0,,0.45,36.9
2020-12-11,75,45.0,,0.45,33.75
2020-12-12,20,45.0,,0.45,9.0
2020-12-13,18,45.0,,0.45,8.1
2020-12-14,86,45.0,,0.45,38.7
2020-12-15,89,45.0,,0.45,40.050000000000004
2020-12-16,88,45.0,,0.45,39.6
2020-12-17,94,45.0,,0.45,42.300000000000004
2020-12-18,79,45.0,,0.45,35.550000000000004
2020-12-19,28,45.0,,0.45,12.6
2020-12-20,18,45.0,,0.45,8.1
2020-12-21,82,45.0,,0.45,36.9
2020-12-22,77,45.0,,0.45,34.65
2020-12-23,75,45.0,,0.45,33.75
2020-12-24,56,45.0,,0.45,25.2
2020-12-25,21,45.0,,0.45,9.450000000000001
2020-12-26,32,45.0,,0.45,14.4
2020-12-27,15,45.0,,0.45,6.75
2020-12-28,89,45.0,,0.45,40.050000000000004
2020-12-29,100,45.0,,0.45,45.0
2020-12-30,91,45.0,,0.45,40.95
2020-12-31,71,45.0,,0.45,31.95
2021-01-01,19,43.0,False,0.43,8.17
2021-01-02,14,43.0,,0.43,6.02
2021-01-03,15,43.0,,0.43,6.45
2021-01-04,72,43.0,,0.43,30.96
2021-01-05,75,43.0,,0.43,32.25
2021-01-06,76,43.0,,0.43,32.68
2021-01-07,89,43.0,,0.43,38.269999999999996
2021-01-08,83,43.0,,0.43,35.69
2021-01-09,23,43.0,,0.43,9.89
2021-01-10,14,43.0,,0.43,6.02
2021-01-11,75,43.0,,0.43,32.25
2021-01-12,75,43.0,,0.43,32.25
2021-01-13,75,43.0,,0.43,32.25
2021-01-14,73,43.0,,0.43,31.39
2021-01-15,64,43.0,,0.43,27.52
2021-01-16,20,43.0,,0.43,8.6
2021-01-17,13,43.0,,0.43,5.59
2021-01-18,23,43.0,,0.43,9.89
2021-01-19,68,43.0,,0.43,29.24
2021-01-20,93,43.0,,0.43,39.99
2021-01-21,100,43.0,,0.43,43.0
2021-01-22,82,43.0,,0.43,35.26
2021-01-23,21,43.0,,0.43,9.03
2021-01-24,19,43.0,,0.43,8.17
2021-01-25,80,43.0,,0.43,34.4
2021-01-26,86,43.0,,0.43,36.98
2021-01-27,96,43.0,,0.43,41.28
2021-01-28,87,43.0,,0.43,37.41
2021-01-29,78,43.0,,0.43,33.54
2021-01-30,22,43.0,,0.43,9.459999999999999
2021-01-31,18,43.0,,0.43,7.74
2021-02-01,35,54.0,False,0.54,18.900000000000002
2021-02-02,100,54.0,,0.54,54.0
2021-02-03,94,54.0,,0.54,50.760000000000005
2021-02-04,40,54.0,,0.54,21.6
2021-02-05,29,54.0,,0.54,15.66
2021-02-06,7,54.0,,0.54,3.7800000000000002
2021-02-07,5,54.0,,0.54,2.7
2021-02-08,25,54.0,,0.54,13.5
2021-02-09,26,54.0,,0.54,14.040000000000001
2021-02-10,23,54.0,,0.54,12.420000000000002
2021-02-11,22,54.0,,0.54,11.88
2021-02-12,23,54.0,,0.54,12.420000000000002
2021-02-13,7,54.0,,0.54,3.7800000000000002
2021-02-14,5,54.0,,0.54,2.7
2021-02-15,8,54.0,,0.54,4.32
2021-02-16,21,54.0,,0.54,11.34
2021-02-17,23,54.0,,0.54,12.420000000000002
2021-02-18,22,54.0,,0.54,11.88
2021-02-19,23,54.0,,0.54,12.420000000000002
2021-02-20,8,54.0,,0.54,4.32
2021-02-21,5,54.0,,0.54,2.7
2021-02-22,18,54.0,,0.54,9.72
2021-02-23,30,54.0,,0.54,16.200000000000003
2021-02-24,25,54.0,,0.54,13.5
2021-02-25,25,54.0,,0.54,13.5
2021-02-26,30,54.0,,0.54,16.200000000000003
2021-02-27,8,54.0,,0.54,4.32
2021-02-28,5,54.0,,0.54,2.7
2021-03-01,78,39.0,False,0.39,30.42
2021-03-02,71,39.0,,0.39,27.69
2021-03-03,81,39.0,,0.39,31.59
2021-03-04,93,39.0,,0.39,36.27
2021-03-05,100,39.0,,0.39,39.0
2021-03-06,24,39.0,,0.39,9.36
2021-03-07,16,39.0,,0.39,6.24
2021-03-08,86,39.0,,0.39,33.54
2021-03-09,92,39.0,,0.39,35.88
2021-03-10,83,39.0,,0.39,32.370000000000005
2021-03-11,75,39.0,,0.39,29.25
2021-03-12,72,39.0,,0.39,28.080000000000002
2021-03-13,17,39.0,,0.39,6.63
2021-03-14,12,39.0,,0.39,4.68
2021-03-15,74,39.0,,0.39,28.86
2021-03-16,64,39.0,,0.39,24.96
2021-03-17,73,39.0,,0.39,28.470000000000002
2021-03-18,77,39.0,,0.39,30.03
2021-03-19,73,39.0,,0.39,28.470000000000002
2021-03-20,18,39.0,,0.39,7.0200000000000005
2021-03-21,19,39.0,,0.39,7.41
2021-03-22,69,39.0,,0.39,26.91
2021-03-23,73,39.0,,0.39,28.470000000000002
2021-03-24,64,39.0,,0.39,24.96
2021-03-25,63,39.0,,0.39,24.57
2021-03-26,66,39.0,,0.39,25.740000000000002
2021-03-27,17,39.0,,0.39,6.63
2021-03-28,14,39.0,,0.39,5.46
2021-03-29,67,39.0,,0.39,26.130000000000003
2021-03-30,66,39.0,,0.39,25.740000000000002
2021-03-31,69,39.0,,0.39,26.91
2021-04-01,28,46.0,False,0.46,12.88
2021-04-02,15,46.0,,0.46,6.9
2021-04-03,5,46.0,,0.46,2.3000000000000003
2021-04-04,5,46.0,,0.46,2.3000000000000003
2021-04-05,30,46.0,,0.46,13.8
2021-04-06,31,46.0,,0.46,14.26
2021-04-07,30,46.0,,0.46,13.8
2021-04-08,32,46.0,,0.46,14.72
2021-04-09,34,46.0,,0.46,15.64
2021-04-10,11,46.0,,0.46,5.0600000000000005
2021-04-11,6,46.0,,0.46,2.7600000000000002
2021-04-12,30,46.0,,0.46,13.8
2021-04-13,36,46.0,,0.46,16.560000000000002
2021-04-14,31,46.0,,0.46,14.26
2021-04-15,33,46.0,,0.46,15.180000000000001
2021-04-16,28,46.0,,0.46,12.88
2021-04-17,8,46.0,,0.46,3.68
2021-04-18,6,46.0,,0.46,2.7600000000000002
2021-04-19,27,46.0,,0.46,12.42
2021-04-20,31,46.0,,0.46,14.26
2021-04-21,26,46.0,,0.46,11.96
