date,TGT_unscaled,TGT_monthly,isPartial,scale,TGT
2019-08-30,9,99.0,,0.99,8.91
2019-08-31,3,99.0,,0.99,2.9699999999999998
2019-09-01,22,56.0,False,0.56,12.32
2019-09-02,18,56.0,,0.56,10.080000000000002
2019-09-03,78,56.0,,0.56,43.68000000000001
2019-09-04,61,56.0,,0.56,34.160000000000004
2019-09-05,76,56.0,,0.56,42.56
2019-09-06,100,56.0,,0.56,56.00000000000001
2019-09-07,25,56.0,,0.56,14.000000000000002
2019-09-08,21,56.0,,0.56,11.760000000000002
2019-09-09,63,56.0,,0.56,35.28
2019-09-10,76,56.0,,0.56,42.56
2019-09-11,53,56.0,,0.56,29.680000000000003
2019-09-12,79,56.0,,0.56,44.24
2019-09-13,71,56.0,,0.56,39.760000000000005
2019-09-14,13,56.0,,0.56,7.280000000000001
2019-09-15,18,56.0,,0.56,10.080000000000002
2019-09-16,75,56.0,,0.56,42.00000000000001
2019-09-17,75,56.0,,0.56,42.00000000000001
2019-09-18,52,56.0,,0.56,29.120000000000005
2019-09-19,84,56.0,,0.56,47.040000000000006
2019-09-20,64,56.0,,0.56,35.84
2019-09-21,16,56.0,,0.56,8.96
2019-09-22,22,56.0,,0.56,12.32
2019-09-23,80,56.0,,0.56,44.800000000000004
2019-09-24,92,56.0,,0.56,51.52
2019-09-25,48,56.0,,0.56,26.880000000000003
2019-09-26,92,56.0,,0.56,51.52
2019-09-27,80,56.0,,0.56,44.800000000000004
2019-09-28,23,56.0,,0.56,12.88
2019-09-29,22,56.0,,0.56,12.32
2019-09-30,32,56.0,,0.56,17.92
2019-10-01,73,56.0,False,0.56,40.88
2019-10-02,69,56.0,,0.56,38.64
2019-10-03,76,56.0,,0.56,42.56
2019-10-04,63,56.0,,0.56,35.28
2019-10-05,51,56.0,,0.56,28.560000000000002
2019-10-06,29,56.0,,0.56,16.240000000000002
2019-10-07,67,56.0,,0.56,37.52
2019-10-08,92,56.0,,0.56,51.52
2019-10-09,63,56.0,,0.56,35.28
2019-10-10,96,56.0,,0.56,53.760000000000005
2019-10-11,85,56.0,,0.56,47.6
2019-10-12,54,56.0,,0.56,30.240000000000002
2019-10-13,25,56.0,,0.56,14.000000000000002
2019-10-14,84,56.0,,0.56,47.040000000000006
2019-10-15,82,56.0,,0.56,45.92
2019-10-16,52,56.0,,0.56,29.120000000000005
2019-10-17,87,56.0,,0.56,48.720000000000006
2019-10-18,81,56.0,,0.56,45.36000000000001
2019-10-19,19,56.0,,0.56,10.64
2019-10-20,29,56.0,,0.56,16.240000000000002
2019-10-21,42,56.0,,0.56,23.520000000000003
2019-10-22,100,56.0,,0.56,56.00000000000001
2019-10-23,39,56.0,,0.56,21.840000000000003
2019-10-24,76,56.0,,0.56,42.56
2019-10-25,69,56.0,,0.56,38.64
2019-10-26,22,56.0,,0.56,12.32
2019-10-27,46,56.0,,0.56,25.76
2019-10-28,83,56.0,,0.56,46.480000000000004
2019-10-29,72,56.0,,0.56,40.32000000000001
2019-10-30,88,56.0,,0.56,49.28
2019-10-31,65,56.0,,0.56,36.400000000000006
2019-11-01,17,99.0,False,0.99,16.83
2019-11-02,3,99.0,,0.99,2.9699999999999998
2019-11-03,4,99.0,,0.99,3.96
2019-11-04,10,99.0,,0.99,9.9
2019-11-05,8,99.0,,0.99,7.92
2019-11-06,17,99.0,,0.99,16.83
2019-11-07,17,99.0,,0.99,16.83
2019-11-08,11,99.0,,0.99,10.89
2019-11-09,6,99.0,,0.99,5.9399999999999995
2019-11-10,2,99.0,,0.99,1.98
2019-11-11,9,99.0,,0.99,8.91
2019-11-12,9,99.0,,0.99,8.91
2019-11-13,13,99.0,,0.99,12.87
2019-11-14,25,99.0,,0.99,24.75
2019-11-15,26,99.0,,0.99,25.74
2019-11-16,11,99.0,,0.99,10.89
2019-11-17,7,99.0,,0.99,6.93
2019-11-18,25,99.0,,0.99,24.75
2019-11-19,31,99.0,,0.99,30.69
2019-11-20,100,99.0,,0.99,99.0
2019-11-21,50,99.0,,0.99,49.5
2019-11-22,31,99.0,,0.99,30.69
2019-11-23,9,99.0,,0.99,8.91
2019-11-24,4,99.0,,0.99,3.96
2019-11-25,21,99.0,,0.99,20.79
2019-11-26,25,99.0,,0.99,24.75
2019-11-27,20,99.0,,0.99,19.8
2019-11-28,4,99.0,,0.99,3.96
2019-11-29,16,99.0,,0.99,15.84
2019-11-30,3,99.0,,0.99,2.9699999999999998
2019-12-01,9,64.0,False,0.64,5.76
2019-12-02,59,64.0,,0.64,37.76
2019-12-03,100,64.0,,0.64,64.0
2019-12-04,85,64.0,,0.64,54.4
2019-12-05,53,64.0,,0.64,33.92
2019-12-06,63,64.0,,0.64,40.32
2019-12-07,21,64.0,,0.64,13.44
2019-12-08,18,64.0,,0.64,11.52
2019-12-09,74,64.0,,0.64,47.36
2019-12-10,60,64.0,,0.64,38.4
2019-12-11,56,64.0,,0.64,35.84
2019-12-12,57,64.0,,0.64,36.480000000000004
2019-12-13,55,64.0,,0.64,35.2
2019-12-14,18,64.0,,0.64,11.52
2019-12-15,18,64.0,,0.64,11.52
2019-12-16,47,64.0,,0.64,30.080000000000002
2019-12-17,59,64.0,,0.64,37.76
2019-12-18,67,64.0,,0.64,42.88
2019-12-19,56,64.0,,0.64,35.84
2019-12-20,50,64.0,,0.64,32.0
2019-12-21,24,64.0,,0.64,15.36
2019-12-22,24,64.0,,0.64,15.36
2019-12-23,55,64.0,,0.64,35.2
2019-12-24,46,64.0,,0.64,29.44
2019-12-25,24,64.0,,0.64,15.36
2019-12-26,48,64.0,,0.64,30.72
2019-12-27,64,64.0,,0.64,40.96
2019-12-28,28,64.0,,0.64,17.92
2019-12-29,18,64.0,,0.64,11.52
2019-12-30,43,64.0,,0.64,27.52
2019-12-31,56,64.0,,0.64,35.84
2020-01-01,4,78.0,False,0.78,3.12
2020-01-02,24,78.0,,0.78,18.72
2020-01-03,22,78.0,,0.78,17.16
2020-01-04,6,78.0,,0.78,4.68
2020-01-05,4,78.0,,0.78,3.12
2020-01-06,25,78.0,,0.78,19.5
2020-01-07,26,78.0,,0.78,20.28
2020-01-08,16,78.0,,0.78,12.48
2020-01-09,21,78.0,,0.78,16.38
2020-01-10,17,78.0,,0.78,13.26
2020-01-11,8,78.0,,0.78,6.24
2020-01-12,6,78.0,,0.78,4.68
2020-01-13,18,78.0,,0.78,14.040000000000001
2020-01-14,21,78.0,,0.78,16.38
2020-01-15,100,78.0,,0.78,78.0
2020-01-16,53,78.0,,0.78,41.34
2020-01-17,28,78.0,,0.78,21.84
2020-01-18,13,78.0,,0.78,10.14
2020-01-19,4,78.0,,0.78,3.12
2020-01-20,6,78.0,,0.78,4.68
2020-01-21,32,78.0,,0.78,24.96
2020-01-22,31,78.0,,0.78,24.18
2020-01-23,30,78.0,,0.78,23.400000000000002
2020-01-24,20,78.0,,0.78,15.600000000000001
2020-01-25,4,78.0,,0.78,3.12
2020-01-26,10,78.0,,0.78,7.800000000000001
2020-01-27,29,78.0,,0.78,22.62
2020-01-28,25,78.0,,0.78,19.5
2020-01-29,17,78.0,,0.78,13.26
2020-01-30,22,78.0,,0.78,17.16
2020-01-31,22,78.0,,0.78,17.16
2020-02-01,18,60.0,False,0.6,10.799999999999999
2020-02-02,23,60.0,,0.6,13.799999999999999
2020-02-03,50,60.0,,0.6,30.0
2020-02-04,75,60.0,,0.6,45.0
2020-02-05,42,60.0,,0.6,25.2
2020-02-06,52,60.0,,0.6,31.2
2020-02-07,62,60.0,,0.6,37.199999999999996
2020-02-08,10,60.0,,0.6,6.0
2020-02-09,13,60.0,,0.6,7.8
2020-02-10,72,60.0,,0.6,43.199999999999996
2020-02-11,66,60.0,,0.6,39.6
2020-02-12,100,60.0,,0.6,60.0
2020-02-13,72,60.0,,0.6,43.199999999999996
2020-02-14,72,60.0,,0.6,43.199999999999996
2020-02-15,35,60.0,,0.6,21.0
2020-02-16,23,60.0,,0.6,13.799999999999999
2020-02-17,34,60.0,,0.6,20.4
2020-02-18,52,60.0,,0.6,31.2
2020-02-19,69,60.0,,0.6,41.4
2020-02-20,58,60.0,,0.6,34.8
2020-02-21,53,60.0,,0.6,31.799999999999997
2020-02-22,28,60.0,,0.6,16.8
2020-02-23,12,60.0,,0.6,7.199999999999999
2020-02-24,72,60.0,,0.6,43.199999999999996
2020-02-25,58,60.0,,0.6,34.8
2020-02-26,79,60.0,,0.6,47.4
2020-02-27,57,60.0,,0.6,34.199999999999996
2020-02-28,77,60.0,,0.6,46.199999999999996
2020-02-29,44,60.0,,0.6,26.4
2020-03-01,15,94.0,False,0.94,14.1
2020-03-02,58,94.0,,0.94,54.519999999999996
2020-03-03,100,94.0,,0.94,94.0
2020-03-04,38,94.0,,0.94,35.72
2020-03-05,38,94.0,,0.94,35.72
2020-03-06,44,94.0,,0.94,41.36
2020-03-07,11,94.0,,0.94,10.34
2020-03-08,9,94.0,,0.94,8.459999999999999
2020-03-09,46,94.0,,0.94,43.239999999999995
2020-03-10,49,94.0,,0.94,46.059999999999995
2020-03-11,51,94.0,,0.94,47.94
2020-03-12,48,94.0,,0.94,45.12
2020-03-13,68,94.0,,0.94,63.919999999999995
2020-03-14,23,94.0,,0.94,21.619999999999997
2020-03-15,17,94.0,,0.94,15.979999999999999
2020-03-16,47,94.0,,0.94,44.18
2020-03-17,47,94.0,,0.94,44.18
2020-03-18,73,94.0,,0.94,68.61999999999999
2020-03-19,50,94.0,,0.94,47.0
2020-03-20,42,94.0,,0.94,39.48
2020-03-21,17,94.0,,0.94,15.979999999999999
2020-03-22,12,94.0,,0.94,11.28
2020-03-23,51,94.0,,0.94,47.94
2020-03-24,59,94.0,,0.94,55.459999999999994
2020-03-25,74,94.0,,0.94,69.56
2020-03-26,54,94.0,,0.94,50.76
2020-03-27,41,94.0,,0.94,38.54
2020-03-28,11,94.0,,0.94,10.34
2020-03-29,21,94.0,,0.94,19.74
2020-03-30,38,94.0,,0.94,35.72
2020-03-31,34,94.0,,0.94,31.959999999999997
2020-04-01,50,80.0,False,0.8,40.0
2020-04-02,51,80.0,,0.8,40.800000000000004
2020-04-03,43,80.0,,0.8,34.4
2020-04-04,18,80.0,,0.8,14.4
2020-04-05,13,80.0,,0.8,10.4
2020-04-06,33,80.0,,0.8,26.400000000000002
2020-04-07,44,80.0,,0.8,35.2
2020-04-08,67,80.0,,0.8,53.6
2020-04-09,45,80.0,,0.8,36.0
2020-04-10,22,80.0,,0.8,17.6
2020-04-11,9,80.0,,0.8,7.2
2020-04-12,10,80.0,,0.8,8.0
2020-04-13,32,80.0,,0.8,25.6
2020-04-14,48,80.0,,0.8,38.400000000000006
2020-04-15,39,80.0,,0.8,31.200000000000003
2020-04-16,47,80.0,,0.8,37.6
2020-04-17,66,80.0,,0.8,52.800000000000004
2020-04-18,16,80.0,,0.8,12.8
2020-04-19,23,80.0,,0.8,18.400000000000002
2020-04-20,22,80.0,,0.8,17.6
2020-04-21,33,80.0,,0.8,26.400000000000002
2020-04-22,39,80.0,,0.8,31.200000000000003
2020-04-23,100,80.0,,0.8,80.0
2020-04-24,55,80.0,,0.8,44.0
2020-04-25,16,80.0,,0.8,12.8
2020-04-26,18,80.0,,0.8,14.4
2020-04-27,58,80.0,,0.8,46.400000000000006
2020-04-28,41,80.0,,0.8,32.800000000000004
2020-04-29,42,80.0,,0.8,33.6
2020-04-30,33,80.0,,0.8,26.400000000000002
2020-05-01,25,94.0,False,0.94,23.5
2020-05-02,13,94.0,,0.94,12.219999999999999
2020-05-03,13,94.0,,0.94,12.219999999999999
2020-05-04,22,94.0,,0.94,20.68
2020-05-05,24,94.0,,0.94,22.56
2020-05-06,22,94.0,,0.94,20.68
2020-05-07,21,94.0,,0.94,19.74
2020-05-08,26,94.0,,0.94,24.439999999999998
2020-05-09,7,94.0,,0.94,6.58
2020-05-10,6,94.0,,0.94,5.64
2020-05-11,37,94.0,,0.94,34.78
2020-05-12,39,94.0,,0.94,36.66
2020-05-13,35,94.0,,0.94,32.9
2020-05-14,31,94.0,,0.94,29.139999999999997
2020-05-15,28,94.0,,0.94,26.32
2020-05-16,12,94.0,,0.94,11.28
2020-05-17,12,94.0,,0.94,11.28
2020-05-18,45,94.0,,0.94,42.3
2020-05-19,67,94.0,,0.94,62.98
2020-05-20,100,94.0,,0.94,94.0
2020-05-21,57,94.0,,0.94,53.58
2020-05-22,29,94.0,,0.94,27.259999999999998
2020-05-23,8,94.0,,0.94,7.52
2020-05-24,13,94.0,,0.94,12.219999999999999
2020-05-25,4,94.0,,0.94,3.76
2020-05-26,30,94.0,,0.94,28.2
2020-05-27,33,94.0,,0.94,31.02
2020-05-28,29,94.0,,0.94,27.259999999999998
2020-05-29,36,94.0,,0.94,33.839999999999996
2020-05-30,13,94.0,,0.94,12.219999999999999
2020-05-31,16,94.0,,0.94,15.04
2020-06-01,100,62.0,False,0.62,62.0
2020-06-02,70,62.0,,0.62,43.4
2020-06-03,63,62.0,,0.62,39.06
2020-06-04,49,62.0,,0.62,30.38
2020-06-05,59,62.0,,0.62,36.58
2020-06-06,20,62.0,,0.62,12.4
2020-06-07,24,62.0,,0.62,14.879999999999999
2020-06-08,45,62.0,,0.62,27.9
2020-06-09,39,62.0,,0.62,24.18
2020-06-10,47,62.0,,0.62,29.14
2020-06-11,46,62.0,,0.62,28.52
2020-06-12,49,62.0,,0.62,30.38
2020-06-13,26,62.0,,0.62,16.12
2020-06-14,17,62.0,,0.62,10.54
2020-06-15,28,62.0,,0.62,17.36
2020-06-16,52,62.0,,0.62,32.24
2020-06-17,50,62.0,,0.62,31.0
2020-06-18,45,62.0,,0.62,27.9
2020-06-19,43,62.0,,0.62,26.66
2020-06-20,14,62.0,,0.62,8.68
2020-06-21,12,62.0,,0.62,7.4399999999999995
2020-06-22,32,62.0,,0.62,19.84
2020-06-23,35,62.0,,0.62,21.7
2020-06-24,33,62.0,,0.62,20.46
2020-06-25,38,62.0,,0.62,23.56
2020-06-26,25,62.0,,0.62,15.5
2020-06-27,12,62.0,,0.62,7.4399999999999995
2020-06-28,3,62.0,,0.62,1.8599999999999999
2020-06-29,25,62.0,,0.62,15.5
2020-06-30,20,62.0,,0.62,12.4
2020-07-01,72,48.0,False,0.48,34.56
2020-07-02,96,48.0,,0.48,46.08
2020-07-03,56,48.0,,0.48,26.88
2020-07-04,36,48.0,,0.48,17.28
2020-07-05,28,48.0,,0.48,13.44
2020-07-06,32,48.0,,0.48,15.36
2020-07-07,62,48.0,,0.48,29.759999999999998
2020-07-08,77,48.0,,0.48,36.96
2020-07-09,89,48.0,,0.48,42.72
2020-07-10,68,48.0,,0.48,32.64
2020-07-11,26,48.0,,0.48,12.48
2020-07-12,30,48.0,,0.48,14.399999999999999
2020-07-13,89,48.0,,0.48,42.72
2020-07-14,82,48.0,,0.48,39.36
2020-07-15,79,48.0,,0.48,37.92
2020-07-16,70,48.0,,0.48,33.6
2020-07-17,83,48.0,,0.48,39.839999999999996
2020-07-18,28,48.0,,0.48,13.44
2020-07-19,42,48.0,,0.48,20.16
2020-07-20,37,48.0,,0.48,17.759999999999998
2020-07-21,57,48.0,,0.48,27.36
2020-07-22,78,48.0,,0.48,37.44
2020-07-23,86,48.0,,0.48,41.28
2020-07-24,76,48.0,,0.48,36.48
2020-07-25,27,48.0,,0.48,12.959999999999999
2020-07-26,20,48.0,,0.48,9.6
2020-07-27,58,48.0,,0.48,27.84
2020-07-28,65,48.0,,0.48,31.2
2020-07-29,85,48.0,,0.48,40.8
2020-07-30,100,48.0,,0.48,48.0
2020-07-31,87,48.0,,0.48,41.76
2020-08-01,6,98.0,False,0.98,5.88
2020-08-02,7,98.0,,0.98,6.859999999999999
2020-08-03,7,98.0,,0.98,6.859999999999999
2020-08-04,15,98.0,,0.98,14.7
2020-08-05,17,98.0,,0.98,16.66
2020-08-06,11,98.0,,0.98,10.78
2020-08-07,10,98.0,,0.98,9.8
2020-08-08,6,98.0,,0.98,5.88
2020-08-09,6,98.0,,0.98,5.88
2020-08-10,14,98.0,,0.98,13.719999999999999
2020-08-11,12,98.0,,0.98,11.76
2020-08-12,16,98.0,,0.98,15.68
2020-08-13,14,98.0,,0.98,13.719999999999999
2020-08-14,14,98.0,,0.98,13.719999999999999
2020-08-15,1,98.0,,0.98,0.98
2020-08-16,7,98.0,,0.98,6.859999999999999
2020-08-17,20,98.0,,0.98,19.6
2020-08-18,26,98.0,,0.98,25.48
2020-08-19,100,98.0,,0.98,98.0
2020-08-20,48,98.0,,0.98,47.04
2020-08-21,31,98.0,,0.98,30.38
2020-08-22,8,98.0,,0.98,7.84
2020-08-23,7,98.0,,0.98,6.859999999999999
2020-08-24,18,98.0,,0.98,17.64
2020-08-25,16,98.0,,0.98,15.68
2020-08-26,9,98.0,,0.98,8.82
2020-08-27,12,98.0,,0.98,11.76
2020-08-28,12,98.0,,0.98,11.76
2020-08-29,5,98.0,,0.98,4.9
2020-08-30,6,98.0,,0.98,5.88
2020-08-31,13,98.0,,0.98,12.74
2020-09-01,71,52.0,False,0.52,36.92
2020-09-02,100,52.0,,0.52,52.0
2020-09-03,53,52.0,,0.52,27.560000000000002
2020-09-04,76,52.0,,0.52,39.52
2020-09-05,21,52.0,,0.52,10.92
2020-09-06,27,52.0,,0.52,14.040000000000001
2020-09-07,26,52.0,,0.52,13.52
2020-09-08,83,52.0,,0.52,43.160000000000004
2020-09-09,66,52.0,,0.52,34.32
2020-09-10,40,52.0,,0.52,20.8
2020-09-11,81,52.0,,0.52,42.120000000000005
2020-09-12,32,52.0,,0.52,16.64
2020-09-13,6,52.0,,0.52,3.12
2020-09-14,39,52.0,,0.52,20.28
2020-09-15,63,52.0,,0.52,32.76
2020-09-16,51,52.0,,0.52,26.52
2020-09-17,61,52.0,,0.52,31.720000000000002
2020-09-18,42,52.0,,0.52,21.84
2020-09-19,27,52.0,,0.52,14.040000000000001
2020-09-20,12,52.0,,0.52,6.24
2020-09-21,58,52.0,,0.52,30.16
2020-09-22,74,52.0,,0.52,38.480000000000004
2020-09-23,56,52.0,,0.52,29.12
2020-09-24,45,52.0,,0.52,23.400000000000002
2020-09-25,60,52.0,,0.52,31.200000000000003
2020-09-26,29,52.0,,0.52,15.08
2020-09-27,28,52.0,,0.52,14.56
2020-09-28,74,52.0,,0.52,38.480000000000004
2020-09-29,91,52.0,,0.52,47.32
2020-09-30,77,52.0,,0.52,40.04
2020-10-01,65,53.0,False,0.53,34.45
2020-10-02,96,53.0,,0.53,50.88
2020-10-03,13,53.0,,0.53,6.890000000000001
2020-10-04,26,53.0,,0.53,13.780000000000001
2020-10-05,65,53.0,,0.53,34.45
2020-10-06,94,53.0,,0.53,49.82
2020-10-07,91,53.0,,0.53,48.230000000000004
2020-10-08,72,53.0,,0.53,38.160000000000004
2020-10-09,100,53.0,,0.53,53.0
2020-10-10,27,53.0,,0.53,14.31
2020-10-11,20,53.0,,0.53,10.600000000000001
2020-10-12,61,53.0,,0.53,32.33
2020-10-13,92,53.0,,0.53,48.760000000000005
2020-10-14,83,53.0,,0.53,43.99
2020-10-15,43,53.0,,0.53,22.790000000000003
2020-10-16,56,53.0,,0.53,29.68
2020-10-17,25,53.0,,0.53,13.25
2020-10-18,38,53.0,,0.53,20.14
2020-10-19,70,53.0,,0.53,37.1
2020-10-20,62,53.0,,0.53,32.86
2020-10-21,50,53.0,,0.53,26.5
2020-10-22,56,53.0,,0.53,29.68
2020-10-23,39,53.0,,0.53,20.67
2020-10-24,21,53.0,,0.53,11.13
2020-10-25,14,53.0,,0.53,7.42
2020-10-26,48,53.0,,0.53,25.44
2020-10-27,65,53.0,,0.53,34.45
2020-10-28,49,53.0,,0.53,25.970000000000002
2020-10-29,51,53.0,,0.53,27.03
2020-10-30,67,53.0,,0.53,35.510000000000005
2020-10-31,36,53.0,,0.53,19.080000000000002
2020-11-01,5,82.0,False,0.82,4.1
2020-11-02,23,82.0,,0.82,18.86
2020-11-03,19,82.0,,0.82,15.579999999999998
2020-11-04,14,82.0,,0.82,11.479999999999999
2020-11-05,17,82.0,,0.82,13.94
2020-11-06,16,82.0,,0.82,13.12
2020-11-07,10,82.0,,0.82,8.2
2020-11-08,9,82.0,,0.82,7.38
2020-11-09,29,82.0,,0.82,23.779999999999998
2020-11-10,24,82.0,,0.82,19.68
2020-11-11,27,82.0,,0.82,22.139999999999997
2020-11-12,25,82.0,,0.82,20.5
2020-11-13,22,82.0,,0.82,18.04
2020-11-14,6,82.0,,0.82,4.92
2020-11-15,15,82.0,,0.82,12.299999999999999
2020-11-16,34,82.0,,0.82,27.88
2020-11-17,49,82.0,,0.82,40.18
2020-11-18,100,82.0,,0.82,82.0
2020-11-19,60,82.0,,0.82,49.199999999999996
2020-11-20,39,82.0,,0.82,31.979999999999997
2020-11-21,11,82.0,,0.82,9.02
2020-11-22,8,82.0,,0.82,6.56
2020-11-23,36,82.0,,0.82,29.52
2020-11-24,50,82.0,,0.82,41.0
2020-11-25,32,82.0,,0.82,26.24
2020-11-26,13,82.0,,0.82,10.66
2020-11-27,42,82.0,,0.82,34.44
2020-11-28,11,82.0,,0.82,9.02
2020-11-29,6,82.0,,0.82,4.92
2020-11-30,28,82.0,,0.82,22.959999999999997
2020-12-01,99,55.0,False,0.55,54.45
2020-12-02,86,55.0,,0.55,47.300000000000004
2020-12-03,100,55.0,,0.55,55.00000000000001
2020-12-04,68,55.0,,0.55,37.400000000000006
2020-12-05,16,55.0,,0.55,8.8
2020-12-06,34,55.0,,0.55,18.700000000000003
2020-12-07,67,55.0,,0.55,36.85
2020-12-08,69,55.0,,0.55,37.95
2020-12-09,77,55.0,,0.55,42.35
2020-12-10,73,55.0,,0.55,40.150000000000006
2020-12-11,71,55.0,,0.55,39.050000000000004
2020-12-12,12,55.0,,0.55,6.6000000000000005
2020-12-13,12,55.0,,0.55,6.6000000000000005
2020-12-14,47,55.0,,0.55,25.85
2020-12-15,53,55.0,,0.55,29.150000000000002
2020-12-16,63,55.0,,0.55,34.650000000000006
2020-12-17,68,55.0,,0.55,37.400000000000006
2020-12-18,47,55.0,,0.55,25.85
2020-12-19,36,55.0,,0.55,19.8
2020-12-20,32,55.0,,0.55,17.6
2020-12-21,38,55.0,,0.55,20.900000000000002
2020-12-22,87,55.0,,0.55,47.85
2020-12-23,61,55.0,,0.55,33.550000000000004
2020-12-24,44,55.0,,0.55,24.200000000000003
2020-12-25,36,55.0,,0.55,19.8
2020-12-26,7,55.0,,0.55,3.8500000000000005
2020-12-27,18,55.0,,0.55,9.9
2020-12-28,67,55.0,,0.55,36.85
2020-12-29,91,55.0,,0.55,50.050000000000004
2020-12-30,73,55.0,,0.55,40.150000000000006
2020-12-31,59,55.0,,0.55,32.45
2021-01-01,15,65.0,False,0.65,9.75
2021-01-02,15,65.0,,0.65,9.75
2021-01-03,25,65.0,,0.65,16.25
2021-01-04,39,65.0,,0.65,25.35
2021-01-05,39,65.0,,0.65,25.35
2021-01-06,37,65.0,,0.65,24.05
2021-01-07,66,65.0,,0.65,42.9
2021-01-08,38,65.0,,0.65,24.7
2021-01-09,21,65.0,,0.65,13.65
2021-01-10,10,65.0,,0.65,6.5
2021-01-11,48,65.0,,0.65,31.200000000000003
2021-01-12,64,65.0,,0.65,41.6
2021-01-13,100,65.0,,0.65,65.0
2021-01-14,75,65.0,,0.65,48.75
2021-01-15,40,65.0,,0.65,26.0
2021-01-16,19,65.0,,0.65,12.35
2021-01-17,14,65.0,,0.65,9.1
2021-01-18,18,65.0,,0.65,11.700000000000001
2021-01-19,55,65.0,,0.65,35.75
2021-01-20,47,65.0,,0.65,30.55
2021-01-21,43,65.0,,0.65,27.95
2021-01-22,21,65.0,,0.65,13.65
2021-01-23,15,65.0,,0.65,9.75
2021-01-24,17,65.0,,0.65,11.05
2021-01-25,36,65.0,,0.65,23.400000000000002
2021-01-26,46,65.0,,0.65,29.900000000000002
2021-01-27,58,65.0,,0.65,37.7
2021-01-28,70,65.0,,0.65,45.5
2021-01-29,57,65.0,,0.65,37.050000000000004
2021-01-30,24,65.0,,0.65,15.600000000000001
2021-01-31,9,65.0,,0.65,5.8500000000000005
2021-02-01,74,62.0,False,0.62,45.88
2021-02-02,47,62.0,,0.62,29.14
2021-02-03,83,62.0,,0.62,51.46
2021-02-04,71,62.0,,0.62,44.02
2021-02-05,45,62.0,,0.62,27.9
2021-02-06,26,62.0,,0.62,16.12
2021-02-07,27,62.0,,0.62,16.74
2021-02-08,80,62.0,,0.62,49.6
2021-02-09,68,62.0,,0.62,42.16
2021-02-10,53,62.0,,0.62,32.86
2021-02-11,55,62.0,,0.62,34.1
2021-02-12,59,62.0,,0.62,36.58
2021-02-13,33,62.0,,0.62,20.46
2021-02-14,20,62.0,,0.62,12.4
2021-02-15,17,62.0,,0.62,10.54
2021-02-16,52,62.0,,0.62,32.24
2021-02-17,42,62.0,,0.62,26.04
2021-02-18,84,62.0,,0.62,52.08
2021-02-19,73,62.0,,0.62,45.26
2021-02-20,26,62.0,,0.62,16.12
2021-02-21,13,62.0,,0.62,8.06
2021-02-22,54,62.0,,0.62,33.48
2021-02-23,40,62.0,,0.62,24.8
2021-02-24,53,62.0,,0.62,32.86
2021-02-25,100,62.0,,0.62,62.0
2021-02-26,61,62.0,,0.62,37.82
2021-02-27,37,62.0,,0.62,22.94
2021-02-28,31,62.0,,0.62,19.22
2021-03-01,28,90.0,False,0.9,25.2
2021-03-02,100,90.0,,0.9,90.0
2021-03-03,60,90.0,,0.9,54.0
2021-03-04,39,90.0,,0.9,35.1
2021-03-05,31,90.0,,0.9,27.900000000000002
2021-03-06,19,90.0,,0.9,17.1
2021-03-07,10,90.0,,0.9,9.0
2021-03-08,28,90.0,,0.9,25.2
2021-03-09,27,90.0,,0.9,24.3
2021-03-10,25,90.0,,0.9,22.5
2021-03-11,23,90.0,,0.9,20.7
2021-03-12,19,90.0,,0.9,17.1
2021-03-13,9,90.0,,0.9,8.1
2021-03-14,10,90.0,,0.9,9.0
2021-03-15,16,90.0,,0.9,14.4
2021-03-16,25,90.0,,0.9,22.5
2021-03-17,18,90.0,,0.9,16.2
2021-03-18,12,90.0,,0.9,10.8
2021-03-19,24,90.0,,0.9,21.6
2021-03-20,9,90.0,,0.9,8.1
2021-03-21,6,90.0,,0.9,5.4
2021-03-22,20,90.0,,0.9,18.0
2021-03-23,14,90.0,,0.9,12.6
2021-03-24,16,90.0,,0.9,14.4
2021-03-25,17,90.0,,0.9,15.3
2021-03-26,22,90.0,,0.9,19.8
2021-03-27,14,90.0,,0.9,12.6
2021-03-28,5,90.0,,0.9,4.5
2021-03-29,20,90.0,,0.9,18.0
2021-03-30,21,90.0,,0.9,18.900000000000002
2021-03-31,18,90.0,,0.9,16.2
2021-04-01,46,64.0,False,0.64,29.44
2021-04-02,51,64.0,,0.64,32.64
2021-04-03,30,64.0,,0.64,19.2
2021-04-04,17,64.0,,0.64,10.88
2021-04-05,100,64.0,,0.64,64.0
2021-04-06,93,64.0,,0.64,59.52
2021-04-07,74,64.0,,0.64,47.36
2021-04-08,76,64.0,,0.64,48.64
2021-04-09,64,64.0,,0.64,40.96
2021-04-10,38,64.0,,0.64,24.32
2021-04-11,16,64.0,,0.64,10.24
2021-04-12,81,64.0,,0.64,51.84
2021-04-13,86,64.0,,0.64,55.04
2021-04-14,33,64.0,,0.64,21.12
2021-04-15,50,64.0,,0.64,32.0
2021-04-16,68,64.0,,0.64,43.52
2021-04-17,25,64.0,,0.64,16.0
2021-04-18,27,64.0,,0.64,17.28
2021-04-19,64,64.0,,0.64,40.96
2021-04-20,52,64.0,,0.64,33.28
2021-04-21,54,64.0,,0.64,34.56
2021-04-22,70,64.0,,0.64,44.800000000000004
2021-04-23,64,64.0,,0.64,40.96
2021-04-24,16,64.0,,0.64,10.24
2021-04-25,36,64.0,,0.64,23.04
