date,CALL_unscaled,CALL_monthly,isPartial,scale,CALL
2019-09-09,75,76.0,,0.76,57.0
2019-09-10,79,76.0,,0.76,60.04
2019-09-11,79,76.0,,0.76,60.04
2019-09-12,86,76.0,,0.76,65.36
2019-09-13,88,76.0,,0.76,66.88
2019-09-14,76,76.0,,0.76,57.76
2019-09-15,66,76.0,,0.76,50.160000000000004
2019-09-16,82,76.0,,0.76,62.32
2019-09-17,80,76.0,,0.76,60.8
2019-09-18,82,76.0,,0.76,62.32
2019-09-19,88,76.0,,0.76,66.88
2019-09-20,91,76.0,,0.76,69.16
2019-09-21,82,76.0,,0.76,62.32
2019-09-22,73,76.0,,0.76,55.480000000000004
2019-09-23,87,76.0,,0.76,66.12
2019-09-24,84,76.0,,0.76,63.84
2019-09-25,100,76.0,,0.76,76.0
2019-09-26,91,76.0,,0.76,69.16
2019-09-27,87,76.0,,0.76,66.12
2019-09-28,75,76.0,,0.76,57.0
2019-09-29,66,76.0,,0.76,50.160000000000004
2019-09-30,84,76.0,,0.76,63.84
2019-10-01,66,85.0,False,0.85,56.1
2019-10-02,63,85.0,,0.85,53.55
2019-10-03,61,85.0,,0.85,51.85
2019-10-04,61,85.0,,0.85,51.85
2019-10-05,53,85.0,,0.85,45.05
2019-10-06,50,85.0,,0.85,42.5
2019-10-07,60,85.0,,0.85,51.0
2019-10-08,62,85.0,,0.85,52.699999999999996
2019-10-09,62,85.0,,0.85,52.699999999999996
2019-10-10,63,85.0,,0.85,53.55
2019-10-11,60,85.0,,0.85,51.0
2019-10-12,55,85.0,,0.85,46.75
2019-10-13,50,85.0,,0.85,42.5
2019-10-14,60,85.0,,0.85,51.0
2019-10-15,60,85.0,,0.85,51.0
2019-10-16,60,85.0,,0.85,51.0
2019-10-17,61,85.0,,0.85,51.85
2019-10-18,57,85.0,,0.85,48.449999999999996
2019-10-19,51,85.0,,0.85,43.35
2019-10-20,50,85.0,,0.85,42.5
2019-10-21,62,85.0,,0.85,52.699999999999996
2019-10-22,61,85.0,,0.85,51.85
2019-10-23,67,85.0,,0.85,56.949999999999996
2019-10-24,80,85.0,,0.85,68.0
2019-10-25,100,85.0,,0.85,85.0
2019-10-26,78,85.0,,0.85,66.3
2019-10-27,70,85.0,,0.85,59.5
2019-10-28,71,85.0,,0.85,60.35
2019-10-29,70,85.0,,0.85,59.5
2019-10-30,74,85.0,,0.85,62.9
2019-10-31,66,85.0,,0.85,56.1
2019-11-01,100,81.0,False,0.81,81.0
2019-11-02,95,81.0,,0.81,76.95
2019-11-03,85,81.0,,0.81,68.85000000000001
2019-11-04,96,81.0,,0.81,77.76
2019-11-05,99,81.0,,0.81,80.19000000000001
2019-11-06,98,81.0,,0.81,79.38000000000001
2019-11-07,100,81.0,,0.81,81.0
2019-11-08,99,81.0,,0.81,80.19000000000001
2019-11-09,88,81.0,,0.81,71.28
2019-11-10,81,81.0,,0.81,65.61
2019-11-11,91,81.0,,0.81,73.71000000000001
2019-11-12,92,81.0,,0.81,74.52000000000001
2019-11-13,94,81.0,,0.81,76.14
2019-11-14,91,81.0,,0.81,73.71000000000001
2019-11-15,90,81.0,,0.81,72.9
2019-11-16,82,81.0,,0.81,66.42
2019-11-17,78,81.0,,0.81,63.18000000000001
2019-11-18,91,81.0,,0.81,73.71000000000001
2019-11-19,88,81.0,,0.81,71.28
2019-11-20,94,81.0,,0.81,76.14
2019-11-21,96,81.0,,0.81,77.76
2019-11-22,95,81.0,,0.81,76.95
2019-11-23,84,81.0,,0.81,68.04
2019-11-24,79,81.0,,0.81,63.99
2019-11-25,90,81.0,,0.81,72.9
2019-11-26,93,81.0,,0.81,75.33
2019-11-27,90,81.0,,0.81,72.9
2019-11-28,80,81.0,,0.81,64.80000000000001
2019-11-29,93,81.0,,0.81,75.33
2019-11-30,86,81.0,,0.81,69.66000000000001
2019-12-01,82,78.0,False,0.78,63.96
2019-12-02,97,78.0,,0.78,75.66
2019-12-03,99,78.0,,0.78,77.22
2019-12-04,98,78.0,,0.78,76.44
2019-12-05,97,78.0,,0.78,75.66
2019-12-06,97,78.0,,0.78,75.66
2019-12-07,83,78.0,,0.78,64.74000000000001
2019-12-08,76,78.0,,0.78,59.28
2019-12-09,87,78.0,,0.78,67.86
2019-12-10,90,78.0,,0.78,70.2
2019-12-11,92,78.0,,0.78,71.76
2019-12-12,93,78.0,,0.78,72.54
2019-12-13,95,78.0,,0.78,74.10000000000001
2019-12-14,83,78.0,,0.78,64.74000000000001
2019-12-15,79,78.0,,0.78,61.620000000000005
2019-12-16,91,78.0,,0.78,70.98
2019-12-17,94,78.0,,0.78,73.32000000000001
2019-12-18,97,78.0,,0.78,75.66
2019-12-19,100,78.0,,0.78,78.0
2019-12-20,92,78.0,,0.78,71.76
2019-12-21,85,78.0,,0.78,66.3
2019-12-22,76,78.0,,0.78,59.28
2019-12-23,85,78.0,,0.78,66.3
2019-12-24,87,78.0,,0.78,67.86
2019-12-25,84,78.0,,0.78,65.52
2019-12-26,93,78.0,,0.78,72.54
2019-12-27,92,78.0,,0.78,71.76
2019-12-28,83,78.0,,0.78,64.74000000000001
2019-12-29,81,78.0,,0.78,63.18
2019-12-30,92,78.0,,0.78,71.76
2019-12-31,85,78.0,,0.78,66.3
2020-01-01,77,76.0,False,0.76,58.52
2020-01-02,89,76.0,,0.76,67.64
2020-01-03,91,76.0,,0.76,69.16
2020-01-04,82,76.0,,0.76,62.32
2020-01-05,78,76.0,,0.76,59.28
2020-01-06,86,76.0,,0.76,65.36
2020-01-07,90,76.0,,0.76,68.4
2020-01-08,89,76.0,,0.76,67.64
2020-01-09,89,76.0,,0.76,67.64
2020-01-10,89,76.0,,0.76,67.64
2020-01-11,79,76.0,,0.76,60.04
2020-01-12,75,76.0,,0.76,57.0
2020-01-13,88,76.0,,0.76,66.88
2020-01-14,89,76.0,,0.76,67.64
2020-01-15,89,76.0,,0.76,67.64
2020-01-16,89,76.0,,0.76,67.64
2020-01-17,90,76.0,,0.76,68.4
2020-01-18,84,76.0,,0.76,63.84
2020-01-19,77,76.0,,0.76,58.52
2020-01-20,87,76.0,,0.76,66.12
2020-01-21,89,76.0,,0.76,67.64
2020-01-22,97,76.0,,0.76,73.72
2020-01-23,100,76.0,,0.76,76.0
2020-01-24,98,76.0,,0.76,74.48
2020-01-25,87,76.0,,0.76,66.12
2020-01-26,76,76.0,,0.76,57.76
2020-01-27,93,76.0,,0.76,70.68
2020-01-28,97,76.0,,0.76,73.72
2020-01-29,98,76.0,,0.76,74.48
2020-01-30,91,76.0,,0.76,69.16
2020-01-31,98,76.0,,0.76,74.48
2020-02-01,69,86.0,False,0.86,59.339999999999996
2020-02-02,61,86.0,,0.86,52.46
2020-02-03,75,86.0,,0.86,64.5
2020-02-04,73,86.0,,0.86,62.78
2020-02-05,78,86.0,,0.86,67.08
2020-02-06,79,86.0,,0.86,67.94
2020-02-07,78,86.0,,0.86,67.08
2020-02-08,68,86.0,,0.86,58.48
2020-02-09,71,86.0,,0.86,61.06
2020-02-10,80,86.0,,0.86,68.8
2020-02-11,89,86.0,,0.86,76.53999999999999
2020-02-12,87,86.0,,0.86,74.82
2020-02-13,85,86.0,,0.86,73.1
2020-02-14,86,86.0,,0.86,73.96
2020-02-15,78,86.0,,0.86,67.08
2020-02-16,78,86.0,,0.86,67.08
2020-02-17,88,86.0,,0.86,75.67999999999999
2020-02-18,85,86.0,,0.86,73.1
2020-02-19,89,86.0,,0.86,76.53999999999999
2020-02-20,85,86.0,,0.86,73.1
2020-02-21,95,86.0,,0.86,81.7
2020-02-22,100,86.0,,0.86,86.0
2020-02-23,94,86.0,,0.86,80.84
2020-02-24,100,86.0,,0.86,86.0
2020-02-25,93,86.0,,0.86,79.98
2020-02-26,85,86.0,,0.86,73.1
2020-02-27,84,86.0,,0.86,72.24
2020-02-28,88,86.0,,0.86,75.67999999999999
2020-02-29,94,86.0,,0.86,80.84
2020-03-01,81,98.0,False,0.98,79.38
2020-03-02,80,98.0,,0.98,78.4
2020-03-03,85,98.0,,0.98,83.3
2020-03-04,75,98.0,,0.98,73.5
2020-03-05,73,98.0,,0.98,71.53999999999999
2020-03-06,77,98.0,,0.98,75.46
2020-03-07,77,98.0,,0.98,75.46
2020-03-08,72,98.0,,0.98,70.56
2020-03-09,83,98.0,,0.98,81.34
2020-03-10,94,98.0,,0.98,92.12
2020-03-11,83,98.0,,0.98,81.34
2020-03-12,76,98.0,,0.98,74.48
2020-03-13,81,98.0,,0.98,79.38
2020-03-14,82,98.0,,0.98,80.36
2020-03-15,78,98.0,,0.98,76.44
2020-03-16,90,98.0,,0.98,88.2
2020-03-17,90,98.0,,0.98,88.2
2020-03-18,91,98.0,,0.98,89.17999999999999
2020-03-19,93,98.0,,0.98,91.14
2020-03-20,92,98.0,,0.98,90.16
2020-03-21,89,98.0,,0.98,87.22
2020-03-22,84,98.0,,0.98,82.32
2020-03-23,93,98.0,,0.98,91.14
2020-03-24,100,98.0,,0.98,98.0
2020-03-25,93,98.0,,0.98,91.14
2020-03-26,88,98.0,,0.98,86.24
2020-03-27,92,98.0,,0.98,90.16
2020-03-28,87,98.0,,0.98,85.26
2020-03-29,83,98.0,,0.98,81.34
2020-03-30,91,98.0,,0.98,89.17999999999999
2020-03-31,97,98.0,,0.98,95.06
2020-04-01,93,98.0,False,0.98,91.14
2020-04-02,91,98.0,,0.98,89.17999999999999
2020-04-03,91,98.0,,0.98,89.17999999999999
2020-04-04,88,98.0,,0.98,86.24
2020-04-05,87,98.0,,0.98,85.26
2020-04-06,90,98.0,,0.98,88.2
2020-04-07,94,98.0,,0.98,92.12
2020-04-08,96,98.0,,0.98,94.08
2020-04-09,92,98.0,,0.98,90.16
2020-04-10,89,98.0,,0.98,87.22
2020-04-11,84,98.0,,0.98,82.32
2020-04-12,85,98.0,,0.98,83.3
2020-04-13,94,98.0,,0.98,92.12
2020-04-14,96,98.0,,0.98,94.08
2020-04-15,96,98.0,,0.98,94.08
2020-04-16,89,98.0,,0.98,87.22
2020-04-17,87,98.0,,0.98,85.26
2020-04-18,81,98.0,,0.98,79.38
2020-04-19,80,98.0,,0.98,78.4
2020-04-20,88,98.0,,0.98,86.24
2020-04-21,97,98.0,,0.98,95.06
2020-04-22,100,98.0,,0.98,98.0
2020-04-23,93,98.0,,0.98,91.14
2020-04-24,86,98.0,,0.98,84.28
2020-04-25,79,98.0,,0.98,77.42
2020-04-26,80,98.0,,0.98,78.4
2020-04-27,88,98.0,,0.98,86.24
2020-04-28,92,98.0,,0.98,90.16
2020-04-29,99,98.0,,0.98,97.02
2020-04-30,93,98.0,,0.98,91.14
2020-05-01,84,91.0,False,0.91,76.44
2020-05-02,78,91.0,,0.91,70.98
2020-05-03,73,91.0,,0.91,66.43
2020-05-04,79,91.0,,0.91,71.89
2020-05-05,79,91.0,,0.91,71.89
2020-05-06,81,91.0,,0.91,73.71000000000001
2020-05-07,78,91.0,,0.91,70.98
2020-05-08,75,91.0,,0.91,68.25
2020-05-09,69,91.0,,0.91,62.79
2020-05-10,69,91.0,,0.91,62.79
2020-05-11,78,91.0,,0.91,70.98
2020-05-12,78,91.0,,0.91,70.98
2020-05-13,76,91.0,,0.91,69.16
2020-05-14,78,91.0,,0.91,70.98
2020-05-15,77,91.0,,0.91,70.07000000000001
2020-05-16,71,91.0,,0.91,64.61
2020-05-17,64,91.0,,0.91,58.24
2020-05-18,100,91.0,,0.91,91.0
2020-05-19,91,91.0,,0.91,82.81
2020-05-20,90,91.0,,0.91,81.9
2020-05-21,82,91.0,,0.91,74.62
2020-05-22,78,91.0,,0.91,70.98
2020-05-23,79,91.0,,0.91,71.89
2020-05-24,71,91.0,,0.91,64.61
2020-05-25,72,91.0,,0.91,65.52
2020-05-26,81,91.0,,0.91,73.71000000000001
2020-05-27,82,91.0,,0.91,74.62
2020-05-28,79,91.0,,0.91,71.89
2020-05-29,76,91.0,,0.91,69.16
2020-05-30,70,91.0,,0.91,63.7
2020-05-31,65,91.0,,0.91,59.15
2020-06-01,95,86.0,False,0.86,81.7
2020-06-02,97,86.0,,0.86,83.42
2020-06-03,97,86.0,,0.86,83.42
2020-06-04,95,86.0,,0.86,81.7
2020-06-05,94,86.0,,0.86,80.84
2020-06-06,81,86.0,,0.86,69.66
2020-06-07,79,86.0,,0.86,67.94
2020-06-08,88,86.0,,0.86,75.67999999999999
2020-06-09,94,86.0,,0.86,80.84
2020-06-10,100,86.0,,0.86,86.0
2020-06-11,100,86.0,,0.86,86.0
2020-06-12,92,86.0,,0.86,79.12
2020-06-13,81,86.0,,0.86,69.66
2020-06-14,75,86.0,,0.86,64.5
2020-06-15,98,86.0,,0.86,84.28
2020-06-16,87,86.0,,0.86,74.82
2020-06-17,87,86.0,,0.86,74.82
2020-06-18,88,86.0,,0.86,75.67999999999999
2020-06-19,85,86.0,,0.86,73.1
2020-06-20,76,86.0,,0.86,65.36
2020-06-21,73,86.0,,0.86,62.78
2020-06-22,84,86.0,,0.86,72.24
2020-06-23,86,86.0,,0.86,73.96
2020-06-24,84,86.0,,0.86,72.24
2020-06-25,84,86.0,,0.86,72.24
2020-06-26,84,86.0,,0.86,72.24
2020-06-27,75,86.0,,0.86,64.5
2020-06-28,72,86.0,,0.86,61.92
2020-06-29,85,86.0,,0.86,73.1
2020-06-30,91,86.0,,0.86,78.26
2020-07-01,93,78.0,False,0.78,72.54
2020-07-02,92,78.0,,0.78,71.76
2020-07-03,88,78.0,,0.78,68.64
2020-07-04,76,78.0,,0.78,59.28
2020-07-05,77,78.0,,0.78,60.06
2020-07-06,91,78.0,,0.78,70.98
2020-07-07,92,78.0,,0.78,71.76
2020-07-08,94,78.0,,0.78,73.32000000000001
2020-07-09,92,78.0,,0.78,71.76
2020-07-10,93,78.0,,0.78,72.54
2020-07-11,80,78.0,,0.78,62.400000000000006
2020-07-12,77,78.0,,0.78,60.06
2020-07-13,92,78.0,,0.78,71.76
2020-07-14,91,78.0,,0.78,70.98
2020-07-15,91,78.0,,0.78,70.98
2020-07-16,93,78.0,,0.78,72.54
2020-07-17,93,78.0,,0.78,72.54
2020-07-18,79,78.0,,0.78,61.620000000000005
2020-07-19,80,78.0,,0.78,62.400000000000006
2020-07-20,92,78.0,,0.78,71.76
2020-07-21,92,78.0,,0.78,71.76
2020-07-22,100,78.0,,0.78,78.0
2020-07-23,92,78.0,,0.78,71.76
2020-07-24,91,78.0,,0.78,70.98
2020-07-25,81,78.0,,0.78,63.18
2020-07-26,79,78.0,,0.78,61.620000000000005
2020-07-27,91,78.0,,0.78,70.98
2020-07-28,91,78.0,,0.78,70.98
2020-07-29,94,78.0,,0.78,73.32000000000001
2020-07-30,94,78.0,,0.78,73.32000000000001
2020-07-31,94,78.0,,0.78,73.32000000000001
2020-08-01,69,84.0,False,0.84,57.96
2020-08-02,66,84.0,,0.84,55.44
2020-08-03,82,84.0,,0.84,68.88
2020-08-04,86,84.0,,0.84,72.24
2020-08-05,89,84.0,,0.84,74.75999999999999
2020-08-06,81,84.0,,0.84,68.03999999999999
2020-08-07,80,84.0,,0.84,67.2
2020-08-08,69,84.0,,0.84,57.96
2020-08-09,67,84.0,,0.84,56.28
2020-08-10,83,84.0,,0.84,69.72
2020-08-11,85,84.0,,0.84,71.39999999999999
2020-08-12,81,84.0,,0.84,68.03999999999999
2020-08-13,82,84.0,,0.84,68.88
2020-08-14,83,84.0,,0.84,69.72
2020-08-15,73,84.0,,0.84,61.32
2020-08-16,69,84.0,,0.84,57.96
2020-08-17,82,84.0,,0.84,68.88
2020-08-18,79,84.0,,0.84,66.36
2020-08-19,91,84.0,,0.84,76.44
2020-08-20,86,84.0,,0.84,72.24
2020-08-21,84,84.0,,0.84,70.56
2020-08-22,75,84.0,,0.84,63.0
2020-08-23,68,84.0,,0.84,57.12
2020-08-24,77,84.0,,0.84,64.67999999999999
2020-08-25,85,84.0,,0.84,71.39999999999999
2020-08-26,100,84.0,,0.84,84.0
2020-08-27,88,84.0,,0.84,73.92
2020-08-28,83,84.0,,0.84,69.72
2020-08-29,72,84.0,,0.84,60.48
2020-08-30,71,84.0,,0.84,59.64
2020-08-31,78,84.0,,0.84,65.52
2020-09-01,89,78.0,False,0.78,69.42
2020-09-02,91,78.0,,0.78,70.98
2020-09-03,88,78.0,,0.78,68.64
2020-09-04,91,78.0,,0.78,70.98
2020-09-05,82,78.0,,0.78,63.96
2020-09-06,76,78.0,,0.78,59.28
2020-09-07,79,78.0,,0.78,61.620000000000005
2020-09-08,88,78.0,,0.78,68.64
2020-09-09,96,78.0,,0.78,74.88
2020-09-10,91,78.0,,0.78,70.98
2020-09-11,88,78.0,,0.78,68.64
2020-09-12,76,78.0,,0.78,59.28
2020-09-13,72,78.0,,0.78,56.160000000000004
2020-09-14,88,78.0,,0.78,68.64
2020-09-15,88,78.0,,0.78,68.64
2020-09-16,90,78.0,,0.78,70.2
2020-09-17,90,78.0,,0.78,70.2
2020-09-18,98,78.0,,0.78,76.44
2020-09-19,82,78.0,,0.78,63.96
2020-09-20,77,78.0,,0.78,60.06
2020-09-21,87,78.0,,0.78,67.86
2020-09-22,87,78.0,,0.78,67.86
2020-09-23,92,78.0,,0.78,71.76
2020-09-24,89,78.0,,0.78,69.42
2020-09-25,90,78.0,,0.78,70.2
2020-09-26,80,78.0,,0.78,62.400000000000006
2020-09-27,72,78.0,,0.78,56.160000000000004
2020-09-28,88,78.0,,0.78,68.64
2020-09-29,95,78.0,,0.78,74.10000000000001
2020-09-30,100,78.0,,0.78,78.0
2020-10-01,93,81.0,False,0.81,75.33
2020-10-02,90,81.0,,0.81,72.9
2020-10-03,82,81.0,,0.81,66.42
2020-10-04,75,81.0,,0.81,60.75000000000001
2020-10-05,87,81.0,,0.81,70.47
2020-10-06,86,81.0,,0.81,69.66000000000001
2020-10-07,90,81.0,,0.81,72.9
2020-10-08,91,81.0,,0.81,73.71000000000001
2020-10-09,91,81.0,,0.81,73.71000000000001
2020-10-10,79,81.0,,0.81,63.99
2020-10-11,75,81.0,,0.81,60.75000000000001
2020-10-12,85,81.0,,0.81,68.85000000000001
2020-10-13,90,81.0,,0.81,72.9
2020-10-14,94,81.0,,0.81,76.14
2020-10-15,93,81.0,,0.81,75.33
2020-10-16,93,81.0,,0.81,75.33
2020-10-17,83,81.0,,0.81,67.23
2020-10-18,76,81.0,,0.81,61.56
2020-10-19,93,81.0,,0.81,75.33
2020-10-20,100,81.0,,0.81,81.0
2020-10-21,94,81.0,,0.81,76.14
2020-10-22,88,81.0,,0.81,71.28
2020-10-23,90,81.0,,0.81,72.9
2020-10-24,77,81.0,,0.81,62.370000000000005
2020-10-25,77,81.0,,0.81,62.370000000000005
2020-10-26,89,81.0,,0.81,72.09
2020-10-27,92,81.0,,0.81,74.52000000000001
2020-10-28,89,81.0,,0.81,72.09
2020-10-29,90,81.0,,0.81,72.9
2020-10-30,88,81.0,,0.81,71.28
2020-10-31,77,81.0,,0.81,62.370000000000005
2020-11-01,61,84.0,False,0.84,51.239999999999995
2020-11-02,66,84.0,,0.84,55.44
2020-11-03,67,84.0,,0.84,56.28
2020-11-04,52,84.0,,0.84,43.68
2020-11-05,57,84.0,,0.84,47.879999999999995
2020-11-06,64,84.0,,0.84,53.76
2020-11-07,62,84.0,,0.84,52.08
2020-11-08,62,84.0,,0.84,52.08
2020-11-09,74,84.0,,0.84,62.16
2020-11-10,81,84.0,,0.84,68.03999999999999
2020-11-11,74,84.0,,0.84,62.16
2020-11-12,82,84.0,,0.84,68.88
2020-11-13,100,84.0,,0.84,84.0
2020-11-14,88,84.0,,0.84,73.92
2020-11-15,78,84.0,,0.84,65.52
2020-11-16,82,84.0,,0.84,68.88
2020-11-17,81,84.0,,0.84,68.03999999999999
2020-11-18,79,84.0,,0.84,66.36
2020-11-19,74,84.0,,0.84,62.16
2020-11-20,78,84.0,,0.84,65.52
2020-11-21,71,84.0,,0.84,59.64
2020-11-22,68,84.0,,0.84,57.12
2020-11-23,75,84.0,,0.84,63.0
2020-11-24,76,84.0,,0.84,63.839999999999996
2020-11-25,75,84.0,,0.84,63.0
2020-11-26,64,84.0,,0.84,53.76
2020-11-27,71,84.0,,0.84,59.64
2020-11-28,67,84.0,,0.84,56.28
2020-11-29,65,84.0,,0.84,54.6
2020-11-30,75,84.0,,0.84,63.0
2020-12-01,100,82.0,False,0.82,82.0
2020-12-02,98,82.0,,0.82,80.36
2020-12-03,97,82.0,,0.82,79.53999999999999
2020-12-04,96,82.0,,0.82,78.72
2020-12-05,86,82.0,,0.82,70.52
2020-12-06,83,82.0,,0.82,68.06
2020-12-07,97,82.0,,0.82,79.53999999999999
2020-12-08,98,82.0,,0.82,80.36
2020-12-09,97,82.0,,0.82,79.53999999999999
2020-12-10,100,82.0,,0.82,82.0
2020-12-11,95,82.0,,0.82,77.89999999999999
2020-12-12,86,82.0,,0.82,70.52
2020-12-13,83,82.0,,0.82,68.06
2020-12-14,94,82.0,,0.82,77.08
2020-12-15,94,82.0,,0.82,77.08
2020-12-16,99,82.0,,0.82,81.17999999999999
2020-12-17,92,82.0,,0.82,75.44
2020-12-18,95,82.0,,0.82,77.89999999999999
2020-12-19,87,82.0,,0.82,71.33999999999999
2020-12-20,83,82.0,,0.82,68.06
2020-12-21,90,82.0,,0.82,73.8
2020-12-22,95,82.0,,0.82,77.89999999999999
2020-12-23,92,82.0,,0.82,75.44
2020-12-24,91,82.0,,0.82,74.61999999999999
2020-12-25,89,82.0,,0.82,72.97999999999999
2020-12-26,90,82.0,,0.82,73.8
2020-12-27,83,82.0,,0.82,68.06
2020-12-28,92,82.0,,0.82,75.44
2020-12-29,94,82.0,,0.82,77.08
2020-12-30,92,82.0,,0.82,75.44
2020-12-31,86,82.0,,0.82,70.52
2021-01-01,62,81.0,False,0.81,50.220000000000006
2021-01-02,63,81.0,,0.81,51.03
2021-01-03,72,81.0,,0.81,58.32000000000001
2021-01-04,100,81.0,,0.81,81.0
2021-01-05,92,81.0,,0.81,74.52000000000001
2021-01-06,80,81.0,,0.81,64.80000000000001
2021-01-07,78,81.0,,0.81,63.18000000000001
2021-01-08,76,81.0,,0.81,61.56
2021-01-09,66,81.0,,0.81,53.46
2021-01-10,59,81.0,,0.81,47.790000000000006
2021-01-11,70,81.0,,0.81,56.7
2021-01-12,72,81.0,,0.81,58.32000000000001
2021-01-13,72,81.0,,0.81,58.32000000000001
2021-01-14,77,81.0,,0.81,62.370000000000005
2021-01-15,71,81.0,,0.81,57.510000000000005
2021-01-16,62,81.0,,0.81,50.220000000000006
2021-01-17,58,81.0,,0.81,46.980000000000004
2021-01-18,64,81.0,,0.81,51.84
2021-01-19,68,81.0,,0.81,55.080000000000005
2021-01-20,68,81.0,,0.81,55.080000000000005
2021-01-21,68,81.0,,0.81,55.080000000000005
2021-01-22,71,81.0,,0.81,57.510000000000005
2021-01-23,62,81.0,,0.81,50.220000000000006
2021-01-24,59,81.0,,0.81,47.790000000000006
2021-01-25,71,81.0,,0.81,57.510000000000005
2021-01-26,73,81.0,,0.81,59.13
2021-01-27,76,81.0,,0.81,61.56
2021-01-28,75,81.0,,0.81,60.75000000000001
2021-01-29,70,81.0,,0.81,56.7
2021-01-30,63,81.0,,0.81,51.03
2021-01-31,61,81.0,,0.81,49.410000000000004
2021-02-01,92,81.0,False,0.81,74.52000000000001
2021-02-02,90,81.0,,0.81,72.9
2021-02-03,94,81.0,,0.81,76.14
2021-02-04,97,81.0,,0.81,78.57000000000001
2021-02-05,95,81.0,,0.81,76.95
2021-02-06,80,81.0,,0.81,64.80000000000001
2021-02-07,73,81.0,,0.81,59.13
2021-02-08,89,81.0,,0.81,72.09
2021-02-09,92,81.0,,0.81,74.52000000000001
2021-02-10,91,81.0,,0.81,73.71000000000001
2021-02-11,94,81.0,,0.81,76.14
2021-02-12,90,81.0,,0.81,72.9
2021-02-13,94,81.0,,0.81,76.14
2021-02-14,76,81.0,,0.81,61.56
2021-02-15,88,81.0,,0.81,71.28
2021-02-16,91,81.0,,0.81,73.71000000000001
2021-02-17,87,81.0,,0.81,70.47
2021-02-18,91,81.0,,0.81,73.71000000000001
2021-02-19,90,81.0,,0.81,72.9
2021-02-20,80,81.0,,0.81,64.80000000000001
2021-02-21,76,81.0,,0.81,61.56
2021-02-22,90,81.0,,0.81,72.9
2021-02-23,88,81.0,,0.81,71.28
2021-02-24,94,81.0,,0.81,76.14
2021-02-25,100,81.0,,0.81,81.0
2021-02-26,95,81.0,,0.81,76.95
2021-02-27,81,81.0,,0.81,65.61
2021-02-28,77,81.0,,0.81,62.370000000000005
2021-03-01,93,78.0,False,0.78,72.54
2021-03-02,96,78.0,,0.78,74.88
2021-03-03,93,78.0,,0.78,72.54
2021-03-04,91,78.0,,0.78,70.98
2021-03-05,93,78.0,,0.78,72.54
2021-03-06,80,78.0,,0.78,62.400000000000006
2021-03-07,77,78.0,,0.78,60.06
2021-03-08,92,78.0,,0.78,71.76
2021-03-09,91,78.0,,0.78,70.98
2021-03-10,90,78.0,,0.78,70.2
2021-03-11,95,78.0,,0.78,74.10000000000001
2021-03-12,93,78.0,,0.78,72.54
2021-03-13,78,78.0,,0.78,60.84
2021-03-14,75,78.0,,0.78,58.5
2021-03-15,91,78.0,,0.78,70.98
2021-03-16,90,78.0,,0.78,70.2
2021-03-17,94,78.0,,0.78,73.32000000000001
2021-03-18,92,78.0,,0.78,71.76
2021-03-19,97,78.0,,0.78,75.66
2021-03-20,77,78.0,,0.78,60.06
2021-03-21,72,78.0,,0.78,56.160000000000004
2021-03-22,91,78.0,,0.78,70.98
2021-03-23,91,78.0,,0.78,70.98
2021-03-24,90,78.0,,0.78,70.2
2021-03-25,92,78.0,,0.78,71.76
2021-03-26,92,78.0,,0.78,71.76
2021-03-27,82,78.0,,0.78,63.96
2021-03-28,79,78.0,,0.78,61.620000000000005
2021-03-29,95,78.0,,0.78,74.10000000000001
2021-03-30,99,78.0,,0.78,77.22
2021-03-31,100,78.0,,0.78,78.0
2021-04-01,98,76.0,False,0.76,74.48
2021-04-02,94,76.0,,0.76,71.44
2021-04-03,78,76.0,,0.76,59.28
2021-04-04,78,76.0,,0.76,59.28
2021-04-05,96,76.0,,0.76,72.96000000000001
2021-04-06,89,76.0,,0.76,67.64
2021-04-07,93,76.0,,0.76,70.68
2021-04-08,94,76.0,,0.76,71.44
2021-04-09,92,76.0,,0.76,69.92
2021-04-10,81,76.0,,0.76,61.56
2021-04-11,75,76.0,,0.76,57.0
2021-04-12,94,76.0,,0.76,71.44
2021-04-13,98,76.0,,0.76,74.48
2021-04-14,95,76.0,,0.76,72.2
2021-04-15,96,76.0,,0.76,72.96000000000001
2021-04-16,93,76.0,,0.76,70.68
2021-04-17,83,76.0,,0.76,63.08
2021-04-18,76,76.0,,0.76,57.76
2021-04-19,94,76.0,,0.76,71.44
2021-04-20,89,76.0,,0.76,67.64
2021-04-21,100,76.0,,0.76,76.0
2021-04-22,100,76.0,,0.76,76.0
2021-04-23,94,76.0,,0.76,71.44
2021-04-24,81,76.0,,0.76,61.56
2021-04-25,79,76.0,,0.76,60.04
2021-04-26,97,76.0,,0.76,73.72
2021-04-27,97,76.0,,0.76,73.72
2021-04-28,99,76.0,,0.76,75.24
2021-04-29,95,76.0,,0.76,72.2
2021-04-30,91,76.0,,0.76,69.16
2021-05-01,84,72.0,False,0.72,60.48
2021-05-02,82,72.0,,0.72,59.04
2021-05-03,100,72.0,,0.72,72.0
2021-05-04,100,72.0,,0.72,72.0
2021-05-05,100,72.0,,0.72,72.0
2021-05-06,99,72.0,,0.72,71.28
2021-05-07,96,72.0,,0.72,69.12
2021-05-08,80,72.0,,0.72,57.599999999999994
2021-05-09,77,72.0,,0.72,55.44
2021-05-10,98,72.0,,0.72,70.56
2021-05-11,100,72.0,,0.72,72.0
